station_observations
air_temp, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, min_air_temp_snc_last_reset, time, dwpt_temp
-7.7, -7.728, 92.2, -7.6, 92.0, -8.1, 2022-01-02 21:00:00, -9.0
-6.9, -6.935, 90.9, -6.8, 91.0, -8.1, 2022-01-02 22:00:00, -8.0
-6.6, -6.566, 90.3, -6.3, 90.0, -8.1, 2022-01-02 23:00:00, -8.0
-6.1, -6.102, 90.2, -5.0, 90.0, -8.1, 2022-01-03 00:00:00, -7.0
-5.9, -5.911, 87.9, -5.0, 88.0, -8.1, 2022-01-03 01:00:00, -8.0
-5.5, -5.511, 84.2, -5.0, 84.0, -8.1, 2022-01-03 02:00:00, -7.0
-4.9, -4.853, 79.55, -4.0, 80.0, -8.1, 2022-01-03 03:00:00, -7.0
-4.5, -4.456, 77.33, -4.0, 77.0, -8.1, 2022-01-03 04:00:00, -8.0
-5.4, -5.396, 87.5, -4.0, 88.0, -8.1, 2022-01-03 05:00:00, -7.0
-4.6, -4.579, 80.7, -4.0, 81.0, -8.1, 2022-01-03 06:00:00, -7.0
-4.2, -4.182, 76.11, -3.8, 76.0, -5.5, 2022-01-03 07:00:00, -7.0
-5.1, -5.091, 89.2, -3.8, 89.0, -5.5, 2022-01-03 08:00:00, -7.0
-4.5, -4.492, 78.95, -3.8, 79.0, -5.8, 2022-01-03 09:00:00, -7.0
-5.3, -5.269, 88.9, -3.8, 89.0, -5.8, 2022-01-03 10:00:00, -7.0
-4.4, -4.407, 83.8, -3.8, 84.0, -5.8, 2022-01-03 11:00:00, -6.0
-3.7, -3.72, 79.97, -3.8, 80.0, -5.8, 2022-01-03 12:00:00, -6.0
-3.8, -3.788, 80.6, -3.6, 81.0, -5.8, 2022-01-03 13:00:00, -6.0
-4.0, -4.03, 86.4, -3.5, 86.0, -5.8, 2022-01-03 14:00:00, -6.0
-4.3, -4.264, 91.5, -3.5, 92.0, -5.8, 2022-01-03 15:00:00, -5.0
-4.5, -4.461, 92.1, -3.5, 92.0, -5.8, 2022-01-03 16:00:00, -6.0
-3.1, -3.106, 71.68, -2.6, 72.0, -5.8, 2022-01-03 17:00:00, -7.0
-4.0, -3.965, 66.34, -2.6, 66.0, -5.8, 2022-01-03 18:00:00, -9.0
-4.6, -4.646, 66.25, -3.7, 66.0, -4.5, 2022-01-03 19:00:00, -9.0
-6.2, -6.201, 79.05, -3.7, 79.0, -6.4, 2022-01-03 20:00:00, -9.0
-7.6, -7.557, 91.0, -3.7, 91.0, -7.9, 2022-01-03 21:00:00, -9.0
-5.3, -5.285, 75.84, -3.7, 76.0, -7.9, 2022-01-03 22:00:00, -9.0
-4.1, -4.131, 63.93, -3.7, 64.0, -7.9, 2022-01-03 23:00:00, -9.0
-6.4, -6.427, 79.04, -3.7, 79.0, -7.9, 2022-01-04 00:00:00, -9.0
-8.2, -8.17, 90.4, -3.7, 90.0, -8.5, 2022-01-04 01:00:00, -9.0
-11.2, -11.17, 81.6, -3.7, 82.0, -11.3, 2022-01-04 02:00:00, -13.0
-12.8, -12.79, 79.95, -3.7, 80.0, -12.9, 2022-01-04 03:00:00, -15.0
-14.4, -14.42, 79.3, -3.7, 79.0, -14.6, 2022-01-04 04:00:00, -17.0
-14.4, -14.37, 78.76, -3.7, 79.0, -14.6, 2022-01-04 05:00:00, -17.0
-14.3, -14.33, 78.34, -3.7, 78.0, -14.6, 2022-01-04 06:00:00, -17.0
-15.4, -15.42, 77.64, -14.3, 78.0, -15.3, 2022-01-04 07:00:00, -18.0
-16.0, -15.97, 78.75, -14.3, 79.0, -16.1, 2022-01-04 08:00:00, -19.0
-15.8, -15.82, 79.84, -14.3, 80.0, -16.2, 2022-01-04 09:00:00, -18.0
-15.6, -15.62, 79.1, -14.3, 79.0, -16.2, 2022-01-04 10:00:00, -18.0
-15.0, -14.99, 75.34, -14.3, 75.0, -16.2, 2022-01-04 11:00:00, -18.0
-14.7, -14.68, 73.72, -14.3, 74.0, -16.2, 2022-01-04 12:00:00, -18.0
-14.9, -14.87, 73.71, -14.3, 74.0, -16.2, 2022-01-04 13:00:00, -18.0
-15.6, None, None, -14.3, 79.0, -16.2, 2022-01-04 14:00:00, -18.0
-16.2, -16.16, 81.9, -14.3, 82.0, -16.2, 2022-01-04 15:00:00, -18.0
-16.6, -16.62, 80.5, -14.3, 81.0, -16.6, 2022-01-04 16:00:00, -19.0
-16.6, -16.63, 81.7, -14.3, 82.0, -17.1, 2022-01-04 17:00:00, -19.0
-17.4, -17.37, 76.67, -14.3, 77.0, -17.4, 2022-01-04 18:00:00, -20.0
-17.7, -17.66, 80.4, -17.2, 80.0, -17.9, 2022-01-04 19:00:00, -20.0
-17.5, -17.49, 83.5, -17.2, 84.0, -18.5, 2022-01-04 20:00:00, -19.0
-17.3, -17.33, 73.42, -17.2, 73.0, -18.5, 2022-01-04 21:00:00, -21.0
-17.2, -17.21, 79.15, -17.2, 79.0, -18.5, 2022-01-04 22:00:00, -20.0
-17.9, -17.89, 79.37, -17.2, 79.0, -18.5, 2022-01-04 23:00:00, -20.0
-17.9, -17.89, 76.69, -17.2, 77.0, -18.5, 2022-01-05 00:00:00, -21.0
-17.6, -17.62, 81.5, -17.2, 82.0, -18.5, 2022-01-05 01:00:00, -20.0
-17.9, -17.88, 78.63, -17.2, 79.0, -18.5, 2022-01-05 02:00:00, -21.0
-18.1, -18.1, 77.45, -17.2, 77.0, -18.5, 2022-01-05 03:00:00, -21.0
-18.4, -18.41, 72.31, -17.2, 72.0, -18.5, 2022-01-05 04:00:00, -22.0
-19.0, -19.02, 73.24, -17.2, 73.0, -19.2, 2022-01-05 05:00:00, -22.0
-19.3, -19.28, 74.58, -17.2, 75.0, -19.4, 2022-01-05 06:00:00, -22.0
-19.7, -19.7, 74.38, -19.3, 74.0, -19.8, 2022-01-05 07:00:00, -23.0
-21.0, -21.0, 77.2, -19.3, 77.0, -21.1, 2022-01-05 08:00:00, -24.0
-21.0, -20.96, 72.19, -19.3, 72.0, -21.3, 2022-01-05 09:00:00, -24.0
-20.5, -20.45, 68.02, -19.3, 68.0, -21.3, 2022-01-05 10:00:00, -25.0
-19.8, -19.84, 66.4, -19.3, 66.0, -21.3, 2022-01-05 11:00:00, -24.0
-19.8, -19.79, 66.66, -19.3, 67.0, -21.3, 2022-01-05 12:00:00, -24.0
-19.6, -19.62, 66.72, -19.3, 67.0, -21.3, 2022-01-05 13:00:00, -24.0
-20.0, -19.98, 64.91, -19.3, 65.0, -21.3, 2022-01-05 14:00:00, -24.0
-19.9, -19.89, 69.73, -19.3, 70.0, -21.3, 2022-01-05 15:00:00, -24.0
-20.1, -20.1, 71.45, -19.3, 71.0, -21.3, 2022-01-05 16:00:00, -24.0
-20.3, -20.32, 75.34, -19.3, 75.0, -21.3, 2022-01-05 17:00:00, -23.0
-20.7, -20.7, 76.42, -19.3, 76.0, -21.3, 2022-01-05 18:00:00, -23.0
-21.0, -20.96, 76.03, -20.6, 76.0, -21.0, 2022-01-05 19:00:00, -24.0
-21.0, -21.0, 76.81, -20.6, 77.0, -21.2, 2022-01-05 20:00:00, -24.0
-20.8, -20.81, 78.37, -20.6, 78.0, -21.2, 2022-01-05 21:00:00, -23.0
-20.8, -20.82, 80.0, -20.5, 80.0, -21.2, 2022-01-05 22:00:00, -23.0
-20.9, -20.88, 81.1, -20.5, 81.0, -21.2, 2022-01-05 23:00:00, -23.0
-20.9, -20.86, 81.5, -20.5, 82.0, -21.2, 2022-01-06 00:00:00, -23.0
-20.8, -20.8, 81.5, -20.5, 82.0, -21.2, 2022-01-06 01:00:00, -23.0
-21.2, -21.23, 81.1, -20.5, 81.0, -21.3, 2022-01-06 02:00:00, -23.0
-21.1, -21.13, 81.1, -20.5, 81.0, -21.3, 2022-01-06 03:00:00, -23.0
-20.8, -20.76, 81.7, -20.5, 82.0, -21.3, 2022-01-06 04:00:00, -23.0
-20.6, -20.57, 81.6, -20.0, 82.0, -21.3, 2022-01-06 05:00:00, -22.0
-20.0, -19.96, 82.2, -19.9, 82.0, -21.3, 2022-01-06 06:00:00, -22.0
-19.6, -19.64, 82.5, -19.7, 83.0, -20.3, 2022-01-06 07:00:00, -22.0
-19.6, -19.62, 82.5, -19.3, 83.0, -20.3, 2022-01-06 08:00:00, -22.0
-18.9, -18.92, 83.1, -18.9, 83.0, -20.3, 2022-01-06 09:00:00, -21.0
-18.4, -18.35, 83.4, -18.1, 83.0, -20.3, 2022-01-06 10:00:00, -20.0
-17.7, -17.72, 84.0, -17.7, 84.0, -20.3, 2022-01-06 11:00:00, -19.0
-16.7, -16.72, 84.2, -16.5, 84.0, -20.3, 2022-01-06 12:00:00, -18.0
-14.6, -14.64, 86.5, -14.8, 87.0, -20.3, 2022-01-06 13:00:00, -16.0
-15.5, -15.47, 84.8, -14.5, 85.0, -20.3, 2022-01-06 14:00:00, -17.0
-15.3, -15.26, 86.1, -14.5, 86.0, -20.3, 2022-01-06 15:00:00, -17.0
-15.2, -15.18, 86.1, -14.5, 86.0, -20.3, 2022-01-06 16:00:00, -17.0
-15.5, -15.47, 85.8, -14.5, 86.0, -20.3, 2022-01-06 17:00:00, -17.0
-15.6, -15.55, 85.9, -14.5, 86.0, -20.3, 2022-01-06 18:00:00, -17.0
-15.1, -15.08, 86.0, -14.7, 86.0, -15.5, 2022-01-06 19:00:00, -17.0
-14.7, -14.74, 86.4, -14.6, 86.0, -15.5, 2022-01-06 20:00:00, -16.0
-14.8, -14.77, 86.5, -14.6, 87.0, -15.5, 2022-01-06 21:00:00, -16.0
-14.1, -14.13, 86.9, -14.0, 87.0, -15.5, 2022-01-06 22:00:00, -16.0
-13.9, -13.94, 87.1, -13.8, 87.0, -15.5, 2022-01-06 23:00:00, -15.0
-14.2, -14.16, 87.1, -13.8, 87.0, -15.5, 2022-01-07 00:00:00, -16.0
-14.0, -13.96, 87.1, -13.6, 87.0, -15.5, 2022-01-07 01:00:00, -15.0
-14.1, -14.12, 87.0, -13.5, 87.0, -15.5, 2022-01-07 02:00:00, -16.0
-14.2, -14.22, 87.6, -13.5, 88.0, -15.5, 2022-01-07 03:00:00, -16.0
-14.0, -14.01, 87.3, -13.2, 87.0, -15.5, 2022-01-07 04:00:00, -15.0
-14.5, -14.53, 86.8, -13.2, 87.0, -15.5, 2022-01-07 05:00:00, -16.0
-15.2, -15.22, 86.3, -13.2, 86.0, -15.7, 2022-01-07 06:00:00, -17.0
-15.2, -15.17, 86.8, -15.1, 87.0, -15.8, 2022-01-07 07:00:00, -17.0
-16.1, -16.11, 85.3, -14.9, 85.0, -16.2, 2022-01-07 08:00:00, -18.0
-15.6, -15.63, 86.2, -14.9, 86.0, -16.6, 2022-01-07 09:00:00, -17.0
-14.3, -14.27, 86.7, -14.0, 87.0, -16.6, 2022-01-07 10:00:00, -16.0
-9.4, -9.44, 91.2, -9.1, 91.0, -16.6, 2022-01-07 11:00:00, -11.0
-11.2, -11.24, 86.9, -8.4, 87.0, -16.6, 2022-01-07 12:00:00, -13.0
-11.6, -11.64, 88.8, -8.4, 89.0, -16.6, 2022-01-07 13:00:00, -13.0
-11.6, -11.63, 88.4, -8.4, 88.0, -16.6, 2022-01-07 14:00:00, -13.0
-11.9, -11.91, 88.5, -8.4, 89.0, -16.6, 2022-01-07 15:00:00, -14.0
-11.9, -11.92, 89.1, -8.4, 89.0, -16.6, 2022-01-07 16:00:00, -13.0
-12.0, -12.02, 88.6, -8.4, 89.0, -16.6, 2022-01-07 17:00:00, -13.0
-12.3, -12.3, 88.6, -8.4, 89.0, -16.6, 2022-01-07 18:00:00, -14.0
-12.6, -12.62, 88.3, -12.1, 88.0, -12.9, 2022-01-07 19:00:00, -14.0
-13.9, -13.93, 87.1, -12.1, 87.0, -14.1, 2022-01-07 20:00:00, -16.0
-11.9, -11.85, 88.2, -11.8, 88.0, -14.1, 2022-01-07 21:00:00, -13.0
-12.0, -11.95, 83.4, -11.7, 83.0, -14.1, 2022-01-07 22:00:00, -14.0
-12.0, -12.03, 85.2, -11.7, 85.0, -14.1, 2022-01-07 23:00:00, -14.0
-11.7, -11.73, 79.18, -11.7, 79.0, -14.1, 2022-01-08 00:00:00, -14.0
-11.9, -11.86, 84.0, -11.6, 84.0, -14.1, 2022-01-08 01:00:00, -14.0
-12.9, -12.94, 86.8, -11.6, 87.0, -14.1, 2022-01-08 02:00:00, -14.0
-14.8, -14.75, 86.5, -11.6, 87.0, -14.7, 2022-01-08 03:00:00, -16.0
-15.6, -15.63, 86.0, -11.6, 86.0, -15.9, 2022-01-08 04:00:00, -17.0
-15.8, -15.83, 86.3, -11.6, 86.0, -16.5, 2022-01-08 05:00:00, -18.0
-16.5, -16.48, 85.5, -11.6, 86.0, -16.6, 2022-01-08 06:00:00, -18.0
-16.1, -16.08, 85.8, -15.8, 86.0, -16.9, 2022-01-08 07:00:00, -18.0
-15.7, -15.69, 86.4, -15.5, 86.0, -16.9, 2022-01-08 08:00:00, -17.0
-14.9, -14.85, 86.0, -14.8, 86.0, -16.9, 2022-01-08 09:00:00, -17.0
-13.7, -13.68, 86.3, -13.7, 86.0, -16.9, 2022-01-08 10:00:00, -15.0
-12.5, -12.45, 84.8, -12.4, 85.0, -16.9, 2022-01-08 11:00:00, -14.0
-11.0, -11.01, 85.4, -11.1, 85.0, -16.9, 2022-01-08 12:00:00, -13.0
-10.6, -10.63, 82.2, -9.4, 82.0, -16.9, 2022-01-08 13:00:00, -13.0
-8.7, -8.68, 88.3, -8.6, 88.0, -16.9, 2022-01-08 14:00:00, -10.0
-7.0, -7.006, 90.0, -6.8, 90.0, -16.9, 2022-01-08 15:00:00, -8.0
-7.0, -7.03, 89.7, -6.7, 90.0, -16.9, 2022-01-08 16:00:00, -8.0
-7.9, -7.87, 91.3, -5.6, 91.0, -16.9, 2022-01-08 17:00:00, -8.0
-4.9, -4.896, 91.7, -4.7, 92.0, -16.9, 2022-01-08 18:00:00, -6.0
-4.8, -4.833, 89.4, -3.5, 89.0, -5.4, 2022-01-08 19:00:00, -6.0
-3.7, -3.73, 86.0, -2.3, 86.0, -5.4, 2022-01-08 20:00:00, -5.0
-1.8, -1.807, 84.1, -2.1, 84.0, -5.4, 2022-01-08 21:00:00, -4.0
-0.8, -0.76, 76.83, 0.0, 77.0, -5.4, 2022-01-08 22:00:00, -4.0
-0.3, -0.303, 75.36, 0.6, 75.0, -5.4, 2022-01-08 23:00:00, -4.0
0.0, -0.042, 76.07, 0.6, 76.0, -5.4, 2022-01-09 00:00:00, -4.0
-0.7, -0.736, 83.1, 1.2, 83.0, -5.4, 2022-01-09 01:00:00, -3.0
0.1, 0.085, 76.38, 1.2, 76.0, -5.4, 2022-01-09 02:00:00, -4.0
-2.2, -2.151, 91.2, 1.2, 91.0, -5.4, 2022-01-09 03:00:00, -4.0
-0.9, -0.938, 89.5, 1.2, 90.0, -5.4, 2022-01-09 04:00:00, -2.0
-1.7, -1.673, 93.6, 1.2, 94.0, -5.4, 2022-01-09 05:00:00, -2.0
-1.8, -1.769, 92.5, 1.2, 93.0, -5.4, 2022-01-09 06:00:00, -2.0
-0.4, -0.415, 82.9, -0.3, 83.0, -2.0, 2022-01-09 07:00:00, -3.0
-2.0, -1.953, 92.9, -0.3, 93.0, -2.0, 2022-01-09 08:00:00, -3.0
-1.9, -1.925, 94.9, -0.3, 95.0, -2.4, 2022-01-09 09:00:00, -2.0
-1.7, -1.703, 93.0, -0.3, 93.0, -2.4, 2022-01-09 10:00:00, -3.0
-1.9, -1.934, 85.0, -0.3, 85.0, -2.4, 2022-01-09 11:00:00, -4.0
-1.7, -1.668, 82.5, -0.3, 83.0, -2.5, 2022-01-09 12:00:00, -4.0
-2.7, -2.666, 82.8, -0.3, 83.0, -2.9, 2022-01-09 13:00:00, -5.0
-1.3, -1.314, 84.0, -0.3, 84.0, -2.9, 2022-01-09 14:00:00, -3.0
-2.2, -2.234, 88.0, -0.3, 88.0, -2.9, 2022-01-09 15:00:00, -4.0
-2.8, -2.768, 89.2, -0.3, 89.0, -2.9, 2022-01-09 16:00:00, -4.0
-3.3, -3.273, 92.0, -0.3, 92.0, -3.9, 2022-01-09 17:00:00, -4.0
-3.7, -3.655, 92.0, -0.3, 92.0, -3.9, 2022-01-09 18:00:00, -4.0
-3.8, -3.802, 92.2, -3.4, 92.0, -4.0, 2022-01-09 19:00:00, -5.0
-3.9, -3.945, 92.8, -3.4, 93.0, -4.6, 2022-01-09 20:00:00, -5.0
-3.9, -3.905, 94.8, -3.4, 95.0, -4.6, 2022-01-09 21:00:00, -5.0
-4.5, -4.453, 94.6, -3.4, 95.0, -5.0, 2022-01-09 22:00:00, -5.0
-5.1, -5.11, 94.5, -3.4, 95.0, -5.3, 2022-01-09 23:00:00, -6.0
-5.4, -5.448, 94.3, -3.4, 94.0, -5.5, 2022-01-10 00:00:00, -6.0
-5.8, -5.808, 94.3, -3.4, 94.0, -5.8, 2022-01-10 01:00:00, -6.0
-5.9, -5.876, 94.7, -3.4, 95.0, -6.2, 2022-01-10 02:00:00, -7.0
-6.0, -5.951, 94.6, -3.4, 95.0, -6.3, 2022-01-10 03:00:00, -7.0
-6.7, -6.653, 93.2, -3.4, 93.0, -6.5, 2022-01-10 04:00:00, -8.0
-6.1, -6.074, 94.7, -3.4, 95.0, -6.6, 2022-01-10 05:00:00, -7.0
-6.6, -6.57, 93.6, -3.4, 94.0, -6.8, 2022-01-10 06:00:00, -8.0
-7.2, -7.196, 93.4, -6.1, 93.0, -7.4, 2022-01-10 07:00:00, -8.0
-6.7, -6.681, 93.6, -6.1, 94.0, -7.4, 2022-01-10 08:00:00, -7.0
-6.5, -6.502, 93.4, -6.1, 93.0, -7.4, 2022-01-10 09:00:00, -7.0
-5.9, -5.912, 92.5, -6.0, 93.0, -7.4, 2022-01-10 10:00:00, -7.0
-4.9, -4.87, 89.2, -4.6, 89.0, -7.4, 2022-01-10 11:00:00, -6.0
-2.7, -2.701, 78.91, -2.7, 79.0, -7.4, 2022-01-10 12:00:00, -5.0
-1.9, -1.86, 78.89, -1.8, 79.0, -7.4, 2022-01-10 13:00:00, -5.0
-1.5, -1.538, 78.37, -1.2, 78.0, -7.4, 2022-01-10 14:00:00, -4.0
-1.9, -1.918, 88.1, -0.7, 88.0, -7.4, 2022-01-10 15:00:00, -4.0
-0.7, -0.685, 80.3, -0.6, 80.0, -7.4, 2022-01-10 16:00:00, -3.0
-1.0, -1.016, 92.8, -0.6, 93.0, -7.4, 2022-01-10 17:00:00, -2.0
-0.4, -0.391, 95.2, -0.4, 95.0, -7.4, 2022-01-10 18:00:00, -1.0
-0.7, -0.651, 96.2, -0.2, 96.0, -0.8, 2022-01-10 19:00:00, -1.0
-0.2, -0.211, 96.6, -0.2, 97.0, -0.9, 2022-01-10 20:00:00, -1.0
-0.2, -0.223, 94.8, 0.1, 95.0, -0.9, 2022-01-10 21:00:00, -1.0
-0.4, -0.396, 95.0, 0.1, 95.0, -0.9, 2022-01-10 22:00:00, -1.0
1.4, 1.414, 80.8, 3.2, 81.0, -0.9, 2022-01-10 23:00:00, -2.0
0.5, 0.518, 84.8, 3.7, 85.0, -0.9, 2022-01-11 00:00:00, -2.0
0.3, 0.312, 94.0, 3.7, 94.0, -0.9, 2022-01-11 01:00:00, 0.0
0.3, 0.268, 96.0, 3.7, 96.0, -0.9, 2022-01-11 02:00:00, 0.0
-0.3, -0.337, 96.1, 3.7, 96.0, -0.9, 2022-01-11 03:00:00, -1.0
-0.6, -0.602, 96.0, 3.7, 96.0, -1.0, 2022-01-11 04:00:00, -1.0
-1.0, -1.035, 95.9, 3.7, 96.0, -1.3, 2022-01-11 05:00:00, -1.0
-1.1, -1.12, 95.4, 3.7, 95.0, -1.5, 2022-01-11 06:00:00, -2.0
-0.6, -0.621, 97.2, -0.4, 97.0, -1.2, 2022-01-11 07:00:00, -1.0
-1.4, -1.37, 97.5, -0.4, 98.0, -1.5, 2022-01-11 08:00:00, -1.0
0.7, 0.731, 96.5, 1.1, 97.0, -1.5, 2022-01-11 09:00:00, 0.0
4.3, 4.313, 79.24, 4.7, 79.0, -1.5, 2022-01-11 10:00:00, 1.0
5.3, 5.346, 74.33, 6.4, 74.0, -1.5, 2022-01-11 11:00:00, 1.0
5.2, 5.217, 76.55, 6.4, 77.0, -1.5, 2022-01-11 12:00:00, 1.0
3.3, 3.275, 84.0, 6.4, 84.0, -1.5, 2022-01-11 13:00:00, 1.0
7.1, 7.127, 60.82, 7.2, 61.0, -1.5, 2022-01-11 14:00:00, 0.0
4.3, 4.305, 77.85, 7.2, 78.0, -1.5, 2022-01-11 15:00:00, 1.0
1.8, 1.754, 90.8, 7.2, 91.0, -1.5, 2022-01-11 16:00:00, 1.0
1.1, 1.058, 94.8, 7.2, 95.0, -1.5, 2022-01-11 17:00:00, 0.0
0.9, 0.852, 96.6, 7.2, 97.0, -1.5, 2022-01-11 18:00:00, 0.0
2.1, 2.074, 97.4, 2.3, 97.0, 0.7, 2022-01-11 19:00:00, 2.0
1.1, 1.118, 96.3, 2.9, 96.0, 0.7, 2022-01-11 20:00:00, 0.0
0.7, 0.749, 96.5, 2.9, 97.0, 0.7, 2022-01-11 21:00:00, 0.0
0.8, 0.799, 97.2, 2.9, 97.0, 0.5, 2022-01-11 22:00:00, 0.0
1.3, 1.329, 97.7, 2.9, 98.0, 0.5, 2022-01-11 23:00:00, 1.0
2.5, 2.525, 92.6, 2.9, 93.0, 0.5, 2022-01-12 00:00:00, 2.0
2.7, 2.675, 91.1, 4.6, 91.0, 0.5, 2022-01-12 01:00:00, 1.0
3.4, 3.393, 89.5, 4.6, 90.0, 0.5, 2022-01-12 02:00:00, 2.0
3.5, 3.512, 92.7, 5.3, 93.0, 0.5, 2022-01-12 03:00:00, 3.0
3.5, 3.496, 90.2, 5.3, 90.0, 0.5, 2022-01-12 04:00:00, 2.0
2.1, 2.069, 97.2, 5.3, 97.0, 0.5, 2022-01-12 05:00:00, 1.0
0.9, 0.868, 96.8, 5.3, 97.0, 0.5, 2022-01-12 06:00:00, 0.0
1.0, 1.036, 97.2, 1.8, 97.0, 0.7, 2022-01-12 07:00:00, 1.0
1.0, 1.016, 97.4, 2.0, 97.0, 0.7, 2022-01-12 08:00:00, 1.0
1.2, 1.246, 97.6, 2.3, 98.0, 0.6, 2022-01-12 09:00:00, 1.0
2.5, 2.453, 98.2, 2.6, 98.0, 0.6, 2022-01-12 10:00:00, 2.0
1.7, 1.692, 98.0, 2.6, 98.0, 0.6, 2022-01-12 11:00:00, 2.0
3.7, 3.676, 98.4, 3.7, 98.0, 0.6, 2022-01-12 12:00:00, 3.0
2.7, 2.657, 97.9, 3.7, 98.0, 0.6, 2022-01-12 13:00:00, 2.0
2.6, 2.649, 98.5, 3.7, 99.0, 0.6, 2022-01-12 14:00:00, 2.0
2.1, 2.113, 98.9, 3.7, 99.0, 0.6, 2022-01-12 15:00:00, 2.0
1.2, 1.216, 98.5, 3.7, 99.0, 0.6, 2022-01-12 16:00:00, 1.0
1.6, 1.645, 98.7, 3.7, 99.0, 0.6, 2022-01-12 17:00:00, 1.0
