station_observations
Rain_Tot, AirTC, time, RH, DBTCDT
0.0, -6.434, 2012-01-01 14:30:00, 69.61, 0.616
0.0, -6.41, 2012-01-01 14:44:59, 68.31, 0.614
0.0, -6.851, 2012-01-01 15:00:00, 71.82, 0.615
0.0, -6.885, 2012-01-01 15:15:00, 71.14, 0.615
0.0, -6.273, 2012-01-01 15:29:59, 70.39, 0.613
0.0, -6.328, 2012-01-01 15:45:00, 74.78, 0.612
0.0, -6.347, 2012-01-01 16:00:00, 75.25, 0.612
0.0, -4.925, 2012-01-01 16:14:59, 60.29, 0.605
0.0, -4.446, 2012-01-01 16:30:00, 72.04, 0.611
0.0, -4.893, 2012-01-01 16:45:00, 70.2, 0.61
0.0, -4.63, 2012-01-01 16:59:59, 77.46, 0.609
0.0, -4.239, 2012-01-01 17:15:00, 70.4, 0.609
0.0, -4.288, 2012-01-01 17:30:00, 71.69, 0.612
0.0, -4.844, 2012-01-01 17:44:59, 73.94, 0.602
0.0, -4.557, 2012-01-01 18:00:00, 72.88, 0.603
0.0, -4.039, 2012-01-01 18:15:00, 75.16, 0.603
0.0, -4.112, 2012-01-01 18:29:59, 72.97, 0.603
0.0, -4.119, 2012-01-01 18:45:00, 75.49, 0.605
0.0, -3.706, 2012-01-01 19:00:00, 73.82, 0.603
0.0, -3.945, 2012-01-01 19:14:59, 73.96, 0.605
0.0, -3.477, 2012-01-01 19:30:00, 73.14, 0.605
0.0, -3.559, 2012-01-01 19:45:00, 76.72, 0.599
0.0, -3.482, 2012-01-01 19:59:59, 76.34, 0.6
0.0, -3.495, 2012-01-01 20:15:00, 75.97, 0.6
0.0, -2.846, 2012-01-01 20:30:00, 72.46, 0.595
0.0, -2.376, 2012-01-01 20:44:59, 72.97, 0.596
0.0, -0.2, 2012-01-01 21:00:00, 69.95, 0.591
0.0, -0.324, 2012-01-01 21:15:00, 67.53, 0.592
0.0, -0.323, 2012-01-01 21:29:59, 69.23, 0.588
0.0, -0.999, 2012-01-01 21:45:00, 68.29, 0.592
0.0, -0.587, 2012-01-01 22:00:00, 69.04, 0.592
0.0, -0.794, 2012-01-01 22:14:59, 74.52, 0.595
0.0, -0.108, 2012-01-01 22:30:00, 71.22, 0.594
0.0, -0.27, 2012-01-01 22:45:00, 73.84, 0.587
0.0, -0.756, 2012-01-01 22:59:59, 74.72, 0.577
0.0, 0.642, 2012-01-01 23:15:00, 68.8, 0.581
0.0, 2.181, 2012-01-01 23:30:00, 65.36, 0.581
0.0, 2.885, 2012-01-01 23:44:59, 62.12, 0.578
0.0, 3.417, 2012-01-02 00:00:00, 64.56, 0.582
0.0, 4.431, 2012-01-02 00:15:00, 60.03, 0.581
0.0, 5.01, 2012-01-02 00:29:59, 59.13, 0.579
0.0, 5.74, 2012-01-02 00:45:00, 54.67, 0.582
0.0, 5.815, 2012-01-02 01:00:00, 54.02, 0.581
0.0, 5.701, 2012-01-02 01:14:59, 53.54, 0.58
0.0, 5.695, 2012-01-02 01:30:00, 50.58, 0.581
0.3, 5.628, 2012-01-02 01:45:00, 50.41, 0.581
0.3, 5.34, 2012-01-02 01:59:59, 50.24, 0.585
0.3, 5.512, 2012-01-02 02:15:00, 48.88, 0.583
0.2, 5.417, 2012-01-02 02:30:00, 45.58, 0.58
0.1, 5.803, 2012-01-02 02:44:59, 43.91, 0.579
0.1, 5.281, 2012-01-02 03:00:00, 45.1, 0.577
0.1, 4.138, 2012-01-02 03:15:00, 47.72, 0.576
0.0, 3.98, 2012-01-02 03:29:59, 44.83, 0.582
0.1, 5.27, 2012-01-02 03:45:00, 43.74, 0.575
0.0, 5.082, 2012-01-02 04:00:00, 45.1, 0.574
0.1, 3.73, 2012-01-02 04:14:59, 53.33, 0.577
0.0, 1.064, 2012-01-02 04:30:00, 65.04, 0.574
0.0, 0.708, 2012-01-02 04:45:00, 58.62, 0.576
0.0, 1.705, 2012-01-02 04:59:59, 59.51, 0.575
0.0, 3.253, 2012-01-02 05:15:00, 53.7, 0.57
0.0, 2.602, 2012-01-02 05:30:00, 45.97, 0.572
0.0, 3.922, 2012-01-02 05:44:59, 62.13, 0.568
0.0, 2.198, 2012-01-02 06:00:00, 48.65, 0.569
0.0, 3.526, 2012-01-02 06:15:00, 54.57, 0.564
0.0, 3.158, 2012-01-02 06:29:59, 60.29, 0.566
0.0, 2.78, 2012-01-02 06:45:00, 45.7, 0.57
0.0, 4.62, 2012-01-02 07:00:00, 38.79, 0.566
0.0, 3.875, 2012-01-02 07:14:59, 47.83, 0.572
0.0, 3.781, 2012-01-02 07:30:00, 45.72, 0.568
0.0, 3.488, 2012-01-02 07:45:00, 44.91, 0.571
0.0, 3.67, 2012-01-02 07:59:59, 44.87, 0.565
0.0, 4.343, 2012-01-02 08:15:00, 42.05, 0.565
0.0, 3.792, 2012-01-02 08:30:00, 54.6, 0.568
0.1, 2.758, 2012-01-02 08:44:59, 52.9, 0.567
0.0, 2.708, 2012-01-02 09:00:00, 58.38, 0.566
0.0, 3.166, 2012-01-02 09:15:00, 68.45, 0.563
0.0, 2.645, 2012-01-02 09:29:59, 55.62, 0.567
0.0, 2.534, 2012-01-02 09:45:00, 70.32, 0.563
0.0, 3.331, 2012-01-02 10:00:00, 53.82, 0.565
0.0, 3.97, 2012-01-02 10:14:59, 51.68, 0.565
0.0, 3.577, 2012-01-02 10:30:00, 53.07, 0.568
0.0, 3.896, 2012-01-02 10:45:00, 48.07, 0.564
0.0, 4.017, 2012-01-02 10:59:59, 55.62, 0.565
0.0, 4.461, 2012-01-02 11:15:00, 45.42, 0.56
0.0, 5.014, 2012-01-02 11:30:00, 50.11, 0.559
0.0, 4.727, 2012-01-02 11:44:59, 49.25, 0.561
0.0, 4.727, 2012-01-02 12:00:00, 47.18, 0.561
0.0, 5.157, 2012-01-02 12:15:00, 41.63, 0.561
0.0, 5.553, 2012-01-02 12:29:59, 39.69, 0.564
0.0, 5.605, 2012-01-02 12:45:00, 46.7, 0.561
0.0, 5.891, 2012-01-02 13:00:00, 47.55, 0.559
0.0, 5.638, 2012-01-02 13:14:59, 42.27, 0.562
0.0, 6.127, 2012-01-02 13:30:00, 41.46, 0.561
0.0, 5.468, 2012-01-02 13:45:00, 58.39, 0.558
0.0, 4.727, 2012-01-02 13:59:59, 49.82, 0.56
0.0, 3.646, 2012-01-02 14:15:00, 62.03, 0.559
0.0, 1.182, 2012-01-02 14:30:00, 58.37, 0.561
0.0, 1.804, 2012-01-02 14:44:59, 60.49, 0.56
0.0, 1.86, 2012-01-02 15:00:00, 75.28, 0.559
0.0, 1.551, 2012-01-02 15:15:00, 65.69, 0.558
0.0, 0.686, 2012-01-02 15:29:59, 74.47, 0.56
0.0, 1.229, 2012-01-02 15:45:00, 61.99, 0.56
0.0, 1.153, 2012-01-02 16:00:00, 70.78, 0.559
0.0, 1.315, 2012-01-02 16:14:59, 81.0, 0.559
0.0, 0.962, 2012-01-02 16:30:00, 85.9, 0.557
0.0, 1.057, 2012-01-02 16:45:00, 84.3, 0.557
0.0, 0.912, 2012-01-02 16:59:59, 82.5, 0.557
0.0, 0.542, 2012-01-02 17:15:00, 85.4, 0.557
0.0, 0.454, 2012-01-02 17:30:00, 86.7, 0.556
0.0, 0.572, 2012-01-02 17:44:59, 83.2, 0.556
0.0, 0.429, 2012-01-02 18:00:00, 91.1, 0.557
0.0, 0.107, 2012-01-02 18:15:00, 92.3, 0.555
0.0, -0.178, 2012-01-02 18:29:59, 97.4, 0.554
0.0, -0.571, 2012-01-02 18:45:00, 100.0, 0.565
0.0, -0.223, 2012-01-02 19:00:00, 99.7, 0.559
0.0, 0.145, 2012-01-02 19:14:59, 99.4, 0.564
0.0, 0.671, 2012-01-02 19:30:00, 96.2, 0.562
0.0, 1.082, 2012-01-02 19:45:00, 94.0, 0.564
0.0, 1.614, 2012-01-02 19:59:59, 89.5, 0.564
0.0, 1.536, 2012-01-02 20:15:00, 95.8, 0.559
0.0, 1.368, 2012-01-02 20:30:00, 95.2, 0.558
0.0, 1.62, 2012-01-02 20:44:59, 92.7, 0.561
0.1, 1.157, 2012-01-02 21:00:00, 95.8, 0.56
0.2, 1.919, 2012-01-02 21:15:00, 90.0, 0.559
0.1, 1.997, 2012-01-02 21:29:59, 88.8, 0.558
0.1, 2.062, 2012-01-02 21:45:00, 89.1, 0.557
0.1, 1.935, 2012-01-02 22:00:00, 92.9, 0.555
0.1, 1.341, 2012-01-02 22:14:59, 95.5, 0.556
0.1, 1.3, 2012-01-02 22:30:00, 91.0, 0.557
0.0, 1.2, 2012-01-02 22:45:00, 98.4, 0.557
0.1, 0.985, 2012-01-02 22:59:59, 93.7, 0.556
0.1, 1.799, 2012-01-02 23:15:00, 92.0, 0.558
0.1, 2.287, 2012-01-02 23:30:00, 85.4, 0.557
0.0, 2.809, 2012-01-02 23:44:59, 84.8, 0.558
0.0, 3.105, 2012-01-03 00:00:00, 81.6, 0.552
0.0, 3.085, 2012-01-03 00:15:00, 81.4, 0.55
0.0, 3.23, 2012-01-03 00:29:59, 78.7, 0.552
0.0, 3.245, 2012-01-03 00:45:00, 79.07, 0.553
0.0, 3.27, 2012-01-03 01:00:00, 77.81, 0.553
0.0, 3.298, 2012-01-03 01:14:59, 76.85, 0.553
0.0, 3.212, 2012-01-03 01:30:00, 78.24, 0.556
0.0, 3.041, 2012-01-03 01:45:00, 73.82, 0.555
0.0, 3.529, 2012-01-03 01:59:59, 72.97, 0.553
0.0, 3.656, 2012-01-03 02:15:00, 71.34, 0.553
0.0, 3.354, 2012-01-03 02:30:00, 72.6, 0.551
0.0, 3.79, 2012-01-03 02:44:59, 70.9, 0.552
0.0, 3.71, 2012-01-03 03:00:00, 74.23, 0.55
0.0, 3.363, 2012-01-03 03:15:00, 76.44, 0.55
0.0, 3.393, 2012-01-03 03:29:59, 77.02, 0.55
0.0, 3.107, 2012-01-03 03:45:00, 83.9, 0.547
0.0, 2.316, 2012-01-03 04:00:00, 80.3, 0.552
0.0, 2.794, 2012-01-03 04:14:59, 78.75, 0.548
0.0, 3.319, 2012-01-03 04:30:00, 80.1, 0.544
0.0, 2.76, 2012-01-03 04:45:00, 79.74, 0.542
0.0, 3.007, 2012-01-03 04:59:59, 73.52, 0.547
0.0, 3.293, 2012-01-03 05:15:00, 79.47, 0.545
0.0, 2.685, 2012-01-03 05:30:00, 78.31, 0.544
0.0, 2.914, 2012-01-03 05:44:59, 76.65, 0.544
0.0, 2.683, 2012-01-03 06:00:00, 84.3, 0.542
0.0, 2.044, 2012-01-03 06:15:00, 85.9, 0.543
0.0, 2.314, 2012-01-03 06:29:59, 83.3, 0.539
0.0, 1.576, 2012-01-03 06:45:00, 84.1, 0.544
0.0, 2.001, 2012-01-03 07:00:00, 79.41, 0.542
0.0, 2.472, 2012-01-03 07:14:59, 75.64, 0.545
0.0, 2.865, 2012-01-03 07:30:00, 70.81, 0.542
0.0, 2.652, 2012-01-03 07:45:00, 83.3, 0.542
0.0, 2.35, 2012-01-03 07:59:59, 84.4, 0.54
0.0, 2.209, 2012-01-03 08:15:00, 73.55, 0.543
0.0, 2.714, 2012-01-03 08:30:00, 82.9, 0.539
0.0, 2.485, 2012-01-03 08:44:59, 81.9, 0.538
0.0, 2.915, 2012-01-03 09:00:00, 68.31, 0.54
0.0, 3.605, 2012-01-03 09:15:00, 71.54, 0.537
0.0, 2.402, 2012-01-03 09:29:59, 86.9, 0.539
0.1, 1.402, 2012-01-03 09:45:00, 96.1, 0.538
0.1, 0.792, 2012-01-03 10:00:00, 97.5, 0.538
0.0, 0.49, 2012-01-03 10:14:59, 98.2, 0.538
0.0, 0.505, 2012-01-03 10:30:00, 96.3, 0.537
0.1, 0.81, 2012-01-03 10:45:00, 93.1, 0.535
0.0, 1.481, 2012-01-03 10:59:59, 91.5, 0.534
0.0, 1.152, 2012-01-03 11:15:00, 93.1, 0.536
0.0, 1.087, 2012-01-03 11:30:00, 94.1, 0.535
0.1, 1.261, 2012-01-03 11:44:59, 91.2, 0.533
0.0, 0.903, 2012-01-03 12:00:00, 96.6, 0.531
0.0, 0.236, 2012-01-03 12:15:00, 99.9, 0.533
0.0, -0.077, 2012-01-03 12:29:59, 100.0, 0.532
0.0, -0.245, 2012-01-03 12:45:00, 100.0, 0.535
0.0, -0.293, 2012-01-03 13:00:00, 100.0, 0.54
0.0, -0.097, 2012-01-03 13:14:59, 99.2, 0.538
0.0, -0.038, 2012-01-03 13:30:00, 95.3, 0.538
0.0, 0.718, 2012-01-03 13:45:00, 90.9, 0.536
0.0, 0.936, 2012-01-03 13:59:59, 89.6, 0.536
0.0, 1.035, 2012-01-03 14:15:00, 92.1, 0.535
0.0, 0.712, 2012-01-03 14:30:00, 89.2, 0.535
0.0, 1.259, 2012-01-03 14:44:59, 86.3, 0.535
0.0, 0.867, 2012-01-03 15:00:00, 93.1, 0.535
0.0, 0.588, 2012-01-03 15:15:00, 92.0, 0.535
0.0, 0.547, 2012-01-03 15:29:59, 95.4, 0.535
0.1, 0.737, 2012-01-03 15:45:00, 91.1, 0.536
0.0, 0.83, 2012-01-03 16:00:00, 92.7, 0.54
0.1, 0.635, 2012-01-03 16:14:59, 95.5, 0.539
0.0, 0.463, 2012-01-03 16:30:00, 95.3, 0.54
0.1, 0.629, 2012-01-03 16:45:00, 93.1, 0.54
0.0, 1.087, 2012-01-03 16:59:59, 91.3, 0.535
0.1, 1.561, 2012-01-03 17:15:00, 92.2, 0.537
0.1, 1.125, 2012-01-03 17:30:00, 95.3, 0.538
0.0, 0.864, 2012-01-03 17:44:59, 98.3, 0.539
0.1, 0.29, 2012-01-03 18:00:00, 100.0, 0.541
0.1, 0.465, 2012-01-03 18:15:00, 98.0, 0.539
0.1, 0.651, 2012-01-03 18:29:59, 98.2, 0.539
0.0, 0.345, 2012-01-03 18:45:00, 95.8, 0.534
0.0, 0.676, 2012-01-03 19:00:00, 96.5, 0.534
0.0, 0.85, 2012-01-03 19:14:59, 90.9, 0.536
0.0, 0.909, 2012-01-03 19:30:00, 93.4, 0.537
0.1, 0.839, 2012-01-03 19:45:00, 94.0, 0.527
0.0, 0.739, 2012-01-03 19:59:59, 95.2, 0.537
0.0, 0.559, 2012-01-03 20:15:00, 95.6, 0.539
0.0, 0.705, 2012-01-03 20:30:00, 95.3, 0.541
0.0, 0.963, 2012-01-03 20:44:59, 94.4, 0.543
0.1, 1.269, 2012-01-03 21:00:00, 91.9, 0.544
0.2, 0.914, 2012-01-03 21:15:00, 92.7, 0.542
0.1, 0.795, 2012-01-03 21:29:59, 95.0, 0.54
0.1, 1.174, 2012-01-03 21:45:00, 91.2, 0.538
0.1, 1.444, 2012-01-03 22:00:00, 92.2, 0.538
0.2, 1.293, 2012-01-03 22:14:59, 93.1, 0.539
0.2, 1.259, 2012-01-03 22:30:00, 93.2, 0.537
0.2, 1.495, 2012-01-03 22:45:00, 91.3, 0.534
0.2, 1.513, 2012-01-03 22:59:59, 89.1, 0.534
0.3, 2.43, 2012-01-03 23:15:00, 89.3, 0.534
0.1, 1.729, 2012-01-03 23:30:00, 94.9, 0.531
0.0, 0.873, 2012-01-03 23:44:59, 97.1, 0.531
0.1, 1.071, 2012-01-04 00:00:00, 93.0, 0.53
0.1, 1.527, 2012-01-04 00:15:00, 93.6, 0.532
0.1, 1.559, 2012-01-04 00:29:59, 92.6, 0.531
0.1, 1.534, 2012-01-04 00:45:00, 92.0, 0.532
0.1, 1.037, 2012-01-04 01:00:00, 95.0, 0.528
0.1, 1.005, 2012-01-04 01:14:59, 91.3, 0.526
0.1, 1.749, 2012-01-04 01:30:00, 91.7, 0.524
0.0, 2.167, 2012-01-04 01:45:00, 84.7, 0.522
0.1, 3.11, 2012-01-04 01:59:59, 87.4, 0.522
0.1, 2.882, 2012-01-04 02:15:00, 82.5, 0.524
0.0, 3.245, 2012-01-04 02:30:00, 79.99, 0.526
0.0, 3.438, 2012-01-04 02:44:59, 83.4, 0.525
0.0, 3.719, 2012-01-04 03:00:00, 76.85, 0.525
0.0, 3.844, 2012-01-04 03:15:00, 79.95, 0.524
0.0, 4.04, 2012-01-04 03:29:59, 75.86, 0.525
0.0, 3.987, 2012-01-04 03:45:00, 79.98, 0.525
0.0, 3.856, 2012-01-04 04:00:00, 80.1, 0.526
0.0, 3.118, 2012-01-04 04:14:59, 80.8, 0.521
0.0, 3.45, 2012-01-04 04:30:00, 80.7, 0.521
0.0, 3.502, 2012-01-04 04:45:00, 84.0, 0.52
0.0, 4.039, 2012-01-04 04:59:59, 73.28, 0.521
0.0, 4.86, 2012-01-04 05:15:00, 71.17, 0.517
0.0, 4.466, 2012-01-04 05:30:00, 73.21, 0.516
0.0, 4.534, 2012-01-04 05:44:59, 85.7, 0.513
0.0, 2.411, 2012-01-04 06:00:00, 89.3, 0.517
0.0, 2.825, 2012-01-04 06:15:00, 90.8, 0.514
0.0, 3.168, 2012-01-04 06:29:59, 87.9, 0.512
0.0, 3.958, 2012-01-04 06:45:00, 79.88, 0.514
0.0, 3.989, 2012-01-04 07:00:00, 77.5, 0.512
0.0, 4.577, 2012-01-04 07:14:59, 81.1, 0.513
0.0, 4.35, 2012-01-04 07:30:00, 82.7, 0.509
0.0, 4.52, 2012-01-04 07:45:00, 78.14, 0.508
0.0, 4.032, 2012-01-04 07:59:59, 80.4, 0.517
0.0, 4.955, 2012-01-04 08:15:00, 71.34, 0.512
0.0, 5.577, 2012-01-04 08:30:00, 69.91, 0.505
0.0, 6.534, 2012-01-04 08:44:59, 60.99, 0.506
0.0, 6.387, 2012-01-04 09:00:00, 69.08, 0.497
0.0, 6.175, 2012-01-04 09:15:00, 71.59, 0.497
0.0, 5.686, 2012-01-04 09:29:59, 73.35, 0.5
0.0, 6.067, 2012-01-04 09:45:00, 65.43, 0.507
0.0, 6.881, 2012-01-04 10:00:00, 65.09, 0.5
0.0, 6.142, 2012-01-04 10:14:59, 63.42, 0.506
0.0, 7.04, 2012-01-04 10:30:00, 64.44, 0.508
0.0, 6.568, 2012-01-04 10:45:00, 61.51, 0.507
0.0, 6.819, 2012-01-04 10:59:59, 59.06, 0.505
0.0, 7.422, 2012-01-04 11:15:00, 57.93, 0.5
0.0, 7.408, 2012-01-04 11:30:00, 55.28, 0.499
0.0, 7.255, 2012-01-04 11:44:59, 61.13, 0.503
0.0, 7.262, 2012-01-04 12:00:00, 57.32, 0.497
0.0, 7.495, 2012-01-04 12:15:00, 56.81, 0.497
0.0, 7.495, 2012-01-04 12:29:59, 56.37, 0.495
0.0, 7.468, 2012-01-04 12:45:00, 54.87, 0.497
0.0, 7.468, 2012-01-04 13:00:00, 55.52, 0.495
0.0, 7.447, 2012-01-04 13:14:59, 55.31, 0.493
0.0, 7.633, 2012-01-04 13:30:00, 55.65, 0.492
0.0, 7.479, 2012-01-04 13:45:00, 54.77, 0.494
0.0, 7.237, 2012-01-04 13:59:59, 55.04, 0.491
0.0, 7.148, 2012-01-04 14:15:00, 56.23, 0.491
0.0, 7.18, 2012-01-04 14:30:00, 55.04, 0.49
0.0, 7.243, 2012-01-04 14:44:59, 54.5, 0.488
0.0, 7.316, 2012-01-04 15:00:00, 54.6, 0.481
0.0, 7.232, 2012-01-04 15:15:00, 55.01, 0.482
0.0, 7.205, 2012-01-04 15:29:59, 54.56, 0.483
0.0, 6.969, 2012-01-04 15:45:00, 56.77, 0.481
0.0, 6.981, 2012-01-04 16:00:00, 55.14, 0.482
0.0, 7.119, 2012-01-04 16:14:59, 55.48, 0.485
0.0, 6.917, 2012-01-04 16:30:00, 55.18, 0.487
0.0, 6.847, 2012-01-04 16:45:00, 56.71, 0.485
0.0, 6.595, 2012-01-04 16:59:59, 57.08, 0.484
0.0, 6.516, 2012-01-04 17:15:00, 57.76, 0.475
0.0, 6.711, 2012-01-04 17:30:00, 57.05, 0.476
0.0, 6.797, 2012-01-04 17:44:59, 54.94, 0.48
0.0, 6.679, 2012-01-04 18:00:00, 56.47, 0.477
0.0, 6.647, 2012-01-04 18:15:00, 56.74, 0.479
0.0, 5.915, 2012-01-04 18:29:59, 58.92, 0.48
0.0, 5.945, 2012-01-04 18:45:00, 59.02, 0.478
0.0, 6.353, 2012-01-04 19:00:00, 58.47, 0.481
0.0, 6.469, 2012-01-04 19:14:59, 58.03, 0.482
0.0, 6.373, 2012-01-04 19:30:00, 59.53, 0.478
0.0, 6.324, 2012-01-04 19:45:00, 58.0, 0.477
0.0, 6.362, 2012-01-04 19:59:59, 60.62, 0.476
0.0, 6.076, 2012-01-04 20:15:00, 64.12, 0.474
0.0, 5.684, 2012-01-04 20:30:00, 66.22, 0.473
0.0, 5.444, 2012-01-04 20:44:59, 69.32, 0.472
0.0, 5.145, 2012-01-04 21:00:00, 71.84, 0.467
0.0, 4.746, 2012-01-04 21:15:00, 74.4, 0.464
0.0, 4.407, 2012-01-04 21:29:59, 75.57, 0.462
0.0, 4.289, 2012-01-04 21:45:00, 77.13, 0.461
0.0, 4.129, 2012-01-04 22:00:00, 81.4, 0.462
0.3, 3.54, 2012-01-04 22:14:59, 85.8, 0.464
0.3, 3.063, 2012-01-04 22:30:00, 89.1, 0.466
0.4, 1.783, 2012-01-04 22:45:00, 95.9, 0.467
0.1, 0.932, 2012-01-04 22:59:59, 97.1, 0.461
0.1, 0.728, 2012-01-04 23:15:00, 98.8, 0.462
0.0, 0.637, 2012-01-04 23:30:00, 98.9, 0.46
0.0, 0.441, 2012-01-04 23:44:59, 95.7, 0.454
0.1, 0.66, 2012-01-05 00:00:00, 96.3, 0.463
0.0, 0.424, 2012-01-05 00:15:00, 98.6, 0.46
0.0, 0.47, 2012-01-05 00:29:59, 92.9, 0.458
0.0, 0.824, 2012-01-05 00:45:00, 88.0, 0.457
0.0, 0.898, 2012-01-05 01:00:00, 94.7, 0.456
0.0, 0.451, 2012-01-05 01:14:59, 95.1, 0.459
0.0, 0.588, 2012-01-05 01:30:00, 91.0, 0.46
0.0, 0.678, 2012-01-05 01:45:00, 93.1, 0.459
0.0, 0.676, 2012-01-05 01:59:59, 91.7, 0.459
0.0, 0.645, 2012-01-05 02:15:00, 91.0, 0.459
0.0, 0.593, 2012-01-05 02:30:00, 81.6, 0.463
0.0, 0.941, 2012-01-05 02:44:59, 79.2, 0.463
0.0, 0.991, 2012-01-05 03:00:00, 78.93, 0.462
0.0, 1.094, 2012-01-05 03:15:00, 79.61, 0.46
0.0, 1.216, 2012-01-05 03:29:59, 77.43, 0.461
0.0, 1.277, 2012-01-05 03:45:00, 76.45, 0.461
0.0, 1.194, 2012-01-05 04:00:00, 73.55, 0.461
0.0, 1.153, 2012-01-05 04:14:59, 78.35, 0.463
0.0, 1.128, 2012-01-05 04:30:00, 73.32, 0.461
0.0, 1.048, 2012-01-05 04:45:00, 74.88, 0.462
0.0, 1.146, 2012-01-05 04:59:59, 81.2, 0.458
0.0, 0.926, 2012-01-05 05:15:00, 73.55, 0.463
0.0, 0.992, 2012-01-05 05:30:00, 70.32, 0.461
0.0, 0.96, 2012-01-05 05:44:59, 69.5, 0.462
0.0, 0.617, 2012-01-05 06:00:00, 70.93, 0.462
0.0, 0.406, 2012-01-05 06:15:00, 68.99, 0.46
0.0, 0.274, 2012-01-05 06:29:59, 71.89, 0.46
0.0, -0.108, 2012-01-05 06:45:00, 71.9, 0.46
0.0, -0.025, 2012-01-05 07:00:00, 73.57, 0.464
0.0, -0.551, 2012-01-05 07:14:59, 83.3, 0.46
0.0, -0.81, 2012-01-05 07:30:00, 73.23, 0.463
0.0, -0.844, 2012-01-05 07:45:00, 78.09, 0.458
0.0, -0.781, 2012-01-05 07:59:59, 72.0, 0.459
0.0, -0.331, 2012-01-05 08:15:00, 72.07, 0.459
0.0, -0.47, 2012-01-05 08:30:00, 72.55, 0.456
0.0, -0.488, 2012-01-05 08:44:59, 73.19, 0.458
0.0, -1.05, 2012-01-05 09:00:00, 80.7, 0.456
0.0, -1.293, 2012-01-05 09:15:00, 70.27, 0.458
