station_observations
air_temp, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, min_air_temp_snc_last_reset, time, dwpt_temp
-6.6, None, None, -6.4, 92.0, -9.8, 2020-01-09 14:00:00, -8.0
-7.1, None, None, -6.2, 92.0, -9.8, 2020-01-09 15:00:00, -8.0
-7.3, None, None, -6.2, 92.0, -9.8, 2020-01-09 16:00:00, -8.0
-8.1, None, None, -6.2, 91.0, -9.8, 2020-01-09 17:00:00, -9.0
-8.1, None, None, -6.2, 91.0, -9.8, 2020-01-09 18:00:00, -9.0
-8.4, None, None, -7.5, 92.0, -8.6, 2020-01-09 19:00:00, -10.0
-6.2, None, None, -5.9, 88.0, -8.6, 2020-01-09 20:00:00, -8.0
-6.8, None, None, -5.8, 89.0, -8.6, 2020-01-09 21:00:00, -8.0
-5.7, None, None, -5.8, 92.0, -8.6, 2020-01-09 22:00:00, -7.0
-6.0, None, None, -5.4, 86.0, -8.6, 2020-01-09 23:00:00, -8.0
-5.9, None, None, -5.0, 89.0, -8.6, 2020-01-10 00:00:00, -7.0
-4.4, None, None, -4.1, 82.0, -8.6, 2020-01-10 01:00:00, -7.0
-4.3, None, None, -3.5, 83.0, -8.6, 2020-01-10 02:00:00, -6.0
-5.1, None, None, -3.5, 90.0, -8.6, 2020-01-10 03:00:00, -6.0
-4.1, None, None, -3.5, 81.0, -8.6, 2020-01-10 04:00:00, -6.0
-4.4, None, None, -3.5, 80.0, -8.6, 2020-01-10 05:00:00, -7.0
-4.3, None, None, -3.5, 75.0, -8.6, 2020-01-10 06:00:00, -7.0
-4.0, None, None, -3.8, 72.0, -4.6, 2020-01-10 07:00:00, -8.0
-3.5, None, None, -3.4, 69.0, -4.6, 2020-01-10 08:00:00, -8.0
-3.6, None, None, -3.4, 72.0, -4.6, 2020-01-10 09:00:00, -7.0
-3.2, None, None, -3.0, 71.0, -4.6, 2020-01-10 10:00:00, -7.0
-3.0, None, None, -3.0, 72.0, -4.6, 2020-01-10 11:00:00, -7.0
-3.4, None, None, -2.7, 83.0, -4.6, 2020-01-10 12:00:00, -6.0
-3.9, None, None, -2.7, 92.0, -4.6, 2020-01-10 13:00:00, -5.0
-4.0, None, None, -2.7, 94.0, -4.6, 2020-01-10 14:00:00, -5.0
-3.7, None, None, -2.7, 94.0, -4.6, 2020-01-10 15:00:00, -5.0
-3.8, None, None, -2.7, 93.0, -4.6, 2020-01-10 16:00:00, -5.0
-4.3, None, None, -2.7, 93.0, -4.6, 2020-01-10 17:00:00, -5.0
-4.1, None, None, -2.7, 93.0, -4.6, 2020-01-10 18:00:00, -5.0
-4.2, None, None, -3.7, 92.0, -4.1, 2020-01-10 19:00:00, -5.0
-4.6, None, None, -3.7, 91.0, -4.9, 2020-01-10 20:00:00, -6.0
-4.5, None, None, -3.7, 93.0, -4.9, 2020-01-10 21:00:00, -5.0
-4.4, None, None, -3.7, 93.0, -4.9, 2020-01-10 22:00:00, -5.0
-4.2, None, None, -3.7, 93.0, -4.9, 2020-01-10 23:00:00, -5.0
-4.2, None, None, -3.7, 93.0, -4.9, 2020-01-11 00:00:00, -5.0
-4.8, None, None, -3.7, 94.0, -4.9, 2020-01-11 01:00:00, -6.0
-4.7, None, None, -3.7, 94.0, -4.9, 2020-01-11 02:00:00, -6.0
-4.6, None, None, -3.7, 95.0, -4.9, 2020-01-11 03:00:00, -5.0
-4.7, None, None, -3.7, 94.0, -4.9, 2020-01-11 04:00:00, -6.0
-4.8, None, None, -3.7, 94.0, -4.9, 2020-01-11 05:00:00, -5.0
-4.9, None, None, -3.7, 95.0, -4.9, 2020-01-11 06:00:00, -5.0
-4.9, None, None, -4.7, 95.0, -5.0, 2020-01-11 07:00:00, -5.0
-4.7, None, None, -4.7, 95.0, -5.0, 2020-01-11 08:00:00, -5.0
-5.4, None, None, -4.6, 95.0, -5.7, 2020-01-11 09:00:00, -6.0
-4.4, None, None, -4.5, 92.0, -5.8, 2020-01-11 10:00:00, -5.0
-3.9, None, None, -3.7, 87.0, -5.8, 2020-01-11 11:00:00, -6.0
-4.5, None, None, -3.7, 90.0, -5.8, 2020-01-11 12:00:00, -6.0
-3.1, None, None, -3.1, 89.0, -5.8, 2020-01-11 13:00:00, -4.0
0.0, None, None, 0.3, 78.0, -5.8, 2020-01-11 14:00:00, -3.0
0.5, None, None, 0.6, 74.0, -5.8, 2020-01-11 15:00:00, -4.0
-1.1, None, None, 0.6, 67.0, -5.8, 2020-01-11 16:00:00, -6.0
-1.5, None, None, 0.6, 59.0, -5.8, 2020-01-11 17:00:00, -8.0
-1.9, None, None, 0.6, 61.0, -5.8, 2020-01-11 18:00:00, -8.0
-2.9, None, None, -1.9, 69.0, -3.6, 2020-01-11 19:00:00, -7.0
-2.5, None, None, -1.9, 64.0, -3.6, 2020-01-11 20:00:00, -8.0
-3.9, None, None, -1.9, 83.0, -3.9, 2020-01-11 21:00:00, -6.0
-4.6, None, None, -1.9, 89.0, -4.6, 2020-01-11 22:00:00, -6.0
-4.7, None, None, -1.9, 91.0, -4.9, 2020-01-11 23:00:00, -6.0
-3.5, None, None, -1.9, 78.0, -5.0, 2020-01-12 00:00:00, -6.0
-4.3, None, None, -1.9, 89.0, -5.0, 2020-01-12 01:00:00, -6.0
-4.6, None, None, -1.9, 90.0, -5.0, 2020-01-12 02:00:00, -6.0
-4.1, None, None, -1.9, 86.0, -5.0, 2020-01-12 03:00:00, -6.0
-4.3, None, None, -1.9, 90.0, -5.0, 2020-01-12 04:00:00, -6.0
-4.2, None, None, -1.9, 83.0, -5.0, 2020-01-12 05:00:00, -6.0
-4.5, None, None, -1.9, 84.0, -5.0, 2020-01-12 06:00:00, -6.0
-4.6, None, None, -4.4, 86.0, -4.7, 2020-01-12 07:00:00, -6.0
-4.6, None, None, -4.4, 89.0, -4.7, 2020-01-12 08:00:00, -6.0
-4.7, None, None, -4.4, 91.0, -4.8, 2020-01-12 09:00:00, -6.0
-4.7, None, None, -4.4, 92.0, -4.8, 2020-01-12 10:00:00, -6.0
-7.0, None, None, -4.4, 90.0, -7.0, 2020-01-12 11:00:00, -8.0
-10.3, None, None, -4.4, 83.0, -10.3, 2020-01-12 12:00:00, -12.0
-12.5, None, None, -4.4, 77.0, -12.5, 2020-01-12 13:00:00, -16.0
-14.5, None, None, -4.4, 74.0, -14.5, 2020-01-12 14:00:00, -18.0
-16.5, None, None, -4.4, 76.0, -16.5, 2020-01-12 15:00:00, -19.0
-17.5, None, None, -4.4, 76.0, -17.6, 2020-01-12 16:00:00, -20.0
-18.3, None, None, -4.4, 71.0, -18.4, 2020-01-12 17:00:00, -22.0
-19.3, None, None, -4.4, 80.0, -19.3, 2020-01-12 18:00:00, -21.0
-19.7, None, None, -19.2, 74.0, -19.8, 2020-01-12 19:00:00, -23.0
-20.4, None, None, -19.2, 69.0, -20.4, 2020-01-12 20:00:00, -24.0
-20.5, None, None, -19.2, 65.0, -20.9, 2020-01-12 21:00:00, -25.0
-21.1, None, None, -19.2, 69.0, -21.1, 2020-01-12 22:00:00, -25.0
-21.7, None, None, -19.2, 68.0, -21.8, 2020-01-12 23:00:00, -26.0
-22.5, None, None, -19.2, 70.0, -22.6, 2020-01-13 00:00:00, -26.0
-23.1, None, None, -19.2, 73.0, -23.2, 2020-01-13 01:00:00, -26.0
-23.9, None, None, -19.2, 75.0, -23.8, 2020-01-13 02:00:00, -27.0
-24.5, None, None, -19.2, 77.0, -24.6, 2020-01-13 03:00:00, -27.0
-23.4, None, None, -19.2, 66.0, -24.7, 2020-01-13 04:00:00, -27.0
-23.0, None, None, -19.2, 62.0, -24.7, 2020-01-13 05:00:00, -28.0
-22.9, None, None, -19.2, 61.0, -24.7, 2020-01-13 06:00:00, -28.0
-22.7, None, None, -22.5, 66.0, -23.0, 2020-01-13 07:00:00, -27.0
-22.9, None, None, -22.5, 65.0, -23.0, 2020-01-13 08:00:00, -27.0
-22.8, None, None, -22.5, 60.0, -23.0, 2020-01-13 09:00:00, -28.0
-22.3, None, None, -22.3, 61.0, -23.0, 2020-01-13 10:00:00, -27.0
-21.6, None, None, -21.6, 58.0, -23.0, 2020-01-13 11:00:00, -27.0
-21.3, None, None, -21.2, 56.0, -23.0, 2020-01-13 12:00:00, -27.0
-21.1, None, None, -20.9, 57.0, -23.0, 2020-01-13 13:00:00, -27.0
-20.8, None, None, -20.6, 59.0, -23.0, 2020-01-13 14:00:00, -26.0
-21.0, None, None, -20.6, 62.0, -23.0, 2020-01-13 15:00:00, -26.0
-21.4, None, None, -20.6, 68.0, -23.0, 2020-01-13 16:00:00, -25.0
-21.7, None, None, -20.6, 71.0, -23.0, 2020-01-13 17:00:00, -25.0
-21.6, None, None, -20.6, 72.0, -23.0, 2020-01-13 18:00:00, -25.0
-21.6, None, None, -21.5, 74.0, -21.7, 2020-01-13 19:00:00, -25.0
-21.7, None, None, -21.5, 70.0, -21.7, 2020-01-13 20:00:00, -25.0
-21.7, None, None, -21.5, 66.0, -21.9, 2020-01-13 21:00:00, -26.0
-21.9, None, None, -21.5, 62.0, -21.9, 2020-01-13 22:00:00, -27.0
-21.9, None, None, -21.5, 63.0, -22.1, 2020-01-13 23:00:00, -27.0
-22.1, None, None, -21.5, 64.0, -22.3, 2020-01-14 00:00:00, -26.0
-22.3, None, None, -21.5, 63.0, -22.3, 2020-01-14 01:00:00, -27.0
-22.5, None, None, -21.5, 67.0, -22.6, 2020-01-14 02:00:00, -27.0
-22.5, None, None, -21.5, 63.0, -22.6, 2020-01-14 03:00:00, -27.0
-22.6, None, None, -21.5, 65.0, -22.8, 2020-01-14 04:00:00, -27.0
-23.0, None, None, -21.5, 63.0, -23.2, 2020-01-14 05:00:00, -27.0
-23.2, None, None, -21.5, 65.0, -23.4, 2020-01-14 06:00:00, -27.0
-23.6, None, None, -23.2, 64.0, -23.6, 2020-01-14 07:00:00, -28.0
-23.6, None, None, -23.2, 64.0, -23.7, 2020-01-14 08:00:00, -28.0
-23.6, None, None, -23.2, 63.0, -23.7, 2020-01-14 09:00:00, -28.0
-23.2, None, None, -23.1, 70.0, -23.7, 2020-01-14 10:00:00, -27.0
-22.6, None, None, -22.6, 64.0, -23.7, 2020-01-14 11:00:00, -27.0
-22.2, None, None, -22.2, 64.0, -23.7, 2020-01-14 12:00:00, -27.0
-22.1, None, None, -21.9, 61.0, -23.7, 2020-01-14 13:00:00, -27.0
-22.2, None, None, -21.8, 62.0, -23.7, 2020-01-14 14:00:00, -27.0
-22.2, None, None, -21.8, 65.0, -23.7, 2020-01-14 15:00:00, -27.0
-22.6, None, None, -21.8, 69.0, -23.7, 2020-01-14 16:00:00, -26.0
-22.9, None, None, -21.8, 74.0, -23.7, 2020-01-14 17:00:00, -26.0
-23.0, None, None, -21.8, 74.0, -23.7, 2020-01-14 18:00:00, -26.0
-23.3, None, None, -22.9, 70.0, -23.3, 2020-01-14 19:00:00, -27.0
-23.3, None, None, -22.9, 66.0, -23.4, 2020-01-14 20:00:00, -27.0
-23.1, None, None, -22.9, 67.0, -23.4, 2020-01-14 21:00:00, -27.0
-23.2, None, None, -22.9, 69.0, -23.5, 2020-01-14 22:00:00, -27.0
-23.5, None, None, -22.9, 74.0, -23.7, 2020-01-14 23:00:00, -27.0
-24.1, None, None, -22.9, 73.0, -24.2, 2020-01-15 00:00:00, -27.0
-24.1, None, None, -22.9, 76.0, -24.3, 2020-01-15 01:00:00, -27.0
-24.4, None, None, -22.9, 76.0, -24.4, 2020-01-15 02:00:00, -27.0
-24.5, None, None, -22.9, 75.0, -24.6, 2020-01-15 03:00:00, -27.0
-24.6, None, None, -22.9, 77.0, -24.8, 2020-01-15 04:00:00, -27.0
-24.6, None, None, -22.9, 78.0, -24.8, 2020-01-15 05:00:00, -27.0
-24.8, None, None, -22.9, 77.0, -24.9, 2020-01-15 06:00:00, -27.0
-24.9, None, None, -24.6, 77.0, -25.0, 2020-01-15 07:00:00, -27.0
-24.8, None, None, -24.6, 77.0, -25.0, 2020-01-15 08:00:00, -28.0
-24.4, None, None, -24.4, 76.0, -25.0, 2020-01-15 09:00:00, -27.0
-23.2, None, None, -23.1, 73.0, -25.0, 2020-01-15 10:00:00, -27.0
-23.3, None, None, -23.1, 65.0, -25.0, 2020-01-15 11:00:00, -28.0
-23.0, None, None, -22.9, 64.0, -25.0, 2020-01-15 12:00:00, -27.0
-22.6, None, None, -22.6, 67.0, -25.0, 2020-01-15 13:00:00, -27.0
-22.5, None, None, -22.3, 71.0, -25.0, 2020-01-15 14:00:00, -26.0
-22.3, None, None, -22.2, 74.0, -25.0, 2020-01-15 15:00:00, -25.0
-22.8, None, None, -22.2, 79.0, -25.0, 2020-01-15 16:00:00, -25.0
-22.8, None, None, -22.2, 80.0, -25.0, 2020-01-15 17:00:00, -25.0
-23.1, None, None, -22.2, 80.0, -25.0, 2020-01-15 18:00:00, -25.0
-23.0, None, None, -22.9, 80.0, -23.2, 2020-01-15 19:00:00, -25.0
-22.8, None, None, -22.7, 80.0, -23.2, 2020-01-15 20:00:00, -25.0
-22.8, None, None, -22.7, 80.0, -23.2, 2020-01-15 21:00:00, -25.0
-23.1, None, None, -22.7, 80.0, -23.4, 2020-01-15 22:00:00, -25.0
-23.5, None, None, -22.7, 79.0, -23.5, 2020-01-15 23:00:00, -26.0
-24.5, None, None, -22.7, 79.0, -24.5, 2020-01-16 00:00:00, -27.0
-24.1, None, None, -22.7, 79.0, -24.6, 2020-01-16 01:00:00, -26.0
-23.7, None, None, -22.7, 79.0, -24.6, 2020-01-16 02:00:00, -26.0
-23.3, None, None, -22.7, 80.0, -24.6, 2020-01-16 03:00:00, -25.0
-22.4, None, None, -22.3, 80.0, -24.6, 2020-01-16 04:00:00, -24.0
-22.7, None, None, -22.3, 80.0, -24.6, 2020-01-16 05:00:00, -25.0
-22.0, None, None, -22.0, 81.0, -24.6, 2020-01-16 06:00:00, -24.0
-21.5, None, None, -21.5, 81.0, -22.1, 2020-01-16 07:00:00, -24.0
-21.6, None, None, -21.3, 80.0, -22.1, 2020-01-16 08:00:00, -24.0
-20.3, None, None, -20.3, 82.0, -22.1, 2020-01-16 09:00:00, -22.0
-19.8, None, None, -19.6, 80.0, -22.1, 2020-01-16 10:00:00, -22.0
-17.9, None, None, -17.8, 80.0, -22.1, 2020-01-16 11:00:00, -20.0
-16.8, None, None, -16.6, 79.0, -22.1, 2020-01-16 12:00:00, -19.0
-16.1, None, None, -15.8, 79.0, -22.1, 2020-01-16 13:00:00, -19.0
-14.6, None, None, -14.5, 80.0, -22.1, 2020-01-16 14:00:00, -17.0
-14.6, None, None, -13.9, 80.0, -22.1, 2020-01-16 15:00:00, -17.0
-15.5, None, None, -13.9, 84.0, -22.1, 2020-01-16 16:00:00, -17.0
-16.2, None, None, -13.9, 84.0, -22.1, 2020-01-16 17:00:00, -18.0
-14.7, None, None, -13.9, 88.0, -22.1, 2020-01-16 18:00:00, -16.0
-16.0, None, None, -14.3, 85.0, -15.9, 2020-01-16 19:00:00, -18.0
-16.1, None, None, -14.3, 84.0, -16.1, 2020-01-16 20:00:00, -18.0
-16.0, None, None, -14.3, 86.0, -16.5, 2020-01-16 21:00:00, -18.0
-17.3, None, None, -14.3, 85.0, -17.5, 2020-01-16 22:00:00, -19.0
-18.3, None, None, -14.3, 84.0, -18.3, 2020-01-16 23:00:00, -20.0
-18.8, None, None, -14.3, 83.0, -18.6, 2020-01-17 00:00:00, -21.0
-19.2, None, None, -14.3, 83.0, -19.2, 2020-01-17 01:00:00, -21.0
-19.8, None, None, -14.3, 83.0, -19.9, 2020-01-17 02:00:00, -22.0
-20.4, None, None, -14.3, 82.0, -20.3, 2020-01-17 03:00:00, -22.0
-21.0, None, None, -14.3, 82.0, -21.1, 2020-01-17 04:00:00, -23.0
-20.9, None, None, -14.3, 83.0, -21.3, 2020-01-17 05:00:00, -23.0
-21.8, None, None, -14.3, 81.0, -21.8, 2020-01-17 06:00:00, -24.0
-21.2, None, None, -21.3, 82.0, -22.0, 2020-01-17 07:00:00, -23.0
-20.9, None, None, -20.7, 82.0, -22.0, 2020-01-17 08:00:00, -23.0
-19.9, None, None, -19.7, 82.0, -22.0, 2020-01-17 09:00:00, -22.0
-18.9, None, None, -18.8, 83.0, -22.0, 2020-01-17 10:00:00, -21.0
-19.0, None, None, -18.8, 82.0, -22.0, 2020-01-17 11:00:00, -21.0
-18.8, None, None, -17.6, 81.0, -22.0, 2020-01-17 12:00:00, -21.0
-17.5, None, None, -17.2, 82.0, -22.0, 2020-01-17 13:00:00, -19.0
-16.9, None, None, -16.6, 83.0, -22.0, 2020-01-17 14:00:00, -19.0
-17.1, None, None, -16.6, 84.0, -22.0, 2020-01-17 15:00:00, -19.0
-17.6, None, None, -16.6, 84.0, -22.0, 2020-01-17 16:00:00, -20.0
-18.5, None, None, -16.6, 83.0, -22.0, 2020-01-17 17:00:00, -20.0
-18.3, None, None, -16.6, 84.0, -22.0, 2020-01-17 18:00:00, -20.0
-17.3, None, None, -17.3, 84.0, -18.4, 2020-01-17 19:00:00, -19.0
-17.5, None, None, -17.1, 84.0, -18.4, 2020-01-17 20:00:00, -19.0
-17.5, None, None, -17.1, 85.0, -18.4, 2020-01-17 21:00:00, -19.0
-17.6, None, None, -17.1, 85.0, -18.4, 2020-01-17 22:00:00, -19.0
-17.7, None, None, -17.1, 85.0, -18.4, 2020-01-17 23:00:00, -19.0
-17.4, None, None, -17.1, 84.0, -18.4, 2020-01-18 00:00:00, -19.0
-17.4, None, None, -17.1, 85.0, -18.4, 2020-01-18 01:00:00, -19.0
-16.8, None, None, -16.8, 84.0, -18.4, 2020-01-18 02:00:00, -19.0
-16.8, None, None, -16.6, 85.0, -18.4, 2020-01-18 03:00:00, -19.0
-16.5, None, None, -16.3, 85.0, -18.4, 2020-01-18 04:00:00, -18.0
-15.8, None, None, -15.9, 86.0, -18.4, 2020-01-18 05:00:00, -17.0
-15.6, None, None, -15.7, 86.0, -18.4, 2020-01-18 06:00:00, -17.0
-15.5, None, None, -15.1, 86.0, -15.7, 2020-01-18 07:00:00, -17.0
-15.4, None, None, -15.1, 86.0, -15.7, 2020-01-18 08:00:00, -17.0
-14.3, None, None, -14.2, 86.0, -15.7, 2020-01-18 09:00:00, -16.0
-12.1, None, None, -12.0, 85.0, -15.7, 2020-01-18 10:00:00, -14.0
-10.9, None, None, -11.0, 84.0, -15.7, 2020-01-18 11:00:00, -13.0
-10.0, None, None, -10.1, 83.0, -15.7, 2020-01-18 12:00:00, -12.0
-8.5, None, None, -8.6, 84.0, -15.7, 2020-01-18 13:00:00, -10.0
-7.7, None, None, -7.3, 84.0, -15.7, 2020-01-18 14:00:00, -10.0
-6.8, None, None, -6.9, 86.0, -15.7, 2020-01-18 15:00:00, -8.0
-6.0, None, None, -5.8, 87.0, -15.7, 2020-01-18 16:00:00, -8.0
-5.8, None, None, -5.6, 90.0, -15.7, 2020-01-18 17:00:00, -7.0
-5.7, None, None, -5.3, 92.0, -15.7, 2020-01-18 18:00:00, -7.0
-5.4, None, None, -5.0, 93.0, -5.9, 2020-01-18 19:00:00, -6.0
-4.3, None, None, -4.2, 94.0, -5.9, 2020-01-18 20:00:00, -5.0
-4.0, None, None, -3.9, 94.0, -5.9, 2020-01-18 21:00:00, -5.0
-3.2, None, None, -2.5, 93.0, -5.9, 2020-01-18 22:00:00, -4.0
-0.3, None, None, -0.2, 80.0, -5.9, 2020-01-18 23:00:00, -3.0
-0.9, -0.872, 84.1, 0.7, 84.0, -5.9, 2020-01-19 00:00:00, -3.0
-0.1, -0.095, 80.8, 0.7, 81.0, -5.9, 2020-01-19 01:00:00, -3.0
0.9, 0.896, 77.56, 1.2, 78.0, -5.9, 2020-01-19 02:00:00, -3.0
1.6, 1.644, 72.75, 1.8, 73.0, -5.9, 2020-01-19 03:00:00, -3.0
1.4, 1.428, 71.95, 1.8, 72.0, -5.9, 2020-01-19 04:00:00, -3.0
1.3, 1.265, 71.1, 1.8, 71.0, -5.9, 2020-01-19 05:00:00, -3.0
1.2, 1.235, 69.75, 1.8, 70.0, -5.9, 2020-01-19 06:00:00, -3.0
-1.1, -1.054, 84.5, 1.3, 85.0, -1.0, 2020-01-19 07:00:00, -3.0
-0.2, -0.154, 80.8, 1.3, 81.0, -1.3, 2020-01-19 08:00:00, -3.0
-0.5, -0.548, 86.7, 1.3, 87.0, -1.3, 2020-01-19 09:00:00, -2.0
0.5, 0.459, 77.83, 1.3, 78.0, -1.3, 2020-01-19 10:00:00, -3.0
2.4, 2.444, 67.66, 2.4, 68.0, -1.3, 2020-01-19 11:00:00, -3.0
1.0, 0.961, 87.5, 2.6, 88.0, -1.3, 2020-01-19 12:00:00, -1.0
2.0, 1.98, 77.1, 2.6, 77.0, -1.3, 2020-01-19 13:00:00, -1.0
2.2, 2.206, 82.0, 2.6, 82.0, -1.3, 2020-01-19 14:00:00, -1.0
1.8, 1.801, 90.1, 2.6, 90.0, -1.3, 2020-01-19 15:00:00, 0.0
1.1, 1.132, 92.1, 2.6, 92.0, -1.3, 2020-01-19 16:00:00, 0.0
0.8, 0.775, 92.7, 2.6, 93.0, -1.3, 2020-01-19 17:00:00, 0.0
0.7, 0.654, 92.9, 2.6, 93.0, -1.3, 2020-01-19 18:00:00, 0.0
0.4, 0.393, 94.9, 0.8, 95.0, 0.3, 2020-01-19 19:00:00, 0.0
0.3, 0.308, 95.9, 0.8, 96.0, 0.0, 2020-01-19 20:00:00, 0.0
0.0, -0.034, 96.5, 0.8, 97.0, -0.1, 2020-01-19 21:00:00, -1.0
-0.5, -0.475, 96.9, 0.8, 97.0, -0.5, 2020-01-19 22:00:00, -1.0
-0.6, -0.605, 97.4, 0.8, 97.0, -0.8, 2020-01-19 23:00:00, -1.0
-0.9, -0.936, 97.7, 0.8, 98.0, -1.1, 2020-01-20 00:00:00, -1.0
-1.0, -1.044, 97.6, 0.8, 98.0, -1.4, 2020-01-20 01:00:00, -1.0
-1.2, -1.216, 97.9, 0.8, 98.0, -1.5, 2020-01-20 02:00:00, -2.0
-1.3, -1.291, 97.6, 0.8, 98.0, -1.5, 2020-01-20 03:00:00, -1.0
-1.0, -0.966, 98.2, 0.8, 98.0, -1.6, 2020-01-20 04:00:00, -1.0
-0.3, -0.343, 95.4, 0.8, 95.0, -1.6, 2020-01-20 05:00:00, -1.0
0.6, 0.569, 89.9, 0.8, 90.0, -1.6, 2020-01-20 06:00:00, -1.0
0.5, 0.473, 86.6, 1.9, 87.0, 0.3, 2020-01-20 07:00:00, -2.0
2.3, 2.279, 73.26, 3.2, 73.0, 0.3, 2020-01-20 08:00:00, -2.0
0.7, 0.736, 86.3, 3.2, 86.0, 0.3, 2020-01-20 09:00:00, -1.0
1.4, 1.443, 88.3, 3.2, 88.0, 0.3, 2020-01-20 10:00:00, -1.0
1.4, 1.402, 90.1, 3.2, 90.0, 0.3, 2020-01-20 11:00:00, 0.0
2.6, 2.634, 83.6, 3.2, 84.0, 0.3, 2020-01-20 12:00:00, 0.0
3.0, 2.984, 83.8, 3.5, 84.0, 0.3, 2020-01-20 13:00:00, 1.0
2.0, 1.998, 91.7, 3.5, 92.0, 0.3, 2020-01-20 14:00:00, 1.0
1.3, 1.303, 95.2, 3.5, 95.0, 0.3, 2020-01-20 15:00:00, 1.0
0.8, 0.842, 96.2, 3.5, 96.0, 0.3, 2020-01-20 16:00:00, 0.0
1.0, 1.01, 97.3, 3.5, 97.0, 0.3, 2020-01-20 17:00:00, 1.0
0.1, 0.091, 97.3, 3.5, 97.0, 0.1, 2020-01-20 18:00:00, 0.0
-0.1, -0.051, 98.0, 0.3, 98.0, -0.2, 2020-01-20 19:00:00, 0.0
0.1, 0.062, 98.3, 0.5, 98.0, -0.2, 2020-01-20 20:00:00, 0.0
0.3, 0.308, 98.5, 0.5, 99.0, -0.2, 2020-01-20 21:00:00, 0.0
0.1, 0.14, 98.4, 0.5, 98.0, -0.3, 2020-01-20 22:00:00, 0.0
-0.3, -0.305, 98.2, 0.5, 98.0, -0.4, 2020-01-20 23:00:00, 0.0
-0.2, -0.24, 98.4, 0.5, 98.0, -0.4, 2020-01-21 00:00:00, 0.0
-0.3, -0.312, 98.2, 0.5, 98.0, -0.4, 2020-01-21 01:00:00, 0.0
-0.6, -0.586, 98.1, 0.5, 98.0, -0.6, 2020-01-21 02:00:00, -1.0
-0.4, -0.428, 98.1, 0.5, 98.0, -0.8, 2020-01-21 03:00:00, -1.0
-0.5, -0.479, 97.5, 0.5, 98.0, -0.8, 2020-01-21 04:00:00, -1.0
-0.6, -0.591, 97.3, 0.5, 97.0, -0.8, 2020-01-21 05:00:00, -1.0
-0.6, -0.568, 96.9, 0.5, 97.0, -0.8, 2020-01-21 06:00:00, -1.0
-0.6, -0.595, 96.1, -0.4, 96.0, -0.6, 2020-01-21 07:00:00, -1.0
-0.7, -0.653, 96.0, -0.4, 96.0, -0.7, 2020-01-21 08:00:00, -1.0
-0.3, -0.273, 95.7, -0.2, 96.0, -0.7, 2020-01-21 09:00:00, -1.0
1.0, 1.04, 82.9, 1.5, 83.0, -0.7, 2020-01-21 10:00:00, -1.0
2.7, 2.735, 71.77, 3.5, 72.0, -0.7, 2020-01-21 11:00:00, -2.0
2.7, 2.683, 81.0, 3.5, 81.0, -0.7, 2020-01-21 12:00:00, 0.0
