station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, HEIGHT_OF_SNOW
None, None, 0.436, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 12:00:00, None, 88.9
None, None, 0.34, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 13:00:00, None, 89.4
None, None, 0.228, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 14:00:00, None, 89.8
None, None, 0.261, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 15:00:00, None, 89.4
None, None, 0.171, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 16:00:00, None, 89.9
None, None, 0.37, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 17:00:00, None, 90.1
None, None, 0.077, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 18:00:00, None, 88.9
None, None, 0.138, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 19:00:00, None, 90.0
None, None, 0.125, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 20:00:00, None, 91.0
None, None, -0.84, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 21:00:00, None, 90.4
None, None, -1.24, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 22:00:00, None, 92.2
None, None, -1.645, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-01 23:00:00, None, 90.9
None, None, -1.914, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 00:00:00, None, 92.5
None, None, -2.701, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 01:00:00, None, 92.2
None, None, -3.401, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 02:00:00, None, 91.8
None, None, -4.198, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 07:00:00, None, 91.1
None, None, -4.419, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 08:00:00, None, 90.7
None, None, -4.38, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 09:00:00, None, 90.9
None, None, -4.183, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 10:00:00, None, 91.3
None, None, -3.816, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 11:00:00, None, 91.8
None, None, -3.704, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 12:00:00, None, 92.7
None, None, -3.522, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 13:00:00, None, 93.1
None, None, -3.648, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 14:00:00, None, 93.2
None, None, -3.693, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 15:00:00, None, 93.1
None, None, -3.826, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 16:00:00, None, 93.0
None, None, -4.068, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 17:00:00, None, 92.9
None, None, -4.074, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 18:00:00, None, 93.4
None, None, -4.094, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 19:00:00, None, 94.1
None, None, -3.89, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 20:00:00, None, 94.0
None, None, -3.87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 21:00:00, None, 93.8
None, None, -3.825, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 22:00:00, None, 94.2
None, None, -3.611, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 23:00:00, None, 95.1
None, None, -1.804, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 00:00:00, None, 95.2
None, None, -1.308, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 01:00:00, None, 95.4
None, None, -0.19, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 02:00:00, None, 95.7
None, None, 0.181, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 03:00:00, None, 95.4
None, None, -0.011, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 04:00:00, None, 95.2
None, None, 0.197, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 05:00:00, None, 94.9
None, None, 0.46, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 06:00:00, None, 94.7
None, None, 0.83, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 07:00:00, None, 94.2
None, None, 0.483, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 08:00:00, None, 94.0
None, None, 1.028, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 09:00:00, None, 93.7
None, None, 1.569, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 10:00:00, None, 93.1
None, None, 1.627, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 11:00:00, None, 92.6
None, None, 1.962, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 12:00:00, None, 92.1
None, None, 1.893, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 13:00:00, None, 91.9
None, None, 1.314, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 14:00:00, None, 91.5
None, None, 0.884, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 15:00:00, None, 91.4
None, None, 1.388, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 16:00:00, None, 92.4
None, None, 2.248, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 17:00:00, None, 90.8
None, None, 3.837, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 18:00:00, None, 91.3
None, None, 2.553, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 19:00:00, None, 91.1
None, None, 1.734, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 20:00:00, None, 90.8
None, None, 2.252, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 21:00:00, None, 91.0
None, None, 1.682, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 22:00:00, None, 90.1
None, None, 0.617, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 23:00:00, None, 89.8
None, None, 0.112, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 00:00:00, None, 87.3
None, None, -0.097, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 01:00:00, None, 94.1
None, None, -0.325, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 02:00:00, None, 95.8
None, None, -0.72, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 03:00:00, None, 97.3
None, None, -2.063, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 04:00:00, None, 100.4
None, None, -2.435, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 05:00:00, None, 101.6
None, None, -3.453, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 06:00:00, None, 102.9
None, None, -3.716, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 07:00:00, None, 101.9
None, None, -3.778, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 08:00:00, None, 102.4
None, None, -3.885, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 09:00:00, None, 100.8
None, None, -3.573, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 10:00:00, None, 102.5
None, None, -3.527, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 11:00:00, None, 105.4
None, None, -2.95, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 12:00:00, None, 106.7
None, None, -2.993, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 13:00:00, None, 106.3
None, None, -3.257, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 14:00:00, None, 106.7
None, None, -3.164, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 15:00:00, None, 112.1
None, None, -3.292, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 16:00:00, None, 112.4
None, None, -3.277, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 17:00:00, None, 112.3
None, None, -3.24, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 18:00:00, None, 112.6
None, None, -3.11, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 19:00:00, None, 109.7
None, None, -3.075, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 20:00:00, None, 113.7
None, None, -2.768, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 21:00:00, None, 113.9
None, None, -2.08, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 22:00:00, None, 114.2
None, None, -2.292, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 23:00:00, None, 113.7
None, None, -2.446, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 00:00:00, None, 112.1
None, None, -2.817, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 01:00:00, None, 111.9
None, None, -3.05, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 02:00:00, None, 111.7
None, None, -3.394, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 03:00:00, None, 111.4
None, None, -3.717, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 04:00:00, None, 111.3
None, None, -3.919, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 05:00:00, None, 111.2
None, None, -4.479, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 06:00:00, None, 110.8
None, None, -4.14, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 07:00:00, None, 110.4
None, None, -4.077, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 08:00:00, None, 110.0
None, None, -3.857, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 09:00:00, None, 109.5
None, None, -3.449, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 10:00:00, None, 109.2
None, None, -1.953, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 11:00:00, None, 108.8
None, None, -1.638, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 12:00:00, None, 108.4
None, None, -1.562, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 13:00:00, None, 109.1
None, None, -1.209, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 14:00:00, None, 110.2
None, None, -2.557, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 15:00:00, None, 110.3
None, None, -3.143, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 16:00:00, None, 109.9
None, None, -3.631, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 17:00:00, None, 112.8
None, None, -4.117, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 18:00:00, None, 111.1
None, None, -4.112, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 19:00:00, None, 110.7
None, None, -4.477, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 20:00:00, None, 109.9
None, None, -4.518, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 21:00:00, None, 111.7
None, None, -4.432, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 22:00:00, None, 112.4
None, None, -4.26, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 23:00:00, None, 116.2
None, None, -4.102, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 00:00:00, None, 117.1
None, None, -3.94, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 01:00:00, None, 119.4
None, None, -3.85, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 02:00:00, None, 118.8
None, None, -3.878, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 03:00:00, None, 120.5
None, None, -3.89, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 04:00:00, None, 122.9
None, None, -4.059, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 05:00:00, None, 124.3
None, None, -4.06, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 06:00:00, None, 124.4
None, None, -4.03, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 07:00:00, None, 124.5
None, None, -4.04, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 08:00:00, None, 125.9
None, None, -4.055, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 09:00:00, None, 126.1
None, None, -3.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 10:00:00, None, 126.9
None, None, -3.427, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 11:00:00, None, 126.6
None, None, -3.075, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 12:00:00, None, 126.2
None, None, -2.974, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 13:00:00, None, 126.6
None, None, -2.638, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 14:00:00, None, 127.1
None, None, -2.58, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 15:00:00, None, 126.7
None, None, -2.468, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 16:00:00, None, 127.1
None, None, -2.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 17:00:00, None, 127.2
None, None, -1.853, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 18:00:00, None, 127.5
None, None, -1.056, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 19:00:00, None, 127.6
None, None, -0.28, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 20:00:00, None, 127.7
None, None, -0.425, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 21:00:00, None, 127.2
None, None, -0.446, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 22:00:00, None, 126.8
None, None, -0.316, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 23:00:00, None, 126.4
None, None, -0.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 00:00:00, None, 125.7
None, None, -0.151, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 01:00:00, None, 125.1
None, None, -0.166, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 02:00:00, None, 126.4
None, None, -0.25, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 03:00:00, None, 128.6
None, None, -0.27, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 04:00:00, None, 130.0
None, None, -0.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 05:00:00, None, 130.4
None, None, -0.158, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 06:00:00, None, 130.8
None, None, -0.063, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 07:00:00, None, 130.8
None, None, -0.06, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 08:00:00, None, 132.1
None, None, 0.04, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 09:00:00, None, 132.3
None, None, 0.211, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 10:00:00, None, 131.1
None, None, 0.243, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 11:00:00, None, 130.0
None, None, 0.329, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 12:00:00, None, 128.8
None, None, 1.095, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 13:00:00, None, 127.7
None, None, 0.882, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 14:00:00, None, 126.7
None, None, 0.694, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 15:00:00, None, 125.8
None, None, 0.938, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 16:00:00, None, 125.3
None, None, 0.659, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 17:00:00, None, 124.3
None, None, 0.923, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 18:00:00, None, 123.7
None, None, 0.793, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 19:00:00, None, 122.9
None, None, 0.568, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 20:00:00, None, 122.3
None, None, 0.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 21:00:00, None, 121.8
None, None, 0.41, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 22:00:00, None, 121.4
None, None, 0.037, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 23:00:00, None, 120.3
None, None, 0.268, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 00:00:00, None, 121.1
None, None, -0.588, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 01:00:00, None, 120.8
None, None, -0.801, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 02:00:00, None, 120.6
None, None, -1.309, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 03:00:00, None, 120.1
None, None, -1.29, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 04:00:00, None, 118.8
None, None, -1.91, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 05:00:00, None, 118.8
None, None, -2.429, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 06:00:00, None, 118.4
None, None, -2.836, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 07:00:00, None, 118.2
None, None, -3.503, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 08:00:00, None, 117.9
None, None, -3.587, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 09:00:00, None, 117.3
None, None, -3.423, None, None, None, None, None, 1.0, None, None, -6999.0, -3.4, -3.7, 0.4, None, -2.4, -6999.0, None, 2020-01-08 11:00:00, 118.0, 117.8
None, None, -3.655, None, None, None, None, None, 0.0, None, None, -6999.0, -3.7, -3.7, 0.4, None, -2.4, -6999.0, None, 2020-01-08 12:00:00, 118.0, 117.9
None, None, -3.803, None, None, None, None, None, 0.0, None, None, -6999.0, -3.8, -3.8, 0.1, None, -2.4, -6999.0, None, 2020-01-08 13:00:00, 118.0, 117.8
None, None, -4.563, None, None, None, None, None, 0.0, None, None, -6999.0, -4.6, -4.6, -0.3, None, -2.4, -6999.0, None, 2020-01-08 14:00:00, 118.0, 117.5
None, None, -4.996, None, None, None, None, None, 0.0, None, None, -6999.0, -5.0, -5.0, -0.3, None, -2.4, -6999.0, None, 2020-01-08 15:00:00, 117.0, 117.2
None, None, -5.378, None, None, None, None, None, 0.0, None, None, -6999.0, -5.4, -5.4, -0.3, None, -2.4, -6999.0, None, 2020-01-08 16:00:00, 117.0, 116.9
None, None, -5.731, None, None, None, None, None, 0.0, None, None, -6999.0, -5.7, -5.8, -0.1, None, -2.4, -6999.0, None, 2020-01-08 17:00:00, 117.0, 116.5
None, None, -5.953, None, None, None, None, None, -1.0, None, None, -6999.0, -6.0, -5.9, -0.1, None, -2.4, -6999.0, None, 2020-01-08 18:00:00, 116.0, 115.6
None, None, -6.658, None, None, None, None, None, 0.0, None, None, -6999.0, -6.7, -6.7, -0.1, None, -5.9, -6999.0, None, 2020-01-08 19:00:00, 115.0, 115.4
None, None, -6.546, None, None, None, None, None, 0.0, None, None, -6999.0, -6.5, -6.7, -0.2, None, -5.9, -6999.0, None, 2020-01-08 20:00:00, 116.0, 115.5
None, None, -6.882, None, None, None, None, None, 0.0, None, None, -6999.0, -6.9, -6.9, -0.2, None, -5.9, -6999.0, None, 2020-01-08 21:00:00, 116.0, 115.7
None, None, -7.953, None, None, None, None, None, 0.0, None, None, -6999.0, -8.0, -8.0, -0.5, None, -5.9, -6999.0, None, 2020-01-08 22:00:00, 116.0, 115.8
None, None, -7.453, None, None, None, None, None, 0.0, None, None, -6999.0, -7.5, -8.3, -0.2, None, -5.9, -6999.0, None, 2020-01-08 23:00:00, 116.0, 115.5
None, None, -6.97, None, None, None, None, None, -1.0, None, None, -6999.0, -7.0, -8.3, 0.4, None, -5.9, -6999.0, None, 2020-01-09 00:00:00, 115.0, 114.8
None, None, -6.932, None, None, None, None, None, -1.0, None, None, -6999.0, -6.9, -8.3, 0.1, None, -5.9, -6999.0, None, 2020-01-09 01:00:00, 114.0, 114.1
None, None, -6.847, None, None, None, None, None, 0.0, None, None, -6999.0, -6.8, -8.3, 0.1, None, -5.9, -6999.0, None, 2020-01-09 02:00:00, 114.0, 113.6
None, None, -6.578, None, None, None, None, None, -1.0, None, None, -6999.0, -6.6, -8.3, 0.1, None, -5.9, -6999.0, None, 2020-01-09 03:00:00, 113.0, 112.7
None, None, -6.38, None, None, None, None, None, 1.0, None, None, -6999.0, -6.4, -8.3, -0.1, None, -5.9, -6999.0, None, 2020-01-09 04:00:00, 113.0, 113.0
None, None, -6.275, None, None, None, None, None, 2.0, None, None, -6999.0, -6.3, -8.3, 0.4, None, -5.9, -6999.0, None, 2020-01-09 05:00:00, 115.0, 114.7
None, None, -6.11, None, None, None, None, None, 0.0, None, None, -6999.0, -6.1, -8.3, 0.3, None, -5.9, -6999.0, None, 2020-01-09 06:00:00, 115.0, 114.9
None, None, -6.135, None, None, None, None, None, 0.0, None, None, -6999.0, -6.1, -6.1, 1.3, None, -6.1, -6999.0, None, 2020-01-09 07:00:00, 115.0, 114.8
None, None, -6.2, None, None, None, None, None, 1.0, None, None, -6999.0, -6.2, -6.4, 0.0, None, -6.1, -6999.0, None, 2020-01-09 08:00:00, 116.0, 115.5
None, None, -5.96, None, None, None, None, None, 0.0, None, None, -6999.0, -6.0, -6.4, 0.3, None, -6.0, -6999.0, None, 2020-01-09 09:00:00, 115.0, 115.2
None, None, -5.593, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 10:00:00, None, 115.5
None, None, -5.293, None, None, None, None, None, 0.0, None, None, -6999.0, -5.3, -6.4, 0.5, None, -5.1, -6999.0, None, 2020-01-09 11:00:00, 115.0, 115.3
None, None, -4.34, None, None, None, None, None, 0.0, None, None, -6999.0, -4.3, -6.4, 0.4, None, -4.4, -6999.0, None, 2020-01-09 12:00:00, 115.0, 114.9
None, None, -5.38, None, None, None, None, None, -1.0, None, None, -6999.0, -5.4, -6.4, -0.4, None, -4.2, -6999.0, None, 2020-01-09 13:00:00, 114.0, 113.6
None, None, -5.173, None, None, None, None, None, 2.0, None, None, -6999.0, -5.2, -6.4, 0.3, None, -4.2, -6999.0, None, 2020-01-09 14:00:00, 116.0, 115.6
None, None, -5.148, None, None, None, None, None, 0.0, None, None, -6999.0, -5.1, -6.4, 0.1, None, -4.2, -6999.0, None, 2020-01-09 15:00:00, 116.0, 115.5
