station_observations
pcpn_amt_pst24hrs, air_temp, CURRENT_AIR_TEMPERATURE1, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, max_air_temp_snc_last_reset, rel_hum, time, dwpt_temp
None, 0.2, None, 0.2, 0.9, 2.6, -6999.0, 2020-01-12 00:00:00, -6999.0
None, 0.2, None, 0.1, 0.8, 2.6, -6999.0, 2020-01-12 01:00:00, -6999.0
None, 0.2, None, 0.1, 1.5, 2.6, -6999.0, 2020-01-12 02:00:00, -6999.0
None, 0.1, None, 0.1, 1.0, 2.6, -6999.0, 2020-01-12 03:00:00, -6999.0
None, 0.1, None, 0.1, 2.9, 2.6, -6999.0, 2020-01-12 04:00:00, -6999.0
None, 0.1, None, 0.0, 3.0, 2.6, -6999.0, 2020-01-12 05:00:00, -6999.0
None, 0.0, None, 0.0, 1.7, 2.6, -6999.0, 2020-01-12 06:00:00, -6999.0
None, 0.2, None, 0.0, 1.2, 0.2, -6999.0, 2020-01-12 07:00:00, -6999.0
None, 0.1, None, 0.0, 1.4, 0.3, -6999.0, 2020-01-12 08:00:00, -6999.0
None, 0.2, None, 0.0, 2.1, 0.3, -6999.0, 2020-01-12 09:00:00, -6999.0
None, 0.4, None, 0.0, 0.6, 0.4, -6999.0, 2020-01-12 10:00:00, -6999.0
None, 0.8, None, 0.0, 2.5, 0.7, -6999.0, 2020-01-12 11:00:00, -6999.0
None, 0.4, None, 0.0, 0.7, 1.0, -6999.0, 2020-01-12 12:00:00, -6999.0
None, 0.3, None, 0.0, 1.4, 1.0, -6999.0, 2020-01-12 13:00:00, -6999.0
None, 0.6, None, 0.0, 1.5, 1.0, -6999.0, 2020-01-12 14:00:00, -6999.0
None, 0.8, None, 0.0, 0.6, 1.0, -6999.0, 2020-01-12 15:00:00, -6999.0
None, 0.5, None, 0.0, -1.0, 1.4, -6999.0, 2020-01-12 16:00:00, -6999.0
None, 0.0, None, 0.0, -0.4, 1.4, -6999.0, 2020-01-12 17:00:00, -6999.0
None, -0.3, None, -0.3, 0.2, 1.4, -6999.0, 2020-01-12 18:00:00, -6999.0
None, -0.4, None, -0.6, -0.2, -0.2, -6999.0, 2020-01-12 19:00:00, -6999.0
None, -1.1, None, -1.1, 0.1, -0.2, -6999.0, 2020-01-12 20:00:00, -6999.0
None, -1.9, None, -2.0, -0.5, -0.2, -6999.0, 2020-01-12 21:00:00, -6999.0
None, -1.7, None, -2.0, 0.4, -0.2, -6999.0, 2020-01-12 22:00:00, -6999.0
None, -2.6, None, -2.6, -1.0, -0.2, -6999.0, 2020-01-12 23:00:00, -6999.0
None, -3.5, None, -3.5, 0.1, -0.2, -6999.0, 2020-01-13 00:00:00, -6999.0
None, -4.1, None, -4.1, 1.0, -0.2, -6999.0, 2020-01-13 01:00:00, -6999.0
None, -4.4, None, -4.4, -0.4, -0.2, -6999.0, 2020-01-13 02:00:00, -6999.0
None, -4.9, None, -4.8, -0.9, -0.2, -6999.0, 2020-01-13 03:00:00, -6999.0
None, -5.2, None, -5.3, 0.3, -0.2, -6999.0, 2020-01-13 04:00:00, -6999.0
None, -5.4, None, -5.6, 1.2, -0.2, -6999.0, 2020-01-13 05:00:00, -6999.0
None, -5.7, None, -5.9, -0.5, -0.2, -6999.0, 2020-01-13 06:00:00, -6999.0
None, -6.1, None, -6.1, -0.2, -5.6, -6999.0, 2020-01-13 07:00:00, -6999.0
None, -6.5, None, -6.4, 0.3, -5.6, -6999.0, 2020-01-13 08:00:00, -6999.0
None, -6.4, None, -6.7, -0.2, -5.6, -6999.0, 2020-01-13 09:00:00, -6999.0
None, -6.5, None, -6.7, -0.2, -5.6, -6999.0, 2020-01-13 10:00:00, -6999.0
None, -6.5, None, -6.7, 2.0, -5.6, -6999.0, 2020-01-13 11:00:00, -6999.0
None, -6.5, None, -6.7, 0.2, -5.6, -6999.0, 2020-01-13 12:00:00, -6999.0
None, -6.5, None, -6.7, 0.3, -5.6, -6999.0, 2020-01-13 13:00:00, -6999.0
None, -6.4, None, -6.7, -0.3, -5.6, -6999.0, 2020-01-13 14:00:00, -6999.0
None, -6.4, None, -6.7, -0.9, -5.6, -6999.0, 2020-01-13 15:00:00, -6999.0
None, -6.7, None, -6.9, -0.7, -5.6, -6999.0, 2020-01-13 16:00:00, -6999.0
None, -6.9, None, -6.9, 0.7, -5.6, -6999.0, 2020-01-13 17:00:00, -6999.0
None, -6.9, None, -7.1, -0.8, -5.6, -6999.0, 2020-01-13 18:00:00, -6999.0
None, -7.0, None, -7.3, -0.3, -6.8, -6999.0, 2020-01-13 19:00:00, -6999.0
None, -7.3, None, -7.6, 0.2, -6.8, -6999.0, 2020-01-13 20:00:00, -6999.0
None, -7.2, None, -7.6, 1.1, -6.8, -6999.0, 2020-01-13 21:00:00, -6999.0
None, -7.5, None, -7.6, -0.4, -6.8, -6999.0, 2020-01-13 22:00:00, -6999.0
None, -7.4, None, -7.6, -0.4, -6.8, -6999.0, 2020-01-13 23:00:00, -6999.0
None, -7.3, None, -7.6, 1.1, -6.8, -6999.0, 2020-01-14 00:00:00, -6999.0
None, -7.6, None, -7.8, -1.2, -6.8, -6999.0, 2020-01-14 01:00:00, -6999.0
None, -7.6, None, -7.8, 1.0, -6.8, -6999.0, 2020-01-14 02:00:00, -6999.0
None, -7.9, None, -7.9, -0.6, -6.8, -6999.0, 2020-01-14 03:00:00, -6999.0
None, -7.7, None, -8.0, 0.6, -6.8, -6999.0, 2020-01-14 04:00:00, -6999.0
None, -8.0, None, -8.0, -0.4, -6.8, -6999.0, 2020-01-14 05:00:00, -6999.0
None, -7.8, None, -8.2, -0.1, -6.8, -6999.0, 2020-01-14 06:00:00, -6999.0
None, -8.2, None, -8.3, 0.9, -7.8, -6999.0, 2020-01-14 07:00:00, -6999.0
None, -8.2, None, -8.4, -0.1, -7.8, -6999.0, 2020-01-14 08:00:00, -6999.0
None, -8.2, None, -8.4, 0.2, -7.8, -6999.0, 2020-01-14 09:00:00, -6999.0
None, -8.2, None, -8.4, 0.3, -7.8, -6999.0, 2020-01-14 10:00:00, -6999.0
None, -8.0, None, -8.4, 1.4, -7.8, -6999.0, 2020-01-14 11:00:00, -6999.0
None, -8.1, None, -8.4, -0.2, -7.8, -6999.0, 2020-01-14 12:00:00, -6999.0
None, -8.1, None, -8.4, -0.4, -7.8, -6999.0, 2020-01-14 13:00:00, -6999.0
None, -7.9, None, -8.4, 0.9, -7.8, -6999.0, 2020-01-14 14:00:00, -6999.0
None, -7.8, None, -8.4, 1.1, -7.6, -6999.0, 2020-01-14 15:00:00, -6999.0
None, -8.1, None, -8.4, -1.7, -7.6, -6999.0, 2020-01-14 16:00:00, -6999.0
None, -8.3, None, -8.4, -0.5, -7.6, -6999.0, 2020-01-14 17:00:00, -6999.0
None, -8.5, None, -8.6, -0.8, -7.6, -6999.0, 2020-01-14 18:00:00, -6999.0
None, -8.3, None, -8.6, 0.5, -8.3, -6999.0, 2020-01-14 19:00:00, -6999.0
None, -8.6, None, -8.8, -0.3, -8.3, -6999.0, 2020-01-14 20:00:00, -6999.0
None, -8.7, None, -8.8, 0.0, -8.3, -6999.0, 2020-01-14 21:00:00, -6999.0
None, -9.3, None, -9.4, -1.7, -8.3, -6999.0, 2020-01-14 22:00:00, -6999.0
None, -9.2, None, -9.5, 0.6, -8.3, -6999.0, 2020-01-14 23:00:00, -6999.0
None, -9.2, None, -9.5, -0.2, -8.3, -6999.0, 2020-01-15 00:00:00, -6999.0
None, -9.5, None, -9.6, -1.3, -8.3, -6999.0, 2020-01-15 01:00:00, -6999.0
None, -9.6, None, -9.8, -0.1, -8.3, -6999.0, 2020-01-15 02:00:00, -6999.0
None, -9.8, None, -9.8, -1.6, -8.3, -6999.0, 2020-01-15 03:00:00, -6999.0
None, -10.2, None, -10.3, -6.1, -8.3, -6999.0, 2020-01-15 04:00:00, -6999.0
None, -10.2, None, -10.3, 0.5, -8.3, -6999.0, 2020-01-15 05:00:00, -6999.0
None, -10.3, None, -10.3, -6.7, -8.3, -6999.0, 2020-01-15 06:00:00, -6999.0
None, -10.2, None, -10.4, -2.2, -10.0, -6999.0, 2020-01-15 07:00:00, -6999.0
None, -10.1, None, -10.5, 0.7, -10.0, -6999.0, 2020-01-15 08:00:00, -6999.0
None, -10.4, None, -10.6, 3.3, -10.0, -6999.0, 2020-01-15 09:00:00, -6999.0
None, -10.1, None, -10.6, 2.7, -10.0, -6999.0, 2020-01-15 10:00:00, -6999.0
None, -9.8, None, -10.6, 1.4, -9.5, -6999.0, 2020-01-15 11:00:00, -6999.0
None, -9.5, None, -10.6, 2.1, -9.5, -6999.0, 2020-01-15 12:00:00, -6999.0
None, -9.1, None, -10.6, 3.1, -8.9, -6999.0, 2020-01-15 13:00:00, -6999.0
None, -9.1, None, -10.6, 1.5, -8.9, -6999.0, 2020-01-15 14:00:00, -6999.0
None, -9.1, None, -10.6, 1.8, -8.8, -6999.0, 2020-01-15 15:00:00, -6999.0
None, -8.8, None, -10.6, -0.5, -8.6, -6999.0, 2020-01-15 16:00:00, -6999.0
None, -8.7, None, -10.6, -0.6, -8.2, -6999.0, 2020-01-15 17:00:00, -6999.0
None, -8.5, None, -10.6, -6.0, -8.2, -6999.0, 2020-01-15 18:00:00, -6999.0
None, -8.6, None, -8.7, -2.7, -8.0, -6999.0, 2020-01-15 19:00:00, -6999.0
None, -8.0, None, -8.7, -1.0, -7.7, -6999.0, 2020-01-15 20:00:00, -6999.0
None, -8.3, None, -8.7, -3.5, -7.5, -6999.0, 2020-01-15 21:00:00, -6999.0
None, -7.6, None, -8.7, 4.8, -7.2, -6999.0, 2020-01-15 22:00:00, -6999.0
None, -6.8, None, -8.7, 3.7, -6.7, -6999.0, 2020-01-15 23:00:00, -6999.0
None, -6.8, None, -8.7, 3.7, -6.7, -6999.0, 2020-01-16 00:00:00, -6999.0
None, -6.9, None, -8.7, 2.6, -6.7, -6999.0, 2020-01-16 01:00:00, -6999.0
None, -6.9, None, -8.7, 1.7, -6.6, -6999.0, 2020-01-16 02:00:00, -6999.0
None, -6.7, None, -8.7, 2.9, -6.6, -6999.0, 2020-01-16 03:00:00, -6999.0
None, -6.6, None, -8.7, 0.3, -6.5, -6999.0, 2020-01-16 04:00:00, -6999.0
None, -6.7, None, -8.7, -0.9, -6.5, -6999.0, 2020-01-16 05:00:00, -6999.0
None, -6.5, None, -8.7, 2.5, -6.5, -6999.0, 2020-01-16 06:00:00, -6999.0
None, -6.5, None, -6.6, 0.4, -6.3, -6999.0, 2020-01-16 07:00:00, -6999.0
None, -6.6, None, -6.7, 0.3, -6.3, -6999.0, 2020-01-16 08:00:00, -6999.0
None, -6.1, None, -6.7, 1.4, -6.0, -6999.0, 2020-01-16 09:00:00, -6999.0
None, -5.8, None, -6.7, 0.1, -5.7, -6999.0, 2020-01-16 10:00:00, -6999.0
None, -5.1, None, -6.7, 3.3, -4.9, -6999.0, 2020-01-16 11:00:00, -6999.0
None, -3.5, None, -6.7, 3.8, -3.5, -6999.0, 2020-01-16 12:00:00, -6999.0
None, -2.9, None, -6.7, 0.3, -3.0, -6999.0, 2020-01-16 13:00:00, -6999.0
None, -2.9, None, -6.7, -3.0, -2.3, -6999.0, 2020-01-16 14:00:00, -6999.0
None, 0.5, None, -6.7, 3.1, 1.4, -6999.0, 2020-01-16 15:00:00, -6999.0
None, -1.4, None, -6.7, -6.9, 1.4, -6999.0, 2020-01-16 16:00:00, -6999.0
None, -2.3, None, -6.7, -1.2, 1.4, -6999.0, 2020-01-16 17:00:00, -6999.0
None, -3.2, None, -6.7, -0.8, 1.4, -6999.0, 2020-01-16 18:00:00, -6999.0
None, -3.2, None, -3.3, 0.0, -2.9, -6999.0, 2020-01-16 19:00:00, -6999.0
None, -3.1, None, -3.3, 0.4, -2.8, -6999.0, 2020-01-16 20:00:00, -6999.0
None, -3.8, None, -3.9, -0.7, -2.8, -6999.0, 2020-01-16 21:00:00, -6999.0
None, -3.8, None, -4.2, -0.1, -2.8, -6999.0, 2020-01-16 22:00:00, -6999.0
None, -3.3, None, -4.2, 1.0, -2.8, -6999.0, 2020-01-16 23:00:00, -6999.0
None, -4.3, None, -4.3, -1.0, -2.8, -6999.0, 2020-01-17 00:00:00, -6999.0
None, -3.9, None, -4.5, -0.1, -2.8, -6999.0, 2020-01-17 01:00:00, -6999.0
None, -3.4, None, -4.5, 1.6, -2.8, -6999.0, 2020-01-17 02:00:00, -6999.0
None, -3.5, None, -4.5, 0.1, -2.8, -6999.0, 2020-01-17 03:00:00, -6999.0
None, -3.3, None, -4.5, 0.3, -2.8, -6999.0, 2020-01-17 04:00:00, -6999.0
None, -3.2, None, -4.5, -0.5, -2.8, -6999.0, 2020-01-17 05:00:00, -6999.0
None, -3.1, None, -4.5, 0.5, -2.8, -6999.0, 2020-01-17 06:00:00, -6999.0
None, -3.7, None, -4.0, -1.3, -3.1, -6999.0, 2020-01-17 07:00:00, -6999.0
None, -3.4, None, -4.0, 0.8, -3.1, -6999.0, 2020-01-17 08:00:00, -6999.0
None, -4.2, None, -4.3, -1.3, -3.1, -6999.0, 2020-01-17 09:00:00, -6999.0
None, -4.1, None, -4.3, 0.5, -3.1, -6999.0, 2020-01-17 10:00:00, -6999.0
None, -3.6, None, -4.3, 1.0, -3.1, -6999.0, 2020-01-17 11:00:00, -6999.0
None, -2.9, None, -4.3, 0.9, -3.0, -6999.0, 2020-01-17 12:00:00, -6999.0
None, -0.8, None, -4.3, 4.6, -0.8, -6999.0, 2020-01-17 13:00:00, -6999.0
None, 0.0, None, -4.3, 2.4, 0.2, -6999.0, 2020-01-17 14:00:00, -6999.0
None, -0.5, None, -4.3, -7.1, 0.5, -6999.0, 2020-01-17 15:00:00, -6999.0
None, -0.7, None, -4.3, -0.7, 0.5, -6999.0, 2020-01-17 16:00:00, -6999.0
None, -0.8, None, -4.3, -0.4, 0.5, -6999.0, 2020-01-17 17:00:00, -6999.0
None, -0.9, None, -4.3, -0.4, 0.5, -6999.0, 2020-01-17 18:00:00, -6999.0
None, -1.1, None, -1.3, -0.1, -0.5, -6999.0, 2020-01-17 19:00:00, -6999.0
None, -1.3, None, -1.4, -0.1, -0.5, -6999.0, 2020-01-17 20:00:00, -6999.0
None, -1.8, None, -1.8, -0.2, -0.5, -6999.0, 2020-01-17 21:00:00, -6999.0
None, -2.3, None, -2.3, -0.6, -0.5, -6999.0, 2020-01-17 22:00:00, -6999.0
None, -2.3, None, -2.6, 0.3, -0.5, -6999.0, 2020-01-17 23:00:00, -6999.0
None, -2.2, None, -2.6, 0.8, -0.5, -6999.0, 2020-01-18 00:00:00, -6999.0
None, -2.2, None, -2.6, 0.3, -0.5, -6999.0, 2020-01-18 01:00:00, -6999.0
None, -2.7, None, -2.8, -1.0, -0.5, -6999.0, 2020-01-18 02:00:00, -6999.0
None, -2.7, None, -2.8, 0.2, -0.5, -6999.0, 2020-01-18 03:00:00, -6999.0
None, -2.5, None, -2.8, 1.2, -0.5, -6999.0, 2020-01-18 04:00:00, -6999.0
None, -2.6, None, -2.8, 1.0, -0.5, -6999.0, 2020-01-18 05:00:00, -6999.0
None, -2.3, None, -2.8, 2.0, -0.5, -6999.0, 2020-01-18 06:00:00, -6999.0
None, -2.4, None, -2.7, 0.2, -2.3, -6999.0, 2020-01-18 07:00:00, -6999.0
None, -2.1, None, -2.7, 1.4, -2.1, -6999.0, 2020-01-18 08:00:00, -6999.0
None, -2.0, None, -2.7, 0.5, -2.0, -6999.0, 2020-01-18 09:00:00, -6999.0
None, -1.6, None, -2.7, 1.8, -1.6, -6999.0, 2020-01-18 10:00:00, -6999.0
None, -1.4, None, -2.7, 1.4, -1.4, -6999.0, 2020-01-18 11:00:00, -6999.0
None, -1.1, None, -2.7, 1.9, -1.1, -6999.0, 2020-01-18 12:00:00, -6999.0
None, -0.8, None, -2.7, 1.5, -0.8, -6999.0, 2020-01-18 13:00:00, -6999.0
None, -0.4, None, -2.7, 1.1, -0.3, -6999.0, 2020-01-18 14:00:00, -6999.0
None, -0.2, None, -2.7, 0.6, -0.2, -6999.0, 2020-01-18 15:00:00, -6999.0
None, -0.1, None, -2.7, -0.5, -0.1, -6999.0, 2020-01-18 16:00:00, -6999.0
None, 0.2, None, -2.7, 0.1, 0.2, -6999.0, 2020-01-18 18:00:00, -6999.0
None, 0.1, None, 0.1, 0.0, 0.3, -6999.0, 2020-01-18 19:00:00, -6999.0
None, 0.5, None, 0.1, 1.5, 0.5, -6999.0, 2020-01-18 20:00:00, -6999.0
None, 0.4, None, 0.1, 2.1, 0.6, -6999.0, 2020-01-18 21:00:00, -6999.0
None, 0.9, None, 0.1, 0.7, 1.0, -6999.0, 2020-01-18 22:00:00, -6999.0
None, 1.2, None, 0.1, 0.6, 1.2, -6999.0, 2020-01-18 23:00:00, -6999.0
None, 1.6, 1.591, 0.1, 0.4, 1.8, -6999.0, 2020-01-19 00:00:00, -6999.0
None, 1.5, 1.544, 0.1, 0.3, 1.8, -6999.0, 2020-01-19 01:00:00, -6999.0
None, 1.7, 1.704, 0.1, 0.2, 1.8, -6999.0, 2020-01-19 02:00:00, -6999.0
None, 1.9, 1.902, 0.1, -0.4, 2.0, -6999.0, 2020-01-19 03:00:00, -6999.0
None, 2.1, 2.097, 0.1, 1.2, 2.2, -6999.0, 2020-01-19 04:00:00, -6999.0
None, 2.2, 2.212, 0.1, 1.1, 2.3, -6999.0, 2020-01-19 05:00:00, -6999.0
None, 2.2, 2.234, 0.1, 1.5, 2.3, -6999.0, 2020-01-19 06:00:00, -6999.0
None, 2.5, 2.534, 2.0, 1.6, 2.5, -6999.0, 2020-01-19 07:00:00, -6999.0
None, 3.1, 3.088, 2.0, 1.3, 3.3, -6999.0, 2020-01-19 08:00:00, -6999.0
None, 2.7, 2.718, 2.0, -1.0, 3.3, -6999.0, 2020-01-19 09:00:00, -6999.0
None, 3.1, 3.133, 2.0, 0.8, 3.3, -6999.0, 2020-01-19 10:00:00, -6999.0
None, 3.3, 3.263, 2.0, -0.1, 3.3, -6999.0, 2020-01-19 11:00:00, -6999.0
None, 3.1, 3.078, 2.0, -0.1, 3.6, -6999.0, 2020-01-19 12:00:00, -6999.0
None, 3.0, 2.991, 2.0, -0.5, 3.6, -6999.0, 2020-01-19 13:00:00, -6999.0
None, 3.3, 3.318, 2.0, 2.6, 3.6, -6999.0, 2020-01-19 14:00:00, -6999.0
None, 3.3, 3.334, 2.0, 0.7, 3.8, -6999.0, 2020-01-19 15:00:00, -6999.0
None, 3.1, 3.085, 2.0, 0.3, 3.9, -6999.0, 2020-01-19 16:00:00, -6999.0
None, 2.8, 2.837, 2.0, 0.6, 3.9, -6999.0, 2020-01-19 17:00:00, -6999.0
None, 2.8, 2.82, 2.0, 1.4, 3.9, -6999.0, 2020-01-19 18:00:00, -6999.0
None, 3.6, 3.55, 2.8, 0.0, 3.6, -6999.0, 2020-01-19 19:00:00, -6999.0
None, 3.9, 3.946, 2.8, 2.1, 4.0, -6999.0, 2020-01-19 20:00:00, -6999.0
None, 3.2, 3.198, 2.8, -1.5, 4.2, -6999.0, 2020-01-19 21:00:00, -6999.0
None, 3.3, 3.278, 2.8, 0.2, 4.3, -6999.0, 2020-01-19 22:00:00, -6999.0
None, 3.9, 3.943, 2.8, -0.5, 4.3, -6999.0, 2020-01-19 23:00:00, -6999.0
None, 3.8, 3.777, 2.8, -0.3, 4.3, -6999.0, 2020-01-20 00:00:00, -6999.0
