station_observations
AirTemperature, Rain, WindSpeed, time, WindDirection, RelativeHumidity
-0.9, 0.0, 18.8, 2012-01-01 06:15:00, 49.0, 97.0
-0.9, 0.0, 17.2, 2012-01-01 06:30:00, 45.0, 97.0
-0.9, 0.0, 19.6, 2012-01-01 06:45:00, 45.0, 97.0
-0.8, 0.0, 17.9, 2012-01-01 07:00:00, 45.0, 98.0
-0.8, 0.0, 15.0, 2012-01-01 07:15:00, 47.0, 97.0
-0.8, 0.0, 16.3, 2012-01-01 07:30:00, 45.0, 97.0
-0.8, 0.0, 15.1, 2012-01-01 07:45:00, 41.0, 98.0
-0.9, 0.0, 17.3, 2012-01-01 08:00:00, 45.0, 98.0
-0.9, 0.0, 15.5, 2012-01-01 08:15:00, 42.0, 97.0
-0.9, 0.0, 16.8, 2012-01-01 08:30:00, 42.0, 97.0
-0.9, 0.0, 18.1, 2012-01-01 08:45:00, 44.0, 97.0
-0.8, 0.0, 18.8, 2012-01-01 09:00:00, 47.0, 97.0
-0.7, 0.0, 17.2, 2012-01-01 09:15:00, 46.0, 97.0
-0.6, 0.0, 16.4, 2012-01-01 09:30:00, 44.0, 97.0
-0.4, 0.0, 18.8, 2012-01-01 09:45:00, 45.0, 97.0
-0.3, 0.0, 16.9, 2012-01-01 10:00:00, 40.0, 97.0
0.1, 0.0, 14.7, 2012-01-01 10:15:00, 40.0, 97.0
0.2, 0.0, 14.7, 2012-01-01 10:30:00, 39.0, 97.0
0.4, 0.0, 16.3, 2012-01-01 10:45:00, 43.0, 96.0
0.8, 0.0, 16.3, 2012-01-01 11:00:00, 42.0, 95.0
1.0, 0.0, 17.3, 2012-01-01 11:15:00, 43.0, 95.0
1.1, 0.0, 18.1, 2012-01-01 11:30:00, 44.0, 95.0
0.9, 0.0, 18.8, 2012-01-01 11:45:00, 54.0, 94.0
1.0, 0.76, 18.0, 2012-01-01 12:00:00, 49.0, 94.0
1.3, 0.25, 15.6, 2012-01-01 12:15:00, 48.0, 94.0
1.5, 0.51, 20.2, 2012-01-01 12:30:00, 55.0, 92.0
1.6, 0.26, 20.5, 2012-01-01 12:45:00, 53.0, 92.0
1.1, 0.25, 21.0, 2012-01-01 13:00:00, 54.0, 93.0
0.9, 0.0, 17.7, 2012-01-01 13:15:00, 45.0, 94.0
0.9, 0.25, 18.5, 2012-01-01 13:30:00, 51.0, 95.0
1.1, 0.0, 17.6, 2012-01-01 13:45:00, 52.0, 95.0
0.8, 0.26, 16.0, 2012-01-01 14:00:00, 49.0, 95.0
0.7, 0.0, 16.6, 2012-01-01 14:15:00, 49.0, 95.0
0.7, 0.25, 16.7, 2012-01-01 14:30:00, 47.0, 96.0
0.8, 0.0, 16.4, 2012-01-01 14:45:00, 51.0, 96.0
0.8, 0.0, 18.1, 2012-01-01 15:00:00, 51.0, 96.0
0.8, 0.0, 17.5, 2012-01-01 15:15:00, 48.0, 96.0
0.9, 0.0, 18.6, 2012-01-01 15:30:00, 53.0, 95.0
0.7, 0.0, 20.2, 2012-01-01 15:45:00, 56.0, 95.0
0.5, 0.0, 20.4, 2012-01-01 16:00:00, 57.0, 96.0
0.5, 0.0, 19.6, 2012-01-01 16:15:00, 54.0, 96.0
0.5, 0.0, 22.2, 2012-01-01 16:30:00, 58.0, 95.0
0.5, 0.0, 22.6, 2012-01-01 16:45:00, 61.0, 95.0
0.6, 0.0, 23.4, 2012-01-01 17:00:00, 63.0, 94.0
0.6, 0.0, 20.0, 2012-01-01 17:15:00, 55.0, 94.0
0.6, 0.0, 23.0, 2012-01-01 17:30:00, 62.0, 94.0
0.7, 0.0, 22.5, 2012-01-01 17:45:00, 64.0, 94.0
0.8, 0.0, 23.9, 2012-01-01 18:00:00, 65.0, 93.0
1.0, 0.0, 23.0, 2012-01-01 18:15:00, 64.0, 92.0
1.3, 0.0, 23.5, 2012-01-01 18:30:00, 66.0, 91.0
1.4, 0.0, 24.0, 2012-01-01 18:45:00, 65.0, 89.0
1.5, 0.0, 21.7, 2012-01-01 19:00:00, 63.0, 88.0
1.4, 0.0, 23.0, 2012-01-01 19:15:00, 65.0, 90.0
1.4, 0.0, 21.8, 2012-01-01 19:30:00, 66.0, 88.0
1.5, 0.0, 22.4, 2012-01-01 19:45:00, 67.0, 88.0
1.6, 0.0, 21.1, 2012-01-01 20:00:00, 69.0, 88.0
1.5, 0.0, 23.1, 2012-01-01 20:15:00, 69.0, 87.0
1.6, 0.0, 23.5, 2012-01-01 20:30:00, 67.0, 87.0
1.5, 0.0, 22.6, 2012-01-01 20:45:00, 70.0, 88.0
1.8, 0.0, 21.5, 2012-01-01 21:00:00, 69.0, 87.0
2.1, 0.0, 22.8, 2012-01-01 21:15:00, 77.0, 83.0
2.0, 0.0, 20.5, 2012-01-01 21:30:00, 72.0, 85.0
2.1, 0.0, 20.1, 2012-01-01 21:45:00, 70.0, 84.0
1.8, 0.0, 20.9, 2012-01-01 22:00:00, 68.0, 86.0
2.1, 0.0, 18.4, 2012-01-01 22:15:00, 71.0, 85.0
2.3, 0.0, 26.1, 2012-01-01 22:30:00, 79.0, 82.0
2.6, 0.0, 25.6, 2012-01-01 22:45:00, 86.0, 80.0
3.0, 0.0, 24.7, 2012-01-01 23:00:00, 86.0, 77.0
2.9, 0.26, 24.0, 2012-01-01 23:15:00, 79.0, 79.0
3.1, 0.0, 26.3, 2012-01-01 23:30:00, 79.0, 77.0
2.9, 0.0, 25.2, 2012-01-01 23:45:00, 79.0, 78.0
3.1, 0.0, 21.8, 2012-01-02 00:00:00, 77.0, 77.0
2.9, 0.0, 21.6, 2012-01-02 00:15:00, 76.0, 78.0
2.9, 0.0, 22.7, 2012-01-02 00:30:00, 71.0, 77.0
2.9, 0.0, 21.9, 2012-01-02 00:45:00, 68.0, 78.0
2.9, 0.0, 21.5, 2012-01-02 01:00:00, 62.0, 77.0
2.7, 0.0, 21.5, 2012-01-02 01:15:00, 66.0, 79.0
3.0, 0.0, 21.3, 2012-01-02 01:30:00, 69.0, 76.0
3.1, 0.0, 23.3, 2012-01-02 01:45:00, 70.0, 76.0
3.3, 0.0, 22.7, 2012-01-02 02:00:00, 70.0, 76.0
3.5, 0.0, 19.8, 2012-01-02 02:15:00, 74.0, 73.0
3.2, 0.0, 21.5, 2012-01-02 02:30:00, 69.0, 76.0
3.3, 0.0, 20.9, 2012-01-02 02:45:00, 69.0, 76.0
3.7, 0.0, 25.2, 2012-01-02 03:00:00, 71.0, 71.0
3.5, 0.0, 22.4, 2012-01-02 03:15:00, 73.0, 76.0
3.4, 0.0, 21.5, 2012-01-02 03:30:00, 80.0, 73.0
3.4, 0.0, 20.9, 2012-01-02 03:45:00, 84.0, 76.0
3.4, 0.0, 16.9, 2012-01-02 04:00:00, 78.0, 72.0
3.3, 0.0, 18.8, 2012-01-02 04:15:00, 82.0, 73.0
3.2, 0.0, 19.1, 2012-01-02 04:30:00, 85.0, 75.0
3.2, 0.0, 18.9, 2012-01-02 04:45:00, 87.0, 73.0
3.2, 0.0, 19.6, 2012-01-02 05:00:00, 81.0, 74.0
3.3, 0.0, 19.1, 2012-01-02 05:15:00, 76.0, 75.0
3.2, 0.0, 17.3, 2012-01-02 05:30:00, 83.0, 74.0
3.2, 0.0, 18.0, 2012-01-02 05:45:00, 81.0, 73.0
3.3, 0.0, 19.1, 2012-01-02 06:00:00, 80.0, 72.0
3.3, 0.0, 20.0, 2012-01-02 06:15:00, 74.0, 74.0
3.4, 0.0, 17.4, 2012-01-02 06:30:00, 72.0, 70.0
3.5, 0.0, 17.2, 2012-01-02 06:45:00, 70.0, 70.0
3.3, 0.0, 17.9, 2012-01-02 07:00:00, 67.0, 76.0
3.2, 0.0, 14.9, 2012-01-02 07:15:00, 65.0, 72.0
3.4, 0.0, 16.3, 2012-01-02 07:30:00, 70.0, 73.0
3.7, 0.0, 17.2, 2012-01-02 07:45:00, 74.0, 71.0
3.7, 0.0, 15.8, 2012-01-02 08:00:00, 75.0, 70.0
3.8, 0.0, 15.1, 2012-01-02 08:15:00, 75.0, 71.0
4.0, 0.0, 14.5, 2012-01-02 08:30:00, 80.0, 70.0
4.1, 0.0, 15.2, 2012-01-02 08:45:00, 84.0, 69.0
4.0, 0.0, 15.4, 2012-01-02 09:00:00, 81.0, 71.0
4.2, 0.0, 16.5, 2012-01-02 09:15:00, 80.0, 70.0
4.1, 0.0, 16.5, 2012-01-02 09:30:00, 81.0, 69.0
4.1, 0.0, 15.6, 2012-01-02 09:45:00, 79.0, 69.0
3.7, 0.0, 18.0, 2012-01-02 10:00:00, 75.0, 74.0
3.7, 0.0, 18.7, 2012-01-02 10:15:00, 84.0, 76.0
4.1, 0.0, 17.6, 2012-01-02 10:30:00, 82.0, 71.0
4.1, 0.0, 19.0, 2012-01-02 10:45:00, 72.0, 74.0
4.3, 0.0, 14.1, 2012-01-02 11:00:00, 81.0, 72.0
4.5, 0.0, 11.9, 2012-01-02 11:15:00, 80.0, 68.0
4.6, 0.0, 14.0, 2012-01-02 11:30:00, 98.0, 67.0
4.9, 0.0, 6.8, 2012-01-02 11:45:00, 139.0, 68.0
5.2, 0.0, 13.2, 2012-01-02 12:00:00, 88.0, 71.0
5.4, 0.0, 15.7, 2012-01-02 12:15:00, 122.0, 67.0
5.7, 0.0, 15.3, 2012-01-02 12:30:00, 144.0, 65.0
5.7, 0.0, 10.1, 2012-01-02 12:45:00, 202.0, 67.0
5.7, 0.0, 12.0, 2012-01-02 13:00:00, 193.0, 67.0
6.5, 0.0, 13.1, 2012-01-02 13:15:00, 212.0, 71.0
7.5, 0.0, 12.7, 2012-01-02 13:30:00, 201.0, 62.0
8.2, 0.0, 10.1, 2012-01-02 13:45:00, 208.0, 64.0
8.0, 0.0, 6.1, 2012-01-02 14:00:00, 198.0, 63.0
7.7, 0.0, 6.5, 2012-01-02 14:15:00, 168.0, 65.0
8.1, 0.0, 5.3, 2012-01-02 14:30:00, 276.0, 65.0
7.7, 0.0, 3.7, 2012-01-02 14:45:00, 3.0, 69.0
6.3, 0.0, 14.7, 2012-01-02 15:00:00, 66.0, 73.0
4.9, 0.0, 14.6, 2012-01-02 15:15:00, 76.0, 79.0
4.5, 0.0, 13.8, 2012-01-02 15:30:00, 79.0, 83.0
4.2, 0.0, 12.7, 2012-01-02 15:45:00, 74.0, 88.0
3.6, 0.25, 17.1, 2012-01-02 16:00:00, 61.0, 92.0
3.4, 0.25, 14.6, 2012-01-02 16:15:00, 72.0, 94.0
3.4, 0.77, 11.0, 2012-01-02 16:30:00, 86.0, 96.0
3.8, 0.76, 13.3, 2012-01-02 16:45:00, 118.0, 97.0
4.0, 0.51, 12.6, 2012-01-02 17:00:00, 111.0, 97.0
4.0, 0.25, 16.1, 2012-01-02 17:15:00, 123.0, 97.0
4.0, 0.25, 15.2, 2012-01-02 17:30:00, 123.0, 97.0
4.0, 0.26, 15.0, 2012-01-02 17:45:00, 120.0, 98.0
4.0, 0.25, 13.4, 2012-01-02 18:00:00, 127.0, 98.0
4.0, 0.26, 10.0, 2012-01-02 18:15:00, 139.0, 98.0
4.0, 0.0, 10.6, 2012-01-02 18:30:00, 177.0, 98.0
4.0, 0.25, 14.4, 2012-01-02 18:45:00, 225.0, 98.0
4.0, 0.0, 21.0, 2012-01-02 19:00:00, 227.0, 98.0
4.6, 0.25, 22.5, 2012-01-02 19:15:00, 229.0, 98.0
5.1, 0.51, 21.5, 2012-01-02 19:30:00, 229.0, 98.0
5.5, 0.51, 29.4, 2012-01-02 19:45:00, 223.0, 98.0
5.5, 0.76, 34.4, 2012-01-02 20:00:00, 231.0, 98.0
5.6, 1.02, 34.0, 2012-01-02 20:15:00, 230.0, 98.0
5.5, 1.01, 38.3, 2012-01-02 20:30:00, 230.0, 98.0
5.4, 1.02, 39.2, 2012-01-02 20:45:00, 236.0, 98.0
5.2, 0.51, 43.4, 2012-01-02 21:00:00, 235.0, 98.0
5.0, 0.0, 44.3, 2012-01-02 21:15:00, 238.0, 98.0
5.0, 0.0, 41.4, 2012-01-02 21:30:00, 237.0, 98.0
5.0, 0.51, 35.0, 2012-01-02 21:45:00, 237.0, 98.0
4.7, 0.0, 41.4, 2012-01-02 22:00:00, 233.0, 98.0
4.4, 0.0, 38.8, 2012-01-02 22:15:00, 233.0, 98.0
4.3, 0.0, 34.2, 2012-01-02 22:30:00, 232.0, 98.0
4.3, 0.0, 29.8, 2012-01-02 22:45:00, 228.0, 98.0
4.2, 0.0, 28.7, 2012-01-02 23:00:00, 225.0, 98.0
4.2, 0.25, 24.3, 2012-01-02 23:15:00, 219.0, 98.0
4.1, 0.0, 30.0, 2012-01-02 23:30:00, 218.0, 98.0
4.0, 0.25, 26.6, 2012-01-02 23:45:00, 220.0, 98.0
4.0, 0.0, 22.6, 2012-01-03 00:00:00, 223.0, 98.0
4.0, 0.0, 17.8, 2012-01-03 00:15:00, 221.0, 98.0
4.0, 0.0, 21.1, 2012-01-03 00:30:00, 219.0, 98.0
4.0, 0.0, 18.0, 2012-01-03 00:45:00, 223.0, 98.0
3.9, 0.0, 17.6, 2012-01-03 01:00:00, 214.0, 98.0
3.8, 0.0, 15.4, 2012-01-03 01:15:00, 205.0, 98.0
3.8, 0.0, 13.1, 2012-01-03 01:30:00, 203.0, 98.0
3.9, 0.0, 10.7, 2012-01-03 01:45:00, 210.0, 98.0
3.9, 0.0, 10.9, 2012-01-03 02:00:00, 205.0, 98.0
3.9, 0.0, 11.0, 2012-01-03 02:15:00, 223.0, 98.0
3.9, 0.0, 8.4, 2012-01-03 02:30:00, 219.0, 98.0
3.8, 0.0, 11.5, 2012-01-03 02:45:00, 233.0, 98.0
3.6, 0.0, 12.0, 2012-01-03 03:00:00, 228.0, 98.0
3.5, 0.0, 10.9, 2012-01-03 03:15:00, 232.0, 98.0
3.4, 0.0, 11.8, 2012-01-03 03:30:00, 228.0, 98.0
3.6, 0.0, 9.2, 2012-01-03 03:45:00, 213.0, 98.0
3.6, 0.0, 9.0, 2012-01-03 04:00:00, 223.0, 98.0
3.6, 0.0, 10.4, 2012-01-03 04:15:00, 229.0, 98.0
3.8, 0.0, 10.0, 2012-01-03 04:30:00, 222.0, 98.0
3.9, 0.0, 9.0, 2012-01-03 04:45:00, 218.0, 96.0
4.1, 0.0, 10.6, 2012-01-03 05:00:00, 222.0, 91.0
4.0, 0.0, 10.9, 2012-01-03 05:15:00, 192.0, 90.0
3.8, 0.0, 10.6, 2012-01-03 05:30:00, 177.0, 93.0
3.6, 0.0, 10.1, 2012-01-03 05:45:00, 154.0, 94.0
3.4, 0.0, 10.6, 2012-01-03 06:00:00, 126.0, 96.0
3.4, 0.0, 9.6, 2012-01-03 06:15:00, 126.0, 97.0
3.4, 0.0, 6.2, 2012-01-03 06:30:00, 112.0, 97.0
3.4, 0.0, 8.3, 2012-01-03 06:45:00, 144.0, 97.0
3.5, 0.0, 9.6, 2012-01-03 07:00:00, 141.0, 97.0
3.5, 0.26, 7.9, 2012-01-03 07:15:00, 151.0, 97.0
3.6, 0.0, 8.4, 2012-01-03 07:30:00, 168.0, 97.0
3.5, 0.25, 3.4, 2012-01-03 07:45:00, 185.0, 97.0
3.5, 0.51, 3.7, 2012-01-03 08:00:00, 195.0, 97.0
3.4, 0.51, 6.9, 2012-01-03 08:15:00, 167.0, 97.0
3.4, 0.25, 6.7, 2012-01-03 08:30:00, 130.0, 97.0
3.3, 0.26, 4.1, 2012-01-03 08:45:00, 94.0, 97.0
3.5, 0.25, 5.4, 2012-01-03 09:00:00, 116.0, 97.0
3.5, 0.25, 10.0, 2012-01-03 09:15:00, 88.0, 97.0
3.6, 0.0, 11.4, 2012-01-03 09:30:00, 80.0, 97.0
3.6, 0.26, 12.8, 2012-01-03 09:45:00, 78.0, 97.0
3.7, 0.0, 9.9, 2012-01-03 10:00:00, 64.0, 97.0
3.8, 0.25, 10.3, 2012-01-03 10:15:00, 66.0, 97.0
4.0, 0.0, 9.5, 2012-01-03 10:30:00, 74.0, 98.0
4.1, 0.0, 9.9, 2012-01-03 10:45:00, 78.0, 98.0
4.1, 0.26, 11.0, 2012-01-03 11:00:00, 86.0, 98.0
4.2, 0.0, 9.7, 2012-01-03 11:15:00, 94.0, 97.0
4.3, 0.25, 9.0, 2012-01-03 11:30:00, 98.0, 97.0
4.4, 0.0, 9.7, 2012-01-03 11:45:00, 111.0, 96.0
4.4, 0.25, 9.6, 2012-01-03 12:00:00, 115.0, 96.0
4.4, 0.26, 10.4, 2012-01-03 12:15:00, 122.0, 96.0
4.4, 0.25, 9.7, 2012-01-03 12:30:00, 127.0, 96.0
4.4, 0.0, 12.0, 2012-01-03 12:45:00, 135.0, 96.0
4.6, 0.26, 12.2, 2012-01-03 13:00:00, 159.0, 95.0
4.9, 0.0, 14.9, 2012-01-03 13:15:00, 171.0, 92.0
4.8, 0.0, 15.7, 2012-01-03 13:30:00, 170.0, 92.0
4.8, 0.25, 15.9, 2012-01-03 13:45:00, 158.0, 93.0
4.9, 0.25, 14.4, 2012-01-03 14:00:00, 157.0, 93.0
5.0, 0.26, 14.7, 2012-01-03 14:15:00, 156.0, 93.0
4.9, 0.25, 14.7, 2012-01-03 14:30:00, 150.0, 94.0
4.9, 0.0, 13.9, 2012-01-03 14:45:00, 153.0, 94.0
4.9, 0.0, 12.3, 2012-01-03 15:00:00, 141.0, 95.0
4.8, 0.0, 12.8, 2012-01-03 15:15:00, 151.0, 95.0
5.0, 0.0, 12.4, 2012-01-03 15:30:00, 149.0, 94.0
5.3, 0.26, 13.8, 2012-01-03 15:45:00, 172.0, 90.0
5.7, 0.0, 13.6, 2012-01-03 16:00:00, 181.0, 90.0
5.6, 0.25, 11.7, 2012-01-03 16:15:00, 173.0, 93.0
5.9, 0.0, 9.9, 2012-01-03 16:30:00, 184.0, 92.0
5.4, 0.0, 8.7, 2012-01-03 16:45:00, 83.0, 94.0
5.0, 0.0, 10.1, 2012-01-03 17:00:00, 70.0, 96.0
4.8, 0.51, 9.2, 2012-01-03 17:15:00, 60.0, 96.0
4.9, 0.76, 7.9, 2012-01-03 17:30:00, 58.0, 96.0
4.9, 0.76, 7.1, 2012-01-03 17:45:00, 52.0, 97.0
5.0, 0.51, 8.1, 2012-01-03 18:00:00, 54.0, 97.0
5.1, 0.76, 6.0, 2012-01-03 18:15:00, 80.0, 97.0
5.2, 0.51, 9.5, 2012-01-03 18:30:00, 83.0, 98.0
5.2, 0.51, 8.8, 2012-01-03 18:45:00, 96.0, 98.0
5.3, 0.51, 10.2, 2012-01-03 19:00:00, 78.0, 98.0
5.3, 0.25, 10.4, 2012-01-03 19:15:00, 73.0, 98.0
5.3, 0.51, 14.2, 2012-01-03 19:30:00, 84.0, 98.0
5.3, 0.51, 13.5, 2012-01-03 19:45:00, 84.0, 98.0
5.3, 0.25, 12.3, 2012-01-03 20:00:00, 88.0, 98.0
5.3, 0.0, 11.4, 2012-01-03 20:15:00, 96.0, 98.0
5.4, 0.0, 13.6, 2012-01-03 20:30:00, 89.0, 98.0
5.5, 0.25, 13.8, 2012-01-03 20:45:00, 89.0, 98.0
5.5, 0.0, 14.7, 2012-01-03 21:00:00, 90.0, 98.0
5.5, 0.51, 11.2, 2012-01-03 21:15:00, 86.0, 98.0
5.4, 0.26, 10.4, 2012-01-03 21:30:00, 92.0, 98.0
5.5, 0.0, 9.6, 2012-01-03 21:45:00, 98.0, 98.0
5.6, 0.0, 13.6, 2012-01-03 22:00:00, 119.0, 98.0
5.6, 0.0, 11.1, 2012-01-03 22:15:00, 146.0, 98.0
6.1, 0.0, 14.3, 2012-01-03 22:30:00, 161.0, 97.0
6.8, 0.0, 12.4, 2012-01-03 22:45:00, 172.0, 91.0
7.0, 0.0, 12.1, 2012-01-03 23:00:00, 178.0, 89.0
7.4, 0.0, 13.2, 2012-01-03 23:15:00, 186.0, 88.0
7.4, 0.0, 13.8, 2012-01-03 23:30:00, 177.0, 89.0
7.5, 0.0, 14.3, 2012-01-03 23:45:00, 188.0, 90.0
7.6, 0.0, 13.8, 2012-01-04 00:00:00, 198.0, 90.0
7.5, 0.0, 12.4, 2012-01-04 00:15:00, 191.0, 90.0
7.5, 0.0, 13.5, 2012-01-04 00:30:00, 191.0, 90.0
7.6, 0.0, 17.0, 2012-01-04 00:45:00, 211.0, 90.0
8.0, 0.0, 21.7, 2012-01-04 01:00:00, 208.0, 87.0
8.3, 0.0, 22.5, 2012-01-04 01:15:00, 203.0, 86.0
8.5, 0.0, 21.1, 2012-01-04 01:30:00, 206.0, 85.0
8.4, 0.0, 16.8, 2012-01-04 01:45:00, 212.0, 86.0
8.4, 0.0, 16.4, 2012-01-04 02:00:00, 208.0, 86.0
8.0, 0.0, 13.5, 2012-01-04 02:15:00, 179.0, 90.0
8.0, 0.0, 16.2, 2012-01-04 02:30:00, 175.0, 88.0
7.4, 0.0, 15.4, 2012-01-04 02:45:00, 159.0, 90.0
7.2, 0.0, 15.1, 2012-01-04 03:00:00, 172.0, 90.0
7.4, 0.0, 15.7, 2012-01-04 03:15:00, 189.0, 87.0
6.6, 0.0, 17.9, 2012-01-04 03:30:00, 164.0, 92.0
7.3, 0.0, 20.9, 2012-01-04 03:45:00, 182.0, 84.0
7.2, 0.0, 18.7, 2012-01-04 04:00:00, 187.0, 84.0
8.5, 0.0, 22.2, 2012-01-04 04:15:00, 222.0, 77.0
8.8, 0.0, 23.7, 2012-01-04 04:30:00, 209.0, 76.0
7.6, 0.5, 23.4, 2012-01-04 04:45:00, 233.0, 92.0
7.0, 1.53, 22.1, 2012-01-04 05:00:00, 232.0, 96.0
6.9, 1.27, 22.9, 2012-01-04 05:15:00, 233.0, 97.0
6.8, 1.01, 20.6, 2012-01-04 05:30:00, 229.0, 97.0
6.7, 1.53, 20.6, 2012-01-04 05:45:00, 228.0, 98.0
6.7, 2.28, 20.4, 2012-01-04 06:00:00, 222.0, 98.0
6.7, 1.78, 20.0, 2012-01-04 06:15:00, 214.0, 98.0
6.7, 0.76, 20.5, 2012-01-04 06:30:00, 207.0, 98.0
6.8, 1.02, 22.1, 2012-01-04 06:45:00, 205.0, 98.0
6.8, 0.76, 21.7, 2012-01-04 07:00:00, 205.0, 98.0
6.8, 0.76, 20.6, 2012-01-04 07:15:00, 205.0, 98.0
6.8, 0.51, 21.0, 2012-01-04 07:30:00, 196.0, 98.0
6.8, 0.76, 19.2, 2012-01-04 07:45:00, 203.0, 98.0
6.8, 0.77, 17.7, 2012-01-04 08:00:00, 200.0, 98.0
6.7, 1.01, 16.1, 2012-01-04 08:15:00, 199.0, 98.0
6.7, 1.27, 16.6, 2012-01-04 08:30:00, 199.0, 98.0
6.6, 1.27, 15.1, 2012-01-04 08:45:00, 195.0, 98.0
6.6, 1.02, 14.4, 2012-01-04 09:00:00, 189.0, 98.0
6.7, 1.27, 15.1, 2012-01-04 09:15:00, 194.0, 98.0
6.7, 1.27, 17.8, 2012-01-04 09:30:00, 185.0, 98.0
6.8, 0.76, 19.3, 2012-01-04 09:45:00, 198.0, 98.0
6.9, 1.02, 18.7, 2012-01-04 10:00:00, 201.0, 98.0
6.9, 1.01, 18.6, 2012-01-04 10:15:00, 205.0, 98.0
6.9, 0.76, 16.4, 2012-01-04 10:30:00, 207.0, 98.0
6.9, 0.77, 21.1, 2012-01-04 10:45:00, 209.0, 98.0
6.9, 0.76, 21.5, 2012-01-04 11:00:00, 209.0, 98.0
6.9, 1.01, 18.0, 2012-01-04 11:15:00, 208.0, 99.0
6.9, 0.51, 17.5, 2012-01-04 11:30:00, 198.0, 99.0
6.9, 0.76, 17.1, 2012-01-04 11:45:00, 199.0, 98.0
6.9, 0.77, 17.9, 2012-01-04 12:00:00, 195.0, 99.0
6.9, 0.5, 18.8, 2012-01-04 12:15:00, 187.0, 99.0
6.8, 0.51, 15.6, 2012-01-04 12:30:00, 179.0, 98.0
6.8, 0.26, 18.1, 2012-01-04 12:45:00, 177.0, 99.0
6.8, 0.5, 20.6, 2012-01-04 13:00:00, 178.0, 98.0
6.8, 0.0, 18.7, 2012-01-04 13:15:00, 177.0, 99.0
6.8, 0.26, 19.5, 2012-01-04 13:30:00, 181.0, 98.0
6.6, 0.0, 20.8, 2012-01-04 13:45:00, 176.0, 99.0
6.4, 0.25, 19.4, 2012-01-04 14:00:00, 170.0, 99.0
6.4, 0.0, 20.0, 2012-01-04 14:15:00, 177.0, 99.0
6.5, 0.26, 19.3, 2012-01-04 14:30:00, 172.0, 99.0
6.3, 0.25, 19.4, 2012-01-04 14:45:00, 174.0, 99.0
6.3, 0.25, 19.1, 2012-01-04 15:00:00, 178.0, 99.0
6.3, 0.51, 18.7, 2012-01-04 15:15:00, 175.0, 99.0
6.3, 0.76, 21.2, 2012-01-04 15:30:00, 176.0, 99.0
6.5, 1.02, 21.3, 2012-01-04 15:45:00, 186.0, 99.0
6.8, 0.25, 23.1, 2012-01-04 16:00:00, 196.0, 99.0
6.9, 0.77, 25.1, 2012-01-04 16:15:00, 207.0, 99.0
6.9, 0.25, 29.3, 2012-01-04 16:30:00, 203.0, 99.0
6.9, 0.76, 27.7, 2012-01-04 16:45:00, 209.0, 99.0
7.0, 0.76, 25.0, 2012-01-04 17:00:00, 212.0, 99.0
7.0, 0.26, 27.5, 2012-01-04 17:15:00, 214.0, 99.0
7.0, 0.25, 29.2, 2012-01-04 17:30:00, 214.0, 99.0
6.9, 1.02, 37.0, 2012-01-04 17:45:00, 213.0, 99.0
6.8, 1.27, 38.2, 2012-01-04 18:00:00, 216.0, 99.0
5.9, 1.01, 39.2, 2012-01-04 18:15:00, 230.0, 99.0
5.8, 1.02, 31.2, 2012-01-04 18:30:00, 231.0, 98.0
5.6, 1.02, 31.6, 2012-01-04 18:45:00, 226.0, 98.0
5.3, 0.25, 35.0, 2012-01-04 19:00:00, 224.0, 98.0
