station_observations
BAR_PRESS, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, 1.078, None, 84.9, 2017-01-03 01:00:00, -10.97
None, None, 1.226, None, 84.1, 2017-01-03 02:00:00, -10.69
None, None, 1.684, None, 82.7, 2017-01-03 03:00:00, -10.4
None, None, 1.722, None, 82.5, 2017-01-03 04:00:00, -9.83
None, None, 1.82, None, 83.3, 2017-01-03 05:00:00, -9.39
None, None, 0.817, None, 82.7, 2017-01-03 06:00:00, -8.96
None, None, 0.825, None, 84.7, 2017-01-03 07:00:00, -9.24
None, None, 0.788, None, 85.0, 2017-01-03 08:00:00, -9.36
None, None, 0.229, None, 83.6, 2017-01-03 09:00:00, -8.92
None, None, 0.372, None, 83.2, 2017-01-03 10:00:00, -8.66
None, None, 0.253, None, 82.6, 2017-01-03 11:00:00, -8.24
None, None, 0.304, None, 83.2, 2017-01-03 12:00:00, -7.564
None, None, 0.596, None, 83.4, 2017-01-03 13:00:00, -7.499
None, None, 0.725, None, 83.9, 2017-01-03 14:00:00, -7.225
None, None, 1.632, None, 84.6, 2017-01-03 15:00:00, -7.567
None, None, 1.211, None, 83.6, 2017-01-03 16:00:00, -7.094
None, None, 0.684, None, 83.3, 2017-01-03 17:00:00, -6.912
None, None, 0.434, None, 84.5, 2017-01-03 18:00:00, -7.182
None, None, 0.15, None, 85.2, 2017-01-03 19:00:00, -7.04
None, None, 0.648, None, 85.5, 2017-01-03 20:00:00, -7.885
None, None, 0.137, None, 86.3, 2017-01-03 21:00:00, -6.859
None, None, 0.264, None, 87.8, 2017-01-03 22:00:00, -6.471
None, None, 1.077, None, 88.0, 2017-01-03 23:00:00, -6.582
None, None, 1.557, None, 87.4, 2017-01-04 00:00:00, -6.88
None, None, 1.661, None, 87.7, 2017-01-04 01:00:00, -6.35
None, None, 0.854, None, 88.1, 2017-01-04 02:00:00, -5.944
None, None, 0.661, None, 87.4, 2017-01-04 03:00:00, -7.524
None, None, 0.237, None, 88.1, 2017-01-04 04:00:00, -6.543
None, None, 0.148, None, 87.8, 2017-01-04 05:00:00, -6.821
None, None, 1.333, None, 87.5, 2017-01-04 06:00:00, -6.285
None, None, 0.742, None, 86.7, 2017-01-04 07:00:00, -6.217
None, None, 0.711, None, 87.4, 2017-01-04 08:00:00, -6.441
None, None, 0.549, None, 88.1, 2017-01-04 09:00:00, -6.314
None, None, 0.699, None, 88.2, 2017-01-04 10:00:00, -5.872
None, None, 0.782, None, 89.4, 2017-01-04 11:00:00, -5.39
None, None, 1.474, None, 89.8, 2017-01-04 12:00:00, -4.655
None, None, 1.767, None, 88.4, 2017-01-04 13:00:00, -4.371
None, None, 1.451, None, 87.5, 2017-01-04 14:00:00, -4.504
None, None, 1.15, None, 86.0, 2017-01-04 15:00:00, -4.237
None, None, 0.946, None, 85.9, 2017-01-04 16:00:00, -3.813
None, None, 0.272, None, 87.4, 2017-01-04 17:00:00, -4.223
None, None, 1.049, None, 88.2, 2017-01-04 18:00:00, -4.554
None, None, 0.465, None, 88.7, 2017-01-04 19:00:00, -4.606
None, None, 0.341, None, 89.2, 2017-01-04 20:00:00, -5.097
None, None, 0.356, None, 88.2, 2017-01-04 21:00:00, -5.588
None, None, 0.945, None, 87.9, 2017-01-04 22:00:00, -5.961
None, None, 1.46, None, 87.3, 2017-01-04 23:00:00, -5.86
None, None, 2.187, None, 87.9, 2017-01-05 00:00:00, -5.175
None, None, 2.727, None, 89.9, 2017-01-05 01:00:00, -5.468
None, None, 2.972, None, 90.2, 2017-01-05 02:00:00, -5.156
None, None, 2.743, None, 90.3, 2017-01-05 03:00:00, -4.882
None, None, 2.241, None, 90.3, 2017-01-05 04:00:00, -4.702
None, None, 2.727, None, 89.6, 2017-01-05 05:00:00, -5.204
None, None, 2.266, None, 87.0, 2017-01-05 06:00:00, -4.57
None, None, 2.214, None, 86.4, 2017-01-05 07:00:00, -4.216
None, None, 1.953, None, 85.4, 2017-01-05 08:00:00, -4.348
None, None, 0.818, None, 85.0, 2017-01-05 09:00:00, -4.603
None, None, 1.249, None, 84.9, 2017-01-05 10:00:00, -4.264
None, None, 1.185, None, 88.6, 2017-01-05 11:00:00, -4.728
None, None, 0.768, None, 86.0, 2017-01-05 12:00:00, -4.57
None, None, 0.864, None, 84.9, 2017-01-05 13:00:00, -5.235
None, None, 0.733, None, 86.1, 2017-01-05 14:00:00, -5.239
None, None, 3.381, None, 78.52, 2017-01-05 15:00:00, -4.594
None, None, 3.066, None, 80.1, 2017-01-05 16:00:00, -5.012
None, None, 2.362, None, 82.4, 2017-01-05 17:00:00, -5.629
None, None, 2.818, None, 83.9, 2017-01-05 18:00:00, -6.047
None, None, 5.45, None, 82.2, 2017-01-05 19:00:00, -5.766
None, None, 5.802, None, 81.6, 2017-01-05 20:00:00, -6.342
None, None, 5.35, None, 80.7, 2017-01-05 21:00:00, -6.988
None, None, 5.175, None, 81.1, 2017-01-05 22:00:00, -7.583
None, None, 5.773, None, 80.2, 2017-01-05 23:00:00, -8.24
None, None, 5.574, None, 79.63, 2017-01-06 00:00:00, -8.6
None, None, 5.431, None, 79.57, 2017-01-06 01:00:00, -8.91
None, None, 5.276, None, 79.1, 2017-01-06 02:00:00, -9.29
None, None, 5.096, None, 78.49, 2017-01-06 03:00:00, -9.52
None, None, 5.288, None, 77.01, 2017-01-06 04:00:00, -9.71
None, None, 3.828, None, 78.31, 2017-01-06 05:00:00, -9.91
None, None, 3.619, None, 77.32, 2017-01-06 06:00:00, -10.53
None, None, 4.083, None, 77.61, 2017-01-06 07:00:00, -11.0
None, None, 3.068, None, 76.7, 2017-01-06 08:00:00, -11.46
None, None, 1.199, None, 80.1, 2017-01-06 09:00:00, -12.1
None, None, 2.36, None, 77.97, 2017-01-06 10:00:00, -11.69
None, None, 2.515, None, 76.88, 2017-01-06 11:00:00, -11.43
None, None, 2.013, None, 75.62, 2017-01-06 12:00:00, -10.97
None, None, 2.371, None, 72.33, 2017-01-06 13:00:00, -10.6
None, None, 1.473, None, 72.74, 2017-01-06 14:00:00, -10.5
None, None, 1.813, None, 68.54, 2017-01-06 15:00:00, -10.56
None, None, 3.082, None, 63.95, 2017-01-06 16:00:00, -11.54
None, None, 3.371, None, 63.66, 2017-01-06 17:00:00, -12.05
None, None, 2.599, None, 62.28, 2017-01-06 18:00:00, -12.92
None, None, 1.987, None, 65.08, 2017-01-06 19:00:00, -13.45
None, None, 1.436, None, 66.86, 2017-01-06 20:00:00, -13.46
None, None, 1.825, None, 61.81, 2017-01-06 21:00:00, -13.41
None, None, 2.011, None, 63.57, 2017-01-06 22:00:00, -13.58
None, None, 2.036, None, 63.68, 2017-01-06 23:00:00, -14.0
None, None, 2.095, None, 59.63, 2017-01-07 00:00:00, -14.42
None, None, 1.98, None, 57.3, 2017-01-07 01:00:00, -14.54
None, None, 2.633, None, 58.18, 2017-01-07 02:00:00, -14.91
None, None, 2.705, None, 59.72, 2017-01-07 03:00:00, -15.5
None, None, 1.873, None, 60.68, 2017-01-07 04:00:00, -16.02
None, None, 1.936, None, 61.14, 2017-01-07 05:00:00, -16.59
None, None, 1.94, None, 58.14, 2017-01-07 06:00:00, -17.11
None, None, 1.337, None, 59.32, 2017-01-07 07:00:00, -17.49
None, None, 1.962, None, 57.82, 2017-01-07 08:00:00, -18.11
None, None, 1.051, None, 58.19, 2017-01-07 09:00:00, -18.54
None, None, 1.953, None, 56.93, 2017-01-07 10:00:00, -18.93
None, None, 2.448, None, 58.16, 2017-01-07 11:00:00, -19.25
None, None, 2.558, None, 60.13, 2017-01-07 12:00:00, -19.5
None, None, 2.053, None, 58.89, 2017-01-07 13:00:00, -19.56
None, None, 1.538, None, 58.99, 2017-01-07 14:00:00, -19.66
None, None, 1.444, None, 59.28, 2017-01-07 15:00:00, -19.71
None, None, 1.012, None, 61.36, 2017-01-07 16:00:00, -19.76
None, None, 1.214, None, 62.31, 2017-01-07 17:00:00, -19.82
None, None, 1.936, None, 63.01, 2017-01-07 18:00:00, -19.95
None, None, 1.679, None, 63.12, 2017-01-07 19:00:00, -19.97
None, None, 1.308, None, 62.48, 2017-01-07 20:00:00, -19.91
None, None, 1.09, None, 62.39, 2017-01-07 21:00:00, -19.85
None, None, 0.8, None, 63.0, 2017-01-07 22:00:00, -19.79
None, None, 1.017, None, 65.47, 2017-01-07 23:00:00, -19.65
None, None, 1.364, None, 65.86, 2017-01-08 00:00:00, -19.56
None, None, 0.745, None, 65.2, 2017-01-08 01:00:00, -19.4
None, None, 0.521, None, 65.72, 2017-01-08 02:00:00, -19.3
None, None, 0.461, None, 66.92, 2017-01-08 03:00:00, -19.21
None, None, 1.368, None, 66.63, 2017-01-08 04:00:00, -19.21
None, None, 1.138, None, 66.47, 2017-01-08 05:00:00, -19.19
None, None, 1.496, None, 66.04, 2017-01-08 06:00:00, -19.03
None, None, 2.553, None, 67.6, 2017-01-08 07:00:00, -18.96
None, None, 2.115, None, 67.78, 2017-01-08 08:00:00, -18.94
None, None, 1.219, None, 64.54, 2017-01-08 09:00:00, -19.09
None, None, 1.531, None, 65.2, 2017-01-08 10:00:00, -19.21
None, None, 1.687, None, 63.69, 2017-01-08 11:00:00, -19.4
None, None, 1.326, None, 64.43, 2017-01-08 12:00:00, -19.17
None, None, 1.672, None, 63.05, 2017-01-08 13:00:00, -18.44
None, None, 2.173, None, 63.82, 2017-01-08 14:00:00, -19.14
None, None, 1.524, None, 62.55, 2017-01-08 15:00:00, -18.64
None, None, 1.921, None, 66.06, 2017-01-08 16:00:00, -19.71
None, None, 2.392, None, 68.42, 2017-01-08 17:00:00, -20.55
None, None, 1.927, None, 72.56, 2017-01-08 18:00:00, -21.55
None, None, 2.235, None, 75.34, 2017-01-08 19:00:00, -21.73
None, None, 2.133, None, 78.42, 2017-01-08 20:00:00, -21.95
None, None, 1.839, None, 80.9, 2017-01-08 21:00:00, -22.1
None, None, 1.817, None, 79.51, 2017-01-08 22:00:00, -22.28
None, None, 3.052, None, 78.92, 2017-01-08 23:00:00, -21.9
None, None, 3.298, None, 78.44, 2017-01-09 00:00:00, -21.55
None, None, 1.532, None, 77.09, 2017-01-09 01:00:00, -21.12
None, None, 1.305, None, 78.01, 2017-01-09 02:00:00, -20.6
None, None, 0.753, None, 77.9, 2017-01-09 03:00:00, -20.18
None, None, 1.097, None, 77.39, 2017-01-09 04:00:00, -20.0
None, None, 0.871, None, 74.78, 2017-01-09 05:00:00, -19.95
None, None, 1.268, None, 73.45, 2017-01-09 06:00:00, -20.39
None, None, 1.993, None, 72.75, 2017-01-09 07:00:00, -19.95
None, None, 1.793, None, 72.57, 2017-01-09 08:00:00, -20.23
None, None, 2.156, None, 73.04, 2017-01-09 09:00:00, -20.6
None, None, 1.626, None, 71.98, 2017-01-09 10:00:00, -19.25
None, None, 2.151, None, 72.82, 2017-01-09 11:00:00, -19.82
None, None, 1.878, None, 72.51, 2017-01-09 12:00:00, -18.96
None, None, 1.57, None, 74.86, 2017-01-09 13:00:00, -17.66
None, None, 1.232, None, 74.86, 2017-01-09 14:00:00, -16.75
None, None, 0.991, None, 76.5, 2017-01-09 15:00:00, -16.9
None, None, 0.445, None, 80.8, 2017-01-09 16:00:00, -16.44
None, None, 1.66, None, 81.9, 2017-01-09 17:00:00, -17.06
None, None, 1.863, None, 82.4, 2017-01-09 18:00:00, -18.56
None, None, 1.273, None, 80.4, 2017-01-09 19:00:00, -19.69
None, None, 0.297, None, 82.2, 2017-01-09 20:00:00, -18.67
None, None, 0.368, None, 82.6, 2017-01-09 21:00:00, -17.49
None, None, 0.417, None, 80.3, 2017-01-09 22:00:00, -18.76
None, None, 0.49, None, 79.59, 2017-01-09 23:00:00, -19.41
None, None, 0.72, None, 80.2, 2017-01-10 00:00:00, -18.82
None, None, 2.411, None, 80.1, 2017-01-10 01:00:00, -18.63
None, None, 2.006, None, 79.25, 2017-01-10 02:00:00, -17.77
None, None, 1.898, None, 79.39, 2017-01-10 03:00:00, -17.57
None, None, 0.591, None, 78.86, 2017-01-10 04:00:00, -16.74
None, None, 0.523, None, 79.34, 2017-01-10 05:00:00, -16.66
None, None, 0.45, None, 80.5, 2017-01-10 06:00:00, -16.5
None, None, 0.895, None, 79.76, 2017-01-10 07:00:00, -16.58
None, None, 0.963, None, 78.44, 2017-01-10 08:00:00, -16.03
None, None, 0.473, None, 78.26, 2017-01-10 09:00:00, -15.7
None, None, 0.538, None, 77.43, 2017-01-10 10:00:00, -16.04
None, None, 0.554, None, 69.64, 2017-01-10 11:00:00, -14.71
None, None, 0.91, None, 74.73, 2017-01-10 12:00:00, -13.91
None, None, 0.345, None, 77.41, 2017-01-10 13:00:00, -13.98
None, None, 0.229, None, 78.22, 2017-01-10 14:00:00, -14.12
None, None, 0.426, None, 78.34, 2017-01-10 15:00:00, -14.41
None, None, 1.082, None, 77.81, 2017-01-10 16:00:00, -15.99
None, None, 0.894, None, 80.1, 2017-01-10 17:00:00, -17.42
None, None, 0.619, None, 80.1, 2017-01-10 18:00:00, -18.51
None, None, 0.73, None, 79.68, 2017-01-10 19:00:00, -18.67
None, None, 0.613, None, 80.0, 2017-01-10 20:00:00, -19.56
None, None, 0.332, None, 81.2, 2017-01-10 21:00:00, -20.35
None, None, 0.123, None, 82.1, 2017-01-10 22:00:00, -19.79
None, None, 0.114, None, 81.3, 2017-01-10 23:00:00, -20.06
None, None, 0.132, None, 80.4, 2017-01-11 00:00:00, -20.23
None, None, 0.337, None, 80.3, 2017-01-11 01:00:00, -20.64
None, None, 0.392, None, 78.41, 2017-01-11 02:00:00, -21.71
None, None, 0.287, None, 79.01, 2017-01-11 03:00:00, -21.63
None, None, 0.483, None, 77.99, 2017-01-11 04:00:00, -21.98
None, None, 0.242, None, 77.7, 2017-01-11 05:00:00, -21.95
None, None, 0.2, None, 77.1, 2017-01-11 06:00:00, -22.7
None, None, 0.305, None, 76.5, 2017-01-11 07:00:00, -23.23
None, None, 0.369, None, 76.89, 2017-01-11 08:00:00, -23.08
None, None, 0.721, None, 76.47, 2017-01-11 09:00:00, -23.32
None, None, 1.092, None, 76.48, 2017-01-11 10:00:00, -23.3
None, None, 0.709, None, 76.97, 2017-01-11 11:00:00, -22.58
None, None, 1.639, None, 78.45, 2017-01-11 12:00:00, -21.21
None, None, 2.121, None, 79.25, 2017-01-11 13:00:00, -19.59
None, None, 0.901, None, 81.1, 2017-01-11 14:00:00, -17.79
None, None, 1.519, None, 81.6, 2017-01-11 15:00:00, -17.31
None, None, 1.111, None, 81.0, 2017-01-11 16:00:00, -17.91
None, None, 0.279, None, 81.2, 2017-01-11 17:00:00, -18.44
None, None, 0.45, None, 80.4, 2017-01-11 18:00:00, -18.85
None, None, 0.202, None, 81.6, 2017-01-11 19:00:00, -18.2
None, None, 0.958, None, 81.6, 2017-01-11 20:00:00, -17.31
None, None, 1.444, None, 81.1, 2017-01-11 21:00:00, -18.05
None, None, 1.449, None, 80.8, 2017-01-11 22:00:00, -18.49
None, None, 2.165, None, 80.6, 2017-01-11 23:00:00, -18.75
None, None, 3.018, None, 81.6, 2017-01-12 00:00:00, -17.84
None, None, 3.183, None, 81.5, 2017-01-12 01:00:00, -17.47
None, None, 2.907, None, 81.5, 2017-01-12 02:00:00, -17.56
None, None, 2.716, None, 81.9, 2017-01-12 03:00:00, -17.2
None, None, 3.138, None, 82.0, 2017-01-12 04:00:00, -16.91
None, None, 4.246, None, 82.0, 2017-01-12 05:00:00, -17.06
None, None, 3.656, None, 82.1, 2017-01-12 06:00:00, -16.91
None, None, 3.353, None, 82.2, 2017-01-12 07:00:00, -16.72
None, None, 1.42, None, 80.9, 2017-01-12 08:00:00, -17.88
None, None, 0.747, None, 79.19, 2017-01-12 09:00:00, -20.13
None, None, 1.702, None, 80.8, 2017-01-12 10:00:00, -19.15
None, None, 1.996, None, 82.7, 2017-01-12 11:00:00, -16.7
None, None, 1.677, None, 84.0, 2017-01-12 12:00:00, -15.15
None, None, 2.369, None, 85.1, 2017-01-12 13:00:00, -13.72
None, None, 2.445, None, 85.5, 2017-01-12 14:00:00, -13.03
None, None, 3.246, None, 85.7, 2017-01-12 15:00:00, -12.41
None, None, 2.965, None, 85.3, 2017-01-12 16:00:00, -12.94
None, None, 3.279, None, 84.8, 2017-01-12 17:00:00, -13.54
None, None, 3.765, None, 84.7, 2017-01-12 18:00:00, -13.82
None, None, 2.689, None, 84.6, 2017-01-12 19:00:00, -13.86
None, None, 2.686, None, 84.5, 2017-01-12 20:00:00, -14.1
None, None, 2.095, None, 83.9, 2017-01-12 21:00:00, -14.68
None, None, 1.57, None, 83.7, 2017-01-12 22:00:00, -15.08
None, None, 1.703, None, 83.3, 2017-01-12 23:00:00, -15.59
None, None, 1.255, None, 83.9, 2017-01-13 00:00:00, -15.03
None, None, 1.233, None, 83.6, 2017-01-13 01:00:00, -15.21
None, None, 0.919, None, 84.9, 2017-01-13 02:00:00, -14.13
None, None, 1.796, None, 85.5, 2017-01-13 03:00:00, -12.27
None, None, 1.403, None, 87.6, 2017-01-13 04:00:00, -11.21
None, None, 1.115, None, 88.1, 2017-01-13 05:00:00, -9.33
None, None, 1.082, None, 87.5, 2017-01-13 06:00:00, -9.16
None, None, 0.514, None, 82.5, 2017-01-13 07:00:00, -8.52
None, None, 0.961, None, 73.18, 2017-01-13 08:00:00, -8.22
None, None, 0.83, None, 71.72, 2017-01-13 09:00:00, -7.401
None, None, 1.916, None, 66.56, 2017-01-13 10:00:00, -5.89
None, None, 1.65, None, 69.61, 2017-01-13 11:00:00, -5.519
None, None, 0.917, None, 67.69, 2017-01-13 12:00:00, -4.079
None, None, 2.146, None, 70.84, 2017-01-13 13:00:00, -4.045
None, None, 1.786, None, 70.93, 2017-01-13 14:00:00, -2.622
None, None, 1.115, None, 81.2, 2017-01-13 15:00:00, -3.975
None, None, 3.665, None, 66.06, 2017-01-13 16:00:00, -1.653
None, None, 4.361, None, 60.12, 2017-01-13 17:00:00, -0.679
None, None, 2.861, None, 60.63, 2017-01-13 18:00:00, -0.698
None, None, 5.967, None, 59.6, 2017-01-13 19:00:00, -0.083
None, None, 6.97, None, 59.62, 2017-01-13 20:00:00, -0.07
None, None, 4.597, None, 59.44, 2017-01-13 21:00:00, 0.111
None, None, 3.572, None, 59.46, 2017-01-13 22:00:00, 0.215
None, None, 2.559, None, 58.63, 2017-01-13 23:00:00, 0.45
None, None, 3.225, None, 58.41, 2017-01-14 00:00:00, 0.347
None, None, 5.356, None, 57.14, 2017-01-14 01:00:00, 0.588
None, None, 8.32, None, 60.18, 2017-01-14 02:00:00, 0.482
None, None, 3.648, None, 58.16, 2017-01-14 03:00:00, 0.807
None, None, 2.155, None, 59.19, 2017-01-14 04:00:00, 0.633
None, None, 3.154, None, 58.98, 2017-01-14 05:00:00, 1.017
None, None, 3.691, None, 58.36, 2017-01-14 06:00:00, 1.373
None, None, 5.567, None, 56.95, 2017-01-14 07:00:00, 1.761
None, None, 5.315, None, 56.76, 2017-01-14 08:00:00, 1.514
None, None, 7.61, None, 57.67, 2017-01-14 09:00:00, 1.547
None, None, 5.057, None, 58.22, 2017-01-14 10:00:00, 1.954
None, None, 4.425, None, 56.67, 2017-01-14 11:00:00, 2.811
None, None, 7.605, None, 54.33, 2017-01-14 12:00:00, 4.505
None, None, 8.62, None, 53.17, 2017-01-14 13:00:00, 4.92
None, None, 9.9, None, 54.08, 2017-01-14 14:00:00, 4.894
None, None, 7.86, None, 57.21, 2017-01-14 15:00:00, 4.212
None, None, 4.756, None, 56.9, 2017-01-14 16:00:00, 3.399
None, None, 4.623, None, 61.16, 2017-01-14 17:00:00, 1.93
None, None, 4.072, None, 62.87, 2017-01-14 18:00:00, 0.846
None, None, 3.235, None, 60.51, 2017-01-14 19:00:00, 1.445
None, None, 2.361, None, 59.95, 2017-01-14 20:00:00, 1.447
None, None, 1.448, None, 60.03, 2017-01-14 21:00:00, 1.382
None, None, 3.26, None, 61.62, 2017-01-14 22:00:00, 1.566
None, None, 3.886, None, 59.07, 2017-01-14 23:00:00, 2.639
None, None, 3.078, None, 61.27, 2017-01-15 00:00:00, 1.966
None, None, 1.497, None, 65.44, 2017-01-15 01:00:00, 0.719
None, None, 1.607, None, 64.74, 2017-01-15 02:00:00, 1.091
None, None, 3.51, None, 62.36, 2017-01-15 03:00:00, 2.323
None, None, 6.133, None, 61.26, 2017-01-15 04:00:00, 3.031
None, None, 7.99, None, 60.48, 2017-01-15 05:00:00, 3.28
None, None, 4.657, None, 61.3, 2017-01-15 06:00:00, 2.532
None, None, 6.259, None, 61.39, 2017-01-15 07:00:00, 2.666
None, None, 7.155, None, 59.66, 2017-01-15 08:00:00, 2.849
None, None, 2.178, None, 61.46, 2017-01-15 09:00:00, 1.503
None, None, 1.874, None, 61.53, 2017-01-15 10:00:00, 1.17
None, None, 3.858, None, 59.21, 2017-01-15 11:00:00, 2.454
None, None, 2.336, None, 54.15, 2017-01-15 12:00:00, 4.097
None, None, 7.251, None, 50.75, 2017-01-15 13:00:00, 5.576
None, None, 6.063, None, 51.5, 2017-01-15 14:00:00, 5.235
None, None, 5.757, None, 52.72, 2017-01-15 15:00:00, 4.914
None, None, 7.747, None, 52.68, 2017-01-15 16:00:00, 4.696
None, None, 7.96, None, 55.41, 2017-01-15 17:00:00, 4.058
None, None, 7.617, None, 54.78, 2017-01-15 18:00:00, 4.292
None, None, 5.488, None, 55.38, 2017-01-15 19:00:00, 4.317
None, None, 4.193, None, 58.04, 2017-01-15 20:00:00, 3.99
None, None, 5.98, None, 58.39, 2017-01-15 21:00:00, 3.846
None, None, 6.544, None, 58.48, 2017-01-15 22:00:00, 3.695
None, None, 7.239, None, 58.4, 2017-01-15 23:00:00, 4.03
None, None, 5.874, None, 59.16, 2017-01-16 00:00:00, 4.214
None, None, 5.987, None, 60.22, 2017-01-16 01:00:00, 4.419
None, None, 3.037, None, 60.25, 2017-01-16 02:00:00, 4.623
None, None, 2.383, None, 61.16, 2017-01-16 03:00:00, 4.645
None, None, 1.36, None, 61.13, 2017-01-16 04:00:00, 4.621
None, None, 5.174, None, 57.65, 2017-01-16 05:00:00, 6.042
None, None, 4.568, None, 57.33, 2017-01-16 06:00:00, 6.207
None, None, 5.553, None, 59.51, 2017-01-16 07:00:00, 5.831
None, None, 4.409, None, 62.86, 2017-01-16 08:00:00, 5.638
None, None, 7.779, None, 62.31, 2017-01-16 09:00:00, 5.765
None, None, 6.666, None, 61.14, 2017-01-16 10:00:00, 5.759
None, None, 4.822, None, 57.4, 2017-01-16 11:00:00, 6.207
None, None, 9.45, None, 54.04, 2017-01-16 12:00:00, 7.035
None, None, 9.77, None, 55.79, 2017-01-16 13:00:00, 6.54
None, None, 9.57, None, 55.5, 2017-01-16 14:00:00, 6.61
None, None, 4.653, None, 56.44, 2017-01-16 15:00:00, 6.428
None, None, 8.27, None, 58.18, 2017-01-16 16:00:00, 6.119
None, None, 8.45, None, 61.45, 2017-01-16 17:00:00, 5.431
None, None, 5.147, None, 67.12, 2017-01-16 18:00:00, 4.266
None, None, 1.984, None, 70.45, 2017-01-16 19:00:00, 3.663
None, None, 1.101, None, 70.03, 2017-01-16 20:00:00, 3.956
None, None, 3.626, None, 68.73, 2017-01-16 21:00:00, 4.594
None, None, 2.808, None, 71.43, 2017-01-16 22:00:00, 3.963
None, None, 2.935, None, 71.65, 2017-01-16 23:00:00, 3.631
None, None, 5.358, None, 71.3, 2017-01-17 00:00:00, 3.685
None, None, 4.02, None, 73.24, 2017-01-17 01:00:00, 2.926
None, None, 2.261, None, 72.45, 2017-01-17 02:00:00, 3.438
None, None, 2.404, None, 74.13, 2017-01-17 03:00:00, 2.52
None, None, 3.198, None, 74.28, 2017-01-17 04:00:00, 2.818
None, None, 2.979, None, 74.21, 2017-01-17 05:00:00, 2.63
None, None, 2.082, None, 74.42, 2017-01-17 06:00:00, 2.394
None, None, 1.756, None, 70.4, 2017-01-17 07:00:00, 3.309
None, None, 1.413, None, 73.32, 2017-01-17 08:00:00, 2.529
None, None, 1.17, None, 75.0, 2017-01-17 09:00:00, 2.374
None, None, 2.308, None, 75.24, 2017-01-17 10:00:00, 2.703
None, None, 1.87, None, 74.8, 2017-01-17 11:00:00, 3.136
