station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, None, -19.66, 55.79, None, None, None, None, 13.49, None, 28.05, 69.84, None, None, None, None, None, -26.0, None, None, None, None, None, None, 2017-01-10 23:00:00, None, None, 111.7
None, None, -20.47, 55.94, None, None, None, None, 16.58, None, 24.39, 65.56, None, None, None, None, None, -26.0, None, None, None, None, None, None, 2017-01-11 00:00:00, None, None, 111.8
None, None, -20.66, 56.4, None, None, None, None, 11.26, None, 26.42, 73.1, None, None, None, None, None, -26.0, None, None, None, None, None, None, 2017-01-11 01:00:00, None, None, 111.8
None, None, -20.76, 56.77, None, None, None, None, 9.7, None, 25.85, 77.3, None, None, None, None, None, -26.0, None, None, None, None, None, None, 2017-01-11 02:00:00, None, None, 111.5
None, None, -21.39, 62.02, None, None, None, None, 9.47, None, 26.7, 79.8, None, None, None, None, None, -26.0, None, None, None, None, None, None, 2017-01-11 03:00:00, None, None, 111.6
None, None, -21.14, 63.14, None, None, None, None, 9.75, None, 26.56, 81.7, None, None, None, None, None, -26.0, None, None, None, None, None, None, 2017-01-11 04:00:00, None, None, 111.4
None, None, -21.32, 65.27, None, None, None, None, 9.34, None, 27.76, 79.5, None, None, None, None, None, -26.0, None, None, None, None, None, None, 2017-01-11 05:00:00, None, None, 111.3
None, None, -21.55, 68.47, None, None, None, None, 11.41, None, 27.91, 87.0, None, None, None, None, None, -25.0, None, None, None, None, None, None, 2017-01-11 06:00:00, None, None, 111.4
None, None, -21.33, 68.74, None, None, None, None, 11.07, None, 28.86, 82.6, None, None, None, None, None, -25.0, None, None, None, None, None, None, 2017-01-11 07:00:00, None, None, 111.3
None, None, -21.1, 69.23, None, None, None, None, 11.47, None, 27.84, 82.1, None, None, None, None, None, -25.0, None, None, None, None, None, None, 2017-01-11 08:00:00, None, None, 111.1
None, None, -19.98, 67.63, None, None, None, None, 11.11, None, 26.04, 84.2, None, None, None, None, None, -24.0, None, None, None, None, None, None, 2017-01-11 09:00:00, None, None, 111.3
None, None, -18.03, 62.67, None, None, None, None, 10.69, None, 22.7, 90.0, None, None, None, None, None, -23.0, None, None, None, None, None, None, 2017-01-11 10:00:00, None, None, 111.0
None, None, -16.86, 56.47, None, None, None, None, 9.81, None, 22.83, 91.9, None, None, None, None, None, -23.0, None, None, None, None, None, None, 2017-01-11 11:00:00, None, None, 110.4
None, None, -15.23, 54.25, None, None, None, None, 10.16, None, 20.71, 91.5, None, None, None, None, None, -22.0, None, None, None, None, None, None, 2017-01-11 12:00:00, None, None, 110.1
None, None, -12.97, 54.15, None, None, None, None, 13.02, None, 16.61, 93.0, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2017-01-11 13:00:00, None, None, 110.3
None, None, -11.13, 51.35, None, None, None, None, 19.77, None, 8.2, 106.0, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2017-01-11 14:00:00, None, None, 109.8
None, None, -10.91, 52.3, None, None, None, None, 20.14, None, 9.21, 77.9, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2017-01-11 15:00:00, None, None, 110.2
None, None, -13.28, 53.26, None, None, None, None, 10.8, None, 18.31, 64.83, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2017-01-11 16:00:00, None, None, 109.9
None, None, -14.79, 54.5, None, None, None, None, 8.35, None, 20.69, 65.16, None, None, None, None, None, -21.0, None, None, None, None, None, None, 2017-01-11 17:00:00, None, None, 110.1
None, None, -14.62, 54.35, None, None, None, None, 6.874, None, 25.26, 63.82, None, None, None, None, None, -21.0, None, None, None, None, None, None, 2017-01-11 18:00:00, None, None, 109.9
None, None, -14.74, 54.15, None, None, None, None, 9.46, None, 22.54, 60.86, None, None, None, None, None, -21.0, None, None, None, None, None, None, 2017-01-11 19:00:00, None, None, 110.2
None, None, -12.51, 53.93, None, None, None, None, 7.45, None, 20.72, 61.95, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-11 20:00:00, None, None, 109.9
None, None, -11.91, 53.74, None, None, None, None, 34.61, None, 5.387, 55.59, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-11 21:00:00, None, None, 109.9
None, None, -11.63, 51.44, None, None, None, None, 11.53, None, 10.17, 80.1, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-11 22:00:00, None, None, 109.0
None, None, -11.62, 51.58, None, None, None, None, 8.88, None, 19.55, 79.2, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-11 23:00:00, None, None, 109.4
None, None, -10.91, 50.08, None, None, None, None, 6.885, None, 18.65, 89.2, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2017-01-12 00:00:00, None, None, 109.0
None, None, -10.48, 48.19, None, None, None, None, 3.213, None, 18.5, 81.7, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2017-01-12 01:00:00, None, None, 108.8
None, None, -10.24, 46.09, None, None, None, None, 4.923, None, 16.76, 79.5, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-12 02:00:00, None, None, 109.2
None, None, -10.63, 45.69, None, None, None, None, 6.805, None, 13.02, 74.9, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-12 03:00:00, None, None, 109.1
None, None, -9.99, 43.69, None, None, None, None, 14.24, None, 9.47, 90.2, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-12 04:00:00, None, None, 109.4
None, None, -10.11, 42.13, None, None, None, None, 16.57, None, 7.25, 81.6, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-12 05:00:00, None, None, 109.6
None, None, -10.62, 43.88, None, None, None, None, 26.8, None, 7.8, 106.7, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2017-01-12 06:00:00, None, None, 109.2
None, None, -9.9, 40.39, None, None, None, None, 37.0, None, 5.992, 110.0, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2017-01-12 07:00:00, None, None, 109.0
None, None, -9.89, 38.07, None, None, None, None, 38.49, None, 3.746, 136.5, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2017-01-12 08:00:00, None, None, 109.1
None, None, -8.25, 32.72, None, None, None, None, 30.91, None, 4.533, 157.5, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2017-01-12 09:00:00, None, None, 108.9
None, None, -5.308, 30.92, None, None, None, None, 47.92, None, 1.643, 141.1, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2017-01-12 10:00:00, None, None, 107.8
None, None, -5.296, 28.69, None, None, None, None, 36.4, None, 4.831, 140.1, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-12 11:00:00, None, None, 108.3
None, None, -3.997, 25.44, None, None, None, None, 26.76, None, 4.987, 136.9, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-12 12:00:00, None, None, 108.2
None, None, -3.72, 29.55, None, None, None, None, 32.49, None, 4.873, 241.4, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2017-01-12 13:00:00, None, None, 107.3
None, None, -3.48, 30.71, None, None, None, None, 26.6, None, 5.857, 257.0, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2017-01-12 14:00:00, None, None, 107.6
None, None, -3.891, 33.98, None, None, None, None, 26.54, None, 5.596, 265.7, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2017-01-12 15:00:00, None, None, 107.1
None, None, -6.143, 30.87, None, None, None, None, 21.39, None, 6.129, 274.7, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-12 16:00:00, None, None, 107.5
None, None, -9.25, 52.46, None, None, None, None, 15.43, None, 8.64, 294.1, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2017-01-12 17:00:00, None, None, 107.8
