station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, time
157.2, 2.0, None, 81.2, 2019-01-06 09:00:00
153.4, 2.0, None, 81.4, 2019-01-06 10:00:00
154.4, 2.4, None, 78.7, 2019-01-06 11:00:00
157.2, 2.8, None, 76.7, 2019-01-06 12:00:00
165.1, 3.5, None, 71.9, 2019-01-06 13:00:00
174.5, 3.7, None, 69.8, 2019-01-06 14:00:00
173.4, 2.8, None, 76.4, 2019-01-06 15:00:00
181.4, 2.4, None, 73.1, 2019-01-06 16:00:00
174.8, 2.3, None, 68.9, 2019-01-06 17:00:00
181.5, 1.9, None, 69.7, 2019-01-06 18:00:00
199.5, 1.5, None, 70.7, 2019-01-06 19:00:00
197.2, 1.3, None, 68.9, 2019-01-06 20:00:00
181.3, 1.3, None, 67.3, 2019-01-06 21:00:00
173.6, 0.8, None, 72.6, 2019-01-06 22:00:00
178.4, 0.3, None, 76.6, 2019-01-06 23:00:00
170.2, 0.2, None, 75.3, 2019-01-07 00:00:00
181.8, 0.4, None, 70.2, 2019-01-07 01:00:00
184.1, 0.4, None, 67.5, 2019-01-07 02:00:00
176.1, 0.1, None, 68.0, 2019-01-07 03:00:00
146.0, -0.8, None, 73.2, 2019-01-07 04:00:00
114.5, -1.2, None, 75.7, 2019-01-07 05:00:00
325.2, -1.6, None, 81.8, 2019-01-07 06:00:00
325.5, -2.3, None, 84.2, 2019-01-07 07:00:00
325.9, -2.7, None, 76.4, 2019-01-07 08:00:00
319.7, -3.0, None, 75.5, 2019-01-07 09:00:00
320.4, -3.4, None, 76.3, 2019-01-07 10:00:00
339.8, -3.5, None, 76.4, 2019-01-07 11:00:00
335.7, -3.7, None, 75.3, 2019-01-07 12:00:00
328.5, -4.1, None, 75.3, 2019-01-07 13:00:00
334.6, -4.7, None, 79.0, 2019-01-07 14:00:00
328.7, -5.0, None, 75.7, 2019-01-07 15:00:00
323.6, -5.2, None, 73.4, 2019-01-07 16:00:00
324.2, -5.7, None, 73.4, 2019-01-07 17:00:00
329.4, -6.2, None, 72.5, 2019-01-07 18:00:00
348.3, -6.6, None, 71.6, 2019-01-07 19:00:00
344.2, -7.7, None, 78.5, 2019-01-07 20:00:00
284.2, -9.2, None, 85.3, 2019-01-07 21:00:00
320.1, -10.2, None, 88.1, 2019-01-07 22:00:00
117.8, -11.9, None, 91.3, 2019-01-07 23:00:00
147.7, -12.6, None, 91.0, 2019-01-08 00:00:00
153.1, -13.5, None, 89.6, 2019-01-08 01:00:00
137.6, -14.2, None, 89.0, 2019-01-08 02:00:00
132.1, -14.4, None, 88.6, 2019-01-08 03:00:00
125.9, -12.6, None, 85.3, 2019-01-08 04:00:00
129.8, -13.9, None, 85.4, 2019-01-08 05:00:00
335.9, -15.5, None, 87.7, 2019-01-08 06:00:00
223.7, -16.1, None, 87.0, 2019-01-08 07:00:00
127.7, -14.5, None, 85.7, 2019-01-08 08:00:00
121.9, -13.1, None, 82.1, 2019-01-08 09:00:00
187.8, -13.2, None, 82.3, 2019-01-08 10:00:00
157.6, -12.9, None, 82.2, 2019-01-08 11:00:00
176.3, -11.4, None, 78.1, 2019-01-08 12:00:00
153.0, -10.1, None, 71.9, 2019-01-08 13:00:00
119.0, -9.1, None, 65.7, 2019-01-08 14:00:00
323.7, -8.5, None, 66.1, 2019-01-08 15:00:00
293.5, -8.5, None, 74.4, 2019-01-08 16:00:00
149.9, -8.2, None, 65.0, 2019-01-08 17:00:00
165.1, -7.0, None, 60.7, 2019-01-08 18:00:00
172.9, -6.7, None, 66.2, 2019-01-08 19:00:00
179.7, -7.5, None, 79.0, 2019-01-08 20:00:00
175.5, -8.0, None, 86.3, 2019-01-08 21:00:00
182.6, -7.6, None, 87.3, 2019-01-08 22:00:00
173.6, -6.9, None, 86.6, 2019-01-08 23:00:00
171.5, -6.5, None, 86.8, 2019-01-09 00:00:00
167.3, -6.2, None, 84.4, 2019-01-09 01:00:00
165.0, -5.7, None, 84.0, 2019-01-09 02:00:00
173.9, -5.6, None, 81.5, 2019-01-09 03:00:00
178.6, -5.1, None, 80.7, 2019-01-09 04:00:00
172.1, -4.9, None, 81.1, 2019-01-09 05:00:00
160.1, -4.4, None, 80.1, 2019-01-09 06:00:00
163.3, -4.0, None, 78.4, 2019-01-09 07:00:00
166.2, -4.4, None, 80.4, 2019-01-09 08:00:00
156.4, -3.8, None, 83.2, 2019-01-09 09:00:00
159.1, -3.8, None, 85.6, 2019-01-09 10:00:00
152.2, -3.2, None, 82.9, 2019-01-09 11:00:00
149.3, -3.1, None, 85.3, 2019-01-09 12:00:00
154.0, -2.6, None, 82.4, 2019-01-09 13:00:00
160.2, -2.5, None, 84.2, 2019-01-09 14:00:00
160.2, -2.2, None, 82.7, 2019-01-09 15:00:00
162.1, -2.1, None, 82.6, 2019-01-09 16:00:00
158.4, -1.9, None, 80.2, 2019-01-09 17:00:00
159.8, -1.7, None, 76.9, 2019-01-09 18:00:00
152.1, -1.6, None, 76.6, 2019-01-09 19:00:00
149.8, -1.5, None, 76.7, 2019-01-09 20:00:00
155.3, -1.4, None, 76.7, 2019-01-09 21:00:00
150.2, -1.4, None, 78.1, 2019-01-09 22:00:00
153.2, -1.2, None, 76.9, 2019-01-09 23:00:00
155.1, -1.0, None, 76.9, 2019-01-10 00:00:00
157.6, -1.0, None, 80.0, 2019-01-10 01:00:00
153.0, -1.1, None, 80.9, 2019-01-10 02:00:00
160.3, -0.9, None, 79.7, 2019-01-10 03:00:00
156.4, -0.6, None, 79.0, 2019-01-10 04:00:00
152.4, -0.5, None, 79.4, 2019-01-10 05:00:00
151.0, -0.4, None, 80.2, 2019-01-10 06:00:00
152.4, -0.3, None, 80.0, 2019-01-10 07:00:00
141.2, -0.2, None, 79.7, 2019-01-10 08:00:00
135.6, 0.2, None, 78.0, 2019-01-10 09:00:00
151.3, 0.8, None, 76.1, 2019-01-10 10:00:00
160.9, 1.2, None, 75.5, 2019-01-10 11:00:00
157.8, 1.6, None, 73.2, 2019-01-10 12:00:00
157.7, 1.8, None, 72.7, 2019-01-10 13:00:00
165.7, 2.3, None, 70.9, 2019-01-10 14:00:00
164.9, 2.3, None, 71.7, 2019-01-10 15:00:00
159.6, 2.1, None, 72.9, 2019-01-10 16:00:00
159.1, 1.9, None, 74.7, 2019-01-10 17:00:00
151.3, 1.7, None, 76.0, 2019-01-10 18:00:00
158.0, 1.8, None, 75.8, 2019-01-10 19:00:00
156.2, 1.9, None, 76.1, 2019-01-10 20:00:00
167.6, 2.1, None, 76.0, 2019-01-10 21:00:00
171.6, 2.1, None, 76.5, 2019-01-10 22:00:00
184.1, 2.0, None, 77.3, 2019-01-10 23:00:00
181.7, 2.0, None, 77.6, 2019-01-11 00:00:00
188.4, 2.0, None, 77.5, 2019-01-11 01:00:00
178.3, 2.4, None, 76.3, 2019-01-11 02:00:00
169.0, 2.5, None, 76.1, 2019-01-11 03:00:00
160.5, 2.6, None, 75.2, 2019-01-11 04:00:00
163.4, 2.7, None, 74.5, 2019-01-11 05:00:00
160.7, 2.6, None, 74.7, 2019-01-11 06:00:00
155.4, 2.6, None, 74.1, 2019-01-11 07:00:00
158.2, 2.5, None, 74.8, 2019-01-11 08:00:00
149.2, 2.9, None, 72.8, 2019-01-11 09:00:00
154.7, 3.1, None, 71.5, 2019-01-11 10:00:00
157.9, 3.4, None, 69.8, 2019-01-11 11:00:00
153.6, 3.5, None, 69.3, 2019-01-11 12:00:00
150.2, 3.7, None, 68.8, 2019-01-11 13:00:00
153.6, 4.0, None, 67.2, 2019-01-11 14:00:00
156.6, 4.1, None, 66.0, 2019-01-11 15:00:00
158.6, 3.9, None, 66.6, 2019-01-11 16:00:00
153.9, 3.6, None, 67.3, 2019-01-11 17:00:00
155.8, 3.5, None, 67.8, 2019-01-11 18:00:00
155.9, 3.5, None, 67.5, 2019-01-11 19:00:00
156.6, 3.3, None, 69.1, 2019-01-11 20:00:00
157.1, 3.2, None, 70.1, 2019-01-11 21:00:00
151.8, 3.0, None, 70.5, 2019-01-11 22:00:00
156.2, 3.0, None, 70.6, 2019-01-11 23:00:00
159.9, 2.9, None, 70.8, 2019-01-12 00:00:00
152.3, 2.6, None, 72.2, 2019-01-12 01:00:00
150.3, 2.5, None, 72.1, 2019-01-12 02:00:00
156.6, 2.4, None, 72.2, 2019-01-12 03:00:00
156.5, 2.4, None, 71.9, 2019-01-12 04:00:00
159.6, 2.6, None, 69.9, 2019-01-12 05:00:00
160.4, 2.6, None, 68.4, 2019-01-12 06:00:00
157.4, 2.6, None, 67.8, 2019-01-12 07:00:00
160.6, 2.5, None, 67.9, 2019-01-12 08:00:00
163.9, 2.4, None, 67.8, 2019-01-12 09:00:00
160.0, 2.6, None, 66.5, 2019-01-12 10:00:00
159.6, 3.1, None, 64.7, 2019-01-12 11:00:00
155.4, 3.5, None, 62.3, 2019-01-12 12:00:00
151.6, 3.5, None, 61.9, 2019-01-12 13:00:00
149.9, 4.2, None, 58.9, 2019-01-12 14:00:00
154.1, 3.6, None, 61.0, 2019-01-12 15:00:00
146.7, 2.8, None, 64.0, 2019-01-12 16:00:00
142.2, 2.5, None, 65.3, 2019-01-12 17:00:00
140.3, 2.0, None, 67.2, 2019-01-12 18:00:00
133.6, 1.8, None, 67.8, 2019-01-12 19:00:00
142.7, 1.4, None, 69.5, 2019-01-12 20:00:00
140.8, 1.1, None, 70.4, 2019-01-12 21:00:00
144.1, 1.1, None, 70.3, 2019-01-12 22:00:00
145.8, 0.9, None, 70.6, 2019-01-12 23:00:00
147.3, 0.7, None, 71.4, 2019-01-13 00:00:00
144.0, 0.8, None, 71.0, 2019-01-13 01:00:00
142.6, 0.7, None, 71.4, 2019-01-13 02:00:00
142.6, 0.7, None, 71.3, 2019-01-13 03:00:00
139.7, 0.5, None, 71.5, 2019-01-13 04:00:00
142.0, 0.2, None, 72.6, 2019-01-13 05:00:00
145.1, 0.0, None, 72.9, 2019-01-13 06:00:00
141.8, -0.2, None, 74.4, 2019-01-13 07:00:00
145.7, -0.4, None, 74.7, 2019-01-13 08:00:00
148.2, -0.8, None, 75.6, 2019-01-13 09:00:00
158.9, -0.8, None, 76.2, 2019-01-13 10:00:00
154.5, 0.5, None, 70.1, 2019-01-13 11:00:00
147.1, 0.6, None, 69.4, 2019-01-13 12:00:00
152.3, 0.4, None, 70.9, 2019-01-13 13:00:00
158.3, 0.6, None, 70.9, 2019-01-13 14:00:00
152.0, 0.9, None, 69.0, 2019-01-13 15:00:00
147.9, 0.4, None, 71.6, 2019-01-13 16:00:00
142.9, 0.3, None, 71.7, 2019-01-13 17:00:00
148.8, 0.0, None, 73.9, 2019-01-13 18:00:00
151.2, -0.4, None, 75.7, 2019-01-13 19:00:00
145.1, -0.5, None, 75.8, 2019-01-13 20:00:00
144.4, -0.8, None, 76.9, 2019-01-13 21:00:00
148.8, -1.1, None, 78.0, 2019-01-13 22:00:00
142.7, -1.2, None, 77.9, 2019-01-13 23:00:00
144.8, -1.5, None, 78.9, 2019-01-14 00:00:00
153.1, -1.7, None, 79.2, 2019-01-14 01:00:00
143.6, -1.9, None, 79.5, 2019-01-14 02:00:00
154.3, -1.9, None, 79.6, 2019-01-14 03:00:00
156.6, -2.4, None, 81.4, 2019-01-14 04:00:00
150.6, -2.3, None, 81.4, 2019-01-14 05:00:00
135.6, -2.0, None, 79.4, 2019-01-14 06:00:00
142.0, -2.1, None, 80.1, 2019-01-14 07:00:00
153.9, -2.5, None, 81.7, 2019-01-14 08:00:00
143.4, -2.5, None, 81.5, 2019-01-14 09:00:00
155.5, -2.2, None, 79.9, 2019-01-14 10:00:00
161.4, -1.5, None, 76.9, 2019-01-14 11:00:00
162.4, -1.0, None, 74.2, 2019-01-14 12:00:00
152.9, -0.4, None, 70.7, 2019-01-14 13:00:00
160.2, -0.4, None, 70.5, 2019-01-14 14:00:00
153.2, -0.8, None, 72.7, 2019-01-14 15:00:00
150.4, -1.7, None, 77.4, 2019-01-14 16:00:00
145.8, -2.3, None, 80.2, 2019-01-14 17:00:00
146.4, -2.7, None, 81.7, 2019-01-14 18:00:00
143.2, -2.9, None, 82.2, 2019-01-14 19:00:00
153.8, -3.3, None, 83.9, 2019-01-14 20:00:00
139.2, -3.4, None, 84.5, 2019-01-14 21:00:00
141.3, -3.6, None, 84.9, 2019-01-14 22:00:00
165.6, -4.2, None, 86.6, 2019-01-14 23:00:00
162.3, -4.7, None, 87.9, 2019-01-15 00:00:00
187.9, -4.8, None, 88.3, 2019-01-15 01:00:00
158.0, -4.6, None, 87.5, 2019-01-15 02:00:00
164.5, -4.7, None, 87.7, 2019-01-15 03:00:00
168.8, -4.8, None, 87.5, 2019-01-15 04:00:00
148.1, -4.4, None, 85.7, 2019-01-15 05:00:00
154.2, -4.6, None, 86.0, 2019-01-15 06:00:00
155.5, -4.7, None, 85.5, 2019-01-15 07:00:00
160.1, -5.1, None, 86.3, 2019-01-15 08:00:00
144.0, -4.8, None, 84.3, 2019-01-15 09:00:00
147.8, -4.2, None, 81.0, 2019-01-15 10:00:00
149.6, -3.6, None, 77.9, 2019-01-15 11:00:00
154.8, -3.2, None, 75.6, 2019-01-15 12:00:00
152.2, -2.9, None, 74.3, 2019-01-15 13:00:00
148.8, -2.8, None, 73.9, 2019-01-15 14:00:00
148.2, -3.0, None, 74.1, 2019-01-15 15:00:00
149.1, -3.8, None, 77.8, 2019-01-15 16:00:00
139.7, -4.4, None, 80.5, 2019-01-15 17:00:00
145.3, -4.8, None, 82.1, 2019-01-15 18:00:00
143.2, -5.1, None, 83.5, 2019-01-15 19:00:00
161.4, -5.8, None, 85.4, 2019-01-15 20:00:00
160.1, -6.3, None, 86.8, 2019-01-15 21:00:00
151.7, -6.2, None, 86.6, 2019-01-15 22:00:00
175.6, -7.4, None, 88.6, 2019-01-15 23:00:00
166.9, -7.6, None, 88.9, 2019-01-16 00:00:00
160.7, -7.2, None, 87.7, 2019-01-16 01:00:00
167.3, -7.3, None, 88.0, 2019-01-16 02:00:00
164.0, -7.4, None, 86.9, 2019-01-16 03:00:00
160.7, -7.1, None, 86.4, 2019-01-16 04:00:00
149.0, -6.7, None, 85.1, 2019-01-16 05:00:00
162.2, -6.9, None, 85.0, 2019-01-16 06:00:00
162.3, -6.8, None, 84.7, 2019-01-16 07:00:00
164.6, -6.8, None, 84.2, 2019-01-16 08:00:00
157.1, -6.8, None, 83.2, 2019-01-16 09:00:00
151.0, -6.2, None, 80.3, 2019-01-16 10:00:00
152.8, -5.4, None, 76.5, 2019-01-16 11:00:00
157.8, -4.7, None, 73.3, 2019-01-16 12:00:00
153.5, -4.1, None, 70.7, 2019-01-16 13:00:00
140.1, -3.9, None, 69.3, 2019-01-16 14:00:00
150.2, -4.1, None, 70.4, 2019-01-16 15:00:00
149.1, -4.8, None, 74.1, 2019-01-16 16:00:00
142.4, -5.1, None, 75.1, 2019-01-16 17:00:00
121.5, -5.0, None, 75.1, 2019-01-16 18:00:00
124.5, -4.8, None, 74.9, 2019-01-16 19:00:00
126.3, -4.7, None, 74.3, 2019-01-16 20:00:00
120.2, -4.6, None, 75.1, 2019-01-16 21:00:00
106.4, -4.5, None, 74.5, 2019-01-16 22:00:00
55.1, -4.6, None, 74.8, 2019-01-16 23:00:00
115.8, -4.5, None, 75.3, 2019-01-17 00:00:00
56.6, -4.7, None, 77.0, 2019-01-17 01:00:00
69.8, -4.9, None, 78.4, 2019-01-17 02:00:00
6.0, -5.2, None, 81.7, 2019-01-17 03:00:00
26.6, -5.2, None, 81.9, 2019-01-17 04:00:00
85.7, -4.6, None, 79.3, 2019-01-17 05:00:00
1.5, -5.1, None, 82.1, 2019-01-17 06:00:00
83.0, -5.2, None, 83.6, 2019-01-17 07:00:00
67.6, -5.2, None, 84.7, 2019-01-17 08:00:00
41.1, -4.7, None, 83.3, 2019-01-17 09:00:00
177.0, -3.8, None, 76.0, 2019-01-17 10:00:00
148.5, -3.6, None, 74.7, 2019-01-17 11:00:00
4.4, -2.9, None, 71.5, 2019-01-17 12:00:00
193.6, -2.1, None, 66.9, 2019-01-17 13:00:00
178.1, -1.9, None, 65.8, 2019-01-17 14:00:00
196.5, -1.6, None, 65.0, 2019-01-17 15:00:00
157.3, -1.7, None, 68.3, 2019-01-17 16:00:00
144.4, -1.8, None, 71.2, 2019-01-17 17:00:00
136.5, -2.0, None, 72.5, 2019-01-17 18:00:00
135.2, -2.0, None, 72.5, 2019-01-17 19:00:00
138.1, -2.1, None, 74.3, 2019-01-17 20:00:00
138.2, -2.4, None, 81.6, 2019-01-17 21:00:00
150.1, -2.6, None, 86.7, 2019-01-17 22:00:00
140.1, -2.5, None, 87.0, 2019-01-17 23:00:00
163.0, -2.4, None, 86.5, 2019-01-18 00:00:00
167.6, -2.4, None, 84.9, 2019-01-18 01:00:00
310.3, -4.0, None, 88.2, 2019-01-18 02:00:00
324.3, -4.7, None, 86.6, 2019-01-18 03:00:00
322.0, -5.1, None, 85.1, 2019-01-18 04:00:00
160.0, -2.0, None, 82.0, 2019-01-18 05:00:00
172.7, -1.1, None, 77.4, 2019-01-18 06:00:00
184.6, -1.6, None, 77.8, 2019-01-18 07:00:00
161.2, -0.4, None, 74.0, 2019-01-18 08:00:00
157.3, -0.3, None, 74.3, 2019-01-18 09:00:00
155.4, 0.0, None, 71.8, 2019-01-18 10:00:00
156.9, 0.3, None, 70.4, 2019-01-18 11:00:00
158.3, 0.7, None, 68.9, 2019-01-18 12:00:00
149.3, 1.1, None, 67.9, 2019-01-18 13:00:00
152.4, 1.1, None, 69.2, 2019-01-18 14:00:00
153.7, 1.2, None, 68.3, 2019-01-18 15:00:00
161.8, 1.1, None, 68.2, 2019-01-18 16:00:00
159.1, 1.1, None, 69.0, 2019-01-18 17:00:00
156.1, 1.1, None, 69.1, 2019-01-18 18:00:00
155.6, 0.9, None, 70.2, 2019-01-18 19:00:00
150.6, 0.8, None, 71.2, 2019-01-18 20:00:00
139.1, 0.6, None, 72.5, 2019-01-18 21:00:00
129.2, 0.5, None, 72.7, 2019-01-18 22:00:00
150.7, 0.6, None, 72.2, 2019-01-18 23:00:00
146.6, 0.6, None, 73.4, 2019-01-19 00:00:00
153.6, 0.9, None, 72.0, 2019-01-19 01:00:00
154.9, 0.9, None, 72.4, 2019-01-19 02:00:00
154.5, 0.7, None, 77.8, 2019-01-19 03:00:00
156.6, 0.3, None, 85.6, 2019-01-19 04:00:00
167.9, 0.4, None, 85.3, 2019-01-19 05:00:00
160.2, 0.5, None, 85.2, 2019-01-19 06:00:00
150.3, 1.1, None, 79.9, 2019-01-19 07:00:00
139.4, 1.2, None, 79.8, 2019-01-19 08:00:00
162.7, 1.6, None, 78.1, 2019-01-19 09:00:00
158.4, 1.7, None, 78.3, 2019-01-19 10:00:00
172.3, 1.7, None, 80.9, 2019-01-19 11:00:00
170.1, 2.3, None, 79.0, 2019-01-19 12:00:00
166.0, 2.6, None, 78.6, 2019-01-19 13:00:00
182.6, 3.1, None, 75.8, 2019-01-19 14:00:00
175.2, 3.4, None, 72.9, 2019-01-19 15:00:00
170.0, 3.8, None, 68.7, 2019-01-19 16:00:00
157.9, 3.3, None, 70.9, 2019-01-19 17:00:00
160.0, 2.7, None, 76.0, 2019-01-19 18:00:00
166.1, 1.7, None, 88.6, 2019-01-19 19:00:00
169.4, 1.5, None, 90.4, 2019-01-19 20:00:00
130.6, 1.6, None, 87.3, 2019-01-19 21:00:00
136.4, 2.1, None, 81.4, 2019-01-19 22:00:00
136.4, 2.3, None, 78.3, 2019-01-19 23:00:00
148.8, 2.4, None, 76.0, 2019-01-20 00:00:00
140.4, 2.1, None, 76.7, 2019-01-20 01:00:00
154.2, 2.0, None, 75.8, 2019-01-20 02:00:00
154.3, 1.6, None, 76.3, 2019-01-20 03:00:00
122.4, 0.7, None, 79.3, 2019-01-20 04:00:00
40.8, -1.3, None, 86.6, 2019-01-20 05:00:00
109.3, -1.7, None, 89.3, 2019-01-20 06:00:00
