X,Y,Name,CAUSE_GENERAL_KMZ,CURRENTSIZE,FIRENUMBER,FIRETYPE,FIREYEAR,Field_1,LATITUDE,LONGITUDE
-121.143783500666,49.5981541549371,V10353,Human,0.009,V10353,Fire,2015,2015,49.598148,-121.143768
-121.402267344356,49.5816708198509,V10356,Human,0.009,V10356,Fire,2015,2015,49.581665,-121.402252
-122.25740047421,49.1701068010626,V10362,Human,0.9,V10362,Fire,2015,2015,49.170101,-122.257385
-121.87273409589,49.4618053650051,V10370,Human,1386,V10370,Fire,2015,2015,49.4618,-121.872719
-122.580398676287,49.3530405724865,V10398,Human,0.009,V10398,Fire,2015,2015,49.353035,-122.580383
-131.956606755221,53.5885893943631,V10401,Human,0.009,V10401,Fire,2015,2015,53.588585,-131.956589
-123.226829679078,49.3585374972983,V10404,Human,0.15,V10404,Fire,2015,2015,49.358532,-123.226814
-132.132998243668,53.261654572715,V10410,Human,0.009,V10410,Fire,2015,2015,53.26165,-132.13298
-121.473014805013,49.7413388215938,V10411,Lightning,0.2,V10411,Fire,2015,2015,49.741333,-121.473
-121.247848327327,49.2139569188545,V10412,Lightning,0.3,V10412,Fire,2015,2015,49.213951,-121.247833
-121.185851829408,49.2616711322447,V10413,Lightning,3.9,V10413,Fire,2015,2015,49.261665,-121.185837
-121.145011749004,49.4066716442365,V10415,Lightning,0.1,V10415,Fire,2015,2015,49.406666,-121.144997
-121.883583132095,49.6139888698328,V10421,Lightning,0.009,V10421,Fire,2015,2015,49.613983,-121.883568
-121.8156509247,49.5876064720037,V10422,Lightning,0.009,V10422,Fire,2015,2015,49.587601,-121.815636
-122.006515527585,49.483922949131,V10439,Lightning,0.2,V10439,Fire,2015,2015,49.483917,-122.0065
-122.018417291338,49.3471545406662,V10452,Human,0.009,V10452,Fire,2015,2015,49.347149,-122.018402
-121.954864518001,49.5063724581284,V10476,Human,3,V10476,Fire,2015,2015,49.506367,-121.954849
-121.992881828887,49.5073070537885,V10484,Human,3,V10484,Fire,2015,2015,49.507301,-121.992867
-121.888381936122,49.633455271359,V10490,Human,0.009,V10490,Fire,2015,2015,49.633449,-121.888367
-122.75979647899,50.2943552972755,V30005,Human,1.5,V30005,Fire,2015,2015,50.29435,-122.759781
-122.570534047179,50.3111896205001,V30013,Human,0.1,V30013,Fire,2015,2015,50.311184,-122.570518
-122.478935455158,50.0464725157491,V30028,Lightning,0.14,V30028,Fire,2015,2015,50.046467,-122.47892
-123.236297806101,49.438756800928,V30065,Human,0.1,V30065,Fire,2015,2015,49.438751,-123.236282
-122.522545170453,50.0613727109673,V30072,Lightning,0.5,V30072,Fire,2015,2015,50.061367,-122.52253
-123.529114269333,50.2109544964681,V30080,Lightning,5.7,V30080,Fire,2015,2015,50.210949,-123.529099
-123.541931579684,50.2210061954782,V30082,Lightning,0.009,V30082,Fire,2015,2015,50.221001,-123.541916
-123.549812791367,50.248803903547,V30094,Lightning,0.09,V30094,Fire,2015,2015,50.248798,-123.549797
-123.555183878184,50.2416894960772,V30095,Lightning,0.009,V30095,Fire,2015,2015,50.241684,-123.555168
-122.524185495301,50.1366557176035,V30096,Lightning,0.1,V30096,Fire,2015,2015,50.13665,-122.52417
-123.604080707691,50.2711236983696,V30112,Lightning,0.46,V30112,Fire,2015,2015,50.271118,-123.604065
-123.5445179974,50.3095376996022,V30118,Lightning,0.009,V30118,Fire,2015,2015,50.309532,-123.544502
-122.7213672672,50.3042048975023,V30124,Human,0.009,V30124,Fire,2015,2015,50.304199,-122.721352
-123.151550590998,49.7939738262912,V30135,Human,0.009,V30135,Fire,2015,2015,49.793968,-123.151535
-122.711929696034,50.3794574091467,V30142,Human,0.009,V30142,Fire,2015,2015,50.379452,-122.711914
-123.555733221558,50.3775233080564,V30160,Lightning,12495,V30160,Fire,2015,2015,50.377518,-123.555717
-123.249550128853,49.4843729065314,V30178,Human,0.1,V30178,Fire,2015,2015,49.484367,-123.249535
-122.545662107307,49.8494548036929,V30209,Lightning,1.6,V30209,Fire,2015,2015,49.849449,-122.545647
-123.198196705639,49.8102053250554,V30213,Human,0.009,V30213,Fire,2015,2015,49.8102,-123.198181
-123.18653162573,50.5584543555261,V30214,Human,0.009,V30214,Fire,2015,2015,50.558449,-123.186516
-122.924530384608,50.2261713722836,V30217,Human,0.08,V30217,Fire,2015,2015,50.226166,-122.924515
-123.1559984628,49.6819552227342,V30219,Human,0.009,V30219,Fire,2015,2015,49.68195,-123.155983
-122.331649948107,49.7328052179998,V30238,Human,0.5,V30238,Fire,2015,2015,49.732799,-122.331635
-123.367615286426,50.6786555388396,V30241,Lightning,6735,V30241,Fire,2015,2015,50.67865,-123.367599
-122.395431815864,50.3037051369323,V30242,Lightning,0.1,V30242,Fire,2015,2015,50.303699,-122.395416
-123.392212475382,50.616571333255,V30269,Human,0.009,V30269,Fire,2015,2015,50.616566,-123.392197
-122.730064762703,50.2726572959199,V30277,Lightning,0.1,V30277,Fire,2015,2015,50.272652,-122.730049
-123.341179455476,50.6010073357495,V30376,Human,0.009,V30376,Fire,2015,2015,50.601002,-123.341164
-122.860267981672,50.2480219838938,V30397,Lightning,0.009,V30397,Fire,2015,2015,50.248016,-122.860252
-123.17618582797,49.5547884106131,V30408,Human,0.009,V30408,Fire,2015,2015,49.554783,-123.17617
-122.747131726743,50.4874896067958,V30426,Lightning,0.009,V30426,Fire,2015,2015,50.487484,-122.747116
-122.570846861192,50.3704890226959,V30431,Lightning,0.009,V30431,Fire,2015,2015,50.370483,-122.570831
-123.583580583995,50.5447214077164,V30453,Lightning,4,V30453,Fire,2015,2015,50.544716,-123.583565
-122.969635374937,50.1924723683206,V30457,Human,0.009,V30457,Fire,2015,2015,50.192467,-122.96962
-122.913582218516,50.3596056810095,V30472,Human,0.13,V30472,Fire,2015,2015,50.3596,-122.913567
-124.333412801861,50.2212732004744,V50032,Lightning,0.009,V50032,Fire,2015,2015,50.221268,-124.333397
-123.678299328557,49.9711740710176,V50077,Human,16,V50077,Fire,2015,2015,49.971168,-123.678284
-123.702766799245,49.8559892637574,V50079,Lightning,0.009,V50079,Fire,2015,2015,49.855984,-123.702751
-123.962829935562,49.4657037190603,V50086,Human,0.1,V50086,Fire,2015,2015,49.465698,-123.962814
-124.820831918234,50.0122238361718,V50097,Human,0.009,V50097,Fire,2015,2015,50.012218,-124.820816
-124.796784012098,50.0175224422725,V50121,Human,0.009,V50121,Fire,2015,2015,50.017517,-124.796768
-124.822663130965,50.7557884646684,V50239,Lightning,0.009,V50239,Fire,2015,2015,50.755783,-124.822647
-123.815033323332,49.5211236409377,V50256,Human,423,V50256,Fire,2015,2015,49.521118,-123.815018
-124.669869063896,49.9331719552557,V50323,Human,0.3,V50323,Fire,2015,2015,49.933166,-124.669853
-124.182449968892,50.5211732344961,V50352,Human,0.4,V50352,Fire,2015,2015,50.521168,-124.182434
-123.907333744755,49.5543725255077,V50365,Human,0.3,V50365,Fire,2015,2015,49.554367,-123.907318
-124.275597017624,49.6100899862508,V50428,Lightning,0.1,V50428,Fire,2015,2015,49.610084,-124.275581
-123.977432623949,49.8091218278119,V50430,Lightning,0.1,V50430,Fire,2015,2015,49.809116,-123.977417
-124.237999660706,50.4953210222684,V50436,Lightning,0.009,V50436,Fire,2015,2015,50.495315,-124.237984
-123.508530042204,49.749173882128,V50441,Human,30,V50441,Fire,2015,2015,49.749168,-123.508514
-123.885185864043,50.668340472226,V50449,Lightning,0.9,V50449,Fire,2015,2015,50.668335,-123.88517
-124.108551459065,49.8483712191195,V50474,Human,3.3,V50474,Fire,2015,2015,49.848366,-124.108536
-123.96734642276,49.05728690106,V60007,Human,0.009,V60007,Fire,2015,2015,49.057281,-123.967331
-124.133628955416,48.7339378674916,V60008,Human,1,V60008,Fire,2015,2015,48.733932,-124.133614
-124.349983439347,48.9174706468528,V60073,Lightning,0.009,V60073,Fire,2015,2015,48.917465,-124.349968
-123.912231532767,48.758340594444,V60093,Human,0.009,V60093,Fire,2015,2015,48.758335,-123.912216
-123.7383347486,48.9036386192977,V60116,Human,0.4,V60116,Fire,2015,2015,48.903633,-123.738319
-123.90258035045,48.4686066795827,V60143,Human,5.9,V60143,Fire,2015,2015,48.468601,-123.902565
-124.026283370604,48.4390884671877,V60189,Human,0.1,V60189,Fire,2015,2015,48.439083,-124.026268
-123.81420139258,48.6544397017187,V60207,Human,0.009,V60207,Fire,2015,2015,48.654434,-123.814186
-123.533149823505,48.957788251224,V60260,Human,0.009,V60260,Fire,2015,2015,48.957783,-123.533134
-123.753364717785,48.8079888155584,V60339,Human,3,V60339,Fire,2015,2015,48.807983,-123.753349
-123.942367655169,48.8093392893191,V60354,Human,16,V60354,Fire,2015,2015,48.809334,-123.942352
-124.155517817285,48.9341713710717,V60358,Human,0.009,V60358,Fire,2015,2015,48.934166,-124.155502
-123.848663431722,48.8251550064686,V60371,Human,9.7,V60371,Fire,2015,2015,48.82515,-123.848648
-124.182068116674,48.9035545739858,V60391,Lightning,0.009,V60391,Fire,2015,2015,48.903549,-124.182053
-123.650131273031,48.689103817879,V60395,Human,1.8,V60395,Fire,2015,2015,48.689098,-123.650116
-124.238632351436,48.6281715498663,V60407,Human,400,V60407,Fire,2015,2015,48.628166,-124.238617
-123.498214714664,48.5612390360672,V60432,Human,0.009,V60432,Fire,2015,2015,48.561234,-123.498199
-123.767547608898,48.3959709957108,V60448,Human,0.3,V60448,Fire,2015,2015,48.395966,-123.767532
-124.101097352156,49.0900055835152,V60477,Human,1.1,V60477,Fire,2015,2015,49.09,-124.101082
-124.270599734452,49.3193871798486,V70014,Human,0.01,V70014,Fire,2015,2015,49.319382,-124.270584
-124.533981666209,49.2953240442503,V70017,Human,0.009,V70017,Fire,2015,2015,49.295319,-124.533966
-124.728218503087,49.3144547194482,V70098,Human,0.009,V70098,Fire,2015,2015,49.314449,-124.728203
-124.131546273893,49.1937882897592,V70105,Human,0.009,V70105,Fire,2015,2015,49.193783,-124.131531
-123.888298202922,49.038453806108,V70134,Human,0.9,V70134,Fire,2015,2015,49.038448,-123.888283
-125.590866567383,49.0971046129786,V70141,Human,0.009,V70141,Fire,2015,2015,49.097099,-125.590851
-124.881096304109,49.2515045052068,V70159,Human,0.009,V70159,Fire,2015,2015,49.251499,-124.881081
-124.949501459339,49.4110046025936,V70168,Human,0.009,V70168,Fire,2015,2015,49.410999,-124.949486
-124.086151381146,49.1980568935159,V70172,Human,0.009,V70172,Fire,2015,2015,49.198051,-124.086136
-124.535431273944,49.3279892421577,V70184,Human,0.025,V70184,Fire,2015,2015,49.327984,-124.535416
-124.173332485179,49.1688400857209,V70185,Human,3.3,V70185,Fire,2015,2015,49.168835,-124.173317
-124.498230359455,49.29918824987,V70252,Human,0.009,V70252,Fire,2015,2015,49.299183,-124.498215
-125.026184434231,48.8843398721286,V70254,Human,0.1,V70254,Fire,2015,2015,48.884335,-125.026169
-123.840065194165,49.0581720152289,V70258,Human,18,V70258,Fire,2015,2015,49.058166,-123.84005
-124.984734025515,49.2587218888475,V70274,Human,450,V70274,Fire,2015,2015,49.258716,-124.984718
-124.569519386043,49.3583733455154,V70275,Human,0.009,V70275,Fire,2015,2015,49.358368,-124.569504
-125.642769374542,49.0804877055675,V70291,Human,0.009,V70291,Fire,2015,2015,49.080482,-125.642754
-124.440368959009,49.3076225532302,V70302,Human,0.009,V70302,Fire,2015,2015,49.307617,-124.440353
-124.858429384848,49.5229050172733,V70318,Human,0.009,V70318,Fire,2015,2015,49.5229,-124.858414
-124.911514744713,49.343572200264,V70360,Human,0.009,V70360,Fire,2015,2015,49.343567,-124.911499
-124.999931657379,49.0030036784179,V70366,Human,0.009,V70366,Fire,2015,2015,49.002998,-124.999916
-124.07543206825,49.2007729914362,V70378,Human,0.3,V70378,Fire,2015,2015,49.200767,-124.075417
-124.10559867488,49.1921059874986,V70379,Human,0.009,V70379,Fire,2015,2015,49.192101,-124.105583
-125.252884400906,49.3982902614647,V70387,Lightning,0.02,V70387,Fire,2015,2015,49.398285,-125.252869
-125.020431949551,49.3376555860391,V70389,Lightning,0.08,V70389,Fire,2015,2015,49.33765,-125.020416
-125.021835750096,49.34863818767,V70390,Lightning,1.8,V70390,Fire,2015,2015,49.348633,-125.02182
-125.173065680575,49.3328719683578,V70392,Lightning,3.8,V70392,Fire,2015,2015,49.332867,-125.17305
-125.011002076095,49.4283881924967,V70393,Lightning,0.009,V70393,Fire,2015,2015,49.428383,-125.010986
-124.8159793879,49.2147881069703,V70416,Human,0.009,V70416,Fire,2015,2015,49.214783,-124.815964
-123.998802441042,49.1430871006362,V70419,Human,0.009,V70419,Fire,2015,2015,49.143082,-123.998787
-123.90778371415,49.0742547091661,V70450,Human,0.1,V70450,Fire,2015,2015,49.074249,-123.907768
-124.487465274283,49.3295570552584,V70454,Human,0.3,V70454,Fire,2015,2015,49.329552,-124.48745
-124.776131119189,49.3240715186683,V70469,Human,0.009,V70469,Fire,2015,2015,49.324066,-124.776115
-124.498596547494,49.2343727474137,V70480,Human,0.009,V70480,Fire,2015,2015,49.234367,-124.498581
-125.616745599943,49.5721221265928,V80029,Lightning,0.009,V80029,Fire,2015,2015,49.572117,-125.61673
-126.07666852004,49.744870683121,V80066,Lightning,0.25,V80066,Fire,2015,2015,49.744865,-126.076652
-126.077416226401,49.7465567803489,V80074,Lightning,0.009,V80074,Fire,2015,2015,49.746552,-126.0774
-125.574700154274,50.11118845307,V80083,Human,0.009,V80083,Fire,2015,2015,50.111183,-125.574684
-126.151016986951,49.9286703721833,V80090,Lightning,0.009,V80090,Fire,2015,2015,49.928665,-126.151001
-125.539581943173,49.7552543475046,V80091,Lightning,0.009,V80091,Fire,2015,2015,49.755249,-125.539566
-126.156349907545,49.6733374641776,V80101,Human,0.009,V80101,Fire,2015,2015,49.673332,-126.156334
-125.537102333771,49.6887717445593,V80110,Lightning,0.1,V80110,Fire,2015,2015,49.688766,-125.537086
-125.247498244313,50.2308211953514,V80148,Human,0.009,V80148,Fire,2015,2015,50.230816,-125.247482
-124.924881515441,49.5875069079436,V80149,Human,0.009,V80149,Fire,2015,2015,49.587502,-124.924866
-125.43001632522,50.097386867745,V80171,Human,0.009,V80171,Fire,2015,2015,50.097381,-125.43
-125.13693298252,49.7258887902031,V80181,Human,0.009,V80181,Fire,2015,2015,49.725883,-125.136917
-124.908897930776,49.6967217125559,V80200,Human,0.009,V80200,Fire,2015,2015,49.696716,-124.908882
-125.328865570052,49.614121965873,V80235,Lightning,0.009,V80235,Fire,2015,2015,49.614117,-125.32885
-124.960983809062,49.5879570054473,V80278,Human,0.009,V80278,Fire,2015,2015,49.587952,-124.960968
-125.184898962139,49.6549392847768,V80297,Lightning,0.009,V80297,Fire,2015,2015,49.654934,-125.184883
-125.362831794015,49.9907889748152,V80337,Human,3.3,V80337,Fire,2015,2015,49.990784,-125.362816
-125.117897547247,49.6428390935086,V80338,Human,0.1,V80338,Fire,2015,2015,49.642834,-125.117882
-125.317162199229,49.7156043664042,V80418,Lightning,0.009,V80418,Fire,2015,2015,49.715599,-125.317146
-125.796265374921,50.0813384227163,V80424,Lightning,0.2,V80424,Fire,2015,2015,50.081333,-125.796249
-126.024666657991,50.2341551995018,V80460,Human,0.009,V80460,Fire,2015,2015,50.23415,-126.024651
-125.388901368147,49.9289069706643,V80475,Human,3,V80475,Fire,2015,2015,49.928902,-125.388885
-125.593400270496,51.7919899007058,V90021,Lightning,0.009,V90021,Fire,2015,2015,51.791984,-125.593384
-127.50229752218,50.4513562226567,V90120,Human,0.009,V90120,Fire,2015,2015,50.451351,-127.502281
-126.981835481458,50.536237097113,V90175,Human,0.7,V90175,Fire,2015,2015,50.536232,-126.981819
-127.118813719334,50.5847218819644,V90240,Human,0.009,V90240,Fire,2015,2015,50.584717,-127.118797
-126.227799300348,49.9409384683236,V90266,Human,0.009,V90266,Fire,2015,2015,49.940933,-126.227783
-127.525597811519,50.7294400334877,V90270,Lightning,17,V90270,Fire,2015,2015,50.729435,-127.525581
-128.123688987148,50.6858379595263,V90325,Human,0.009,V90325,Fire,2015,2015,50.685833,-128.123672
-127.494019648454,50.5250066282804,V90342,Human,0.009,V90342,Fire,2015,2015,50.525002,-127.494003
-126.435883613354,50.5547232625186,V90350,Human,0.009,V90350,Fire,2015,2015,50.554718,-126.435867
-127.10018281668,50.941655489255,V90374,Human,2,V90374,Fire,2015,2015,50.94165,-127.100166
-126.809098337354,50.4574713076173,V90405,Human,0.009,V90405,Fire,2015,2015,50.457466,-126.809082
-127.067948498376,50.566956885243,V90433,Human,0.009,V90433,Fire,2015,2015,50.566952,-127.067932
-126.430848207427,50.5546049593418,V90483,Human,0.1,V90483,Fire,2015,2015,50.5546,-126.430832
-125.734765575808,52.3166404977488,VA0106,Lightning,0.2,VA0106,Fire,2015,2015,52.316635,-125.734749
-125.694101461822,53.9810883430233,R10009,Human,0.009,R10009,Fire,2015,2015,53.981083,-125.694084
-125.336130299677,54.2050225011858,R10020,Human,4,R10020,Fire,2015,2015,54.205017,-125.336113
-125.50968358916,53.5878388632009,R10058,Lightning,0.009,R10058,Fire,2015,2015,53.587833,-125.509666
-125.695253626261,54.1136223488556,R10086,Human,0.009,R10086,Fire,2015,2015,54.113617,-125.695236
-125.761453983892,54.4945885496893,R10096,Human,0.009,R10096,Fire,2015,2015,54.494583,-125.761436
-126.72331447062,53.5820708035124,R10112,Lightning,437,R10112,Fire,2015,2015,53.582065,-126.723297
-125.656351058045,53.4366394383627,R10121,Human,0.1,R10121,Fire,2015,2015,53.436634,-125.656334
-125.177049798976,54.2553041169323,R10131,Lightning,2,R10131,Fire,2015,2015,54.255299,-125.177032
-126.447084890422,54.5178542510242,R20012,Human,1.5,R20012,Fire,2015,2015,54.517849,-126.447067
-126.489252931543,55.326955362626,R20078,Lightning,0.009,R20078,Fire,2015,2015,55.32695,-126.489235
-126.387766329752,54.3673377580102,R20098,Human,0.38,R20098,Fire,2015,2015,54.367332,-126.387749
-126.414949832766,54.3633895514127,R20102,Human,0.009,R20102,Fire,2015,2015,54.363384,-126.414932
-126.313685142661,55.1677718843326,R20134,Lightning,0.009,R20134,Fire,2015,2015,55.167766,-126.313667
-126.488817916061,55.0384040588668,R20141,Lightning,0.009,R20141,Fire,2015,2015,55.038399,-126.4888
-127.114366785975,53.7319731538401,R20148,Lightning,0.03,R20148,Fire,2015,2015,53.731968,-127.114349
-126.902582798078,54.6215223971044,R30006,Human,1.1,R30006,Fire,2015,2015,54.621517,-126.902565
-127.195788106288,54.7858557584341,R30008,Human,5,R30008,Fire,2015,2015,54.785851,-127.19577
-127.338869931698,55.0367216425276,R30014,Human,0.4,R30014,Fire,2015,2015,55.036716,-127.338852
-127.067820255085,54.7080893704847,R30015,Human,3.4,R30015,Fire,2015,2015,54.708084,-127.067802
-126.929300958079,54.7444548967147,R30021,Lightning,0.009,R30021,Fire,2015,2015,54.74445,-126.929283
-127.280650051513,55.083672947057,R30023,Lightning,0.009,R30023,Fire,2015,2015,55.083668,-127.280632
-127.180071610043,54.7694563608201,R30060,Human,0.009,R30060,Fire,2015,2015,54.769451,-127.180054
-126.935221316853,54.6462568914769,R30083,Human,0.8,R30083,Fire,2015,2015,54.646252,-126.935204
-126.789499875099,54.6082702133854,R30107,Human,0.009,R30107,Fire,2015,2015,54.608265,-126.789482
-126.90725213129,55.1666541046263,R30132,Lightning,0.009,R30132,Fire,2015,2015,55.166649,-126.907234
-127.488650268312,55.0709051161437,R30135,Lightning,1.5,R30135,Fire,2015,2015,55.0709,-127.488632
-126.981920886402,54.8160376895013,R30145,Human,0.009,R30145,Fire,2015,2015,54.816032,-126.981903
-127.176516374832,54.9411711610475,R30147,Human,0.009,R30147,Fire,2015,2015,54.941166,-127.176498
-127.173197499911,54.7702879637016,R30150,Human,0.009,R30150,Fire,2015,2015,54.770283,-127.17318
-126.94086709632,54.5801558919179,R30155,Human,0.009,R30155,Fire,2015,2015,54.580151,-126.940849
-128.049792328065,55.2435544413956,R40005,Human,2.6,R40005,Fire,2015,2015,55.243549,-128.049774
-127.69150064987,55.1970380937252,R40011,Human,0.1,R40011,Fire,2015,2015,55.197033,-127.691483
-128.011614829237,55.2831395546133,R40024,Lightning,0.009,R40024,Fire,2015,2015,55.283134,-128.011597
-127.739054759895,55.4352544948047,R40025,Human,0.009,R40025,Fire,2015,2015,55.435249,-127.739037
-128.368319412313,54.8699047946995,R40067,Human,0.009,R40067,Fire,2015,2015,54.8699,-128.368301
-128.278918245807,54.989987707128,R40105,Human,0.009,R40105,Fire,2015,2015,54.989983,-128.2789
-127.632349967894,55.2640890041149,R40110,Human,0.009,R40110,Fire,2015,2015,55.264084,-127.632332
-127.727503746942,55.1584371917514,R40117,Lightning,0.1,R40117,Fire,2015,2015,55.158432,-127.727486
-128.27977277094,55.0425542065037,R40120,Human,2,R40120,Fire,2015,2015,55.042549,-128.279755
-127.97891815561,55.1051884560608,R40159,Human,0.6,R40159,Fire,2015,2015,55.105183,-127.9789
-128.622622320216,54.5602390566321,R50004,Human,0.009,R50004,Fire,2015,2015,54.560234,-128.622604
-128.724566084439,53.9323208408021,R50010,Human,0.009,R50010,Fire,2015,2015,53.932316,-128.724548
-128.987399381501,55.5388233163059,R50038,Lightning,0.05,R50038,Fire,2015,2015,55.538818,-128.987381
-128.657183496271,54.4791729551684,R50048,Human,0.4,R50048,Fire,2015,2015,54.479168,-128.657165
-128.643053593329,53.9681370502545,R50056,Human,0.3,R50056,Fire,2015,2015,53.968132,-128.643036
-128.589327433449,54.1158230593876,R50066,Human,0.2,R50066,Fire,2015,2015,54.115818,-128.58931
-128.705355541652,54.5727207464596,R50069,Human,0.1,R50069,Fire,2015,2015,54.572716,-128.705338
-128.714754711113,54.0214703381559,R50071,Human,0.75,R50071,Fire,2015,2015,54.021465,-128.714737
-128.568011097927,54.5233395672196,R50074,Human,0.15,R50074,Fire,2015,2015,54.523334,-128.567993
-128.653673859844,54.1622059474109,R50075,Human,0.15,R50075,Fire,2015,2015,54.162201,-128.653656
-128.606112236559,54.3455707602892,R50076,Lightning,0.3,R50076,Fire,2015,2015,54.345566,-128.606094
-129.056750439357,55.1875050011065,R50084,Lightning,0.3,R50084,Fire,2015,2015,55.1875,-129.056732
-128.535250384039,54.2418720652764,R50087,Human,0.009,R50087,Fire,2015,2015,54.241867,-128.535233
-128.670534864087,54.4189045499662,R50097,Human,0.009,R50097,Fire,2015,2015,54.4189,-128.670517
-127.458467578249,53.0388730900083,R50101,Lightning,1159.3,R50101,Fire,2015,2015,53.038868,-127.45845
-128.412798490731,54.0634052831487,R50111,Lightning,1.5,R50111,Fire,2015,2015,54.0634,-128.412781
-129.036609262209,56.1580898145467,R50114,Lightning,8.2,R50114,Fire,2015,2015,56.158085,-129.03659
-128.673617265507,54.6449901518377,R50122,Human,0.1,R50122,Fire,2015,2015,54.644985,-128.673599
-128.965411047421,54.4987881106859,R50130,Human,0.009,R50130,Fire,2015,2015,54.498783,-128.965393
-128.837832300204,54.4358532312786,R50143,Human,0.009,R50143,Fire,2015,2015,54.435848,-128.837814
-128.50169637125,54.4739391756986,R50146,Human,0.5,R50146,Fire,2015,2015,54.473934,-128.501678
-130.28518960391,54.2289896268918,R80104,Human,3.7,R80104,Fire,2015,2015,54.228985,-130.285171
-128.42700410878,53.3147556716545,R80106,Lightning,142.3,R80106,Fire,2015,2015,53.314751,-128.426987
