station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, time
None, 7.8, 0.69, 77.0, 2017-05-28 07:00:00
None, 12.0, 1.44, 59.1, 2017-05-28 08:00:00
None, 14.2, 1.97, 50.3, 2017-05-28 09:00:00
None, 17.0, 1.35, 40.3, 2017-05-28 10:00:00
None, 19.8, 1.16, 32.9, 2017-05-28 11:00:00
None, 21.8, 2.6, 30.5, 2017-05-28 12:00:00
None, 24.4, 2.49, 26.3, 2017-05-28 13:00:00
None, 26.2, 2.2, 22.2, 2017-05-28 14:00:00
None, 27.7, 1.97, 17.7, 2017-05-28 15:00:00
None, 28.1, 2.11, 17.0, 2017-05-28 16:00:00
None, 28.5, 1.73, 17.0, 2017-05-28 17:00:00
None, 28.2, 2.57, 18.7, 2017-05-28 18:00:00
None, 27.6, 2.55, 20.3, 2017-05-28 19:00:00
None, 26.2, 1.87, 23.3, 2017-05-28 20:00:00
None, 23.5, 1.18, 29.5, 2017-05-28 21:00:00
None, 21.0, 1.43, 33.2, 2017-05-28 22:00:00
None, 19.1, 1.85, 38.0, 2017-05-28 23:00:00
None, 17.2, 1.41, 43.5, 2017-05-29 00:00:00
None, 16.0, 1.4, 47.3, 2017-05-29 01:00:00
None, 13.0, 0.55, 60.7, 2017-05-29 02:00:00
None, 11.5, 1.1, 66.1, 2017-05-29 03:00:00
None, 11.2, 0.79, 65.8, 2017-05-29 04:00:00
None, 9.1, 0.45, 77.3, 2017-05-29 05:00:00
None, 8.4, 0.5, 79.4, 2017-05-29 06:00:00
None, 10.3, 0.65, 73.4, 2017-05-29 07:00:00
None, 13.6, 1.66, 57.8, 2017-05-29 08:00:00
None, 15.8, 2.72, 49.9, 2017-05-29 09:00:00
None, 18.3, 2.83, 42.7, 2017-05-29 10:00:00
None, 20.4, 3.34, 36.7, 2017-05-29 11:00:00
None, 23.0, 3.41, 31.5, 2017-05-29 12:00:00
None, 25.1, 3.7, 27.3, 2017-05-29 13:00:00
None, 27.3, 2.64, 23.2, 2017-05-29 14:00:00
None, 28.3, 2.06, 21.5, 2017-05-29 15:00:00
None, 28.7, 2.34, 19.2, 2017-05-29 16:00:00
None, 29.0, 2.53, 17.5, 2017-05-29 17:00:00
None, 28.4, 2.76, 19.4, 2017-05-29 18:00:00
None, 27.6, 1.46, 21.5, 2017-05-29 19:00:00
None, 26.8, 0.7, 24.9, 2017-05-29 20:00:00
None, 23.3, 0.92, 37.0, 2017-05-29 21:00:00
None, 21.2, 1.09, 36.7, 2017-05-29 22:00:00
None, 19.4, 1.03, 41.2, 2017-05-29 23:00:00
None, 17.7, 1.28, 46.4, 2017-05-30 00:00:00
None, 16.4, 0.91, 50.2, 2017-05-30 01:00:00
None, 15.2, 1.15, 53.8, 2017-05-30 02:00:00
None, 13.7, 0.95, 60.5, 2017-05-30 03:00:00
None, 12.3, 0.74, 66.8, 2017-05-30 04:00:00
None, 12.0, 0.99, 65.8, 2017-05-30 05:00:00
None, 11.4, 0.84, 69.4, 2017-05-30 06:00:00
None, 12.0, 1.3, 66.3, 2017-05-30 07:00:00
None, 14.1, 2.45, 59.0, 2017-05-30 08:00:00
None, 16.3, 2.97, 51.1, 2017-05-30 09:00:00
None, 18.6, 3.16, 44.4, 2017-05-30 10:00:00
None, 21.3, 3.0, 37.4, 2017-05-30 11:00:00
None, 24.3, 3.62, 30.4, 2017-05-30 12:00:00
None, 24.8, 2.57, 28.9, 2017-05-30 13:00:00
None, 25.5, 2.21, 26.8, 2017-05-30 14:00:00
None, 26.8, 1.29, 21.7, 2017-05-30 15:00:00
None, 26.9, 1.34, 21.7, 2017-05-30 16:00:00
None, 27.6, 0.89, 20.2, 2017-05-30 17:00:00
None, 27.5, 1.5, 21.2, 2017-05-30 18:00:00
None, 26.6, 1.39, 25.3, 2017-05-30 19:00:00
None, 24.4, 2.85, 31.6, 2017-05-30 20:00:00
None, 19.3, 2.82, 49.2, 2017-05-30 21:00:00
None, 16.9, 1.59, 62.0, 2017-05-30 22:00:00
None, 15.9, 1.06, 67.9, 2017-05-30 23:00:00
None, 15.1, 0.87, 71.5, 2017-05-31 00:00:00
None, 14.0, 0.66, 76.7, 2017-05-31 01:00:00
None, 14.0, 0.91, 76.8, 2017-05-31 02:00:00
None, 14.4, 1.76, 72.3, 2017-05-31 03:00:00
None, 14.2, 1.14, 72.0, 2017-05-31 04:00:00
None, 13.6, 0.85, 75.2, 2017-05-31 05:00:00
None, 12.5, 0.56, 81.7, 2017-05-31 06:00:00
None, 12.1, 1.34, 87.5, 2017-05-31 07:00:00
None, 11.8, 2.01, 89.0, 2017-05-31 08:00:00
None, 12.1, 1.83, 90.9, 2017-05-31 09:00:00
None, 12.7, 2.18, 89.0, 2017-05-31 10:00:00
None, 14.1, 1.91, 82.1, 2017-05-31 11:00:00
None, 16.2, 2.83, 71.7, 2017-05-31 12:00:00
None, 18.5, 3.04, 62.1, 2017-05-31 13:00:00
None, 19.5, 2.9, 54.6, 2017-05-31 14:00:00
None, 19.3, 2.58, 54.3, 2017-05-31 15:00:00
None, 19.3, 2.7, 57.2, 2017-05-31 16:00:00
None, 20.4, 2.89, 48.8, 2017-05-31 17:00:00
None, 21.5, 2.39, 41.8, 2017-05-31 18:00:00
None, 21.5, 1.74, 42.2, 2017-05-31 19:00:00
None, 21.5, 1.36, 42.7, 2017-05-31 20:00:00
None, 20.5, 1.46, 48.0, 2017-05-31 21:00:00
None, 17.1, 3.01, 61.1, 2017-05-31 22:00:00
None, 15.1, 1.28, 71.2, 2017-05-31 23:00:00
None, 14.2, 1.59, 73.7, 2017-06-01 00:00:00
None, 13.0, 2.41, 81.7, 2017-06-01 01:00:00
None, 12.3, 2.71, 89.1, 2017-06-01 02:00:00
None, 12.2, 1.64, 89.7, 2017-06-01 03:00:00
None, 11.8, 1.28, 90.2, 2017-06-01 04:00:00
None, 11.8, 1.33, 89.3, 2017-06-01 05:00:00
None, 12.0, 1.32, 87.5, 2017-06-01 06:00:00
None, 12.3, 1.22, 88.6, 2017-06-01 07:00:00
None, 12.8, 1.33, 87.8, 2017-06-01 08:00:00
None, 14.0, 2.32, 78.8, 2017-06-01 09:00:00
None, 14.8, 2.7, 76.2, 2017-06-01 10:00:00
None, 17.0, 2.33, 64.4, 2017-06-01 11:00:00
None, 18.3, 2.55, 56.5, 2017-06-01 12:00:00
None, 18.4, 2.78, 54.6, 2017-06-01 13:00:00
None, 18.7, 3.04, 50.2, 2017-06-01 14:00:00
None, 19.0, 2.82, 48.6, 2017-06-01 15:00:00
None, 19.2, 4.18, 46.5, 2017-06-01 16:00:00
None, 19.0, 3.7, 44.4, 2017-06-01 17:00:00
None, 16.2, 3.06, 61.5, 2017-06-01 18:00:00
None, 14.7, 3.19, 70.4, 2017-06-01 19:00:00
None, 14.4, 2.11, 70.2, 2017-06-01 20:00:00
None, 13.9, 2.0, 69.6, 2017-06-01 21:00:00
None, 13.2, 1.71, 70.2, 2017-06-01 22:00:00
None, 12.4, 1.16, 73.9, 2017-06-01 23:00:00
None, 11.6, 1.59, 80.6, 2017-06-02 00:00:00
None, 11.4, 1.76, 80.1, 2017-06-02 01:00:00
None, 11.8, 2.32, 76.3, 2017-06-02 02:00:00
None, 11.9, 3.47, 73.1, 2017-06-02 03:00:00
None, 11.3, 2.89, 78.9, 2017-06-02 04:00:00
None, 10.7, 2.11, 83.4, 2017-06-02 05:00:00
None, 10.5, 2.58, 84.9, 2017-06-02 06:00:00
None, 10.7, 2.35, 86.8, 2017-06-02 07:00:00
None, 11.6, 2.88, 80.6, 2017-06-02 08:00:00
None, 12.3, 3.88, 73.1, 2017-06-02 09:00:00
None, 13.0, 3.69, 70.3, 2017-06-02 10:00:00
None, 13.7, 3.41, 65.6, 2017-06-02 11:00:00
None, 15.2, 3.95, 54.3, 2017-06-02 12:00:00
None, 15.7, 4.69, 52.4, 2017-06-02 13:00:00
None, 16.5, 4.42, 48.7, 2017-06-02 14:00:00
None, 15.4, 5.13, 54.2, 2017-06-02 15:00:00
None, 15.0, 3.76, 57.3, 2017-06-02 16:00:00
None, 17.0, 3.98, 46.0, 2017-06-02 17:00:00
None, 16.6, 4.27, 47.0, 2017-06-02 18:00:00
None, 15.7, 3.69, 50.6, 2017-06-02 19:00:00
None, 15.5, 3.09, 51.4, 2017-06-02 20:00:00
None, 15.3, 3.3, 52.8, 2017-06-02 21:00:00
None, 15.0, 3.13, 54.3, 2017-06-02 22:00:00
None, 14.1, 2.94, 58.7, 2017-06-02 23:00:00
None, 13.4, 2.44, 61.5, 2017-06-03 00:00:00
None, 12.5, 1.59, 64.1, 2017-06-03 01:00:00
None, 11.4, 1.87, 70.0, 2017-06-03 02:00:00
None, 10.5, 1.75, 73.4, 2017-06-03 03:00:00
None, 9.7, 1.49, 75.6, 2017-06-03 04:00:00
None, 9.6, 1.32, 75.6, 2017-06-03 05:00:00
None, 9.7, 1.63, 74.7, 2017-06-03 06:00:00
None, 10.7, 3.56, 69.6, 2017-06-03 07:00:00
None, 13.0, 4.8, 57.8, 2017-06-03 08:00:00
None, 14.5, 4.93, 52.2, 2017-06-03 09:00:00
None, 16.1, 4.47, 46.8, 2017-06-03 10:00:00
None, 16.6, 4.97, 45.4, 2017-06-03 11:00:00
None, 17.6, 3.92, 42.3, 2017-06-03 12:00:00
None, 19.0, 3.61, 36.9, 2017-06-03 13:00:00
None, 19.4, 3.55, 32.0, 2017-06-03 14:00:00
None, 20.0, 4.69, 30.3, 2017-06-03 15:00:00
None, 20.8, 5.19, 26.9, 2017-06-03 16:00:00
None, 20.9, 5.91, 25.2, 2017-06-03 17:00:00
None, 17.7, 4.35, 39.3, 2017-06-03 18:00:00
None, 14.6, 4.26, 51.2, 2017-06-03 19:00:00
None, 13.4, 3.73, 56.1, 2017-06-03 20:00:00
None, 11.6, 2.86, 67.1, 2017-06-03 21:00:00
None, 10.4, 1.05, 75.0, 2017-06-03 22:00:00
None, 7.9, 0.37, 84.3, 2017-06-03 23:00:00
None, 6.4, 0.4, 88.0, 2017-06-04 00:00:00
None, 5.2, 0.23, 90.6, 2017-06-04 01:00:00
None, 4.2, 0.24, 92.0, 2017-06-04 02:00:00
None, 3.3, 0.25, 93.5, 2017-06-04 03:00:00
None, 2.7, 0.1, 93.7, 2017-06-04 04:00:00
None, 2.3, 0.18, 92.9, 2017-06-04 05:00:00
None, 2.6, 0.27, 92.1, 2017-06-04 06:00:00
None, 3.9, 0.98, 91.9, 2017-06-04 07:00:00
None, 7.2, 1.26, 83.0, 2017-06-04 08:00:00
None, 8.6, 1.58, 81.1, 2017-06-04 09:00:00
None, 10.2, 1.3, 73.8, 2017-06-04 10:00:00
None, 12.4, 1.0, 63.6, 2017-06-04 11:00:00
None, 14.1, 1.75, 56.0, 2017-06-04 12:00:00
None, 16.6, 2.54, 48.7, 2017-06-04 13:00:00
None, 19.2, 3.03, 35.0, 2017-06-04 14:00:00
None, 20.5, 1.76, 27.6, 2017-06-04 15:00:00
None, 20.5, 1.48, 26.7, 2017-06-04 16:00:00
None, 17.6, 3.77, 42.6, 2017-06-04 17:00:00
None, 17.2, 3.73, 42.2, 2017-06-04 18:00:00
None, 16.2, 3.52, 43.6, 2017-06-04 19:00:00
None, 15.2, 4.63, 48.1, 2017-06-04 20:00:00
None, 13.4, 3.7, 53.4, 2017-06-04 21:00:00
None, 12.2, 3.53, 58.5, 2017-06-04 22:00:00
None, 11.1, 1.91, 62.5, 2017-06-04 23:00:00
None, 9.2, 0.66, 71.8, 2017-06-05 00:00:00
None, 7.0, 0.4, 80.0, 2017-06-05 01:00:00
None, 5.2, 0.21, 87.0, 2017-06-05 02:00:00
None, 4.1, 0.36, 89.3, 2017-06-05 03:00:00
None, 3.2, 0.23, 91.5, 2017-06-05 04:00:00
None, 2.2, 0.29, 92.5, 2017-06-05 05:00:00
None, 1.9, 0.27, 93.1, 2017-06-05 06:00:00
None, 4.8, 0.18, 82.4, 2017-06-05 07:00:00
None, 9.5, 0.46, 68.2, 2017-06-05 08:00:00
None, 11.3, 0.79, 61.2, 2017-06-05 09:00:00
None, 13.5, 0.96, 51.0, 2017-06-05 10:00:00
None, 15.7, 1.44, 43.5, 2017-06-05 11:00:00
None, 18.0, 1.55, 31.9, 2017-06-05 12:00:00
None, 19.9, 1.68, 24.9, 2017-06-05 13:00:00
None, 20.6, 1.62, 23.1, 2017-06-05 14:00:00
None, 20.9, 1.94, 20.4, 2017-06-05 15:00:00
None, 21.9, 2.42, 18.2, 2017-06-05 16:00:00
None, 22.7, 2.29, 16.8, 2017-06-05 17:00:00
None, 22.7, 2.12, 16.8, 2017-06-05 18:00:00
None, 22.8, 1.66, 17.2, 2017-06-05 19:00:00
None, 22.2, 1.77, 18.5, 2017-06-05 20:00:00
None, 19.2, 0.73, 31.3, 2017-06-05 21:00:00
None, 15.0, 0.62, 45.4, 2017-06-05 22:00:00
None, 12.3, 0.44, 56.7, 2017-06-05 23:00:00
None, 12.3, 1.21, 51.1, 2017-06-06 00:00:00
None, 12.0, 1.47, 52.5, 2017-06-06 01:00:00
None, 10.7, 1.07, 58.4, 2017-06-06 02:00:00
None, 9.9, 0.98, 61.4, 2017-06-06 03:00:00
None, 7.7, 0.46, 71.1, 2017-06-06 04:00:00
None, 6.8, 0.84, 75.3, 2017-06-06 05:00:00
None, 6.2, 0.54, 78.7, 2017-06-06 06:00:00
None, 8.1, 0.56, 72.9, 2017-06-06 07:00:00
None, 11.3, 1.55, 60.3, 2017-06-06 08:00:00
None, 13.3, 2.03, 53.6, 2017-06-06 09:00:00
None, 16.3, 2.44, 42.7, 2017-06-06 10:00:00
None, 18.7, 2.36, 36.2, 2017-06-06 11:00:00
None, 20.6, 3.42, 30.6, 2017-06-06 12:00:00
None, 22.2, 3.75, 25.4, 2017-06-06 13:00:00
None, 23.3, 3.77, 21.9, 2017-06-06 14:00:00
None, 23.4, 4.21, 22.0, 2017-06-06 15:00:00
None, 23.6, 3.64, 21.1, 2017-06-06 16:00:00
None, 24.2, 3.16, 20.0, 2017-06-06 17:00:00
None, 24.2, 3.56, 20.4, 2017-06-06 18:00:00
None, 24.0, 2.81, 21.3, 2017-06-06 19:00:00
None, 23.9, 2.34, 22.0, 2017-06-06 20:00:00
None, 22.3, 1.25, 25.0, 2017-06-06 21:00:00
None, 17.7, 0.8, 41.1, 2017-06-06 22:00:00
None, 14.2, 0.46, 54.0, 2017-06-06 23:00:00
None, 12.9, 0.74, 57.4, 2017-06-07 00:00:00
None, 13.0, 1.21, 53.8, 2017-06-07 01:00:00
None, 12.0, 1.25, 58.4, 2017-06-07 02:00:00
None, 10.6, 0.68, 65.6, 2017-06-07 03:00:00
None, 8.6, 0.51, 74.2, 2017-06-07 04:00:00
None, 7.5, 0.37, 79.5, 2017-06-07 05:00:00
None, 7.3, 0.44, 80.0, 2017-06-07 06:00:00
None, 10.5, 0.83, 66.6, 2017-06-07 07:00:00
None, 13.6, 1.37, 56.0, 2017-06-07 08:00:00
None, 15.9, 2.03, 47.9, 2017-06-07 09:00:00
None, 17.8, 2.79, 41.9, 2017-06-07 10:00:00
None, 20.0, 2.88, 35.7, 2017-06-07 11:00:00
None, 22.2, 2.48, 30.7, 2017-06-07 12:00:00
None, 24.4, 2.15, 26.9, 2017-06-07 13:00:00
None, 25.3, 2.73, 25.1, 2017-06-07 14:00:00
None, 25.6, 2.48, 24.8, 2017-06-07 15:00:00
None, 26.9, 3.27, 20.4, 2017-06-07 16:00:00
None, 27.9, 3.74, 15.9, 2017-06-07 17:00:00
None, 28.0, 3.06, 17.0, 2017-06-07 18:00:00
None, 27.7, 2.72, 18.1, 2017-06-07 19:00:00
None, 27.0, 2.05, 19.2, 2017-06-07 20:00:00
None, 24.6, 1.47, 25.5, 2017-06-07 21:00:00
None, 20.5, 1.18, 36.5, 2017-06-07 22:00:00
None, 17.7, 0.6, 45.6, 2017-06-07 23:00:00
None, 15.6, 0.65, 52.4, 2017-06-08 00:00:00
None, 13.5, 0.7, 60.1, 2017-06-08 01:00:00
None, 12.1, 0.43, 63.9, 2017-06-08 02:00:00
None, 10.8, 0.22, 70.9, 2017-06-08 03:00:00
None, 9.9, 0.52, 74.2, 2017-06-08 04:00:00
None, 9.5, 0.62, 74.3, 2017-06-08 05:00:00
None, 9.4, 0.58, 74.1, 2017-06-08 06:00:00
None, 10.7, 1.07, 72.6, 2017-06-08 07:00:00
None, 13.1, 0.97, 63.4, 2017-06-08 08:00:00
None, 15.2, 1.37, 56.2, 2017-06-08 09:00:00
None, 17.3, 2.31, 49.3, 2017-06-08 10:00:00
None, 19.1, 2.64, 45.6, 2017-06-08 11:00:00
None, 19.4, 3.3, 47.1, 2017-06-08 12:00:00
None, 20.4, 2.14, 48.9, 2017-06-08 13:00:00
None, 22.5, 0.92, 43.1, 2017-06-08 14:00:00
None, 23.2, 1.27, 41.2, 2017-06-08 15:00:00
None, 22.1, 2.24, 48.0, 2017-06-08 16:00:00
None, 18.1, 2.71, 69.7, 2017-06-08 17:00:00
None, 17.0, 1.45, 84.7, 2017-06-08 18:00:00
None, 17.5, 1.46, 81.9, 2017-06-08 19:00:00
None, 16.6, 2.64, 81.2, 2017-06-08 20:00:00
None, 15.2, 1.37, 92.3, 2017-06-08 21:00:00
None, 14.8, 1.33, 93.6, 2017-06-08 22:00:00
None, 14.4, 1.85, 91.7, 2017-06-08 23:00:00
None, 14.0, 1.27, 92.5, 2017-06-09 00:00:00
None, 13.7, 2.03, 88.4, 2017-06-09 01:00:00
None, 13.4, 2.53, 83.5, 2017-06-09 02:00:00
None, 12.9, 2.61, 85.1, 2017-06-09 03:00:00
None, 12.1, 2.38, 86.8, 2017-06-09 04:00:00
None, 11.5, 2.81, 89.3, 2017-06-09 05:00:00
None, 11.6, 2.36, 85.6, 2017-06-09 06:00:00
None, 11.1, 2.47, 86.1, 2017-06-09 07:00:00
None, 10.8, 2.21, 86.6, 2017-06-09 08:00:00
None, 11.0, 1.45, 87.2, 2017-06-09 09:00:00
None, 11.5, 1.44, 83.6, 2017-06-09 10:00:00
None, 11.7, 1.68, 78.3, 2017-06-09 11:00:00
None, 9.9, 2.27, 88.8, 2017-06-09 12:00:00
None, 8.8, 2.93, 89.9, 2017-06-09 13:00:00
None, 8.6, 2.92, 89.1, 2017-06-09 14:00:00
None, 8.5, 2.22, 89.9, 2017-06-09 15:00:00
None, 9.4, 2.03, 85.9, 2017-06-09 16:00:00
None, 9.6, 2.06, 83.2, 2017-06-09 17:00:00
None, 9.2, 2.09, 82.5, 2017-06-09 18:00:00
None, 8.7, 1.91, 82.7, 2017-06-09 19:00:00
None, 8.3, 2.0, 84.8, 2017-06-09 20:00:00
None, 7.7, 1.55, 89.8, 2017-06-09 21:00:00
None, 7.2, 1.58, 92.9, 2017-06-09 22:00:00
None, 6.6, 1.6, 94.2, 2017-06-09 23:00:00
None, 6.1, 1.78, 94.4, 2017-06-10 00:00:00
None, 5.0, 1.67, 93.5, 2017-06-10 01:00:00
None, 4.7, 1.2, 94.1, 2017-06-10 02:00:00
None, 4.5, 1.52, 94.2, 2017-06-10 03:00:00
None, 4.2, 1.38, 93.9, 2017-06-10 04:00:00
None, 3.9, 1.13, 94.5, 2017-06-10 05:00:00
None, 3.7, 1.15, 95.3, 2017-06-10 06:00:00
None, 3.8, 1.01, 95.6, 2017-06-10 07:00:00
None, 4.1, 0.46, 93.9, 2017-06-10 08:00:00
None, 4.5, 0.55, 92.6, 2017-06-10 09:00:00
None, 4.6, 1.09, 93.8, 2017-06-10 10:00:00
None, 5.3, 1.53, 91.7, 2017-06-10 11:00:00
None, 6.0, 1.65, 87.7, 2017-06-10 12:00:00
None, 8.1, 1.65, 80.8, 2017-06-10 13:00:00
None, 10.5, 1.33, 69.5, 2017-06-10 14:00:00
None, 11.2, 1.53, 66.3, 2017-06-10 15:00:00
None, 11.3, 1.76, 69.0, 2017-06-10 16:00:00
None, 11.8, 0.59, 67.2, 2017-06-10 17:00:00
None, 11.9, 1.54, 67.5, 2017-06-10 18:00:00
None, 11.6, 2.95, 63.3, 2017-06-10 19:00:00
None, 11.3, 2.66, 67.1, 2017-06-10 20:00:00
None, 10.7, 1.56, 70.2, 2017-06-10 21:00:00
None, 10.2, 1.17, 74.6, 2017-06-10 22:00:00
None, 9.7, 0.74, 80.6, 2017-06-10 23:00:00
None, 9.5, 0.47, 80.9, 2017-06-11 00:00:00
None, 9.1, 0.77, 83.1, 2017-06-11 01:00:00
None, 8.9, 0.96, 84.1, 2017-06-11 02:00:00
None, 8.4, 1.23, 88.5, 2017-06-11 03:00:00
None, 8.4, 1.14, 90.2, 2017-06-11 04:00:00
None, 8.5, 1.28, 90.2, 2017-06-11 05:00:00
None, 8.7, 1.57, 87.9, 2017-06-11 06:00:00
None, 8.9, 1.45, 86.3, 2017-06-11 07:00:00
None, 9.2, 1.2, 84.8, 2017-06-11 08:00:00
None, 9.8, 1.91, 79.8, 2017-06-11 09:00:00
None, 10.6, 2.19, 76.5, 2017-06-11 10:00:00
None, 12.1, 3.49, 66.3, 2017-06-11 11:00:00
None, 13.6, 4.12, 57.2, 2017-06-11 12:00:00
None, 14.1, 4.55, 55.1, 2017-06-11 13:00:00
None, 14.5, 4.39, 54.2, 2017-06-11 14:00:00
None, 15.0, 4.99, 52.6, 2017-06-11 15:00:00
None, 14.9, 4.35, 53.7, 2017-06-11 16:00:00
None, 14.9, 3.85, 54.5, 2017-06-11 17:00:00
None, 14.5, 2.99, 56.8, 2017-06-11 18:00:00
None, 14.1, 2.91, 59.2, 2017-06-11 19:00:00
None, 13.9, 2.95, 59.8, 2017-06-11 20:00:00
None, 13.4, 2.09, 61.4, 2017-06-11 21:00:00
None, 12.5, 1.53, 65.0, 2017-06-11 22:00:00
None, 10.2, 0.71, 77.9, 2017-06-11 23:00:00
None, 9.0, 0.72, 83.6, 2017-06-12 00:00:00
None, 8.3, 0.81, 86.9, 2017-06-12 01:00:00
None, 8.9, 1.27, 83.5, 2017-06-12 02:00:00
None, 9.2, 1.03, 83.1, 2017-06-12 03:00:00
None, 8.5, 0.61, 87.6, 2017-06-12 04:00:00
None, 8.1, 0.66, 89.6, 2017-06-12 05:00:00
None, 8.8, 1.32, 87.3, 2017-06-12 06:00:00
None, 10.4, 1.5, 79.9, 2017-06-12 07:00:00
None, 12.0, 1.99, 72.0, 2017-06-12 08:00:00
None, 13.4, 2.94, 64.9, 2017-06-12 09:00:00
None, 14.7, 2.5, 60.3, 2017-06-12 10:00:00
None, 17.1, 2.43, 52.9, 2017-06-12 11:00:00
None, 19.2, 2.68, 46.6, 2017-06-12 12:00:00
None, 21.0, 2.02, 41.3, 2017-06-12 13:00:00
None, 21.3, 1.61, 42.3, 2017-06-12 14:00:00
None, 21.8, 2.61, 39.2, 2017-06-12 15:00:00
None, 22.1, 2.05, 32.4, 2017-06-12 16:00:00
None, 22.2, 2.99, 28.4, 2017-06-12 17:00:00
None, 22.7, 2.58, 25.3, 2017-06-12 18:00:00
None, 22.2, 1.54, 27.5, 2017-06-12 19:00:00
None, 19.3, 0.54, 47.0, 2017-06-12 20:00:00
None, 17.9, 2.38, 39.0, 2017-06-12 21:00:00
None, 16.4, 2.06, 41.2, 2017-06-12 22:00:00
None, 13.8, 1.07, 55.9, 2017-06-12 23:00:00
None, 11.3, 0.29, 68.0, 2017-06-13 00:00:00
None, 9.7, 0.33, 75.7, 2017-06-13 01:00:00
None, 8.7, 0.5, 80.0, 2017-06-13 02:00:00
None, 8.7, 0.38, 80.0, 2017-06-13 03:00:00
None, 7.7, 0.22, 84.8, 2017-06-13 04:00:00
None, 6.9, 0.25, 89.1, 2017-06-13 05:00:00
None, 6.1, 0.41, 90.0, 2017-06-13 06:00:00
None, 6.4, 0.25, 88.2, 2017-06-13 07:00:00
None, 10.0, 0.78, 71.4, 2017-06-13 08:00:00
None, 13.2, 1.51, 56.1, 2017-06-13 09:00:00
None, 14.5, 2.67, 49.1, 2017-06-13 10:00:00
None, 16.2, 2.7, 43.8, 2017-06-13 11:00:00
None, 17.6, 3.01, 38.7, 2017-06-13 12:00:00
None, 19.0, 3.27, 36.1, 2017-06-13 13:00:00
None, 20.0, 3.49, 33.2, 2017-06-13 14:00:00
None, 19.8, 3.91, 31.5, 2017-06-13 15:00:00
None, 19.9, 3.4, 33.7, 2017-06-13 16:00:00
