station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW
None, -0.522, 40.88, None, None, None, None, None, -12.0, None, None, 2019-11-27 02:00:00, None, -0.614
None, -1.248, 39.74, None, None, None, None, None, -12.0, None, None, 2019-11-27 03:00:00, None, -0.899
None, -1.683, 39.37, None, None, None, None, None, -12.0, None, None, 2019-11-27 04:00:00, None, -0.846
None, -2.4, 41.44, None, None, None, None, None, -12.0, None, None, 2019-11-27 05:00:00, None, -0.818
None, -3.422, 42.68, None, None, None, None, None, -13.0, None, None, 2019-11-27 06:00:00, None, -0.947
None, -3.711, 42.42, None, None, None, None, None, -14.0, None, None, 2019-11-27 07:00:00, None, -0.822
None, -4.322, 42.37, None, None, None, None, None, -14.0, None, None, 2019-11-27 08:00:00, None, -0.891
None, -4.654, 41.58, None, None, None, None, None, -15.0, None, None, 2019-11-27 09:00:00, None, -0.861
None, -4.726, 40.81, None, None, None, None, None, -15.0, None, None, 2019-11-27 10:00:00, None, -0.76
None, -4.93, 39.9, None, None, None, None, None, -15.0, None, None, 2019-11-27 11:00:00, None, -0.806
None, -4.233, 37.29, None, None, None, None, None, -15.0, None, None, 2019-11-27 12:00:00, None, -0.817
None, -4.341, 37.27, None, None, None, None, None, -15.0, None, None, 2019-11-27 13:00:00, None, -0.877
None, -4.448, 37.85, None, None, None, None, None, -16.0, None, None, 2019-11-27 14:00:00, None, -0.823
None, -4.824, 37.19, None, None, None, None, None, -16.0, None, None, 2019-11-27 15:00:00, None, -0.865
None, -5.837, 39.34, None, None, None, None, None, -16.0, None, None, 2019-11-27 16:00:00, None, -0.854
None, -6.463, 40.57, None, None, None, None, None, -16.0, None, None, 2019-11-27 18:00:00, None, -0.943
None, -6.804, 44.63, None, None, None, None, None, -16.0, None, None, 2019-11-27 19:00:00, None, -0.838
None, -6.931, 45.13, None, None, None, None, None, -16.0, None, None, 2019-11-27 20:00:00, None, -1.039
None, -7.542, 49.7, None, None, None, None, None, -15.0, None, None, 2019-11-27 22:00:00, None, -0.883
None, -7.602, 50.41, None, None, None, None, None, -15.0, None, None, 2019-11-27 23:00:00, None, -1.026
None, -7.861, 51.85, None, None, None, None, None, -15.0, None, None, 2019-11-28 00:00:00, None, -1.117
None, -7.062, 47.94, None, None, None, None, None, -15.0, None, None, 2019-11-28 01:00:00, None, -0.887
None, -8.03, 52.32, None, None, None, None, None, -15.0, None, None, 2019-11-28 02:00:00, None, -0.753
None, -6.867, 45.7, None, None, None, None, None, -15.0, None, None, 2019-11-28 03:00:00, None, -0.995
None, -7.736, 51.36, None, None, None, None, None, -15.0, None, None, 2019-11-28 04:00:00, None, -0.914
None, -9.8, 60.09, None, None, None, None, None, -15.0, None, None, 2019-11-28 05:00:00, None, -0.931
None, -11.11, 66.56, None, None, None, None, None, -15.0, None, None, 2019-11-28 06:00:00, None, -0.9
None, -11.77, 68.84, None, None, None, None, None, -16.0, None, None, 2019-11-28 07:00:00, None, -0.632
None, -12.65, 71.96, None, None, None, None, None, -16.0, None, None, 2019-11-28 08:00:00, None, -0.802
None, -12.31, 73.42, None, None, None, None, None, -16.0, None, None, 2019-11-28 09:00:00, None, -0.843
None, -11.35, 70.44, None, None, None, None, None, -15.0, None, None, 2019-11-28 10:00:00, None, -0.721
None, -10.14, 69.37, None, None, None, None, None, -14.0, None, None, 2019-11-28 11:00:00, None, -0.714
None, -6.633, 56.56, None, None, None, None, None, -14.0, None, None, 2019-11-28 12:00:00, None, -1.006
None, -4.769, 46.95, None, None, None, None, None, -14.0, None, None, 2019-11-28 13:00:00, None, -1.346
None, -4.632, 41.73, None, None, None, None, None, -15.0, None, None, 2019-11-28 14:00:00, None, -0.977
None, -5.015, 46.79, None, None, None, None, None, -13.0, None, None, 2019-11-28 15:00:00, None, -0.657
None, -8.12, 64.81, None, None, None, None, None, -13.0, None, None, 2019-11-28 16:00:00, None, -0.871
None, -9.76, 70.83, None, None, None, None, None, -13.0, None, None, 2019-11-28 17:00:00, None, -0.972
None, -10.23, 74.03, None, None, None, None, None, -14.0, None, None, 2019-11-28 18:00:00, None, -0.949
None, -11.0, 76.37, None, None, None, None, None, -14.0, None, None, 2019-11-28 19:00:00, None, -1.038
None, -11.94, 77.9, None, None, None, None, None, -14.0, None, None, 2019-11-28 20:00:00, None, -1.114
None, -12.09, 80.3, None, None, None, None, None, -14.0, None, None, 2019-11-28 21:00:00, None, -0.891
None, -12.44, 81.1, None, None, None, None, None, -15.0, None, None, 2019-11-28 22:00:00, None, -0.924
None, -13.07, 81.6, None, None, None, None, None, -15.0, None, None, 2019-11-28 23:00:00, None, -0.794
None, -13.11, 82.4, None, None, None, None, None, -15.0, None, None, 2019-11-29 00:00:00, None, -0.801
None, -13.72, 84.6, None, None, None, None, None, -15.0, None, None, 2019-11-29 01:00:00, None, -0.844
None, -13.82, 84.3, None, None, None, None, None, -16.0, None, None, 2019-11-29 02:00:00, None, -0.815
None, -13.68, 84.9, None, None, None, None, None, -16.0, None, None, 2019-11-29 03:00:00, None, -0.838
None, -13.73, 82.8, None, None, None, None, None, -16.0, None, None, 2019-11-29 04:00:00, None, -0.827
None, -14.52, 84.5, None, None, None, None, None, -16.0, None, None, 2019-11-29 05:00:00, None, -0.862
None, -13.97, 85.2, None, None, None, None, None, -16.0, None, None, 2019-11-29 06:00:00, None, -0.798
None, -12.94, 81.4, None, None, None, None, None, -16.0, None, None, 2019-11-29 07:00:00, None, -0.916
None, -13.17, 83.4, None, None, None, None, None, -16.0, None, None, 2019-11-29 08:00:00, None, -0.852
None, -13.62, 81.5, None, None, None, None, None, -16.0, None, None, 2019-11-29 09:00:00, None, -0.908
None, -13.2, 82.0, None, None, None, None, None, -16.0, None, None, 2019-11-29 10:00:00, None, -0.814
None, -12.38, 81.0, None, None, None, None, None, -15.0, None, None, 2019-11-29 11:00:00, None, -0.796
None, -9.13, 68.88, None, None, None, None, None, -13.0, None, None, 2019-11-29 12:00:00, None, -0.968
None, -6.3, 60.76, None, None, None, None, None, -12.0, None, None, 2019-11-29 13:00:00, None, -1.351
None, -6.332, 55.72, None, None, None, None, None, -13.0, None, None, 2019-11-29 14:00:00, None, -1.221
None, -6.95, 68.23, None, None, None, None, None, -12.0, None, None, 2019-11-29 15:00:00, None, -0.915
None, -9.94, 77.61, None, None, None, None, None, -13.0, None, None, 2019-11-29 16:00:00, None, -1.099
None, -11.08, 80.8, None, None, None, None, None, -13.0, None, None, 2019-11-29 17:00:00, None, -0.968
None, -13.21, 89.4, None, None, None, None, None, -14.0, None, None, 2019-11-29 21:00:00, None, -0.871
None, -13.6, 86.7, None, None, None, None, None, -15.0, None, None, 2019-11-29 22:00:00, None, -1.067
None, -13.47, 86.3, None, None, None, None, None, -15.0, None, None, 2019-11-29 23:00:00, None, -0.861
None, -12.86, 86.5, None, None, None, None, None, -14.0, None, None, 2019-11-30 00:00:00, None, -0.798
None, -13.01, 85.1, None, None, None, None, None, -14.0, None, None, 2019-11-30 01:00:00, None, -0.826
None, -12.24, 85.0, None, None, None, None, None, -14.0, None, None, 2019-11-30 02:00:00, None, -0.839
None, -13.5, 84.6, None, None, None, None, None, -15.0, None, None, 2019-11-30 03:00:00, None, -0.986
None, -12.97, 84.9, None, None, None, None, None, -15.0, None, None, 2019-11-30 04:00:00, None, -0.613
None, -13.15, 83.5, None, None, None, None, None, -15.0, None, None, 2019-11-30 05:00:00, None, -0.606
None, -12.46, 83.3, None, None, None, None, None, -14.0, None, None, 2019-11-30 06:00:00, None, -0.711
None, -12.29, 79.11, None, None, None, None, None, -15.0, None, None, 2019-11-30 07:00:00, None, -0.707
None, -12.87, 77.89, None, None, None, None, None, -15.0, None, None, 2019-11-30 08:00:00, None, -0.676
None, -12.03, 75.52, None, None, None, None, None, -15.0, None, None, 2019-11-30 10:00:00, None, -0.731
None, -11.99, 81.1, None, None, None, None, None, -14.0, None, None, 2019-11-30 11:00:00, None, -0.661
None, -8.21, 70.34, None, None, None, None, None, -12.0, None, None, 2019-11-30 12:00:00, None, -1.237
None, -8.26, 72.76, None, None, None, None, None, -12.0, None, None, 2019-11-30 13:00:00, None, -0.639
None, -7.165, 71.72, None, None, None, None, None, -11.0, None, None, 2019-11-30 14:00:00, None, -0.692
None, -7.141, 71.58, None, None, None, None, None, -11.0, None, None, 2019-11-30 15:00:00, None, -0.715
None, -7.115, 73.5, None, None, None, None, None, -11.0, None, None, 2019-11-30 16:00:00, None, -0.776
None, -7.443, 75.25, None, None, None, None, None, -11.0, None, None, 2019-11-30 17:00:00, None, -0.823
None, -7.415, 76.82, None, None, None, None, None, -11.0, None, None, 2019-11-30 18:00:00, None, -0.841
None, -7.495, 75.6, None, None, None, None, None, -11.0, None, None, 2019-11-30 19:00:00, None, -0.769
None, -6.954, 74.56, None, None, None, None, None, -11.0, None, None, 2019-11-30 20:00:00, None, -0.766
None, -7.012, 75.31, None, None, None, None, None, -11.0, None, None, 2019-11-30 21:00:00, None, -0.696
None, -7.237, 74.42, None, None, None, None, None, -10.0, None, None, 2019-11-30 22:00:00, None, -0.745
None, -8.84, 83.9, None, None, None, None, None, -11.0, None, None, 2019-11-30 23:00:00, None, -0.885
None, -10.17, 87.5, None, None, None, None, None, -12.0, None, None, 2019-12-01 00:00:00, None, -1.032
None, -10.95, 89.9, None, None, None, None, None, -12.0, None, None, 2019-12-01 01:00:00, None, -0.846
None, -11.65, 89.6, None, None, None, None, None, -12.0, None, None, 2019-12-01 02:00:00, None, -0.641
None, -11.8, 89.2, None, None, None, None, None, -13.0, None, None, 2019-12-01 03:00:00, None, -0.803
None, -12.0, 89.2, None, None, None, None, None, -13.0, None, None, 2019-12-01 04:00:00, None, -0.909
None, -11.72, 90.1, None, None, None, None, None, -13.0, None, None, 2019-12-01 05:00:00, None, -0.799
None, -11.78, 88.1, None, None, None, None, None, -13.0, None, None, 2019-12-01 06:00:00, None, -0.93
None, -11.4, 87.6, None, None, None, None, None, -13.0, None, None, 2019-12-01 07:00:00, None, -0.814
None, -10.85, 88.3, None, None, None, None, None, -12.0, None, None, 2019-12-01 08:00:00, None, -0.716
None, -10.34, 87.2, None, None, None, None, None, -11.0, None, None, 2019-12-01 09:00:00, None, -0.529
None, -8.76, 82.9, None, None, None, None, None, -11.0, None, None, 2019-12-01 10:00:00, None, -0.74
None, -7.666, 79.13, None, None, None, None, None, -10.0, None, None, 2019-12-01 11:00:00, None, -0.708
None, -6.316, 74.18, None, None, None, None, None, -10.0, None, None, 2019-12-01 12:00:00, None, -0.688
None, -5.448, 73.14, None, None, None, None, None, -9.0, None, None, 2019-12-01 13:00:00, None, -0.739
None, -5.061, 70.61, None, None, None, None, None, -10.0, None, None, 2019-12-01 14:00:00, None, -0.686
None, -4.962, 72.46, None, None, None, None, None, -8.0, None, None, 2019-12-01 15:00:00, None, -0.723
None, -5.037, 73.02, None, None, None, None, None, -9.0, None, None, 2019-12-01 16:00:00, None, -0.772
None, -5.353, 76.34, None, None, None, None, None, -8.0, None, None, 2019-12-01 17:00:00, None, -0.694
None, -7.019, 80.1, None, None, None, None, None, -9.0, None, None, 2019-12-01 18:00:00, None, -0.815
None, -8.78, 87.2, None, None, None, None, None, -10.0, None, None, 2019-12-01 19:00:00, None, -0.853
None, -9.58, 89.6, None, None, None, None, None, -11.0, None, None, 2019-12-01 20:00:00, None, -0.827
None, -10.14, 89.5, None, None, None, None, None, -12.0, None, None, 2019-12-01 21:00:00, None, -0.87
None, -10.37, 91.2, None, None, None, None, None, -11.0, None, None, 2019-12-01 22:00:00, None, -0.986
None, -10.1, 89.9, None, None, None, None, None, -11.0, None, None, 2019-12-01 23:00:00, None, -0.763
None, -9.96, 90.1, None, None, None, None, None, -10.0, None, None, 2019-12-02 00:00:00, None, -0.723
None, -10.43, 90.4, None, None, None, None, None, -11.0, None, None, 2019-12-02 01:00:00, None, -0.641
None, -10.25, 89.9, None, None, None, None, None, -11.0, None, None, 2019-12-02 02:00:00, None, -0.932
None, -10.8, 89.1, None, None, None, None, None, -12.0, None, None, 2019-12-02 03:00:00, None, -0.859
None, -10.97, 90.2, None, None, None, None, None, -12.0, None, None, 2019-12-02 04:00:00, None, -0.837
None, -10.52, 89.7, None, None, None, None, None, -12.0, None, None, 2019-12-02 05:00:00, None, -0.541
None, -9.92, 90.7, None, None, None, None, None, -11.0, None, None, 2019-12-02 06:00:00, None, -0.779
None, -9.69, 89.8, None, None, None, None, None, -11.0, None, None, 2019-12-02 07:00:00, None, -0.508
None, -9.42, 88.8, None, None, None, None, None, -11.0, None, None, 2019-12-02 08:00:00, None, -0.739
None, -8.73, 89.3, None, None, None, None, None, -10.0, None, None, 2019-12-02 09:00:00, None, -0.588
None, -7.572, 89.0, None, None, None, None, None, -8.0, None, None, 2019-12-02 10:00:00, None, -0.638
None, -6.155, 87.7, None, None, None, None, None, -8.0, None, None, 2019-12-02 11:00:00, None, -0.643
None, -5.54, 87.5, None, None, None, None, None, -7.0, None, None, 2019-12-02 12:00:00, None, -0.647
None, -4.423, 80.6, None, None, None, None, None, -7.0, None, None, 2019-12-02 13:00:00, None, -0.671
None, -4.082, 78.65, None, None, None, None, None, -7.0, None, None, 2019-12-02 14:00:00, None, -0.692
None, -3.805, 75.63, None, None, None, None, None, -6.0, None, None, 2019-12-02 15:00:00, None, -0.697
None, -4.023, 75.78, None, None, None, None, None, -7.0, None, None, 2019-12-02 16:00:00, None, -0.773
None, -3.805, 77.35, None, None, None, None, None, -7.0, None, None, 2019-12-02 17:00:00, None, -0.676
None, -3.801, 78.74, None, None, None, None, None, -7.0, None, None, 2019-12-02 18:00:00, None, -0.626
None, -3.67, 78.81, None, None, None, None, None, -7.0, None, None, 2019-12-02 19:00:00, None, -0.708
None, -3.761, 78.65, None, None, None, None, None, -7.0, None, None, 2019-12-02 20:00:00, None, -0.764
None, -3.825, 79.03, None, None, None, None, None, -6.0, None, None, 2019-12-02 21:00:00, None, -0.624
