station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth, stn_pres
None, -2.658, 72.48, None, None, None, None, None, -6.0, None, None, 2019-11-26 12:00:00, None, None
None, -2.156, 71.43, None, None, None, None, None, -6.0, None, None, 2019-11-26 13:00:00, None, None
None, -2.215, 74.74, None, None, None, None, None, -5.0, None, None, 2019-11-26 14:00:00, None, None
None, -1.671, 74.19, None, None, None, None, None, -5.0, None, None, 2019-11-26 15:00:00, None, None
None, -2.44, 76.89, None, None, None, None, None, -6.0, None, None, 2019-11-26 16:00:00, None, None
None, -3.274, 79.66, None, None, None, None, None, -6.0, None, None, 2019-11-26 17:00:00, None, None
None, -3.23, 78.43, None, None, None, None, None, -6.0, None, None, 2019-11-26 18:00:00, None, None
None, -3.633, 77.23, None, None, None, None, None, -7.0, None, None, 2019-11-26 19:00:00, None, None
None, -3.693, 77.08, None, None, None, None, None, -7.0, None, None, 2019-11-26 20:00:00, None, None
None, -3.668, 78.38, None, None, None, None, None, -7.0, None, None, 2019-11-26 21:00:00, None, None
None, -3.522, 80.8, None, None, None, None, None, -6.0, None, None, 2019-11-26 22:00:00, None, None
None, -3.736, 82.0, None, None, None, None, None, -6.0, None, None, 2019-11-26 23:00:00, None, None
None, -4.05, 83.5, None, None, None, None, None, -6.0, None, None, 2019-11-27 00:00:00, None, None
None, -4.229, 83.4, None, None, None, None, None, -6.0, None, None, 2019-11-27 01:00:00, None, None
None, -4.099, 84.1, None, None, None, None, None, -6.0, None, None, 2019-11-27 02:00:00, None, None
None, -4.041, 81.4, None, None, None, None, None, -6.0, None, None, 2019-11-27 03:00:00, None, None
None, -4.013, 82.2, None, None, None, None, None, -6.0, None, None, 2019-11-27 04:00:00, None, None
None, -3.638, 79.09, None, None, None, None, None, -6.0, None, None, 2019-11-27 05:00:00, None, None
None, -3.714, 79.96, None, None, None, None, None, -6.0, None, None, 2019-11-27 06:00:00, None, None
None, -3.603, 78.37, None, None, None, None, None, -6.0, None, None, 2019-11-27 07:00:00, None, None
None, -3.311, 75.96, None, None, None, None, None, -6.0, None, None, 2019-11-27 08:00:00, None, None
None, -2.802, 73.9, None, None, None, None, None, -6.0, None, None, 2019-11-27 09:00:00, None, None
None, -1.981, 65.69, None, None, None, None, None, -7.0, None, None, 2019-11-27 10:00:00, None, None
None, -0.326, 42.71, None, None, None, None, None, -10.0, None, None, 2019-11-27 11:00:00, None, None
None, 0.357, 36.8, None, None, None, None, None, -13.0, None, None, 2019-11-27 12:00:00, None, None
None, 0.598, 38.01, None, None, None, None, None, -12.0, None, None, 2019-11-27 13:00:00, None, None
None, 0.448, 38.3, None, None, None, None, None, -12.0, None, None, 2019-11-27 14:00:00, None, None
None, 0.23, 37.78, None, None, None, None, None, -13.0, None, None, 2019-11-27 15:00:00, None, None
None, 0.049, 38.85, None, None, None, None, None, -12.0, None, None, 2019-11-27 16:00:00, None, None
None, -2.21, 57.18, None, None, None, None, None, -9.0, None, None, 2019-11-27 18:00:00, None, None
None, -2.252, 47.49, None, None, None, None, None, -11.0, None, None, 2019-11-27 19:00:00, None, None
None, -2.491, 47.59, None, None, None, None, None, -11.0, None, None, 2019-11-27 20:00:00, None, None
None, -3.171, 49.11, None, None, None, None, None, -11.0, None, None, 2019-11-27 22:00:00, None, None
None, -3.438, 55.48, None, None, None, None, None, -10.0, None, None, 2019-11-27 23:00:00, None, None
None, -4.433, 57.08, None, None, None, None, None, -11.0, None, None, 2019-11-28 00:00:00, None, None
None, -4.518, 55.98, None, None, None, None, None, -11.0, None, None, 2019-11-28 01:00:00, None, None
None, -4.419, 48.93, None, None, None, None, None, -12.0, None, None, 2019-11-28 02:00:00, None, None
None, -4.857, 48.61, None, None, None, None, None, -13.0, None, None, 2019-11-28 03:00:00, None, None
None, -5.352, 49.53, None, None, None, None, None, -13.0, None, None, 2019-11-28 04:00:00, None, None
None, -5.85, 51.51, None, None, None, None, None, -13.0, None, None, 2019-11-28 05:00:00, None, None
None, -6.595, 54.24, None, None, None, None, None, -14.0, None, None, 2019-11-28 06:00:00, None, None
None, -7.85, 62.34, None, None, None, None, None, -13.0, None, None, 2019-11-28 07:00:00, None, None
None, -8.34, 63.98, None, None, None, None, None, -13.0, None, None, 2019-11-28 08:00:00, None, None
None, -7.881, 60.34, None, None, None, None, None, -14.0, None, None, 2019-11-28 09:00:00, None, None
None, -7.169, 54.55, None, None, None, None, None, -14.0, None, None, 2019-11-28 10:00:00, None, None
None, -6.56, 51.43, None, None, None, None, None, -14.0, None, None, 2019-11-28 11:00:00, None, None
None, -5.737, 48.3, None, None, None, None, None, -14.0, None, None, 2019-11-28 12:00:00, None, None
None, -5.137, 49.18, None, None, None, None, None, -13.0, None, None, 2019-11-28 13:00:00, None, None
None, -5.655, 59.03, None, None, None, None, None, -11.0, None, None, 2019-11-28 14:00:00, None, None
None, -6.054, 61.78, None, None, None, None, None, -12.0, None, None, 2019-11-28 15:00:00, None, None
None, -6.762, 65.0, None, None, None, None, None, -12.0, None, None, 2019-11-28 16:00:00, None, None
None, -7.478, 68.65, None, None, None, None, None, -12.0, None, None, 2019-11-28 17:00:00, None, None
None, -7.835, 66.13, None, None, None, None, None, -12.0, None, None, 2019-11-28 18:00:00, None, None
None, -8.96, 75.39, None, None, None, None, None, -12.0, None, None, 2019-11-28 19:00:00, None, None
None, -9.49, 78.78, None, None, None, None, None, -12.0, None, None, 2019-11-28 20:00:00, None, None
None, -10.02, 78.74, None, None, None, None, None, -13.0, None, None, 2019-11-28 21:00:00, None, None
None, -10.5, 78.9, None, None, None, None, None, -13.0, None, None, 2019-11-28 22:00:00, None, None
None, -10.78, 77.2, None, None, None, None, None, -14.0, None, None, 2019-11-28 23:00:00, None, None
None, -11.06, 73.23, None, None, None, None, None, -14.0, None, None, 2019-11-29 00:00:00, None, None
None, -11.37, 75.48, None, None, None, None, None, -14.0, None, None, 2019-11-29 01:00:00, None, None
None, -11.84, 73.84, None, None, None, None, None, -15.0, None, None, 2019-11-29 02:00:00, None, None
None, -12.06, 76.13, None, None, None, None, None, -15.0, None, None, 2019-11-29 03:00:00, None, None
None, -12.46, 77.34, None, None, None, None, None, -15.0, None, None, 2019-11-29 04:00:00, None, None
None, -12.69, 77.73, None, None, None, None, None, -15.0, None, None, 2019-11-29 05:00:00, None, None
None, -13.03, 79.08, None, None, None, None, None, -16.0, None, None, 2019-11-29 06:00:00, None, None
None, -13.34, 79.74, None, None, None, None, None, -16.0, None, None, 2019-11-29 07:00:00, None, None
None, -13.45, 81.0, None, None, None, None, None, -16.0, None, None, 2019-11-29 08:00:00, None, None
None, -13.16, 80.5, None, None, None, None, None, -16.0, None, None, 2019-11-29 09:00:00, None, None
None, -12.61, 77.1, None, None, None, None, None, -15.0, None, None, 2019-11-29 10:00:00, None, None
None, -11.69, 72.86, None, None, None, None, None, -15.0, None, None, 2019-11-29 11:00:00, None, None
None, -10.86, 74.46, None, None, None, None, None, -14.0, None, None, 2019-11-29 12:00:00, None, None
None, -10.01, 73.47, None, None, None, None, None, -13.0, None, None, 2019-11-29 13:00:00, None, None
None, -9.28, 71.02, None, None, None, None, None, -13.0, None, None, 2019-11-29 14:00:00, None, None
None, -9.2, 73.44, None, None, None, None, None, -13.0, None, None, 2019-11-29 15:00:00, None, None
None, -9.16, 73.11, None, None, None, None, None, -12.0, None, None, 2019-11-29 16:00:00, None, None
None, -9.48, 75.43, None, None, None, None, None, -13.0, None, None, 2019-11-29 17:00:00, None, None
None, -11.29, 81.6, None, None, None, None, None, -14.0, None, None, 2019-11-29 21:00:00, None, None
None, -11.11, 80.3, None, None, None, None, None, -13.0, None, None, 2019-11-29 22:00:00, None, None
None, -11.0, 78.73, None, None, None, None, None, -14.0, None, None, 2019-11-29 23:00:00, None, None
None, -11.63, 80.7, None, None, None, None, None, -14.0, None, None, 2019-11-30 00:00:00, None, None
None, -11.31, 78.79, None, None, None, None, None, -14.0, None, None, 2019-11-30 01:00:00, None, None
None, -10.91, 78.64, None, None, None, None, None, -13.0, None, None, 2019-11-30 02:00:00, None, None
None, -10.74, 75.37, None, None, None, None, None, -14.0, None, None, 2019-11-30 03:00:00, None, None
None, -10.54, 75.75, None, None, None, None, None, -14.0, None, None, 2019-11-30 04:00:00, None, None
None, -10.4, 73.91, None, None, None, None, None, -14.0, None, None, 2019-11-30 05:00:00, None, None
None, -10.35, 73.7, None, None, None, None, None, -14.0, None, None, 2019-11-30 06:00:00, None, None
None, -10.15, 72.68, None, None, None, None, None, -14.0, None, None, 2019-11-30 07:00:00, None, None
None, -9.91, 72.68, None, None, None, None, None, -13.0, None, None, 2019-11-30 08:00:00, None, None
None, -8.7, 67.46, None, None, None, None, None, -13.0, None, None, 2019-11-30 10:00:00, None, None
None, -7.838, 63.07, None, None, None, None, None, -13.0, None, None, 2019-11-30 11:00:00, None, None
None, -6.695, 60.79, None, None, None, None, None, -12.0, None, None, 2019-11-30 12:00:00, None, None
None, -5.829, 57.52, None, None, None, None, None, -12.0, None, None, 2019-11-30 13:00:00, None, None
None, -5.15, 53.63, None, None, None, None, None, -12.0, None, None, 2019-11-30 14:00:00, None, None
None, -4.43, 52.45, None, None, None, None, None, -12.0, None, None, 2019-11-30 15:00:00, None, None
None, -4.806, 57.25, None, None, None, None, None, -11.0, None, None, 2019-11-30 16:00:00, None, None
None, -4.992, 59.22, None, None, None, None, None, -11.0, None, None, 2019-11-30 17:00:00, None, None
None, -6.348, 64.72, None, None, None, None, None, -11.0, None, None, 2019-11-30 18:00:00, None, None
None, -7.548, 70.79, None, None, None, None, None, -11.0, None, None, 2019-11-30 19:00:00, None, None
None, -8.53, 75.58, None, None, None, None, None, -12.0, None, None, 2019-11-30 20:00:00, None, None
None, -9.12, 79.39, None, None, None, None, None, -12.0, None, None, 2019-11-30 21:00:00, None, None
None, -10.16, 84.2, None, None, None, None, None, -12.0, None, None, 2019-11-30 22:00:00, None, None
None, -10.67, 86.3, None, None, None, None, None, -12.0, None, None, 2019-11-30 23:00:00, None, None
None, -11.09, 87.8, None, None, None, None, None, -12.0, None, None, 2019-12-01 00:00:00, None, None
None, -11.5, 88.0, None, None, None, None, None, -13.0, None, None, 2019-12-01 01:00:00, None, None
None, -11.83, 87.5, None, None, None, None, None, -13.0, None, None, 2019-12-01 02:00:00, None, None
None, -12.13, 87.4, None, None, None, None, None, -14.0, None, None, 2019-12-01 03:00:00, None, None
None, -12.48, 87.3, None, None, None, None, None, -14.0, None, None, 2019-12-01 04:00:00, None, None
None, -12.4, 86.4, None, None, None, None, None, -14.0, None, None, 2019-12-01 05:00:00, None, None
None, -12.52, 85.7, None, None, None, None, None, -14.0, None, None, 2019-12-01 06:00:00, None, None
None, -11.85, 84.1, None, None, None, None, None, -14.0, None, None, 2019-12-01 07:00:00, None, None
None, -11.47, 82.1, None, None, None, None, None, -14.0, None, None, 2019-12-01 08:00:00, None, None
None, -10.63, 78.42, None, None, None, None, None, -14.0, None, None, 2019-12-01 09:00:00, None, None
None, -9.98, 77.47, None, None, None, None, None, -13.0, None, None, 2019-12-01 10:00:00, None, None
None, -9.31, 75.04, None, None, None, None, None, -12.0, None, None, 2019-12-01 11:00:00, None, None
None, -8.03, 72.0, None, None, None, None, None, -12.0, None, None, 2019-12-01 12:00:00, None, None
None, -6.94, 67.12, None, None, None, None, None, -12.0, None, None, 2019-12-01 13:00:00, None, None
None, -6.072, 65.28, None, None, None, None, None, -11.0, None, None, 2019-12-01 14:00:00, None, None
None, -5.636, 64.77, None, None, None, None, None, -10.0, None, None, 2019-12-01 15:00:00, None, None
None, -5.885, 67.6, None, None, None, None, None, -11.0, None, None, 2019-12-01 16:00:00, None, None
None, -6.138, 69.54, None, None, None, None, None, -10.0, None, None, 2019-12-01 17:00:00, None, None
None, -6.676, 73.66, None, None, None, None, None, -10.0, None, None, 2019-12-01 18:00:00, None, None
None, -5.924, 70.24, None, None, None, None, None, -10.0, None, None, 2019-12-01 19:00:00, None, None
None, -5.62, 69.95, None, None, None, None, None, -10.0, None, None, 2019-12-01 20:00:00, None, None
None, -5.11, 68.74, None, None, None, None, None, -10.0, None, None, 2019-12-01 21:00:00, None, None
None, -4.806, 70.53, None, None, None, None, None, -9.0, None, None, 2019-12-01 22:00:00, None, None
None, -5.182, 73.35, None, None, None, None, None, -9.0, None, None, 2019-12-01 23:00:00, None, None
None, -2.928, 77.86, None, None, None, None, None, -6.0, None, None, 2019-12-02 00:00:00, None, None
None, -3.902, 79.82, None, None, None, None, None, -7.0, None, None, 2019-12-02 01:00:00, None, None
None, -3.901, 72.59, None, None, None, None, None, -8.0, None, None, 2019-12-02 02:00:00, None, None
None, -3.918, 72.94, None, None, None, None, None, -7.0, None, None, 2019-12-02 03:00:00, None, None
None, -3.735, 76.03, None, None, None, None, None, -7.0, None, None, 2019-12-02 04:00:00, None, None
None, -3.359, 79.58, None, None, None, None, None, -6.0, None, None, 2019-12-02 05:00:00, None, None
None, -2.642, 79.07, None, None, None, None, None, -6.0, None, None, 2019-12-02 06:00:00, None, None
None, -2.313, 79.59, None, None, None, None, None, -5.0, None, None, 2019-12-02 07:00:00, None, None
None, -2.129, 79.07, None, None, None, None, None, -5.0, None, None, 2019-12-02 08:00:00, None, None
None, -1.954, 79.1, None, None, None, None, None, -5.0, None, None, 2019-12-02 09:00:00, None, None
None, -1.483, 77.24, None, None, None, None, None, -4.0, None, None, 2019-12-02 10:00:00, None, None
None, -0.714, 73.7, None, None, None, None, None, -4.0, None, None, 2019-12-02 11:00:00, None, None
None, -0.078, 70.56, None, None, None, None, None, -4.0, None, None, 2019-12-02 12:00:00, None, None
None, -0.046, 71.24, None, None, None, None, None, -4.0, None, None, 2019-12-02 13:00:00, None, None
None, -0.117, 74.07, None, None, None, None, None, -4.0, None, None, 2019-12-02 14:00:00, None, None
None, -0.196, 74.37, None, None, None, None, None, -4.0, None, None, 2019-12-02 15:00:00, None, None
None, -0.279, 75.81, None, None, None, None, None, -4.0, None, None, 2019-12-02 16:00:00, None, None
None, -0.378, 76.84, None, None, None, None, None, -4.0, None, None, 2019-12-02 17:00:00, None, None
None, -0.599, 78.18, None, None, None, None, None, -3.0, None, None, 2019-12-02 18:00:00, None, None
None, -0.825, 78.96, None, None, None, None, None, -4.0, None, None, 2019-12-02 19:00:00, None, None
None, -0.927, 79.91, None, None, None, None, None, -4.0, None, None, 2019-12-02 20:00:00, None, None
None, -0.927, 79.83, None, None, None, None, None, -3.0, None, None, 2019-12-02 21:00:00, None, None
None, -0.991, 80.1, None, None, None, None, None, -4.0, None, None, 2019-12-02 22:00:00, None, None
None, -1.18, 81.4, None, None, None, None, None, -4.0, None, None, 2019-12-02 23:00:00, None, None
None, -1.2, 81.3, None, None, None, None, None, -4.0, None, None, 2019-12-03 00:00:00, None, None
None, -1.196, 81.0, None, None, None, None, None, -3.0, None, None, 2019-12-03 01:00:00, None, None
None, -1.168, 80.6, None, None, None, None, None, -3.0, None, None, 2019-12-03 02:00:00, None, None
None, -1.259, 81.5, None, None, None, None, None, -4.0, None, None, 2019-12-03 03:00:00, None, None
None, -1.358, 81.0, None, None, None, None, None, -4.0, None, None, 2019-12-03 04:00:00, None, None
None, -1.378, 81.5, None, None, None, None, None, -4.0, None, None, 2019-12-03 05:00:00, None, None
None, -1.283, 79.95, None, None, None, None, None, -4.0, None, None, 2019-12-03 06:00:00, None, None
None, -1.433, 81.1, None, None, None, None, None, -4.0, None, None, 2019-12-03 07:00:00, None, None
None, -1.457, 80.7, None, None, None, None, None, -4.0, None, None, 2019-12-03 08:00:00, None, None
None, -1.247, 80.2, None, None, None, None, None, -4.0, None, None, 2019-12-03 09:00:00, None, None
None, -0.805, 77.59, None, None, None, None, None, -4.0, None, None, 2019-12-03 10:00:00, None, None
None, -0.351, 75.17, None, None, None, None, None, -4.0, None, None, 2019-12-03 11:00:00, None, None
None, -0.406, 75.25, None, None, None, None, None, -4.0, None, None, 2019-12-03 12:00:00, None, None
None, -0.165, 74.35, None, None, None, None, None, -4.0, None, None, 2019-12-03 13:00:00, None, None
None, 0.06, 73.78, None, None, None, None, None, -4.0, None, None, 2019-12-03 14:00:00, None, None
