ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP,AirTemp, ONE_DAY_PRECIPITATION, Snow_WE, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, SWE, air_temp_1,pcpn_amt_pst24hrs, cum_pcpn_amt, air_temp_2, snw_dpth
0.0, 0.0, -16.5, 0.0, 2012-01-19 00:00:00, 14.0, -9.0,,,,,,,,,,,
None, None, -14.5, None, 2012-01-20 00:00:00, 0.0, None,,,,,,,,,,,
0.0, 0.0, None, 0.0, 2012-01-21 00:00:00, None, 2.5,,,,,,,,,,,
0.0, 0.0, -2.5, 0.0, 2012-01-22 00:00:00, 10.0, 3.0,,,,,,,,,,,
0.0, 0.0, 0.5, 0.0, 2012-01-23 00:00:00, 8.0, 4.0,,,,,,,,,,,
0.0, 0.0, -0.5, 0.0, 2012-01-24 00:00:00, 7.0, 8.0,,,,,,,,,,,
0.0, 0.0, 0.0, 0.0, 2012-01-25 00:00:00, 3.0, 8.5,,,,,,,,,,,
0.0, 0.0, -1.0, 0.0, 2012-01-26 00:00:00, 2.0, 6.5,,,,,,,,,,,
0.0, 0.0, -2.0, 0.0, 2012-01-27 00:00:00, 6.0, 3.5,,,,,,,,,,,
0.0, 0.0, -6.0, 0.0, 2012-01-28 00:00:00, 2.0, 6.5,,,,,,,,,,,
0.0, 0.0, -2.0, 0.0, 2012-01-29 00:00:00, 6.0, 8.0,,,,,,,,,,,
0.0, 0.0, 3.5, 0.0, 2012-01-30 00:00:00, 4.0, 11.0,,,,,,,,,,,
4.0, 4.0, 3.0, 0.0, 2012-01-31 00:00:00, 0.0, 9.0,,,,,,,,,,,
0.0, 0.0, 2.0, 0.0, 2012-02-01 00:00:00, 0.0, 6.0,,,,,,,,,,,
0.0, 0.0, -2.0, 0.0, 2012-02-02 00:00:00, 0.0, 3.5,,,,,,,,,,,
0.0, 0.0, -3.5, 0.0, 2012-02-03 00:00:00, 0.0, 3.5,,,,,,,,,,,
0.0, 0.0, -3.5, 0.0, 2012-02-04 00:00:00, 0.0, -2.0,,,,,,,,,,,
0.0, 0.0, -4.0, 0.0, 2012-02-05 00:00:00, 0.0, -2.0,,,,,,,,,,,
0.0, 0.0, -4.5, 0.0, 2012-02-06 00:00:00, 0.0, -1.0,,,,,,,,,,,
0.0, 0.0, -5.0, 0.0, 2012-02-07 00:00:00, 0.0, -3.0,,,,,,,,,,,
2.0, 0.0, -5.0, 2.0, 2012-02-08 00:00:00, 0.0, 1.0,,,,,,,,,,,
1.0, 1.0, -3.5, 0.0, 2012-02-09 00:00:00, 0.0, 3.0,,,,,,,,,,,
0.0, 0.0, 0.0, 0.0, 2012-02-10 00:00:00, 0.0, 5.0,,,,,,,,,,,
0.0, 0.0, 1.0, 0.0, 2012-02-11 00:00:00, 0.0, 8.0,,,,,,,,,,,
0.0, 0.0, 2.5, 0.0, 2012-02-12 00:00:00, 0.0, None,,,,,,,,,,,
0.0, 0.0, None, 0.0, 2012-02-13 00:00:00, 0.0, 8.0,,,,,,,,,,,
0.2, 0.2, -4.0, 0.0, 2012-02-14 00:00:00, 0.0, 2.5,,,,,,,,,,,
5.0, 0.0, -5.0, 5.0, 2012-02-15 00:00:00, 0.0, 3.5,,,,,,,,,,,
3.0, 0.0, -3.0, 3.0, 2012-02-16 00:00:00, 0.0, 2.0,,,,,,,,,,,
3.0, 0.0, -1.0, 3.0, 2012-02-17 00:00:00, 8.0, 4.0,,,,,,,,,,,
1.4, 1.4, 0.0, 0.0, 2012-02-18 00:00:00, 9.0, 5.5,,,,,,,,,,,
0.0, 0.0, 0.0, 0.0, 2012-02-19 00:00:00, 0.0, 5.0,,,,,,,,,,,
0.0, 0.0, -0.5, 0.0, 2012-02-20 00:00:00, 0.0, None,,,,,,,,,,,
10.0, 10.0, None, 0.0, 2012-02-21 00:00:00, 0.0, 11.0,,,,,,,,,,,
2.6, 2.6, 0.5, 0.0, 2012-02-22 00:00:00, 0.0, 10.5,,,,,,,,,,,
0.0, 0.0, 1.0, 0.0, 2012-02-23 00:00:00, 0.0, None,,,,,,,,,,,
4.0, 4.0, None, 0.0, 2012-02-24 00:00:00, 0.0, 6.0,,,,,,,,,,,
0.0, 0.0, -1.0, 0.0, 2012-02-25 00:00:00, 0.0, 7.0,,,,,,,,,,,
0.0, 0.0, -2.5, 0.0, 2012-02-26 00:00:00, 0.0, 0.5,,,,,,,,,,,
0.0, 0.0, -16.0, 0.0, 2012-02-27 00:00:00, 0.0, -1.0,,,,,,,,,,,
4.0, 0.0, -8.0, 4.0, 2012-02-28 00:00:00, 0.0, None,,,,,,,,,,,
0.6, 0.6, None, 0.0, 2012-02-29 00:00:00, 0.0, 2.0,,,,,,,,,,,
0.0, 0.0, -1.5, 0.0, 2012-03-01 00:00:00, 0.0, 4.5,,,,,,,,,,,
0.0, 0.0, -1.0, 0.0, 2012-03-02 00:00:00, 0.0, 8.0,,,,,,,,,,,
0.0, 0.0, -2.5, 0.0, 2012-03-03 00:00:00, 0.0, 13.0,,,,,,,,,,,
0.0, 0.0, 6.0, 0.0, 2012-03-04 00:00:00, 0.0, 13.5,,,,,,,,,,,
0.0, 0.0, 6.0, 0.0, 2012-03-05 00:00:00, 0.0, 13.0,,,,,,,,,,,
0.0, 0.0, -2.0, 0.0, 2012-03-06 00:00:00, 0.0, 6.5,,,,,,,,,,,
0.0, 0.0, -2.0, 0.0, 2012-03-07 00:00:00, 0.0, 8.0,,,,,,,,,,,
0.0, 0.0, -1.0, 0.0, 2012-03-08 00:00:00, 0.0, 7.5,,,,,,,,,,,
0.0, 0.0, -1.0, 0.0, 2012-03-09 00:00:00, 0.0, 14.0,,,,,,,,,,,
3.0, 3.0, 2.0, 0.0, 2012-03-10 00:00:00, 0.0, 12.0,,,,,,,,,,,
0.0, 0.0, 4.0, 0.0, 2012-03-11 00:00:00, 0.0, 9.5,,,,,,,,,,,
7.2, 7.2, -1.0, 0.0, 2012-03-12 00:00:00, 0.0, 6.0,,,,,,,,,,,
0.0, 0.0, 1.0, 0.0, 2012-03-13 00:00:00, 0.0, 8.0,,,,,,,,,,,
1.2, 1.2, -2.0, 0.0, 2012-03-14 00:00:00, 0.0, 5.5,,,,,,,,,,,
0.4, 0.4, 1.0, 0.0, 2012-03-15 00:00:00, 0.0, 13.5,,,,,,,,,,,
1.2, 1.2, 1.0, 0.0, 2012-03-16 00:00:00, 0.0, 10.5,,,,,,,,,,,
2.9, 2.9, 0.5, 0.0, 2012-03-17 00:00:00, 0.0, 5.0,,,,,,,,,,,
0.0, 0.0, -3.0, 0.0, 2012-03-18 00:00:00, 0.0, 6.5,,,,,,,,,,,
0.6, 0.6, -0.5, 0.0, 2012-03-19 00:00:00, 0.0, 8.5,,,,,,,,,,,
0.0, 0.0, 0.5, 0.0, 2012-03-20 00:00:00, 0.0, 10.0,,,,,,,,,,,
1.2, 1.2, -0.5, 0.0, 2012-03-21 00:00:00, 0.0, 9.0,,,,,,,,,,,
0.0, 0.0, -1.0, 0.0, 2012-03-22 00:00:00, 0.0, 9.0,,,,,,,,,,,
0.0, 0.0, -2.0, 0.0, 2012-03-23 00:00:00, 0.0, 9.5,,,,,,,,,,,
0.0, 0.0, -3.0, 0.0, 2012-03-24 00:00:00, 0.0, 9.5,,,,,,,,,,,
0.0, 0.0, -1.0, 0.0, 2012-03-25 00:00:00, 0.0, 9.5,,,,,,,,,,,
1.2, 1.2, 1.0, 0.0, 2012-03-26 00:00:00, 0.0, 11.5,,,,,,,,,,,
2.6, 2.6, 4.5, 0.0, 2012-03-27 00:00:00, 0.0, 11.0,,,,,,,,,,,
0.6, 0.6, 4.5, 0.0, 2012-03-28 00:00:00, 0.0, 10.5,,,,,,,,,,,
0.0, 0.0, 4.5, 0.0, 2012-03-29 00:00:00, 0.0, None,,,,,,,,,,,
0.6, 0.6, None, 0.0, 2012-03-30 00:00:00, 0.0, 13.0,,,,,,,,,,,
4.0, 4.0, 2.5, 0.0, 2012-03-31 00:00:00, 0.0, 5.0,,,,,,,,,,,
0.0, 0.0, 1.0, 0.0, 2012-04-01 00:00:00, 0.0, 10.0,,,,,,,,,,,
0.0, 0.0, 0.0, 0.0, 2012-04-02 00:00:00, 0.0, 13.0,,,,,,,,,,,
0.0, 0.0, 2.5, 0.0, 2012-04-03 00:00:00, 0.0, 16.5,,,,,,,,,,,
0.0, 0.0, 2.5, 0.0, 2012-04-04 00:00:00, 0.0, 11.0,,,,,,,,,,,
0.2, 0.2, 2.0, 0.0, 2012-04-05 00:00:00, 0.0, 11.0,,,,,,,,,,,
0.0, 0.0, -1.0, 0.0, 2012-04-06 00:00:00, 0.0, 10.0,,,,,,,,,,,
0.0, 0.0, 0.0, 0.0, 2012-04-07 00:00:00, 0.0, 12.0,,,,,,,,,,,
0.0, 0.0, 1.0, 0.0, 2012-04-08 00:00:00, 0.0, 13.5,,,,,,,,,,,
0.0, 0.0, 3.0, 0.0, 2012-04-09 00:00:00, 0.0, None,,,,,,,,,,,
0.0, 0.0, None, 0.0, 2012-04-10 00:00:00, 0.0, 16.5,,,,,,,,,,,
0.8, 0.8, 4.0, 0.0, 2012-04-11 00:00:00, 0.0, 18.5,,,,,,,,,,,
0.0, 0.0, 8.0, 0.0, 2012-04-12 00:00:00, 0.0, 16.0,,,,,,,,,,,
0.0, 0.0, 4.5, 0.0, 2012-04-13 00:00:00, 0.0, 16.5,,,,,,,,,,,
1.6, 1.6, 5.5, 0.0, 2012-04-14 00:00:00, 0.0, 11.5,,,,,,,,,,,
1.8, 1.8, 5.0, 0.0, 2012-04-15 00:00:00, 0.0, 14.0,,,,,,,,,,,
1.8, 1.8, 1.5, 0.0, 2012-04-16 00:00:00, 0.0, 9.0,,,,,,,,,,,
0.0, 0.0, 3.0, 0.0, 2012-04-17 00:00:00, 0.0, 13.0,,,,,,,,,,,
0.0, 0.0, 5.0, 0.0, 2012-04-18 00:00:00, 0.0, None,,,,,,,,,,,
4.0, 4.0, None, 0.0, 2012-04-19 00:00:00, 0.0, 15.5,,,,,,,,,,,
0.0, 0.0, 1.0, 0.0, 2012-04-20 00:00:00, 0.0, None,,,,,,,,,,,
0.0, 0.0, None, 0.0, 2012-04-21 00:00:00, 0.0, 17.5,,,,,,,,,,,
0.0, 0.0, 1.5, 0.0, 2012-04-22 00:00:00, 0.0, 20.5,,,,,,,,,,,
0.0, 0.0, 6.0, 0.0, 2012-04-23 00:00:00, 0.0, 24.0,,,,,,,,,,,
0.0, 0.0, 11.0, 0.0, 2012-04-24 00:00:00, 0.0, 21.0,,,,,,,,,,,
13.8, 13.8, 10.0, 0.0, 2012-04-25 00:00:00, 0.0, 22.0,,,,,,,,,,,
7.0, 7.0, 10.0, 0.0, 2012-04-26 00:00:00, 0.0, 14.5,,,,,,,,,,,
0.0, 0.0, 4.5, 0.0, 2012-04-27 00:00:00, 0.0, 16.0,,,,,,,,,,,
0.0, 0.0, 3.0, 0.0, 2012-04-28 00:00:00, 0.0, 16.5,,,,,,,,,,,
7.2, 7.2, 6.5, 0.0, 2012-04-29 00:00:00, 0.0, 18.5,,,,,,,,,,,
0.6, 0.6, 8.5, 0.0, 2012-04-30 00:00:00, 0.0, 15.0,,,,,,,,,,,
0.0, 0.0, 8.5, 0.0, 2012-05-01 00:00:00, 0.0, 17.0,,,,,,,,,,,
0.0, 0.0, 7.0, 0.0, 2012-05-02 00:00:00, 0.0, 14.0,,,,,,,,,,,
4.2, 4.2, 7.0, 0.0, 2012-05-03 00:00:00, 0.0, 13.5,,,,,,,,,,,
0.0, 0.0, 4.5, 0.0, 2012-05-04 00:00:00, 0.0, None,,,,,,,,,,,
1.4, 1.4, None, 0.0, 2012-05-05 00:00:00, 0.0, 16.0,,,,,,,,,,,
0.0, 0.0, 3.0, 0.0, 2012-05-06 00:00:00, 0.0, 17.5,,,,,,,,,,,
0.0, 0.0, 5.0, 0.0, 2012-05-07 00:00:00, 0.0, 19.5,,,,,,,,,,,
0.0, 0.0, 9.0, 0.0, 2012-05-08 00:00:00, 0.0, 21.5,,,,,,,,,,,
0.0, 0.0, 10.0, 0.0, 2012-05-09 00:00:00, 0.0, 17.0,,,,,,,,,,,
0.0, 0.0, 4.0, 0.0, 2012-05-10 00:00:00, 0.0, 14.5,,,,,,,,,,,
0.0, 0.0, 2.0, 0.0, 2012-05-11 00:00:00, 0.0, 18.0,,,,,,,,,,,
0.0, 0.0, 4.0, 0.0, 2012-05-12 00:00:00, 0.0, 23.0,,,,,,,,,,,
0.0, 0.0, 7.5, 0.0, 2012-05-13 00:00:00, 0.0, 29.0,,,,,,,,,,,
0.0, 0.0, 9.5, 0.0, 2012-05-14 00:00:00, 0.0, 26.0,,,,,,,,,,,
0.0, 0.0, 11.0, 0.0, 2012-05-15 00:00:00, 0.0, 27.5,,,,,,,,,,,
0.0, 0.0, 14.5, 0.0, 2012-05-16 00:00:00, 0.0, 25.0,,,,,,,,,,,
0.0, 0.0, 8.5, 0.0, 2012-05-17 00:00:00, 0.0, 18.5,,,,,,,,,,,
0.0, 0.0, 5.0, 0.0, 2012-05-18 00:00:00, 0.0, 17.5,,,,,,,,,,,
0.0, 0.0, 5.0, 0.0, 2012-05-19 00:00:00, 0.0, 20.5,,,,,,,,,,,
0.0, 0.0, 9.0, 0.0, 2012-05-20 00:00:00, 0.0, 17.5,,,,,,,,,,,
3.6, 3.6, 11.0, 0.0, 2012-05-21 00:00:00, 0.0, 16.5,,,,,,,,,,,
0.0, 0.0, 10.0, 0.0, 2012-05-22 00:00:00, 0.0, 20.0,,,,,,,,,,,
0.0, 0.0, 8.5, 0.0, 2012-05-23 00:00:00, 0.0, 19.5,,,,,,,,,,,
0.6, 0.6, 7.0, 0.0, 2012-05-24 00:00:00, 0.0, 19.5,,,,,,,,,,,
None, None, 10.0, None, 2012-05-25 00:00:00, 0.0, None,,,,,,,,,,,
0.0, 0.0, None, 0.0, 2012-05-26 00:00:00, None, 24.0,,,,,,,,,,,
0.0, 0.0, 7.5, 0.0, 2012-05-27 00:00:00, 0.0, 25.5,,,,,,,,,,,
0.0, 0.0, 11.5, 0.0, 2012-05-28 00:00:00, 0.0, 23.5,,,,,,,,,,,
0.0, 0.0, 10.5, 0.0, 2012-05-29 00:00:00, 0.0, 22.0,,,,,,,,,,,
2.4, 2.4, 10.5, 0.0, 2012-05-30 00:00:00, 0.0, 24.0,,,,,,,,,,,
0.0, 0.0, 11.5, 0.0, 2012-05-31 00:00:00, 0.0, 23.5,,,,,,,,,,,
1.4, 1.4, 12.5, 0.0, 2012-06-01 00:00:00, 0.0, 21.5,,,,,,,,,,,
0.0, 0.0, 13.5, 0.0, 2012-06-02 00:00:00, 0.0, 23.0,,,,,,,,,,,
0.8, 0.8, 9.0, 0.0, 2012-06-03 00:00:00, 0.0, 18.5,,,,,,,,,,,
7.2, 7.2, 11.5, 0.0, 2012-06-04 00:00:00, 0.0, 16.0,,,,,,,,,,,
1.0, 1.0, 12.0, 0.0, 2012-06-05 00:00:00, 0.0, 16.5,,,,,,,,,,,
0.0, 0.0, 10.0, 0.0, 2012-06-06 00:00:00, 0.0, 12.5,,,,,,,,,,,
14.0, 14.0, 4.5, 0.0, 2012-06-07 00:00:00, 0.0, 12.0,,,,,,,,,,,
0.0, 0.0, 7.0, 0.0, 2012-06-08 00:00:00, 0.0, 17.5,,,,,,,,,,,
0.0, 0.0, 11.0, 0.0, 2012-06-09 00:00:00, 0.0, None,,,,,,,,,,,
0.0, 0.0, None, 0.0, 2012-06-10 00:00:00, 0.0, 25.0,,,,,,,,,,,
0.0, 0.0, 9.0, 0.0, 2012-06-11 00:00:00, 0.0, 27.5,,,,,,,,,,,
4.0, 4.0, 13.0, 0.0, 2012-06-12 00:00:00, 0.0, 21.0,,,,,,,,,,,
4.0, 4.0, 13.0, 0.0, 2012-06-13 00:00:00, 0.0, 20.0,,,,,,,,,,,
1.0, 1.0, 8.5, 0.0, 2012-06-14 00:00:00, 0.0, 18.0,,,,,,,,,,,
3.8, 3.8, 7.0, 0.0, 2012-06-15 00:00:00, 0.0, 23.0,,,,,,,,,,,
1.2, 1.2, 12.5, 0.0, 2012-06-16 00:00:00, 0.0, 22.5,,,,,,,,,,,
3.0, 3.0, 12.5, 0.0, 2012-06-17 00:00:00, 0.0, 24.0,,,,,,,,,,,
5.6, 5.6, 1.0, 0.0, 2012-06-18 00:00:00, 0.0, 18.5,,,,,,,,,,,
0.0, 0.0, 11.0, 0.0, 2012-06-19 00:00:00, 0.0, 20.0,,,,,,,,,,,
0.0, 0.0, 11.0, 0.0, 2012-06-20 00:00:00, 0.0, 25.0,,,,,,,,,,,
0.0, 0.0, 14.0, 0.0, 2012-06-21 00:00:00, 0.0, 26.0,,,,,,,,,,,
10.4, 10.4, 16.0, 0.0, 2012-06-22 00:00:00, 0.0, 28.0,,,,,,,,,,,
14.0, 14.0, 15.5, 0.0, 2012-06-23 00:00:00, 0.0, 19.0,,,,,,,,,,,
0.0, 0.0, 13.0, 0.0, 2012-06-24 00:00:00, 0.0, None,,,,,,,,,,,
3.6, 3.6, None, 0.0, 2012-06-25 00:00:00, 0.0, 19.5,,,,,,,,,,,
0.4, 0.4, 10.5, 0.0, 2012-06-26 00:00:00, 0.0, 20.5,,,,,,,,,,,
0.0, 0.0, 13.0, 0.0, 2012-06-27 00:00:00, 0.0, None,,,,,,,,,,,
0.0, 0.0, None, 0.0, 2012-06-28 00:00:00, 0.0, None,,,,,,,,,,,
0.0, 0.0, None, 0.0, 2012-06-29 00:00:00, 0.0, None,,,,,,,,,,,
3.8, 3.8, None, 0.0, 2012-06-30 00:00:00, 0.0, 25.5,,,,,,,,,,,
0.0, 0.0, 11.5, 0.0, 2012-07-01 00:00:00, 0.0, 27.0,,,,,,,,,,,
2.8, 2.8, 13.0, 0.0, 2012-07-02 00:00:00, 0.0, 22.5,,,,,,,,,,,
0.0, 0.0, 13.0, 0.0, 2012-07-03 00:00:00, 0.0, 20.5,,,,,,,,,,,
0.0, 0.0, 9.5, 0.0, 2012-07-04 00:00:00, 0.0, 23.0,,,,,,,,,,,
0.0, 0.0, 9.5, 0.0, 2012-07-05 00:00:00, 0.0, 25.5,,,,,,,,,,,
None, None, 12.0, None, 2012-07-06 00:00:00, 0.0, None,,,,,,,,,,,
0.0, 0.0, None, 0.0, 2012-07-07 00:00:00, None, 32.0,,,,,,,,,,,
0.0, 0.0, 16.0, 0.0, 2012-07-08 00:00:00, 0.0, 34.0,,,,,,,,,,,
1.5, 1.5, 20.0, 0.0, 2012-07-09 00:00:00, 0.0, 33.0,,,,,,,,,,,
0.0, 0.0, 16.5, 0.0, 2012-07-10 00:00:00, 0.0, 32.0,,,,,,,,,,,
0.0, 0.0, 16.0, 0.0, 2012-07-11 00:00:00, 0.0, 32.5,,,,,,,,,,,
0.0, 0.0, 16.0, 0.0, 2012-07-12 00:00:00, 0.0, 33.5,,,,,,,,,,,
0.0, 0.0, 20.0, 0.0, 2012-07-13 00:00:00, 0.0, 34.5,,,,,,,,,,,
0.0, 0.0, 22.0, 0.0, 2012-07-14 00:00:00, 0.0, 29.0,,,,,,,,,,,
0.0, 0.0, 17.0, 0.0, 2012-07-15 00:00:00, 0.0, 27.0,,,,,,,,,,,
0.0, 0.0, 17.0, 0.0, 2012-07-16 00:00:00, 0.0, 31.5,,,,,,,,,,,
0.0, 0.0, 18.0, 0.0, 2012-07-17 00:00:00, 0.0, 31.5,,,,,,,,,,,
0.0, 0.0, 18.0, 0.0, 2012-07-18 00:00:00, 0.0, 33.0,,,,,,,,,,,
0.0, 0.0, 16.5, 0.0, 2012-07-19 00:00:00, 0.0, 31.0,,,,,,,,,,,
4.5, 4.5, 20.0, 0.0, 2012-07-20 00:00:00, 0.0, 31.0,,,,,,,,,,,
0.0, 0.0, 14.5, 0.0, 2012-07-21 00:00:00, 0.0, 28.0,,,,,,,,,,,
4.4, 4.4, 15.0, 0.0, 2012-07-22 00:00:00, 0.0, 28.0,,,,,,,,,,,
1.0, 1.0, 12.0, 0.0, 2012-07-23 00:00:00, 0.0, 22.0,,,,,,,,,,,
0.0, 0.0, 14.0, 0.0, 2012-07-24 00:00:00, 0.0, 26.0,,,,,,,,,,,
0.0, 0.0, 15.0, 0.0, 2012-07-25 00:00:00, 0.0, 28.5,,,,,,,,,,,
0.0, 0.0, 17.0, 0.0, 2012-07-26 00:00:00, 0.0, 28.0,,,,,,,,,,,
1.6, 1.6, 16.5, 0.0, 2012-07-27 00:00:00, 0.0, 31.0,,,,,,,,,,,
0.0, 0.0, 15.0, 0.0, 2012-07-28 00:00:00, 0.0, 29.0,,,,,,,,,,,
0.0, 0.0, 15.0, 0.0, 2012-07-29 00:00:00, 0.0, 31.0,,,,,,,,,,,
0.0, 0.0, 16.0, 0.0, 2012-07-30 00:00:00, 0.0, 31.0,,,,,,,,,,,
0.0, 0.0, 15.0, 0.0, 2012-07-31 00:00:00, 0.0, 28.5,,,,,,,,,,,
0.0, 0.0, 15.0, 0.0, 2012-08-01 00:00:00, 0.0, 31.5,,,,,,,,,,,
0.0, 0.0, 17.5, 0.0, 2012-08-02 00:00:00, 0.0, 26.0,,,,,,,,,,,
0.0, 0.0, 12.0, 0.0, 2012-08-03 00:00:00, 0.0, 29.0,,,,,,,,,,,
0.0, 0.0, 16.0, 0.0, 2012-08-04 00:00:00, 0.0, 32.0,,,,,,,,,,,
0.0, 0.0, 17.5, 0.0, 2012-08-05 00:00:00, 0.0, 35.5,,,,,,,,,,,
0.0, 0.0, 19.0, 0.0, 2012-08-06 00:00:00, 0.0, 34.0,,,,,,,,,,,
0.0, 0.0, 17.0, 0.0, 2012-08-07 00:00:00, 0.0, 31.5,,,,,,,,,,,
0.0, 0.0, 18.5, 0.0, 2012-08-08 00:00:00, 0.0, 33.0,,,,,,,,,,,
0.0, 0.0, 14.5, 0.0, 2012-08-09 00:00:00, 0.0, 29.0,,,,,,,,,,,
0.0, 0.0, 14.5, 0.0, 2012-08-10 00:00:00, 0.0, 31.5,,,,,,,,,,,
0.0, 0.0, 15.0, 0.0, 2012-08-11 00:00:00, 0.0, 32.0,,,,,,,,,,,
0.0, 0.0, 15.5, 0.0, 2012-08-12 00:00:00, 0.0, 31.5,,,,,,,,,,,
0.0, 0.0, 16.5, 0.0, 2012-08-13 00:00:00, 0.0, 33.5,,,,,,,,,,,
0.0, 0.0, 18.5, 0.0, 2012-08-14 00:00:00, 0.0, 30.5,,,,,,,,,,,
0.0, 0.0, 15.0, 0.0, 2012-08-15 00:00:00, 0.0, 29.5,,,,,,,,,,,
0.0, 0.0, 14.0, 0.0, 2012-08-16 00:00:00, 0.0, 31.5,,,,,,,,,,,
0.0, 0.0, 14.5, 0.0, 2012-08-17 00:00:00, 0.0, 32.5,,,,,,,,,,,
0.0, 0.0, 17.0, 0.0, 2012-08-18 00:00:00, 0.0, 34.0,,,,,,,,,,,
0.0, 0.0, 18.0, 0.0, 2012-08-19 00:00:00, 0.0, 34.0,,,,,,,,,,,
0.0, 0.0, 18.5, 0.0, 2012-08-20 00:00:00, 0.0, None,,,,,,,,,,,
1.0, 1.0, None, 0.0, 2012-08-21 00:00:00, 0.0, 34.0,,,,,,,,,,,
0.0, 0.0, 13.5, 0.0, 2012-08-22 00:00:00, 0.0, 29.0,,,,,,,,,,,
0.0, 0.0, 15.0, 0.0, 2012-08-23 00:00:00, 0.0, 25.0,,,,,,,,,,,
0.0, 0.0, 11.5, 0.0, 2012-08-24 00:00:00, 0.0, 21.0,,,,,,,,,,,
0.0, 0.0, 9.0, 0.0, 2012-08-25 00:00:00, 0.0, 24.5,,,,,,,,,,,
0.0, 0.0, 11.0, 0.0, 2012-08-26 00:00:00, 0.0, 27.0,,,,,,,,,,,
0.0, 0.0, 18.0, 0.0, 2012-08-27 00:00:00, 0.0, 26.0,,,,,,,,,,,
5.8, 5.8, 12.0, 0.0, 2012-08-28 00:00:00, 0.0, 23.0,,,,,,,,,,,
0.0, 0.0, 8.0, 0.0, 2012-08-29 00:00:00, 0.0, 24.5,,,,,,,,,,,
0.0, 0.0, 12.0, 0.0, 2012-08-30 00:00:00, 0.0, 23.5,,,,,,,,,,,
0.0, 0.0, 10.0, 0.0, 2012-08-31 00:00:00, 0.0, 24.5,,,,,,,,,,,
0.0, 0.0, 12.0, 0.0, 2012-09-01 00:00:00, 0.0, 24.5,,,,,,,,,,,
0.0, 0.0, 10.0, 0.0, 2012-09-02 00:00:00, 0.0, 23.0,,,,,,,,,,,
0.0, 0.0, 10.5, 0.0, 2012-09-03 00:00:00, 0.0, 23.0,,,,,,,,,,,
0.0, 0.0, 13.0, 0.0, 2012-09-04 00:00:00, 0.0, None,,,,,,,,,,,
0.6, 0.6, None, 0.0, 2012-09-05 00:00:00, 0.0, 25.0,,,,,,,,,,,
0.0, 0.0, 9.0, 0.0, 2012-09-06 00:00:00, 0.0, 25.0,,,,,,,,,,,
0.0, 0.0, 11.0, 0.0, 2012-09-07 00:00:00, 0.0, 25.5,,,,,,,,,,,
0.0, 0.0, 13.0, 0.0, 2012-09-08 00:00:00, 0.0, 27.5,,,,,,,,,,,
0.6, 0.6, 16.0, 0.0, 2012-09-09 00:00:00, 0.0, 28.5,,,,,,,,,,,
1.2, 1.2, 12.0, 0.0, 2012-09-10 00:00:00, 0.0, 17.5,,,,,,,,,,,
0.0, 0.0, 6.5, 0.0, 2012-09-11 00:00:00, 0.0, 18.0,,,,,,,,,,,
0.0, 0.0, 6.0, 0.0, 2012-09-12 00:00:00, 0.0, 19.5,,,,,,,,,,,
