station_observations
AirTemperature, Precipitation, Rain, WindSpeed, SnowDepth, time, WindDirection, RelativeHumidity
8.3, None, 0.0, 33.3, None, 2020-01-03 07:45:00, 359.0, 70.0
8.6, -2.0, 0.0, 41.8, 0.017, 2020-01-03 08:00:00, 359.0, 68.0
8.5, None, 0.0, 39.0, None, 2020-01-03 08:15:00, 359.0, 69.0
8.3, None, 0.0, 35.1, None, 2020-01-03 08:30:00, 359.0, 75.0
8.0, None, 0.0, 29.0, None, 2020-01-03 08:45:00, 359.0, 79.0
8.1, -2.0, 0.0, 34.1, 0.018, 2020-01-03 09:00:00, 359.0, 79.0
8.0, None, 0.0, 34.9, None, 2020-01-03 09:15:00, 359.0, 81.0
8.1, None, 0.0, 31.9, None, 2020-01-03 09:30:00, 359.0, 83.0
8.0, None, 0.0, 30.2, None, 2020-01-03 09:45:00, 359.0, 86.0
7.9, 6.0, 0.0, 21.2, 0.02, 2020-01-03 10:00:00, 359.0, 87.0
8.1, None, 0.0, 17.3, None, 2020-01-03 10:15:00, 359.0, 87.0
8.3, None, 0.0, 28.9, None, 2020-01-03 10:30:00, 359.0, 86.0
8.5, None, 0.0, 21.9, None, 2020-01-03 10:45:00, 359.0, 85.0
8.7, 0.0, 0.0, 21.2, 0.02, 2020-01-03 11:00:00, 359.0, 85.0
9.2, None, 0.0, 27.0, None, 2020-01-03 11:15:00, 359.0, 83.0
9.3, None, 0.0, 20.4, None, 2020-01-03 11:30:00, 359.0, 82.0
9.2, None, 0.0, 19.6, None, 2020-01-03 11:45:00, 359.0, 84.0
9.2, 0.0, 0.0, 13.8, 0.02, 2020-01-03 12:00:00, 359.0, 86.0
9.3, None, 0.0, 15.2, None, 2020-01-03 12:15:00, 359.0, 85.0
9.3, None, 0.0, 11.2, None, 2020-01-03 12:30:00, 359.0, 87.0
9.3, None, 0.0, 11.3, None, 2020-01-03 12:45:00, 359.0, 87.0
9.4, 0.0, 0.0, 12.0, 0.02, 2020-01-03 13:00:00, 359.0, 87.0
9.6, None, 0.0, 16.7, None, 2020-01-03 13:15:00, 359.0, 85.0
9.5, None, 0.0, 13.2, None, 2020-01-03 13:30:00, 359.0, 90.0
9.3, None, 0.0, 15.7, None, 2020-01-03 13:45:00, 359.0, 90.0
8.8, 1.0, 0.762, 14.6, 0.02, 2020-01-03 14:00:00, 359.0, 98.0
8.6, None, 0.762, 19.7, None, 2020-01-03 14:15:00, 359.0, 97.0
8.3, None, 0.254, 13.6, None, 2020-01-03 14:30:00, 359.0, 100.0
8.4, None, 1.524, 18.3, None, 2020-01-03 14:45:00, 359.0, 100.0
8.3, 2.0, 0.254, 13.0, 0.021, 2020-01-03 15:00:00, 359.0, 100.0
8.6, None, 0.0, 17.5, None, 2020-01-03 15:15:00, 359.0, 98.0
8.6, None, 0.0, 17.5, None, 2020-01-03 15:30:00, 359.0, 97.0
8.4, None, 0.0, 12.8, None, 2020-01-03 15:45:00, 359.0, 98.0
8.3, 0.0, 0.0, 15.9, 0.02, 2020-01-03 16:00:00, 359.0, 98.0
8.3, None, 0.0, 15.5, None, 2020-01-03 16:15:00, 359.0, 97.0
8.2, None, 0.0, 15.8, None, 2020-01-03 16:30:00, 359.0, 97.0
8.1, None, 0.0, 11.4, None, 2020-01-03 16:45:00, 359.0, 99.0
8.0, 1.0, 0.0, 10.3, 0.02, 2020-01-03 17:00:00, 359.0, 100.0
7.9, None, 0.254, 12.8, None, 2020-01-03 17:15:00, 359.0, 100.0
7.8, None, 1.016, 11.2, None, 2020-01-03 17:30:00, 359.0, 100.0
7.7, None, 0.509, 12.6, None, 2020-01-03 17:45:00, 359.0, 100.0
7.7, 2.0, 1.777, 14.7, 0.021, 2020-01-03 18:00:00, 359.0, 100.0
7.7, None, 1.778, 14.3, None, 2020-01-03 18:15:00, 359.0, 100.0
7.8, None, 1.524, 29.4, None, 2020-01-03 18:30:00, 359.0, 94.0
6.7, None, 0.762, 23.5, None, 2020-01-03 18:45:00, 359.0, 100.0
6.0, 3.0, 0.508, 14.3, 0.02, 2020-01-03 19:00:00, 359.0, 100.0
5.5, None, 0.508, 16.7, None, 2020-01-03 19:15:00, 359.0, 100.0
5.0, None, 0.763, 15.7, None, 2020-01-03 19:30:00, 359.0, 100.0
4.7, None, 0.762, 17.9, None, 2020-01-03 19:45:00, 359.0, 100.0
4.8, 4.0, 0.508, 18.6, 0.021, 2020-01-03 20:00:00, 359.0, 99.0
4.7, None, 0.762, 16.1, None, 2020-01-03 20:15:00, 359.0, 100.0
4.6, None, 0.763, 16.7, None, 2020-01-03 20:30:00, 359.0, 100.0
4.2, None, 1.016, 15.7, None, 2020-01-03 20:45:00, 359.0, 99.0
3.9, 4.0, 1.016, 10.2, 0.02, 2020-01-03 21:00:00, 359.0, 100.0
4.0, None, 0.763, 13.1, None, 2020-01-03 21:15:00, 359.0, 100.0
4.2, None, 0.762, 14.5, None, 2020-01-03 21:30:00, 359.0, 100.0
4.1, None, 0.762, 13.5, None, 2020-01-03 21:45:00, 359.0, 100.0
3.9, 3.0, 0.254, 9.9, 0.02, 2020-01-03 22:00:00, 359.0, 100.0
3.6, None, 0.508, 15.3, None, 2020-01-03 22:15:00, 359.0, 100.0
3.4, None, 0.255, 11.4, None, 2020-01-03 22:30:00, 359.0, 100.0
3.2, None, 0.254, 10.1, None, 2020-01-03 22:45:00, 359.0, 100.0
3.2, 2.0, 0.508, 11.7, 0.019, 2020-01-03 23:00:00, 359.0, 100.0
2.3, None, 1.523, 10.6, None, 2020-01-03 23:15:00, 359.0, 100.0
2.1, None, 0.0, 6.3, None, 2020-01-03 23:30:00, 359.0, 100.0
2.0, None, 0.763, 9.2, None, 2020-01-03 23:45:00, 359.0, 100.0
1.8, 3.0, 1.016, 6.1, 0.02, 2020-01-04 00:00:00, 359.0, 100.0
1.8, None, 0.508, 10.2, None, 2020-01-04 00:15:00, 359.0, 100.0
2.5, None, 0.0, 18.0, None, 2020-01-04 00:30:00, 359.0, 100.0
3.0, None, 0.0, 20.1, None, 2020-01-04 00:45:00, 359.0, 99.0
3.0, 1.0, 0.254, 22.7, 0.019, 2020-01-04 01:00:00, 359.0, 99.0
2.9, None, 0.255, 20.4, None, 2020-01-04 01:15:00, 359.0, 99.0
2.6, None, 0.0, 20.4, None, 2020-01-04 01:30:00, 359.0, 92.0
2.1, None, 0.0, 23.7, None, 2020-01-04 01:45:00, 359.0, 91.0
2.1, 0.0, 0.0, 13.5, 0.02, 2020-01-04 02:00:00, 359.0, 96.0
2.0, None, 0.254, 18.1, None, 2020-01-04 02:15:00, 359.0, 94.0
1.7, None, 0.0, 17.3, None, 2020-01-04 02:30:00, 359.0, 88.0
1.9, None, 0.0, 17.7, None, 2020-01-04 02:45:00, 359.0, 90.0
2.1, -1.0, 0.0, 22.4, 0.018, 2020-01-04 03:00:00, 359.0, 90.0
1.8, None, 0.0, 16.8, None, 2020-01-04 03:15:00, 359.0, 93.0
1.7, None, 0.0, 18.4, None, 2020-01-04 03:30:00, 359.0, 84.0
1.9, None, 0.0, 23.0, None, 2020-01-04 03:45:00, 359.0, 77.0
2.0, 1.0, 0.0, 23.9, 0.017, 2020-01-04 04:00:00, 359.0, 77.0
1.3, None, 0.0, 18.8, None, 2020-01-04 04:15:00, 359.0, 93.0
1.4, None, 0.0, 16.2, None, 2020-01-04 04:30:00, 359.0, 84.0
1.5, None, 0.0, 17.4, None, 2020-01-04 04:45:00, 359.0, 89.0
0.8, 0.0, 0.0, 12.6, 0.018, 2020-01-04 05:00:00, 359.0, 98.0
0.7, None, 0.0, 14.9, None, 2020-01-04 05:15:00, 359.0, 100.0
0.9, None, 0.0, 17.2, None, 2020-01-04 05:30:00, 359.0, 96.0
1.2, None, 0.0, 19.8, None, 2020-01-04 05:45:00, 359.0, 94.0
0.9, 2.0, 0.0, 11.8, 0.015, 2020-01-04 06:00:00, 359.0, 99.0
0.4, None, 0.0, 13.6, None, 2020-01-04 06:15:00, 359.0, 100.0
0.5, None, 0.0, 15.6, None, 2020-01-04 06:30:00, 359.0, 100.0
0.7, None, 0.0, 21.8, None, 2020-01-04 06:45:00, 359.0, 100.0
0.3, 1.0, 0.0, 13.1, 0.02, 2020-01-04 07:00:00, 359.0, 100.0
0.7, None, 0.0, 19.2, None, 2020-01-04 07:15:00, 359.0, 96.0
