station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, stn_pres
None, -8.6, None, None, None, None, 24.23, None, 10.3, 358.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 09:00:00, None, None, 126.9, None
None, -8.73, None, None, None, None, 22.37, None, 11.14, 3.079, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 10:00:00, None, None, 129.3, None
None, -8.98, None, None, None, None, 22.22, None, 8.48, 10.06, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 11:00:00, None, None, 128.7, None
None, -8.79, None, None, None, None, 21.7, None, 8.7, 6.679, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 12:00:00, None, None, 127.8, None
None, -8.78, None, None, None, None, 19.99, None, 10.55, 6.911, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 13:00:00, None, None, 129.4, None
None, -8.92, None, None, None, None, 25.26, None, 7.77, 7.89, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 14:00:00, None, None, 129.0, None
None, -9.01, None, None, None, None, 22.14, None, 7.9, 2.74, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 15:00:00, None, None, 128.3, None
None, -9.38, None, None, None, None, 24.97, None, 8.81, 355.5, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 16:00:00, None, None, 127.6, None
None, -9.64, None, None, None, None, 23.33, None, 11.28, 356.7, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 17:00:00, None, None, 126.6, None
None, -9.91, None, None, None, None, 23.67, None, 11.3, 0.824, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 18:00:00, None, None, 126.8, None
None, -10.09, None, None, None, None, 21.74, None, 11.43, 357.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 19:00:00, None, None, 126.2, None
None, -10.05, None, None, None, None, 20.9, None, 11.46, 355.5, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 20:00:00, None, None, 125.6, None
None, -9.54, None, None, None, None, 22.67, None, 10.01, 356.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 21:00:00, None, None, 124.8, None
None, -9.29, None, None, None, None, 24.57, None, 8.68, 10.36, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 22:00:00, None, None, 124.9, None
None, -9.56, None, None, None, None, 20.03, None, 12.71, 14.56, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 23:00:00, None, None, 124.2, None
None, -9.16, None, None, None, None, 19.44, None, 10.68, 3.481, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 00:00:00, None, None, 123.2, None
None, -9.39, None, None, None, None, 20.21, None, 10.72, 9.98, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 01:00:00, None, None, 122.1, None
None, -8.62, None, None, None, None, 18.6, None, 12.54, 4.599, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 02:00:00, None, None, 122.2, None
None, -9.72, None, None, None, None, 31.03, None, 5.758, 12.86, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 03:00:00, None, None, 119.8, None
None, -10.57, None, None, None, None, 64.84, None, 1.602, 14.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 04:00:00, None, None, 120.3, None
None, -9.4, None, None, None, None, 41.74, None, 4.129, 11.12, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 05:00:00, None, None, 121.0, None
None, -8.46, None, None, None, None, 21.88, None, 8.98, 354.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 06:00:00, None, None, 120.3, None
None, -8.89, None, None, None, None, 21.49, None, 9.27, 354.7, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 07:00:00, None, None, 119.4, None
None, -9.3, None, None, None, None, 24.94, None, 8.54, 350.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 08:00:00, None, None, 119.8, None
None, -9.42, None, None, None, None, 17.62, None, 10.62, 356.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 09:00:00, None, None, 119.5, None
None, -9.09, None, None, None, None, 21.29, None, 10.61, 352.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 10:00:00, None, None, 119.2, None
None, -8.01, None, None, None, None, 21.25, None, 10.16, 357.5, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 11:00:00, None, None, 119.2, None
None, -7.73, None, None, None, None, 22.93, None, 9.6, 351.5, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 12:00:00, None, None, 119.2, None
None, -7.38, None, None, None, None, 23.17, None, 9.63, 344.1, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 13:00:00, None, None, 118.7, None
None, -7.19, None, None, None, None, 25.61, None, 9.18, 349.4, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 14:00:00, None, None, 117.9, None
None, -8.39, None, None, None, None, 20.43, None, 9.85, 347.8, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 15:00:00, None, None, 117.7, None
None, -8.66, None, None, None, None, 17.89, None, 13.03, 359.1, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 16:00:00, None, None, 117.8, None
None, -8.17, None, None, None, None, 18.13, None, 12.5, 0.607, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 17:00:00, None, None, 117.7, None
None, -8.09, None, None, None, None, 20.72, None, 13.02, 356.8, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 18:00:00, None, None, 118.0, None
None, -8.52, None, None, None, None, 26.02, None, 9.31, 354.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 19:00:00, None, None, 117.7, None
None, -8.36, None, None, None, None, 23.06, None, 9.21, 354.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 20:00:00, None, None, 117.3, None
None, -8.3, None, None, None, None, 23.6, None, 10.78, 351.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 21:00:00, None, None, 116.9, None
None, -8.36, None, None, None, None, 22.43, None, 10.47, 358.4, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 22:00:00, None, None, 117.4, None
None, -8.36, None, None, None, None, 24.5, None, 8.6, 358.7, None, None, None, None, None, None, None, None, None, None, None, 2017-01-08 23:00:00, None, None, 117.0, None
None, -8.84, None, None, None, None, 24.82, None, 9.55, 358.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 01:00:00, None, None, 115.8, None
None, -9.17, None, None, None, None, 23.25, None, 11.66, 356.5, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 02:00:00, None, None, 116.6, None
None, -9.23, None, None, None, None, 24.51, None, 10.64, 356.5, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 03:00:00, None, None, 115.1, None
None, -9.25, None, None, None, None, 27.38, None, 10.56, 357.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 04:00:00, None, None, 114.9, None
None, -9.48, None, None, None, None, 25.87, None, 10.89, 358.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 05:00:00, None, None, 115.4, None
None, -10.06, None, None, None, None, 23.71, None, 10.61, 352.7, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 06:00:00, None, None, 115.4, None
None, -10.33, None, None, None, None, 23.36, None, 11.05, 355.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 07:00:00, None, None, 114.2, None
None, -10.35, None, None, None, None, 24.05, None, 11.07, 354.3, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 08:00:00, None, None, 111.7, None
None, -10.24, None, None, None, None, 22.8, None, 11.74, 352.7, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 09:00:00, None, None, 115.7, None
None, -10.21, None, None, None, None, 23.35, None, 10.51, 352.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 10:00:00, None, None, 114.8, None
None, -9.93, None, None, None, None, 22.62, None, 10.04, 352.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 11:00:00, None, None, 113.3, None
None, -9.79, None, None, None, None, 20.98, None, 11.69, 351.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 12:00:00, None, None, 113.5, None
None, -9.47, None, None, None, None, 21.36, None, 10.89, 359.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 13:00:00, None, None, 114.6, None
None, -8.87, None, None, None, None, 26.29, None, 9.0, 355.7, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 14:00:00, None, None, 114.2, None
None, -9.15, None, None, None, None, 28.69, None, 8.69, 356.3, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 15:00:00, None, None, 114.0, None
None, -9.61, None, None, None, None, 36.33, None, 4.822, 354.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 16:00:00, None, None, 113.4, None
None, -9.94, None, None, None, None, 28.25, None, 5.773, 357.7, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 17:00:00, None, None, 112.7, None
None, -10.46, None, None, None, None, 22.9, None, 8.23, 1.108, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 18:00:00, None, None, 112.5, None
None, -10.73, None, None, None, None, 27.35, None, 6.412, 0.42, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 19:00:00, None, None, 110.8, None
None, -10.91, None, None, None, None, 33.04, None, 4.641, 339.4, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 20:00:00, None, None, 110.2, None
None, -11.38, None, None, None, None, 18.16, None, 8.07, 355.8, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 21:00:00, None, None, 109.7, None
None, -11.15, None, None, None, None, 21.42, None, 7.68, 354.5, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 22:00:00, None, None, 108.7, None
None, -11.62, None, None, None, None, 19.53, None, 7.67, 349.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-09 23:00:00, None, None, 108.7, None
None, -11.32, None, None, None, None, 17.49, None, 6.277, 343.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 00:00:00, None, None, 109.0, None
None, -10.98, None, None, None, None, 21.58, None, 5.641, 340.4, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 01:00:00, None, None, 108.8, None
None, -13.18, None, None, None, None, 36.01, None, 2.543, 352.4, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 02:00:00, None, None, 108.2, None
None, -10.31, None, None, None, None, 38.19, None, 2.988, 325.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 03:00:00, None, None, 108.9, None
None, -13.8, None, None, None, None, 76.0, None, 0.249, 308.1, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 04:00:00, None, None, 108.4, None
None, -11.12, None, None, None, None, 56.47, None, 1.005, 283.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 05:00:00, None, None, 108.7, None
None, -10.39, None, None, None, None, 35.73, None, 3.208, 332.7, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 06:00:00, None, None, 108.4, None
None, -13.72, None, None, None, None, 67.91, None, 0.685, 149.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 07:00:00, None, None, 109.2, None
None, -10.56, None, None, None, None, 48.82, None, 1.958, 323.1, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 08:00:00, None, None, 108.4, None
None, -10.1, None, None, None, None, 38.77, None, 3.107, 335.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 09:00:00, None, None, 108.2, None
None, -9.91, None, None, None, None, 71.6, None, 0.594, 331.8, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 10:00:00, None, None, 107.4, None
None, -11.0, None, None, None, None, 54.81, None, 1.763, 132.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 11:00:00, None, None, 106.0, None
None, -8.75, None, None, None, None, 36.34, None, 2.495, 124.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 12:00:00, None, None, 105.5, None
None, -8.61, None, None, None, None, 51.88, None, 1.893, 140.7, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 13:00:00, None, None, 106.5, None
None, -7.54, None, None, None, None, 23.46, None, 5.222, 340.3, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 15:00:00, None, None, 108.2, None
None, -8.03, None, None, None, None, 27.22, None, 5.118, 339.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 16:00:00, None, None, 106.5, None
None, -8.25, None, None, None, None, 38.98, None, 3.225, 317.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 17:00:00, None, None, 107.0, None
None, -7.4, None, None, None, None, 25.67, None, 5.1, 345.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 18:00:00, None, None, 107.4, None
None, -7.5, None, None, None, None, 32.87, None, 4.682, 339.1, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 19:00:00, None, None, 108.3, None
None, -7.98, None, None, None, None, 31.11, None, 4.733, 330.3, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 20:00:00, None, None, 107.9, None
None, -7.88, None, None, None, None, 31.92, None, 4.135, 322.5, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 21:00:00, None, None, 108.0, None
None, -9.93, None, None, None, None, 67.35, None, 0.628, 317.3, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 22:00:00, None, None, 105.7, None
None, -10.08, None, None, None, None, 46.16, None, 1.093, 338.4, None, None, None, None, None, None, None, None, None, None, None, 2017-01-10 23:00:00, None, None, 105.9, None
None, -10.76, None, None, None, None, 24.51, None, 1.48, 342.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 00:00:00, None, None, 108.3, None
None, -10.94, None, None, None, None, 24.15, None, 1.675, 355.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 01:00:00, None, None, 107.8, None
None, -11.37, None, None, None, None, 50.11, None, 0.802, 344.4, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 02:00:00, None, None, 107.6, None
None, -11.86, None, None, None, None, 29.72, None, 0.979, 342.4, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 03:00:00, None, None, 106.7, None
None, -11.74, None, None, None, None, 61.67, None, 0.408, 286.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 04:00:00, None, None, 107.0, None
None, -11.53, None, None, None, None, 38.63, None, 1.358, 324.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 05:00:00, None, None, 107.3, None
None, -11.67, None, None, None, None, 55.94, None, 0.663, 310.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 06:00:00, None, None, 107.4, None
None, -11.58, None, None, None, None, 32.66, None, 0.857, 342.8, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 07:00:00, None, None, 107.4, None
None, -11.71, None, None, None, None, 51.3, None, 0.599, 329.3, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 08:00:00, None, None, 108.0, None
None, -11.85, None, None, None, None, 61.26, None, 0.376, 331.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 09:00:00, None, None, 107.6, None
None, -10.28, None, None, None, None, 39.57, None, 0.57, 359.1, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 10:00:00, None, None, 107.0, None
None, -7.9, None, None, None, None, 40.13, None, 0.865, 115.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 11:00:00, None, None, 108.0, None
None, -7.4, None, None, None, None, 23.05, None, 1.799, 120.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 12:00:00, None, None, 107.9, None
None, -9.59, None, None, None, None, 11.15, None, 2.848, 126.8, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 13:00:00, None, None, 107.9, None
None, -7.87, None, None, None, None, 29.82, None, 1.491, 128.5, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 14:00:00, None, None, 107.9, None
None, -7.45, None, None, None, None, 70.4, None, 0.312, 262.7, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 15:00:00, None, None, 108.0, None
None, -9.77, None, None, None, None, 72.7, None, 0.261, 126.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 16:00:00, None, None, 107.7, None
None, -10.59, None, None, None, None, 74.9, None, 0.11, 46.41, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 17:00:00, None, None, 107.3, None
None, -10.17, None, None, None, None, 36.05, None, 0.77, 324.5, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 18:00:00, None, None, 107.3, None
None, -10.71, None, None, None, None, 65.7, None, 0.369, 280.1, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 19:00:00, None, None, 107.1, None
None, -10.63, None, None, None, None, 48.85, None, 0.508, 346.3, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 20:00:00, None, None, 107.1, None
None, -11.07, None, None, None, None, 53.75, None, 0.737, 333.3, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 21:00:00, None, None, 106.9, None
None, -11.0, None, None, None, None, 45.07, None, 0.738, 325.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 22:00:00, None, None, 106.5, None
None, -11.5, None, None, None, None, 51.81, None, 0.593, 324.7, None, None, None, None, None, None, None, None, None, None, None, 2017-01-11 23:00:00, None, None, 106.4, None
None, -11.66, None, None, None, None, 51.48, None, 0.546, 330.7, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 00:00:00, None, None, 106.0, None
None, -12.23, None, None, None, None, 41.75, None, 0.609, 355.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 01:00:00, None, None, 106.1, None
None, -12.63, None, None, None, None, 53.19, None, 0.433, 293.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 02:00:00, None, None, 106.0, None
None, -13.08, None, None, None, None, 55.87, None, 0.484, 316.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 03:00:00, None, None, 105.7, None
None, -12.87, None, None, None, None, 48.99, None, 0.74, 320.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 04:00:00, None, None, 105.7, None
None, -12.59, None, None, None, None, 52.71, None, 0.509, 306.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 05:00:00, None, None, 105.6, None
None, -12.49, None, None, None, None, 60.97, None, 0.463, 288.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 06:00:00, None, None, 105.3, None
None, -12.38, None, None, None, None, 61.68, None, 0.437, 261.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 07:00:00, None, None, 105.2, None
None, -12.74, None, None, None, None, 66.04, None, 0.594, 278.1, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 08:00:00, None, None, 105.2, None
None, -10.55, None, None, None, None, 65.12, None, 0.527, 273.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 09:00:00, None, None, 105.4, None
None, -9.82, None, None, None, None, 70.3, None, 0.287, 302.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 10:00:00, None, None, 105.5, None
None, -9.45, None, None, None, None, 70.6, None, 0.235, 232.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 11:00:00, None, None, 105.6, None
None, -8.08, None, None, None, None, 75.3, None, 0.159, 218.8, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 12:00:00, None, None, 105.7, None
None, -7.77, None, None, None, None, 74.0, None, 0.196, 33.34, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 13:00:00, None, None, 105.2, None
None, -7.35, None, None, None, None, 70.8, None, 0.477, 165.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 14:00:00, None, None, 102.3, None
None, -7.22, None, None, None, None, 64.59, None, 0.935, 234.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 15:00:00, None, None, 102.3, None
None, -7.13, None, None, None, None, 70.5, None, 0.342, 257.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 16:00:00, None, None, 101.6, None
None, -7.71, None, None, None, None, 65.47, None, 0.626, 240.1, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 17:00:00, None, None, 102.6, None
None, -6.853, None, None, None, None, 72.6, None, 0.422, 258.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 18:00:00, None, None, 104.7, None
None, -6.49, None, None, None, None, 75.0, None, 0.259, 263.3, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 19:00:00, None, None, 103.3, None
None, -6.314, None, None, None, None, 60.85, None, 0.877, 275.4, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 20:00:00, None, None, 105.7, None
None, -6.451, None, None, None, None, 65.09, None, 0.545, 300.3, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 21:00:00, None, None, 105.8, None
None, -6.274, None, None, None, None, 67.51, None, 0.643, 274.1, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 22:00:00, None, None, 105.7, None
None, -5.69, None, None, None, None, 76.5, None, 0.246, 319.1, None, None, None, None, None, None, None, None, None, None, None, 2017-01-12 23:00:00, None, None, 105.8, None
None, -5.389, None, None, None, None, 68.94, None, 0.466, 303.7, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 00:00:00, None, None, 105.5, None
None, -4.625, None, None, None, None, 64.95, None, 0.916, 315.5, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 01:00:00, None, None, 105.1, None
None, -4.645, None, None, None, None, 74.8, None, 0.401, 9.52, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 02:00:00, None, None, 105.0, None
None, -4.395, None, None, None, None, 56.7, None, 1.259, 23.61, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 03:00:00, None, None, 104.6, None
None, -4.26, None, None, None, None, 73.6, None, 0.313, 170.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 04:00:00, None, None, 104.3, None
None, -3.645, None, None, None, None, 62.23, None, 0.643, 332.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 05:00:00, None, None, 104.1, None
None, -3.455, None, None, None, None, 58.94, None, 0.555, 16.51, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 06:00:00, None, None, 104.2, None
None, -3.417, None, None, None, None, 62.24, None, 0.703, 316.1, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 07:00:00, None, None, 103.2, None
None, -3.379, None, None, None, None, 67.98, None, 0.302, 278.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 08:00:00, None, None, 104.8, None
None, -3.408, None, None, None, None, 52.06, None, 0.428, 345.4, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 09:00:00, None, None, 105.7, None
None, -2.836, None, None, None, None, 56.4, None, 0.407, 38.02, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 10:00:00, None, None, 106.2, None
None, -2.473, None, None, None, None, 61.46, None, 0.4, 37.02, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 11:00:00, None, None, 97.0, None
None, -2.123, None, None, None, None, 73.5, None, 0.193, 258.5, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 12:00:00, None, None, 107.5, None
None, -1.42, None, None, None, None, 50.03, None, 0.876, 45.03, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 13:00:00, None, None, 107.8, None
None, -1.772, None, None, None, None, 62.87, None, 0.537, 95.5, None, None, None, None, None, None, None, None, None, None, None, 2017-01-13 14:00:00, None, None, 108.7, None
