station_observations
pcpn_amt_pst24hrs, air_temp, CURRENT_AIR_TEMPERATURE1, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, snwfl_amt_pst1hr, max_air_temp_snc_last_reset, rel_hum, HEIGHT_OF_SNOW, time, snw_dpth, dwpt_temp
None, None, 1.606, None, None, None, None, None, None, 2020-01-03 01:00:00, None, None
None, None, 1.606, None, None, None, None, None, None, 2020-01-03 02:00:00, None, None
None, None, 1.586, None, None, None, None, None, None, 2020-01-03 03:00:00, None, None
None, None, 1.565, None, None, None, None, None, None, 2020-01-03 04:00:00, None, None
None, None, 1.523, None, None, None, None, None, None, 2020-01-03 05:00:00, None, None
None, None, 1.538, None, None, None, None, None, None, 2020-01-03 06:00:00, None, None
None, None, 1.586, None, None, None, None, None, None, 2020-01-03 07:00:00, None, None
None, None, 1.606, None, None, None, None, None, None, 2020-01-03 08:00:00, None, None
None, None, 1.798, None, None, None, None, None, None, 2020-01-03 09:00:00, None, None
None, None, 2.288, None, None, None, None, None, None, 2020-01-03 10:00:00, None, None
None, None, 2.779, None, None, None, None, None, None, 2020-01-03 11:00:00, None, None
None, None, 3.014, None, None, None, None, None, None, 2020-01-03 12:00:00, None, None
None, None, 3.099, None, None, None, None, None, None, 2020-01-03 13:00:00, None, None
None, None, 3.165, None, None, None, None, None, None, 2020-01-03 14:00:00, None, None
None, None, 3.426, None, None, None, None, None, None, 2020-01-03 15:00:00, None, None
None, None, 3.536, None, None, None, None, None, None, 2020-01-03 16:00:00, None, None
None, None, 3.314, None, None, None, None, None, None, 2020-01-03 17:00:00, None, None
None, None, 3.083, None, None, None, None, None, None, 2020-01-03 18:00:00, None, None
None, None, 2.971, None, None, None, None, None, None, 2020-01-03 19:00:00, None, None
None, None, 2.906, None, None, None, None, None, None, 2020-01-03 20:00:00, None, None
None, None, 3.185, None, None, None, None, None, None, 2020-01-03 21:00:00, None, None
None, None, 3.432, None, None, None, None, None, None, 2020-01-03 22:00:00, None, None
None, None, 3.592, None, None, None, None, None, None, 2020-01-03 23:00:00, None, None
None, None, 3.678, None, None, None, None, None, None, 2020-01-04 00:00:00, None, None
None, None, 3.85, None, None, None, None, None, None, 2020-01-04 01:00:00, None, None
None, None, 3.87, None, None, None, None, None, None, 2020-01-04 02:00:00, None, None
None, None, 3.549, None, None, None, None, None, None, 2020-01-04 03:00:00, None, None
None, None, 3.45, None, None, None, None, None, None, 2020-01-04 04:00:00, None, None
None, None, 3.357, None, None, None, None, None, None, 2020-01-04 05:00:00, None, None
None, None, 3.264, None, None, None, None, None, None, 2020-01-04 06:00:00, None, None
None, None, 3.228, None, None, None, None, None, None, 2020-01-04 07:00:00, None, None
None, None, 3.292, None, None, None, None, None, None, 2020-01-04 08:00:00, None, None
None, None, 3.611, None, None, None, None, None, None, 2020-01-04 09:00:00, None, None
None, None, 3.99, None, None, None, None, None, None, 2020-01-04 10:00:00, None, None
None, None, 4.412, None, None, None, None, None, None, 2020-01-04 11:00:00, None, None
None, None, 6.384, None, None, None, None, None, None, 2020-01-04 12:00:00, None, None
None, None, 6.953, None, None, None, None, None, None, 2020-01-04 13:00:00, None, None
None, None, 6.199, None, None, None, None, None, None, 2020-01-04 14:00:00, None, None
None, None, 5.173, None, None, None, None, None, None, 2020-01-04 15:00:00, None, None
None, None, 3.702, None, None, None, None, None, None, 2020-01-04 16:00:00, None, None
None, None, 2.544, None, None, None, None, None, None, 2020-01-04 17:00:00, None, None
None, None, 1.791, None, None, None, None, None, None, 2020-01-04 18:00:00, None, None
None, None, 1.798, None, None, None, None, None, None, 2020-01-04 19:00:00, None, None
None, None, 2.139, None, None, None, None, None, None, 2020-01-04 20:00:00, None, None
None, None, 2.408, None, None, None, None, None, None, 2020-01-04 21:00:00, None, None
None, None, 2.494, None, None, None, None, None, None, 2020-01-04 22:00:00, None, None
None, None, 2.582, None, None, None, None, None, None, 2020-01-04 23:00:00, None, None
None, None, 2.688, None, None, None, None, None, None, 2020-01-05 00:00:00, None, None
None, None, 2.81, None, None, None, None, None, None, 2020-01-05 01:00:00, None, None
None, None, 3.079, None, None, None, None, None, None, 2020-01-05 02:00:00, None, None
None, None, 3.271, None, None, None, None, None, None, 2020-01-05 03:00:00, None, None
None, None, 3.426, None, None, None, None, None, None, 2020-01-05 04:00:00, None, None
None, None, 3.42, None, None, None, None, None, None, 2020-01-05 05:00:00, None, None
None, None, 3.377, None, None, None, None, None, None, 2020-01-05 06:00:00, None, None
None, None, 3.235, None, None, None, None, None, None, 2020-01-05 07:00:00, None, None
None, None, 3.228, None, None, None, None, None, None, 2020-01-05 08:00:00, None, None
None, None, 3.486, None, None, None, None, None, None, 2020-01-05 09:00:00, None, None
None, None, 4.363, None, None, None, None, None, None, 2020-01-05 10:00:00, None, None
None, None, 5.591, None, None, None, None, None, None, 2020-01-05 11:00:00, None, None
None, None, 5.982, None, None, None, None, None, None, 2020-01-05 12:00:00, None, None
None, None, 5.96, None, None, None, None, None, None, 2020-01-05 13:00:00, None, None
None, None, 5.528, None, None, None, None, None, None, 2020-01-05 14:00:00, None, None
None, None, 4.833, None, None, None, None, None, None, 2020-01-05 15:00:00, None, None
None, None, 4.15, None, None, None, None, None, None, 2020-01-05 16:00:00, None, None
None, None, 3.708, None, None, None, None, None, None, 2020-01-05 17:00:00, None, None
None, None, 3.334, None, None, None, None, None, None, 2020-01-05 18:00:00, None, None
None, None, 3.142, None, None, None, None, None, None, 2020-01-05 19:00:00, None, None
None, None, 3.59, None, None, None, None, None, None, 2020-01-05 20:00:00, None, None
None, None, 3.776, None, None, None, None, None, None, 2020-01-05 21:00:00, None, None
None, None, 3.314, None, None, None, None, None, None, 2020-01-05 22:00:00, None, None
None, None, 3.036, None, None, None, None, None, None, 2020-01-05 23:00:00, None, None
None, None, 2.998, None, None, None, None, None, None, 2020-01-06 00:00:00, None, None
None, None, 2.971, None, None, None, None, None, None, 2020-01-06 01:00:00, None, None
None, None, 2.734, None, None, None, None, None, None, 2020-01-06 02:00:00, None, None
None, None, 2.429, None, None, None, None, None, None, 2020-01-06 03:00:00, None, None
None, None, 1.586, None, None, None, None, None, None, 2020-01-06 04:00:00, None, None
None, None, 1.058, None, None, None, None, None, None, 2020-01-06 05:00:00, None, None
None, None, 0.399, None, None, None, None, None, None, 2020-01-06 06:00:00, None, None
None, None, 0.451, None, None, None, None, None, None, 2020-01-06 07:00:00, None, None
None, None, 0.797, None, None, None, None, None, None, 2020-01-06 08:00:00, None, None
None, None, 1.053, None, None, None, None, None, None, 2020-01-06 09:00:00, None, None
None, None, 1.841, None, None, None, None, None, None, 2020-01-06 10:00:00, None, None
None, None, 2.758, None, None, None, None, None, None, 2020-01-06 11:00:00, None, None
None, None, 3.486, None, None, None, None, None, None, 2020-01-06 12:00:00, None, None
None, None, 4.413, None, None, None, None, None, None, 2020-01-06 13:00:00, None, None
None, None, 4.794, None, None, None, None, None, None, 2020-01-06 14:00:00, None, None
None, None, 4.322, None, None, None, None, None, None, 2020-01-06 15:00:00, None, None
None, None, 3.525, None, None, None, None, None, None, 2020-01-06 16:00:00, None, None
None, None, 2.763, None, None, None, None, None, None, 2020-01-06 17:00:00, None, None
None, None, 2.314, None, None, None, None, None, None, 2020-01-06 18:00:00, None, None
None, None, 2.074, None, None, None, None, None, None, 2020-01-06 19:00:00, None, None
None, None, 1.884, None, None, None, None, None, None, 2020-01-06 20:00:00, None, None
None, None, 1.798, None, None, None, None, None, None, 2020-01-06 21:00:00, None, None
None, None, 1.712, None, None, None, None, None, None, 2020-01-06 22:00:00, None, None
None, None, 1.647, None, None, None, None, None, None, 2020-01-06 23:00:00, None, None
None, None, 1.543, None, None, None, None, None, None, 2020-01-07 00:00:00, None, None
None, None, 1.5, None, None, None, None, None, None, 2020-01-07 01:00:00, None, None
None, None, 1.507, None, None, None, None, None, None, 2020-01-07 02:00:00, None, None
None, None, 1.457, None, None, None, None, None, None, 2020-01-07 03:00:00, None, None
None, None, 1.48, None, None, None, None, None, None, 2020-01-07 04:00:00, None, None
None, None, 1.606, None, None, None, None, None, None, 2020-01-07 05:00:00, None, None
None, None, 1.629, None, None, None, None, None, None, 2020-01-07 06:00:00, None, None
None, None, 1.629, None, None, None, None, None, None, 2020-01-07 07:00:00, None, None
None, None, 1.627, None, None, None, None, None, None, 2020-01-07 08:00:00, None, None
None, None, 1.712, None, None, None, None, None, None, 2020-01-07 09:00:00, None, None
None, None, 1.946, None, None, None, None, None, None, 2020-01-07 10:00:00, None, None
None, None, 2.23, None, None, None, None, None, None, 2020-01-07 11:00:00, None, None
None, None, 2.566, None, None, None, None, None, None, 2020-01-07 12:00:00, None, None
None, None, 2.758, None, None, None, None, None, None, 2020-01-07 13:00:00, None, None
None, None, 2.717, None, None, None, None, None, None, 2020-01-07 14:00:00, None, None
None, None, 2.631, None, None, None, None, None, None, 2020-01-07 15:00:00, None, None
None, None, 2.506, None, None, None, None, None, None, 2020-01-07 16:00:00, None, None
None, None, 2.372, None, None, None, None, None, None, 2020-01-07 17:00:00, None, None
None, None, 2.245, None, None, None, None, None, None, 2020-01-07 18:00:00, None, None
None, None, 2.162, None, None, None, None, None, None, 2020-01-07 19:00:00, None, None
None, None, 2.182, None, None, None, None, None, None, 2020-01-07 20:00:00, None, None
None, None, 2.162, None, None, None, None, None, None, 2020-01-07 21:00:00, None, None
None, None, 2.182, None, None, None, None, None, None, 2020-01-07 22:00:00, None, None
None, None, 2.203, None, None, None, None, None, None, 2020-01-07 23:00:00, None, None
None, None, 2.245, None, None, None, None, None, None, 2020-01-08 00:00:00, None, None
None, None, 2.245, None, None, None, None, None, None, 2020-01-08 01:00:00, None, None
None, None, 2.245, None, None, None, None, None, None, 2020-01-08 02:00:00, None, None
None, None, 2.268, None, None, None, None, None, None, 2020-01-08 03:00:00, None, None
None, None, 2.352, None, None, None, None, None, None, 2020-01-08 04:00:00, None, None
None, None, 2.48, None, None, None, None, None, None, 2020-01-08 05:00:00, None, None
None, None, 2.613, None, None, None, None, None, None, 2020-01-08 06:00:00, None, None
None, None, 2.715, None, None, None, None, None, None, 2020-01-08 07:00:00, None, None
None, None, 2.779, None, None, None, None, None, None, 2020-01-08 08:00:00, None, None
None, None, 2.887, None, None, None, None, None, None, 2020-01-08 09:00:00, None, None
28.0, 3.7, 3.704, 2.6, 0.0, None, 3.7, -6999.0, None, 2020-01-08 11:00:00, None, -6999.0
26.0, 5.2, 5.189, 2.6, 0.0, None, 5.1, -6999.0, None, 2020-01-08 12:00:00, None, -6999.0
24.0, 5.8, 5.808, 2.6, 0.0, None, 5.8, -6999.0, None, 2020-01-08 13:00:00, None, -6999.0
23.0, 5.7, 5.706, 2.6, 0.0, None, 6.0, -6999.0, None, 2020-01-08 14:00:00, None, -6999.0
22.3, 4.7, 4.665, 2.6, 0.0, None, 6.0, -6999.0, None, 2020-01-08 15:00:00, None, -6999.0
21.0, 3.3, 3.344, 2.6, 0.0, None, 6.0, -6999.0, None, 2020-01-08 16:00:00, None, -6999.0
20.0, 1.8, 1.817, 1.8, 0.0, None, 6.0, -6999.0, None, 2020-01-08 17:00:00, None, -6999.0
18.0, 0.4, 0.438, 0.5, 0.0, None, 6.0, -6999.0, None, 2020-01-08 18:00:00, None, -6999.0
16.0, -0.6, -0.576, -0.6, 0.0, None, 0.5, -6999.0, None, 2020-01-08 19:00:00, None, -6999.0
15.0, -2.3, -2.295, -2.3, 0.0, None, 0.5, -6999.0, None, 2020-01-08 20:00:00, None, -6999.0
14.0, -3.8, -3.797, -3.8, 0.0, None, 0.5, -6999.0, None, 2020-01-08 21:00:00, None, -6999.0
12.0, -5.1, -5.077, -5.1, 0.0, None, 0.5, -6999.0, None, 2020-01-08 22:00:00, None, -6999.0
10.0, -5.9, -5.873, -5.9, 0.0, None, 0.5, -6999.0, None, 2020-01-08 23:00:00, None, -6999.0
9.0, -5.7, -5.726, -6.1, 0.0, None, 0.5, -6999.0, None, 2020-01-09 00:00:00, None, -6999.0
7.9, -5.3, -5.328, -6.1, 0.0, None, 0.5, -6999.0, None, 2020-01-09 01:00:00, None, -6999.0
7.0, -5.5, -5.504, -6.1, 0.0, None, 0.5, -6999.0, None, 2020-01-09 02:00:00, None, -6999.0
6.0, -6.7, -6.665, -6.7, 0.0, None, 0.5, -6999.0, None, 2020-01-09 03:00:00, None, -6999.0
4.0, -7.8, -7.772, -7.8, 0.0, None, 0.5, -6999.0, None, 2020-01-09 04:00:00, None, -6999.0
3.4, -7.7, -7.659, -7.9, 0.8, None, 0.5, -6999.0, None, 2020-01-09 05:00:00, None, -6999.0
2.0, -6.9, -6.884, -7.9, 0.2, None, 0.5, -6999.0, None, 2020-01-09 06:00:00, None, -6999.0
1.0, -6.0, -6.047, -6.9, 0.0, None, -6.1, -6999.0, None, 2020-01-09 07:00:00, None, -6999.0
1.0, -5.3, -5.334, -6.9, 0.0, None, -5.4, -6999.0, None, 2020-01-09 08:00:00, None, -6999.0
1.0, -5.3, -5.261, -6.9, 0.0, None, -5.2, -6999.0, None, 2020-01-09 09:00:00, None, -6999.0
None, None, -3.993, None, None, None, None, None, None, 2020-01-09 10:00:00, None, None
1.0, -2.6, -2.573, -6.9, 0.0, None, -2.6, -6999.0, None, 2020-01-09 11:00:00, None, -6999.0
1.0, -0.3, -0.324, -6.9, 0.0, None, -0.4, -6999.0, None, 2020-01-09 12:00:00, None, -6999.0
1.0, 3.2, 3.18, -6.9, 0.0, None, 3.1, -6999.0, None, 2020-01-09 13:00:00, None, -6999.0
1.0, 4.0, 3.98, -6.9, 0.0, None, 4.9, -6999.0, None, 2020-01-09 14:00:00, None, -6999.0
1.0, 1.8, 1.761, -6.9, 0.0, None, 4.9, -6999.0, None, 2020-01-09 15:00:00, None, -6999.0
1.0, 0.1, 0.131, -6.9, 0.0, None, 4.9, -6999.0, None, 2020-01-09 16:00:00, None, -6999.0
1.0, -2.3, -2.32, -6.9, 0.0, None, 4.9, -6999.0, None, 2020-01-09 17:00:00, None, -6999.0
1.0, -3.7, -3.713, -6.9, 0.0, None, 4.9, -6999.0, None, 2020-01-09 18:00:00, None, -6999.0
1.0, -5.1, -5.113, -5.1, 0.0, None, -3.7, -6999.0, None, 2020-01-09 19:00:00, None, -6999.0
1.0, -5.2, -5.156, -5.2, 0.0, None, -3.7, -6999.0, None, 2020-01-09 20:00:00, None, -6999.0
1.0, -4.9, -4.916, -5.2, 0.0, None, -3.7, -6999.0, None, 2020-01-09 21:00:00, None, -6999.0
1.0, -4.6, -4.571, -5.2, 0.0, None, -3.7, -6999.0, None, 2020-01-09 22:00:00, None, -6999.0
1.0, -4.2, -4.225, -5.2, 0.0, None, -3.7, -6999.0, None, 2020-01-09 23:00:00, None, -6999.0
1.0, -3.9, -3.874, -5.2, 0.0, None, -3.7, -6999.0, None, 2020-01-10 00:00:00, None, -6999.0
1.0, -3.6, -3.556, -5.2, 0.0, None, -3.6, -6999.0, None, 2020-01-10 01:00:00, None, -6999.0
1.0, -3.3, -3.278, -5.2, 0.0, None, -3.3, -6999.0, None, 2020-01-10 02:00:00, None, -6999.0
1.0, -3.0, -3.041, -5.2, 0.0, None, -3.0, -6999.0, None, 2020-01-10 03:00:00, None, -6999.0
2.0, -2.8, -2.784, -5.2, 1.0, None, -2.8, -6999.0, None, 2020-01-10 04:00:00, None, -6999.0
1.2, -2.6, -2.635, -5.2, 0.0, None, -2.6, -6999.0, None, 2020-01-10 05:00:00, None, -6999.0
1.0, -2.6, -2.592, -5.2, 0.0, None, -2.6, -6999.0, None, 2020-01-10 06:00:00, None, -6999.0
None, -2.6, -2.612, -2.6, None, None, -2.6, -6999.0, None, 2020-01-10 07:00:00, None, -6999.0
None, -2.6, -2.612, -2.6, 1.0, None, -2.6, -6999.0, None, 2020-01-10 08:00:00, None, -6999.0
None, -2.4, -2.398, -2.6, 0.0, None, -2.4, -6999.0, None, 2020-01-10 09:00:00, None, -6999.0
None, -2.0, -1.993, -2.6, 1.0, None, -2.0, -6999.0, None, 2020-01-10 10:00:00, None, -6999.0
None, -1.6, -1.566, -2.6, 1.0, None, -1.6, -6999.0, None, 2020-01-10 11:00:00, None, -6999.0
None, -1.3, -1.268, -2.6, 2.0, None, -1.3, -6999.0, None, 2020-01-10 12:00:00, None, -6999.0
None, -1.1, -1.05, -2.6, 1.0, None, -1.1, -6999.0, None, 2020-01-10 13:00:00, None, -6999.0
None, -0.6, -0.649, -2.6, 2.0, None, -0.7, -6999.0, None, 2020-01-10 14:00:00, None, -6999.0
None, -0.3, -0.306, -2.6, 1.0, None, -0.3, -6999.0, None, 2020-01-10 15:00:00, None, -6999.0
None, -0.5, -0.513, -2.6, 1.0, None, -0.3, -6999.0, None, 2020-01-10 16:00:00, None, -6999.0
None, -0.8, -0.818, -2.6, 1.0, None, -0.3, -6999.0, None, 2020-01-10 17:00:00, None, -6999.0
None, -0.9, -0.904, -2.6, 0.4, None, -0.3, -6999.0, None, 2020-01-10 18:00:00, None, -6999.0
None, -0.6, -0.585, -0.9, 0.6, None, -0.6, -6999.0, None, 2020-01-10 19:00:00, None, -6999.0
None, -0.7, -0.733, -0.9, 1.0, None, -0.6, -6999.0, None, 2020-01-10 20:00:00, None, -6999.0
None, -0.9, -0.861, -0.9, 1.0, None, -0.6, -6999.0, None, 2020-01-10 21:00:00, None, -6999.0
None, -0.9, -0.947, -0.9, 0.0, None, -0.6, -6999.0, None, 2020-01-10 22:00:00, None, -6999.0
None, -1.0, -0.99, -1.0, 1.0, None, -0.6, -6999.0, None, 2020-01-10 23:00:00, None, -6999.0
None, -1.0, -1.01, -1.0, 0.0, None, -0.6, -6999.0, None, 2020-01-11 00:00:00, None, -6999.0
None, -1.1, -1.053, -1.1, 0.0, None, -0.6, -6999.0, None, 2020-01-11 01:00:00, None, -6999.0
None, -1.2, -1.202, -1.2, 0.0, None, -0.6, -6999.0, None, 2020-01-11 02:00:00, None, -6999.0
None, -1.3, -1.288, -1.3, 1.0, None, -0.6, -6999.0, None, 2020-01-11 03:00:00, None, -6999.0
None, -1.3, -1.271, -1.3, 0.0, None, -0.6, -6999.0, None, 2020-01-11 04:00:00, None, -6999.0
None, -1.7, -1.687, -1.7, 0.0, None, -0.6, -6999.0, None, 2020-01-11 05:00:00, None, -6999.0
None, -2.8, -2.842, -2.8, 0.0, None, -0.6, -6999.0, None, 2020-01-11 06:00:00, None, -6999.0
16.0, -3.3, -3.338, -3.3, 0.0, None, -2.8, -6999.0, None, 2020-01-11 07:00:00, None, -6999.0
15.0, -3.4, -3.422, -3.5, 0.0, None, -2.8, -6999.0, None, 2020-01-11 08:00:00, None, -6999.0
15.0, -2.8, -2.784, -3.5, 0.0, None, -2.8, -6999.0, None, 2020-01-11 09:00:00, None, -6999.0
14.0, -1.2, -1.221, -3.5, 0.0, None, -1.3, -6999.0, None, 2020-01-11 10:00:00, None, -6999.0
13.0, 1.2, 1.233, -3.5, 0.0, None, 1.2, -6999.0, None, 2020-01-11 11:00:00, None, -6999.0
None, 3.1, 3.142, -3.5, None, None, 3.1, -6999.0, None, 2020-01-11 12:00:00, None, -6999.0
None, 3.1, 3.057, -3.5, 0.0, None, 3.2, -6999.0, None, 2020-01-11 13:00:00, None, -6999.0
None, 3.0, 2.95, -3.5, 0.0, None, 3.2, -6999.0, None, 2020-01-11 14:00:00, None, -6999.0
None, 2.4, 2.419, -3.5, 1.0, None, 3.2, -6999.0, None, 2020-01-11 15:00:00, None, -6999.0
None, 1.7, 1.692, -3.5, 0.0, None, 3.2, -6999.0, None, 2020-01-11 16:00:00, None, -6999.0
None, 1.0, 1.032, -3.5, 1.0, None, 3.2, -6999.0, None, 2020-01-11 17:00:00, None, -6999.0
None, 0.6, 0.608, -3.5, 1.0, None, 3.2, -6999.0, None, 2020-01-11 18:00:00, None, -6999.0
None, 0.4, 0.354, 0.4, 0.9, None, 0.6, -6999.0, None, 2020-01-11 19:00:00, None, -6999.0
None, -0.1, -0.05, 0.0, 0.1, None, 0.6, -6999.0, None, 2020-01-11 20:00:00, None, -6999.0
None, -0.4, -0.373, -0.4, 0.0, None, 0.6, -6999.0, None, 2020-01-11 21:00:00, None, -6999.0
None, -0.3, -0.33, -0.4, 0.0, None, 0.6, -6999.0, None, 2020-01-11 22:00:00, None, -6999.0
None, -0.2, -0.193, -0.4, 1.0, None, 0.6, -6999.0, None, 2020-01-11 23:00:00, None, -6999.0
None, -0.3, -0.292, -0.4, 0.0, None, 0.6, -6999.0, None, 2020-01-12 00:00:00, None, -6999.0
None, -0.4, -0.414, -0.4, 1.0, None, 0.6, -6999.0, None, 2020-01-12 01:00:00, None, -6999.0
None, -0.5, -0.457, -0.5, 0.0, None, 0.6, -6999.0, None, 2020-01-12 02:00:00, None, -6999.0
None, -0.5, -0.457, -0.5, 0.0, None, 0.6, -6999.0, None, 2020-01-12 03:00:00, None, -6999.0
None, -0.4, -0.416, -0.5, 0.0, None, 0.6, -6999.0, None, 2020-01-12 04:00:00, None, -6999.0
None, -0.4, -0.35, -0.5, 1.0, None, 0.6, -6999.0, None, 2020-01-12 05:00:00, None, -6999.0
None, -0.3, -0.307, -0.5, 0.0, None, 0.6, -6999.0, None, 2020-01-12 06:00:00, None, -6999.0
None, -0.3, -0.267, -0.3, 0.0, None, -0.3, -6999.0, None, 2020-01-12 07:00:00, None, -6999.0
None, -0.2, -0.201, -0.3, 1.0, None, -0.2, -6999.0, None, 2020-01-12 08:00:00, None, -6999.0
None, 0.0, 0.009, -0.3, 0.9, None, 0.0, -6999.0, None, 2020-01-12 09:00:00, None, -6999.0
None, 0.0, 0.011, -0.3, -0.1, None, 0.2, -6999.0, None, 2020-01-12 10:00:00, None, -6999.0
None, -1.0, -0.99, -1.0, -0.3, None, 0.2, -6999.0, None, 2020-01-12 11:00:00, None, -6999.0
None, -1.8, -1.844, -1.8, 0.2, None, 0.2, -6999.0, None, 2020-01-12 12:00:00, None, -6999.0
None, -2.5, -2.498, -2.5, -0.3, None, 0.2, -6999.0, None, 2020-01-12 13:00:00, None, -6999.0
None, -3.2, -3.179, -3.2, 0.7, None, 0.2, -6999.0, None, 2020-01-12 14:00:00, None, -6999.0
None, -3.8, -3.836, -3.8, 0.0, None, 0.2, -6999.0, None, 2020-01-12 15:00:00, None, -6999.0
None, -4.4, -4.354, -4.4, 0.2, None, 0.2, -6999.0, None, 2020-01-12 16:00:00, None, -6999.0
None, -4.9, -4.853, -4.9, 0.3, None, 0.2, -6999.0, None, 2020-01-12 17:00:00, None, -6999.0
None, -5.0, -5.047, -5.1, 0.1, None, 0.2, -6999.0, None, 2020-01-12 18:00:00, None, -6999.0
None, -5.2, -5.249, -5.2, -0.1, None, -5.0, -6999.0, None, 2020-01-12 19:00:00, None, -6999.0
None, -5.1, -5.133, -5.3, 0.5, None, -5.0, -6999.0, None, 2020-01-12 20:00:00, None, -6999.0
None, -5.2, -5.221, -5.3, 0.0, None, -5.0, -6999.0, None, 2020-01-12 21:00:00, None, -6999.0
None, -6.0, -5.966, -5.9, 0.3, None, -5.0, -6999.0, None, 2020-01-12 22:00:00, None, -6999.0
None, -7.0, -7.008, -7.0, 0.1, None, -5.0, -6999.0, None, 2020-01-12 23:00:00, None, -6999.0
None, -8.2, -8.18, -8.2, 0.5, None, -5.0, -6999.0, None, 2020-01-13 00:00:00, None, -6999.0
None, -9.0, -8.96, -8.9, -0.1, None, -5.0, -6999.0, None, 2020-01-13 01:00:00, None, -6999.0
None, -9.7, -9.67, -9.7, 0.1, None, -5.0, -6999.0, None, 2020-01-13 02:00:00, None, -6999.0
None, -10.3, -10.33, -10.3, 0.0, None, -5.0, -6999.0, None, 2020-01-13 03:00:00, None, -6999.0
None, -10.8, -10.77, -10.8, 0.1, None, -5.0, -6999.0, None, 2020-01-13 04:00:00, None, -6999.0
None, -11.2, -11.23, -11.2, 0.0, None, -5.0, -6999.0, None, 2020-01-13 05:00:00, None, -6999.0
None, -11.7, -11.69, -11.7, 0.0, None, -5.0, -6999.0, None, 2020-01-13 06:00:00, None, -6999.0
