station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, avg_wnd_spd_10m_pst10mts, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, 0.082, 98.5, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-03 01:00:00, None, 10.63, None
None, 0.134, 98.5, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-03 02:00:00, None, 12.5, None
None, 0.127, 98.5, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-03 03:00:00, None, 13.3, None
None, 0.131, 98.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-03 04:00:00, None, 14.22, None
None, 0.079, 98.6, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-03 05:00:00, None, 15.82, None
None, 0.13, 98.6, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-03 06:00:00, None, 17.13, None
None, 0.321, 98.8, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-03 08:00:00, None, 18.76, None
None, 0.609, 98.5, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-03 09:00:00, None, 19.22, None
None, 0.368, 98.4, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-03 10:00:00, None, 18.6, None
None, 0.272, 98.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-03 11:00:00, None, 17.15, None
None, 0.127, 98.6, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-03 12:00:00, None, 15.53, None
None, 0.181, 98.5, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-03 13:00:00, None, 14.72, None
None, 0.52, 98.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-03 14:00:00, None, 14.38, None
None, 0.561, 98.8, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-03 15:00:00, None, 14.05, None
None, 0.274, 98.5, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-03 16:00:00, None, 13.79, None
None, 0.319, 98.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-03 17:00:00, None, 13.68, None
None, 1.719, 98.6, None, None, None, None, None, None, None, 2.0, None, None, None, 2020-01-03 18:00:00, None, 13.44, None
None, 4.945, 93.4, None, None, None, None, None, None, None, 4.0, None, None, None, 2020-01-03 19:00:00, None, 13.12, None
None, 4.939, 86.0, None, None, None, None, None, None, None, 3.0, None, None, None, 2020-01-03 20:00:00, None, 12.62, None
None, 5.084, 85.3, None, None, None, None, None, None, None, 3.0, None, None, None, 2020-01-03 21:00:00, None, 12.42, None
None, 3.733, 87.1, None, None, None, None, None, None, None, 2.0, None, None, None, 2020-01-03 22:00:00, None, 12.24, None
None, 1.61, 93.7, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-03 23:00:00, None, 12.13, None
None, 3.877, 87.9, None, None, None, None, None, None, None, 2.0, None, None, None, 2020-01-04 00:00:00, None, 11.78, None
None, 3.733, 89.1, None, None, None, None, None, None, None, 2.0, None, None, None, 2020-01-04 01:00:00, None, 11.78, None
None, 4.312, 83.9, None, None, None, None, None, None, None, 2.0, None, None, None, 2020-01-04 02:00:00, None, 11.41, None
None, 1.417, 92.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 03:00:00, None, 11.7, None
None, 1.127, 90.8, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 04:00:00, None, 11.7, None
None, 0.549, 95.8, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 05:00:00, None, 11.92, None
None, 2.049, 97.1, None, None, None, None, None, None, None, 2.0, None, None, None, 2020-01-04 06:00:00, None, 11.46, None
None, 1.477, 91.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 07:00:00, None, 11.3, None
None, 0.368, 94.1, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 08:00:00, None, 13.17, None
None, 0.379, 96.2, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 09:00:00, None, 13.26, None
None, 0.377, 96.8, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 10:00:00, None, 13.47, None
None, 0.326, 97.1, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 11:00:00, None, 13.38, None
None, 0.272, 97.6, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 12:00:00, None, 13.08, None
None, 0.318, 97.5, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 13:00:00, None, 14.07, None
None, 0.553, 97.9, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 14:00:00, None, 15.94, None
None, 0.452, 98.0, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 15:00:00, None, 15.56, None
None, 0.501, 97.9, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 16:00:00, None, 15.19, None
None, 0.456, 98.1, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 17:00:00, None, 14.96, None
None, 0.51, 98.2, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 18:00:00, None, 14.84, None
None, 0.657, 98.0, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 19:00:00, None, 14.72, None
None, 1.188, 98.3, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-04 20:00:00, None, 14.94, None
None, 0.761, 98.4, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-04 21:00:00, None, 14.9, None
None, 0.801, 98.4, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-04 22:00:00, None, 14.79, None
None, 0.696, 98.4, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-04 23:00:00, None, 14.81, None
None, 0.987, 98.4, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-05 00:00:00, None, 14.73, None
None, 0.743, 98.6, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-05 01:00:00, None, 14.7, None
None, 0.6, 98.5, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-05 02:00:00, None, 14.53, None
None, 0.452, 98.4, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-05 03:00:00, None, 14.36, None
None, 0.596, 98.4, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-05 04:00:00, None, 14.23, None
None, 0.838, 98.5, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-05 05:00:00, None, 14.2, None
None, 2.192, 94.0, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-05 06:00:00, None, 13.54, None
None, 1.899, 91.1, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-05 07:00:00, None, 13.49, None
None, 1.465, 93.1, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-05 08:00:00, None, 13.43, None
None, 0.789, 95.6, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-05 09:00:00, None, 13.39, None
None, 1.175, 96.7, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-05 10:00:00, None, 13.32, None
None, 1.706, 96.2, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-05 11:00:00, None, 13.32, None
None, 1.851, 92.7, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-05 12:00:00, None, 13.16, None
None, 1.803, 93.3, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-05 13:00:00, None, 13.05, None
None, 1.513, 94.1, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-05 14:00:00, None, 12.95, None
None, 1.272, 94.8, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-05 15:00:00, None, 12.9, None
None, 0.797, 95.8, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-05 16:00:00, None, 12.89, None
None, 0.273, 97.3, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-05 17:00:00, None, 12.57, None
None, 0.571, 97.8, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-05 18:00:00, None, 12.43, None
None, 0.845, 98.0, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-05 19:00:00, None, 13.08, None
None, 0.753, 98.0, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-05 20:00:00, None, 13.12, None
None, 1.135, 96.7, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-05 21:00:00, None, 12.23, None
None, 0.697, 97.2, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-05 22:00:00, None, 12.1, None
None, 0.744, 97.5, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-05 23:00:00, None, 11.97, None
None, 0.79, 97.5, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 00:00:00, None, 11.67, None
None, 0.793, 97.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 01:00:00, None, 12.29, None
None, 0.79, 97.9, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 02:00:00, None, 12.29, None
None, 0.693, 97.9, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 03:00:00, None, 12.5, None
None, 0.8, 98.1, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-06 04:00:00, None, 12.29, None
None, 0.745, 98.1, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 05:00:00, None, 12.32, None
None, 0.744, 98.1, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 06:00:00, None, 12.3, None
None, 0.697, 97.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 07:00:00, None, 12.55, None
None, 0.647, 97.6, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 08:00:00, None, 12.61, None
None, 0.806, 97.0, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 09:00:00, None, 12.61, None
None, 0.805, 96.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 10:00:00, None, 12.63, None
None, 0.886, 95.4, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 11:00:00, None, 12.93, None
None, 1.32, 92.2, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 12:00:00, None, 12.88, None
None, 1.368, 89.6, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 13:00:00, None, 12.84, None
None, 1.465, 88.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 14:00:00, None, 12.79, None
None, 1.368, 89.0, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 15:00:00, None, 12.77, None
None, 1.031, 92.0, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 16:00:00, None, 13.0, None
None, 0.024, 96.5, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 17:00:00, None, 12.94, None
None, 0.473, 95.4, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 18:00:00, None, 12.96, None
None, 0.754, 92.5, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-06 19:00:00, None, 12.89, None
None, 1.09, 88.6, None, None, None, None, None, None, None, -1.0, None, None, None, 2020-01-06 20:00:00, None, 12.96, None
None, 0.947, 89.0, None, None, None, None, None, None, None, -1.0, None, None, None, 2020-01-06 21:00:00, None, 12.96, None
None, 0.94, 87.5, None, None, None, None, None, None, None, -1.0, None, None, None, 2020-01-06 22:00:00, None, 12.92, None
None, 0.85, 87.8, None, None, None, None, None, None, None, -1.0, None, None, None, 2020-01-06 23:00:00, None, 12.94, None
None, 1.14, 84.5, None, None, None, None, None, None, None, -1.0, None, None, None, 2020-01-07 00:00:00, None, 12.77, None
None, 1.38, 80.4, None, None, None, None, None, None, None, -2.0, None, None, None, 2020-01-07 01:00:00, None, 12.81, None
None, 1.616, 77.2, None, None, None, None, None, None, None, -2.0, None, None, None, 2020-01-07 02:00:00, None, 12.79, None
None, 1.709, 76.6, None, None, None, None, None, None, None, -2.0, None, None, None, 2020-01-07 03:00:00, None, 12.81, None
None, 1.658, 77.8, None, None, None, None, None, None, None, -2.0, None, None, None, 2020-01-07 04:00:00, None, 12.72, None
None, 1.658, 78.4, None, None, None, None, None, None, None, -2.0, None, None, None, 2020-01-07 05:00:00, None, 12.73, None
None, 1.996, 79.8, None, None, None, None, None, None, None, -1.0, None, None, None, 2020-01-07 06:00:00, None, 12.84, None
None, 1.32, 92.1, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-07 07:00:00, None, 12.83, None
None, 1.273, 93.5, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-07 08:00:00, None, 12.83, None
None, 1.181, 94.3, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-07 09:00:00, None, 12.9, None
None, 1.274, 94.4, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-07 10:00:00, None, 12.91, None
None, 1.513, 93.3, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-07 11:00:00, None, 12.94, None
None, 1.561, 90.3, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-07 12:00:00, None, 12.86, None
None, 1.272, 93.0, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-07 13:00:00, None, 12.85, None
None, 1.175, 91.6, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-07 14:00:00, None, 12.82, None
None, 0.745, 95.0, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-07 15:00:00, None, 12.99, None
None, 0.597, 95.2, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-07 16:00:00, None, 12.73, None
None, 0.357, 95.8, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-07 17:00:00, None, 12.55, None
None, 0.366, 96.4, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-07 18:00:00, None, 13.16, None
None, 0.273, 96.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-07 19:00:00, None, 13.19, None
None, 0.32, 96.9, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-07 20:00:00, None, 13.68, None
None, 0.459, 97.3, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-07 21:00:00, None, 13.66, None
None, 0.889, 97.7, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-07 22:00:00, None, 13.67, None
None, 0.55, 97.6, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-07 23:00:00, None, 13.64, None
None, 0.985, 97.5, None, None, None, None, None, None, None, 1.0, None, None, None, 2020-01-08 00:00:00, None, 13.73, None
None, 0.7, 97.3, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-08 01:00:00, None, 13.7, None
None, 0.319, 97.5, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-08 02:00:00, None, 13.7, None
None, 0.225, 97.1, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-08 03:00:00, None, 13.6, None
None, -0.159, 97.3, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-08 04:00:00, None, 13.58, None
None, -0.103, 95.1, None, None, None, None, None, None, None, -1.0, None, None, None, 2020-01-08 05:00:00, None, 13.68, None
None, -0.344, 92.4, None, None, None, None, None, None, None, -1.0, None, None, None, 2020-01-08 06:00:00, None, 13.51, None
None, -0.441, 85.9, None, None, None, None, None, None, None, -2.0, None, None, None, 2020-01-08 07:00:00, None, 13.54, None
None, -0.296, 81.6, None, None, None, None, None, None, None, -3.0, None, None, None, 2020-01-08 08:00:00, None, 13.53, None
None, -0.199, 83.5, None, None, None, None, None, None, None, -2.0, None, None, None, 2020-01-08 09:00:00, None, 13.49, None
None, 0.222, 91.6, 0.3, 92.0, -6999.0, -6999.0, -1.0, 0.2, -0.5, -1.0, 0.0, -6999.0, 0.0, 2020-01-08 11:00:00, 14.0, 13.5, -6999.0
None, 0.452, 92.1, 0.5, 92.0, -6999.0, -6999.0, -1.0, 0.5, -0.5, -1.0, -0.3, -6999.0, 0.0, 2020-01-08 12:00:00, 13.0, 13.47, -6999.0
None, 0.838, 87.8, 0.9, 88.0, -6999.0, -6999.0, -1.0, 0.8, -0.5, -1.0, 0.1, -6999.0, 0.0, 2020-01-08 13:00:00, 13.0, 13.49, -6999.0
None, 1.224, 89.6, 1.2, 90.0, -6999.0, -6999.0, 0.0, 1.2, -0.5, 0.0, 0.0, -6999.0, 0.0, 2020-01-08 14:00:00, 13.0, 13.42, -6999.0
None, 0.789, 89.6, 1.4, 90.0, -6999.0, -6999.0, -1.0, 0.8, -0.5, -1.0, 0.4, -6999.0, 0.0, 2020-01-08 15:00:00, 13.0, 13.39, -6999.0
None, 0.886, 91.9, 1.4, 92.0, -6999.0, -6999.0, 0.0, 0.9, -0.5, 0.0, 0.0, -6999.0, 0.0, 2020-01-08 16:00:00, 13.0, 13.42, -6999.0
None, 0.307, 94.2, 1.4, 94.0, -6999.0, -6999.0, -1.0, 0.3, -0.5, -1.0, 0.4, -6999.0, 0.0, 2020-01-08 17:00:00, 13.0, 13.3, -6999.0
None, 0.259, 95.4, 1.4, 95.0, -6999.0, -6999.0, 0.0, 0.3, -0.5, 0.0, 0.0, -6999.0, 0.0, 2020-01-08 18:00:00, 13.0, 13.44, -6999.0
None, -0.116, 95.8, 0.3, 96.0, -6999.0, -6999.0, -1.0, -0.1, -0.1, -1.0, 0.5, -6999.0, 0.0, 2020-01-08 19:00:00, 13.0, 13.26, -6999.0
None, 0.127, 96.3, 0.3, 96.0, -6999.0, -6999.0, 0.0, 0.1, -0.2, 0.0, -0.2, -6999.0, 0.0, 2020-01-08 20:00:00, 13.0, 13.31, -6999.0
None, 0.463, 96.5, 0.6, 97.0, -6999.0, -6999.0, 0.0, 0.5, -0.2, 0.0, 0.0, -6999.0, 0.0, 2020-01-08 21:00:00, 13.0, 13.25, -6999.0
None, 0.088, 96.5, 0.6, 97.0, -6999.0, -6999.0, 0.0, 0.1, -0.2, 0.0, 0.0, -6999.0, 0.0, 2020-01-08 22:00:00, 13.0, 13.23, -6999.0
None, -0.104, 96.5, 0.6, 97.0, -6999.0, -6999.0, -1.0, -0.1, -0.2, -1.0, 0.6, -6999.0, 0.0, 2020-01-08 23:00:00, 13.0, 13.17, -6999.0
None, -0.006, 96.5, 0.6, 97.0, -6999.0, -6999.0, 0.0, 0.0, -0.2, 0.0, 0.0, -6999.0, 2.0, 2020-01-09 00:00:00, 15.0, 15.11, -6999.0
None, -0.355, 96.4, 0.6, 96.0, -6999.0, -6999.0, -1.0, -0.4, -0.4, -1.0, 0.0, -6999.0, -1.0, 2020-01-09 01:00:00, 14.0, 14.22, -6999.0
None, -0.356, 96.1, 0.6, 96.0, -6999.0, -6999.0, -1.0, -0.4, -0.4, -1.0, 0.2, -6999.0, 0.0, 2020-01-09 02:00:00, 14.0, 13.93, -6999.0
None, -0.256, 90.2, 0.6, 90.0, -6999.0, -6999.0, -1.0, -0.3, -0.4, -1.0, -0.2, -6999.0, 0.0, 2020-01-09 03:00:00, 14.0, 13.61, -6999.0
None, -0.443, 93.1, 0.6, 93.0, -6999.0, -6999.0, -1.0, -0.4, -0.4, -1.0, 0.0, -6999.0, 0.0, 2020-01-09 04:00:00, 14.0, 13.72, -6999.0
None, -0.344, 93.0, 0.6, 93.0, -6999.0, -6999.0, -1.0, -0.3, -0.5, -1.0, 0.0, -6999.0, 0.0, 2020-01-09 05:00:00, 14.0, 13.7, -6999.0
None, -0.346, 93.5, 0.6, 94.0, -6999.0, -6999.0, -1.0, -0.3, -0.5, -1.0, 0.4, -6999.0, 2.0, 2020-01-09 06:00:00, 16.0, 15.97, -6999.0
None, -0.299, 94.6, -0.3, 95.0, -6999.0, -6999.0, -1.0, -0.3, -0.3, -1.0, 0.8, -6999.0, 0.0, 2020-01-09 07:00:00, 16.0, 16.22, -6999.0
None, -0.156, 95.5, -0.2, 96.0, -6999.0, -6999.0, -1.0, -0.2, -0.3, -1.0, 0.3, -6999.0, 0.0, 2020-01-09 08:00:00, 16.0, 16.29, -6999.0
None, -0.152, 95.7, -0.1, 96.0, -6999.0, -6999.0, -1.0, -0.2, -0.3, -1.0, 0.1, -6999.0, 2.0, 2020-01-09 09:00:00, 18.0, 17.85, -6999.0
None, 0.138, 95.9, None, None, None, None, None, None, None, 0.0, None, None, None, 2020-01-09 10:00:00, None, 17.58, None
None, 0.279, 96.1, 0.3, 96.0, -6999.0, -6999.0, 0.0, 0.3, -0.3, 0.0, 1.0, -6999.0, 4.0, 2020-01-09 11:00:00, 22.0, 21.69, -6999.0
None, 0.608, 95.9, 0.6, 96.0, -6999.0, -6999.0, 0.0, 0.6, -0.3, 0.0, 0.3, -6999.0, 1.0, 2020-01-09 12:00:00, 23.0, 22.51, -6999.0
None, 0.406, 96.1, 0.6, 96.0, -6999.0, -6999.0, 0.0, 0.4, -0.3, 0.0, 0.4, -6999.0, -1.0, 2020-01-09 13:00:00, 22.0, 21.96, -6999.0
None, 0.596, 96.2, 0.7, 96.0, -6999.0, -6999.0, 0.0, 0.6, -0.3, 0.0, 0.0, -6999.0, -1.0, 2020-01-09 14:00:00, 21.0, 21.28, -6999.0
None, 0.452, 96.0, 0.7, 96.0, -6999.0, -6999.0, 0.0, 0.5, -0.3, 0.0, 0.4, -6999.0, 1.0, 2020-01-09 15:00:00, 22.0, 21.83, -6999.0
None, 0.355, 96.4, 0.7, 96.0, -6999.0, -6999.0, 0.0, 0.4, -0.3, 0.0, 0.0, -6999.0, 0.0, 2020-01-09 16:00:00, 22.0, 21.88, -6999.0
None, 0.261, 97.1, 0.7, 97.0, -6999.0, -6999.0, 0.0, 0.3, -0.3, 0.0, 0.3, -6999.0, -1.0, 2020-01-09 17:00:00, 21.0, 21.22, -6999.0
None, 0.27, 97.1, 0.7, 97.0, -6999.0, -6999.0, 0.0, 0.3, -0.3, 0.0, -0.2, -6999.0, 0.0, 2020-01-09 18:00:00, 21.0, 21.17, -6999.0
