station_observations
SolarRadiation, AirTemperature, Precipitation, Rain, WindSpeed, SnowDepth, time, WindDirection, RelativeHumidity
None, 0.1, 0.0, 0.0, 8.2, None, 2012-01-01 07:00:00, 10.0, 94.0
None, 0.1, None, 0.0, 7.9, None, 2012-01-01 07:15:00, 6.0, 94.0
None, 0.2, None, 0.0, 8.0, None, 2012-01-01 07:30:00, 347.0, 94.0
None, 0.2, None, 0.0, 7.8, None, 2012-01-01 07:45:00, 357.0, 94.0
None, 0.2, 0.0, 0.0, 7.0, None, 2012-01-01 08:00:00, 9.0, 93.0
None, 0.3, None, 0.0, 7.9, None, 2012-01-01 08:15:00, 10.0, 91.0
None, 0.3, None, 0.0, 9.1, None, 2012-01-01 08:30:00, 17.0, 90.0
None, 0.5, None, 0.0, 9.1, None, 2012-01-01 08:45:00, 27.0, 89.0
None, 0.5, 1.0, 0.0, 7.7, None, 2012-01-01 09:00:00, 25.0, 90.0
None, 0.8, None, 0.0, 10.7, None, 2012-01-01 09:15:00, 37.0, 87.0
None, 0.8, None, 0.0, 8.5, None, 2012-01-01 09:30:00, 20.0, 88.0
None, 1.0, None, 0.0, 12.2, None, 2012-01-01 09:45:00, 31.0, 86.0
None, 1.1, -1.0, 0.0, 9.3, None, 2012-01-01 10:00:00, 11.0, 88.0
None, 1.6, None, 0.0, 10.0, None, 2012-01-01 10:15:00, 26.0, 85.0
None, 1.9, None, 0.0, 7.9, None, 2012-01-01 10:30:00, 354.0, 84.0
None, 2.0, None, 0.25, 9.7, None, 2012-01-01 10:45:00, 20.0, 84.0
None, 2.3, 0.0, 0.76, 8.6, None, 2012-01-01 11:00:00, 19.0, 84.0
None, 2.4, None, 0.51, 9.1, None, 2012-01-01 11:15:00, 2.0, 83.0
None, 2.7, None, 0.51, 8.7, None, 2012-01-01 11:30:00, 36.0, 83.0
None, 2.7, None, 0.25, 9.5, None, 2012-01-01 11:45:00, 53.0, 81.0
None, 3.3, 1.0, 0.25, 7.4, None, 2012-01-01 12:00:00, 58.0, 79.0
None, 3.6, None, 0.0, 10.6, None, 2012-01-01 12:15:00, 57.0, 78.0
None, 3.6, None, 0.0, 10.0, None, 2012-01-01 12:30:00, 70.0, 76.0
None, 3.7, None, 0.0, 10.3, None, 2012-01-01 12:45:00, 71.0, 75.0
None, 3.5, -1.0, 0.0, 11.0, None, 2012-01-01 13:00:00, 78.0, 75.0
None, 3.5, None, 0.0, 10.1, None, 2012-01-01 13:15:00, 54.0, 75.0
None, 3.3, None, 0.0, 8.9, None, 2012-01-01 13:30:00, 30.0, 79.0
None, 3.5, None, 0.0, 8.9, None, 2012-01-01 13:45:00, 30.0, 77.0
None, 3.6, 1.0, 0.0, 8.4, None, 2012-01-01 14:00:00, 35.0, 76.0
None, 3.4, None, 0.0, 9.6, None, 2012-01-01 14:15:00, 35.0, 76.0
None, 3.2, None, 0.0, 9.0, None, 2012-01-01 14:30:00, 26.0, 78.0
None, 2.9, None, 0.0, 7.6, None, 2012-01-01 14:45:00, 11.0, 81.0
None, 3.1, 0.0, 0.0, 10.5, None, 2012-01-01 15:00:00, 22.0, 76.0
None, 3.2, None, 0.0, 8.5, None, 2012-01-01 15:15:00, 11.0, 80.0
None, 3.3, None, 0.0, 7.9, None, 2012-01-01 15:30:00, 16.0, 75.0
None, 3.3, None, 0.0, 7.9, None, 2012-01-01 15:45:00, 25.0, 77.0
None, 3.6, -1.0, 0.0, 10.0, None, 2012-01-01 16:00:00, 63.0, 74.0
None, 3.6, None, 0.0, 10.0, None, 2012-01-01 16:15:00, 68.0, 74.0
None, 3.7, None, 0.0, 11.0, None, 2012-01-01 16:30:00, 55.0, 72.0
None, 3.3, None, 0.0, 7.6, None, 2012-01-01 16:45:00, 64.0, 76.0
None, 4.1, 1.0, 0.0, 13.7, None, 2012-01-01 17:00:00, 85.0, 70.0
None, 4.0, None, 0.0, 13.6, None, 2012-01-01 17:15:00, 79.0, 71.0
None, 3.0, None, 0.0, 10.4, None, 2012-01-01 17:30:00, 66.0, 83.0
None, 3.5, None, 0.0, 12.6, None, 2012-01-01 17:45:00, 82.0, 73.0
None, 3.5, 0.0, 0.0, 9.6, None, 2012-01-01 18:00:00, 94.0, 74.0
None, 4.1, None, 0.0, 12.9, None, 2012-01-01 18:15:00, 87.0, 71.0
None, 4.7, None, 0.0, 13.8, None, 2012-01-01 18:30:00, 101.0, 67.0
None, 4.8, None, 0.0, 13.5, None, 2012-01-01 18:45:00, 101.0, 67.0
None, 5.4, -1.0, 0.0, 17.9, None, 2012-01-01 19:00:00, 103.0, 64.0
None, 5.5, None, 0.0, 14.5, None, 2012-01-01 19:15:00, 98.0, 63.0
None, 5.5, None, 0.0, 14.8, None, 2012-01-01 19:30:00, 100.0, 63.0
None, 5.4, None, 0.0, 16.4, None, 2012-01-01 19:45:00, 101.0, 63.0
None, 5.3, 0.0, 0.0, 15.8, None, 2012-01-01 20:00:00, 109.0, 64.0
None, 5.4, None, 0.0, 18.0, None, 2012-01-01 20:15:00, 105.0, 66.0
None, 5.3, None, 0.0, 17.9, None, 2012-01-01 20:30:00, 103.0, 62.0
None, 5.4, None, 0.0, 18.6, None, 2012-01-01 20:45:00, 106.0, 63.0
None, 5.3, 0.0, 0.0, 15.2, None, 2012-01-01 21:00:00, 105.0, 62.0
None, 5.3, None, 0.0, 16.5, None, 2012-01-01 21:15:00, 107.0, 63.0
None, 5.4, None, 0.0, 16.1, None, 2012-01-01 21:30:00, 107.0, 62.0
None, 5.4, None, 0.0, 15.4, None, 2012-01-01 21:45:00, 102.0, 63.0
None, 5.3, 0.0, 0.0, 13.1, None, 2012-01-01 22:00:00, 94.0, 63.0
None, 5.1, None, 0.0, 12.9, None, 2012-01-01 22:15:00, 105.0, 63.0
None, 4.7, None, 0.0, 9.8, None, 2012-01-01 22:30:00, 90.0, 65.0
None, 5.5, None, 0.0, 18.2, None, 2012-01-01 22:45:00, 97.0, 61.0
None, 5.8, 0.0, 0.0, 18.3, None, 2012-01-01 23:00:00, 94.0, 59.0
None, 5.9, None, 0.0, 19.8, None, 2012-01-01 23:15:00, 98.0, 58.0
None, 6.0, None, 0.0, 20.2, None, 2012-01-01 23:30:00, 93.0, 58.0
None, 5.9, None, 0.0, 16.1, None, 2012-01-01 23:45:00, 93.0, 58.0
None, 5.2, 1.0, 0.0, 9.2, None, 2012-01-02 00:00:00, 48.0, 64.0
None, 4.3, None, 0.0, 6.5, None, 2012-01-02 00:15:00, 308.0, 77.0
None, 4.6, None, 0.0, 8.4, None, 2012-01-02 00:30:00, 98.0, 66.0
None, 5.1, None, 0.0, 8.8, None, 2012-01-02 00:45:00, 81.0, 59.0
None, 5.6, -1.0, 0.0, 10.2, None, 2012-01-02 01:00:00, 54.0, 68.0
None, 4.7, None, 0.0, 6.8, None, 2012-01-02 01:15:00, 287.0, 70.0
None, 4.5, None, 0.0, 7.2, None, 2012-01-02 01:30:00, 48.0, 70.0
None, 4.4, None, 0.0, 7.4, None, 2012-01-02 01:45:00, 67.0, 69.0
None, 5.7, 0.0, 0.0, 13.5, None, 2012-01-02 02:00:00, 82.0, 56.0
None, 5.5, None, 0.0, 8.8, None, 2012-01-02 02:15:00, 340.0, 63.0
None, 4.7, None, 0.0, 8.2, None, 2012-01-02 02:30:00, 4.0, 62.0
None, 4.9, None, 0.0, 7.3, None, 2012-01-02 02:45:00, 344.0, 69.0
None, 5.8, 0.0, 0.0, 15.4, None, 2012-01-02 03:00:00, 81.0, 57.0
None, 6.1, None, 0.0, 13.5, None, 2012-01-02 03:15:00, 85.0, 55.0
None, 5.9, None, 0.0, 10.7, None, 2012-01-02 03:30:00, 95.0, 57.0
None, 5.6, None, 0.0, 11.6, None, 2012-01-02 03:45:00, 96.0, 59.0
None, 4.7, 0.0, 0.0, 5.7, None, 2012-01-02 04:00:00, 108.0, 70.0
None, 3.8, None, 0.0, 5.0, None, 2012-01-02 04:15:00, 53.0, 70.0
None, 4.9, None, 0.0, 11.5, None, 2012-01-02 04:30:00, 83.0, 61.0
None, 4.6, None, 0.0, 10.6, None, 2012-01-02 04:45:00, 103.0, 63.0
None, 5.0, 0.0, 0.0, 8.9, None, 2012-01-02 05:00:00, 70.0, 69.0
None, 4.1, None, 0.0, 7.0, None, 2012-01-02 05:15:00, 347.0, 65.0
None, 3.7, None, 0.0, 7.9, None, 2012-01-02 05:30:00, 89.0, 68.0
None, 3.6, None, 0.0, 7.2, None, 2012-01-02 05:45:00, 126.0, 73.0
None, 3.1, 0.0, 0.0, 6.7, None, 2012-01-02 06:00:00, 317.0, 70.0
None, 3.0, None, 0.0, 6.8, None, 2012-01-02 06:15:00, 285.0, 75.0
None, 2.8, None, 0.0, 4.8, None, 2012-01-02 06:30:00, 302.0, 78.0
None, 2.6, None, 0.0, 4.1, None, 2012-01-02 06:45:00, 268.0, 79.0
None, 2.5, 0.0, 0.0, 4.1, None, 2012-01-02 07:00:00, 261.0, 79.0
None, 2.8, None, 0.0, 5.6, None, 2012-01-02 07:15:00, 278.0, 78.0
None, 2.7, None, 0.0, 3.4, None, 2012-01-02 07:30:00, 311.0, 82.0
None, 2.6, None, 0.0, 3.5, None, 2012-01-02 07:45:00, 290.0, 82.0
None, 2.5, 1.0, 0.0, 5.4, None, 2012-01-02 08:00:00, 297.0, 82.0
None, 2.5, None, 0.0, 5.8, None, 2012-01-02 08:15:00, 322.0, 83.0
None, 2.5, None, 0.0, 5.2, None, 2012-01-02 08:30:00, 318.0, 82.0
None, 2.5, None, 0.0, 3.1, None, 2012-01-02 08:45:00, 8.0, 85.0
None, 2.6, -1.0, 0.0, 4.9, None, 2012-01-02 09:00:00, 289.0, 83.0
None, 2.8, None, 0.0, 4.5, None, 2012-01-02 09:15:00, 21.0, 83.0
None, 3.1, None, 0.0, 4.4, None, 2012-01-02 09:30:00, 315.0, 83.0
None, 3.6, None, 0.0, 5.5, None, 2012-01-02 09:45:00, 286.0, 81.0
None, 3.9, 0.0, 0.0, 10.2, None, 2012-01-02 10:00:00, 89.0, 70.0
None, 4.4, None, 0.0, 8.0, None, 2012-01-02 10:15:00, 22.0, 66.0
None, 5.0, None, 0.0, 7.0, None, 2012-01-02 10:30:00, 260.0, 69.0
None, 5.4, None, 0.0, 6.2, None, 2012-01-02 10:45:00, 262.0, 65.0
None, 5.5, -1.0, 0.0, 3.7, None, 2012-01-02 11:00:00, 297.0, 63.0
None, 5.5, None, 0.0, 5.8, None, 2012-01-02 11:15:00, 158.0, 66.0
None, 5.9, None, 0.0, 12.2, None, 2012-01-02 11:30:00, 109.0, 62.0
None, 5.9, None, 0.0, 5.5, None, 2012-01-02 11:45:00, 257.0, 65.0
None, 6.3, 1.0, 0.0, 4.9, None, 2012-01-02 12:00:00, 71.0, 65.0
None, 6.7, None, 0.0, 9.7, None, 2012-01-02 12:15:00, 137.0, 64.0
None, 6.6, None, 0.0, 11.5, None, 2012-01-02 12:30:00, 133.0, 70.0
None, 6.1, None, 0.0, 7.2, None, 2012-01-02 12:45:00, 160.0, 76.0
None, 5.9, 0.0, 0.0, 5.2, None, 2012-01-02 13:00:00, 106.0, 75.0
None, 5.9, None, 0.0, 5.7, None, 2012-01-02 13:15:00, 150.0, 76.0
None, 5.6, None, 0.0, 6.5, None, 2012-01-02 13:30:00, 129.0, 88.0
None, 6.1, None, 0.0, 5.1, None, 2012-01-02 13:45:00, 122.0, 89.0
None, 7.2, 1.0, 0.0, 3.0, None, 2012-01-02 14:00:00, 24.0, 84.0
None, 7.0, None, 0.0, 4.0, None, 2012-01-02 14:15:00, 161.0, 87.0
None, 7.4, None, 0.0, 6.8, None, 2012-01-02 14:30:00, 338.0, 81.0
None, 7.0, None, 0.0, 4.3, None, 2012-01-02 14:45:00, 53.0, 87.0
None, 7.1, 0.0, 0.0, 8.4, None, 2012-01-02 15:00:00, 86.0, 76.0
None, 6.8, None, 0.0, 16.1, None, 2012-01-02 15:15:00, 82.0, 68.0
None, 6.9, None, 0.0, 13.0, None, 2012-01-02 15:30:00, 89.0, 73.0
None, 6.9, None, 0.0, 11.1, None, 2012-01-02 15:45:00, 106.0, 77.0
None, 6.1, 0.0, 0.0, 13.7, None, 2012-01-02 16:00:00, 105.0, 86.0
None, 5.5, None, 0.51, 10.8, None, 2012-01-02 16:15:00, 80.0, 90.0
None, 5.0, None, 0.76, 11.8, None, 2012-01-02 16:30:00, 115.0, 93.0
None, 4.8, None, 1.02, 13.2, None, 2012-01-02 16:45:00, 120.0, 95.0
None, 4.8, 3.0, 0.76, 12.7, None, 2012-01-02 17:00:00, 123.0, 96.0
None, 4.8, None, 0.25, 13.7, None, 2012-01-02 17:15:00, 125.0, 97.0
None, 4.8, None, 0.25, 15.9, None, 2012-01-02 17:30:00, 132.0, 97.0
None, 4.7, None, 0.25, 15.0, None, 2012-01-02 17:45:00, 128.0, 97.0
None, 4.7, 0.0, 0.25, 12.9, None, 2012-01-02 18:00:00, 129.0, 97.0
None, 4.7, None, 0.25, 9.3, None, 2012-01-02 18:15:00, 132.0, 97.0
None, 4.6, None, 0.0, 7.6, None, 2012-01-02 18:30:00, 136.0, 97.0
None, 4.8, None, 0.25, 6.2, None, 2012-01-02 18:45:00, 178.0, 98.0
None, 5.2, 1.0, 0.0, 8.4, None, 2012-01-02 19:00:00, 292.0, 98.0
None, 5.9, None, 0.25, 9.1, None, 2012-01-02 19:15:00, 299.0, 98.0
None, 6.3, None, 0.51, 11.0, None, 2012-01-02 19:30:00, 298.0, 98.0
None, 6.5, None, 1.02, 15.0, None, 2012-01-02 19:45:00, 234.0, 97.0
None, 6.5, 2.0, 1.02, 14.1, None, 2012-01-02 20:00:00, 271.0, 96.0
None, 6.5, None, 1.27, 16.9, None, 2012-01-02 20:15:00, 268.0, 96.0
None, 6.4, None, 1.27, 20.7, None, 2012-01-02 20:30:00, 259.0, 95.0
None, 6.3, None, 1.02, 20.1, None, 2012-01-02 20:45:00, 282.0, 95.0
None, 6.1, 5.0, 0.76, 21.7, None, 2012-01-02 21:00:00, 277.0, 96.0
None, 5.9, None, 0.25, 18.8, None, 2012-01-02 21:15:00, 280.0, 96.0
None, 5.8, None, 0.25, 16.9, None, 2012-01-02 21:30:00, 281.0, 97.0
None, 5.8, None, 0.0, 18.1, None, 2012-01-02 21:45:00, 268.0, 97.0
None, 5.6, 0.0, 0.25, 18.2, None, 2012-01-02 22:00:00, 236.0, 96.0
None, 5.4, None, 0.0, 18.2, None, 2012-01-02 22:15:00, 250.0, 94.0
None, 5.3, None, 0.0, 14.7, None, 2012-01-02 22:30:00, 285.0, 94.0
None, 5.2, None, 0.0, 12.6, None, 2012-01-02 22:45:00, 182.0, 94.0
None, 5.3, 1.0, 0.0, 13.0, None, 2012-01-02 23:00:00, 227.0, 92.0
None, 5.3, None, 0.0, 14.9, None, 2012-01-02 23:15:00, 199.0, 92.0
None, 5.2, None, 0.0, 11.4, None, 2012-01-02 23:30:00, 201.0, 91.0
None, 5.1, None, 0.0, 14.4, None, 2012-01-02 23:45:00, 222.0, 93.0
None, 5.1, -1.0, 0.25, 11.6, None, 2012-01-03 00:00:00, 241.0, 92.0
None, 5.1, None, 0.0, 10.4, None, 2012-01-03 00:15:00, 199.0, 92.0
None, 5.1, None, 0.0, 9.0, None, 2012-01-03 00:30:00, 208.0, 92.0
None, 5.0, None, 0.0, 7.5, None, 2012-01-03 00:45:00, 260.0, 94.0
None, 4.9, 1.0, 0.0, 6.0, None, 2012-01-03 01:00:00, 221.0, 94.0
None, 4.8, None, 0.0, 5.6, None, 2012-01-03 01:15:00, 115.0, 93.0
None, 4.6, None, 0.0, 3.6, None, 2012-01-03 01:30:00, 58.0, 94.0
None, 4.5, None, 0.0, 3.9, None, 2012-01-03 01:45:00, 351.0, 95.0
None, 4.4, -1.0, 0.0, 3.2, None, 2012-01-03 02:00:00, 0.0, 96.0
None, 4.4, None, 0.0, 3.7, None, 2012-01-03 02:15:00, 342.0, 96.0
None, 4.3, None, 0.0, 5.1, None, 2012-01-03 02:30:00, 349.0, 97.0
None, 4.1, None, 0.0, 4.4, None, 2012-01-03 02:45:00, 348.0, 97.0
None, 3.7, 1.0, 0.0, 3.3, None, 2012-01-03 03:00:00, 1.0, 97.0
None, 3.3, None, 0.0, 2.6, None, 2012-01-03 03:15:00, 331.0, 97.0
None, 3.1, None, 0.0, 4.2, None, 2012-01-03 03:30:00, 330.0, 97.0
None, 3.2, None, 0.0, 4.2, None, 2012-01-03 03:45:00, 354.0, 97.0
None, 3.3, -1.0, 0.0, 4.3, None, 2012-01-03 04:00:00, 7.0, 97.0
None, 3.4, None, 0.0, 3.7, None, 2012-01-03 04:15:00, 359.0, 97.0
None, 3.5, None, 0.0, 3.6, None, 2012-01-03 04:30:00, 2.0, 97.0
None, 3.5, None, 0.0, 4.2, None, 2012-01-03 04:45:00, 43.0, 98.0
None, 3.3, 0.0, 0.0, 3.5, None, 2012-01-03 05:00:00, 67.0, 98.0
None, 3.1, None, 0.0, 5.5, None, 2012-01-03 05:15:00, 106.0, 98.0
None, 3.2, None, 0.0, 5.2, None, 2012-01-03 05:30:00, 107.0, 98.0
None, 3.3, None, 0.0, 5.1, None, 2012-01-03 05:45:00, 136.0, 98.0
None, 3.3, 0.0, 0.0, 6.5, None, 2012-01-03 06:00:00, 117.0, 98.0
None, 3.3, None, 0.0, 5.6, None, 2012-01-03 06:15:00, 122.0, 98.0
None, 3.5, None, 0.0, 6.4, None, 2012-01-03 06:30:00, 196.0, 98.0
None, 3.8, None, 0.0, 5.6, None, 2012-01-03 06:45:00, 144.0, 98.0
None, 3.9, 0.0, 0.0, 4.7, None, 2012-01-03 07:00:00, 213.0, 98.0
None, 3.6, None, 0.25, 2.4, None, 2012-01-03 07:15:00, 331.0, 98.0
None, 3.8, None, 0.0, 3.9, None, 2012-01-03 07:30:00, 123.0, 98.0
None, 3.6, None, 0.25, 6.5, None, 2012-01-03 07:45:00, 337.0, 98.0
None, 3.6, 0.0, 0.0, 4.7, None, 2012-01-03 08:00:00, 357.0, 98.0
None, 3.5, None, 0.51, 2.9, None, 2012-01-03 08:15:00, 6.0, 98.0
None, 3.5, None, 0.25, 3.0, None, 2012-01-03 08:30:00, 48.0, 98.0
None, 3.6, None, 0.25, 2.5, None, 2012-01-03 08:45:00, 338.0, 98.0
None, 3.7, 2.0, 0.25, 5.3, None, 2012-01-03 09:00:00, 349.0, 98.0
None, 3.8, None, 0.25, 5.7, None, 2012-01-03 09:15:00, 59.0, 98.0
None, 4.1, None, 0.0, 7.1, None, 2012-01-03 09:30:00, 64.0, 98.0
None, 4.3, None, 0.25, 8.5, None, 2012-01-03 09:45:00, 75.0, 98.0
None, 4.4, 0.0, 0.0, 5.3, None, 2012-01-03 10:00:00, 62.0, 98.0
None, 4.4, None, 0.0, 7.0, None, 2012-01-03 10:15:00, 61.0, 98.0
None, 4.6, None, 0.25, 9.0, None, 2012-01-03 10:30:00, 48.0, 98.0
None, 4.8, None, 0.0, 7.7, None, 2012-01-03 10:45:00, 49.0, 97.0
None, 4.9, 0.0, 0.0, 5.9, None, 2012-01-03 11:00:00, 59.0, 96.0
None, 5.0, None, 0.0, 3.6, None, 2012-01-03 11:15:00, 77.0, 96.0
None, 5.1, None, 0.25, 3.8, None, 2012-01-03 11:30:00, 73.0, 96.0
None, 5.2, None, 0.0, 2.4, None, 2012-01-03 11:45:00, 57.0, 97.0
None, 5.2, 1.0, 0.0, 3.8, None, 2012-01-03 12:00:00, 115.0, 97.0
None, 5.2, None, 0.0, 1.8, None, 2012-01-03 12:15:00, 6.0, 97.0
None, 5.2, None, 0.25, 2.5, None, 2012-01-03 12:30:00, 4.0, 97.0
None, 5.4, None, 0.0, 3.3, None, 2012-01-03 12:45:00, 117.0, 97.0
None, 5.3, 0.0, 0.0, 3.8, None, 2012-01-03 13:00:00, 141.0, 97.0
None, 5.3, None, 0.25, 4.1, None, 2012-01-03 13:15:00, 132.0, 97.0
None, 5.2, None, 0.0, 6.4, None, 2012-01-03 13:30:00, 119.0, 97.0
None, 5.1, None, 0.0, 7.0, None, 2012-01-03 13:45:00, 124.0, 97.0
None, 5.1, 1.0, 0.0, 9.1, None, 2012-01-03 14:00:00, 123.0, 97.0
None, 5.2, None, 0.25, 7.1, None, 2012-01-03 14:15:00, 125.0, 97.0
None, 5.2, None, 0.25, 8.5, None, 2012-01-03 14:30:00, 120.0, 98.0
None, 5.1, None, 0.0, 7.9, None, 2012-01-03 14:45:00, 118.0, 98.0
None, 5.1, 0.0, 0.0, 8.4, None, 2012-01-03 15:00:00, 117.0, 97.0
None, 5.1, None, 0.0, 3.7, None, 2012-01-03 15:15:00, 130.0, 98.0
None, 5.0, None, 0.0, 7.0, None, 2012-01-03 15:30:00, 116.0, 98.0
None, 5.0, None, 0.25, 3.8, None, 2012-01-03 15:45:00, 87.0, 98.0
None, 5.1, 0.0, 0.0, 3.0, None, 2012-01-03 16:00:00, 85.0, 98.0
None, 5.3, None, 0.25, 3.3, None, 2012-01-03 16:15:00, 122.0, 98.0
None, 5.3, None, 0.0, 4.8, None, 2012-01-03 16:30:00, 87.0, 98.0
None, 5.3, None, 0.0, 3.5, None, 2012-01-03 16:45:00, 59.0, 98.0
None, 5.2, 0.0, 0.0, 2.9, None, 2012-01-03 17:00:00, 4.0, 98.0
None, 5.1, None, 0.25, 6.4, None, 2012-01-03 17:15:00, 350.0, 98.0
None, 5.1, None, 0.51, 5.7, None, 2012-01-03 17:30:00, 355.0, 98.0
None, 5.1, None, 0.51, 6.9, None, 2012-01-03 17:45:00, 346.0, 98.0
None, 5.0, 2.0, 0.51, 5.8, None, 2012-01-03 18:00:00, 5.0, 98.0
None, 5.1, None, 0.76, 5.9, None, 2012-01-03 18:15:00, 355.0, 98.0
None, 5.0, None, 0.25, 4.5, None, 2012-01-03 18:30:00, 60.0, 98.0
None, 5.0, None, 0.76, 5.8, None, 2012-01-03 18:45:00, 55.0, 98.0
None, 5.1, 2.0, 0.25, 7.1, None, 2012-01-03 19:00:00, 44.0, 98.0
None, 5.7, None, 0.25, 8.7, None, 2012-01-03 19:15:00, 52.0, 98.0
None, 5.8, None, 0.25, 9.2, None, 2012-01-03 19:30:00, 65.0, 98.0
None, 5.6, None, 0.76, 8.9, None, 2012-01-03 19:45:00, 102.0, 98.0
None, 5.9, 1.0, 0.0, 9.6, None, 2012-01-03 20:00:00, 87.0, 98.0
None, 6.1, None, 0.0, 10.9, None, 2012-01-03 20:15:00, 98.0, 98.0
None, 6.3, None, 0.0, 9.2, None, 2012-01-03 20:30:00, 93.0, 97.0
None, 6.5, None, 0.25, 11.0, None, 2012-01-03 20:45:00, 88.0, 95.0
None, 6.7, 0.0, 0.0, 9.3, None, 2012-01-03 21:00:00, 105.0, 93.0
None, 6.6, None, 0.0, 7.6, None, 2012-01-03 21:15:00, 86.0, 92.0
None, 6.1, None, 0.0, 4.4, None, 2012-01-03 21:30:00, 289.0, 96.0
None, 5.9, None, 0.0, 5.9, None, 2012-01-03 21:45:00, 286.0, 97.0
None, 5.8, 1.0, 0.0, 4.3, None, 2012-01-03 22:00:00, 236.0, 97.0
None, 5.8, None, 0.0, 3.1, None, 2012-01-03 22:15:00, 352.0, 97.0
None, 5.7, None, 0.0, 3.1, None, 2012-01-03 22:30:00, 335.0, 97.0
None, 5.7, None, 0.0, 4.4, None, 2012-01-03 22:45:00, 63.0, 97.0
None, 5.6, 0.0, 0.0, 3.3, None, 2012-01-03 23:00:00, 63.0, 98.0
None, 5.5, None, 0.0, 4.5, None, 2012-01-03 23:15:00, 108.0, 98.0
None, 5.6, None, 0.0, 6.9, None, 2012-01-03 23:30:00, 135.0, 98.0
None, 5.7, None, 0.0, 8.4, None, 2012-01-03 23:45:00, 128.0, 98.0
None, 5.7, -1.0, 0.0, 9.0, None, 2012-01-04 00:00:00, 135.0, 98.0
None, 5.7, None, 0.0, 9.0, None, 2012-01-04 00:15:00, 128.0, 98.0
None, 5.7, None, 0.0, 9.2, None, 2012-01-04 00:30:00, 144.0, 98.0
None, 6.8, None, 0.0, 12.2, None, 2012-01-04 00:45:00, 157.0, 98.0
None, 7.8, 0.0, 0.0, 10.3, None, 2012-01-04 01:00:00, 161.0, 92.0
None, 8.6, None, 0.0, 10.0, None, 2012-01-04 01:15:00, 167.0, 87.0
None, 8.6, None, 0.0, 10.3, None, 2012-01-04 01:30:00, 156.0, 91.0
None, 8.5, None, 0.0, 10.3, None, 2012-01-04 01:45:00, 156.0, 91.0
None, 7.6, 0.0, 0.0, 10.4, None, 2012-01-04 02:00:00, 126.0, 95.0
None, 7.1, None, 0.0, 11.4, None, 2012-01-04 02:15:00, 125.0, 97.0
None, 6.9, None, 0.0, 10.8, None, 2012-01-04 02:30:00, 124.0, 97.0
None, 6.8, None, 0.0, 11.5, None, 2012-01-04 02:45:00, 125.0, 97.0
None, 6.6, 1.0, 0.0, 10.4, None, 2012-01-04 03:00:00, 131.0, 97.0
None, 6.4, None, 0.0, 11.2, None, 2012-01-04 03:15:00, 133.0, 98.0
None, 6.2, None, 0.0, 13.6, None, 2012-01-04 03:30:00, 133.0, 98.0
