YEAR,FIRE_SIZE_HA,LATITUDE,LONGITUDE
2013.0,0.009,53.492683,-120.605415
2013.0,0.9,52.342567,-118.643433
2013.0,0.009,52.990017,-119.290367
2013.0,0.009,56.413433,-121.1623
2013.0,0.1,53.9403,-124.101715
2013.0,0.1,54.084949,-125.1082
2013.0,1.8,54.209316,-124.248665
2013.0,0.8,54.047249,-124.896049
2013.0,0.2,54.085117,-125.017334
2013.0,0.09,53.956333,-123.859734
2013.0,0.3,52.972885,-119.353653
2013.0,0.009,53.825733,-120.762947
2013.0,0.009,52.944218,-119.331383
2013.0,0.09,52.879433,-119.257233
2013.0,0.009,53.390766,-122.509201
2013.0,0.009,53.741066,-121.19165
2013.0,0.009,53.257183,-122.673401
2013.0,0.7,53.584167,-123.328003
2013.0,0.009,53.485332,-124.030815
2013.0,0.009,53.860283,-120.998169
2013.0,0.4,53.43,-122.726334
2013.0,0.3,53.978683,-122.073769
2013.0,0.9,54.829067,-123.606133
2013.0,2.8,53.794601,-123.150085
2013.0,0.009,54.838817,-123.570183
2013.0,0.9,53.817333,-123.221649
2013.0,0.009,53.809952,-122.493713
2013.0,0.2,54.158749,-122.866096
2013.0,0.04,54.031418,-123.363533
2013.0,0.009,52.96035,-119.458313
2013.0,0.009,52.9851,-119.001648
2013.0,0.009,52.955833,-119.421066
2013.0,0.9,52.76585,-119.153366
2013.0,0.009,53.475883,-120.543983
2013.0,0.009,52.898399,-119.332214
2013.0,0.4,52.266433,-118.547417
2013.0,0.009,52.662617,-119.061836
2013.0,0.8,52.721268,-119.238167
2013.0,0.2,52.840885,-119.17852
2013.0,0.009,52.755218,-119.200233
2013.0,14.0,56.264999,-122.068016
2013.0,0.009,56.935615,-121.018066
2013.0,13.7,56.228218,-121.41552
2013.0,0.1,52.280018,-119.646683
2013.0,0.009,52.272701,-119.648834
2013.0,0.009,52.458084,-119.995583
2013.0,0.1,51.541965,-119.413483
2013.0,0.009,52.362499,-119.971748
2013.0,0.009,52.357349,-120.261002
2013.0,0.1,51.876202,-119.934883
2013.0,792.0,52.786049,-120.18692
2013.0,16.6,52.550499,-119.895081
2013.0,0.009,52.429634,-120.307747
2013.0,0.009,52.293999,-119.928085
2013.0,64.4,52.064583,-118.971199
2013.0,0.009,52.128651,-120.073151
2013.0,0.54,51.445251,-119.50843
2013.0,0.009,51.848801,-119.152733
2013.0,71.5,52.620918,-120.242485
2013.0,0.009,52.560818,-120.266502
2013.0,0.9,51.792198,-120.444649
2013.0,0.009,51.59045,-119.850014
2013.0,0.009,50.64405,-119.963364
2013.0,16.0,50.887684,-121.40287
2013.0,3.9,50.682449,-121.29155
2013.0,15.0,50.788399,-120.963051
2013.0,0.009,50.652267,-120.033333
2013.0,5.7,52.463566,-120.180099
2013.0,0.009,52.51775,-119.828049
2013.0,0.009,52.546932,-119.879417
2013.0,0.009,52.357399,-120.249252
2013.0,0.009,52.430965,-119.978569
2013.0,0.009,52.044315,-119.61657
2013.0,0.2,52.346683,-119.248367
2013.0,0.009,52.361282,-119.238281
2013.0,0.009,51.478001,-119.369919
2013.0,0.009,51.544533,-119.384018
2013.0,1.9,51.806934,-120.363167
2013.0,2.0,52.254135,-119.83445
2013.0,0.009,51.590267,-119.195953
2013.0,0.009,51.510082,-119.1101
2013.0,0.009,51.773384,-119.941597
2013.0,0.009,52.294285,-119.180481
2013.0,0.009,52.020184,-119.455818
2013.0,0.009,52.045551,-119.395119
2013.0,0.009,52.055851,-119.396652
2013.0,0.1,52.309635,-119.17308
2013.0,0.2,52.443649,-119.091667
2013.0,0.08,51.806435,-120.397369
2013.0,29.6,52.620701,-120.226715
2013.0,18.4,52.5266,-119.521263
2013.0,0.009,51.862568,-119.752953
2013.0,0.009,51.859417,-119.838669
2013.0,0.009,52.025566,-119.939033
2013.0,0.03,52.518665,-119.268501
2013.0,0.009,52.464634,-119.183701
2013.0,8.2,50.575535,-120.440353
2013.0,0.9,50.831402,-121.243401
2013.0,1400.0,50.573567,-121.282333
2013.0,10.0,50.807835,-120.99118
2013.0,2.0,50.705067,-121.30172
2013.0,63.5,50.753101,-120.617531
2013.0,0.4,51.3689,-119.939201
2013.0,0.6,51.459435,-119.625702
2013.0,0.6,50.663734,-121.686264
2013.0,0.009,50.742916,-121.253769
2013.0,0.009,51.233017,-119.890266
2013.0,0.009,50.652248,-120.330704
2013.0,0.2,50.866634,-121.415001
2013.0,0.009,50.722,-121.159668
2013.0,0.009,50.95335,-121.382118
2013.0,0.009,50.937668,-121.404716
2013.0,0.009,50.89135,-121.17305
2013.0,0.009,50.803284,-121.579849
2013.0,0.009,50.534698,-121.209053
2013.0,0.3,51.165966,-119.703735
2013.0,0.009,50.70475,-120.179535
2013.0,0.009,50.8116,-120.140083
2013.0,0.009,50.854984,-120.819565
2013.0,0.009,50.859432,-120.8209
2013.0,0.009,51.382198,-120.52095
2013.0,0.009,50.599499,-121.386253
2013.0,0.009,50.891167,-120.853165
2013.0,0.009,50.622234,-120.525703
2013.0,0.009,50.862766,-119.974602
2013.0,0.009,51.086833,-120.18295
2013.0,0.2,52.235416,-119.326668
2013.0,0.009,50.895851,-120.148849
2013.0,15.6,50.520115,-120.917366
2013.0,0.5,50.347618,-120.387352
2013.0,30.0,50.584385,-120.445702
2013.0,0.8,50.610817,-119.899917
2013.0,0.009,51.070717,-120.053017
2013.0,12.6,51.183235,-119.823784
2013.0,75.0,50.814701,-120.945267
2013.0,0.3,50.773667,-121.13765
2013.0,0.4,50.663151,-120.047287
2013.0,0.009,50.518917,-121.2789
2013.0,0.15,50.77655,-120.668198
2013.0,0.009,50.974365,-120.030853
2013.0,2.0,50.778667,-121.056999
2013.0,0.009,50.640133,-120.059402
2013.0,0.3,50.874432,-120.253151
2013.0,0.1,50.917251,-120.573868
2013.0,0.009,50.48555,-121.3003
2013.0,0.009,50.976932,-121.03157
2013.0,0.1,50.620602,-119.935837
2013.0,0.009,50.488865,-120.136414
2013.0,0.009,50.49905,-121.103401
2013.0,0.009,50.765518,-121.028999
2013.0,0.1,50.676701,-120.197151
2013.0,0.9,50.726333,-120.524617
2013.0,0.009,50.642399,-121.482117
2013.0,0.6,50.692333,-120.617332
2013.0,16.1,50.713917,-121.298615
2013.0,0.009,52.51545,-119.078751
2013.0,0.009,52.332001,-119.152733
2013.0,0.1,51.714169,-119.302017
2013.0,0.9,59.280285,-122.927032
2013.0,2.1,59.271332,-125.73658
2013.0,0.2,59.707767,-123.008018
2013.0,0.4,59.941116,-124.133904
2013.0,0.4,59.892517,-124.196518
2013.0,1.0,59.837666,-123.818603
2013.0,0.001,60.182701,-124.916786
2013.0,0.15,58.873833,-123.190002
2013.0,0.15,58.790417,-123.205833
2013.0,0.6,58.854633,-121.583
2013.0,0.25,59.468334,-122.350487
2013.0,0.6,59.0872,-121.499367
2013.0,0.9,59.996666,-124.418335
2013.0,3.4,59.43425,-121.031769
2013.0,17.0,59.107616,-121.179718
2013.0,0.02,59.248649,-121.334816
2013.0,0.9,59.961483,-124.050766
2013.0,0.012,59.925133,-123.934067
2013.0,0.1,59.473518,-124.200867
2013.0,0.009,59.423633,-125.586817
2013.0,0.009,51.549702,-119.803802
2013.0,0.2,51.865333,-119.309303
2013.0,0.009,52.395668,-119.748169
2013.0,0.009,51.72745,-119.35115
2013.0,1.8,52.292332,-119.248436
2013.0,11.3,59.403885,-121.773613
2013.0,0.2,52.339535,-119.20343
2013.0,0.1,59.617668,-123.082817
2013.0,1029.6,59.395832,-126.627831
2013.0,11.5,56.271252,-121.236763
2013.0,0.009,56.550701,-121.283066
2013.0,4.6,56.651649,-121.447769
2013.0,0.6,56.631,-121.59095
2013.0,1.5,56.372799,-121.247002
2013.0,1.8,56.624001,-122.529282
2013.0,0.009,56.514183,-122.159882
2013.0,0.1,53.647133,-123.103485
2013.0,0.009,56.639816,-122.170883
2013.0,9.9,58.552868,-120.730881
2013.0,0.2,57.104267,-120.085983
2013.0,0.009,56.67635,-121.6922
2013.0,0.001,56.747116,-121.853035
2013.0,2.8,56.205667,-120.611783
2013.0,0.8,58.824417,-122.542335
2013.0,53.3,59.382999,-120.178017
2013.0,12.5,59.029785,-121.140152
2013.0,0.75,58.89405,-122.59655
2013.0,0.6,59.047649,-121.51622
2013.0,0.2,58.427116,-122.617332
2013.0,66.0,59.924766,-120.922234
2013.0,209.7,59.316319,-121.926117
2013.0,6.4,59.676834,-122.208931
2013.0,1.3,59.966217,-123.761131
2013.0,6.4,59.303284,-125.207634
2013.0,0.009,59.152184,-126.392349
2013.0,35.0,56.157635,-120.723267
2013.0,0.009,51.959015,-119.381264
2013.0,0.009,52.568985,-119.061516
2013.0,0.1,52.390949,-119.960197
2013.0,0.009,52.368401,-120.029549
2013.0,0.012,52.36705,-120.289848
2013.0,0.009,52.362766,-120.325081
2013.0,0.009,52.348351,-120.240883
2013.0,0.009,52.370533,-119.733315
2013.0,0.009,52.3773,-119.731285
2013.0,0.009,51.854816,-119.25737
2013.0,0.1,52.228485,-119.265617
2013.0,0.009,52.376232,-120.343719
2013.0,0.009,52.433849,-119.995102
2013.0,0.009,51.815166,-119.249619
2013.0,0.009,51.499802,-119.545547
2013.0,0.009,51.940483,-119.342613
2013.0,0.009,52.013599,-119.433266
2013.0,0.009,52.607334,-119.075165
2013.0,0.009,52.488651,-119.096115
2013.0,0.012,51.440918,-119.057434
2013.0,0.009,52.229584,-119.268448
2013.0,0.009,51.984467,-119.582497
2013.0,0.009,51.692516,-120.239616
2013.0,0.16,51.694881,-119.192482
2013.0,0.009,51.792831,-120.334999
2013.0,0.009,52.092316,-119.564232
2013.0,0.3,52.400784,-119.084999
2013.0,0.009,52.35685,-120.119453
2013.0,0.009,51.523048,-119.397133
2013.0,0.009,52.134102,-120.219902
2013.0,0.009,51.838833,-119.706596
2013.0,0.009,52.099399,-119.390663
2013.0,0.009,52.302166,-119.188049
2013.0,0.009,51.528667,-119.515816
2013.0,0.5,51.591,-119.213333
2013.0,0.009,52.370315,-119.158165
2013.0,0.009,52.402599,-119.174065
2013.0,0.009,52.18985,-120.069901
2013.0,0.009,52.017433,-120.185867
2013.0,0.009,52.116001,-119.361763
2013.0,0.009,52.268551,-119.216003
2013.0,0.009,52.337502,-119.157883
2013.0,0.009,52.066635,-119.34317
2013.0,0.1,52.057484,-118.97718
2013.0,0.1,52.29565,-119.250267
2013.0,0.009,52.133934,-120.037918
2013.0,73.8,52.491234,-119.414017
2013.0,0.4,52.0723,-120.306633
2013.0,0.009,51.650002,-119.968864
2013.0,0.2,51.801933,-120.388367
2013.0,0.3,52.549999,-119.883331
2013.0,0.009,52.059784,-119.216064
2013.0,0.009,51.705101,-119.786514
2013.0,0.1,52.536217,-119.437065
2013.0,13.2,52.348099,-119.133286
2013.0,0.009,51.736698,-119.784882
2013.0,0.009,52.162933,-119.714752
2013.0,0.009,53.842934,-123.18132
2013.0,0.8,53.628368,-123.333633
2013.0,0.2,53.50795,-122.321335
2013.0,0.009,49.0266,-124.461868
2013.0,0.009,49.324635,-124.910202
2013.0,1.2,48.899082,-124.760063
2013.0,0.009,49.417198,-124.742081
2013.0,0.009,49.092701,-124.004066
2013.0,0.157,49.109749,-123.957497
2013.0,0.2,49.246632,-124.931618
2013.0,0.009,49.228901,-124.78672
2013.0,0.009,49.192368,-124.133064
2013.0,0.009,49.275066,-124.101433
2013.0,0.009,49.202015,-124.078247
2013.0,0.009,48.9645,-125.433167
2013.0,0.009,48.783668,-125.165901
2013.0,0.009,49.192566,-124.135963
2013.0,0.04,49.273933,-124.866669
2013.0,0.009,49.357151,-124.583237
2013.0,0.3,49.289467,-124.82737
2013.0,0.2,49.359817,-124.587852
2013.0,0.02,49.24015,-124.784737
2013.0,0.009,49.067348,-123.977165
2013.0,0.009,49.126835,-123.982246
2013.0,0.3,49.219967,-124.223083
2013.0,0.009,49.355949,-124.569054
2013.0,0.009,49.229683,-124.689583
2013.0,0.08,49.436852,-125.25045
2013.0,0.009,49.033951,-123.905533
2013.0,0.1,49.573734,-124.818932
2013.0,2.0,49.402851,-125.022018
2013.0,0.009,50.412399,-124.498131
2013.0,0.009,50.327866,-124.922585
2013.0,0.009,49.517601,-123.492615
2013.0,0.009,49.5732,-123.869865
2013.0,0.15,49.949032,-123.770035
2013.0,0.009,50.513935,-124.207901
2013.0,0.01,49.99115,-124.283981
2013.0,0.5,49.723,-124.41452
2013.0,0.009,49.587334,-123.970833
2013.0,0.1,48.562801,-123.635132
2013.0,0.009,48.429951,-124.047798
2013.0,0.009,48.726749,-123.48468
2013.0,0.009,48.643783,-123.735649
2013.0,0.009,48.785816,-123.960052
2013.0,2.5,48.438667,-124.031265
2013.0,0.009,48.951485,-124.415947
2013.0,0.009,48.555851,-123.905548
2013.0,0.5,48.378666,-123.744316
2013.0,0.009,48.523315,-123.565117
2013.0,0.009,48.99345,-123.853554
2013.0,8.0,48.447033,-124.138786
2013.0,0.009,49.381832,-124.689331
2013.0,0.2,49.336315,-124.626686
2013.0,0.3,49.0443,-123.896233
2013.0,0.3,49.12965,-123.933014
2013.0,0.009,49.444099,-124.728218
2013.0,0.009,49.262318,-124.6754
2013.0,80.0,49.401417,-124.804604
2013.0,40.0,48.817833,-124.872482
2013.0,0.009,50.080917,-125.597687
2013.0,0.1,50.415668,-126.618767
2013.0,0.009,50.466015,-126.388603
2013.0,33.2,49.977234,-126.078018
2013.0,23.8,50.012451,-126.078903
2013.0,37.3,50.006748,-126.052231
2013.0,30.4,50.073334,-126.006668
2013.0,4.41,50.335751,-126.513931
2013.0,17.0,50.343117,-126.554085
2013.0,16.6,49.774948,-126.519287
2013.0,13.4,49.780983,-126.519531
2013.0,5.0,50.119499,-126.022163
2013.0,0.009,50.583366,-127.418602
2013.0,0.2,50.188999,-126.737335
2013.0,0.5,50.76265,-127.673332
2013.0,0.009,50.304333,-126.813835
2013.0,0.009,50.276115,-126.988068
2013.0,0.3,50.152817,-126.83255
2013.0,0.6,50.355118,-126.885513
2013.0,0.009,50.321415,-126.837265
2013.0,0.009,50.391765,-126.784203
2013.0,0.009,50.324917,-126.950165
2013.0,0.009,50.235283,-126.137482
2013.0,0.2,51.621834,-125.59417
2013.0,0.009,50.391701,-126.768753
2013.0,0.009,50.456333,-126.393532
2013.0,0.009,50.430782,-124.561584
2013.0,0.009,50.369118,-125.170334
2013.0,0.009,49.685783,-125.513718
2013.0,2.5,50.375317,-126.540832
2013.0,0.3,50.003666,-125.606499
2013.0,0.1,49.766849,-125.187202
2013.0,0.1,49.751968,-125.973732
2013.0,0.1,49.765068,-125.956116
2013.0,0.009,50.070835,-126.069336
2013.0,0.009,49.75695,-126.511185
2013.0,0.048,50.219002,-125.218666
2013.0,0.009,50.110485,-125.419083
2013.0,0.2,49.568165,-124.912399
2013.0,0.009,49.984333,-126.055336
2013.0,0.06,50.417316,-125.391281
2013.0,0.009,50.104999,-127.321999
2013.0,0.009,50.103649,-127.331398
2013.0,0.1,50.3736,-125.467834
2013.0,0.05,50.369865,-125.452202
2013.0,0.009,49.626816,-125.240303
2013.0,0.009,49.620399,-125.232765
2013.0,0.009,49.772999,-125.475166
2013.0,0.009,50.320701,-125.4571
2013.0,0.009,50.236134,-125.336586
2013.0,0.009,49.830952,-125.190636
2013.0,0.7,50.239601,-125.295914
2013.0,0.009,49.829651,-125.190117
2013.0,0.009,50.019218,-125.37278
2013.0,0.009,49.775551,-125.196632
2013.0,1.1,51.90695,-127.667983
2013.0,0.009,50.420052,-124.461037
2013.0,0.009,49.529999,-123.295982
2013.0,0.009,50.013416,-121.728119
2013.0,0.2,53.618935,-132.396835
2013.0,0.009,49.097935,-120.82885
2013.0,0.009,49.28215,-121.953835
2013.0,0.009,49.259998,-121.957832
2013.0,0.009,49.063835,-121.886665
2013.0,0.3,49.309685,-121.772766
2013.0,0.009,53.661083,-132.366318
2013.0,0.02,49.442883,-122.039314
2013.0,0.1,49.931168,-121.458702
2013.0,0.009,52.95245,-131.904556
2013.0,0.2,49.055351,-121.286163
2013.0,0.1,49.183933,-121.924767
2013.0,0.1,49.366234,-121.371101
2013.0,0.009,49.300083,-121.9645
2013.0,0.009,49.087933,-121.696968
2013.0,0.009,49.504398,-121.846268
2013.0,0.009,49.090752,-121.795082
2013.0,0.009,49.058735,-121.89785
2013.0,0.009,49.262749,-121.453163
2013.0,0.009,49.252998,-121.356735
2013.0,0.009,49.246983,-122.290649
2013.0,25.0,49.5966,-121.34478
2013.0,1.3,49.286633,-121.800514
2013.0,0.2,49.520851,-121.75383
2013.0,0.009,49.214065,-122.692116
2013.0,0.009,49.805851,-121.472702
2013.0,0.009,49.357052,-123.083183
2013.0,0.009,51.991219,-123.147201
2013.0,0.2,49.237083,-122.002815
2013.0,0.009,49.091118,-121.579216
2013.0,0.009,49.324699,-122.725769
2013.0,0.009,49.570568,-121.806801
2013.0,0.009,49.483818,-121.86808
2013.0,0.009,49.301784,-122.138519
2013.0,0.009,53.339668,-132.366669
2013.0,0.5,49.106548,-121.828346
2013.0,0.009,49.289833,-121.935097
2013.0,1.3,49.044266,-122.006851
2013.0,0.1,49.299534,-121.3106
2013.0,0.009,49.307919,-121.299637
2013.0,0.009,49.517166,-121.290466
2013.0,0.009,49.556385,-121.111465
2013.0,1.9,49.235718,-121.38295
2013.0,0.2,49.366852,-121.728485
2013.0,1.0,49.2406,-121.384636
2013.0,0.2,49.212299,-121.222267
2013.0,0.009,49.349533,-122.892517
2013.0,3.4,49.291233,-122.3606
2013.0,0.5,49.3685,-122.479835
2013.0,64.4,49.602917,-122.646584
2013.0,0.009,49.239567,-122.353081
2013.0,0.009,49.61805,-121.448669
2013.0,1.2,50.39225,-122.879883
2013.0,0.009,50.526249,-122.493866
2013.0,0.009,50.020451,-123.303268
2013.0,0.47,50.305618,-123.572502
2013.0,0.05,50.303452,-122.846649
2013.0,0.009,50.589684,-123.226852
2013.0,0.009,49.780849,-122.194435
2013.0,0.5,50.240517,-122.831131
2013.0,0.1,50.027733,-124.818634
2013.0,4.3,49.686817,-124.108032
2013.0,0.009,49.67495,-123.95742
2013.0,0.009,49.44735,-123.627998
2013.0,0.009,50.107349,-123.852684
2013.0,0.009,50.622917,-124.78688
2013.0,0.009,49.785648,-123.84922
2013.0,0.009,49.824467,-123.980797
2013.0,0.009,50.002048,-123.905602
2013.0,0.009,49.993015,-123.858353
2013.0,1.2,49.854099,-124.47583
2013.0,0.009,50.270317,-124.424217
2013.0,1.0,49.962133,-124.727717
2013.0,6.6,50.651283,-124.754501
2013.0,0.009,50.564335,-124.85363
2013.0,0.009,50.026333,-124.824898
2013.0,0.1,50.198967,-124.907715
2013.0,0.009,50.180767,-124.83268
2013.0,0.009,49.968567,-124.014168
2013.0,0.009,50.195999,-124.954552
2013.0,0.1,50.232933,-124.250801
2013.0,0.009,50.515251,-123.046936
2013.0,0.1,50.434799,-124.436584
2013.0,0.009,49.762917,-123.032501
2013.0,0.009,49.867134,-123.086449
2013.0,0.1,50.243332,-123.559235
2013.0,0.009,50.218582,-123.535149
2013.0,0.009,49.793518,-122.117363
2013.0,0.009,50.24025,-123.555885
2013.0,0.1,50.217785,-123.517365
2013.0,0.1,49.800049,-123.150398
2013.0,31.0,50.169365,-122.467796
2013.0,0.009,49.772701,-123.1026
2013.0,0.009,50.271999,-122.865265
2013.0,0.009,49.935001,-123.102913
2013.0,0.2,49.906166,-122.282516
2013.0,0.009,50.017849,-123.2043
2013.0,0.2,49.929966,-123.510101
2013.0,0.009,49.907318,-123.152184
2013.0,0.03,50.351684,-123.625687
2013.0,0.009,50.306782,-122.796967
2013.0,0.009,50.333,-123.124168
2013.0,0.009,49.639885,-123.035103
2013.0,0.009,50.324951,-122.75547
2013.0,0.009,49.710815,-123.086716
2013.0,0.3,49.758751,-122.951584
2013.0,0.3,50.473049,-122.68885
2013.0,0.9,50.558884,-122.85392
2013.0,0.1,49.697948,-123.09417
2013.0,0.06,50.580898,-122.532097
2013.0,0.009,49.863617,-123.084633
2013.0,0.009,52.379932,-126.672813
2013.0,2.5,52.4094,-126.110817
2013.0,0.009,52.274918,-126.919746
2013.0,0.1,56.927784,-130.145599
2013.0,0.009,59.961868,-128.473923
2013.0,0.009,57.060783,-130.571854
2013.0,3100.0,57.401299,-130.92926
2013.0,0.1,57.039066,-130.285736
2013.0,0.01,57.795952,-131.053665
