station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, time, MINIMUM_AIR_TEMPERATURE, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, DEW_POINT, ATMOSPHERIC_PRESSURE, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, PRECIPITATION_NEW, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -14.08, None, None, 2016-01-02 11:00:00, None, None, 13.53, 19.7, 56.19, None, None, None, None, None, None, 129.7
None, -13.65, None, None, 2016-01-02 12:00:00, None, None, 13.09, 18.74, 55.17, None, None, None, None, None, None, 129.6
None, -13.58, None, None, 2016-01-02 13:00:00, None, None, 16.29, 13.27, 53.97, None, None, None, None, None, None, 129.4
None, -14.31, None, None, 2016-01-02 14:00:00, None, None, 15.07, 16.76, 49.12, None, None, None, None, None, None, 129.6
None, -14.63, None, None, 2016-01-02 15:00:00, None, None, 15.3, 17.75, 51.09, None, None, None, None, None, None, 129.7
None, -14.02, None, None, 2016-01-02 16:00:00, None, None, 12.87, 19.71, 50.24, None, None, None, None, None, None, 129.7
None, -13.68, None, None, 2016-01-02 17:00:00, None, None, 14.45, 18.15, 56.37, None, None, None, None, None, None, 129.6
None, -14.32, None, None, 2016-01-02 18:00:00, None, None, 14.4, 18.04, 60.29, None, None, None, None, None, None, 129.6
None, -12.39, None, None, 2016-01-02 19:00:00, None, None, 26.1, 12.0, 56.63, None, None, None, None, None, None, 129.8
None, -13.44, None, None, 2016-01-02 20:00:00, None, None, 14.16, 16.98, 60.39, None, None, None, None, None, None, 129.3
None, -13.53, None, None, 2016-01-02 21:00:00, None, None, 15.06, 17.49, 57.29, None, None, None, None, None, None, 129.1
None, -14.3, None, None, 2016-01-02 22:00:00, None, None, 16.27, 15.34, 60.96, None, None, None, None, None, None, 129.0
None, -14.53, None, None, 2016-01-02 23:00:00, None, None, 13.83, 16.31, 54.96, None, None, None, None, None, None, 128.8
None, -14.14, None, None, 2016-01-03 00:00:00, None, None, 17.9, 12.59, 47.43, None, None, None, None, None, None, 128.7
None, -13.74, None, None, 2016-01-03 01:00:00, None, None, 12.69, 16.09, 55.05, None, None, None, None, None, None, 128.7
None, -14.18, None, None, 2016-01-03 02:00:00, None, None, 10.2, 17.0, 54.78, None, None, None, None, None, None, 128.5
None, -12.65, None, None, 2016-01-03 03:00:00, None, None, 10.58, 18.14, 59.03, None, None, None, None, None, None, 128.4
None, -12.56, None, None, 2016-01-03 04:00:00, None, None, 9.33, 16.82, 64.06, None, None, None, None, None, None, 128.2
None, -11.78, None, None, 2016-01-03 05:00:00, None, None, 10.23, 17.95, 62.84, None, None, None, None, None, None, 127.9
None, -11.87, None, None, 2016-01-03 06:00:00, None, None, 10.2, 17.55, 63.16, None, None, None, None, None, None, 127.7
None, -10.87, None, None, 2016-01-03 07:00:00, None, None, 9.85, 17.23, 61.01, None, None, None, None, None, None, 127.8
None, -10.84, None, None, 2016-01-03 08:00:00, None, None, 10.15, 16.54, 59.96, None, None, None, None, None, None, 127.4
None, -10.15, None, None, 2016-01-03 09:00:00, None, None, 11.21, 16.04, 64.59, None, None, None, None, None, None, 127.4
None, -9.12, None, None, 2016-01-03 10:00:00, None, None, 12.18, 16.27, 64.92, None, None, None, None, None, None, 126.9
None, -10.42, None, None, 2016-01-03 11:00:00, None, None, 11.37, 16.35, 65.02, None, None, None, None, None, None, 126.7
None, -10.27, None, None, 2016-01-03 12:00:00, None, None, 10.82, 17.72, 56.05, None, None, None, None, None, None, 126.3
None, -9.01, None, None, 2016-01-03 13:00:00, None, None, 11.13, 16.95, 64.59, None, None, None, None, None, None, 126.4
None, -10.17, None, None, 2016-01-03 14:00:00, None, None, 9.13, 17.21, 61.87, None, None, None, None, None, None, 126.6
None, -10.27, None, None, 2016-01-03 15:00:00, None, None, 9.1, 17.93, 61.73, None, None, None, None, None, None, 126.6
None, -10.73, None, None, 2016-01-03 16:00:00, None, None, 9.51, 15.5, 62.18, None, None, None, None, None, None, 126.4
None, -9.98, None, None, 2016-01-03 17:00:00, None, None, 9.97, 15.83, 59.93, None, None, None, None, None, None, 126.9
None, -11.92, None, None, 2016-01-03 18:00:00, None, None, 9.75, 15.72, 57.63, None, None, None, None, None, None, 126.6
None, -11.61, None, None, 2016-01-03 19:00:00, None, None, 9.77, 18.66, 50.33, None, None, None, None, None, None, 126.0
None, -11.27, None, None, 2016-01-03 20:00:00, None, None, 9.37, 13.5, 54.65, None, None, None, None, None, None, 125.5
None, -12.12, None, None, 2016-01-03 21:00:00, None, None, 8.46, 17.73, 56.16, None, None, None, None, None, None, 126.3
None, -10.52, None, None, 2016-01-03 22:00:00, None, None, 8.76, 19.57, 57.23, None, None, None, None, None, None, 126.1
None, -9.42, None, None, 2016-01-03 23:00:00, None, None, 9.27, 18.49, 52.44, None, None, None, None, None, None, 126.1
None, -9.92, None, None, 2016-01-04 00:00:00, None, None, 9.86, 16.1, 49.38, None, None, None, None, None, None, 126.5
None, -10.44, None, None, 2016-01-04 01:00:00, None, None, 8.65, 19.68, 51.82, None, None, None, None, None, None, 126.1
None, -11.39, None, None, 2016-01-04 02:00:00, None, None, 9.89, 19.53, 49.62, None, None, None, None, None, None, 126.0
None, -11.77, None, None, 2016-01-04 03:00:00, None, None, 9.54, 22.42, 44.75, None, None, None, None, None, None, 125.5
None, -8.44, None, None, 2016-01-04 04:00:00, None, None, 8.87, 22.23, 44.58, None, None, None, None, None, None, 125.8
None, -14.65, None, None, 2016-01-04 05:00:00, None, None, 8.9, 22.65, 46.41, None, None, None, None, None, None, 125.5
None, -13.46, None, None, 2016-01-04 06:00:00, None, None, 8.43, 24.56, 48.31, None, None, None, None, None, None, 125.5
None, -11.71, None, None, 2016-01-04 07:00:00, None, None, 10.37, 22.64, 49.84, None, None, None, None, None, None, 126.3
None, -13.88, None, None, 2016-01-04 08:00:00, None, None, 9.32, 25.67, 48.85, None, None, None, None, None, None, 125.2
None, -11.2, None, None, 2016-01-04 09:00:00, None, None, 9.69, 25.27, 49.14, None, None, None, None, None, None, 125.4
None, -12.88, None, None, 2016-01-04 10:00:00, None, None, 9.65, 23.53, 53.95, None, None, None, None, None, None, 125.4
None, -11.51, None, None, 2016-01-04 11:00:00, None, None, 11.32, 22.42, 54.9, None, None, None, None, None, None, 125.1
None, -9.39, None, None, 2016-01-04 12:00:00, None, None, 10.48, 23.52, 57.02, None, None, None, None, None, None, 125.3
None, -7.42, None, None, 2016-01-04 13:00:00, None, None, 10.66, 21.71, 58.92, None, None, None, None, None, None, 125.1
None, -10.0, None, None, 2016-01-04 14:00:00, None, None, 12.38, 18.96, 57.75, None, None, None, None, None, None, 125.2
None, -9.54, None, None, 2016-01-04 15:00:00, None, None, 8.77, 22.13, 51.98, None, None, None, None, None, None, 125.7
None, -10.28, None, None, 2016-01-04 16:00:00, None, None, 10.2, 21.28, 49.72, None, None, None, None, None, None, 124.9
None, -10.81, None, None, 2016-01-04 17:00:00, None, None, 12.85, 22.34, 37.83, None, None, None, None, None, None, 125.1
None, -9.74, None, None, 2016-01-04 18:00:00, None, None, 20.12, 19.52, 39.09, None, None, None, None, None, None, 123.9
None, -9.94, None, None, 2016-01-04 19:00:00, None, None, 12.24, 23.1, 46.43, None, None, None, None, None, None, 124.9
None, -11.47, None, None, 2016-01-04 20:00:00, None, None, 8.46, 19.86, 57.75, None, None, None, None, None, None, 124.6
None, -11.27, None, None, 2016-01-04 21:00:00, None, None, 8.51, 18.71, 48.77, None, None, None, None, None, None, 124.7
None, -6.23, None, None, 2016-01-04 22:00:00, None, None, 9.24, 18.55, 47.69, None, None, None, None, None, None, 125.0
None, -8.1, None, None, 2016-01-04 23:00:00, None, None, 10.27, 17.24, 43.23, None, None, None, None, None, None, 124.5
None, -9.85, None, None, 2016-01-05 00:00:00, None, None, 8.75, 17.67, 56.39, None, None, None, None, None, None, 124.4
None, -11.55, None, None, 2016-01-05 01:00:00, None, None, 8.69, 17.72, 55.98, None, None, None, None, None, None, 124.4
None, -10.0, None, None, 2016-01-05 02:00:00, None, None, 10.93, 18.43, 62.55, None, None, None, None, None, None, 124.1
None, -10.46, None, None, 2016-01-05 03:00:00, None, None, 10.76, 18.64, 58.53, None, None, None, None, None, None, 123.9
None, -10.21, None, None, 2016-01-05 04:00:00, None, None, 8.71, 19.28, 54.41, None, None, None, None, None, None, 123.9
None, -11.1, None, None, 2016-01-05 05:00:00, None, None, 7.64, 19.06, 52.07, None, None, None, None, None, None, 124.0
None, -11.24, None, None, 2016-01-05 06:00:00, None, None, 8.4, 19.12, 54.5, None, None, None, None, None, None, 124.1
None, -11.54, None, None, 2016-01-05 07:00:00, None, None, 7.87, 19.46, 52.77, None, None, None, None, None, None, 123.8
None, -10.59, None, None, 2016-01-05 08:00:00, None, None, 7.38, 19.54, 57.43, None, None, None, None, None, None, 124.0
None, -9.82, None, None, 2016-01-05 09:00:00, None, None, 9.08, 16.9, 60.98, None, None, None, None, None, None, 123.8
None, -5.764, None, None, 2016-01-05 10:00:00, None, None, 8.36, 15.58, 47.27, None, None, None, None, None, None, 124.5
None, -3.167, None, None, 2016-01-05 11:00:00, None, None, 7.9, 11.78, 47.26, None, None, None, None, None, None, 123.8
None, -7.85, None, None, 2016-01-05 12:00:00, None, None, 13.02, 12.73, 56.51, None, None, None, None, None, None, 123.4
None, -1.607, None, None, 2016-01-05 13:00:00, None, None, 16.13, 8.74, 50.77, None, None, None, None, None, None, 123.5
None, -0.754, None, None, 2016-01-05 14:00:00, None, None, 19.62, 7.64, 57.59, None, None, None, None, None, None, 123.7
None, -2.339, None, None, 2016-01-05 15:00:00, None, None, 15.78, 4.053, 54.23, None, None, None, None, None, None, 123.7
None, -2.529, None, None, 2016-01-05 16:00:00, None, None, 19.42, 3.865, 50.48, None, None, None, None, None, None, 123.6
None, -3.76, None, None, 2016-01-05 17:00:00, None, None, 42.98, 3.345, 350.1, None, None, None, None, None, None, 122.4
None, -7.49, None, None, 2016-01-05 18:00:00, None, None, 11.29, 14.39, 47.78, None, None, None, None, None, None, 122.8
None, -6.905, None, None, 2016-01-05 19:00:00, None, None, 12.85, 16.06, 52.36, None, None, None, None, None, None, 123.1
None, -6.464, None, None, 2016-01-05 20:00:00, None, None, 12.69, 16.58, 48.87, None, None, None, None, None, None, 123.3
None, -5.889, None, None, 2016-01-05 21:00:00, None, None, 11.11, 18.16, 43.63, None, None, None, None, None, None, 122.8
None, -6.493, None, None, 2016-01-05 22:00:00, None, None, 11.23, 18.24, 44.15, None, None, None, None, None, None, 122.4
None, -7.26, None, None, 2016-01-05 23:00:00, None, None, 12.82, 17.52, 47.04, None, None, None, None, None, None, 124.8
None, -7.61, None, None, 2016-01-06 00:00:00, None, None, 14.39, 15.66, 54.7, None, None, None, None, None, None, 124.8
None, -7.51, None, None, 2016-01-06 01:00:00, None, None, 13.77, 13.08, 57.83, None, None, None, None, None, None, 124.7
None, -7.01, None, None, 2016-01-06 02:00:00, None, None, 12.81, 14.44, 41.34, None, None, None, None, None, None, 124.7
None, -6.006, None, None, 2016-01-06 03:00:00, None, None, 11.71, 8.77, 36.33, None, None, None, None, None, None, 124.3
None, -6.055, None, None, 2016-01-06 04:00:00, None, None, 16.56, 4.398, 45.08, None, None, None, None, None, None, 124.5
None, -6.984, None, None, 2016-01-06 05:00:00, None, None, 15.06, 8.31, 32.7, None, None, None, None, None, None, 124.4
None, -5.114, None, None, 2016-01-06 06:00:00, None, None, 15.41, 9.2, 29.01, None, None, None, None, None, None, 124.6
None, -4.43, None, None, 2016-01-06 07:00:00, None, None, 11.15, 12.82, 18.42, None, None, None, None, None, None, 124.4
None, -3.396, None, None, 2016-01-06 08:00:00, None, None, 15.33, 9.44, 22.24, None, None, None, None, None, None, 124.4
None, -2.89, None, None, 2016-01-06 09:00:00, None, None, 34.23, 3.527, 50.22, None, None, None, None, None, None, 124.2
None, -3.606, None, None, 2016-01-06 10:00:00, None, None, 21.75, 8.7, 35.47, None, None, None, None, None, None, 124.0
None, -3.53, None, None, 2016-01-06 11:00:00, None, None, 14.75, 13.38, 51.13, None, None, None, None, None, None, 124.1
None, -3.282, None, None, 2016-01-06 12:00:00, None, None, 10.07, 11.42, 55.89, None, None, None, None, None, None, 123.9
None, -1.882, None, None, 2016-01-06 13:00:00, None, None, 9.78, 10.56, 45.36, None, None, None, None, None, None, 123.6
None, -1.427, None, None, 2016-01-06 14:00:00, None, None, 8.68, 9.39, 55.84, None, None, None, None, None, None, 123.3
None, -5.462, None, None, 2016-01-06 15:00:00, None, None, 14.06, 12.76, 46.2, None, None, None, None, None, None, 123.2
None, -5.066, None, None, 2016-01-06 16:00:00, None, None, 8.05, 14.6, 56.99, None, None, None, None, None, None, 123.4
None, -1.759, None, None, 2016-01-06 17:00:00, None, None, 10.58, 10.25, 46.64, None, None, None, None, None, None, 123.4
None, -1.237, None, None, 2016-01-06 18:00:00, None, None, 9.59, 7.93, 53.49, None, None, None, None, None, None, 123.2
None, -1.265, None, None, 2016-01-06 19:00:00, None, None, 10.4, 8.87, 58.49, None, None, None, None, None, None, 122.9
None, -2.453, None, None, 2016-01-06 20:00:00, None, None, 11.64, 10.74, 51.47, None, None, None, None, None, None, 122.6
None, -3.043, None, None, 2016-01-06 21:00:00, None, None, 10.58, 12.05, 51.47, None, None, None, None, None, None, 122.1
None, -4.287, None, None, 2016-01-06 22:00:00, None, None, 9.35, 13.64, 54.58, None, None, None, None, None, None, 122.0
None, -2.996, None, None, 2016-01-06 23:00:00, None, None, 9.89, 15.3, 48.11, None, None, None, None, None, None, 122.4
None, -1.863, None, None, 2016-01-07 00:00:00, None, None, 10.16, 17.2, 41.64, None, None, None, None, None, None, 122.8
None, -1.417, None, None, 2016-01-07 01:00:00, None, None, 11.96, 15.16, 30.55, None, None, None, None, None, None, 122.8
None, -1.36, None, None, 2016-01-07 02:00:00, None, None, 11.41, 15.64, 34.96, None, None, None, None, None, None, 122.7
None, -2.462, None, None, 2016-01-07 03:00:00, None, None, 18.06, 10.97, 38.48, None, None, None, None, None, None, 122.7
None, -1.284, None, None, 2016-01-07 04:00:00, None, None, 22.99, 8.31, 47.19, None, None, None, None, None, None, 122.9
None, -1.711, None, None, 2016-01-07 05:00:00, None, None, 22.65, 8.16, 50.81, None, None, None, None, None, None, 122.1
None, -3.339, None, None, 2016-01-07 06:00:00, None, None, 12.53, 16.76, 41.32, None, None, None, None, None, None, 122.2
None, -3.683, None, None, 2016-01-07 07:00:00, None, None, 9.7, 17.81, 45.52, None, None, None, None, None, None, 122.3
None, -3.645, None, None, 2016-01-07 08:00:00, None, None, 11.46, 17.57, 45.12, None, None, None, None, None, None, 122.2
None, -3.444, None, None, 2016-01-07 09:00:00, None, None, 12.6, 18.17, 44.97, None, None, None, None, None, None, 122.3
None, -2.082, None, None, 2016-01-07 10:00:00, None, None, 15.75, 18.21, 35.97, None, None, None, None, None, None, 122.0
None, -1.208, None, None, 2016-01-07 11:00:00, None, None, 13.89, 18.54, 44.07, None, None, None, None, None, None, 121.8
None, -0.763, None, None, 2016-01-07 12:00:00, None, None, 12.15, 17.99, 46.51, None, None, None, None, None, None, 121.7
None, -1.835, None, None, 2016-01-07 13:00:00, None, None, 18.08, 15.71, 47.97, None, None, None, None, None, None, 121.2
None, -3.943, None, None, 2016-01-07 14:00:00, None, None, 15.1, 15.25, 47.89, None, None, None, None, None, None, 121.4
None, -4.961, None, None, 2016-01-07 15:00:00, None, None, 18.23, 17.07, 46.34, None, None, None, None, None, None, 121.6
None, -3.664, None, None, 2016-01-07 16:00:00, None, None, 16.35, 13.74, 35.2, None, None, None, None, None, None, 122.8
None, -4.114, None, None, 2016-01-07 17:00:00, None, None, 14.9, 13.07, 36.02, None, None, None, None, None, None, 121.8
None, -4.143, None, None, 2016-01-07 18:00:00, None, None, 12.59, 15.7, 42.53, None, None, None, None, None, None, 121.4
None, -4.258, None, None, 2016-01-07 19:00:00, None, None, 12.72, 16.38, 42.81, None, None, None, None, None, None, 121.7
None, -4.421, None, None, 2016-01-07 20:00:00, None, None, 11.06, 17.63, 45.41, None, None, None, None, None, None, 121.5
None, -5.153, None, None, 2016-01-07 21:00:00, None, None, 9.96, 18.27, 47.81, None, None, None, None, None, None, 121.8
None, -6.074, None, None, 2016-01-07 22:00:00, None, None, 10.45, 18.64, 53.42, None, None, None, None, None, None, 121.6
None, -4.931, None, None, 2016-01-07 23:00:00, None, None, 8.87, 19.93, 47.14, None, None, None, None, None, None, 121.4
None, -5.037, None, None, 2016-01-08 00:00:00, None, None, 10.03, 20.29, 48.29, None, None, None, None, None, None, 121.4
None, -4.7, None, None, 2016-01-08 01:00:00, None, None, 12.84, 17.4, 50.71, None, None, None, None, None, None, 121.4
None, -7.13, None, None, 2016-01-08 02:00:00, None, None, 15.6, 15.04, 62.37, None, None, None, None, None, None, 121.3
None, -7.54, None, None, 2016-01-08 03:00:00, None, None, 15.28, 14.95, 60.28, None, None, None, None, None, None, 121.0
None, -7.84, None, None, 2016-01-08 04:00:00, None, None, 10.19, 17.02, 60.59, None, None, None, None, None, None, 120.7
None, -6.396, None, None, 2016-01-08 05:00:00, None, None, 10.67, 19.25, 51.15, None, None, None, None, None, None, 120.8
None, -7.19, None, None, 2016-01-08 06:00:00, None, None, 11.19, 18.86, 56.94, None, None, None, None, None, None, 120.7
None, -8.05, None, None, 2016-01-08 07:00:00, None, None, 16.89, 18.24, 49.2, None, None, None, None, None, None, 120.3
None, -8.44, None, None, 2016-01-08 08:00:00, None, None, 15.29, 17.47, 55.64, None, None, None, None, None, None, 120.5
None, -8.55, None, None, 2016-01-08 09:00:00, None, None, 14.06, 19.48, 55.59, None, None, None, None, None, None, 120.2
None, -9.19, None, None, 2016-01-08 10:00:00, None, None, 16.25, 15.91, 54.07, None, None, None, None, None, None, 120.2
None, -9.27, None, None, 2016-01-08 11:00:00, None, None, 15.35, 15.01, 58.99, None, None, None, None, None, None, 120.0
None, -9.76, None, None, 2016-01-08 12:00:00, None, None, 13.1, 13.43, 59.01, None, None, None, None, None, None, 120.1
None, -9.6, None, None, 2016-01-08 13:00:00, None, None, 16.92, 11.77, 61.78, None, None, None, None, None, None, 119.9
None, -9.64, None, None, 2016-01-08 14:00:00, None, None, 15.23, 11.87, 63.38, None, None, None, None, None, None, 120.0
None, -10.13, None, None, 2016-01-08 15:00:00, None, None, 11.44, 13.88, 58.18, None, None, None, None, None, None, 120.0
None, -10.05, None, None, 2016-01-08 16:00:00, None, None, 14.47, 13.12, 59.97, None, None, None, None, None, None, 119.9
None, -10.64, None, None, 2016-01-08 17:00:00, None, None, 11.6, 11.67, 72.3, None, None, None, None, None, None, 120.0
None, -10.5, None, None, 2016-01-08 18:00:00, None, None, 12.71, 13.01, 64.91, None, None, None, None, None, None, 119.9
None, -10.57, None, None, 2016-01-08 19:00:00, None, None, 13.45, 11.3, 56.99, None, None, None, None, None, None, 119.8
None, -10.43, None, None, 2016-01-08 20:00:00, None, None, 13.42, 12.33, 55.26, None, None, None, None, None, None, 119.8
None, -10.51, None, None, 2016-01-08 21:00:00, None, None, 12.53, 14.46, 49.73, None, None, None, None, None, None, 119.7
None, -10.5, None, None, 2016-01-08 22:00:00, None, None, 12.14, 14.51, 55.25, None, None, None, None, None, None, 119.6
None, -10.48, None, None, 2016-01-08 23:00:00, None, None, 12.47, 13.75, 56.43, None, None, None, None, None, None, 119.5
None, -10.76, None, None, 2016-01-09 00:00:00, None, None, 17.66, 12.18, 61.65, None, None, None, None, None, None, 119.4
None, -10.96, None, None, 2016-01-09 01:00:00, None, None, 14.38, 11.79, 60.63, None, None, None, None, None, None, 119.4
None, -11.17, None, None, 2016-01-09 02:00:00, None, None, 15.65, 11.27, 58.63, None, None, None, None, None, None, 119.3
None, -11.11, None, None, 2016-01-09 03:00:00, None, None, 14.34, 12.46, 59.79, None, None, None, None, None, None, 119.2
None, -11.1, None, None, 2016-01-09 04:00:00, None, None, 14.53, 11.43, 60.31, None, None, None, None, None, None, 119.2
None, -11.22, None, None, 2016-01-09 05:00:00, None, None, 17.53, 12.0, 57.1, None, None, None, None, None, None, 119.2
None, -11.35, None, None, 2016-01-09 06:00:00, None, None, 14.77, 12.34, 56.86, None, None, None, None, None, None, 119.0
None, -11.4, None, None, 2016-01-09 07:00:00, None, None, 11.66, 14.44, 54.76, None, None, None, None, None, None, 119.4
None, -11.59, None, None, 2016-01-09 08:00:00, None, None, 12.45, 14.19, 53.95, None, None, None, None, None, None, 119.8
None, -11.88, None, None, 2016-01-09 09:00:00, None, None, 13.51, 12.99, 55.58, None, None, None, None, None, None, 119.9
None, -12.1, None, None, 2016-01-09 10:00:00, None, None, 14.46, 11.57, 58.24, None, None, None, None, None, None, 119.7
None, -11.85, None, None, 2016-01-09 11:00:00, None, None, 14.57, 13.42, 58.41, None, None, None, None, None, None, 121.1
None, -11.91, None, None, 2016-01-09 12:00:00, None, None, 13.03, 14.07, 49.69, None, None, None, None, None, None, 122.0
None, -11.4, None, None, 2016-01-09 13:00:00, None, None, 12.46, 14.72, 50.14, None, None, None, None, None, None, 121.3
None, -12.04, None, None, 2016-01-09 14:00:00, None, None, 12.92, 14.76, 49.41, None, None, None, None, None, None, 125.0
None, -12.14, None, None, 2016-01-09 15:00:00, None, None, 15.0, 12.2, 54.41, None, None, None, None, None, None, 125.0
None, -12.3, None, None, 2016-01-09 16:00:00, None, None, 11.69, 12.06, 47.09, None, None, None, None, None, None, 123.8
None, -12.09, None, None, 2016-01-09 17:00:00, None, None, 12.18, 12.98, 49.09, None, None, None, None, None, None, 126.4
None, -11.62, None, None, 2016-01-09 18:00:00, None, None, 10.77, 13.95, 44.48, None, None, None, None, None, None, 124.9
None, -11.63, None, None, 2016-01-09 19:00:00, None, None, 11.05, 13.39, 47.13, None, None, None, None, None, None, 123.9
None, -12.05, None, None, 2016-01-09 20:00:00, None, None, 9.22, 11.94, 49.0, None, None, None, None, None, None, 123.4
None, -11.7, None, None, 2016-01-09 21:00:00, None, None, 9.7, 13.41, 50.17, None, None, None, None, None, None, 123.4
None, -11.51, None, None, 2016-01-09 22:00:00, None, None, 11.91, 13.56, 49.79, None, None, None, None, None, None, 122.4
None, -11.28, None, None, 2016-01-09 23:00:00, None, None, 11.19, 13.08, 53.2, None, None, None, None, None, None, 122.4
None, -11.17, None, None, 2016-01-10 00:00:00, None, None, 11.59, 13.26, 56.64, None, None, None, None, None, None, 122.4
None, -11.07, None, None, 2016-01-10 01:00:00, None, None, 11.19, 13.5, 53.5, None, None, None, None, None, None, 122.2
None, -10.67, None, None, 2016-01-10 02:00:00, None, None, 10.73, 13.3, 48.66, None, None, None, None, None, None, 122.6
None, -10.45, None, None, 2016-01-10 03:00:00, None, None, 11.96, 12.23, 54.99, None, None, None, None, None, None, 122.4
