AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
-5.0, None, None,2023-01-22 13:00:00, 73.0, None,4
-5.2, None, None,2023-01-22 13:15:00, 73.0, None,4
-5.3, None, None,2023-01-22 13:30:00, 74.0, None,4
-5.2, None, None,2023-01-22 13:45:00, 74.0, None,4
-5.1, None, None,2023-01-22 14:00:00, 74.0, None,4
-5.1, None, None,2023-01-22 14:15:00, 74.0, None,4
-5.4, None, None,2023-01-22 14:30:00, 74.0, None,4
-5.6, None, None,2023-01-22 14:45:00, 74.0, None,4
-5.6, None, None,2023-01-22 15:00:00, 74.0, None,4
-5.7, None, None,2023-01-22 15:15:00, 74.0, None,4
-5.7, None, None,2023-01-22 15:30:00, 74.0, None,4
-5.8, None, None,2023-01-22 15:45:00, 74.0, None,4
-5.9, None, None,2023-01-22 16:00:00, 74.0, None,4
-6.0, None, None,2023-01-22 16:15:00, 74.0, None,4
-6.1, None, None,2023-01-22 16:30:00, 74.0, None,4
-6.2, None, None,2023-01-22 16:45:00, 74.0, None,4
-6.3, None, None,2023-01-22 17:00:00, 74.0, None,4
-6.4, None, None,2023-01-22 17:15:00, 74.0, None,4
-6.4, None, None,2023-01-22 17:30:00, 74.0, None,4
-6.5, None, None,2023-01-22 17:45:00, 74.0, None,4
-6.5, None, None,2023-01-22 18:00:00, 74.0, None,4
-6.5, None, None,2023-01-22 18:15:00, 74.0, None,4
-6.4, None, None,2023-01-22 18:30:00, 74.0, None,4
-6.5, None, None,2023-01-22 18:45:00, 74.0, None,4
-6.6, None, None,2023-01-22 19:00:00, 74.0, None,4
-6.0, None, None,2023-01-22 19:15:00, 74.0, None,4
-6.2, None, None,2023-01-22 19:30:00, 74.0, None,4
-6.4, None, None,2023-01-22 19:45:00, 74.0, None,4
-6.0, None, None,2023-01-22 20:00:00, 74.0, None,4
-6.0, None, None,2023-01-22 20:15:00, 74.0, None,4
-6.1, None, None,2023-01-22 20:30:00, 74.0, None,4
-6.1, None, None,2023-01-22 20:45:00, 74.0, None,4
-6.3, None, None,2023-01-22 21:00:00, 74.0, None,4
-6.5, None, None,2023-01-22 21:15:00, 74.0, None,4
-6.6, None, None,2023-01-22 21:30:00, 74.0, None,4
-6.7, None, None,2023-01-22 21:45:00, 74.0, None,4
-7.0, None, None,2023-01-22 22:00:00, 74.0, None,4
-7.3, None, None,2023-01-22 22:15:00, 73.0, None,4
-7.4, None, None,2023-01-22 22:30:00, 73.0, None,4
-7.5, None, None,2023-01-22 22:45:00, 74.0, None,4
-7.4, None, None,2023-01-22 23:00:00, 74.0, None,4
-7.3, None, None,2023-01-22 23:15:00, 74.0, None,4
-7.4, None, None,2023-01-22 23:30:00, 74.0, None,4
-7.4, None, None,2023-01-22 23:45:00, 74.0, None,4
-7.4, 0.4, -7.7,2023-01-23 00:00:00, 74.0, -1.6,4
-7.5, None, None,2023-01-23 00:15:00, 74.0, None,4
-7.7, None, None,2023-01-23 00:30:00, 74.0, None,4
-7.6, None, None,2023-01-23 00:45:00, 74.0, None,4
-7.5, None, None,2023-01-23 01:00:00, 74.0, None,4
-7.4, None, None,2023-01-23 01:15:00, 74.0, None,4
-7.1, None, None,2023-01-23 01:30:00, 74.0, None,4
-6.8, None, None,2023-01-23 01:45:00, 74.0, None,4
-6.6, None, None,2023-01-23 02:00:00, 74.0, None,4
-6.5, None, None,2023-01-23 02:15:00, 74.0, None,4
-6.4, None, None,2023-01-23 02:30:00, 74.0, None,4
-6.3, None, None,2023-01-23 02:45:00, 74.0, None,4
-6.2, None, None,2023-01-23 03:00:00, 74.0, None,4
-6.1, None, None,2023-01-23 03:15:00, 74.0, None,4
-6.1, None, None,2023-01-23 03:30:00, 74.0, None,4
-6.0, None, None,2023-01-23 03:45:00, 74.0, None,4
-5.9, None, None,2023-01-23 04:00:00, 73.0, None,4
-5.8, None, None,2023-01-23 04:15:00, 74.0, None,4
-5.8, None, None,2023-01-23 04:30:00, 74.0, None,4
-5.9, None, None,2023-01-23 04:45:00, 73.0, None,4
-5.8, None, None,2023-01-23 05:00:00, 74.0, None,4
-5.7, None, None,2023-01-23 05:15:00, 74.0, None,4
-5.5, None, None,2023-01-23 05:30:00, 74.0, None,4
-5.2, None, None,2023-01-23 05:45:00, 74.0, None,4
-5.6, None, None,2023-01-23 06:00:00, 74.0, None,4
-5.4, None, None,2023-01-23 06:15:00, 74.0, None,4
-5.6, None, None,2023-01-23 06:30:00, 74.0, None,4
-5.5, None, None,2023-01-23 06:45:00, 74.0, None,4
-5.2, None, None,2023-01-23 07:00:00, 74.0, None,4
-4.9, None, None,2023-01-23 07:15:00, 74.0, None,4
-4.8, None, None,2023-01-23 07:30:00, 74.0, None,4
-4.5, None, None,2023-01-23 07:45:00, 74.0, None,4
-4.1, None, None,2023-01-23 08:00:00, 73.0, None,4
-4.0, None, None,2023-01-23 08:15:00, 73.0, None,4
-4.0, None, None,2023-01-23 08:30:00, 73.0, None,4
-3.8, None, None,2023-01-23 08:45:00, 74.0, None,4
-3.9, None, None,2023-01-23 09:00:00, 74.0, None,4
-3.8, None, None,2023-01-23 09:15:00, 74.0, None,4
-3.8, None, None,2023-01-23 09:30:00, 73.0, None,4
-3.7, None, None,2023-01-23 09:45:00, 74.0, None,4
-3.4, None, None,2023-01-23 10:00:00, 73.0, None,4
-3.4, None, None,2023-01-23 10:15:00, 73.0, None,4
-3.3, None, None,2023-01-23 10:30:00, 73.0, None,4
-3.1, None, None,2023-01-23 10:45:00, 73.0, None,4
-2.8, None, None,2023-01-23 11:00:00, 73.0, None,4
-2.3, None, None,2023-01-23 11:15:00, 73.0, None,4
-2.1, None, None,2023-01-23 11:30:00, 73.0, None,4
-2.1, None, None,2023-01-23 11:45:00, 73.0, None,4
-2.0, None, None,2023-01-23 12:00:00, 73.0, None,4
-2.7, None, None,2023-01-23 12:15:00, 73.0, None,4
-3.1, None, None,2023-01-23 12:30:00, 73.0, None,4
-3.0, None, None,2023-01-23 12:45:00, 73.0, None,4
-2.3, None, None,2023-01-23 13:00:00, 73.0, None,4
-1.6, None, None,2023-01-23 13:15:00, 73.0, None,4
-1.7, None, None,2023-01-23 13:30:00, 73.0, None,4
-1.8, None, None,2023-01-23 13:45:00, 74.0, None,4
-2.1, None, None,2023-01-23 14:00:00, 73.0, None,4
-2.2, None, None,2023-01-23 14:15:00, 73.0, None,4
-2.3, None, None,2023-01-23 14:30:00, 73.0, None,4
-2.6, None, None,2023-01-23 14:45:00, 73.0, None,4
-2.9, None, None,2023-01-23 15:00:00, 74.0, None,4
-3.0, None, None,2023-01-23 15:15:00, 73.0, None,4
-3.2, None, None,2023-01-23 15:30:00, 73.0, None,4
-3.3, None, None,2023-01-23 15:45:00, 73.0, None,4
-3.3, None, None,2023-01-23 16:00:00, 73.0, None,4
-3.3, None, None,2023-01-23 16:15:00, 73.0, None,4
-3.3, None, None,2023-01-23 16:30:00, 73.0, None,4
-3.4, None, None,2023-01-23 16:45:00, 73.0, None,4
-3.4, None, None,2023-01-23 17:00:00, 73.0, None,4
-3.4, None, None,2023-01-23 17:15:00, 73.0, None,4
-3.2, None, None,2023-01-23 17:30:00, 73.0, None,4
-3.3, None, None,2023-01-23 17:45:00, 73.0, None,4
-3.3, None, None,2023-01-23 18:00:00, 73.0, None,4
-3.4, None, None,2023-01-23 18:15:00, 73.0, None,4
-3.5, None, None,2023-01-23 18:30:00, 73.0, None,4
-3.3, None, None,2023-01-23 18:45:00, 73.0, None,4
-3.3, None, None,2023-01-23 19:00:00, 73.0, None,4
-3.1, None, None,2023-01-23 19:15:00, 73.0, None,4
-3.2, None, None,2023-01-23 19:30:00, 73.0, None,4
-3.4, None, None,2023-01-23 19:45:00, 73.0, None,4
-3.2, None, None,2023-01-23 20:00:00, 73.0, None,4
-3.2, None, None,2023-01-23 20:15:00, 73.0, None,4
-3.4, None, None,2023-01-23 20:30:00, 73.0, None,4
-3.4, None, None,2023-01-23 20:45:00, 73.0, None,4
-3.3, None, None,2023-01-23 21:00:00, 73.0, None,4
-3.3, None, None,2023-01-23 21:15:00, 73.0, None,4
-3.3, None, None,2023-01-23 21:30:00, 73.0, None,4
-3.2, None, None,2023-01-23 21:45:00, 73.0, None,4
-3.4, None, None,2023-01-23 22:00:00, 73.0, None,4
-3.7, None, None,2023-01-23 22:15:00, 73.0, None,4
-3.6, None, None,2023-01-23 22:30:00, 73.0, None,4
-3.8, None, None,2023-01-23 22:45:00, 73.0, None,4
-3.8, None, None,2023-01-23 23:00:00, 73.0, None,4
-4.0, None, None,2023-01-23 23:15:00, 73.0, None,4
-4.1, None, None,2023-01-23 23:30:00, 73.0, None,4
-4.1, None, None,2023-01-23 23:45:00, 73.0, None,4
-4.1, 0.3, -4.7,2023-01-24 00:00:00, 73.0, 0.0,4
-4.2, None, None,2023-01-24 00:15:00, 73.0, None,4
-4.2, None, None,2023-01-24 00:30:00, 73.0, None,4
-4.3, None, None,2023-01-24 00:45:00, 73.0, None,4
-4.3, None, None,2023-01-24 01:00:00, 73.0, None,4
-4.4, None, None,2023-01-24 01:15:00, 73.0, None,4
-4.7, None, None,2023-01-24 01:30:00, 73.0, None,4
-4.5, None, None,2023-01-24 01:45:00, 73.0, None,4
-4.5, None, None,2023-01-24 02:00:00, 73.0, None,4
-4.5, None, None,2023-01-24 02:15:00, 73.0, None,4
-4.2, None, None,2023-01-24 02:30:00, 73.0, None,4
-4.2, None, None,2023-01-24 02:45:00, 74.0, None,4
-4.3, None, None,2023-01-24 03:00:00, 74.0, None,4
-4.3, None, None,2023-01-24 03:15:00, 74.0, None,4
-4.3, None, None,2023-01-24 03:30:00, 74.0, None,4
-4.3, None, None,2023-01-24 03:45:00, 74.0, None,4
-4.5, None, None,2023-01-24 04:00:00, 74.0, None,4
-4.3, None, None,2023-01-24 04:15:00, 74.0, None,4
-4.3, None, None,2023-01-24 04:30:00, 74.0, None,4
-4.1, None, None,2023-01-24 04:45:00, 74.0, None,4
-4.2, None, None,2023-01-24 05:00:00, 74.0, None,4
-4.1, None, None,2023-01-24 05:15:00, 74.0, None,4
-4.2, None, None,2023-01-24 05:30:00, 74.0, None,4
-4.2, None, None,2023-01-24 05:45:00, 74.0, None,4
-4.3, None, None,2023-01-24 06:00:00, 74.0, None,4
-4.2, None, None,2023-01-24 06:15:00, 74.0, None,4
-4.2, None, None,2023-01-24 06:30:00, 74.0, None,4
-4.2, None, None,2023-01-24 06:45:00, 74.0, None,4
-4.1, None, None,2023-01-24 07:00:00, 74.0, None,4
-4.3, None, None,2023-01-24 07:15:00, 74.0, None,4
-4.1, None, None,2023-01-24 07:30:00, 74.0, None,4
-4.0, None, None,2023-01-24 07:45:00, 74.0, None,4
-3.9, None, None,2023-01-24 08:00:00, 74.0, None,4
-4.0, None, None,2023-01-24 08:15:00, 74.0, None,4
-4.0, None, None,2023-01-24 08:30:00, 74.0, None,4
-3.9, None, None,2023-01-24 08:45:00, 74.0, None,4
-3.8, None, None,2023-01-24 09:00:00, 74.0, None,4
-3.7, None, None,2023-01-24 09:15:00, 74.0, None,4
-3.5, None, None,2023-01-24 09:30:00, 74.0, None,4
-3.4, None, None,2023-01-24 09:45:00, 74.0, None,4
-3.5, None, None,2023-01-24 10:00:00, 74.0, None,4
-3.5, None, None,2023-01-24 10:15:00, 74.0, None,4
-3.4, None, None,2023-01-24 10:30:00, 74.0, None,4
-3.2, None, None,2023-01-24 10:45:00, 74.0, None,4
-3.1, None, None,2023-01-24 11:00:00, 74.0, None,4
-3.1, None, None,2023-01-24 11:15:00, 74.0, None,4
-3.1, None, None,2023-01-24 11:30:00, 74.0, None,4
-3.1, None, None,2023-01-24 11:45:00, 74.0, None,4
-3.0, None, None,2023-01-24 12:00:00, 74.0, None,4
-3.1, None, None,2023-01-24 12:15:00, 74.0, None,4
-3.1, None, None,2023-01-24 12:30:00, 74.0, None,4
-3.0, None, None,2023-01-24 12:45:00, 74.0, None,4
-3.0, None, None,2023-01-24 13:00:00, 74.0, None,4
-2.9, None, None,2023-01-24 13:15:00, 74.0, None,4
-2.7, None, None,2023-01-24 13:30:00, 74.0, None,4
-2.2, None, None,2023-01-24 13:45:00, 74.0, None,4
-2.1, None, None,2023-01-24 14:00:00, 74.0, None,4
-1.9, None, None,2023-01-24 14:15:00, 74.0, None,4
-1.9, None, None,2023-01-24 14:30:00, 74.0, None,4
-2.0, None, None,2023-01-24 14:45:00, 74.0, None,4
-1.8, None, None,2023-01-24 15:00:00, 74.0, None,4
-2.2, None, None,2023-01-24 15:15:00, 74.0, None,4
-2.4, None, None,2023-01-24 15:30:00, 74.0, None,4
-2.6, None, None,2023-01-24 15:45:00, 74.0, None,4
-2.7, None, None,2023-01-24 16:00:00, 74.0, None,4
-3.0, None, None,2023-01-24 16:15:00, 74.0, None,4
-3.4, None, None,2023-01-24 16:30:00, 74.0, None,4
-3.6, None, None,2023-01-24 16:45:00, 74.0, None,4
-3.5, None, None,2023-01-24 17:00:00, 74.0, None,4
-3.5, None, None,2023-01-24 17:15:00, 74.0, None,4
-3.5, None, None,2023-01-24 17:30:00, 74.0, None,4
-3.4, None, None,2023-01-24 17:45:00, 74.0, None,4
-3.3, None, None,2023-01-24 18:00:00, 74.0, None,4
-3.2, None, None,2023-01-24 18:15:00, 74.0, None,4
-3.1, None, None,2023-01-24 18:30:00, 74.0, None,4
-2.9, None, None,2023-01-24 18:45:00, 74.0, None,4
-2.6, None, None,2023-01-24 19:00:00, 74.0, None,4
-2.5, None, None,2023-01-24 19:15:00, 74.0, None,4
-2.4, None, None,2023-01-24 19:30:00, 74.0, None,4
-2.1, None, None,2023-01-24 19:45:00, 74.0, None,4
-1.8, None, None,2023-01-24 20:00:00, 74.0, None,4
-1.6, None, None,2023-01-24 20:15:00, 74.0, None,4
-1.3, None, None,2023-01-24 20:30:00, 74.0, None,4
-1.3, None, None,2023-01-24 20:45:00, 74.0, None,4
-1.1, None, None,2023-01-24 21:00:00, 74.0, None,4
-0.8, None, None,2023-01-24 21:15:00, 74.0, None,4
-0.8, None, None,2023-01-24 21:30:00, 74.0, None,4
-0.6, None, None,2023-01-24 21:45:00, 74.0, None,4
-0.5, None, None,2023-01-24 22:00:00, 74.0, None,4
-0.5, None, None,2023-01-24 22:15:00, 74.0, None,4
-0.5, None, None,2023-01-24 22:30:00, 74.0, None,4
-0.4, None, None,2023-01-24 22:45:00, 74.0, None,4
-0.3, None, None,2023-01-24 23:00:00, 74.0, None,4
-0.1, None, None,2023-01-24 23:15:00, 74.0, None,4
0.0, None, None,2023-01-24 23:30:00, 74.0, None,4
-0.5, None, None,2023-01-24 23:45:00, 74.0, None,4
-0.4, 0.3, -1.3,2023-01-25 00:00:00, 74.0, 4.3,4
-0.2, None, None,2023-01-25 00:15:00, 74.0, None,4
-0.1, None, None,2023-01-25 00:30:00, 74.0, None,4
-0.3, None, None,2023-01-25 00:45:00, 74.0, None,4
-1.0, None, None,2023-01-25 01:00:00, 74.0, None,4
-1.2, None, None,2023-01-25 01:15:00, 74.0, None,4
-1.3, None, None,2023-01-25 01:30:00, 74.0, None,4
-1.2, None, None,2023-01-25 01:45:00, 74.0, None,4
-1.1, None, None,2023-01-25 02:00:00, 74.0, None,4
-1.0, None, None,2023-01-25 02:15:00, 74.0, None,4
-0.9, None, None,2023-01-25 02:30:00, 74.0, None,4
-0.7, None, None,2023-01-25 02:45:00, 74.0, None,4
0.0, None, None,2023-01-25 03:00:00, 74.0, None,4
0.3, None, None,2023-01-25 03:15:00, 74.0, None,4
0.3, None, None,2023-01-25 03:30:00, 74.0, None,4
0.4, None, None,2023-01-25 03:45:00, 74.0, None,4
0.3, None, None,2023-01-25 04:00:00, 74.0, None,4
0.5, None, None,2023-01-25 04:15:00, 74.0, None,4
0.6, None, None,2023-01-25 04:30:00, 74.0, None,4
0.8, None, None,2023-01-25 04:45:00, 74.0, None,4
0.9, None, None,2023-01-25 05:00:00, 74.0, None,4
1.0, None, None,2023-01-25 05:15:00, 74.0, None,4
1.2, None, None,2023-01-25 05:30:00, 74.0, None,4
1.1, None, None,2023-01-25 05:45:00, 74.0, None,4
1.6, None, None,2023-01-25 06:00:00, 74.0, None,4
1.7, None, None,2023-01-25 06:15:00, 74.0, None,4
1.6, None, None,2023-01-25 06:30:00, 74.0, None,4
1.5, None, None,2023-01-25 06:45:00, 74.0, None,4
1.5, None, None,2023-01-25 07:00:00, 74.0, None,4
2.0, None, None,2023-01-25 07:15:00, 74.0, None,4
2.2, None, None,2023-01-25 07:30:00, 74.0, None,4
2.1, None, None,2023-01-25 07:45:00, 74.0, None,4
2.4, None, None,2023-01-25 08:00:00, 74.0, None,4
2.5, None, None,2023-01-25 08:15:00, 74.0, None,4
2.5, None, None,2023-01-25 08:30:00, 74.0, None,4
2.7, None, None,2023-01-25 08:45:00, 74.0, None,4
2.8, None, None,2023-01-25 09:00:00, 74.0, None,4
2.7, None, None,2023-01-25 09:15:00, 74.0, None,4
2.8, None, None,2023-01-25 09:30:00, 74.0, None,4
2.8, None, None,2023-01-25 09:45:00, 74.0, None,4
2.7, None, None,2023-01-25 10:00:00, 74.0, None,4
3.3, None, None,2023-01-25 10:15:00, 74.0, None,4
3.0, None, None,2023-01-25 10:30:00, 74.0, None,4
2.8, None, None,2023-01-25 10:45:00, 74.0, None,4
3.1, None, None,2023-01-25 11:00:00, 74.0, None,4
3.2, None, None,2023-01-25 11:15:00, 74.0, None,4
3.5, None, None,2023-01-25 11:30:00, 74.0, None,4
3.5, None, None,2023-01-25 11:45:00, 74.0, None,4
3.6, None, None,2023-01-25 12:00:00, 74.0, None,4
3.8, None, None,2023-01-25 12:15:00, 74.0, None,4
4.0, None, None,2023-01-25 12:30:00, 74.0, None,4
4.2, None, None,2023-01-25 12:45:00, 74.0, None,4
4.2, None, None,2023-01-25 13:00:00, 73.0, None,4
4.2, None, None,2023-01-25 13:15:00, 73.0, None,4
4.2, None, None,2023-01-25 13:30:00, 73.0, None,4
4.3, None, None,2023-01-25 13:45:00, 73.0, None,4
4.2, None, None,2023-01-25 14:00:00, 73.0, None,4
4.1, None, None,2023-01-25 14:15:00, 74.0, None,4
4.1, None, None,2023-01-25 14:30:00, 74.0, None,4
3.8, None, None,2023-01-25 14:45:00, 73.0, None,4
3.2, None, None,2023-01-25 15:00:00, 74.0, None,4
2.8, None, None,2023-01-25 15:15:00, 73.0, None,4
2.3, None, None,2023-01-25 15:30:00, 74.0, None,4
2.1, None, None,2023-01-25 15:45:00, 74.0, None,4
1.9, None, None,2023-01-25 16:00:00, 73.0, None,4
1.9, None, None,2023-01-25 16:15:00, 74.0, None,4
2.1, None, None,2023-01-25 16:30:00, 74.0, None,4
2.2, None, None,2023-01-25 16:45:00, 74.0, None,4
2.2, None, None,2023-01-25 17:00:00, 74.0, None,4
2.7, None, None,2023-01-25 17:15:00, 73.0, None,4
2.7, None, None,2023-01-25 17:30:00, 73.0, None,4
2.7, None, None,2023-01-25 17:45:00, 73.0, None,4
2.6, None, None,2023-01-25 18:00:00, 73.0, None,4
2.3, None, None,2023-01-25 18:15:00, 73.0, None,4
2.0, None, None,2023-01-25 18:30:00, 74.0, None,4
1.9, None, None,2023-01-25 18:45:00, 74.0, None,4
1.9, None, None,2023-01-25 19:00:00, 73.0, None,4
2.0, None, None,2023-01-25 19:15:00, 73.0, None,4
2.0, None, None,2023-01-25 19:30:00, 74.0, None,4
2.2, None, None,2023-01-25 19:45:00, 73.0, None,4
2.2, None, None,2023-01-25 20:00:00, 73.0, None,4
2.5, None, None,2023-01-25 20:15:00, 73.0, None,4
2.3, None, None,2023-01-25 20:30:00, 73.0, None,4
2.6, None, None,2023-01-25 20:45:00, 73.0, None,4
2.4, None, None,2023-01-25 21:00:00, 73.0, None,4
2.3, None, None,2023-01-25 21:15:00, 73.0, None,4
2.2, None, None,2023-01-25 21:30:00, 73.0, None,4
2.0, None, None,2023-01-25 21:45:00, 73.0, None,4
1.7, None, None,2023-01-25 22:00:00, 73.0, None,4
1.7, None, None,2023-01-25 22:15:00, 73.0, None,4
1.7, None, None,2023-01-25 22:30:00, 73.0, None,4
1.8, None, None,2023-01-25 22:45:00, 73.0, None,4
1.9, None, None,2023-01-25 23:00:00, 73.0, None,4
1.8, None, None,2023-01-25 23:15:00, 73.0, None,4
1.8, None, None,2023-01-25 23:30:00, 73.0, None,4
1.8, None, None,2023-01-25 23:45:00, 73.0, None,4
1.8, 0.4, -2.8,2023-01-26 00:00:00, 73.0, 2.2,4
2.0, None, None,2023-01-26 00:15:00, 73.0, None,4
1.8, None, None,2023-01-26 00:30:00, 73.0, None,4
1.9, None, None,2023-01-26 00:45:00, 73.0, None,4
1.7, None, None,2023-01-26 01:00:00, 73.0, None,4
1.6, None, None,2023-01-26 01:15:00, 73.0, None,4
1.6, None, None,2023-01-26 01:30:00, 73.0, None,4
1.6, None, None,2023-01-26 01:45:00, 73.0, None,4
1.7, None, None,2023-01-26 02:00:00, 73.0, None,4
1.7, None, None,2023-01-26 02:15:00, 73.0, None,4
1.5, None, None,2023-01-26 02:30:00, 73.0, None,4
1.7, None, None,2023-01-26 02:45:00, 73.0, None,4
1.6, None, None,2023-01-26 03:00:00, 74.0, None,4
1.5, None, None,2023-01-26 03:15:00, 73.0, None,4
1.6, None, None,2023-01-26 03:30:00, 73.0, None,4
1.6, None, None,2023-01-26 03:45:00, 73.0, None,4
1.4, None, None,2023-01-26 04:00:00, 73.0, None,4
1.4, None, None,2023-01-26 04:15:00, 73.0, None,4
1.4, None, None,2023-01-26 04:30:00, 73.0, None,4
1.5, None, None,2023-01-26 04:45:00, 73.0, None,4
1.5, None, None,2023-01-26 05:00:00, 73.0, None,4
1.5, None, None,2023-01-26 05:15:00, 73.0, None,4
1.5, None, None,2023-01-26 05:30:00, 73.0, None,4
1.4, None, None,2023-01-26 05:45:00, 73.0, None,4
1.4, None, None,2023-01-26 06:00:00, 73.0, None,4
1.3, None, None,2023-01-26 06:15:00, 73.0, None,4
1.3, None, None,2023-01-26 06:30:00, 73.0, None,4
1.3, None, None,2023-01-26 06:45:00, 73.0, None,4
1.2, None, None,2023-01-26 07:00:00, 73.0, None,4
1.2, None, None,2023-01-26 07:15:00, 73.0, None,4
1.2, None, None,2023-01-26 07:30:00, 73.0, None,4
1.2, None, None,2023-01-26 07:45:00, 73.0, None,4
1.2, None, None,2023-01-26 08:00:00, 73.0, None,4
1.2, None, None,2023-01-26 08:15:00, 73.0, None,4
1.2, None, None,2023-01-26 08:30:00, 73.0, None,4
1.1, None, None,2023-01-26 08:45:00, 73.0, None,4
1.0, None, None,2023-01-26 09:00:00, 73.0, None,4
1.1, None, None,2023-01-26 09:15:00, 73.0, None,4
1.2, None, None,2023-01-26 09:30:00, 73.0, None,4
1.3, None, None,2023-01-26 09:45:00, 73.0, None,4
1.3, None, None,2023-01-26 10:00:00, 73.0, None,4
1.3, None, None,2023-01-26 10:15:00, 73.0, None,4
1.4, None, None,2023-01-26 10:30:00, 73.0, None,4
1.4, None, None,2023-01-26 10:45:00, 73.0, None,4
1.5, None, None,2023-01-26 11:00:00, 73.0, None,4
1.5, None, None,2023-01-26 11:15:00, 73.0, None,4
1.5, None, None,2023-01-26 11:30:00, 73.0, None,4
1.6, None, None,2023-01-26 11:45:00, 73.0, None,4
1.7, None, None,2023-01-26 12:00:00, 73.0, None,4
1.8, None, None,2023-01-26 12:15:00, 73.0, None,4
1.8, None, None,2023-01-26 12:30:00, 73.0, None,4
1.9, None, None,2023-01-26 12:45:00, 73.0, None,4
2.0, None, None,2023-01-26 13:00:00, 73.0, None,4
2.0, None, None,2023-01-26 13:15:00, 73.0, None,4
2.2, None, None,2023-01-26 13:30:00, 73.0, None,4
2.2, None, None,2023-01-26 13:45:00, 73.0, None,4
2.1, None, None,2023-01-26 14:00:00, 73.0, None,4
2.0, None, None,2023-01-26 14:15:00, 73.0, None,4
1.9, None, None,2023-01-26 14:30:00, 73.0, None,4
1.8, None, None,2023-01-26 14:45:00, 72.0, None,4
1.6, None, None,2023-01-26 15:00:00, 70.0, None,4
1.2, None, None,2023-01-26 15:15:00, 67.0, None,4
1.2, None, None,2023-01-26 15:30:00, 65.0, None,4
1.0, None, None,2023-01-26 15:45:00, 64.0, None,4
0.9, None, None,2023-01-26 16:00:00, 64.0, None,4
0.8, None, None,2023-01-26 16:15:00, 64.0, None,4
