station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, avg_wnd_spd_10m_pst10mts, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, 5.202, 65.19, None, None, None, None, None, None, None, -1.0, None, None, None, 2018-01-03 16:00:00, None, -0.646, None
None, 5.25, 66.41, None, None, None, None, None, None, None, 0.0, None, None, None, 2018-01-03 17:00:00, None, -0.683, None
None, 5.684, 66.75, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 18:00:00, None, -0.545, None
None, 5.588, 67.08, None, None, None, None, None, None, None, 0.0, None, None, None, 2018-01-03 19:00:00, None, -0.692, None
None, 4.816, 72.2, None, None, None, None, None, None, None, 0.0, None, None, None, 2018-01-03 20:00:00, None, -0.634, None
None, 4.527, 75.0, None, None, None, None, None, None, None, 0.0, None, None, None, 2018-01-03 21:00:00, None, -0.599, None
None, 5.299, 74.2, None, None, None, None, None, None, None, 1.0, None, None, None, 2018-01-03 22:00:00, None, -0.537, None
None, 4.237, 76.9, None, None, None, None, None, None, None, 1.0, None, None, None, 2018-01-03 23:00:00, None, -0.639, None
None, 5.059, 74.6, None, None, None, None, None, None, None, 1.0, None, None, None, 2018-01-04 00:00:00, None, -0.693, None
None, 5.25, 71.5, None, None, None, None, None, None, None, 1.0, None, None, None, 2018-01-04 01:00:00, None, -0.601, None
None, 5.01, 70.1, None, None, None, None, None, None, None, 0.0, None, None, None, 2018-01-04 02:00:00, None, -0.532, None
None, 5.251, 67.62, None, None, None, None, None, None, None, 0.0, None, None, None, 2018-01-04 03:00:00, None, -0.616, None
None, 5.202, 67.22, None, None, None, None, None, None, None, 0.0, None, None, None, 2018-01-04 04:00:00, None, -0.667, None
None, 5.202, 66.27, None, None, None, None, None, None, None, -1.0, None, None, None, 2018-01-04 05:00:00, None, -0.621, None
None, 5.009, 65.33, None, None, None, None, None, None, None, -1.0, None, None, None, 2018-01-04 06:00:00, None, -0.654, None
None, 5.202, 63.17, None, None, None, None, None, None, None, -1.0, None, None, None, 2018-01-04 07:00:00, None, -0.661, None
None, 5.54, 61.62, None, None, None, None, None, None, None, -1.0, None, None, None, 2018-01-04 08:00:00, None, -0.65, None
None, 5.009, 63.44, None, None, None, None, None, None, None, -1.0, None, None, None, 2018-01-04 09:00:00, None, -0.703, None
None, 5.491, 59.87, None, None, None, None, None, None, None, -2.0, None, None, None, 2018-01-04 10:00:00, None, -0.647, None
None, 5.684, 59.13, None, None, None, None, None, None, None, -2.0, None, None, None, 2018-01-04 11:00:00, None, -0.641, None
None, 5.974, 59.06, None, None, None, None, None, None, None, -1.0, None, None, None, 2018-01-04 12:00:00, None, -0.649, None
None, 6.408, 57.51, None, None, None, None, None, None, None, -1.0, None, None, None, 2018-01-04 13:00:00, None, -0.589, None
None, 6.89, 55.35, None, None, None, None, None, None, None, -1.0, None, None, None, 2018-01-04 14:00:00, None, -0.657, None
None, 6.649, 56.63, None, None, None, None, None, None, None, -1.0, None, None, None, 2018-01-04 15:00:00, None, -0.608, None
None, 6.36, 58.45, None, None, None, None, None, None, None, -1.0, None, None, None, 2018-01-04 16:00:00, None, -0.641, None
None, 6.553, 57.51, None, None, None, None, None, None, None, -1.0, None, None, None, 2018-01-04 17:00:00, None, -0.643, None
None, 6.456, 58.72, None, None, None, None, None, None, None, -1.0, None, None, None, 2018-01-04 18:00:00, None, -0.597, None
None, 6.794, 58.92, None, None, None, None, None, None, None, -1.0, None, None, None, 2018-01-04 19:00:00, None, -0.665, None
None, 6.89, 59.13, None, None, None, None, None, None, None, -1.0, None, None, None, 2018-01-04 20:00:00, None, -0.67, None
None, 5.636, 70.3, None, None, None, None, None, None, None, 1.0, None, None, None, 2018-01-04 21:00:00, None, -0.668, None
None, 5.491, 71.9, None, None, None, None, None, None, None, 1.0, None, None, None, 2018-01-04 22:00:00, None, -0.507, None
None, 3.803, 86.0, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-04 23:00:00, None, -0.581, None
None, 4.867, 78.3, None, None, None, None, None, None, None, 1.0, None, None, None, 2018-01-05 00:00:00, None, -0.592, None
None, 5.154, 73.9, None, None, None, None, None, None, None, 1.0, None, None, None, 2018-01-05 01:00:00, None, -0.562, None
None, 5.974, 67.62, None, None, None, None, None, None, None, 0.0, None, None, None, 2018-01-05 02:00:00, None, -0.53, None
None, 5.443, 74.8, None, None, None, None, None, None, None, 1.0, None, None, None, 2018-01-05 03:00:00, None, -0.685, None
None, 5.347, 77.3, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-05 04:00:00, None, -0.523, None
None, 3.852, 88.3, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-05 05:00:00, None, -0.701, None
None, 2.795, 93.0, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-05 06:00:00, None, -0.618, None
None, 2.519, 95.8, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-05 07:00:00, None, -0.58, None
None, 3.19, 93.1, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-05 08:00:00, None, -0.65, None
None, 3.341, 94.9, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-05 09:00:00, None, -0.591, None
None, 3.086, 94.9, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-05 10:00:00, None, -0.626, None
None, 3.617, 95.7, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-05 11:00:00, None, -0.528, None
None, 4.819, 93.6, None, None, None, None, None, None, None, 4.0, None, None, None, 2018-01-05 12:00:00, None, -0.612, None
None, 5.202, 91.0, None, None, None, None, None, None, None, 4.0, None, None, None, 2018-01-05 13:00:00, None, -0.555, None
None, 3.948, 93.7, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-05 14:00:00, None, -0.614, None
None, 3.659, 95.0, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-05 15:00:00, None, -0.629, None
None, 3.273, 95.6, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-05 16:00:00, None, -0.557, None
None, 3.042, 95.8, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-05 17:00:00, None, -0.618, None
None, 2.61, 96.2, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-05 18:00:00, None, -0.634, None
None, 2.803, 96.6, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-05 19:00:00, None, -0.575, None
None, 2.999, 97.0, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-05 20:00:00, None, -0.581, None
None, 3.381, 96.6, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-05 21:00:00, None, -0.702, None
None, 2.848, 96.8, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-05 22:00:00, None, -0.653, None
None, 3.526, 97.0, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-05 23:00:00, None, -0.614, None
None, 2.697, 96.5, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-06 00:00:00, None, -0.63, None
None, 2.894, 96.9, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-06 01:00:00, None, -0.632, None
None, 2.607, 97.0, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-06 02:00:00, None, -0.603, None
None, 2.562, 96.9, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-06 03:00:00, None, -0.638, None
None, 2.369, 97.2, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-06 04:00:00, None, -0.571, None
None, 2.514, 97.2, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-06 05:00:00, None, -0.592, None
None, 2.755, 97.3, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-06 06:00:00, None, -0.655, None
None, 2.561, 97.0, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-06 07:00:00, None, -0.63, None
None, 3.382, 97.2, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-06 08:00:00, None, -0.553, None
None, 2.947, 96.7, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-06 09:00:00, None, -0.622, None
None, 3.47, 96.0, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-06 10:00:00, None, -0.598, None
None, 3.276, 96.5, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-06 11:00:00, None, -0.573, None
None, 4.142, 95.0, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-06 12:00:00, None, -0.554, None
None, 3.948, 94.9, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-06 13:00:00, None, -0.506, None
None, 3.659, 94.9, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-06 14:00:00, None, -0.634, None
None, 3.321, 95.3, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-06 15:00:00, None, -0.588, None
None, 3.321, 95.9, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-06 16:00:00, None, -0.568, None
None, 2.985, 96.2, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-06 17:00:00, None, -0.615, None
None, 2.898, 96.3, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-06 18:00:00, None, -0.588, None
None, 2.704, 96.6, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-06 19:00:00, None, -0.642, None
None, 2.231, 96.8, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-06 20:00:00, None, -0.535, None
None, 2.033, 96.7, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-06 21:00:00, None, -0.612, None
None, 1.894, 97.2, None, None, None, None, None, None, None, 1.0, None, None, None, 2018-01-06 22:00:00, None, -0.543, None
None, 2.961, 97.1, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-06 23:00:00, None, -0.593, None
None, 3.004, 96.3, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 00:00:00, None, -0.481, None
None, 2.715, 94.8, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 01:00:00, None, -0.656, None
None, 2.717, 95.0, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 02:00:00, None, -0.592, None
None, 2.429, 95.0, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 03:00:00, None, -0.508, None
None, 2.567, 93.3, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 04:00:00, None, -0.624, None
None, 2.515, 93.7, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 05:00:00, None, -0.59, None
None, 2.815, 91.0, None, None, None, None, None, None, None, 1.0, None, None, None, 2018-01-07 06:00:00, None, -0.578, None
None, 2.52, 93.2, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 07:00:00, None, -0.513, None
None, 2.619, 93.3, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 08:00:00, None, -0.612, None
None, 2.717, 93.1, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 09:00:00, None, -0.53, None
None, 2.57, 93.7, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 10:00:00, None, -0.414, None
None, 2.908, 93.1, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 11:00:00, None, -0.493, None
None, 3.34, 92.4, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 12:00:00, None, -0.556, None
None, 3.431, 93.6, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 13:00:00, None, -0.544, None
None, 3.813, 92.7, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-07 14:00:00, None, -0.498, None
None, 3.999, 90.3, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-07 15:00:00, None, -0.622, None
None, 4.195, 88.1, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 16:00:00, None, -0.578, None
None, 4.146, 87.9, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 17:00:00, None, -0.652, None
None, 2.993, 94.1, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 18:00:00, None, -0.616, None
None, 2.179, 94.8, None, None, None, None, None, None, None, 1.0, None, None, None, 2018-01-07 19:00:00, None, -0.579, None
None, 2.04, 95.8, None, None, None, None, None, None, None, 1.0, None, None, None, 2018-01-07 20:00:00, None, -0.608, None
None, 2.188, 96.6, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 21:00:00, None, -0.536, None
None, 2.044, 96.6, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 22:00:00, None, -0.622, None
None, 2.234, 96.9, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-07 23:00:00, None, -0.539, None
None, 2.526, 96.8, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-08 00:00:00, None, -0.694, None
None, 2.14, 96.9, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-08 01:00:00, None, -0.609, None
None, 2.285, 97.3, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-08 02:00:00, None, -0.603, None
None, 2.185, 97.1, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-08 03:00:00, None, -0.641, None
None, 2.092, 97.1, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-08 04:00:00, None, -0.61, None
None, 2.044, 97.2, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-08 05:00:00, None, -0.598, None
None, 2.186, 97.4, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-08 06:00:00, None, -0.62, None
None, 2.575, 97.2, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-08 07:00:00, None, -0.615, None
None, 2.906, 97.2, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-08 08:00:00, None, -0.602, None
None, 3.193, 97.3, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-08 09:00:00, None, -0.605, None
None, 3.578, 97.0, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-08 10:00:00, None, -0.634, None
None, 5.012, 97.6, None, None, None, None, None, None, None, 5.0, None, None, None, 2018-01-08 11:00:00, None, -0.557, None
None, 5.009, 97.1, None, None, None, None, None, None, None, 5.0, None, None, None, 2018-01-08 12:00:00, None, -0.545, None
None, 5.926, 96.5, None, None, None, None, None, None, None, 5.0, None, None, None, 2018-01-08 13:00:00, None, -0.469, None
None, 6.167, 93.6, None, None, None, None, None, None, None, 5.0, None, None, None, 2018-01-08 14:00:00, None, -0.481, None
None, 6.167, 92.4, None, None, None, None, None, None, None, 5.0, None, None, None, 2018-01-08 15:00:00, None, -0.604, None
None, 4.768, 94.0, None, None, None, None, None, None, None, 4.0, None, None, None, 2018-01-08 16:00:00, None, -0.675, None
None, 4.671, 95.3, None, None, None, None, None, None, None, 4.0, None, None, None, 2018-01-08 17:00:00, None, -0.672, None
None, 4.623, 95.5, None, None, None, None, None, None, None, 4.0, None, None, None, 2018-01-08 18:00:00, None, -0.741, None
None, 4.527, 95.7, None, None, None, None, None, None, None, 4.0, None, None, None, 2018-01-08 19:00:00, None, -0.709, None
None, 3.852, 95.6, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-08 20:00:00, None, -0.609, None
None, 3.852, 96.1, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-08 21:00:00, None, -0.599, None
None, 3.421, 96.2, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-08 22:00:00, None, -0.599, None
None, 3.376, 96.5, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-08 23:00:00, None, -0.561, None
None, 3.043, 96.6, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-09 00:00:00, None, -0.517, None
None, 2.755, 96.8, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-09 01:00:00, None, -0.554, None
None, 2.755, 97.0, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-09 02:00:00, None, -0.655, None
None, 2.614, 96.9, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-09 03:00:00, None, -0.604, None
None, 2.57, 97.1, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-09 04:00:00, None, -0.614, None
None, 2.76, 97.1, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-09 05:00:00, None, -0.623, None
None, 2.564, 97.1, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-09 06:00:00, None, -0.613, None
None, 2.663, 96.9, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-09 07:00:00, None, -0.635, None
None, 2.418, 97.1, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-09 08:00:00, None, -0.58, None
None, 2.66, 97.2, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-09 09:00:00, None, -0.634, None
None, 3.239, 97.1, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-09 10:00:00, None, -0.559, None
None, 3.998, 97.0, None, None, None, None, None, None, None, 4.0, None, None, None, 2018-01-09 11:00:00, None, -0.574, None
None, 4.237, 96.8, None, None, None, None, None, None, None, 4.0, None, None, None, 2018-01-09 12:00:00, None, -0.51, None
None, 3.996, 96.6, None, None, None, None, None, None, None, 4.0, None, None, None, 2018-01-09 13:00:00, None, -0.529, None
None, 4.671, 96.4, None, None, None, None, None, None, None, 4.0, None, None, None, 2018-01-09 14:00:00, None, -0.573, None
None, 4.768, 95.6, None, None, None, None, None, None, None, 4.0, None, None, None, 2018-01-09 15:00:00, None, -0.586, None
None, 4.575, 95.6, None, None, None, None, None, None, None, 4.0, None, None, None, 2018-01-09 16:00:00, None, -0.549, None
None, 3.707, 95.5, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-09 17:00:00, None, -0.625, None
None, 3.562, 95.7, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-09 18:00:00, None, -0.631, None
None, 3.417, 96.1, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-09 19:00:00, None, -0.605, None
None, 3.09, 96.5, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-09 20:00:00, None, -0.63, None
None, 2.9, 96.8, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-09 21:00:00, None, -0.559, None
None, 3.195, 96.2, None, None, None, None, None, None, None, 3.0, None, None, None, 2018-01-09 22:00:00, None, -0.591, None
None, 2.86, 96.2, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-09 23:00:00, None, -0.671, None
None, 2.712, 96.2, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-10 00:00:00, None, -0.641, None
None, 2.523, 96.2, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-10 01:00:00, None, -0.608, None
None, 2.862, 95.0, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-10 02:00:00, None, -0.67, None
None, 2.38, 94.2, None, None, None, None, None, None, None, 2.0, None, None, None, 2018-01-10 03:00:00, None, -0.642, None
None, 1.513, 93.5, None, None, None, None, None, None, None, 1.0, None, None, None, 2018-01-10 04:00:00, None, -0.584, None
None, 0.5, 87.6, None, None, None, None, None, None, None, -1.0, None, None, None, 2018-01-10 05:00:00, None, -0.578, None
None, -0.369, 79.2, None, None, None, None, None, None, None, -3.0, None, None, None, 2018-01-10 06:00:00, None, -0.604, None
None, -0.996, 71.3, None, None, None, None, None, None, None, -5.0, None, None, None, 2018-01-10 07:00:00, None, -0.631, None
None, -1.467, 66.71, None, None, None, None, None, None, None, -6.0, None, None, None, 2018-01-10 08:00:00, None, -0.642, None
None, -1.944, 67.05, None, None, None, None, None, None, None, -7.0, None, None, None, 2018-01-10 09:00:00, None, -0.678, None
None, -2.47, 64.22, None, None, None, None, None, None, None, -8.0, None, None, None, 2018-01-10 10:00:00, None, -0.702, None
None, -2.275, 62.0, None, None, None, None, None, None, None, -8.0, None, None, None, 2018-01-10 11:00:00, None, -0.647, None
None, -2.179, 56.26, None, None, None, None, None, None, None, -9.0, None, None, None, 2018-01-10 12:00:00, None, -0.658, None
None, -2.093, 58.68, None, None, None, None, None, None, None, -8.0, None, None, None, 2018-01-10 13:00:00, None, -0.685, None
None, -2.087, 55.92, None, None, None, None, None, None, None, -9.0, None, None, None, 2018-01-10 14:00:00, None, -0.686, None
None, -2.517, 55.05, None, None, None, None, None, None, None, -9.0, None, None, None, 2018-01-10 15:00:00, None, -0.69, None
None, -2.709, 54.98, None, None, None, None, None, None, None, -10.0, None, None, None, 2018-01-10 16:00:00, None, -0.641, None
None, -3.047, 55.52, None, None, None, None, None, None, None, -10.0, None, None, None, 2018-01-10 17:00:00, None, -0.671, None
None, -3.385, 55.46, None, None, None, None, None, None, None, -10.0, None, None, None, 2018-01-10 18:00:00, None, -0.695, None
None, -3.723, 53.36, None, None, None, None, None, None, None, -11.0, None, None, None, 2018-01-10 19:00:00, None, -0.7, None
None, -3.916, 54.58, None, None, None, None, None, None, None, -11.0, None, None, None, 2018-01-10 20:00:00, None, -0.675, None
None, -4.06, 54.44, None, None, None, None, None, None, None, -11.0, None, None, None, 2018-01-10 21:00:00, None, -0.68, None
None, -4.445, 52.62, None, None, None, None, None, None, None, -12.0, None, None, None, 2018-01-10 22:00:00, None, -0.666, None
None, -4.92, 53.78, None, None, None, None, None, None, None, -12.0, None, None, None, 2018-01-10 23:00:00, None, -0.724, None
None, -5.449, 52.9, None, None, None, None, None, None, None, -13.0, None, None, None, 2018-01-11 00:00:00, None, -0.735, None
None, -5.735, 51.35, None, None, None, None, None, None, None, -13.0, None, None, None, 2018-01-11 01:00:00, None, -0.662, None
None, -6.066, 51.76, None, None, None, None, None, None, None, -13.0, None, None, None, 2018-01-11 02:00:00, None, -0.697, None
None, -6.258, 50.89, None, None, None, None, None, None, None, -14.0, None, None, None, 2018-01-11 03:00:00, None, -0.722, None
None, -6.548, 50.55, None, None, None, None, None, None, None, -14.0, None, None, None, 2018-01-11 04:00:00, None, -0.676, None
None, -6.741, 50.68, None, None, None, None, None, None, None, -14.0, None, None, None, 2018-01-11 05:00:00, None, -0.726, None
None, -6.982, 49.4, None, None, None, None, None, None, None, -15.0, None, None, None, 2018-01-11 06:00:00, None, -0.693, None
None, -7.08, 48.39, None, None, None, None, None, None, None, -15.0, None, None, None, 2018-01-11 07:00:00, None, -0.715, None
None, -7.37, 49.0, None, None, None, None, None, None, None, -15.0, None, None, None, 2018-01-11 08:00:00, None, -0.687, None
None, -7.32, 48.59, None, None, None, None, None, None, None, -15.0, None, None, None, 2018-01-11 09:00:00, None, -0.65, None
None, -7.47, 47.24, None, None, None, None, None, None, None, -16.0, None, None, None, 2018-01-11 10:00:00, None, -0.633, None
None, -7.18, 47.85, None, None, None, None, None, None, None, -15.0, None, None, None, 2018-01-11 11:00:00, None, -0.685, None
None, -6.838, 47.11, None, None, None, None, None, None, None, -15.0, None, None, None, 2018-01-11 12:00:00, None, -0.665, None
None, -6.741, 46.77, None, None, None, None, None, None, None, -15.0, None, None, None, 2018-01-11 13:00:00, None, -0.715, None
None, -6.403, 46.97, None, None, None, None, None, None, None, -15.0, None, None, None, 2018-01-11 14:00:00, None, -0.698, None
None, -6.162, 45.62, None, None, None, None, None, None, None, -15.0, None, None, None, 2018-01-11 15:00:00, None, -0.666, None
None, -6.21, 45.62, None, None, None, None, None, None, None, -15.0, None, None, None, 2018-01-11 16:00:00, None, -0.621, None
