station_observations
ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, SWE, ONE_DAY_SNOW, time, air_temp_1, MIN_TEMP, MAX_TEMP
None, 528.0, 979.0, None, None, 2012-01-02 02:00:00, -8.1, None, None
None, 528.0, 984.0, None, None, 2012-01-02 03:00:00, -8.2, None, None
None, 528.0, 988.0, None, None, 2012-01-02 04:00:00, -8.0, None, None
None, 528.0, 992.0, None, None, 2012-01-02 05:00:00, -7.7, None, None
None, 528.0, 995.0, None, None, 2012-01-02 06:00:00, -5.2, None, None
None, 527.0, 999.0, None, None, 2012-01-02 07:00:00, -0.6, None, None
None, 526.0, 1001.0, None, None, 2012-01-02 08:00:00, -0.5, None, None
None, 526.0, 1005.0, None, None, 2012-01-02 09:00:00, -0.6, None, None
None, 525.0, 1008.0, None, None, 2012-01-02 10:00:00, -0.7, None, None
None, 525.0, 1011.0, None, None, 2012-01-02 11:00:00, -0.7, None, None
None, 525.0, 1015.0, None, None, 2012-01-02 12:00:00, -0.8, None, None
None, 524.0, 1018.0, None, None, 2012-01-02 13:00:00, -0.8, None, None
None, 524.0, 1021.0, None, None, 2012-01-02 14:00:00, -0.9, None, None
None, 523.0, 1023.0, None, None, 2012-01-02 15:00:00, -0.9, None, None
None, 522.0, 1025.0, 835.0, None, 2012-01-02 16:00:00, -1.2, None, None
None, 522.0, 1027.0, None, None, 2012-01-02 17:00:00, -1.3, None, None
None, 521.0, 1026.0, None, None, 2012-01-02 18:00:00, -1.2, None, None
None, 521.0, 1027.0, None, None, 2012-01-02 19:00:00, -1.3, None, None
None, 520.0, 1029.0, None, None, 2012-01-02 20:00:00, -0.9, None, None
None, 520.0, 1030.0, None, None, 2012-01-02 21:00:00, -0.6, None, None
None, 519.0, 1032.0, None, None, 2012-01-02 22:00:00, -0.4, None, None
None, 518.0, 1033.0, None, None, 2012-01-02 23:00:00, -0.2, None, None
None, 518.0, 1033.0, None, None, 2012-01-03 00:00:00, -0.5, None, None
None, 518.0, 1032.0, None, None, 2012-01-03 01:00:00, -0.8, None, None
None, 518.0, 1032.0, None, None, 2012-01-03 02:00:00, -0.7, None, None
None, 518.0, 1032.0, None, None, 2012-01-03 03:00:00, -0.9, None, None
None, 518.0, 1032.0, None, None, 2012-01-03 04:00:00, -0.9, None, None
None, 518.0, 1033.0, None, None, 2012-01-03 05:00:00, -1.0, None, None
None, 518.0, 1032.0, None, None, 2012-01-03 06:00:00, -1.0, None, None
None, 517.0, 1033.0, None, None, 2012-01-03 07:00:00, -0.5, None, None
None, 517.0, 1034.0, None, None, 2012-01-03 08:00:00, -0.6, None, None
None, 517.0, 1034.0, None, None, 2012-01-03 09:00:00, -0.3, None, None
None, 516.0, 1035.0, None, None, 2012-01-03 10:00:00, 0.1, None, None
None, 516.0, 1036.0, None, None, 2012-01-03 11:00:00, -0.2, None, None
None, 516.0, 1036.0, None, None, 2012-01-03 12:00:00, -0.9, None, None
None, 516.0, 1039.0, None, None, 2012-01-03 13:00:00, -1.1, None, None
None, 516.0, 1042.0, None, None, 2012-01-03 14:00:00, -1.5, None, None
None, 516.0, 1045.0, None, None, 2012-01-03 15:00:00, -1.4, None, None
None, 516.0, 1048.0, 814.0, None, 2012-01-03 16:00:00, -1.0, None, None
None, 515.0, 1048.0, None, None, 2012-01-03 17:00:00, -0.8, None, None
None, 516.0, 1053.0, None, None, 2012-01-03 18:00:00, -0.8, None, None
None, 515.0, 1056.0, None, None, 2012-01-03 19:00:00, -0.6, None, None
None, 515.0, 1058.0, None, None, 2012-01-03 20:00:00, 0.1, None, None
None, 515.0, 1061.0, None, None, 2012-01-03 21:00:00, 0.1, None, None
None, 514.0, 1064.0, None, None, 2012-01-03 22:00:00, 0.1, None, None
None, 514.0, 1066.0, None, None, 2012-01-03 23:00:00, 0.2, None, None
None, 514.0, 1066.0, None, None, 2012-01-04 00:00:00, 0.3, None, None
None, 513.0, 1067.0, None, None, 2012-01-04 01:00:00, 0.3, None, None
None, 513.0, 1067.0, None, None, 2012-01-04 02:00:00, 0.4, None, None
None, 514.0, 1070.0, None, None, 2012-01-04 03:00:00, 0.3, None, None
None, 514.0, 1073.0, None, None, 2012-01-04 04:00:00, 0.1, None, None
None, 514.0, 1074.0, None, None, 2012-01-04 05:00:00, 0.1, None, None
None, 514.0, 1083.0, None, None, 2012-01-04 06:00:00, -0.1, None, None
None, 515.0, 1088.0, None, None, 2012-01-04 07:00:00, -0.1, None, None
None, 515.0, 1094.0, None, None, 2012-01-04 08:00:00, -0.2, None, None
None, 515.0, 1100.0, None, None, 2012-01-04 09:00:00, -0.3, None, None
None, 516.0, 1104.0, None, None, 2012-01-04 10:00:00, -0.3, None, None
None, 515.0, 1129.0, 780.0, None, 2012-01-04 16:00:00, 0.4, None, None
None, 515.0, 1130.0, None, None, 2012-01-04 17:00:00, 0.3, None, None
None, 515.0, 1131.0, None, None, 2012-01-04 18:00:00, 0.6, None, None
None, 515.0, None, None, None, 2012-01-04 19:00:00, 0.6, None, None
None, 515.0, None, None, None, 2012-01-04 20:00:00, 0.3, None, None
None, 515.0, None, None, None, 2012-01-04 21:00:00, 0.2, None, None
None, 516.0, None, None, None, 2012-01-04 22:00:00, 0.1, None, None
None, None, None, 744.0, None, 2012-01-05 16:00:00, None, None, None
None, None, None, 732.0, None, 2012-01-06 16:00:00, None, None, None
None, None, None, 698.0, None, 2012-01-07 16:00:00, None, None, None
None, None, None, 671.0, None, 2012-01-08 16:00:00, None, None, None
None, None, None, 652.0, None, 2012-01-09 16:00:00, None, None, None
None, None, None, 634.0, None, 2012-01-10 16:00:00, None, None, None
None, None, None, 610.0, None, 2012-01-11 16:00:00, None, None, None
None, None, None, 579.0, None, 2012-01-12 16:00:00, None, None, None
None, None, None, 561.0, None, 2012-01-13 16:00:00, None, None, None
None, None, None, 543.0, None, 2012-01-14 16:00:00, None, None, None
None, None, None, 515.0, None, 2012-01-15 16:00:00, None, None, None
None, None, None, 483.0, None, 2012-01-16 16:00:00, None, None, None
None, None, None, 451.0, None, 2012-01-17 16:00:00, None, None, None
None, None, None, 415.0, None, 2012-01-18 16:00:00, None, None, None
None, None, None, 375.0, None, 2012-01-19 16:00:00, None, None, None
None, None, None, 341.0, None, 2012-01-20 16:00:00, None, None, None
None, None, None, 326.0, None, 2012-01-21 16:00:00, None, None, None
None, None, None, 302.0, None, 2012-01-22 16:00:00, None, None, None
None, None, None, 277.0, None, 2012-01-23 16:00:00, None, None, None
None, None, None, 250.0, None, 2012-01-24 16:00:00, None, None, None
None, None, None, 213.0, None, 2012-01-25 16:00:00, None, None, None
None, None, None, 183.0, None, 2012-01-26 16:00:00, None, None, None
None, None, None, 140.0, None, 2012-01-27 16:00:00, None, None, None
None, None, None, 116.0, None, 2012-01-28 16:00:00, None, None, None
None, None, None, 82.0, None, 2012-01-29 16:00:00, None, None, None
None, None, None, 61.0, None, 2012-01-30 16:00:00, None, None, None
None, None, None, 40.0, None, 2012-01-31 16:00:00, None, None, None
None, None, None, 24.0, None, 2012-02-01 16:00:00, None, None, None
None, 207.0, None, None, None, 2012-02-01 23:00:00, -3.4, None, None
None, 206.0, None, None, None, 2012-02-02 00:00:00, -3.4, None, None
None, 207.0, None, None, None, 2012-02-02 01:00:00, -3.6, None, None
None, 207.0, None, None, None, 2012-02-02 02:00:00, -4.4, None, None
None, 207.0, 1580.0, None, None, 2012-02-02 03:00:00, -3.8, None, None
None, 207.0, 1581.0, None, None, 2012-02-02 04:00:00, -2.9, None, None
None, 207.0, 1581.0, None, None, 2012-02-02 05:00:00, -3.1, None, None
None, 207.0, 1583.0, None, None, 2012-02-02 06:00:00, -2.9, None, None
None, 207.0, 1583.0, None, None, 2012-02-02 07:00:00, -2.8, None, None
None, 208.0, 1584.0, None, None, 2012-02-02 08:00:00, -2.1, None, None
None, 208.0, 1584.0, None, None, 2012-02-02 09:00:00, -1.3, None, None
None, 209.0, 1585.0, None, None, 2012-02-02 10:00:00, -1.4, None, None
None, 210.0, 1584.0, None, None, 2012-02-02 11:00:00, -0.7, None, None
None, 210.0, 1582.0, None, None, 2012-02-02 12:00:00, -1.0, None, None
None, 210.0, 1583.0, None, None, 2012-02-02 13:00:00, -0.8, None, None
None, 210.0, 1583.0, None, None, 2012-02-02 14:00:00, -0.4, None, None
None, 210.0, 1584.0, None, None, 2012-02-02 15:00:00, -0.4, None, None
None, 210.0, 1584.0, 12.0, None, 2012-02-02 16:00:00, -0.1, None, None
None, 211.0, 1584.0, None, None, 2012-02-02 17:00:00, -0.3, None, None
None, 211.0, 1585.0, None, None, 2012-02-02 18:00:00, 0.4, None, None
None, 211.0, 1586.0, None, None, 2012-02-02 19:00:00, 0.5, None, None
None, 212.0, 1587.0, None, None, 2012-02-02 20:00:00, 0.6, None, None
None, 212.0, 1589.0, None, None, 2012-02-02 21:00:00, 0.8, None, None
None, 213.0, 1590.0, None, None, 2012-02-02 22:00:00, 1.2, None, None
None, 213.0, 1591.0, None, None, 2012-02-02 23:00:00, 1.2, None, None
None, 213.0, 1593.0, None, None, 2012-02-03 00:00:00, 1.5, None, None
None, 214.0, 1593.0, None, None, 2012-02-03 01:00:00, 1.4, None, None
None, 214.0, 1593.0, None, None, 2012-02-03 02:00:00, 1.7, None, None
None, 214.0, 1593.0, None, None, 2012-02-03 03:00:00, 1.9, None, None
None, 214.0, 1593.0, None, None, 2012-02-03 04:00:00, 0.7, None, None
None, 214.0, 1593.0, None, None, 2012-02-03 05:00:00, -0.6, None, None
None, 214.0, 1594.0, None, None, 2012-02-03 06:00:00, -0.4, None, None
None, 214.0, 1594.0, None, None, 2012-02-03 07:00:00, 0.9, None, None
None, 213.0, 1594.0, None, None, 2012-02-03 08:00:00, 3.6, None, None
None, 214.0, 1594.0, None, None, 2012-02-03 09:00:00, 2.7, None, None
None, 214.0, 1594.0, None, None, 2012-02-03 10:00:00, 1.5, None, None
None, 216.0, 1597.0, None, None, 2012-02-03 11:00:00, 0.5, None, None
None, 217.0, 1600.0, None, None, 2012-02-03 12:00:00, 2.1, None, None
None, 220.0, 1603.0, None, None, 2012-02-03 13:00:00, 1.7, None, None
None, 223.0, 1606.0, None, None, 2012-02-03 14:00:00, 1.3, None, None
None, 224.0, 1609.0, None, None, 2012-02-03 15:00:00, 1.7, None, None
None, 224.0, 1610.0, 0.0, None, 2012-02-03 16:00:00, 1.5, None, None
None, 225.0, 1610.0, None, None, 2012-02-03 17:00:00, 0.9, None, None
None, 225.0, 1610.0, None, None, 2012-02-03 18:00:00, 0.5, None, None
None, 226.0, 1611.0, None, None, 2012-02-03 19:00:00, 0.3, None, None
None, 226.0, 1611.0, None, None, 2012-02-03 20:00:00, 0.5, None, None
None, 226.0, 1614.0, None, None, 2012-02-03 21:00:00, 0.7, None, None
None, 227.0, 1616.0, None, None, 2012-02-03 22:00:00, 0.5, None, None
None, 228.0, 1618.0, None, None, 2012-02-03 23:00:00, 0.3, None, None
None, 229.0, 1619.0, None, None, 2012-02-04 00:00:00, 0.1, None, None
None, 230.0, 1621.0, None, None, 2012-02-04 01:00:00, 0.0, None, None
None, 231.0, 1622.0, None, None, 2012-02-04 02:00:00, -0.1, None, None
None, 233.0, 1623.0, None, None, 2012-02-04 03:00:00, -0.5, None, None
None, 234.0, 1625.0, None, None, 2012-02-04 04:00:00, -0.5, None, None
None, 235.0, 1626.0, None, None, 2012-02-04 05:00:00, -0.6, None, None
None, 236.0, 1627.0, None, None, 2012-02-04 06:00:00, -0.8, None, None
None, 236.0, 1628.0, None, None, 2012-02-04 07:00:00, -0.7, None, None
None, 236.0, 1629.0, None, None, 2012-02-04 08:00:00, -0.3, None, None
None, 236.0, 1628.0, None, None, 2012-02-04 09:00:00, -0.2, None, None
None, 237.0, 1628.0, None, None, 2012-02-04 10:00:00, 0.0, None, None
None, 237.0, 1627.0, None, None, 2012-02-04 11:00:00, -0.3, None, None
None, 238.0, 1627.0, None, None, 2012-02-04 12:00:00, -0.1, None, None
None, 238.0, 1627.0, None, None, 2012-02-04 13:00:00, -0.1, None, None
None, 238.0, 1627.0, None, None, 2012-02-04 14:00:00, -0.1, None, None
None, 238.0, 1627.0, None, None, 2012-02-04 15:00:00, -0.2, None, None
None, 238.0, 1627.0, 0.0, None, 2012-02-04 16:00:00, -0.3, None, None
None, 238.0, 1626.0, None, None, 2012-02-04 17:00:00, -0.2, None, None
None, 238.0, 1626.0, None, None, 2012-02-04 18:00:00, -1.8, None, None
None, 238.0, 1626.0, None, None, 2012-02-04 19:00:00, -2.2, None, None
None, 238.0, 1625.0, None, None, 2012-02-04 20:00:00, 0.5, None, None
None, 238.0, 1626.0, None, None, 2012-02-04 21:00:00, -0.2, None, None
None, 237.0, 1627.0, None, None, 2012-02-04 22:00:00, 2.5, None, None
None, 238.0, 1628.0, None, None, 2012-02-04 23:00:00, 0.0, None, None
None, 238.0, 1629.0, None, None, 2012-02-05 00:00:00, -0.3, None, None
None, 238.0, 1629.0, None, None, 2012-02-05 01:00:00, -1.1, None, None
None, 238.0, 1629.0, None, None, 2012-02-05 02:00:00, -1.9, None, None
None, 238.0, 1629.0, None, None, 2012-02-05 03:00:00, -2.2, None, None
None, 238.0, 1630.0, None, None, 2012-02-05 04:00:00, -1.8, None, None
None, 238.0, 1631.0, None, None, 2012-02-05 05:00:00, -1.8, None, None
None, 238.0, 1631.0, None, None, 2012-02-05 06:00:00, -2.1, None, None
None, 238.0, 1631.0, None, None, 2012-02-05 07:00:00, -2.2, None, None
None, 238.0, 1631.0, None, None, 2012-02-05 08:00:00, -2.1, None, None
None, 238.0, 1632.0, None, None, 2012-02-05 09:00:00, -2.0, None, None
None, 238.0, 1632.0, None, None, 2012-02-05 10:00:00, -2.0, None, None
None, 238.0, 1633.0, None, None, 2012-02-05 11:00:00, -1.7, None, None
None, 238.0, 1633.0, None, None, 2012-02-05 12:00:00, -2.0, None, None
None, 238.0, 1632.0, None, None, 2012-02-05 13:00:00, -2.2, None, None
None, 238.0, 1632.0, None, None, 2012-02-05 14:00:00, -2.3, None, None
None, 239.0, 1632.0, None, None, 2012-02-05 15:00:00, -2.9, None, None
None, 239.0, 1633.0, 0.0, None, 2012-02-05 16:00:00, -3.7, None, None
None, 239.0, 1632.0, None, None, 2012-02-05 17:00:00, -3.6, None, None
None, 239.0, 1630.0, None, None, 2012-02-05 18:00:00, -3.8, None, None
None, 239.0, 1629.0, None, None, 2012-02-05 19:00:00, -3.7, None, None
None, 238.0, 1629.0, None, None, 2012-02-05 20:00:00, -2.6, None, None
None, 238.0, 1629.0, None, None, 2012-02-05 21:00:00, -1.9, None, None
None, 238.0, 1628.0, None, None, 2012-02-05 22:00:00, -1.4, None, None
None, 238.0, 1629.0, None, None, 2012-02-05 23:00:00, -2.2, None, None
None, 238.0, 1629.0, None, None, 2012-02-06 00:00:00, -2.2, None, None
None, 238.0, 1629.0, None, None, 2012-02-06 01:00:00, -2.6, None, None
None, 239.0, 1629.0, None, None, 2012-02-06 02:00:00, -3.2, None, None
None, 239.0, 1629.0, None, None, 2012-02-06 03:00:00, -3.4, None, None
None, 239.0, 1629.0, None, None, 2012-02-06 04:00:00, -3.8, None, None
None, 239.0, 1630.0, None, None, 2012-02-06 05:00:00, -3.9, None, None
None, 239.0, 1630.0, None, None, 2012-02-06 06:00:00, -5.5, None, None
None, 240.0, 1630.0, None, None, 2012-02-06 07:00:00, -6.7, None, None
None, 240.0, 1631.0, None, None, 2012-02-06 08:00:00, -5.5, None, None
None, 240.0, 1630.0, None, None, 2012-02-06 09:00:00, -6.1, None, None
None, 240.0, 1630.0, None, None, 2012-02-06 10:00:00, -5.4, None, None
None, 240.0, 1630.0, None, None, 2012-02-06 11:00:00, -6.1, None, None
None, 240.0, 1630.0, None, None, 2012-02-06 12:00:00, -5.9, None, None
None, 240.0, 1631.0, None, None, 2012-02-06 13:00:00, -5.9, None, None
None, 240.0, 1631.0, None, None, 2012-02-06 14:00:00, -6.3, None, None
None, 240.0, 1632.0, None, None, 2012-02-06 15:00:00, -6.1, None, None
None, 240.0, 1632.0, 0.0, None, 2012-02-06 16:00:00, -6.0, None, None
None, 240.0, 1632.0, None, None, 2012-02-06 17:00:00, -5.9, None, None
None, 240.0, 1633.0, None, None, 2012-02-06 18:00:00, -5.9, None, None
None, 240.0, 1632.0, None, None, 2012-02-06 19:00:00, -6.3, None, None
None, 239.0, 1632.0, None, None, 2012-02-06 20:00:00, -2.5, None, None
None, 239.0, 1634.0, None, None, 2012-02-06 21:00:00, -2.7, None, None
None, 238.0, 1635.0, None, None, 2012-02-06 22:00:00, -2.5, None, None
None, 239.0, 1635.0, None, None, 2012-02-06 23:00:00, -3.2, None, None
None, 239.0, 1635.0, None, None, 2012-02-07 00:00:00, -3.5, None, None
None, 239.0, 1635.0, None, None, 2012-02-07 01:00:00, -4.1, None, None
None, 240.0, 1636.0, None, None, 2012-02-07 02:00:00, -5.1, None, None
None, 240.0, 1637.0, None, None, 2012-02-07 03:00:00, -5.3, None, None
None, 240.0, 1636.0, None, None, 2012-02-07 04:00:00, -5.7, None, None
None, 240.0, 1637.0, None, None, 2012-02-07 05:00:00, -5.4, None, None
None, 240.0, 1637.0, None, None, 2012-02-07 06:00:00, -5.5, None, None
None, 240.0, 1637.0, None, None, 2012-02-07 07:00:00, -5.4, None, None
None, 240.0, 1638.0, None, None, 2012-02-07 08:00:00, -5.7, None, None
None, 240.0, 1638.0, None, None, 2012-02-07 09:00:00, -6.4, None, None
None, 241.0, 1638.0, None, None, 2012-02-07 10:00:00, -6.7, None, None
None, 241.0, 1638.0, None, None, 2012-02-07 11:00:00, -7.3, None, None
None, 241.0, 1638.0, None, None, 2012-02-07 12:00:00, -7.1, None, None
None, 241.0, 1638.0, None, None, 2012-02-07 13:00:00, -7.5, None, None
None, 241.0, 1639.0, None, None, 2012-02-07 14:00:00, -6.8, None, None
None, 241.0, 1640.0, None, None, 2012-02-07 15:00:00, -7.9, None, None
None, 242.0, 1641.0, 0.0, None, 2012-02-07 16:00:00, -10.0, None, None
None, 242.0, 1641.0, None, None, 2012-02-07 17:00:00, -9.5, None, None
None, 242.0, 1640.0, None, None, 2012-02-07 18:00:00, -9.6, None, None
None, 242.0, 1639.0, None, None, 2012-02-07 19:00:00, -8.4, None, None
None, 240.0, 1639.0, None, None, 2012-02-07 20:00:00, -4.2, None, None
None, 239.0, 1639.0, None, None, 2012-02-07 21:00:00, -2.0, None, None
None, 238.0, 1640.0, None, None, 2012-02-07 22:00:00, -1.8, None, None
None, 239.0, 1639.0, None, None, 2012-02-07 23:00:00, -2.5, None, None
None, 239.0, 1639.0, None, None, 2012-02-08 00:00:00, -3.3, None, None
None, 239.0, 1639.0, None, None, 2012-02-08 01:00:00, -3.8, None, None
None, 241.0, 1639.0, None, None, 2012-02-08 02:00:00, -6.4, None, None
None, 241.0, 1638.0, None, None, 2012-02-08 03:00:00, -8.1, None, None
None, 242.0, 1638.0, None, None, 2012-02-08 04:00:00, -9.3, None, None
None, 242.0, 1638.0, None, None, 2012-02-08 05:00:00, -8.5, None, None
None, 242.0, 1638.0, None, None, 2012-02-08 06:00:00, -9.1, None, None
None, 242.0, 1637.0, None, None, 2012-02-08 07:00:00, -8.0, None, None
None, 242.0, 1637.0, None, None, 2012-02-08 08:00:00, -7.9, None, None
None, 241.0, 1637.0, None, None, 2012-02-08 09:00:00, -8.7, None, None
None, 242.0, 1637.0, None, None, 2012-02-08 10:00:00, -9.3, None, None
None, 243.0, 1636.0, None, None, 2012-02-08 11:00:00, -10.4, None, None
None, 243.0, 1635.0, None, None, 2012-02-08 12:00:00, -10.2, None, None
None, 241.0, 1635.0, None, None, 2012-02-08 13:00:00, -9.1, None, None
None, 241.0, 1635.0, None, None, 2012-02-08 14:00:00, -8.7, None, None
None, 240.0, 1635.0, None, None, 2012-02-08 15:00:00, -7.9, None, None
None, 241.0, 1635.0, 0.0, None, 2012-02-08 16:00:00, -8.5, None, None
None, 241.0, 1635.0, None, None, 2012-02-08 17:00:00, -9.0, None, None
None, 241.0, 1634.0, None, None, 2012-02-08 18:00:00, -8.2, None, None
None, 241.0, 1632.0, None, None, 2012-02-08 19:00:00, -8.1, None, None
None, 240.0, 1631.0, None, None, 2012-02-08 20:00:00, -5.6, None, None
None, 239.0, 1631.0, None, None, 2012-02-08 21:00:00, -4.9, None, None
None, 239.0, 1631.0, None, None, 2012-02-08 22:00:00, -3.5, None, None
None, 239.0, 1630.0, None, None, 2012-02-08 23:00:00, -3.9, None, None
None, 239.0, 1629.0, None, None, 2012-02-09 00:00:00, -3.7, None, None
None, 239.0, 1628.0, None, None, 2012-02-09 01:00:00, -3.3, None, None
None, 239.0, 1627.0, None, None, 2012-02-09 02:00:00, -4.4, None, None
None, 239.0, 1626.0, None, None, 2012-02-09 03:00:00, -4.7, None, None
None, 239.0, 1624.0, None, None, 2012-02-09 04:00:00, -4.8, None, None
None, 239.0, 1624.0, None, None, 2012-02-09 05:00:00, -4.7, None, None
None, 239.0, 1624.0, None, None, 2012-02-09 06:00:00, -5.1, None, None
None, 239.0, 1624.0, None, None, 2012-02-09 07:00:00, -5.4, None, None
None, 240.0, 1625.0, None, None, 2012-02-09 08:00:00, -6.7, None, None
None, 240.0, 1625.0, None, None, 2012-02-09 09:00:00, -7.2, None, None
None, 240.0, 1626.0, None, None, 2012-02-09 10:00:00, -6.9, None, None
None, 240.0, 1626.0, None, None, 2012-02-09 11:00:00, -7.6, None, None
None, 240.0, 1628.0, None, None, 2012-02-09 12:00:00, -6.2, None, None
None, 240.0, 1630.0, None, None, 2012-02-09 13:00:00, -6.4, None, None
None, 239.0, 1632.0, None, None, 2012-02-09 14:00:00, -4.9, None, None
None, 239.0, 1633.0, None, None, 2012-02-09 15:00:00, -5.7, None, None
None, 240.0, 1634.0, 0.0, None, 2012-02-09 16:00:00, -5.9, None, None
None, 239.0, 1635.0, None, None, 2012-02-09 17:00:00, -4.9, None, None
None, 239.0, 1636.0, None, None, 2012-02-09 18:00:00, -5.0, None, None
None, 239.0, 1635.0, None, None, 2012-02-09 19:00:00, -5.9, None, None
None, 239.0, 1635.0, None, None, 2012-02-09 20:00:00, -5.2, None, None
None, 240.0, 1637.0, None, None, 2012-02-09 21:00:00, -5.2, None, None
None, 241.0, 1638.0, None, None, 2012-02-09 22:00:00, -4.5, None, None
None, 240.0, 1638.0, None, None, 2012-02-09 23:00:00, -2.1, None, None
None, 241.0, 1638.0, None, None, 2012-02-10 00:00:00, -3.8, None, None
None, 243.0, 1638.0, None, None, 2012-02-10 01:00:00, -3.6, None, None
None, 244.0, 1638.0, None, None, 2012-02-10 02:00:00, -3.8, None, None
None, 244.0, 1638.0, None, None, 2012-02-10 03:00:00, -3.9, None, None
None, 245.0, 1637.0, None, None, 2012-02-10 04:00:00, -4.6, None, None
None, 245.0, 1637.0, None, None, 2012-02-10 05:00:00, -4.5, None, None
None, 245.0, 1637.0, None, None, 2012-02-10 06:00:00, -4.4, None, None
None, 246.0, 1636.0, None, None, 2012-02-10 07:00:00, -4.5, None, None
None, 246.0, 1636.0, None, None, 2012-02-10 08:00:00, -4.5, None, None
None, 246.0, 1636.0, None, None, 2012-02-10 09:00:00, -4.6, None, None
None, 246.0, 1637.0, None, None, 2012-02-10 10:00:00, -4.9, None, None
None, 246.0, 1637.0, None, None, 2012-02-10 11:00:00, -4.9, None, None
None, 247.0, 1638.0, None, None, 2012-02-10 12:00:00, -4.8, None, None
None, 247.0, 1638.0, None, None, 2012-02-10 13:00:00, -4.9, None, None
None, 248.0, 1638.0, None, None, 2012-02-10 14:00:00, -4.8, None, None
None, 248.0, 1639.0, None, None, 2012-02-10 15:00:00, -4.1, None, None
None, 248.0, 1639.0, 0.0, None, 2012-02-10 16:00:00, -4.0, None, None
None, 249.0, 1639.0, None, None, 2012-02-10 17:00:00, -4.6, None, None
None, 249.0, 1640.0, None, None, 2012-02-10 18:00:00, -4.0, None, None
None, 248.0, 1640.0, None, None, 2012-02-10 19:00:00, -3.4, None, None
None, 248.0, 1640.0, None, None, 2012-02-10 20:00:00, -1.7, None, None
None, 248.0, 1640.0, None, None, 2012-02-10 21:00:00, -1.6, None, None
None, 248.0, 1641.0, None, None, 2012-02-10 22:00:00, -0.3, None, None
None, 248.0, 1642.0, None, None, 2012-02-10 23:00:00, -0.4, None, None
None, 248.0, 1641.0, None, None, 2012-02-11 00:00:00, -1.0, None, None
None, 248.0, 1642.0, None, None, 2012-02-11 01:00:00, -1.3, None, None
None, 248.0, 1642.0, None, None, 2012-02-11 02:00:00, -2.0, None, None
None, 249.0, 1642.0, None, None, 2012-02-11 03:00:00, -2.3, None, None
None, 249.0, 1642.0, None, None, 2012-02-11 04:00:00, -2.4, None, None
None, 249.0, 1642.0, None, None, 2012-02-11 05:00:00, -2.5, None, None
None, 250.0, 1642.0, None, None, 2012-02-11 06:00:00, -2.6, None, None
None, 250.0, 1642.0, None, None, 2012-02-11 07:00:00, -3.0, None, None
None, 250.0, 1642.0, None, None, 2012-02-11 08:00:00, -2.9, None, None
None, 250.0, 1642.0, None, None, 2012-02-11 09:00:00, -2.9, None, None
None, 250.0, 1642.0, None, None, 2012-02-11 10:00:00, -2.9, None, None
None, 250.0, 1642.0, None, None, 2012-02-11 11:00:00, -3.0, None, None
None, 250.0, 1642.0, None, None, 2012-02-11 12:00:00, -3.2, None, None
None, 250.0, 1643.0, None, None, 2012-02-11 13:00:00, -3.1, None, None
None, 250.0, 1643.0, None, None, 2012-02-11 14:00:00, -3.3, None, None
