station_observations
pcpn_amt_pst24hrs, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, cum_pcpn_amt, ONE_DAY_SNOW, time, air_temp_1, MIN_TEMP, snw_dpth, MAX_TEMP
0.0, None, 0.0, 451.0, 998.0, None, 2019-12-11 18:00:00, -4.7, None, 171.0, None
1.0, None, 0.0, 451.0, 998.0, None, 2019-12-11 19:00:00, -5.3, None, 171.0, None
1.0, None, 0.0, 451.0, 998.0, None, 2019-12-11 20:00:00, -4.6, None, 171.0, None
1.0, None, 0.0, 451.0, 998.0, None, 2019-12-11 21:00:00, -4.8, None, 171.0, None
1.0, None, 0.0, 451.0, 998.0, None, 2019-12-11 22:00:00, -4.6, None, 171.0, None
2.0, None, 0.0, 451.0, 998.0, None, 2019-12-11 23:00:00, -4.3, None, 171.0, None
1.0, None, 0.0, 451.0, 998.0, None, 2019-12-12 00:00:00, -4.7, None, 170.0, None
1.0, None, 0.0, 451.0, 998.0, None, 2019-12-12 01:00:00, -4.5, None, 170.0, None
1.0, None, 0.0, 451.0, 998.0, None, 2019-12-12 02:00:00, -4.9, None, 171.0, None
1.0, None, 1.0, 451.0, 999.0, None, 2019-12-12 03:00:00, -4.7, None, 170.0, None
2.0, None, 0.0, 451.0, 999.0, None, 2019-12-12 04:00:00, -4.4, None, 170.0, None
1.0, None, 0.0, 451.0, 999.0, None, 2019-12-12 05:00:00, -4.7, None, 170.0, None
1.0, None, 0.0, 451.0, 999.0, None, 2019-12-12 06:00:00, -4.4, None, 170.0, None
1.0, None, 0.0, 451.0, 999.0, None, 2019-12-12 07:00:00, -4.3, None, 170.0, None
1.0, None, 0.0, 451.0, 999.0, None, 2019-12-12 08:00:00, -4.3, None, 170.0, None
1.0, None, 0.0, 452.0, 999.0, None, 2019-12-12 09:00:00, -4.3, None, 170.0, None
2.0, None, 1.0, 452.0, 1000.0, None, 2019-12-12 10:00:00, -3.8, None, 172.0, None
2.0, None, 0.0, 453.0, 1000.0, None, 2019-12-12 11:00:00, -3.5, None, 173.0, None
3.0, None, 1.0, 453.0, 1001.0, None, 2019-12-12 12:00:00, -3.1, None, 174.0, None
4.0, None, 1.0, 454.0, 1002.0, None, 2019-12-12 13:00:00, -3.2, None, 174.0, None
5.0, None, 1.0, 455.0, 1003.0, None, 2019-12-12 14:00:00, -3.2, None, 176.0, None
6.0, None, 1.0, 456.0, 1004.0, None, 2019-12-12 15:00:00, -3.5, None, 177.0, None
6.0, None, 0.0, 457.0, 1004.0, None, 2019-12-12 16:00:00, -3.5, None, 177.0, None
7.0, None, 1.0, 458.0, 1005.0, None, 2019-12-12 17:00:00, -3.3, None, 177.0, None
7.0, None, 0.0, 458.0, 1005.0, None, 2019-12-12 18:00:00, -3.4, None, 178.0, None
8.0, None, 1.0, 458.0, 1006.0, None, 2019-12-12 19:00:00, -3.3, None, 177.0, None
8.0, None, 0.0, 458.0, 1006.0, None, 2019-12-12 20:00:00, -3.6, None, 177.0, None
8.0, None, 0.0, 459.0, 1006.0, None, 2019-12-12 21:00:00, -3.3, None, 178.0, None
9.0, None, 1.0, 460.0, 1007.0, None, 2019-12-12 22:00:00, -4.0, None, 181.0, None
9.0, None, 0.0, 461.0, 1007.0, None, 2019-12-12 23:00:00, -3.8, None, 181.0, None
10.0, None, 1.0, 461.0, 1008.0, None, 2019-12-13 00:00:00, -3.6, None, 181.0, None
10.0, None, 0.0, 462.0, 1008.0, None, 2019-12-13 01:00:00, -4.3, None, 182.0, None
11.0, None, 1.0, 463.0, 1009.0, None, 2019-12-13 02:00:00, -4.4, None, 183.0, None
11.0, None, 1.0, 463.0, 1010.0, None, 2019-12-13 03:00:00, -4.5, None, 185.0, None
12.0, None, 1.0, 464.0, 1011.0, None, 2019-12-13 04:00:00, -4.6, None, 185.0, None
13.0, None, 1.0, 465.0, 1012.0, None, 2019-12-13 05:00:00, -5.0, None, 185.0, None
13.0, None, 0.0, 465.0, 1012.0, None, 2019-12-13 06:00:00, -4.2, None, 184.0, None
12.0, None, None, 465.0, 1011.0, None, 2019-12-13 07:00:00, -4.9, None, 183.0, None
13.0, None, 1.0, 466.0, 1012.0, None, 2019-12-13 08:00:00, -4.8, None, 185.0, None
14.0, None, 1.0, 467.0, 1013.0, None, 2019-12-13 09:00:00, -4.5, None, 185.0, None
13.0, None, 0.0, 467.0, 1013.0, None, 2019-12-13 10:00:00, -3.8, None, 185.0, None
13.0, None, 0.0, 467.0, 1013.0, None, 2019-12-13 11:00:00, -3.0, None, 185.0, None
12.0, None, 0.0, 468.0, 1013.0, None, 2019-12-13 12:00:00, -3.3, None, 185.0, None
11.0, None, 0.0, 468.0, 1013.0, None, 2019-12-13 13:00:00, -3.3, None, 185.0, None
10.0, None, 0.0, 468.0, 1013.0, None, 2019-12-13 14:00:00, -3.1, None, 185.0, None
9.0, None, 0.0, 468.0, 1013.0, None, 2019-12-13 15:00:00, -3.7, None, 184.0, None
9.0, None, 0.0, 469.0, 1013.0, None, 2019-12-13 16:00:00, -4.7, None, 186.0, None
9.0, None, 1.0, 469.0, 1014.0, None, 2019-12-13 17:00:00, -5.0, None, 186.0, None
9.0, None, 0.0, 469.0, 1014.0, None, 2019-12-13 18:00:00, -5.4, None, 187.0, None
9.0, None, 1.0, 470.0, 1015.0, None, 2019-12-13 19:00:00, -5.5, None, 187.0, None
9.0, None, 0.0, 470.0, 1015.0, None, 2019-12-13 20:00:00, -5.8, None, 188.0, None
10.0, None, 1.0, 470.0, 1016.0, None, 2019-12-13 21:00:00, -6.5, None, 183.0, None
9.0, None, 0.0, 471.0, 1016.0, None, 2019-12-13 22:00:00, -5.7, None, 184.0, None
9.0, None, 0.0, 471.0, 1016.0, None, 2019-12-13 23:00:00, -5.9, None, 184.0, None
8.0, None, 0.0, 471.0, 1016.0, None, 2019-12-14 00:00:00, -6.7, None, 185.0, None
7.0, None, None, 471.0, 1015.0, None, 2019-12-14 01:00:00, -6.4, None, 185.0, None
6.0, None, 0.0, 471.0, 1015.0, None, 2019-12-14 02:00:00, -6.6, None, 185.0, None
5.0, None, 0.0, 471.0, 1015.0, None, 2019-12-14 03:00:00, -7.1, None, 186.0, None
5.0, None, 1.0, 471.0, 1016.0, None, 2019-12-14 04:00:00, -7.3, None, 184.0, None
4.0, None, 0.0, 471.0, 1016.0, None, 2019-12-14 05:00:00, -7.8, None, 185.0, None
4.0, None, 0.0, 472.0, 1016.0, None, 2019-12-14 06:00:00, -8.1, None, 184.0, None
5.0, None, 0.0, 472.0, 1016.0, None, 2019-12-14 07:00:00, -8.5, None, 184.0, None
6.0, None, 2.0, 472.0, 1018.0, None, 2019-12-14 08:00:00, -8.7, None, 187.0, None
6.0, None, 1.0, 472.0, 1019.0, None, 2019-12-14 09:00:00, -8.5, None, 188.0, None
6.0, None, 0.0, 472.0, 1019.0, None, 2019-12-14 10:00:00, -8.5, None, 185.0, None
6.0, None, 0.0, 472.0, 1019.0, None, 2019-12-14 11:00:00, -8.0, None, 189.0, None
6.0, None, 0.0, 473.0, 1019.0, None, 2019-12-14 12:00:00, -8.0, None, 189.0, None
6.0, None, 0.0, 473.0, 1019.0, None, 2019-12-14 13:00:00, -7.3, None, 186.0, None
6.0, None, 0.0, 473.0, 1019.0, None, 2019-12-14 14:00:00, -7.7, None, 187.0, None
6.0, None, 0.0, 473.0, 1019.0, None, 2019-12-14 15:00:00, -8.6, None, 188.0, None
7.0, None, 1.0, 473.0, 1020.0, None, 2019-12-14 16:00:00, -9.0, None, 189.0, None
6.0, None, 0.0, 473.0, 1020.0, None, 2019-12-14 17:00:00, -9.5, None, 188.0, None
6.0, None, 0.0, 473.0, 1020.0, None, 2019-12-14 18:00:00, -9.5, None, 190.0, None
5.0, None, 0.0, 473.0, 1020.0, None, 2019-12-14 19:00:00, -9.6, None, 190.0, None
5.0, None, 0.0, 473.0, 1020.0, None, 2019-12-14 20:00:00, -9.6, None, 191.0, None
4.0, None, 0.0, 473.0, 1020.0, None, 2019-12-14 21:00:00, -9.0, None, 193.0, None
4.0, None, 0.0, 473.0, 1020.0, None, 2019-12-14 22:00:00, -9.8, None, 191.0, None
4.0, None, 0.0, 473.0, 1020.0, None, 2019-12-14 23:00:00, -9.3, None, 192.0, None
4.0, None, 0.0, 473.0, 1020.0, None, 2019-12-15 00:00:00, -9.2, None, 192.0, None
5.0, None, 0.0, 474.0, 1020.0, None, 2019-12-15 01:00:00, -9.4, None, 194.0, None
5.0, None, 0.0, 474.0, 1020.0, None, 2019-12-15 02:00:00, -9.1, None, 195.0, None
5.0, None, 0.0, 474.0, 1020.0, None, 2019-12-15 03:00:00, -9.8, None, 195.0, None
4.0, None, 0.0, 475.0, 1020.0, None, 2019-12-15 04:00:00, -9.1, None, 195.0, None
4.0, None, 0.0, 475.0, 1020.0, None, 2019-12-15 05:00:00, -9.1, None, 196.0, None
4.0, None, 0.0, 475.0, 1020.0, None, 2019-12-15 06:00:00, -9.0, None, 195.0, None
4.0, None, 0.0, 475.0, 1020.0, None, 2019-12-15 07:00:00, -9.3, None, 196.0, None
2.0, None, 0.0, 476.0, 1020.0, None, 2019-12-15 08:00:00, -9.5, None, 197.0, None
1.0, None, 0.0, 476.0, 1020.0, None, 2019-12-15 09:00:00, -9.3, None, 198.0, None
1.0, None, 0.0, 476.0, 1020.0, None, 2019-12-15 10:00:00, -9.0, None, 196.0, None
1.0, None, 0.0, 476.0, 1020.0, None, 2019-12-15 11:00:00, -8.8, None, 196.0, None
1.0, None, 0.0, 477.0, 1020.0, None, 2019-12-15 12:00:00, -8.9, None, 197.0, None
1.0, None, 0.0, 477.0, 1020.0, None, 2019-12-15 13:00:00, -8.9, None, 198.0, None
1.0, None, 0.0, 477.0, 1020.0, None, 2019-12-15 14:00:00, -8.8, None, 197.0, None
1.0, None, 0.0, 477.0, 1020.0, None, 2019-12-15 15:00:00, -9.3, None, 197.0, None
1.0, None, 1.0, 477.0, 1021.0, None, 2019-12-15 16:00:00, -9.4, None, 195.0, None
1.0, None, 0.0, 477.0, 1021.0, None, 2019-12-15 17:00:00, -9.9, None, 194.0, None
1.0, None, 0.0, 477.0, 1021.0, None, 2019-12-15 18:00:00, -11.8, None, 196.0, None
1.0, None, 0.0, 477.0, 1021.0, None, 2019-12-15 19:00:00, -12.4, None, 195.0, None
1.0, None, 0.0, 477.0, 1021.0, None, 2019-12-15 20:00:00, -13.9, None, 195.0, None
1.0, None, 0.0, 477.0, 1021.0, None, 2019-12-15 21:00:00, -14.4, None, 194.0, None
1.0, None, 0.0, 477.0, 1021.0, None, 2019-12-15 22:00:00, -13.8, None, 194.0, None
1.0, None, 0.0, 477.0, 1021.0, None, 2019-12-15 23:00:00, -13.2, None, 193.0, None
1.0, None, 0.0, 477.0, 1021.0, None, 2019-12-16 00:00:00, -13.0, None, 193.0, None
1.0, None, 0.0, 477.0, 1021.0, None, 2019-12-16 01:00:00, -13.2, None, 192.0, None
0.0, None, None, 477.0, 1020.0, None, 2019-12-16 02:00:00, -9.7, None, 192.0, None
0.0, None, 0.0, 477.0, 1020.0, None, 2019-12-16 03:00:00, -11.6, None, 192.0, None
0.0, None, 0.0, 477.0, 1020.0, None, 2019-12-16 04:00:00, -9.6, None, 191.0, None
0.0, None, 0.0, 477.0, 1020.0, None, 2019-12-16 05:00:00, -9.1, None, 192.0, None
0.0, None, 0.0, 477.0, 1020.0, None, 2019-12-16 06:00:00, -9.3, None, 191.0, None
0.0, None, 0.0, 477.0, 1020.0, None, 2019-12-16 07:00:00, -8.7, None, 191.0, None
0.0, None, 0.0, 477.0, 1020.0, None, 2019-12-16 08:00:00, -7.3, None, 191.0, None
0.0, None, 0.0, 477.0, 1020.0, None, 2019-12-16 09:00:00, -7.3, None, 191.0, None
0.0, None, 0.0, 477.0, 1020.0, None, 2019-12-16 10:00:00, -7.5, None, 191.0, None
0.0, None, 0.0, 477.0, 1020.0, None, 2019-12-16 11:00:00, -6.7, None, 190.0, None
0.0, None, 0.0, 478.0, 1020.0, None, 2019-12-16 12:00:00, -5.6, None, 192.0, None
None, None, None, 478.0, 1019.0, None, 2019-12-16 13:00:00, -5.2, None, 191.0, None
None, None, 0.0, 479.0, 1019.0, None, 2019-12-16 14:00:00, -5.1, None, 192.0, None
0.0, None, 1.0, 479.0, 1020.0, None, 2019-12-16 15:00:00, -5.1, None, 192.0, None
None, None, None, 480.0, 1019.0, None, 2019-12-16 16:00:00, -5.0, None, 192.0, None
None, None, 0.0, 481.0, 1019.0, None, 2019-12-16 17:00:00, -4.7, None, 192.0, None
None, None, 1.0, 481.0, 1020.0, None, 2019-12-16 18:00:00, -4.4, None, 192.0, None
None, None, 0.0, 482.0, 1020.0, None, 2019-12-16 19:00:00, -4.0, None, 191.0, None
None, None, 0.0, 482.0, 1020.0, None, 2019-12-16 20:00:00, -3.9, None, 191.0, None
None, None, 0.0, 483.0, 1020.0, None, 2019-12-16 21:00:00, -3.7, None, 191.0, None
0.0, None, 1.0, 483.0, 1021.0, None, 2019-12-16 22:00:00, -3.4, None, 192.0, None
0.0, None, 0.0, 485.0, 1021.0, None, 2019-12-16 23:00:00, -3.3, None, 192.0, None
1.0, None, 1.0, 486.0, 1022.0, None, 2019-12-17 00:00:00, -2.8, None, 193.0, None
9.0, None, 8.0, 487.0, 1030.0, None, 2019-12-17 01:00:00, -1.7, None, 194.0, None
10.0, None, 0.0, 487.0, 1030.0, None, 2019-12-17 02:00:00, -1.4, None, 193.0, None
10.0, None, 0.0, 488.0, 1030.0, None, 2019-12-17 03:00:00, -1.0, None, 193.0, None
11.0, None, 1.0, 488.0, 1031.0, None, 2019-12-17 04:00:00, -0.8, None, 193.0, None
11.0, None, 0.0, 488.0, 1031.0, None, 2019-12-17 05:00:00, -0.7, None, 192.0, None
11.0, None, 0.0, 488.0, 1031.0, None, 2019-12-17 06:00:00, -1.2, None, 192.0, None
11.0, None, 0.0, 488.0, 1031.0, None, 2019-12-17 07:00:00, -1.0, None, 192.0, None
11.0, None, 0.0, 489.0, 1031.0, None, 2019-12-17 08:00:00, -1.0, None, 191.0, None
11.0, None, 0.0, 489.0, 1031.0, None, 2019-12-17 09:00:00, -0.8, None, 191.0, None
11.0, None, 0.0, 489.0, 1031.0, None, 2019-12-17 10:00:00, -1.5, None, 191.0, None
11.0, None, 0.0, 489.0, 1031.0, None, 2019-12-17 11:00:00, -1.5, None, 190.0, None
10.0, None, None, 489.0, 1030.0, None, 2019-12-17 12:00:00, -1.5, None, 190.0, None
11.0, None, 0.0, 489.0, 1030.0, None, 2019-12-17 13:00:00, -1.7, None, 189.0, None
12.0, None, 1.0, 490.0, 1031.0, None, 2019-12-17 14:00:00, -1.8, None, 191.0, None
12.0, None, 1.0, 491.0, 1032.0, None, 2019-12-17 15:00:00, -1.4, None, 192.0, None
15.0, None, 2.0, 492.0, 1034.0, None, 2019-12-17 16:00:00, -1.4, None, 193.0, None
16.0, None, 1.0, 493.0, 1035.0, None, 2019-12-17 17:00:00, -1.5, None, 193.0, None
15.0, None, 0.0, 494.0, 1035.0, None, 2019-12-17 18:00:00, -1.4, None, 194.0, None
17.0, None, 2.0, 495.0, 1037.0, None, 2019-12-17 19:00:00, -1.6, None, 195.0, None
18.0, None, 1.0, 497.0, 1038.0, None, 2019-12-17 20:00:00, -2.4, None, 195.0, None
20.0, None, 2.0, 498.0, 1040.0, None, 2019-12-17 21:00:00, -2.6, None, 197.0, None
20.0, None, 1.0, 499.0, 1041.0, None, 2019-12-17 22:00:00, -2.0, None, 197.0, None
20.0, None, 0.0, 500.0, 1041.0, None, 2019-12-17 23:00:00, -2.8, None, 196.0, None
19.0, None, 0.0, 500.0, 1041.0, None, 2019-12-18 00:00:00, -3.0, None, 196.0, None
11.0, None, 0.0, 500.0, 1041.0, None, 2019-12-18 01:00:00, -4.1, None, 195.0, None
11.0, None, 0.0, 501.0, 1041.0, None, 2019-12-18 02:00:00, -5.1, None, 195.0, None
10.0, None, None, 501.0, 1040.0, None, 2019-12-18 03:00:00, -5.0, None, 195.0, None
10.0, None, 1.0, 501.0, 1041.0, None, 2019-12-18 04:00:00, -4.5, None, 195.0, None
10.0, None, 0.0, 502.0, 1041.0, None, 2019-12-18 05:00:00, -4.3, None, 195.0, None
11.0, None, 1.0, 502.0, 1042.0, None, 2019-12-18 06:00:00, -3.5, None, 196.0, None
13.0, None, 2.0, 503.0, 1044.0, None, 2019-12-18 07:00:00, -3.5, None, 196.0, None
13.0, None, 0.0, 503.0, 1044.0, None, 2019-12-18 08:00:00, -3.5, None, 197.0, None
13.0, None, 0.0, 503.0, 1044.0, None, 2019-12-18 09:00:00, -3.5, None, 197.0, None
14.0, None, 1.0, 504.0, 1045.0, None, 2019-12-18 10:00:00, -3.5, None, 198.0, None
16.0, None, 2.0, 505.0, 1047.0, None, 2019-12-18 11:00:00, -3.4, None, 198.0, None
16.0, None, None, 505.0, 1046.0, None, 2019-12-18 12:00:00, -3.2, None, 198.0, None
17.0, None, 1.0, 506.0, 1047.0, None, 2019-12-18 13:00:00, -3.3, None, 199.0, None
16.0, None, 0.0, 506.0, 1047.0, None, 2019-12-18 14:00:00, -3.5, None, 197.0, None
16.0, None, 1.0, 507.0, 1048.0, None, 2019-12-18 15:00:00, -3.8, None, 198.0, None
15.0, None, 1.0, 507.0, 1049.0, None, 2019-12-18 16:00:00, -4.1, None, 198.0, None
14.0, None, 0.0, 507.0, 1049.0, None, 2019-12-18 17:00:00, -3.7, None, 198.0, None
14.0, None, 0.0, 507.0, 1049.0, None, 2019-12-18 18:00:00, -3.7, None, 197.0, None
12.0, None, 0.0, 508.0, 1049.0, None, 2019-12-18 19:00:00, -3.7, None, 197.0, None
10.0, None, None, 508.0, 1048.0, None, 2019-12-18 20:00:00, -3.8, None, 197.0, None
7.0, None, None, 508.0, 1047.0, None, 2019-12-18 21:00:00, -3.8, None, 195.0, None
7.0, None, 1.0, 508.0, 1048.0, None, 2019-12-18 22:00:00, -3.9, None, 197.0, None
8.0, None, 1.0, 509.0, 1049.0, None, 2019-12-18 23:00:00, -4.2, None, 198.0, None
8.0, None, 0.0, 509.0, 1049.0, None, 2019-12-19 00:00:00, -4.3, None, 199.0, None
9.0, None, 1.0, 510.0, 1050.0, None, 2019-12-19 01:00:00, -4.4, None, 199.0, None
10.0, None, 1.0, 511.0, 1051.0, None, 2019-12-19 02:00:00, -4.3, None, 199.0, None
12.0, None, 1.0, 511.0, 1052.0, None, 2019-12-19 03:00:00, -4.4, None, 199.0, None
10.0, None, None, 512.0, 1051.0, None, 2019-12-19 04:00:00, -4.4, None, 200.0, None
11.0, None, 1.0, 512.0, 1052.0, None, 2019-12-19 05:00:00, -4.7, None, 202.0, None
12.0, None, 2.0, 514.0, 1054.0, None, 2019-12-19 06:00:00, -4.8, None, 204.0, None
11.0, None, 1.0, 515.0, 1055.0, None, 2019-12-19 07:00:00, -4.8, None, 206.0, None
14.0, None, 3.0, 517.0, 1058.0, None, 2019-12-19 08:00:00, -4.9, None, 208.0, None
17.0, None, 3.0, 518.0, 1061.0, None, 2019-12-19 09:00:00, -4.8, None, 211.0, None
18.0, None, 2.0, 519.0, 1063.0, None, 2019-12-19 10:00:00, -4.6, None, 211.0, None
17.0, None, 1.0, 520.0, 1064.0, None, 2019-12-19 11:00:00, -4.5, None, 211.0, None
18.0, None, 0.0, 520.0, 1064.0, None, 2019-12-19 12:00:00, -4.0, None, 210.0, None
17.0, None, 0.0, 520.0, 1064.0, None, 2019-12-19 13:00:00, -4.4, None, 209.0, None
17.0, None, 0.0, 521.0, 1064.0, None, 2019-12-19 14:00:00, -4.9, None, 209.0, None
16.0, None, 0.0, 521.0, 1064.0, None, 2019-12-19 15:00:00, -5.4, None, 208.0, None
16.0, None, 1.0, 521.0, 1065.0, None, 2019-12-19 16:00:00, -5.8, None, 208.0, None
16.0, None, 0.0, 521.0, 1065.0, None, 2019-12-19 17:00:00, -6.8, None, 207.0, None
16.0, None, 0.0, 521.0, 1065.0, None, 2019-12-19 18:00:00, -6.0, None, 207.0, None
16.0, None, 0.0, 521.0, 1065.0, None, 2019-12-19 19:00:00, -5.6, None, 207.0, None
17.0, None, 0.0, 521.0, 1065.0, None, 2019-12-19 20:00:00, -5.0, None, 206.0, None
17.0, None, None, 521.0, 1064.0, None, 2019-12-19 21:00:00, -5.3, None, 206.0, None
16.0, None, 0.0, 522.0, 1064.0, None, 2019-12-19 22:00:00, -4.6, None, 206.0, None
14.0, None, None, 522.0, 1063.0, None, 2019-12-19 23:00:00, -5.4, None, 206.0, None
15.0, None, 1.0, 522.0, 1064.0, None, 2019-12-20 00:00:00, -5.3, None, 206.0, None
14.0, None, 0.0, 522.0, 1064.0, None, 2019-12-20 01:00:00, -5.8, None, 205.0, None
13.0, None, 0.0, 522.0, 1064.0, None, 2019-12-20 02:00:00, -5.4, None, 205.0, None
12.0, None, 0.0, 522.0, 1064.0, None, 2019-12-20 03:00:00, -5.9, None, 205.0, None
11.0, None, None, 522.0, 1062.0, None, 2019-12-20 04:00:00, -5.6, None, 204.0, None
10.0, None, 0.0, 522.0, 1062.0, None, 2019-12-20 05:00:00, -6.1, None, 205.0, None
8.0, None, 0.0, 523.0, 1062.0, None, 2019-12-20 06:00:00, -6.0, None, 205.0, None
8.0, None, 1.0, 523.0, 1063.0, None, 2019-12-20 07:00:00, -5.0, None, 204.0, None
5.0, None, 0.0, 523.0, 1063.0, None, 2019-12-20 08:00:00, -3.8, None, 206.0, None
0.0, None, None, 524.0, 1061.0, None, 2019-12-20 09:00:00, -3.5, None, 206.0, None
0.0, None, 2.0, 524.0, 1063.0, None, 2019-12-20 10:00:00, -3.6, None, 205.0, None
0.0, None, 1.0, 524.0, 1064.0, None, 2019-12-20 11:00:00, -3.4, None, 205.0, None
None, None, None, 525.0, 1063.0, None, 2019-12-20 12:00:00, -3.2, None, 207.0, None
1.0, None, 2.0, 525.0, 1065.0, None, 2019-12-20 13:00:00, -3.3, None, 207.0, None
2.0, None, 1.0, 526.0, 1066.0, None, 2019-12-20 14:00:00, -3.4, None, 207.0, None
2.0, None, 0.0, 526.0, 1066.0, None, 2019-12-20 15:00:00, -3.7, None, 207.0, None
2.0, None, 1.0, 526.0, 1067.0, None, 2019-12-20 16:00:00, -4.0, None, 206.0, None
2.0, None, 0.0, 526.0, 1067.0, None, 2019-12-20 17:00:00, -4.8, None, 206.0, None
2.0, None, 0.0, 526.0, 1067.0, None, 2019-12-20 18:00:00, -7.7, None, 206.0, None
3.0, None, 1.0, 526.0, 1068.0, None, 2019-12-20 19:00:00, -8.1, None, 206.0, None
3.0, None, 0.0, 526.0, 1068.0, None, 2019-12-20 20:00:00, -6.9, None, 205.0, None
4.0, None, 0.0, 526.0, 1068.0, None, 2019-12-20 21:00:00, -6.1, None, 204.0, None
4.0, None, 0.0, 526.0, 1068.0, None, 2019-12-20 22:00:00, -6.4, None, 204.0, None
5.0, None, 0.0, 526.0, 1068.0, None, 2019-12-20 23:00:00, -6.3, None, 204.0, None
4.0, None, 0.0, 526.0, 1068.0, None, 2019-12-21 00:00:00, -7.0, None, 204.0, None
4.0, None, 0.0, 526.0, 1068.0, None, 2019-12-21 01:00:00, -6.2, None, 203.0, None
4.0, None, 0.0, 526.0, 1068.0, None, 2019-12-21 02:00:00, -8.2, None, 203.0, None
4.0, None, 0.0, 526.0, 1068.0, None, 2019-12-21 03:00:00, -6.7, None, 203.0, None
6.0, None, 0.0, 526.0, 1068.0, None, 2019-12-21 04:00:00, -6.4, None, 203.0, None
7.0, None, 1.0, 526.0, 1069.0, None, 2019-12-21 05:00:00, -7.1, None, 202.0, None
7.0, None, 0.0, 526.0, 1069.0, None, 2019-12-21 06:00:00, -7.0, None, 202.0, None
5.0, None, None, 526.0, 1068.0, None, 2019-12-21 07:00:00, -6.9, None, 202.0, None
5.0, None, 0.0, 526.0, 1068.0, None, 2019-12-21 08:00:00, -6.3, None, 202.0, None
6.0, None, None, 526.0, 1067.0, None, 2019-12-21 09:00:00, -5.3, None, 201.0, None
4.0, None, 0.0, 526.0, 1067.0, None, 2019-12-21 10:00:00, -4.9, None, 201.0, None
4.0, None, 1.0, 526.0, 1068.0, None, 2019-12-21 11:00:00, -6.3, None, 201.0, None
5.0, None, 0.0, 526.0, 1068.0, None, 2019-12-21 12:00:00, -5.5, None, 201.0, None
3.0, None, 0.0, 526.0, 1068.0, None, 2019-12-21 13:00:00, -6.6, None, 200.0, None
2.0, None, 0.0, 526.0, 1068.0, None, 2019-12-21 14:00:00, -6.4, None, 200.0, None
3.0, None, 1.0, 526.0, 1069.0, None, 2019-12-21 15:00:00, -7.2, None, 200.0, None
2.0, None, 0.0, 526.0, 1069.0, None, 2019-12-21 16:00:00, -6.9, None, 200.0, None
1.0, None, None, 526.0, 1068.0, None, 2019-12-21 17:00:00, -6.9, None, 200.0, None
1.0, None, 0.0, 526.0, 1068.0, None, 2019-12-21 18:00:00, -6.6, None, 200.0, None
0.0, None, 0.0, 526.0, 1068.0, None, 2019-12-21 19:00:00, -5.8, None, 199.0, None
