station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, snwfl_amt_pst1hr, time, stn_pres
0.0, -18.73, 82.2, -18.6, 82.0, 22.02, 13.11, 160.7, -21.0, -18.7, -20.0, 1018.7, 0.0, -21.0, 890.0, 0.0, 2022-01-01 10:00:00, 890.0
0.0, -18.37, 82.4, -18.3, 82.0, 19.03, 19.17, 168.8, -20.0, -18.4, -20.0, 1018.7, 0.0, -20.0, 890.0, 0.0, 2022-01-01 11:00:00, 890.0
0.0, -17.38, 83.2, -17.3, 83.0, 18.82, 17.11, 174.6, -19.0, -17.4, -20.0, 1017.4, 0.0, -19.0, 889.0, 0.0, 2022-01-01 12:00:00, 889.0
0.0, -16.58, 83.5, -16.4, 84.0, 19.09, 17.12, 183.5, -19.0, -16.6, -20.0, 1017.2, 0.0, -19.0, 889.0, 0.0, 2022-01-01 13:00:00, 889.0
0.0, -15.65, 84.3, -15.4, 84.0, 23.95, 16.18, 197.0, -17.0, -15.7, -20.0, 1016.9, 0.0, -17.0, 889.0, 0.0, 2022-01-01 14:00:00, 889.0
0.0, -16.09, 83.6, -15.3, 84.0, 34.59, 9.85, 152.6, -18.0, -16.1, -20.0, 1015.8, 0.0, -18.0, 888.0, 0.0, 2022-01-01 15:00:00, 888.0
0.0, -15.82, 84.7, -15.3, 85.0, 23.76, 18.98, 180.3, -17.0, -15.8, -20.0, 1015.7, 0.0, -17.0, 888.0, 0.0, 2022-01-01 16:00:00, 888.0
0.0, -15.44, 85.0, -15.3, 85.0, 23.56, 14.25, 211.0, -17.0, -15.4, -20.0, 1014.5, 0.0, -17.0, 887.0, 0.0, 2022-01-01 17:00:00, 887.0
0.0, -15.23, 85.2, -15.0, 85.0, 24.37, 13.52, 204.5, -17.0, -15.2, -20.0, 1013.1, 0.0, -17.0, 886.0, 0.0, 2022-01-01 18:00:00, 886.0
0.0, -14.35, 85.9, -14.4, 86.0, 30.21, 10.75, 212.7, -16.0, -14.4, -15.2, 1010.8, 0.0, -16.0, 884.0, 0.0, 2022-01-01 19:00:00, 884.0
0.0, -13.57, 86.4, -13.1, 86.0, 28.95, 9.71, 166.6, -15.0, -13.6, -15.2, 1010.7, 0.0, -15.0, 884.0, 0.0, 2022-01-01 20:00:00, 884.0
0.0, -13.33, 86.6, -13.1, 87.0, 28.81, 7.062, 130.7, -15.0, -13.3, -15.2, 1009.4, 0.0, -15.0, 883.0, 0.0, 2022-01-01 21:00:00, 883.0
0.0, -12.58, 86.8, -12.3, 87.0, 30.15, 7.77, 84.3, -14.0, -12.6, -15.2, 1009.2, 0.0, -14.0, 883.0, 0.0, 2022-01-01 22:00:00, 883.0
0.0, -12.34, 87.5, -12.0, 88.0, 49.04, 6.691, 136.3, -14.0, -12.3, -15.2, 1007.9, 0.0, -14.0, 882.0, 0.0, 2022-01-01 23:00:00, 882.0
0.0, -12.01, 88.3, -11.8, 88.0, 40.75, 5.001, 357.4, -14.0, -12.0, -15.2, 1007.7, 0.0, -14.0, 882.0, 0.0, 2022-01-02 00:00:00, 882.0
0.0, -10.1, 89.5, -9.9, 90.0, 32.13, 8.49, 176.3, -11.0, -10.1, -15.2, 1007.3, 0.0, -11.0, 882.0, 0.0, 2022-01-02 01:00:00, 882.0
0.0, -9.73, 89.8, -9.1, 90.0, 57.37, 8.15, 150.3, -11.0, -9.7, -15.2, 1008.2, 0.0, -11.0, 883.0, 0.0, 2022-01-02 02:00:00, 883.0
0.0, -9.99, 89.4, -9.1, 89.0, 25.27, 9.91, 193.1, -11.0, -10.0, -15.2, 1009.5, 0.0, -11.0, 884.0, 0.0, 2022-01-02 03:00:00, 884.0
0.0, -10.55, 89.0, -9.1, 89.0, 25.25, 12.79, 207.3, -12.0, -10.6, -15.2, 1010.7, 0.0, -12.0, 885.0, 0.0, 2022-01-02 04:00:00, 885.0
0.0, -10.44, 89.3, -9.1, 89.0, 53.48, 4.317, 194.3, -12.0, -10.4, -15.2, 1010.6, 0.0, -12.0, 885.0, 0.0, 2022-01-02 05:00:00, 885.0
0.0, -11.04, 89.2, -9.1, 89.0, 35.77, 11.49, 219.6, -12.0, -11.0, -15.2, 1010.7, 0.0, -12.0, 885.0, 0.0, 2022-01-02 06:00:00, 885.0
0.0, -11.25, 88.3, -10.9, 88.0, 15.98, 12.63, 191.0, -13.0, -11.3, -11.6, 1010.6, 0.0, -13.0, 885.0, 0.0, 2022-01-02 07:00:00, 885.0
0.0, -11.79, 88.1, -10.9, 88.0, 16.79, 14.53, 193.9, -13.0, -11.8, -11.8, 1011.7, 0.0, -13.0, 886.0, 0.0, 2022-01-02 08:00:00, 886.0
0.0, -11.64, 87.9, -10.9, 88.0, 12.38, 18.68, 191.3, -13.0, -11.6, -11.9, 1010.4, 0.0, -13.0, 885.0, 0.0, 2022-01-02 09:00:00, 885.0
0.0, -10.84, 88.7, -10.9, 89.0, 22.47, 8.48, 216.3, -12.0, -10.8, -11.9, 1010.2, 0.0, -12.0, 885.0, 0.0, 2022-01-02 10:00:00, 885.0
0.0, -10.38, 88.9, -10.4, 89.0, 18.96, 11.41, 181.3, -12.0, -10.4, -11.9, 1010.1, 0.0, -12.0, 885.0, 0.0, 2022-01-02 11:00:00, 885.0
0.0, -9.81, 89.0, -9.7, 89.0, 23.21, 9.57, 149.9, -11.0, -9.8, -11.9, 1008.8, 0.0, -11.0, 884.0, 0.0, 2022-01-02 12:00:00, 884.0
0.0, -9.65, 87.9, -9.5, 88.0, 20.51, 9.66, 152.9, -11.0, -9.7, -11.9, 1007.4, 0.0, -11.0, 883.0, 0.0, 2022-01-02 13:00:00, 883.0
0.0, -8.84, 87.0, -8.7, 87.0, 20.06, 9.85, 145.4, -11.0, -8.8, -11.9, 1006.0, 0.0, -11.0, 882.0, 0.0, 2022-01-02 14:00:00, 882.0
0.0, -8.64, 85.7, -8.5, 86.0, 16.32, 10.76, 156.2, -11.0, -8.6, -11.9, 1004.9, 0.0, -11.0, 881.0, 0.0, 2022-01-02 15:00:00, 881.0
0.0, -8.8, 84.1, -8.5, 84.0, 18.56, 14.52, 163.9, -11.0, -8.8, -11.9, 1003.9, 0.0, -11.0, 880.0, 0.0, 2022-01-02 16:00:00, 880.0
0.0, -8.31, 84.4, -8.2, 84.0, 18.0, 16.36, 170.8, -10.0, -8.3, -11.9, 1002.6, 0.0, -10.0, 879.0, 0.0, 2022-01-02 17:00:00, 879.0
0.0, -7.823, 82.7, -7.6, 83.0, 17.44, 16.52, 170.7, -10.0, -7.8, -11.9, 1001.5, 0.0, -10.0, 878.0, 0.0, 2022-01-02 18:00:00, 878.0
0.0, -7.097, 82.5, -6.8, 83.0, 13.82, 19.3, 177.3, -9.0, -7.1, -8.0, 1001.5, 0.0, -9.0, 878.0, 0.0, 2022-01-02 19:00:00, 878.0
0.0, -7.071, 82.2, -6.8, 82.0, 14.48, 21.19, 182.2, -10.0, -7.1, -8.0, 1001.5, 0.0, -10.0, 878.0, 0.0, 2022-01-02 20:00:00, 878.0
0.0, -7.703, 86.9, -6.8, 87.0, 17.37, 13.04, 173.9, -9.0, -7.7, -8.0, 1000.5, 0.0, -9.0, 877.0, 0.0, 2022-01-02 21:00:00, 877.0
0.0, -7.335, 86.7, -6.8, 87.0, 18.92, 14.2, 174.2, -9.0, -7.3, -8.0, 1000.3, 0.0, -9.0, 877.0, 0.0, 2022-01-02 22:00:00, 877.0
0.0, -7.68, 87.4, -6.8, 87.0, 22.8, 8.79, 171.2, -9.0, -7.7, -8.0, 999.1, 0.0, -9.0, 876.0, 0.0, 2022-01-02 23:00:00, 876.0
0.0, -7.032, 89.6, -6.8, 90.0, 15.55, 13.47, 181.6, -9.0, -7.0, -8.0, 998.9, 0.0, -9.0, 876.0, 0.0, 2022-01-03 00:00:00, 876.0
0.0, -7.223, 90.3, -6.8, 90.0, 15.67, 14.36, 173.7, -8.0, -7.2, -8.0, 997.8, 0.0, -8.0, 875.0, 0.0, 2022-01-03 01:00:00, 875.0
0.0, -6.554, 93.5, -6.6, 94.0, 16.7, 12.3, 166.3, -7.0, -6.6, -8.0, 997.6, 0.1, -7.0, 875.0, 0.0, 2022-01-03 02:00:00, 875.0
0.0, -6.722, 93.7, -6.4, 94.0, 16.81, 10.92, 167.6, -7.0, -6.7, -8.0, 996.4, 0.1, -7.0, 874.0, 0.0, 2022-01-03 03:00:00, 874.0
0.0, -6.709, 93.4, -6.4, 93.0, 18.26, 10.89, 168.5, -8.0, -6.7, -8.0, 995.3, 0.1, -8.0, 873.0, 0.0, 2022-01-03 04:00:00, 873.0
0.0, -6.286, 94.1, -6.2, 94.0, 31.28, 9.29, 186.5, -7.0, -6.3, -8.0, 994.0, 0.0, -7.0, 872.0, 0.0, 2022-01-03 05:00:00, 872.0
0.0, -5.72, 87.4, -5.8, 87.0, 16.27, 17.84, 192.7, -7.0, -5.7, -8.0, 993.9, 0.0, -7.0, 872.0, 0.0, 2022-01-03 06:00:00, 872.0
0.0, -5.975, 87.3, -5.5, 87.0, 20.73, 16.87, 176.3, -7.0, -6.0, -6.2, 992.7, 0.0, -7.0, 871.0, 0.0, 2022-01-03 07:00:00, 871.0
0.0, -6.686, 88.7, -5.3, 89.0, 19.22, 13.1, 172.9, -8.0, -6.7, -6.6, 992.8, 0.0, -8.0, 871.0, 0.0, 2022-01-03 08:00:00, 871.0
0.0, -6.523, 93.7, -5.3, 94.0, 17.99, 10.35, 165.1, -8.0, -6.5, -7.0, 994.0, 0.0, -8.0, 872.0, 0.0, 2022-01-03 09:00:00, 872.0
0.0, -6.108, 96.4, -5.3, 96.0, 24.01, 7.774, 160.6, -6.0, -6.1, -7.0, 993.9, 0.1, -6.0, 872.0, 0.0, 2022-01-03 10:00:00, 872.0
0.0, -5.497, 88.8, -5.3, 89.0, 27.46, 6.71, 173.4, -7.0, -5.5, -7.0, 993.8, 0.0, -7.0, 872.0, 0.0, 2022-01-03 11:00:00, 872.0
0.0, -4.753, 83.8, -4.3, 84.0, 21.08, 9.15, 175.5, -7.0, -4.8, -7.0, 993.6, 0.0, -7.0, 872.0, 0.0, 2022-01-03 12:00:00, 872.0
0.0, -3.947, 78.95, -3.0, 79.0, 19.31, 12.88, 172.2, -7.0, -3.9, -7.0, 993.5, 0.0, -7.0, 872.0, 0.0, 2022-01-03 13:00:00, 872.0
0.0, -3.583, 76.47, -3.0, 76.0, 58.01, 6.092, 107.3, -7.0, -3.6, -7.0, 993.4, 0.0, -7.0, 872.0, 0.0, 2022-01-03 14:00:00, 872.0
0.0, -3.384, 77.34, -2.8, 77.0, 40.46, 2.61, 88.8, -7.0, -3.4, -7.0, 994.5, 0.0, -7.0, 873.0, 0.0, 2022-01-03 15:00:00, 873.0
0.0, -12.31, 77.41, -2.8, 77.0, 32.12, 19.87, 332.4, -15.0, -12.3, -12.5, 997.0, 0.0, -15.0, 874.0, 0.0, 2022-01-03 16:00:00, 874.0
0.0, -14.84, 76.76, -2.8, 77.0, 16.34, 22.15, 321.6, -18.0, -14.8, -14.8, 998.4, 0.0, -18.0, 875.0, 0.0, 2022-01-03 17:00:00, 875.0
0.0, -16.48, 75.59, -2.8, 76.0, 24.98, 16.51, 353.5, -20.0, -16.5, -16.4, 1000.9, 0.0, -20.0, 877.0, 0.0, 2022-01-03 18:00:00, 877.0
0.0, -17.6, 75.6, -16.4, 76.0, 28.09, 11.33, 9.24, -21.0, -17.6, -17.7, 1003.4, 0.0, -21.0, 879.0, 0.0, 2022-01-03 19:00:00, 879.0
0.0, -18.48, 75.3, -16.4, 75.0, 22.32, 11.82, 9.55, -21.0, -18.5, -18.5, 1004.8, 0.1, -21.0, 880.0, 0.0, 2022-01-03 20:00:00, 880.0
0.0, -18.88, 75.65, -16.4, 76.0, 20.38, 10.3, 14.72, -22.0, -18.9, -18.9, 1007.1, 0.0, -22.0, 882.0, 0.0, 2022-01-03 21:00:00, 882.0
0.0, -19.19, 76.43, -16.4, 76.0, 15.6, 6.671, 25.34, -22.0, -19.2, -19.4, 1008.2, 0.0, -22.0, 883.0, 0.0, 2022-01-03 22:00:00, 883.0
0.0, -19.63, 73.21, -16.4, 73.0, 13.34, 8.78, 20.89, -23.0, -19.6, -19.9, 1010.5, 0.0, -23.0, 885.0, 0.0, 2022-01-03 23:00:00, 885.0
0.0, -20.0, 73.39, -16.4, 73.0, 12.33, 6.479, 24.76, -23.0, -20.0, -20.2, 1011.6, 0.0, -23.0, 886.0, 0.0, 2022-01-04 00:00:00, 886.0
0.0, -20.24, 72.47, -16.4, 72.0, 16.36, 6.192, 17.91, -23.0, -20.2, -20.4, 1012.6, 0.0, -23.0, 887.0, 0.0, 2022-01-04 01:00:00, 887.0
0.0, -21.24, 71.99, -16.4, 72.0, 13.34, 7.952, 6.677, -25.0, -21.2, -21.4, 1015.0, 0.0, -25.0, 889.0, 0.0, 2022-01-04 02:00:00, 889.0
0.0, -22.21, 73.6, -16.4, 74.0, 17.31, 4.889, 331.3, -26.0, -22.2, -22.4, 1016.3, 0.0, -26.0, 890.0, 0.0, 2022-01-04 03:00:00, 890.0
0.0, -22.98, 73.56, -16.4, 74.0, 11.93, 8.53, 318.7, -26.0, -23.0, -23.1, 1019.0, 0.0, -26.0, 891.0, 0.0, 2022-01-04 04:00:00, 891.0
0.0, -23.15, 73.35, -16.4, 73.0, 10.63, 11.42, 312.4, -26.0, -23.2, -23.3, 1019.4, 0.0, -26.0, 891.0, 0.0, 2022-01-04 05:00:00, 891.0
0.0, -23.02, 73.32, -16.4, 73.0, 11.21, 11.13, 318.4, -26.0, -23.0, -23.3, 1019.7, 0.0, -26.0, 891.0, 0.0, 2022-01-04 06:00:00, 891.0
0.0, -22.86, 74.0, -22.7, 74.0, 23.18, 5.848, 330.7, -26.0, -22.9, -23.1, 1021.0, 0.0, -26.0, 892.0, 0.0, 2022-01-04 07:00:00, 892.0
0.0, -22.56, 75.44, -22.6, 75.0, 32.69, 2.961, 44.24, -26.0, -22.6, -23.3, 1021.1, 0.0, -26.0, 892.0, 0.0, 2022-01-04 08:00:00, 892.0
0.0, -22.58, 73.73, -22.4, 74.0, 18.36, 7.346, 4.568, -26.0, -22.6, -23.3, 1021.2, 0.0, -26.0, 892.0, 0.0, 2022-01-04 09:00:00, 892.0
0.0, -22.47, 71.05, -22.3, 71.0, 18.98, 9.21, 358.6, -26.0, -22.5, -23.3, 1022.4, 0.0, -26.0, 893.0, 0.0, 2022-01-04 10:00:00, 893.0
0.0, -22.09, 71.61, -22.0, 72.0, 18.98, 8.77, 352.4, -26.0, -22.1, -23.3, 1023.5, 0.0, -26.0, 894.0, 0.0, 2022-01-04 11:00:00, 894.0
0.0, -21.76, 69.87, -21.5, 70.0, 19.49, 11.35, 345.3, -25.0, -21.8, -23.3, 1023.5, 0.0, -25.0, 894.0, 0.0, 2022-01-04 12:00:00, 894.0
0.0, -21.05, 67.73, -21.0, 68.0, 25.36, 11.61, 355.4, -25.0, -21.1, -23.3, 1023.4, 0.0, -25.0, 894.0, 0.0, 2022-01-04 13:00:00, 894.0
0.0, -20.84, 63.7, -20.4, 64.0, 19.84, 10.97, 12.66, -26.0, -20.8, -23.3, 1024.7, 0.0, -26.0, 895.0, 0.0, 2022-01-04 14:00:00, 895.0
0.0, -20.73, 67.09, -20.4, 67.0, 17.36, 12.4, 352.9, -25.0, -20.7, -23.3, 1024.9, 0.0, -25.0, 895.0, 0.0, 2022-01-04 15:00:00, 895.0
0.0, -22.05, 70.83, -20.4, 71.0, 16.9, 11.67, 0.374, -25.0, -22.1, -23.3, 1025.2, 0.0, -25.0, 895.0, 0.0, 2022-01-04 16:00:00, 895.0
0.0, -22.56, 71.83, -20.4, 72.0, 13.41, 9.93, 345.5, -26.0, -22.6, -23.3, 1026.5, 0.0, -26.0, 896.0, 0.0, 2022-01-04 17:00:00, 896.0
0.0, -22.65, 70.38, -20.4, 70.0, 12.28, 11.41, 333.3, -26.0, -22.7, -23.3, 1026.5, 0.0, -26.0, 896.0, 0.0, 2022-01-04 18:00:00, 896.0
0.0, -22.51, 71.25, -22.4, 71.0, 15.28, 12.27, 335.0, -26.0, -22.5, -22.7, 1026.4, 0.0, -26.0, 896.0, 0.0, 2022-01-04 19:00:00, 896.0
0.0, -22.82, 72.16, -22.4, 72.0, 16.17, 12.26, 338.1, -26.0, -22.8, -22.9, 1027.6, 0.0, -26.0, 897.0, 0.0, 2022-01-04 20:00:00, 897.0
0.0, -22.88, 72.73, -22.4, 73.0, 19.92, 12.51, 348.2, -26.0, -22.9, -23.0, 1027.6, 0.0, -26.0, 897.0, 0.0, 2022-01-04 21:00:00, 897.0
0.0, -23.01, 72.47, -22.4, 72.0, 19.89, 12.54, 358.0, -26.0, -23.0, -23.1, 1027.6, 0.0, -26.0, 897.0, 0.0, 2022-01-04 22:00:00, 897.0
0.0, -23.3, 74.08, -22.4, 74.0, 19.98, 9.93, 17.33, -26.0, -23.3, -23.3, 1028.7, 0.0, -26.0, 898.0, 0.0, 2022-01-04 23:00:00, 898.0
0.0, -23.25, 72.01, -22.4, 72.0, 20.66, 8.57, 13.17, -26.0, -23.3, -23.3, 1029.8, 0.0, -26.0, 899.0, 0.0, 2022-01-05 00:00:00, 899.0
0.0, -23.52, 72.31, -22.4, 72.0, 20.02, 10.18, 2.676, -27.0, -23.5, -23.7, 1029.7, 0.0, -27.0, 899.0, 0.0, 2022-01-05 01:00:00, 899.0
0.0, -23.93, 72.07, -22.4, 72.0, 19.62, 8.68, 6.508, -27.0, -23.9, -23.9, 1030.9, 0.0, -27.0, 900.0, 0.0, 2022-01-05 02:00:00, 900.0
0.0, -24.44, 70.51, -22.4, 71.0, 21.06, 10.19, 357.0, -28.0, -24.4, -24.4, 1031.0, 0.0, -28.0, 900.0, 0.0, 2022-01-05 03:00:00, 900.0
0.0, -25.52, 70.97, -22.4, 71.0, 23.24, 8.06, 4.299, -29.0, -25.5, -25.6, 1032.6, 0.0, -29.0, 901.0, 0.0, 2022-01-05 04:00:00, 901.0
0.0, -25.94, 71.46, -22.4, 71.0, 22.8, 4.752, 24.99, -29.0, -25.9, -26.1, 1033.9, 0.0, -29.0, 902.0, 0.0, 2022-01-05 05:00:00, 902.0
0.0, -26.83, 72.2, -22.4, 72.0, 16.21, 4.97, 13.43, -30.0, -26.8, -26.9, 1034.0, 0.0, -30.0, 902.0, 0.0, 2022-01-05 06:00:00, 902.0
0.0, -26.74, 73.8, -26.6, 74.0, 10.7, 4.105, 38.76, -29.0, -26.7, -26.9, 1034.0, 0.0, -29.0, 902.0, 0.0, 2022-01-05 07:00:00, 902.0
0.0, -26.04, 72.56, -25.8, 73.0, 19.36, 7.137, 12.67, -29.0, -26.0, -26.9, 1035.1, 0.0, -29.0, 903.0, 0.0, 2022-01-05 08:00:00, 903.0
0.0, -26.18, 73.91, -25.8, 74.0, 24.43, 4.51, 39.15, -29.0, -26.2, -26.9, 1035.1, 0.0, -29.0, 903.0, 0.0, 2022-01-05 09:00:00, 903.0
0.0, -25.72, 69.62, -25.7, 70.0, 17.07, 4.238, 51.53, -29.0, -25.7, -26.9, 1036.2, 0.0, -29.0, 904.0, 0.0, 2022-01-05 10:00:00, 904.0
0.0, -25.03, 67.46, -24.9, 67.0, 15.85, 6.228, 58.81, -29.0, -25.0, -26.9, 1036.1, 0.0, -29.0, 904.0, 0.0, 2022-01-05 11:00:00, 904.0
0.0, -24.27, 65.47, -23.8, 65.0, 42.07, 4.456, 87.2, -28.0, -24.3, -26.9, 1036.0, 0.0, -28.0, 904.0, 0.0, 2022-01-05 12:00:00, 904.0
0.0, -23.76, 63.92, -23.6, 64.0, 29.3, 3.191, 113.7, -28.0, -23.8, -26.9, 1034.8, 0.0, -28.0, 903.0, 0.0, 2022-01-05 13:00:00, 903.0
0.0, -23.04, 67.72, -23.0, 68.0, 44.13, 1.972, 131.2, -27.0, -23.0, -26.9, 1033.6, 0.0, -27.0, 902.0, 0.0, 2022-01-05 14:00:00, 902.0
0.0, -23.6, 66.8, -22.8, 67.0, 33.98, 1.924, 118.4, -27.0, -23.6, -26.9, 1033.8, 0.0, -27.0, 902.0, 0.0, 2022-01-05 15:00:00, 902.0
0.0, -23.36, 67.91, -22.8, 68.0, 47.74, 0.362, 50.11, -27.0, -23.4, -26.9, 1033.9, 0.0, -27.0, 902.0, 0.0, 2022-01-05 16:00:00, 902.0
0.0, -23.56, 71.05, -22.8, 71.0, 27.91, 1.475, 49.5, -27.0, -23.6, -26.9, 1034.0, 0.0, -27.0, 902.0, 0.0, 2022-01-05 17:00:00, 902.0
0.0, -23.76, 71.46, -22.8, 71.0, 31.02, 0.525, 111.6, -27.0, -23.8, -26.9, 1032.0, 0.0, -27.0, 900.0, 0.0, 2022-01-05 18:00:00, 900.0
0.0, -24.16, 73.61, -23.7, 74.0, 34.39, 0.683, 118.9, -27.0, -24.2, -24.2, 1030.9, 0.0, -27.0, 899.0, 0.0, 2022-01-05 19:00:00, 899.0
0.0, -23.66, 70.75, -23.6, 71.0, 17.21, 2.9, 18.78, -27.0, -23.7, -24.2, 1030.6, 0.0, -27.0, 899.0, 0.0, 2022-01-05 20:00:00, 899.0
0.0, -23.75, 74.62, -23.6, 75.0, 29.75, 1.846, 39.38, -27.0, -23.8, -24.2, 1029.5, 0.0, -27.0, 898.0, 0.0, 2022-01-05 21:00:00, 898.0
0.0, -23.75, 73.65, -23.6, 74.0, 32.69, 0.944, 91.7, -27.0, -23.8, -24.2, 1027.2, 0.0, -27.0, 896.0, 0.0, 2022-01-05 22:00:00, 896.0
0.0, -23.45, 72.72, -23.5, 73.0, 54.96, 0.69, 130.8, -27.0, -23.5, -24.2, 1025.8, 0.0, -27.0, 895.0, 0.0, 2022-01-05 23:00:00, 895.0
0.0, -23.16, 76.66, -23.1, 77.0, 68.08, 0.983, 205.2, -26.0, -23.2, -24.2, 1024.5, 0.0, -26.0, 894.0, 0.0, 2022-01-06 00:00:00, 894.0
0.0, -22.86, 78.17, -22.7, 78.0, 38.26, 1.399, 225.2, -25.0, -22.9, -24.2, 1023.2, 0.0, -25.0, 893.0, 0.0, 2022-01-06 01:00:00, 893.0
0.0, -22.88, 78.24, -22.7, 78.0, 25.67, 3.901, 183.5, -25.0, -22.9, -24.2, 1020.8, 0.1, -25.0, 891.0, 0.0, 2022-01-06 02:00:00, 891.0
0.0, -22.52, 78.25, -22.4, 78.0, 22.08, 4.786, 206.0, -25.0, -22.5, -24.2, 1019.7, 0.1, -25.0, 890.0, 0.0, 2022-01-06 03:00:00, 890.0
0.2, -22.12, 78.98, -22.1, 79.0, 18.07, 5.202, 229.7, -24.0, -22.1, -24.2, 1017.3, 0.2, -24.0, 888.0, 0.0, 2022-01-06 04:00:00, 888.0
0.2, -22.02, 79.64, -21.8, 80.0, 18.05, 6.147, 239.1, -25.0, -22.0, -24.2, 1016.2, 0.0, -25.0, 887.0, 0.0, 2022-01-06 05:00:00, 887.0
0.2, -21.73, 79.8, -21.5, 80.0, 17.66, 6.658, 238.4, -24.0, -21.7, -24.2, 1013.9, 0.0, -24.0, 885.0, 0.0, 2022-01-06 06:00:00, 885.0
0.2, -21.64, 79.99, -21.4, 80.0, 21.64, 8.7, 206.3, -24.0, -21.6, -21.8, 1012.8, 0.0, -24.0, 884.0, 0.0, 2022-01-06 07:00:00, 884.0
0.2, -21.26, 80.2, -21.3, 80.0, 17.58, 7.296, 203.0, -24.0, -21.3, -21.8, 1011.5, 0.0, -24.0, 883.0, 0.0, 2022-01-06 08:00:00, 883.0
0.2, -20.92, 80.5, -20.8, 81.0, 20.2, 9.19, 189.7, -23.0, -20.9, -21.8, 1010.3, 0.0, -23.0, 882.0, 0.0, 2022-01-06 09:00:00, 882.0
0.2, -19.96, 81.1, -20.0, 81.0, 20.95, 10.14, 195.7, -22.0, -20.0, -21.8, 1009.0, 0.0, -22.0, 881.0, 0.0, 2022-01-06 10:00:00, 881.0
0.2, -19.35, 81.0, -19.4, 81.0, 27.45, 7.447, 206.6, -21.0, -19.4, -21.8, 1008.8, 0.0, -21.0, 881.0, 0.0, 2022-01-06 11:00:00, 881.0
0.2, -18.94, 81.4, -19.0, 81.0, 28.42, 7.402, 306.1, -21.0, -18.9, -21.8, 1008.7, 0.0, -21.0, 881.0, 0.0, 2022-01-06 12:00:00, 881.0
0.2, -19.17, 80.8, -19.0, 81.0, 14.26, 10.84, 325.9, -21.0, -19.2, -21.8, 1007.5, 0.0, -21.0, 880.0, 0.0, 2022-01-06 13:00:00, 880.0
0.2, -18.89, 79.14, -18.5, 79.0, 16.41, 8.49, 330.5, -21.0, -18.9, -21.8, 1007.5, 0.0, -21.0, 880.0, 0.0, 2022-01-06 14:00:00, 880.0
0.2, -18.13, 79.71, -18.2, 80.0, 17.94, 5.811, 341.0, -21.0, -18.1, -21.8, 1006.1, 0.0, -21.0, 879.0, 0.0, 2022-01-06 15:00:00, 879.0
0.2, -18.11, 81.0, -17.9, 81.0, 25.8, 3.503, 21.89, -21.0, -18.1, -21.8, 1006.1, 0.0, -21.0, 879.0, 0.0, 2022-01-06 16:00:00, 879.0
