station_observations
pcpn_amt_pst24hrs, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, max_air_temp_snc_last_reset, rel_hum, time, snw_dpth, dwpt_temp, stn_pres
None, 14.9, 14.9, 1014.7, 0.1, None, 19.4, 97.0, 2022-07-31 04:00:00, None, 15.0, 921.0
None, 14.7, 14.7, 1014.9, 0.1, None, 19.4, 98.0, 2022-07-31 05:00:00, None, 15.0, 921.0
None, 14.4, 14.4, 1014.9, 0.0, None, 19.4, 99.0, 2022-07-31 06:00:00, None, 14.0, 921.0
None, 14.5, 14.3, 1014.9, 0.1, None, 14.6, 97.0, 2022-07-31 07:00:00, None, 15.0, 921.0
None, 14.4, 14.3, 1014.9, -0.1, None, 14.6, 96.0, 2022-07-31 08:00:00, None, 14.0, 921.0
None, 15.1, 14.3, 1013.8, 0.2, None, 14.9, 93.0, 2022-07-31 09:00:00, None, 14.0, 920.0
None, 17.3, 14.3, 1013.7, -0.2, None, 17.2, 81.0, 2022-07-31 10:00:00, None, 14.0, 920.0
None, 18.3, 14.3, 1013.7, 0.3, None, 18.9, 71.0, 2022-07-31 11:00:00, None, 13.0, 920.0
None, 17.5, 14.3, 1013.8, -0.1, None, 18.9, 78.0, 2022-07-31 12:00:00, None, 14.0, 920.0
None, 18.7, 14.3, 1013.7, -0.1, None, 18.9, 76.0, 2022-07-31 13:00:00, None, 14.0, 920.0
None, 17.8, 14.3, 1013.8, -0.2, None, 19.9, 78.0, 2022-07-31 14:00:00, None, 14.0, 920.0
None, 17.3, 14.3, 1013.9, -0.1, None, 19.9, 84.0, 2022-07-31 15:00:00, None, 15.0, 920.0
None, 18.2, 14.3, 1013.8, 0.2, None, 19.9, 77.0, 2022-07-31 16:00:00, None, 14.0, 920.0
None, 20.0, 14.3, 1012.6, -0.2, None, 20.2, 68.0, 2022-07-31 17:00:00, None, 14.0, 919.0
None, 19.0, 14.3, 1012.7, 0.1, None, 20.2, 69.0, 2022-07-31 18:00:00, None, 13.0, 919.0
None, 19.6, 18.6, 1012.6, -0.1, None, 19.8, 60.0, 2022-07-31 19:00:00, None, 12.0, 919.0
None, 19.5, 18.6, 1012.7, -0.2, None, 20.2, 47.0, 2022-07-31 20:00:00, None, 8.0, 919.0
None, 17.0, 17.1, 1011.7, -0.1, None, 20.2, 72.0, 2022-07-31 21:00:00, None, 12.0, 918.0
None, 15.4, 15.5, 1012.8, -0.1, None, 20.2, 78.0, 2022-07-31 22:00:00, None, 11.0, 919.0
None, 14.4, 14.3, 1012.8, 0.0, None, 20.2, 80.0, 2022-07-31 23:00:00, None, 11.0, 919.0
None, 13.3, 13.3, 1012.9, -0.1, None, 20.2, 85.0, 2022-08-01 00:00:00, None, 11.0, 919.0
None, 12.0, 11.9, 1013.0, 0.1, None, 20.2, 91.0, 2022-08-01 01:00:00, None, 10.0, 919.0
None, 11.4, 11.3, 1013.1, 0.1, None, 20.2, 93.0, 2022-08-01 02:00:00, None, 10.0, 919.0
None, 10.6, 10.6, 1013.2, 0.0, None, 20.2, 95.0, 2022-08-01 03:00:00, None, 9.0, 919.0
None, 10.5, 10.3, 1014.2, 0.0, None, 20.2, 94.0, 2022-08-01 04:00:00, None, 10.0, 920.0
None, 10.2, 10.1, 1014.1, 0.1, None, 20.2, 95.0, 2022-08-01 05:00:00, None, 10.0, 920.0
None, 10.1, 10.1, 1014.2, 0.0, None, 20.2, 94.0, 2022-08-01 06:00:00, None, 9.0, 920.0
None, 9.9, 9.8, 1014.2, 1.5, None, 10.3, 97.0, 2022-08-01 07:00:00, None, 10.0, 920.0
None, 10.0, 9.8, 1014.2, 1.2, None, 10.3, 97.0, 2022-08-01 08:00:00, None, 10.0, 920.0
None, 10.4, 9.8, 1015.5, 0.1, None, 10.4, 97.0, 2022-08-01 09:00:00, None, 10.0, 921.0
None, 11.5, 9.8, 1015.5, 0.0, None, 11.5, 92.0, 2022-08-01 10:00:00, None, 10.0, 921.0
None, 13.4, 9.8, 1015.4, 0.0, None, 13.2, 82.0, 2022-08-01 11:00:00, None, 10.0, 921.0
None, 14.8, 9.8, 1014.3, -0.2, None, 15.1, 73.0, 2022-08-01 12:00:00, None, 10.0, 920.0
None, 17.1, 9.8, 1014.2, 0.0, None, 17.5, 60.0, 2022-08-01 13:00:00, None, 9.0, 920.0
None, 16.0, 9.8, 1014.4, 0.2, None, 17.8, 66.0, 2022-08-01 14:00:00, None, 10.0, 920.0
None, 19.2, 9.8, 1013.0, -0.3, None, 19.2, 54.0, 2022-08-01 15:00:00, None, 9.0, 919.0
None, 19.7, 9.8, 1013.0, 0.0, None, 19.7, 51.0, 2022-08-01 16:00:00, None, 8.0, 919.0
None, 18.8, 9.8, 1013.1, -0.2, None, 19.9, 49.0, 2022-08-01 17:00:00, None, 8.0, 919.0
None, 20.6, 9.8, 1012.9, -0.3, None, 20.8, 44.0, 2022-08-01 18:00:00, None, 9.0, 919.0
None, 19.4, 19.4, 1013.1, -0.3, None, 20.8, 48.0, 2022-08-01 19:00:00, None, 8.0, 919.0
None, 17.8, 17.6, 1012.1, -0.3, None, 20.8, 54.0, 2022-08-01 20:00:00, None, 8.0, 918.0
None, 15.2, 15.2, 1012.3, -0.4, None, 20.8, 63.0, 2022-08-01 21:00:00, None, 8.0, 918.0
None, 13.5, 13.5, 1013.5, 0.1, None, 20.8, 69.0, 2022-08-01 22:00:00, None, 8.0, 919.0
None, 12.8, 12.6, 1013.4, 0.1, None, 20.8, 71.0, 2022-08-01 23:00:00, None, 7.0, 919.0
None, 12.2, 12.1, 1013.3, 0.0, None, 20.8, 74.0, 2022-08-02 00:00:00, None, 7.0, 919.0
None, 11.8, 11.8, 1013.1, -0.1, None, 20.8, 76.0, 2022-08-02 01:00:00, None, 7.0, 919.0
None, 11.6, 11.5, 1013.2, -0.1, None, 20.8, 78.0, 2022-08-02 02:00:00, None, 7.0, 919.0
None, 11.5, 11.3, 1013.0, 0.1, None, 20.8, 79.0, 2022-08-02 03:00:00, None, 8.0, 919.0
None, 11.4, 11.3, 1011.8, 0.1, None, 20.8, 78.0, 2022-08-02 04:00:00, None, 8.0, 918.0
None, 10.0, 9.9, 1012.0, 1.0, None, 20.8, 95.0, 2022-08-02 05:00:00, None, 9.0, 918.0
None, 9.8, 9.7, 1011.9, 1.5, None, 20.8, 97.0, 2022-08-02 06:00:00, None, 9.0, 918.0
None, 9.8, 9.6, 1010.9, 1.5, None, 9.9, 97.0, 2022-08-02 07:00:00, None, 10.0, 917.0
None, 9.7, 9.6, 1011.0, 1.8, None, 9.9, 98.0, 2022-08-02 08:00:00, None, 10.0, 917.0
None, 10.0, 9.6, 1011.3, 0.0, None, 10.0, 98.0, 2022-08-02 09:00:00, None, 10.0, 917.0
None, 10.4, 9.6, 1010.3, 0.0, None, 10.6, 97.0, 2022-08-02 10:00:00, None, 10.0, 916.0
None, 11.1, 9.6, 1010.3, 0.2, None, 11.0, 95.0, 2022-08-02 11:00:00, None, 11.0, 916.0
None, 12.0, 9.6, 1010.2, 0.0, None, 12.0, 92.0, 2022-08-02 12:00:00, None, 11.0, 916.0
None, 11.9, 9.6, 1010.3, 0.1, None, 12.4, 94.0, 2022-08-02 13:00:00, None, 11.0, 916.0
None, 14.0, 9.6, 1009.0, 0.1, None, 14.5, 80.0, 2022-08-02 14:00:00, None, 11.0, 915.0
None, 13.7, 9.6, 1009.0, 0.1, None, 14.5, 85.0, 2022-08-02 15:00:00, None, 11.0, 915.0
None, 14.5, 9.6, 1009.0, 0.0, None, 14.5, 76.0, 2022-08-02 16:00:00, None, 10.0, 915.0
None, 14.4, 9.6, 1008.0, 0.1, None, 15.3, 73.0, 2022-08-02 17:00:00, None, 9.0, 914.0
None, 12.8, 9.6, 1008.2, 0.0, None, 15.3, 84.0, 2022-08-02 18:00:00, None, 10.0, 914.0
None, 10.7, 10.7, 1008.4, 1.7, None, 12.8, 94.0, 2022-08-02 19:00:00, None, 10.0, 914.0
None, 9.4, 9.3, 1009.6, 0.6, None, 12.8, 93.0, 2022-08-02 20:00:00, None, 8.0, 915.0
None, 9.0, 8.9, 1009.6, 0.4, None, 12.8, 95.0, 2022-08-02 21:00:00, None, 8.0, 915.0
None, 8.8, 8.7, 1009.6, 0.1, None, 12.8, 98.0, 2022-08-02 22:00:00, None, 8.0, 915.0
None, 8.6, 8.5, 1009.6, -0.1, None, 12.8, 98.0, 2022-08-02 23:00:00, None, 8.0, 915.0
None, 8.3, 8.3, 1009.5, 0.0, None, 12.8, 98.0, 2022-08-03 00:00:00, None, 8.0, 915.0
None, 8.3, 8.1, 1009.5, 0.3, None, 12.8, 98.0, 2022-08-03 01:00:00, None, 8.0, 915.0
None, 7.9, 7.9, 1009.4, 0.1, None, 12.8, 97.0, 2022-08-03 02:00:00, None, 7.0, 915.0
None, 7.8, 7.7, 1009.4, 0.2, None, 12.8, 97.0, 2022-08-03 03:00:00, None, 8.0, 915.0
None, 7.7, 7.5, 1009.3, 0.1, None, 12.8, 99.0, 2022-08-03 04:00:00, None, 7.0, 915.0
None, 7.7, 7.5, 1009.3, 0.1, None, 12.8, 99.0, 2022-08-03 05:00:00, None, 8.0, 915.0
None, 7.5, 7.4, 1009.5, 0.0, None, 12.8, 99.0, 2022-08-03 06:00:00, None, 7.0, 915.0
None, 7.5, 7.3, 1009.7, 0.1, None, 7.6, 98.0, 2022-08-03 07:00:00, None, 7.0, 915.0
None, 8.1, 7.3, 1009.8, 0.0, None, 8.1, 97.0, 2022-08-03 08:00:00, None, 7.0, 915.0
None, 8.3, 7.3, 1009.8, 0.0, None, 8.4, 96.0, 2022-08-03 09:00:00, None, 7.0, 915.0
None, 9.0, 7.3, 1009.8, 0.1, None, 9.0, 93.0, 2022-08-03 10:00:00, None, 8.0, 915.0
None, 10.9, 7.3, 1009.6, 0.1, None, 10.7, 84.0, 2022-08-03 11:00:00, None, 8.0, 915.0
None, 12.0, 7.3, 1009.5, -0.1, None, 11.9, 75.0, 2022-08-03 12:00:00, None, 8.0, 915.0
None, 12.8, 7.3, 1009.4, 0.1, None, 13.1, 63.0, 2022-08-03 13:00:00, None, 6.0, 915.0
None, 12.3, 7.3, 1009.5, -0.1, None, 13.1, 68.0, 2022-08-03 14:00:00, None, 7.0, 915.0
None, 13.3, 7.3, 1009.4, -0.1, None, 13.4, 65.0, 2022-08-03 15:00:00, None, 6.0, 915.0
None, 12.7, 7.3, 1010.6, 0.0, None, 13.4, 65.0, 2022-08-03 16:00:00, None, 6.0, 916.0
None, 13.5, 7.3, 1010.5, 0.1, None, 13.4, 66.0, 2022-08-03 17:00:00, None, 7.0, 916.0
None, 13.8, 7.3, 1010.5, -0.1, None, 14.1, 63.0, 2022-08-03 18:00:00, None, 7.0, 916.0
None, 13.3, 13.3, 1010.6, 0.0, None, 14.7, 69.0, 2022-08-03 19:00:00, None, 8.0, 916.0
None, 13.4, 12.9, 1010.5, -0.1, None, 14.7, 71.0, 2022-08-03 20:00:00, None, 9.0, 916.0
None, 12.6, 12.7, 1010.6, 0.0, None, 14.7, 79.0, 2022-08-03 21:00:00, None, 9.0, 916.0
None, 11.5, 11.5, 1011.7, 0.0, None, 14.7, 85.0, 2022-08-03 22:00:00, None, 9.0, 917.0
None, 10.9, 10.8, 1011.6, -0.1, None, 14.7, 87.0, 2022-08-03 23:00:00, None, 9.0, 917.0
None, 10.3, 10.3, 1011.5, 0.0, None, 14.7, 89.0, 2022-08-04 00:00:00, None, 9.0, 917.0
None, 10.1, 10.0, 1012.6, 0.0, None, 14.7, 89.0, 2022-08-04 01:00:00, None, 8.0, 918.0
None, 10.0, 9.9, 1012.6, 0.0, None, 14.7, 88.0, 2022-08-04 02:00:00, None, 8.0, 918.0
None, 9.3, 9.2, 1012.6, 0.1, None, 14.7, 94.0, 2022-08-04 03:00:00, None, 8.0, 918.0
None, 9.1, 8.9, 1012.7, 0.1, None, 14.7, 97.0, 2022-08-04 04:00:00, None, 9.0, 918.0
None, 8.7, 8.7, 1013.7, 0.0, None, 14.7, 97.0, 2022-08-04 05:00:00, None, 8.0, 919.0
None, 8.6, 8.5, 1013.7, 0.1, None, 14.7, 98.0, 2022-08-04 06:00:00, None, 8.0, 919.0
None, 8.7, 8.5, 1014.9, 0.0, None, 8.8, 98.0, 2022-08-04 07:00:00, None, 9.0, 920.0
None, 9.3, 8.5, 1014.8, 0.0, None, 9.3, 94.0, 2022-08-04 08:00:00, None, 8.0, 920.0
None, 9.2, 8.5, 1014.9, 0.0, None, 9.6, 95.0, 2022-08-04 09:00:00, None, 9.0, 920.0
None, 10.3, 8.5, 1014.9, 0.0, None, 10.4, 93.0, 2022-08-04 10:00:00, None, 9.0, 920.0
None, 12.1, 8.5, 1015.9, 0.2, None, 12.2, 83.0, 2022-08-04 11:00:00, None, 9.0, 921.0
None, 15.1, 8.5, 1015.6, 0.0, None, 15.0, 72.0, 2022-08-04 12:00:00, None, 9.0, 921.0
None, 16.0, 8.5, 1015.6, 0.0, None, 16.0, 71.0, 2022-08-04 13:00:00, None, 11.0, 921.0
None, 17.1, 8.5, 1015.5, 0.1, None, 17.2, 62.0, 2022-08-04 14:00:00, None, 10.0, 921.0
None, 17.6, 8.5, 1016.6, -0.1, None, 17.8, 60.0, 2022-08-04 15:00:00, None, 10.0, 922.0
None, 19.2, 8.5, 1016.5, -0.1, None, 19.7, 49.0, 2022-08-04 16:00:00, None, 9.0, 922.0
None, 19.9, 8.5, 1015.3, -0.2, None, 20.3, 48.0, 2022-08-04 17:00:00, None, 9.0, 921.0
None, 19.5, 8.5, 1015.4, -0.1, None, 20.7, 48.0, 2022-08-04 18:00:00, None, 8.0, 921.0
None, 19.2, 18.3, 1016.5, -0.1, None, 20.1, 49.0, 2022-08-04 19:00:00, None, 9.0, 922.0
None, 17.3, 17.3, 1016.6, -0.1, None, 20.1, 70.0, 2022-08-04 20:00:00, None, 12.0, 922.0
None, 16.3, 14.7, 1016.7, -0.4, None, 20.1, 66.0, 2022-08-04 21:00:00, None, 10.0, 922.0
None, 14.7, 14.7, 1017.9, -0.1, None, 20.1, 72.0, 2022-08-04 22:00:00, None, 10.0, 923.0
None, 13.9, 13.7, 1017.8, -0.1, None, 20.1, 74.0, 2022-08-04 23:00:00, None, 10.0, 923.0
None, 13.4, 13.1, 1018.7, 0.1, None, 20.1, 78.0, 2022-08-05 00:00:00, None, 10.0, 924.0
None, 12.5, 12.4, 1018.7, 0.0, None, 20.1, 82.0, 2022-08-05 01:00:00, None, 10.0, 924.0
None, 11.8, 11.5, 1019.7, -0.1, None, 20.1, 86.0, 2022-08-05 02:00:00, None, 10.0, 925.0
None, 10.8, 10.7, 1019.8, 0.1, None, 20.1, 90.0, 2022-08-05 03:00:00, None, 9.0, 925.0
None, 10.6, 10.4, 1019.6, 0.0, None, 20.1, 91.0, 2022-08-05 04:00:00, None, 9.0, 925.0
None, 10.0, 10.0, 1020.7, 0.1, None, 20.1, 93.0, 2022-08-05 05:00:00, None, 9.0, 926.0
None, 9.4, 9.4, 1020.8, 0.0, None, 20.1, 96.0, 2022-08-05 06:00:00, None, 8.0, 926.0
None, 9.6, 9.3, 1020.8, 0.0, None, 9.7, 95.0, 2022-08-05 07:00:00, None, 9.0, 926.0
None, 9.8, 9.3, 1021.0, 0.1, None, 9.8, 96.0, 2022-08-05 08:00:00, None, 9.0, 926.0
None, 10.5, 9.3, 1021.0, -0.1, None, 10.9, 92.0, 2022-08-05 09:00:00, None, 10.0, 926.0
None, 12.2, 9.3, 1021.0, -0.2, None, 12.7, 83.0, 2022-08-05 10:00:00, None, 9.0, 926.0
None, 13.5, 9.3, 1021.0, 0.0, None, 13.9, 76.0, 2022-08-05 11:00:00, None, 10.0, 926.0
None, 14.0, 9.3, 1021.0, 0.3, None, 14.4, 71.0, 2022-08-05 12:00:00, None, 9.0, 926.0
None, 14.3, 9.3, 1021.0, 0.0, None, 14.4, 70.0, 2022-08-05 13:00:00, None, 10.0, 926.0
None, 15.3, 9.3, 1021.0, -0.3, None, 15.4, 65.0, 2022-08-05 14:00:00, None, 9.0, 926.0
None, 15.2, 9.3, 1021.1, 0.0, None, 15.8, 67.0, 2022-08-05 15:00:00, None, 9.0, 926.0
None, 13.5, 9.3, 1021.3, 0.5, None, 15.8, 87.0, 2022-08-05 16:00:00, None, 11.0, 926.0
None, 12.3, 9.3, 1021.5, 0.7, None, 15.8, 93.0, 2022-08-05 17:00:00, None, 12.0, 926.0
None, 11.9, 9.3, 1020.4, 0.4, None, 15.8, 95.0, 2022-08-05 18:00:00, None, 11.0, 925.0
None, 11.5, 11.5, 1020.5, 0.1, None, 11.9, 96.0, 2022-08-05 19:00:00, None, 11.0, 925.0
None, 11.6, 11.3, 1019.3, 0.1, None, 11.9, 95.0, 2022-08-05 20:00:00, None, 11.0, 924.0
None, 11.4, 11.3, 1019.3, 0.1, None, 11.9, 96.0, 2022-08-05 21:00:00, None, 10.0, 924.0
None, 11.2, 11.2, 1019.1, 0.1, None, 11.9, 92.0, 2022-08-05 22:00:00, None, 11.0, 924.0
None, 11.2, 11.1, 1017.9, 0.0, None, 11.9, 94.0, 2022-08-05 23:00:00, None, 11.0, 923.0
None, 11.4, 11.1, 1017.9, 0.0, None, 11.9, 92.0, 2022-08-06 00:00:00, None, 10.0, 923.0
None, 10.9, 10.8, 1017.9, 0.0, None, 11.9, 96.0, 2022-08-06 01:00:00, None, 10.0, 923.0
None, 11.1, 10.7, 1016.7, 0.0, None, 11.9, 94.0, 2022-08-06 02:00:00, None, 11.0, 922.0
None, 11.2, 10.7, 1016.7, 0.2, None, 11.9, 94.0, 2022-08-06 03:00:00, None, 10.0, 922.0
None, 11.3, 10.7, 1016.8, 0.0, None, 11.9, 94.0, 2022-08-06 04:00:00, None, 10.0, 922.0
None, 10.8, 10.7, 1015.9, 0.0, None, 11.9, 96.0, 2022-08-06 05:00:00, None, 10.0, 921.0
None, 10.7, 10.6, 1015.9, 0.0, None, 11.9, 98.0, 2022-08-06 06:00:00, None, 11.0, 921.0
None, 10.8, 10.6, 1015.9, 0.3, None, 11.0, 97.0, 2022-08-06 07:00:00, None, 10.0, 921.0
None, 11.1, 10.6, 1015.9, 0.0, None, 11.2, 95.0, 2022-08-06 08:00:00, None, 10.0, 921.0
None, 11.4, 10.6, 1015.9, 0.0, None, 11.6, 92.0, 2022-08-06 09:00:00, None, 11.0, 921.0
None, 12.0, 10.6, 1015.9, 0.2, None, 12.0, 91.0, 2022-08-06 10:00:00, None, 10.0, 921.0
None, 12.7, 10.6, 1015.8, 0.0, None, 12.8, 89.0, 2022-08-06 11:00:00, None, 11.0, 921.0
None, 13.2, 10.6, 1015.7, 0.1, None, 13.2, 87.0, 2022-08-06 12:00:00, None, 11.0, 921.0
None, 13.8, 10.6, 1015.7, -0.1, None, 13.7, 83.0, 2022-08-06 13:00:00, None, 11.0, 921.0
None, 14.4, 10.6, 1015.6, 0.2, None, 14.3, 80.0, 2022-08-06 14:00:00, None, 11.0, 921.0
None, 16.4, 10.6, 1015.4, -0.2, None, 16.5, 71.0, 2022-08-06 15:00:00, None, 11.0, 921.0
None, 15.3, 10.6, 1015.5, -1.0, None, 16.8, 76.0, 2022-08-06 16:00:00, None, 11.0, 921.0
None, 14.5, 10.6, 1015.7, 0.1, None, 16.8, 79.0, 2022-08-06 17:00:00, None, 11.0, 921.0
None, 13.7, 10.6, 1015.7, 0.9, None, 16.8, 85.0, 2022-08-06 18:00:00, None, 11.0, 921.0
None, 13.5, 13.5, 1014.6, -0.1, None, 14.1, 88.0, 2022-08-06 19:00:00, None, 11.0, 920.0
None, 12.8, 12.6, 1015.8, 0.2, None, 14.1, 96.0, 2022-08-06 20:00:00, None, 12.0, 921.0
None, 12.3, 12.2, 1014.7, 0.5, None, 14.1, 98.0, 2022-08-06 21:00:00, None, 12.0, 920.0
None, 12.0, 11.9, 1014.7, 1.0, None, 14.1, 99.0, 2022-08-06 22:00:00, None, 11.0, 920.0
None, 11.9, 11.8, 1014.6, 2.1, None, 14.1, 99.0, 2022-08-06 23:00:00, None, 12.0, 920.0
None, 11.8, 11.8, 1014.6, 0.4, None, 14.1, 99.0, 2022-08-07 00:00:00, None, 12.0, 920.0
None, 12.0, 11.8, 1014.5, 0.3, None, 14.1, 98.0, 2022-08-07 01:00:00, None, 12.0, 920.0
None, 11.8, 11.7, 1014.5, 0.0, None, 14.1, 98.0, 2022-08-07 02:00:00, None, 11.0, 920.0
None, 11.8, 11.6, 1014.3, 0.2, None, 14.1, 98.0, 2022-08-07 03:00:00, None, 12.0, 920.0
None, 11.8, 11.6, 1015.5, 0.1, None, 14.1, 96.0, 2022-08-07 04:00:00, None, 11.0, 921.0
None, 11.3, 11.4, 1015.6, 0.1, None, 14.1, 97.0, 2022-08-07 05:00:00, None, 11.0, 921.0
None, 11.2, 11.2, 1015.7, 0.1, None, 14.1, 98.0, 2022-08-07 06:00:00, None, 11.0, 921.0
None, 11.3, 11.1, 1015.7, 0.0, None, 11.5, 97.0, 2022-08-07 07:00:00, None, 11.0, 921.0
None, 12.8, 11.1, 1015.6, 0.1, None, 12.6, 94.0, 2022-08-07 08:00:00, None, 11.0, 921.0
None, 12.3, 11.1, 1016.8, 0.0, None, 12.9, 92.0, 2022-08-07 09:00:00, None, 11.0, 922.0
None, 12.3, 11.1, 1016.9, -0.1, None, 12.9, 85.0, 2022-08-07 10:00:00, None, 10.0, 922.0
None, 12.8, 11.1, 1016.8, 0.1, None, 13.0, 80.0, 2022-08-07 11:00:00, None, 9.0, 922.0
None, 13.4, 11.1, 1016.8, -0.1, None, 13.5, 75.0, 2022-08-07 12:00:00, None, 9.0, 922.0
None, 14.7, 11.1, 1017.7, -0.2, None, 14.9, 57.0, 2022-08-07 13:00:00, None, 7.0, 923.0
None, 14.4, 11.1, 1017.8, 0.0, None, 15.7, 60.0, 2022-08-07 14:00:00, None, 7.0, 923.0
None, 15.2, 11.1, 1017.7, -0.4, None, 15.7, 61.0, 2022-08-07 15:00:00, None, 8.0, 923.0
None, 14.4, 11.1, 1017.8, -0.1, None, 15.7, 60.0, 2022-08-07 16:00:00, None, 7.0, 923.0
None, 14.6, 11.1, 1017.8, -0.1, None, 15.7, 53.0, 2022-08-07 17:00:00, None, 5.0, 923.0
None, 14.2, 11.1, 1017.8, 0.1, None, 15.7, 58.0, 2022-08-07 18:00:00, None, 6.0, 923.0
None, 14.6, 14.0, 1018.9, -0.2, None, 15.2, 55.0, 2022-08-07 19:00:00, None, 6.0, 924.0
None, 13.4, 13.3, 1018.9, -0.1, None, 15.2, 64.0, 2022-08-07 20:00:00, None, 6.0, 924.0
None, 12.2, 11.9, 1019.0, -0.2, None, 15.2, 66.0, 2022-08-07 21:00:00, None, 6.0, 924.0
None, 10.3, 10.3, 1020.3, 0.1, None, 15.2, 78.0, 2022-08-07 22:00:00, None, 6.0, 925.0
None, 9.3, 9.4, 1020.4, -0.1, None, 15.2, 83.0, 2022-08-07 23:00:00, None, 7.0, 925.0
None, 8.9, 8.5, 1021.5, 0.1, None, 15.2, 85.0, 2022-08-08 00:00:00, None, 6.0, 926.0
None, 8.3, 8.2, 1021.4, -0.1, None, 15.2, 88.0, 2022-08-08 01:00:00, None, 6.0, 926.0
None, 7.9, 7.8, 1021.5, -0.1, None, 15.2, 90.0, 2022-08-08 02:00:00, None, 6.0, 926.0
None, 7.7, 7.2, 1021.4, 0.2, None, 15.2, 91.0, 2022-08-08 03:00:00, None, 6.0, 926.0
None, 6.5, 6.6, 1021.6, 0.1, None, 15.2, 95.0, 2022-08-08 04:00:00, None, 6.0, 926.0
None, 6.3, 6.2, 1022.7, 0.1, None, 15.2, 96.0, 2022-08-08 05:00:00, None, 6.0, 927.0
None, 5.9, 5.8, 1022.8, 0.0, None, 15.2, 97.0, 2022-08-08 06:00:00, None, 5.0, 927.0
None, 6.4, 5.8, 1022.7, 0.0, None, 6.5, 96.0, 2022-08-08 07:00:00, None, 6.0, 927.0
None, 7.0, 5.8, 1023.8, 0.1, None, 7.2, 95.0, 2022-08-08 08:00:00, None, 6.0, 928.0
None, 8.2, 5.8, 1023.8, 0.0, None, 8.2, 90.0, 2022-08-08 09:00:00, None, 6.0, 928.0
None, 9.3, 5.8, 1023.9, -0.1, None, 9.4, 83.0, 2022-08-08 10:00:00, None, 6.0, 928.0
None, 11.7, 5.8, 1022.7, 0.1, None, 11.6, 73.0, 2022-08-08 11:00:00, None, 7.0, 927.0
None, 13.1, 5.8, 1022.6, -0.1, None, 13.6, 60.0, 2022-08-08 12:00:00, None, 5.0, 927.0
None, 15.0, 5.8, 1022.5, 0.1, None, 14.9, 54.0, 2022-08-08 13:00:00, None, 6.0, 927.0
None, 15.8, 5.8, 1022.4, -0.2, None, 15.9, 48.0, 2022-08-08 14:00:00, None, 5.0, 927.0
None, 16.6, 5.8, 1021.3, 0.0, None, 16.9, 47.0, 2022-08-08 15:00:00, None, 5.0, 926.0
None, 17.5, 5.8, 1021.3, -0.1, None, 18.0, 45.0, 2022-08-08 16:00:00, None, 5.0, 926.0
None, 18.1, 5.8, 1021.2, -0.1, None, 18.5, 43.0, 2022-08-08 17:00:00, None, 5.0, 926.0
None, 18.8, 5.8, 1020.1, -0.1, None, 19.0, 44.0, 2022-08-08 18:00:00, None, 6.0, 925.0
None, 18.3, 18.2, 1020.1, -0.3, None, 18.9, 44.0, 2022-08-08 19:00:00, None, 6.0, 925.0
None, 14.9, 14.9, 1020.3, -0.5, None, 18.9, 58.0, 2022-08-08 21:00:00, None, 7.0, 925.0
None, 13.1, 13.0, 1020.3, 0.0, None, 18.9, 66.0, 2022-08-08 22:00:00, None, 6.0, 925.0
None, 11.8, 11.7, 1020.2, -0.1, None, 18.9, 72.0, 2022-08-08 23:00:00, None, 7.0, 925.0
None, 10.9, 10.7, 1021.3, -0.1, None, 18.9, 76.0, 2022-08-09 00:00:00, None, 7.0, 926.0
None, 10.4, 10.4, 1021.2, -0.1, None, 18.9, 78.0, 2022-08-09 01:00:00, None, 6.0, 926.0
None, 9.4, 9.3, 1021.2, 0.1, None, 18.9, 83.0, 2022-08-09 02:00:00, None, 6.0, 926.0
None, 9.0, 8.9, 1020.0, 0.0, None, 18.9, 85.0, 2022-08-09 03:00:00, None, 7.0, 925.0
None, 7.1, 7.3, 1020.1, 0.1, None, 18.9, 91.0, 2022-08-09 04:00:00, None, 6.0, 925.0
None, 5.4, 5.5, 1021.3, 0.0, None, 18.9, 96.0, 2022-08-09 05:00:00, None, 5.0, 926.0
None, 4.6, 4.5, 1021.4, 0.0, None, 18.9, 97.0, 2022-08-09 06:00:00, None, 5.0, 926.0
None, 4.4, 4.2, 1021.4, 0.0, None, 4.7, 97.0, 2022-08-09 07:00:00, None, 4.0, 926.0
None, 7.4, 4.2, 1021.2, 0.0, None, 7.4, 85.0, 2022-08-09 08:00:00, None, 5.0, 926.0
None, 10.3, 4.2, 1021.2, 0.1, None, 10.1, 80.0, 2022-08-09 09:00:00, None, 7.0, 926.0
None, 12.1, 4.2, 1020.1, 0.0, None, 11.9, 73.0, 2022-08-09 10:00:00, None, 7.0, 925.0
None, 13.9, 4.2, 1020.0, 0.1, None, 13.9, 66.0, 2022-08-09 11:00:00, None, 8.0, 925.0
None, 16.2, 4.2, 1018.8, 0.0, None, 16.3, 64.0, 2022-08-09 12:00:00, None, 9.0, 924.0
None, 18.4, 4.2, 1018.6, -0.4, None, 18.3, 51.0, 2022-08-09 13:00:00, None, 8.0, 924.0
None, 19.8, 4.2, 1018.6, 0.0, None, 19.8, 48.0, 2022-08-09 14:00:00, None, 8.0, 924.0
None, 21.6, 4.2, 1017.4, -0.5, None, 21.6, 43.0, 2022-08-09 15:00:00, None, 8.0, 923.0
