station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
32.86, None, None, None, 3.42, 125.1, None, None, -23.0, None, None, None, None, None, None, None, None, -11.07, None, None, None, None, 51.93, None, None, None, None, 2012-01-01 13:00:00, None
32.71, None, None, None, 6.426, 131.3, None, None, -23.0, None, None, None, None, None, None, None, None, -10.91, None, None, None, None, 28.78, None, None, None, None, 2012-01-01 14:00:00, None
32.82, None, None, None, 5.239, 108.6, None, None, -23.0, None, None, None, None, None, None, None, None, -10.95, None, None, None, None, 50.11, None, None, None, None, 2012-01-01 15:00:00, None
34.75, None, None, None, 2.691, 110.7, None, None, -23.0, None, None, None, None, None, None, None, None, -11.58, None, None, None, None, 61.63, None, None, None, None, 2012-01-01 16:00:00, None
35.34, None, None, None, 4.53, 137.0, None, None, -23.0, None, None, None, None, None, None, None, None, -11.46, None, None, None, None, 39.66, None, None, None, None, 2012-01-01 17:00:00, None
37.78, None, None, None, 2.371, 291.9, None, None, -22.0, None, None, None, None, None, None, None, None, -11.72, None, None, None, None, 61.87, None, None, None, None, 2012-01-01 18:00:00, None
38.93, None, None, None, 3.75, 143.4, None, None, -21.0, None, None, None, None, None, None, None, None, -11.4, None, None, None, None, 46.68, None, None, None, None, 2012-01-01 19:00:00, None
42.05, None, None, None, 5.415, 151.6, None, None, -20.0, None, None, None, None, None, None, None, None, -11.11, None, None, None, None, 39.35, None, None, None, None, 2012-01-01 20:00:00, None
42.85, None, None, None, 4.897, 135.8, None, None, -20.0, None, None, None, None, None, None, None, None, -10.98, None, None, None, None, 42.4, None, None, None, None, 2012-01-01 21:00:00, None
42.52, None, None, None, 3.273, 206.7, None, None, -21.0, None, None, None, None, None, None, None, None, -11.61, None, None, None, None, 41.18, None, None, None, None, 2012-01-01 22:00:00, None
45.25, None, None, None, 2.0, 249.2, None, None, -20.0, None, None, None, None, None, None, None, None, -11.56, None, None, None, None, 42.78, None, None, None, None, 2012-01-01 23:00:00, None
46.26, None, None, None, 1.916, 189.2, None, None, -20.0, None, None, None, None, None, None, None, None, -11.56, None, None, None, None, 58.47, None, None, None, None, 2012-01-02 00:00:00, None
51.42, None, None, None, 7.41, 123.6, None, None, -18.0, None, None, None, None, None, None, None, None, -10.29, None, None, None, None, 26.3, None, None, None, None, 2012-01-02 01:00:00, None
51.57, None, None, None, 4.529, 146.1, None, None, -18.0, None, None, None, None, None, None, None, None, -11.11, None, None, None, None, 50.05, None, None, None, None, 2012-01-02 02:00:00, None
53.0, None, None, None, 3.453, 146.5, None, None, -18.0, None, None, None, None, None, None, None, None, -10.8, None, None, None, None, 58.1, None, None, None, None, 2012-01-02 03:00:00, None
52.94, None, None, None, 2.892, 226.2, None, None, -18.0, None, None, None, None, None, None, None, None, -10.89, None, None, None, None, 52.16, None, None, None, None, 2012-01-02 04:00:00, None
52.9, None, None, None, 3.444, 201.7, None, None, -18.0, None, None, None, None, None, None, None, None, -11.12, None, None, None, None, 34.79, None, None, None, None, 2012-01-02 05:00:00, None
53.2, None, None, None, 2.835, 236.2, None, None, -18.0, None, None, None, None, None, None, None, None, -11.05, None, None, None, None, 51.74, None, None, None, None, 2012-01-02 06:00:00, None
53.02, None, None, None, 2.172, 283.7, None, None, -17.0, None, None, None, None, None, None, None, None, -9.77, None, None, None, None, 65.91, None, None, None, None, 2012-01-02 07:00:00, None
51.89, None, None, None, 0.572, 111.6, None, None, -17.0, None, None, None, None, None, None, None, None, -9.43, None, None, None, None, 77.8, None, None, None, None, 2012-01-02 08:00:00, None
53.18, None, None, None, 4.718, 183.3, None, None, -18.0, None, None, None, None, None, None, None, None, -10.72, None, None, None, None, 47.65, None, None, None, None, 2012-01-02 09:00:00, None
52.42, None, None, None, 5.393, 148.8, None, None, -14.0, None, None, None, None, None, None, None, None, -7.21, None, None, None, None, 43.17, None, None, None, None, 2012-01-02 10:00:00, None
49.36, None, None, None, 2.501, 208.0, None, None, -16.0, None, None, None, None, None, None, None, None, -7.96, None, None, None, None, 64.86, None, None, None, None, 2012-01-02 11:00:00, None
41.47, None, None, None, 3.027, 135.0, None, None, -15.0, None, None, None, None, None, None, None, None, -5.493, None, None, None, None, 59.22, None, None, None, None, 2012-01-02 12:00:00, None
29.26, None, None, None, 2.224, 181.4, None, None, -18.0, None, None, None, None, None, None, None, None, -4.352, None, None, None, None, 65.9, None, None, None, None, 2012-01-02 13:00:00, None
25.61, None, None, None, 3.029, 128.1, None, None, -19.0, None, None, None, None, None, None, None, None, -3.668, None, None, None, None, 61.92, None, None, None, None, 2012-01-02 14:00:00, None
35.42, None, None, None, 1.746, 241.7, None, None, -18.0, None, None, None, None, None, None, None, None, -6.14, None, None, None, None, 66.68, None, None, None, None, 2012-01-02 15:00:00, None
41.79, None, None, None, 0.537, 298.9, None, None, -17.0, None, None, None, None, None, None, None, None, -6.924, None, None, None, None, 77.6, None, None, None, None, 2012-01-02 16:00:00, None
49.68, None, None, None, 1.91, 287.0, None, None, -15.0, None, None, None, None, None, None, None, None, -6.817, None, None, None, None, 62.26, None, None, None, None, 2012-01-02 17:00:00, None
47.7, None, None, None, 5.082, 153.4, None, None, -14.0, None, None, None, None, None, None, None, None, -6.162, None, None, None, None, 34.46, None, None, None, None, 2012-01-02 18:00:00, None
51.62, None, None, None, 8.12, 126.2, None, None, -12.0, None, None, None, None, None, None, None, None, -4.823, None, None, None, None, 27.85, None, None, None, None, 2012-01-02 19:00:00, None
51.46, None, None, None, 6.118, 115.3, None, None, -12.0, None, None, None, None, None, None, None, None, -4.949, None, None, None, None, 20.12, None, None, None, None, 2012-01-02 20:00:00, None
51.28, None, None, None, 7.87, 120.1, None, None, -12.0, None, None, None, None, None, None, None, None, -4.728, None, None, None, None, 23.31, None, None, None, None, 2012-01-02 21:00:00, None
52.08, None, None, None, 5.854, 146.6, None, None, -13.0, None, None, None, None, None, None, None, None, -6.143, None, None, None, None, 34.37, None, None, None, None, 2012-01-02 22:00:00, None
52.04, None, None, None, 2.141, 169.7, None, None, -13.0, None, None, None, None, None, None, None, None, -6.104, None, None, None, None, 61.23, None, None, None, None, 2012-01-02 23:00:00, None
51.19, None, None, None, 3.7, 196.8, None, None, -13.0, None, None, None, None, None, None, None, None, -4.93, None, None, None, None, 32.84, None, None, None, None, 2012-01-03 00:00:00, None
51.16, None, None, None, 2.026, 211.8, None, None, -12.0, None, None, None, None, None, None, None, None, -4.872, None, None, None, None, 36.88, None, None, None, None, 2012-01-03 01:00:00, None
51.13, None, None, None, 2.122, 264.2, None, None, -12.0, None, None, None, None, None, None, None, None, -4.824, None, None, None, None, 54.37, None, None, None, None, 2012-01-03 02:00:00, None
51.16, None, None, None, 1.768, 25.55, None, None, -13.0, None, None, None, None, None, None, None, None, -4.921, None, None, None, None, 69.81, None, None, None, None, 2012-01-03 03:00:00, None
52.07, None, None, None, 3.68, 214.0, None, None, -14.0, None, None, None, None, None, None, None, None, -6.465, None, None, None, None, 44.23, None, None, None, None, 2012-01-03 04:00:00, None
51.43, None, None, None, 3.503, 141.6, None, None, -13.0, None, None, None, None, None, None, None, None, -5.443, None, None, None, None, 39.05, None, None, None, None, 2012-01-03 05:00:00, None
51.16, None, None, None, 4.428, 137.7, None, None, -13.0, None, None, None, None, None, None, None, None, -4.93, None, None, None, None, 27.86, None, None, None, None, 2012-01-03 06:00:00, None
51.18, None, None, None, 5.362, 128.8, None, None, -13.0, None, None, None, None, None, None, None, None, -4.979, None, None, None, None, 31.9, None, None, None, None, 2012-01-03 07:00:00, None
51.13, None, None, None, 6.149, 123.8, None, None, -12.0, None, None, None, None, None, None, None, None, -4.795, None, None, None, None, 25.7, None, None, None, None, 2012-01-03 08:00:00, None
51.4, None, None, None, 6.558, 151.7, None, None, -13.0, None, None, None, None, None, None, None, None, -5.501, None, None, None, None, 27.37, None, None, None, None, 2012-01-03 09:00:00, None
51.15, None, None, None, 7.25, 126.7, None, None, -12.0, None, None, None, None, None, None, None, None, -4.882, None, None, None, None, 19.74, None, None, None, None, 2012-01-03 10:00:00, None
51.08, None, None, None, 8.54, 125.1, None, None, -12.0, None, None, None, None, None, None, None, None, -4.486, None, None, None, None, 16.23, None, None, None, None, 2012-01-03 11:00:00, None
51.04, None, None, None, 9.26, 117.2, None, None, -12.0, None, None, None, None, None, None, None, None, -4.515, None, None, None, None, 16.67, None, None, None, None, 2012-01-03 12:00:00, None
51.0, None, None, None, 10.68, 117.4, None, None, -12.0, None, None, None, None, None, None, None, None, -4.265, None, None, None, None, 13.94, None, None, None, None, 2012-01-03 13:00:00, None
50.97, None, None, None, 13.66, 110.4, None, None, -12.0, None, None, None, None, None, None, None, None, -4.149, None, None, None, None, 13.32, None, None, None, None, 2012-01-03 14:00:00, None
50.89, None, None, None, 14.1, 114.7, None, None, -12.0, None, None, None, None, None, None, None, None, -3.938, None, None, None, None, 13.6, None, None, None, None, 2012-01-03 15:00:00, None
50.95, None, None, None, 15.21, 115.4, None, None, -12.0, None, None, None, None, None, None, None, None, -3.909, None, None, None, None, 13.56, None, None, None, None, 2012-01-03 16:00:00, None
51.14, None, None, None, 14.28, 118.4, None, None, -12.0, None, None, None, None, None, None, None, None, -3.861, None, None, None, None, 14.77, None, None, None, None, 2012-01-03 17:00:00, None
51.52, None, None, None, 14.61, 119.6, None, None, -11.0, None, None, None, None, None, None, None, None, -3.536, None, None, None, None, 13.11, None, None, None, None, 2012-01-03 18:00:00, None
51.57, None, None, None, 11.06, 128.8, None, None, -11.0, None, None, None, None, None, None, None, None, -3.689, None, None, None, None, 16.86, None, None, None, None, 2012-01-03 19:00:00, None
51.81, None, None, None, 12.33, 121.0, None, None, -11.0, None, None, None, None, None, None, None, None, -3.631, None, None, None, None, 12.39, None, None, None, None, 2012-01-03 20:00:00, None
52.07, None, None, None, 14.56, 115.5, None, None, -11.0, None, None, None, None, None, None, None, None, -3.258, None, None, None, None, 14.24, None, None, None, None, 2012-01-03 21:00:00, None
51.42, None, None, None, 8.22, 139.3, None, None, -12.0, None, None, None, None, None, None, None, None, -3.985, None, None, None, None, 25.94, None, None, None, None, 2012-01-03 22:00:00, None
52.44, None, None, None, 12.3, 115.9, None, None, -11.0, None, None, None, None, None, None, None, None, -3.306, None, None, None, None, 17.11, None, None, None, None, 2012-01-03 23:00:00, None
52.02, None, None, None, 8.89, 131.3, None, None, -11.0, None, None, None, None, None, None, None, None, -3.612, None, None, None, None, 24.9, None, None, None, None, 2012-01-04 00:00:00, None
52.02, None, None, None, 14.83, 119.9, None, None, -11.0, None, None, None, None, None, None, None, None, -3.842, None, None, None, None, 13.51, None, None, None, None, 2012-01-04 01:00:00, None
53.72, None, None, None, 17.34, 114.1, None, None, -10.0, None, None, None, None, None, None, None, None, -2.685, None, None, None, None, 14.44, None, None, None, None, 2012-01-04 02:00:00, None
53.68, None, None, None, 14.34, 128.1, None, None, -10.0, None, None, None, None, None, None, None, None, -2.856, None, None, None, None, 17.97, None, None, None, None, 2012-01-04 03:00:00, None
52.56, None, None, None, 13.02, 130.4, None, None, -11.0, None, None, None, None, None, None, None, None, -3.487, None, None, None, None, 22.65, None, None, None, None, 2012-01-04 04:00:00, None
54.26, None, None, None, 15.81, 129.2, None, None, -10.0, None, None, None, None, None, None, None, None, -2.647, None, None, None, None, 19.06, None, None, None, None, 2012-01-04 05:00:00, None
56.95, None, None, None, 19.19, 130.7, None, None, -8.0, None, None, None, None, None, None, None, None, -1.619, None, None, None, None, 19.63, None, None, None, None, 2012-01-04 06:00:00, None
57.98, None, None, None, 17.04, 139.9, None, None, -8.0, None, None, None, None, None, None, None, None, -1.495, None, None, None, None, 19.09, None, None, None, None, 2012-01-04 07:00:00, None
59.78, None, None, None, 18.26, 145.4, None, None, -7.0, None, None, None, None, None, None, None, None, -1.077, None, None, None, None, 20.63, None, None, None, None, 2012-01-04 08:00:00, None
59.73, None, None, None, 17.24, 140.7, None, None, -7.0, None, None, None, None, None, None, None, None, -0.887, None, None, None, None, 20.82, None, None, None, None, 2012-01-04 09:00:00, None
57.28, None, None, None, 12.4, 148.4, None, None, -7.0, None, None, None, None, None, None, None, None, -0.886, None, None, None, None, 20.99, None, None, None, None, 2012-01-04 10:00:00, None
54.75, None, None, None, 9.52, 133.6, None, None, -8.0, None, None, None, None, None, None, None, None, -1.105, None, None, None, None, 26.15, None, None, None, None, 2012-01-04 11:00:00, None
51.96, None, None, None, 5.288, 169.4, None, None, -9.0, None, None, None, None, None, None, None, None, -1.731, None, None, None, None, 32.68, None, None, None, None, 2012-01-04 12:00:00, None
55.41, None, None, None, 9.89, 136.7, None, None, -8.0, None, None, None, None, None, None, None, None, -1.38, None, None, None, None, 28.05, None, None, None, None, 2012-01-04 13:00:00, None
56.78, None, None, None, 9.68, 138.8, None, None, -8.0, None, None, None, None, None, None, None, None, -1.133, None, None, None, None, 21.8, None, None, None, None, 2012-01-04 14:00:00, None
59.05, None, None, None, 9.66, 135.1, None, None, -7.0, None, None, None, None, None, None, None, None, -1.095, None, None, None, None, 18.92, None, None, None, None, 2012-01-04 15:00:00, None
61.75, None, None, None, 7.78, 120.3, None, None, -7.0, None, None, None, None, None, None, None, None, -1.056, None, None, None, None, 15.01, None, None, None, None, 2012-01-04 16:00:00, None
61.71, None, None, None, 2.55, 179.1, None, None, -7.0, None, None, None, None, None, None, None, None, -1.636, None, None, None, None, 47.83, None, None, None, None, 2012-01-04 17:00:00, None
61.13, None, None, None, 4.698, 142.3, None, None, -7.0, None, None, None, None, None, None, None, None, -1.56, None, None, None, None, 33.5, None, None, None, None, 2012-01-04 18:00:00, None
63.57, None, None, None, 6.964, 130.3, None, None, -7.0, None, None, None, None, None, None, None, None, -1.332, None, None, None, None, 30.72, None, None, None, None, 2012-01-04 19:00:00, None
66.04, None, None, None, 7.57, 142.8, None, None, -6.0, None, None, None, None, None, None, None, None, -1.038, None, None, None, None, 28.43, None, None, None, None, 2012-01-04 20:00:00, None
66.76, None, None, None, 4.739, 154.9, None, None, -6.0, None, None, None, None, None, None, None, None, -1.294, None, None, None, None, 39.78, None, None, None, None, 2012-01-04 21:00:00, None
65.54, None, None, None, 2.474, 285.1, None, None, -7.0, None, None, None, None, None, None, None, None, -1.826, None, None, None, None, 57.89, None, None, None, None, 2012-01-04 22:00:00, None
68.07, None, None, None, 5.423, 254.5, None, None, -6.0, None, None, None, None, None, None, None, None, -1.123, None, None, None, None, 30.88, None, None, None, None, 2012-01-04 23:00:00, None
67.14, None, None, None, 21.38, 268.3, None, None, -6.0, None, None, None, None, None, None, None, None, -1.751, None, None, None, None, 20.52, None, None, None, None, 2012-01-05 00:00:00, None
57.54, None, None, None, 22.88, 256.3, None, None, -9.0, None, None, None, None, None, None, None, None, -2.427, None, None, None, None, 19.88, None, None, None, None, 2012-01-05 01:00:00, None
50.84, None, None, None, 12.0, 262.2, None, None, -11.0, None, None, None, None, None, None, None, None, -3.008, None, None, None, None, 30.17, None, None, None, None, 2012-01-05 02:00:00, None
50.9, None, None, None, 6.762, 259.5, None, None, -11.0, None, None, None, None, None, None, None, None, -3.266, None, None, None, None, 34.35, None, None, None, None, 2012-01-05 03:00:00, None
51.28, None, None, None, 6.923, 257.4, None, None, -11.0, None, None, None, None, None, None, None, None, -3.563, None, None, None, None, 27.28, None, None, None, None, 2012-01-05 04:00:00, None
51.28, None, None, None, 9.8, 258.6, None, None, -11.0, None, None, None, None, None, None, None, None, -3.84, None, None, None, None, 22.03, None, None, None, None, 2012-01-05 05:00:00, None
51.06, None, None, None, 9.79, 261.4, None, None, -12.0, None, None, None, None, None, None, None, None, -4.062, None, None, None, None, 23.76, None, None, None, None, 2012-01-05 06:00:00, None
50.96, None, None, None, 13.88, 249.8, None, None, -12.0, None, None, None, None, None, None, None, None, -4.254, None, None, None, None, 19.33, None, None, None, None, 2012-01-05 07:00:00, None
51.05, None, None, None, 10.68, 254.6, None, None, -12.0, None, None, None, None, None, None, None, None, -4.36, None, None, None, None, 19.94, None, None, None, None, 2012-01-05 08:00:00, None
51.14, None, None, None, 6.986, 253.0, None, None, -12.0, None, None, None, None, None, None, None, None, -4.36, None, None, None, None, 23.88, None, None, None, None, 2012-01-05 09:00:00, None
51.1, None, None, None, 8.26, 267.2, None, None, -12.0, None, None, None, None, None, None, None, None, -4.524, None, None, None, None, 28.52, None, None, None, None, 2012-01-05 10:00:00, None
51.05, None, None, None, 7.32, 293.5, None, None, -12.0, None, None, None, None, None, None, None, None, -4.552, None, None, None, None, 32.16, None, None, None, None, 2012-01-05 11:00:00, None
51.12, None, None, None, 10.31, 255.9, None, None, -12.0, None, None, None, None, None, None, None, None, -4.476, None, None, None, None, 28.96, None, None, None, None, 2012-01-05 12:00:00, None
51.51, None, None, None, 12.23, 251.3, None, None, -12.0, None, None, None, None, None, None, None, None, -4.803, None, None, None, None, 16.35, None, None, None, None, 2012-01-05 13:00:00, None
51.76, None, None, None, 8.22, 252.5, None, None, -13.0, None, None, None, None, None, None, None, None, -5.034, None, None, None, None, 22.54, None, None, None, None, 2012-01-05 14:00:00, None
51.65, None, None, None, 6.021, 262.4, None, None, -13.0, None, None, None, None, None, None, None, None, -5.179, None, None, None, None, 29.02, None, None, None, None, 2012-01-05 15:00:00, None
51.58, None, None, None, 7.36, 260.2, None, None, -13.0, None, None, None, None, None, None, None, None, -5.644, None, None, None, None, 27.83, None, None, None, None, 2012-01-05 16:00:00, None
51.78, None, None, None, 6.344, 314.4, None, None, -14.0, None, None, None, None, None, None, None, None, -6.19, None, None, None, None, 38.52, None, None, None, None, 2012-01-05 17:00:00, None
45.7, None, None, None, 11.79, 335.5, None, None, -15.0, None, None, None, None, None, None, None, None, -6.739, None, None, None, None, 26.43, None, None, None, None, 2012-01-05 18:00:00, None
41.07, None, None, None, 11.64, 339.9, None, None, -17.0, None, None, None, None, None, None, None, None, -7.19, None, None, None, None, 19.38, None, None, None, None, 2012-01-05 19:00:00, None
40.66, None, None, None, 5.746, 314.0, None, None, -17.0, None, None, None, None, None, None, None, None, -7.32, None, None, None, None, 32.94, None, None, None, None, 2012-01-05 20:00:00, None
47.43, None, None, None, 0.95, 184.6, None, None, -16.0, None, None, None, None, None, None, None, None, -7.32, None, None, None, None, 69.46, None, None, None, None, 2012-01-05 21:00:00, None
50.46, None, None, None, 2.434, 70.3, None, None, -15.0, None, None, None, None, None, None, None, None, -7.35, None, None, None, None, 42.3, None, None, None, None, 2012-01-05 22:00:00, None
51.59, None, None, None, 1.671, 179.7, None, None, -15.0, None, None, None, None, None, None, None, None, -7.16, None, None, None, None, 44.94, None, None, None, None, 2012-01-05 23:00:00, None
52.38, None, None, None, 3.042, 259.3, None, None, -14.0, None, None, None, None, None, None, None, None, -7.02, None, None, None, None, 20.27, None, None, None, None, 2012-01-06 00:00:00, None
52.28, None, None, None, 5.784, 252.9, None, None, -14.0, None, None, None, None, None, None, None, None, -6.877, None, None, None, None, 19.28, None, None, None, None, 2012-01-06 01:00:00, None
52.32, None, None, None, 3.885, 237.1, None, None, -14.0, None, None, None, None, None, None, None, None, -6.986, None, None, None, None, 22.91, None, None, None, None, 2012-01-06 02:00:00, None
52.18, None, None, None, 5.842, 236.2, None, None, -14.0, None, None, None, None, None, None, None, None, -6.966, None, None, None, None, 19.52, None, None, None, None, 2012-01-06 03:00:00, None
52.09, None, None, None, 2.944, 214.9, None, None, -14.0, None, None, None, None, None, None, None, None, -7.03, None, None, None, None, 34.83, None, None, None, None, 2012-01-06 04:00:00, None
52.02, None, None, None, 1.954, 206.4, None, None, -14.0, None, None, None, None, None, None, None, None, -7.1, None, None, None, None, 36.26, None, None, None, None, 2012-01-06 05:00:00, None
52.23, None, None, None, 3.21, 207.8, None, None, -14.0, None, None, None, None, None, None, None, None, -7.25, None, None, None, None, 25.08, None, None, None, None, 2012-01-06 06:00:00, None
52.3, None, None, None, 2.777, 216.6, None, None, -15.0, None, None, None, None, None, None, None, None, -7.34, None, None, None, None, 26.37, None, None, None, None, 2012-01-06 07:00:00, None
52.48, None, None, None, 1.971, 202.7, None, None, -15.0, None, None, None, None, None, None, None, None, -7.49, None, None, None, None, 30.96, None, None, None, None, 2012-01-06 08:00:00, None
52.5, None, None, None, 2.341, 142.6, None, None, -15.0, None, None, None, None, None, None, None, None, -7.5, None, None, None, None, 30.54, None, None, None, None, 2012-01-06 09:00:00, None
52.31, None, None, None, 3.552, 133.6, None, None, -14.0, None, None, None, None, None, None, None, None, -7.04, None, None, None, None, 18.73, None, None, None, None, 2012-01-06 10:00:00, None
52.28, None, None, None, 1.586, 184.4, None, None, -14.0, None, None, None, None, None, None, None, None, -6.661, None, None, None, None, 41.15, None, None, None, None, 2012-01-06 11:00:00, None
52.1, None, None, None, 2.577, 199.4, None, None, -14.0, None, None, None, None, None, None, None, None, -6.544, None, None, None, None, 27.24, None, None, None, None, 2012-01-06 12:00:00, None
51.97, None, None, None, 2.525, 167.8, None, None, -14.0, None, None, None, None, None, None, None, None, -6.407, None, None, None, None, 33.06, None, None, None, None, 2012-01-06 13:00:00, None
51.88, None, None, None, 2.111, 166.2, None, None, -14.0, None, None, None, None, None, None, None, None, -6.455, None, None, None, None, 35.8, None, None, None, None, 2012-01-06 14:00:00, None
51.28, None, None, None, 1.137, 187.8, None, None, -14.0, None, None, None, None, None, None, None, None, -6.514, None, None, None, None, 43.99, None, None, None, None, 2012-01-06 15:00:00, None
50.5, None, None, None, 2.498, 144.5, None, None, -15.0, None, None, None, None, None, None, None, None, -7.06, None, None, None, None, 29.95, None, None, None, None, 2012-01-06 16:00:00, None
51.28, None, None, None, 2.492, 174.9, None, None, -15.0, None, None, None, None, None, None, None, None, -7.35, None, None, None, None, 28.0, None, None, None, None, 2012-01-06 17:00:00, None
52.03, None, None, None, 2.778, 183.3, None, None, -15.0, None, None, None, None, None, None, None, None, -7.51, None, None, None, None, 29.36, None, None, None, None, 2012-01-06 18:00:00, None
52.34, None, None, None, 3.139, 169.9, None, None, -15.0, None, None, None, None, None, None, None, None, -7.63, None, None, None, None, 28.01, None, None, None, None, 2012-01-06 19:00:00, None
52.32, None, None, None, 2.369, 121.7, None, None, -15.0, None, None, None, None, None, None, None, None, -7.72, None, None, None, None, 32.04, None, None, None, None, 2012-01-06 20:00:00, None
51.88, None, None, None, 1.891, 94.4, None, None, -15.0, None, None, None, None, None, None, None, None, -8.08, None, None, None, None, 32.68, None, None, None, None, 2012-01-06 21:00:00, None
50.66, None, None, None, 1.381, 189.3, None, None, -16.0, None, None, None, None, None, None, None, None, -8.38, None, None, None, None, 45.28, None, None, None, None, 2012-01-06 22:00:00, None
49.73, None, None, None, 1.57, 204.8, None, None, -17.0, None, None, None, None, None, None, None, None, -8.83, None, None, None, None, 43.85, None, None, None, None, 2012-01-06 23:00:00, None
51.6, None, None, None, 1.91, 133.7, None, None, -16.0, None, None, None, None, None, None, None, None, -8.64, None, None, None, None, 36.34, None, None, None, None, 2012-01-07 00:00:00, None
51.99, None, None, None, 1.673, 73.6, None, None, -16.0, None, None, None, None, None, None, None, None, -8.5, None, None, None, None, 47.18, None, None, None, None, 2012-01-07 01:00:00, None
51.97, None, None, None, 3.927, 91.6, None, None, -16.0, None, None, None, None, None, None, None, None, -8.5, None, None, None, None, 13.02, None, None, None, None, 2012-01-07 02:00:00, None
52.28, None, None, None, 2.706, 121.1, None, None, -16.0, None, None, None, None, None, None, None, None, -8.44, None, None, None, None, 31.95, None, None, None, None, 2012-01-07 03:00:00, None
52.25, None, None, None, 0.953, 206.1, None, None, -16.0, None, None, None, None, None, None, None, None, -8.43, None, None, None, None, 47.51, None, None, None, None, 2012-01-07 04:00:00, None
51.68, None, None, None, 1.849, 158.7, None, None, -16.0, None, None, None, None, None, None, None, None, -8.69, None, None, None, None, 45.26, None, None, None, None, 2012-01-07 05:00:00, None
51.87, None, None, None, 2.661, 177.0, None, None, -16.0, None, None, None, None, None, None, None, None, -8.64, None, None, None, None, 30.16, None, None, None, None, 2012-01-07 06:00:00, None
