station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, ACTUAL_WIND_DIRECTION, MINIMUM_AIR_TEMPERATURE, ACTUAL_WIND_SPEED, MAXIMUM_AIR_TEMPERATURE, time, WIND_DIRECTION_STD_DEVIATION1, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, MAXIMUM_MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1
None, -9.76, None, None, None, None, 2012-12-04 08:00:00, None, None, None, None, None
None, -9.62, None, None, None, None, 2012-12-04 09:00:00, None, None, None, None, None
None, -9.6, None, None, None, None, 2012-12-04 10:00:00, None, None, None, None, None
None, -9.64, None, None, None, None, 2012-12-04 11:00:00, None, None, None, None, None
None, -9.66, None, None, None, None, 2012-12-04 12:00:00, None, None, None, None, None
None, -9.69, None, None, None, None, 2012-12-04 13:00:00, None, None, None, None, None
None, -9.7, None, None, None, None, 2012-12-04 14:00:00, None, None, None, None, None
None, -9.69, None, None, None, None, 2012-12-04 15:00:00, None, None, None, None, None
None, -9.68, None, None, None, None, 2012-12-04 16:00:00, None, None, None, None, None
None, -9.68, None, None, None, None, 2012-12-04 17:00:00, None, None, None, None, None
None, -9.67, None, None, None, None, 2012-12-04 18:00:00, None, None, None, None, None
None, -9.7, None, None, None, None, 2012-12-04 19:00:00, None, None, None, None, None
None, -9.76, None, None, None, None, 2012-12-04 20:00:00, None, None, None, None, None
None, -9.8, None, None, None, None, 2012-12-04 21:00:00, None, None, None, None, None
None, -9.83, None, None, None, None, 2012-12-04 22:00:00, None, None, None, None, None
None, -9.89, None, None, None, None, 2012-12-04 23:00:00, None, None, None, None, None
None, -9.95, None, None, None, None, 2012-12-05 00:00:00, None, None, None, None, None
None, -10.01, None, None, None, None, 2012-12-05 01:00:00, None, None, None, None, None
None, -10.09, None, None, None, None, 2012-12-05 02:00:00, None, None, None, None, None
None, -10.17, None, None, None, None, 2012-12-05 03:00:00, None, None, None, None, None
None, -10.31, None, None, None, None, 2012-12-05 04:00:00, None, None, None, None, None
None, -10.44, None, None, None, None, 2012-12-05 05:00:00, None, None, None, None, None
None, -10.52, None, None, None, None, 2012-12-05 06:00:00, None, None, None, None, None
None, -10.63, None, None, None, None, 2012-12-05 07:00:00, None, None, None, None, None
None, -10.75, None, None, None, None, 2012-12-05 08:00:00, None, None, None, None, None
None, -10.92, None, None, None, None, 2012-12-05 09:00:00, None, None, None, None, None
None, -11.11, None, None, None, None, 2012-12-05 10:00:00, None, None, None, None, None
None, -11.2, None, None, None, None, 2012-12-05 11:00:00, None, None, None, None, None
None, -11.2, None, None, None, None, 2012-12-05 12:00:00, None, None, None, None, None
None, -11.25, None, None, None, None, 2012-12-05 13:00:00, None, None, None, None, None
None, -11.26, None, None, None, None, 2012-12-05 14:00:00, None, None, None, None, None
None, -11.26, None, None, None, None, 2012-12-05 15:00:00, None, None, None, None, None
None, -11.24, None, None, None, None, 2012-12-05 16:00:00, None, None, None, None, None
None, -11.24, None, None, None, None, 2012-12-05 17:00:00, None, None, None, None, None
None, -11.28, None, None, None, None, 2012-12-05 18:00:00, None, None, None, None, None
None, -11.31, None, None, None, None, 2012-12-05 19:00:00, None, None, None, None, None
None, -11.39, None, None, None, None, 2012-12-05 20:00:00, None, None, None, None, None
None, -11.52, None, None, None, None, 2012-12-05 21:00:00, None, None, None, None, None
None, -11.62, None, None, None, None, 2012-12-05 22:00:00, None, None, None, None, None
None, -11.75, None, None, None, None, 2012-12-05 23:00:00, None, None, None, None, None
None, -11.84, None, None, None, None, 2012-12-06 00:00:00, None, None, None, None, None
None, -11.84, None, None, None, None, 2012-12-06 01:00:00, None, None, None, None, None
None, -11.85, None, None, None, None, 2012-12-06 02:00:00, None, None, None, None, None
None, -11.92, None, None, None, None, 2012-12-06 03:00:00, None, None, None, None, None
None, -11.99, None, None, None, None, 2012-12-06 04:00:00, None, None, None, None, None
None, -12.02, None, None, None, None, 2012-12-06 05:00:00, None, None, None, None, None
None, -12.03, None, None, None, None, 2012-12-06 06:00:00, None, None, None, None, None
None, -12.07, None, None, None, None, 2012-12-06 07:00:00, None, None, None, None, None
None, -12.07, None, None, None, None, 2012-12-06 08:00:00, None, None, None, None, None
None, -12.09, None, None, None, None, 2012-12-06 09:00:00, None, None, None, None, None
None, -12.15, None, None, None, None, 2012-12-06 10:00:00, None, None, None, None, None
None, -12.2, None, None, None, None, 2012-12-06 11:00:00, None, None, None, None, None
None, -12.26, None, None, None, None, 2012-12-06 12:00:00, None, None, None, None, None
None, -12.27, None, None, None, None, 2012-12-06 13:00:00, None, None, None, None, None
None, -12.29, None, None, None, None, 2012-12-06 14:00:00, None, None, None, None, None
None, -12.25, None, None, None, None, 2012-12-06 15:00:00, None, None, None, None, None
None, -12.2, None, None, None, None, 2012-12-06 16:00:00, None, None, None, None, None
None, -12.16, None, None, None, None, 2012-12-06 17:00:00, None, None, None, None, None
None, -12.15, None, None, None, None, 2012-12-06 18:00:00, None, None, None, None, None
None, -12.14, None, None, None, None, 2012-12-06 19:00:00, None, None, None, None, None
None, -12.13, None, None, None, None, 2012-12-06 20:00:00, None, None, None, None, None
None, -12.14, None, None, None, None, 2012-12-06 21:00:00, None, None, None, None, None
None, -12.17, None, None, None, None, 2012-12-06 22:00:00, None, None, None, None, None
None, -12.47, None, None, None, None, 2012-12-06 23:00:00, None, None, None, None, None
None, -12.84, None, None, None, None, 2012-12-07 00:00:00, None, None, None, None, None
None, -12.95, None, None, None, None, 2012-12-07 01:00:00, None, None, None, None, None
None, -13.04, None, None, None, None, 2012-12-07 02:00:00, None, None, None, None, None
None, -13.04, None, None, None, None, 2012-12-07 03:00:00, None, None, None, None, None
None, -12.98, None, None, None, None, 2012-12-07 04:00:00, None, None, None, None, None
None, -12.94, None, None, None, None, 2012-12-07 05:00:00, None, None, None, None, None
None, -12.91, None, None, None, None, 2012-12-07 06:00:00, None, None, None, None, None
None, -12.86, None, None, None, None, 2012-12-07 07:00:00, None, None, None, None, None
None, -12.81, None, None, None, None, 2012-12-07 08:00:00, None, None, None, None, None
None, -12.78, None, None, None, None, 2012-12-07 09:00:00, None, None, None, None, None
None, -12.75, None, None, None, None, 2012-12-07 10:00:00, None, None, None, None, None
None, -12.75, None, None, None, None, 2012-12-07 11:00:00, None, None, None, None, None
None, -12.78, None, None, None, None, 2012-12-07 12:00:00, None, None, None, None, None
None, -12.79, None, None, None, None, 2012-12-07 13:00:00, None, None, None, None, None
None, -12.8, None, None, None, None, 2012-12-07 14:00:00, None, None, None, None, None
None, -12.82, None, None, None, None, 2012-12-07 15:00:00, None, None, None, None, None
None, -14.56, None, None, None, None, 2012-12-07 16:00:00, None, None, None, None, None
None, -15.15, None, None, None, None, 2012-12-07 17:00:00, None, None, None, None, None
None, -15.32, None, None, None, None, 2012-12-07 18:00:00, None, None, None, None, None
None, -14.85, None, None, None, None, 2012-12-07 19:00:00, None, None, None, None, None
None, -14.64, None, None, None, None, 2012-12-07 20:00:00, None, None, None, None, None
None, -15.0, None, None, None, None, 2012-12-07 21:00:00, None, None, None, None, None
None, -15.15, None, None, None, None, 2012-12-07 22:00:00, None, None, None, None, None
None, -15.25, None, None, None, None, 2012-12-07 23:00:00, None, None, None, None, None
None, -15.28, None, None, None, None, 2012-12-08 00:00:00, None, None, None, None, None
None, -15.1, None, None, None, None, 2012-12-08 01:00:00, None, None, None, None, None
None, -15.34, None, None, None, None, 2012-12-08 02:00:00, None, None, None, None, None
None, -15.4, None, None, None, None, 2012-12-08 03:00:00, None, None, None, None, None
None, -15.51, None, None, None, None, 2012-12-08 04:00:00, None, None, None, None, None
None, -15.35, None, None, None, None, 2012-12-08 05:00:00, None, None, None, None, None
None, -15.27, None, None, None, None, 2012-12-08 06:00:00, None, None, None, None, None
None, -15.2, None, None, None, None, 2012-12-08 07:00:00, None, None, None, None, None
None, -14.98, None, None, None, None, 2012-12-08 08:00:00, None, None, None, None, None
None, -14.84, None, None, None, None, 2012-12-08 09:00:00, None, None, None, None, None
None, -14.24, None, None, None, None, 2012-12-08 10:00:00, None, None, None, None, None
None, -13.78, None, None, None, None, 2012-12-08 11:00:00, None, None, None, None, None
None, -13.62, None, None, None, None, 2012-12-08 12:00:00, None, None, None, None, None
None, -13.33, None, None, None, None, 2012-12-08 13:00:00, None, None, None, None, None
None, -13.52, None, None, None, None, 2012-12-08 14:00:00, None, None, None, None, None
None, -13.44, None, None, None, None, 2012-12-08 15:00:00, None, None, None, None, None
None, -13.46, None, None, None, None, 2012-12-08 16:00:00, None, None, None, None, None
None, -13.45, None, None, None, None, 2012-12-08 17:00:00, None, None, None, None, None
None, -13.52, None, None, None, None, 2012-12-08 18:00:00, None, None, None, None, None
None, -13.51, None, None, None, None, 2012-12-08 19:00:00, None, None, None, None, None
None, -13.01, None, None, None, None, 2012-12-08 20:00:00, None, None, None, None, None
None, -13.12, None, None, None, None, 2012-12-08 21:00:00, None, None, None, None, None
None, -13.23, None, None, None, None, 2012-12-08 22:00:00, None, None, None, None, None
None, -12.82, None, None, None, None, 2012-12-08 23:00:00, None, None, None, None, None
None, -11.39, None, None, None, None, 2012-12-09 00:00:00, None, None, None, None, None
None, -10.56, None, None, None, None, 2012-12-09 01:00:00, None, None, None, None, None
None, -10.25, None, None, None, None, 2012-12-09 02:00:00, None, None, None, None, None
None, -9.75, None, None, None, None, 2012-12-09 03:00:00, None, None, None, None, None
None, -10.14, None, None, None, None, 2012-12-09 04:00:00, None, None, None, None, None
None, -9.79, None, None, None, None, 2012-12-09 05:00:00, None, None, None, None, None
None, -9.11, None, None, None, None, 2012-12-09 06:00:00, None, None, None, None, None
None, -8.53, None, None, None, None, 2012-12-09 07:00:00, None, None, None, None, None
None, -8.52, None, None, None, None, 2012-12-09 08:00:00, None, None, None, None, None
None, -8.54, None, None, None, None, 2012-12-09 09:00:00, None, None, None, None, None
None, -8.63, None, None, None, None, 2012-12-09 10:00:00, None, None, None, None, None
None, -8.65, None, None, None, None, 2012-12-09 11:00:00, None, None, None, None, None
None, -9.11, None, None, None, None, 2012-12-09 12:00:00, None, None, None, None, None
None, -9.03, None, None, None, None, 2012-12-09 13:00:00, None, None, None, None, None
None, -8.91, None, None, None, None, 2012-12-09 14:00:00, None, None, None, None, None
None, -8.9, None, None, None, None, 2012-12-09 15:00:00, None, None, None, None, None
None, -8.89, None, None, None, None, 2012-12-09 16:00:00, None, None, None, None, None
None, -8.68, None, None, None, None, 2012-12-09 17:00:00, None, None, None, None, None
None, -8.31, None, None, None, None, 2012-12-09 18:00:00, None, None, None, None, None
None, -8.12, None, None, None, None, 2012-12-09 19:00:00, None, None, None, None, None
None, -8.03, None, None, None, None, 2012-12-09 20:00:00, None, None, None, None, None
None, -7.9, None, None, None, None, 2012-12-09 21:00:00, None, None, None, None, None
None, -7.84, None, None, None, None, 2012-12-09 22:00:00, None, None, None, None, None
None, -8.14, None, None, None, None, 2012-12-09 23:00:00, None, None, None, None, None
None, -8.01, None, None, None, None, 2012-12-10 00:00:00, None, None, None, None, None
None, -7.83, None, None, None, None, 2012-12-10 01:00:00, None, None, None, None, None
None, -8.1, None, None, None, None, 2012-12-10 02:00:00, None, None, None, None, None
None, -8.72, None, None, None, None, 2012-12-10 03:00:00, None, None, None, None, None
None, -8.3, None, None, None, None, 2012-12-10 04:00:00, None, None, None, None, None
None, -7.91, None, None, None, None, 2012-12-10 05:00:00, None, None, None, None, None
None, -7.61, None, None, None, None, 2012-12-10 06:00:00, None, None, None, None, None
None, -7.15, None, None, None, None, 2012-12-10 07:00:00, None, None, None, None, None
None, -6.815, None, None, None, None, 2012-12-10 08:00:00, None, None, None, None, None
None, -6.555, None, None, None, None, 2012-12-10 09:00:00, None, None, None, None, None
None, -6.284, None, None, None, None, 2012-12-10 10:00:00, None, None, None, None, None
None, -5.929, None, None, None, None, 2012-12-10 11:00:00, None, None, None, None, None
None, -5.949, None, None, None, None, 2012-12-10 12:00:00, None, None, None, None, None
None, -6.082, None, None, None, None, 2012-12-10 13:00:00, None, None, None, None, None
None, -6.237, None, None, None, None, 2012-12-10 14:00:00, None, None, None, None, None
None, -6.333, None, None, None, None, 2012-12-10 15:00:00, None, None, None, None, None
None, -6.285, None, None, None, None, 2012-12-10 16:00:00, None, None, None, None, None
None, -6.092, None, None, None, None, 2012-12-10 17:00:00, None, None, None, None, None
None, -6.103, None, None, None, None, 2012-12-10 18:00:00, None, None, None, None, None
None, -6.275, None, None, None, None, 2012-12-10 19:00:00, None, None, None, None, None
None, -6.381, None, None, None, None, 2012-12-10 20:00:00, None, None, None, None, None
None, -6.835, None, None, None, None, 2012-12-10 21:00:00, None, None, None, None, None
None, -7.54, None, None, None, None, 2012-12-10 22:00:00, None, None, None, None, None
None, -7.83, None, None, None, None, 2012-12-10 23:00:00, None, None, None, None, None
None, -7.8, None, None, None, None, 2012-12-11 00:00:00, None, None, None, None, None
None, -7.76, None, None, None, None, 2012-12-11 01:00:00, None, None, None, None, None
None, -7.64, None, None, None, None, 2012-12-11 02:00:00, None, None, None, None, None
None, -7.47, None, None, None, None, 2012-12-11 03:00:00, None, None, None, None, None
None, -7.52, None, None, None, None, 2012-12-11 04:00:00, None, None, None, None, None
None, -7.5, None, None, None, None, 2012-12-11 05:00:00, None, None, None, None, None
None, -7.7, None, None, None, None, 2012-12-11 06:00:00, None, None, None, None, None
None, -7.99, None, None, None, None, 2012-12-11 07:00:00, None, None, None, None, None
None, -8.16, None, None, None, None, 2012-12-11 08:00:00, None, None, None, None, None
None, -8.38, None, None, None, None, 2012-12-11 09:00:00, None, None, None, None, None
None, -8.35, None, None, None, None, 2012-12-11 10:00:00, None, None, None, None, None
None, -7.06, None, None, None, None, 2012-12-11 11:00:00, None, None, None, None, None
None, -7.28, None, None, None, None, 2012-12-11 12:00:00, None, None, None, None, None
None, -7.57, None, None, None, None, 2012-12-11 13:00:00, None, None, None, None, None
None, -7.54, None, None, None, None, 2012-12-11 14:00:00, None, None, None, None, None
None, -7.39, None, None, None, None, 2012-12-11 15:00:00, None, None, None, None, None
None, -7.98, None, None, None, None, 2012-12-11 16:00:00, None, None, None, None, None
None, -8.31, None, None, None, None, 2012-12-11 17:00:00, None, None, None, None, None
None, -9.01, None, None, None, None, 2012-12-11 18:00:00, None, None, None, None, None
None, -9.61, None, None, None, None, 2012-12-11 19:00:00, None, None, None, None, None
None, -10.1, None, None, None, None, 2012-12-11 20:00:00, None, None, None, None, None
None, -10.52, None, None, None, None, 2012-12-11 21:00:00, None, None, None, None, None
None, -11.04, None, None, None, None, 2012-12-11 22:00:00, None, None, None, None, None
None, -11.21, None, None, None, None, 2012-12-11 23:00:00, None, None, None, None, None
None, -11.45, None, None, None, None, 2012-12-12 00:00:00, None, None, None, None, None
None, -11.61, None, None, None, None, 2012-12-12 01:00:00, None, None, None, None, None
None, -11.89, None, None, None, None, 2012-12-12 02:00:00, None, None, None, None, None
None, -12.39, None, None, None, None, 2012-12-12 03:00:00, None, None, None, None, None
None, -12.51, None, None, None, None, 2012-12-12 04:00:00, None, None, None, None, None
None, -12.21, None, None, None, None, 2012-12-12 05:00:00, None, None, None, None, None
None, -11.58, None, None, None, None, 2012-12-12 06:00:00, None, None, None, None, None
None, -11.37, None, None, None, None, 2012-12-12 07:00:00, None, None, None, None, None
None, -11.6, None, None, None, None, 2012-12-12 08:00:00, None, None, None, None, None
None, -11.68, None, None, None, None, 2012-12-12 09:00:00, None, None, None, None, None
None, -11.74, None, None, None, None, 2012-12-12 10:00:00, None, None, None, None, None
None, -11.11, None, None, None, None, 2012-12-12 11:00:00, None, None, None, None, None
None, -11.34, None, None, None, None, 2012-12-12 12:00:00, None, None, None, None, None
None, -11.52, None, None, None, None, 2012-12-12 13:00:00, None, None, None, None, None
None, -11.69, None, None, None, None, 2012-12-12 14:00:00, None, None, None, None, None
None, -11.71, None, None, None, None, 2012-12-12 15:00:00, None, None, None, None, None
None, -12.2, None, None, None, None, 2012-12-12 16:00:00, None, None, None, None, None
None, -12.17, None, None, None, None, 2012-12-12 17:00:00, None, None, None, None, None
None, -11.37, None, None, None, None, 2012-12-12 18:00:00, None, None, None, None, None
None, -10.31, None, None, None, None, 2012-12-12 19:00:00, None, None, None, None, None
None, -10.22, None, None, None, None, 2012-12-12 20:00:00, None, None, None, None, None
None, -9.65, None, None, None, None, 2012-12-12 21:00:00, None, None, None, None, None
None, -9.73, None, None, None, None, 2012-12-12 22:00:00, None, None, None, None, None
None, -9.61, None, None, None, None, 2012-12-12 23:00:00, None, None, None, None, None
None, -9.34, None, None, None, None, 2012-12-13 00:00:00, None, None, None, None, None
None, -9.35, None, None, None, None, 2012-12-13 01:00:00, None, None, None, None, None
None, -9.32, None, None, None, None, 2012-12-13 02:00:00, None, None, None, None, None
None, -9.08, None, None, None, None, 2012-12-13 03:00:00, None, None, None, None, None
None, -8.8, None, None, None, None, 2012-12-13 04:00:00, None, None, None, None, None
None, -8.75, None, None, None, None, 2012-12-13 05:00:00, None, None, None, None, None
None, -8.56, None, None, None, None, 2012-12-13 06:00:00, None, None, None, None, None
None, -8.64, None, None, None, None, 2012-12-13 07:00:00, None, None, None, None, None
None, -8.65, None, None, None, None, 2012-12-13 08:00:00, None, None, None, None, None
None, -8.53, None, None, None, None, 2012-12-13 09:00:00, None, None, None, None, None
None, -8.5, None, None, None, None, 2012-12-13 10:00:00, None, None, None, None, None
None, -8.82, None, None, None, None, 2012-12-13 11:00:00, None, None, None, None, None
None, -9.53, None, None, None, None, 2012-12-13 12:00:00, None, None, None, None, None
None, -9.45, None, None, None, None, 2012-12-13 13:00:00, None, None, None, None, None
None, -9.57, None, None, None, None, 2012-12-13 14:00:00, None, None, None, None, None
None, -9.59, None, None, None, None, 2012-12-13 15:00:00, None, None, None, None, None
None, -10.0, None, None, None, None, 2012-12-13 16:00:00, None, None, None, None, None
None, -10.67, None, None, None, None, 2012-12-13 17:00:00, None, None, None, None, None
None, -10.95, None, None, None, None, 2012-12-13 18:00:00, None, None, None, None, None
None, -11.11, None, None, None, None, 2012-12-13 19:00:00, None, None, None, None, None
None, -11.13, None, None, None, None, 2012-12-13 20:00:00, None, None, None, None, None
None, -11.06, None, None, None, None, 2012-12-13 21:00:00, None, None, None, None, None
None, -11.08, None, None, None, None, 2012-12-13 22:00:00, None, None, None, None, None
None, -11.26, None, None, None, None, 2012-12-13 23:00:00, None, None, None, None, None
None, -11.26, None, None, None, None, 2012-12-14 00:00:00, None, None, None, None, None
None, -11.23, None, None, None, None, 2012-12-14 01:00:00, None, None, None, None, None
None, -11.14, None, None, None, None, 2012-12-14 02:00:00, None, None, None, None, None
None, -11.15, None, None, None, None, 2012-12-14 03:00:00, None, None, None, None, None
None, -11.27, None, None, None, None, 2012-12-14 04:00:00, None, None, None, None, None
None, -11.35, None, None, None, None, 2012-12-14 05:00:00, None, None, None, None, None
None, -11.33, None, None, None, None, 2012-12-14 06:00:00, None, None, None, None, None
None, -11.31, None, None, None, None, 2012-12-14 07:00:00, None, None, None, None, None
None, -11.25, None, None, None, None, 2012-12-14 08:00:00, None, None, None, None, None
None, -10.96, None, None, None, None, 2012-12-14 09:00:00, None, None, None, None, None
None, -10.58, None, None, None, None, 2012-12-14 10:00:00, None, None, None, None, None
None, -10.14, None, None, None, None, 2012-12-14 11:00:00, None, None, None, None, None
None, -9.72, None, None, None, None, 2012-12-14 12:00:00, None, None, None, None, None
None, -9.64, None, None, None, None, 2012-12-14 13:00:00, None, None, None, None, None
None, -9.65, None, None, None, None, 2012-12-14 14:00:00, None, None, None, None, None
None, -9.54, None, None, None, None, 2012-12-14 15:00:00, None, None, None, None, None
None, -9.46, None, None, None, None, 2012-12-14 16:00:00, None, None, None, None, None
None, -9.32, None, None, None, None, 2012-12-14 17:00:00, None, None, None, None, None
None, -9.26, None, None, None, None, 2012-12-14 18:00:00, None, None, None, None, None
None, -9.22, None, None, None, None, 2012-12-14 19:00:00, None, None, None, None, None
None, -9.14, None, None, None, None, 2012-12-14 20:00:00, None, None, None, None, None
None, -9.36, None, None, None, None, 2012-12-14 21:00:00, None, None, None, None, None
None, -9.54, None, None, None, None, 2012-12-14 22:00:00, None, None, None, None, None
None, -9.59, None, None, None, None, 2012-12-14 23:00:00, None, None, None, None, None
None, -9.62, None, None, None, None, 2012-12-15 00:00:00, None, None, None, None, None
None, -9.62, None, None, None, None, 2012-12-15 01:00:00, None, None, None, None, None
None, -9.53, None, None, None, None, 2012-12-15 02:00:00, None, None, None, None, None
None, -9.44, None, None, None, None, 2012-12-15 03:00:00, None, None, None, None, None
None, -9.44, None, None, None, None, 2012-12-15 04:00:00, None, None, None, None, None
None, -9.45, None, None, None, None, 2012-12-15 05:00:00, None, None, None, None, None
None, -9.4, None, None, None, None, 2012-12-15 06:00:00, None, None, None, None, None
None, -9.44, None, None, None, None, 2012-12-15 07:00:00, None, None, None, None, None
None, -9.5, None, None, None, None, 2012-12-15 08:00:00, None, None, None, None, None
None, -9.55, None, None, None, None, 2012-12-15 09:00:00, None, None, None, None, None
None, -9.57, None, None, None, None, 2012-12-15 10:00:00, None, None, None, None, None
None, -9.54, None, None, None, None, 2012-12-15 11:00:00, None, None, None, None, None
None, -9.51, None, None, None, None, 2012-12-15 12:00:00, None, None, None, None, None
None, -9.5, None, None, None, None, 2012-12-15 13:00:00, None, None, None, None, None
None, -9.6, None, None, None, None, 2012-12-15 14:00:00, None, None, None, None, None
None, -9.67, None, None, None, None, 2012-12-15 15:00:00, None, None, None, None, None
None, -9.78, None, None, None, None, 2012-12-15 16:00:00, None, None, None, None, None
None, -10.04, None, None, None, None, 2012-12-15 17:00:00, None, None, None, None, None
None, -10.39, None, None, None, None, 2012-12-15 18:00:00, None, None, None, None, None
None, -10.75, None, None, None, None, 2012-12-15 19:00:00, None, None, None, None, None
None, -11.08, None, None, None, None, 2012-12-15 20:00:00, None, None, None, None, None
None, -11.54, None, None, None, None, 2012-12-15 21:00:00, None, None, None, None, None
None, -11.91, None, None, None, None, 2012-12-15 22:00:00, None, None, None, None, None
None, -12.26, None, None, None, None, 2012-12-15 23:00:00, None, None, None, None, None
None, -12.5, None, None, None, None, 2012-12-16 00:00:00, None, None, None, None, None
None, -12.73, None, None, None, None, 2012-12-16 01:00:00, None, None, None, None, None
None, -12.86, None, None, None, None, 2012-12-16 02:00:00, None, None, None, None, None
None, -12.8, None, None, None, None, 2012-12-16 03:00:00, None, None, None, None, None
None, -12.76, None, None, None, None, 2012-12-16 04:00:00, None, None, None, None, None
None, -12.74, None, None, None, None, 2012-12-16 05:00:00, None, None, None, None, None
None, -12.73, None, None, None, None, 2012-12-16 06:00:00, None, None, None, None, None
None, -12.75, None, None, None, None, 2012-12-16 07:00:00, None, None, None, None, None
None, -12.71, None, None, None, None, 2012-12-16 08:00:00, None, None, None, None, None
None, -12.7, None, None, None, None, 2012-12-16 09:00:00, None, None, None, None, None
None, -12.71, None, None, None, None, 2012-12-16 10:00:00, None, None, None, None, None
None, -12.69, None, None, None, None, 2012-12-16 11:00:00, None, None, None, None, None
None, -12.66, None, None, None, None, 2012-12-16 12:00:00, None, None, None, None, None
None, -12.65, None, None, None, None, 2012-12-16 13:00:00, None, None, None, None, None
None, -12.66, None, None, None, None, 2012-12-16 14:00:00, None, None, None, None, None
None, -12.73, None, None, None, None, 2012-12-16 15:00:00, None, None, None, None, None
None, -12.8, None, None, None, None, 2012-12-16 16:00:00, None, None, None, None, None
None, -12.93, None, None, None, None, 2012-12-16 17:00:00, None, None, None, None, None
None, -13.03, None, None, None, None, 2012-12-16 18:00:00, None, None, None, None, None
None, -13.13, None, None, None, None, 2012-12-16 19:00:00, None, None, None, None, None
None, -13.3, None, None, None, None, 2012-12-16 20:00:00, None, None, None, None, None
None, -13.52, None, None, None, None, 2012-12-16 21:00:00, None, None, None, None, None
None, -13.71, None, None, None, None, 2012-12-16 22:00:00, None, None, None, None, None
None, -13.97, None, None, None, None, 2012-12-16 23:00:00, None, None, None, None, None
None, -14.18, None, None, None, None, 2012-12-17 00:00:00, None, None, None, None, None
None, -14.16, None, None, None, None, 2012-12-17 01:00:00, None, None, None, None, None
None, -14.23, None, None, None, None, 2012-12-17 02:00:00, None, None, None, None, None
None, -14.25, None, None, None, None, 2012-12-17 03:00:00, None, None, None, None, None
None, -14.28, None, None, None, None, 2012-12-17 04:00:00, None, None, None, None, None
None, -14.32, None, None, None, None, 2012-12-17 05:00:00, None, None, None, None, None
None, -14.35, None, None, None, None, 2012-12-17 06:00:00, None, None, None, None, None
None, -14.37, None, None, None, None, 2012-12-17 07:00:00, None, None, None, None, None
None, -14.43, None, None, None, None, 2012-12-17 08:00:00, None, None, None, None, None
None, -14.5, None, None, None, None, 2012-12-17 09:00:00, None, None, None, None, None
None, -14.54, None, None, None, None, 2012-12-17 10:00:00, None, None, None, None, None
None, -14.45, None, None, None, None, 2012-12-17 11:00:00, None, None, None, None, None
None, -14.34, None, None, None, None, 2012-12-17 12:00:00, None, None, None, None, None
None, -14.23, None, None, None, None, 2012-12-17 13:00:00, None, None, None, None, None
None, -14.19, None, None, None, None, 2012-12-17 14:00:00, None, None, None, None, None
None, -14.2, None, None, None, None, 2012-12-17 15:00:00, None, None, None, None, None
None, -14.24, None, None, None, None, 2012-12-17 16:00:00, None, None, None, None, None
None, -14.33, None, None, None, None, 2012-12-17 17:00:00, None, None, None, None, None
None, -14.43, None, None, None, None, 2012-12-17 18:00:00, None, None, None, None, None
None, -14.5, None, None, None, None, 2012-12-17 19:00:00, None, None, None, None, None
None, -14.56, None, None, None, None, 2012-12-17 20:00:00, None, None, None, None, None
None, -14.57, None, None, None, None, 2012-12-17 21:00:00, None, None, None, None, None
None, -14.58, None, None, None, None, 2012-12-17 22:00:00, None, None, None, None, None
None, -14.58, None, None, None, None, 2012-12-17 23:00:00, None, None, None, None, None
None, -14.58, None, None, None, None, 2012-12-18 00:00:00, None, None, None, None, None
None, -14.59, None, None, None, None, 2012-12-18 01:00:00, None, None, None, None, None
None, -14.59, None, None, None, None, 2012-12-18 02:00:00, None, None, None, None, None
None, -14.59, None, None, None, None, 2012-12-18 03:00:00, None, None, None, None, None
None, -14.58, None, None, None, None, 2012-12-18 04:00:00, None, None, None, None, None
None, -14.62, None, None, None, None, 2012-12-18 05:00:00, None, None, None, None, None
None, -14.66, None, None, None, None, 2012-12-18 06:00:00, None, None, None, None, None
None, -14.68, None, None, None, None, 2012-12-18 07:00:00, None, None, None, None, None
None, -14.71, None, None, None, None, 2012-12-18 08:00:00, None, None, None, None, None
None, -14.75, None, None, None, None, 2012-12-18 09:00:00, None, None, None, None, None
None, -14.79, None, None, None, None, 2012-12-18 10:00:00, None, None, None, None, None
None, -14.8, None, None, None, None, 2012-12-18 11:00:00, None, None, None, None, None
None, -14.77, None, None, None, None, 2012-12-18 12:00:00, None, None, None, None, None
None, -14.75, None, None, None, None, 2012-12-18 13:00:00, None, None, None, None, None
None, -14.77, None, None, None, None, 2012-12-18 14:00:00, None, None, None, None, None
None, -14.67, None, None, None, None, 2012-12-18 15:00:00, None, None, None, None, None
None, -14.73, None, None, None, None, 2012-12-18 16:00:00, None, None, None, None, None
None, -14.81, None, None, None, None, 2012-12-18 17:00:00, None, None, None, None, None
None, -14.89, None, None, None, None, 2012-12-18 18:00:00, None, None, None, None, None
None, -15.12, None, None, None, None, 2012-12-18 19:00:00, None, None, None, None, None
None, -15.08, None, None, None, None, 2012-12-18 20:00:00, None, None, None, None, None
None, -15.12, None, None, None, None, 2012-12-18 21:00:00, None, None, None, None, None
None, -15.04, None, None, None, None, 2012-12-18 22:00:00, None, None, None, None, None
None, -15.15, None, None, None, None, 2012-12-18 23:00:00, None, None, None, None, None
None, -15.5, None, None, None, None, 2012-12-19 00:00:00, None, None, None, None, None
