station_observations
BAR_PRESS, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, 2.1, 3.845, 66.9, 66.9, 2018-01-03 14:00:00, 2.065
None, 2.8, 2.87, 64.0, 64.04, 2018-01-03 15:00:00, 2.775
None, 3.3, 3.27, 64.4, 64.4, 2018-01-03 16:00:00, 3.272
None, 2.8, 2.515, 67.4, 67.43, 2018-01-03 17:00:00, 2.783
None, 3.4, 4.863, 66.8, 66.84, 2018-01-03 18:00:00, 3.429
None, 3.7, 4.771, 66.5, 66.52, 2018-01-03 19:00:00, 3.717
None, 3.9, 4.585, 65.6, 65.55, 2018-01-03 20:00:00, 3.851
None, 2.2, 1.935, 69.7, 69.66, 2018-01-03 21:00:00, 2.151
None, -0.9, 2.514, 80.9, 80.9, 2018-01-03 22:00:00, -0.887
None, -1.4, 2.685, 82.7, 82.7, 2018-01-03 23:00:00, -1.36
None, -2.8, 2.094, 86.6, 86.6, 2018-01-04 00:00:00, -2.845
None, -3.0, 1.786, 87.4, 87.4, 2018-01-04 01:00:00, -3.034
None, -3.8, 2.71, 89.3, 89.3, 2018-01-04 02:00:00, -3.782
None, -4.2, 2.384, 89.4, 89.4, 2018-01-04 03:00:00, -4.239
None, -4.2, 0.69, 89.7, 89.7, 2018-01-04 04:00:00, -4.17
None, -4.7, 2.209, 90.8, 90.8, 2018-01-04 05:00:00, -4.708
None, -4.9, 2.172, 90.7, 90.7, 2018-01-04 06:00:00, -4.939
None, -4.6, 2.234, 90.2, 90.2, 2018-01-04 07:00:00, -4.606
None, -4.4, 2.743, 89.6, 89.6, 2018-01-04 08:00:00, -4.42
None, -4.2, 3.797, 90.6, 90.6, 2018-01-04 09:00:00, -4.218
None, -3.9, 2.871, 90.2, 90.2, 2018-01-04 10:00:00, -3.892
None, -3.7, 1.816, 89.9, 89.9, 2018-01-04 11:00:00, -3.692
None, -2.9, 1.537, 88.7, 88.7, 2018-01-04 12:00:00, -2.87
None, -2.2, 1.695, 87.1, 87.1, 2018-01-04 13:00:00, -2.246
None, -1.8, 0.909, 85.5, 85.5, 2018-01-04 14:00:00, -1.838
None, -2.1, 1.151, 86.5, 86.5, 2018-01-04 15:00:00, -2.147
None, -3.1, 2.563, 88.0, 88.0, 2018-01-04 16:00:00, -3.144
None, -3.0, 3.02, 86.6, 86.6, 2018-01-04 17:00:00, -3.032
None, -3.5, 3.22, 86.9, 86.9, 2018-01-04 18:00:00, -3.52
None, -3.5, 3.986, 88.1, 88.1, 2018-01-04 19:00:00, -3.466
None, -3.5, 3.998, 88.3, 88.3, 2018-01-04 20:00:00, -3.476
None, -3.5, 3.282, 88.5, 88.5, 2018-01-04 21:00:00, -3.478
None, -3.7, 3.356, 89.0, 89.0, 2018-01-04 22:00:00, -3.652
None, -3.3, 3.997, 88.6, 88.6, 2018-01-04 23:00:00, -3.321
None, -3.4, 3.721, 88.5, 88.5, 2018-01-05 00:00:00, -3.446
None, -3.7, 3.778, 89.0, 89.0, 2018-01-05 01:00:00, -3.661
None, -4.0, 4.028, 89.5, 89.5, 2018-01-05 02:00:00, -3.98
None, -4.2, 3.86, 89.8, 89.8, 2018-01-05 03:00:00, -4.195
None, -4.2, 4.143, 90.0, 90.0, 2018-01-05 04:00:00, -4.178
None, -4.0, 4.151, 89.9, 89.9, 2018-01-05 05:00:00, -3.978
None, -3.8, 4.153, 89.9, 89.9, 2018-01-05 06:00:00, -3.833
None, -3.5, 3.367, 89.6, 89.6, 2018-01-05 07:00:00, -3.481
None, -3.3, 3.426, 89.2, 89.2, 2018-01-05 08:00:00, -3.332
None, -3.3, 4.08, 88.7, 88.7, 2018-01-05 09:00:00, -3.322
None, -3.4, 3.381, 88.6, 88.6, 2018-01-05 10:00:00, -3.367
None, -2.9, 3.291, 87.1, 87.1, 2018-01-05 11:00:00, -2.917
None, -2.7, 2.952, 85.7, 85.7, 2018-01-05 12:00:00, -2.664
None, -2.2, 3.171, 84.4, 84.4, 2018-01-05 13:00:00, -2.229
None, -1.9, 2.437, 83.0, 83.0, 2018-01-05 14:00:00, -1.925
None, -1.8, 2.863, 82.6, 82.6, 2018-01-05 15:00:00, -1.826
None, -1.8, 3.51, 82.6, 82.6, 2018-01-05 16:00:00, -1.765
None, -1.9, 3.157, 83.9, 83.9, 2018-01-05 17:00:00, -1.906
None, -2.1, 3.526, 84.9, 84.9, 2018-01-05 18:00:00, -2.059
None, -2.1, 3.118, 84.8, 84.8, 2018-01-05 19:00:00, -2.078
None, -2.4, 2.901, 85.1, 85.1, 2018-01-05 20:00:00, -2.43
None, -2.7, 2.938, 85.7, 85.7, 2018-01-05 21:00:00, -2.742
None, -3.5, 1.679, 86.2, 86.2, 2018-01-05 22:00:00, -3.52
None, -3.5, 1.124, 86.7, 86.7, 2018-01-05 23:00:00, -3.539
None, -3.1, 0.45, 86.6, 86.6, 2018-01-06 00:00:00, -3.103
None, -3.2, 0.858, 87.0, 87.0, 2018-01-06 01:00:00, -3.226
None, -3.7, 1.449, 88.1, 88.1, 2018-01-06 02:00:00, -3.712
None, -3.7, 1.227, 88.1, 88.1, 2018-01-06 03:00:00, -3.69
None, -1.4, 2.247, 77.7, 77.68, 2018-01-06 04:00:00, -1.376
None, -1.8, 3.857, 75.0, 75.02, 2018-01-06 05:00:00, -1.766
None, -2.3, 1.811, 75.1, 75.09, 2018-01-06 06:00:00, -2.344
None, -2.5, 2.991, 69.9, 69.93, 2018-01-06 07:00:00, -2.475
None, -1.6, 1.423, 69.5, 69.47, 2018-01-06 08:00:00, -1.614
None, -0.4, 2.123, 65.4, 65.35, 2018-01-06 09:00:00, -0.422
None, -0.3, 4.255, 66.0, 65.95, 2018-01-06 10:00:00, -0.35
None, 0.9, 5.303, 60.9, 60.9, 2018-01-06 11:00:00, 0.87
None, 1.7, 6.201, 55.1, 55.12, 2018-01-06 12:00:00, 1.749
None, 1.8, 6.686, 51.5, 51.53, 2018-01-06 13:00:00, 1.752
None, 1.5, 6.244, 51.1, 51.11, 2018-01-06 14:00:00, 1.46
None, 1.8, 7.234, 48.8, 48.8, 2018-01-06 15:00:00, 1.842
None, 1.8, 7.883, 48.5, 48.47, 2018-01-06 16:00:00, 1.842
None, 0.1, 3.074, 52.1, 52.14, 2018-01-06 17:00:00, 0.133
None, -1.0, 2.36, 56.1, 56.05, 2018-01-06 18:00:00, -0.995
None, -1.1, 1.289, 55.8, 55.78, 2018-01-06 19:00:00, -1.085
None, -1.9, 1.017, 60.7, 60.74, 2018-01-06 20:00:00, -1.871
None, -1.6, 1.067, 59.1, 59.06, 2018-01-06 21:00:00, -1.647
None, -2.1, 2.293, 60.4, 60.42, 2018-01-06 22:00:00, -2.138
None, -2.7, 1.158, 63.5, 63.49, 2018-01-06 23:00:00, -2.663
None, -2.8, 1.163, 65.8, 65.82, 2018-01-07 00:00:00, -2.824
None, -2.3, 2.107, 62.6, 62.58, 2018-01-07 01:00:00, -2.345
None, -2.2, 1.661, 64.5, 64.54, 2018-01-07 02:00:00, -2.234
None, -1.3, 2.749, 61.7, 61.68, 2018-01-07 03:00:00, -1.345
None, -1.2, 2.463, 60.2, 60.23, 2018-01-07 04:00:00, -1.206
None, -3.0, 1.273, 67.9, 67.87, 2018-01-07 05:00:00, -3.013
None, -3.5, 1.58, 71.9, 71.93, 2018-01-07 06:00:00, -3.513
None, -5.2, 1.713, 80.6, 80.6, 2018-01-07 07:00:00, -5.158
None, -6.1, 2.314, 84.4, 84.4, 2018-01-07 08:00:00, -6.073
None, -6.2, 1.67, 85.4, 85.4, 2018-01-07 09:00:00, -6.223
None, -6.0, 0.903, 86.8, 86.8, 2018-01-07 10:00:00, -6.004
None, -5.3, 2.749, 84.4, 84.4, 2018-01-07 11:00:00, -5.263
None, -4.8, 1.497, 82.4, 82.4, 2018-01-07 12:00:00, -4.824
None, -4.5, 0.843, 81.4, 81.4, 2018-01-07 13:00:00, -4.503
None, -4.1, 1.303, 79.6, 79.57, 2018-01-07 14:00:00, -4.127
None, -4.2, 0.969, 82.1, 82.1, 2018-01-07 15:00:00, -4.161
None, -4.6, 0.412, 83.4, 83.4, 2018-01-07 16:00:00, -4.561
None, -5.3, 0.426, 81.3, 81.3, 2018-01-07 17:00:00, -5.27
None, -5.1, 0.714, 83.4, 83.4, 2018-01-07 18:00:00, -5.078
None, -5.9, 0.271, 88.7, 88.7, 2018-01-07 19:00:00, -5.88
None, -5.7, 0.284, 85.7, 85.7, 2018-01-07 20:00:00, -5.71
None, -5.5, 0.598, 87.4, 87.4, 2018-01-07 21:00:00, -5.506
None, -5.4, 0.53, 88.4, 88.4, 2018-01-07 22:00:00, -5.36
None, -5.3, 0.306, 86.3, 86.3, 2018-01-07 23:00:00, -5.297
None, -5.2, 0.203, 86.7, 86.7, 2018-01-08 00:00:00, -5.208
None, -5.3, 0.631, 86.9, 86.9, 2018-01-08 01:00:00, -5.268
None, -5.1, 2.705, 85.6, 85.6, 2018-01-08 02:00:00, -5.081
None, -6.7, 2.726, 78.4, 78.35, 2018-01-08 03:00:00, -6.733
None, -8.0, 2.391, 78.6, 78.64, 2018-01-08 04:00:00, -7.998
None, -8.6, 1.02, 79.5, 79.45, 2018-01-08 05:00:00, -8.58
None, -8.8, 1.514, 77.2, 77.16, 2018-01-08 06:00:00, -8.76
None, -9.1, 1.123, 77.0, 77.0, 2018-01-08 07:00:00, -9.06
None, -9.9, 2.487, 65.2, 65.24, 2018-01-08 08:00:00, -9.88
None, -10.9, 1.751, 66.5, 66.47, 2018-01-08 09:00:00, -10.9
None, -11.6, 1.501, 63.1, 63.06, 2018-01-08 10:00:00, -11.57
None, -11.5, 2.015, 59.3, 59.32, 2018-01-08 11:00:00, -11.5
None, -11.7, 2.323, 59.3, 59.32, 2018-01-08 12:00:00, -11.74
None, -12.1, 2.707, 59.2, 59.2, 2018-01-08 13:00:00, -12.07
None, -12.5, 2.777, 60.5, 60.46, 2018-01-08 14:00:00, -12.48
None, -13.0, 2.099, 66.9, 66.94, 2018-01-08 15:00:00, -13.03
None, -13.3, 1.687, 66.8, 66.77, 2018-01-08 16:00:00, -13.3
None, -13.8, 1.881, 66.3, 66.3, 2018-01-08 17:00:00, -13.75
None, -14.3, 1.797, 70.1, 70.11, 2018-01-08 18:00:00, -14.32
None, -14.7, 1.843, 67.8, 67.81, 2018-01-08 19:00:00, -14.71
None, -15.1, 2.61, 62.9, 62.94, 2018-01-08 20:00:00, -15.14
None, -15.6, 2.293, 62.2, 62.17, 2018-01-08 21:00:00, -15.58
None, -15.9, 1.744, 61.4, 61.39, 2018-01-08 22:00:00, -15.93
None, -16.5, 2.248, 63.0, 62.98, 2018-01-08 23:00:00, -16.49
None, -16.9, 3.094, 63.4, 63.39, 2018-01-09 00:00:00, -16.92
None, -17.4, 4.168, 62.9, 62.86, 2018-01-09 01:00:00, -17.35
None, -17.8, 1.933, 65.1, 65.05, 2018-01-09 02:00:00, -17.75
None, -18.2, 1.533, 65.0, 65.02, 2018-01-09 03:00:00, -18.16
None, -18.6, 1.737, 63.9, 63.91, 2018-01-09 04:00:00, -18.63
None, -18.8, 1.578, 60.7, 60.69, 2018-01-09 05:00:00, -18.84
None, -19.2, 2.06, 57.6, 57.59, 2018-01-09 06:00:00, -19.16
None, -19.7, 2.285, 55.4, 55.43, 2018-01-09 07:00:00, -19.67
None, -20.2, 1.953, 56.7, 56.68, 2018-01-09 08:00:00, -20.16
None, -20.6, 2.198, 60.2, 60.18, 2018-01-09 09:00:00, -20.59
None, -21.0, 1.968, 60.9, 60.94, 2018-01-09 10:00:00, -20.97
None, -21.4, 1.954, 61.0, 60.96, 2018-01-09 11:00:00, -21.4
None, -21.4, 1.657, 60.0, 60.02, 2018-01-09 12:00:00, -21.41
None, -21.4, 1.634, 55.7, 55.72, 2018-01-09 13:00:00, -21.4
None, -21.7, 1.874, 55.3, 55.28, 2018-01-09 14:00:00, -21.66
None, -22.0, 0.794, 54.3, 54.29, 2018-01-09 15:00:00, -21.99
None, -22.6, 1.37, 53.6, 53.62, 2018-01-09 16:00:00, -22.56
None, -24.4, 0.783, 55.3, 55.31, 2018-01-09 17:00:00, -24.37
None, -26.2, 0.874, 60.9, 60.93, 2018-01-09 18:00:00, -26.17
None, -25.5, 0.826, 61.7, 61.7, 2018-01-09 19:00:00, -25.45
None, -24.9, 1.005, 61.5, 61.48, 2018-01-09 20:00:00, -24.93
None, -25.9, 0.966, 64.7, 64.7, 2018-01-09 21:00:00, -25.91
None, -26.0, 0.733, 65.9, 65.85, 2018-01-09 22:00:00, -25.99
None, -26.6, 0.824, 65.9, 65.85, 2018-01-09 23:00:00, -26.56
None, -25.3, 0.809, 60.5, 60.53, 2018-01-10 00:00:00, -25.27
None, -25.8, 1.229, 63.2, 63.19, 2018-01-10 01:00:00, -25.84
None, -25.5, 1.255, 63.7, 63.68, 2018-01-10 02:00:00, -25.47
None, -25.9, 0.931, 62.7, 62.73, 2018-01-10 03:00:00, -25.93
None, -28.4, 0.893, 64.2, 64.2, 2018-01-10 04:00:00, -28.4
None, -26.4, 1.285, 63.4, 63.44, 2018-01-10 05:00:00, -26.38
None, -25.9, 2.224, 61.2, 61.16, 2018-01-10 06:00:00, -25.88
None, -26.1, 0.707, 60.8, 60.82, 2018-01-10 07:00:00, -26.13
None, -26.6, 0.893, 61.0, 61.01, 2018-01-10 08:00:00, -26.59
None, -28.0, 1.581, 61.5, 61.49, 2018-01-10 09:00:00, -28.01
None, -28.9, 2.491, 61.2, 61.19, 2018-01-10 10:00:00, -28.91
None, -28.5, 1.83, 58.8, 58.8, 2018-01-10 11:00:00, -28.5
None, -28.3, 1.623, 58.0, 58.02, 2018-01-10 12:00:00, -28.26
None, -27.5, 0.64, 58.3, 58.25, 2018-01-10 13:00:00, -27.48
None, -26.4, 0.617, 56.4, 56.39, 2018-01-10 14:00:00, -26.35
None, -25.8, 0.747, 56.4, 56.43, 2018-01-10 15:00:00, -25.82
None, -26.4, 0.58, 57.2, 57.24, 2018-01-10 16:00:00, -26.36
None, -27.4, 0.201, 61.0, 61.0, 2018-01-10 17:00:00, -27.35
None, -27.9, 0.3, 70.6, 70.58, 2018-01-10 18:00:00, -27.86
None, -26.4, 0.502, 75.0, 75.0, 2018-01-10 19:00:00, -26.42
None, -27.8, 1.82, 71.3, 71.25, 2018-01-10 20:00:00, -27.82
None, -29.3, 1.835, 69.4, 69.39, 2018-01-10 21:00:00, -29.29
None, -30.4, 2.03, 68.1, 68.1, 2018-01-10 22:00:00, -30.42
None, -31.7, 2.058, 67.0, 67.03, 2018-01-10 23:00:00, -31.65
None, -31.5, 2.223, 67.5, 67.52, 2018-01-11 00:00:00, -31.46
None, -32.0, 1.115, 66.9, 66.89, 2018-01-11 01:00:00, -32.04
None, -33.4, 0.259, 65.2, 65.23, 2018-01-11 02:00:00, -33.44
None, -33.7, 0.117, 65.3, 65.32, 2018-01-11 03:00:00, -33.74
None, -33.8, 0.01, 65.0, 65.0, 2018-01-11 04:00:00, -33.8
None, -34.7, 0.22, 63.9, 63.92, 2018-01-11 05:00:00, -34.69
None, -33.5, 0.312, 65.4, 65.44, 2018-01-11 06:00:00, -33.49
None, -34.9, 0.189, 63.6, 63.55, 2018-01-11 07:00:00, -34.9
None, -36.3, 0.484, 62.4, 62.37, 2018-01-11 08:00:00, -36.34
None, -38.6, 0.756, 60.0, 60.04, 2018-01-11 09:00:00, -38.62
None, -38.3, 0.497, 60.5, 60.54, 2018-01-11 10:00:00, -38.26
None, -37.2, 1.294, 61.5, 61.53, 2018-01-11 11:00:00, -37.22
None, -36.1, 1.379, 62.6, 62.59, 2018-01-11 12:00:00, -36.09
None, -34.5, 1.247, 63.9, 63.91, 2018-01-11 13:00:00, -34.5
None, -33.7, 1.571, 64.4, 64.43, 2018-01-11 14:00:00, -33.65
None, -32.8, 1.163, 65.1, 65.1, 2018-01-11 15:00:00, -32.83
None, -32.9, 0.691, 65.4, 65.37, 2018-01-11 16:00:00, -32.86
None, -33.2, 0.368, 64.7, 64.74, 2018-01-11 17:00:00, -33.24
None, -34.1, 0.719, 64.3, 64.25, 2018-01-11 18:00:00, -34.07
None, -34.7, 0.823, 63.5, 63.51, 2018-01-11 19:00:00, -34.69
None, -34.6, 1.213, 63.7, 63.68, 2018-01-11 20:00:00, -34.62
None, -34.9, 1.27, 62.9, 62.86, 2018-01-11 21:00:00, -34.91
None, -35.1, 1.666, 62.7, 62.68, 2018-01-11 22:00:00, -35.13
None, -35.9, 1.394, 61.7, 61.68, 2018-01-11 23:00:00, -35.88
None, -35.4, 1.511, 62.1, 62.11, 2018-01-12 00:00:00, -35.43
None, -36.1, 0.885, 61.0, 60.97, 2018-01-12 01:00:00, -36.09
None, -35.9, 1.881, 61.1, 61.06, 2018-01-12 02:00:00, -35.93
None, -36.2, 1.691, 61.0, 60.97, 2018-01-12 03:00:00, -36.15
None, -36.3, 1.636, 60.7, 60.74, 2018-01-12 04:00:00, -36.27
None, -36.5, 1.353, 60.3, 60.3, 2018-01-12 05:00:00, -36.53
None, -36.6, 1.28, 60.1, 60.06, 2018-01-12 06:00:00, -36.57
None, -36.5, 0.889, 59.3, 59.26, 2018-01-12 07:00:00, -36.49
None, -36.9, 0.978, 58.5, 58.52, 2018-01-12 08:00:00, -36.91
None, -36.1, 0.748, 58.6, 58.58, 2018-01-12 09:00:00, -36.08
None, -35.9, 0.346, 58.8, 58.82, 2018-01-12 10:00:00, -35.89
None, -34.9, 0.822, 58.6, 58.64, 2018-01-12 11:00:00, -34.92
None, -33.6, 0.918, 59.4, 59.42, 2018-01-12 12:00:00, -33.55
None, -32.5, 0.818, 59.6, 59.61, 2018-01-12 13:00:00, -32.48
None, -31.7, 0.466, 63.8, 63.84, 2018-01-12 14:00:00, -31.69
None, -30.7, 0.41, 68.0, 68.02, 2018-01-12 15:00:00, -30.7
None, -30.6, 0.211, 68.8, 68.78, 2018-01-12 16:00:00, -30.59
None, -29.5, 0.295, 69.1, 69.11, 2018-01-12 17:00:00, -29.48
None, -30.0, 0.48, 68.2, 68.16, 2018-01-12 18:00:00, -29.96
None, -29.8, 0.406, 68.3, 68.28, 2018-01-12 19:00:00, -29.79
None, -29.1, 0.463, 68.9, 68.94, 2018-01-12 20:00:00, -29.05
None, -28.5, 0.704, 69.2, 69.15, 2018-01-12 21:00:00, -28.52
None, -28.3, 1.184, 68.2, 68.21, 2018-01-12 22:00:00, -28.27
None, -27.8, 0.774, 68.1, 68.07, 2018-01-12 23:00:00, -27.75
None, -27.3, 1.428, 69.1, 69.1, 2018-01-13 00:00:00, -27.33
None, -26.4, 0.754, 70.5, 70.45, 2018-01-13 01:00:00, -26.42
None, -24.9, 0.271, 74.1, 74.1, 2018-01-13 02:00:00, -24.88
None, -24.3, 1.089, 74.2, 74.16, 2018-01-13 03:00:00, -24.32
None, -23.3, 0.734, 75.5, 75.46, 2018-01-13 04:00:00, -23.27
None, -22.9, 0.449, 75.6, 75.59, 2018-01-13 05:00:00, -22.9
None, -21.8, 0.324, 76.9, 76.87, 2018-01-13 06:00:00, -21.76
None, -21.9, 0.934, 76.1, 76.1, 2018-01-13 07:00:00, -21.85
None, -22.3, 0.649, 76.3, 76.25, 2018-01-13 08:00:00, -22.25
None, -21.3, 0.392, 77.2, 77.15, 2018-01-13 09:00:00, -21.34
None, -20.1, 0.161, 78.7, 78.65, 2018-01-13 10:00:00, -20.14
None, -19.0, 0.176, 79.3, 79.33, 2018-01-13 11:00:00, -19.02
None, -17.8, 0.347, 80.2, 80.2, 2018-01-13 12:00:00, -17.83
None, -16.2, 0.283, 81.8, 81.8, 2018-01-13 13:00:00, -16.21
None, -15.0, 0.254, 82.4, 82.4, 2018-01-13 14:00:00, -14.98
None, -13.8, 0.433, 83.8, 83.8, 2018-01-13 15:00:00, -13.77
None, -12.7, 0.279, 84.1, 84.1, 2018-01-13 16:00:00, -12.73
None, -12.1, 0.293, 83.6, 83.6, 2018-01-13 17:00:00, -12.14
None, -12.1, 0.554, 78.5, 78.52, 2018-01-13 18:00:00, -12.09
None, -11.4, 0.44, 78.6, 78.63, 2018-01-13 19:00:00, -11.39
None, -9.6, 2.297, 84.6, 84.6, 2018-01-13 20:00:00, -9.62
None, -7.6, 3.065, 88.5, 88.5, 2018-01-13 21:00:00, -7.568
None, -6.8, 2.302, 87.8, 87.8, 2018-01-13 22:00:00, -6.797
None, -6.7, 1.899, 88.0, 88.0, 2018-01-13 23:00:00, -6.671
None, -7.4, 0.724, 88.2, 88.2, 2018-01-14 00:00:00, -7.357
None, -6.6, 2.24, 88.2, 88.2, 2018-01-14 01:00:00, -6.593
None, -6.6, 2.088, 87.4, 87.4, 2018-01-14 02:00:00, -6.589
None, -6.4, 1.985, 87.5, 87.5, 2018-01-14 03:00:00, -6.419
None, -6.3, 1.663, 88.0, 88.0, 2018-01-14 04:00:00, -6.334
None, -6.7, 0.272, 87.6, 87.6, 2018-01-14 05:00:00, -6.654
None, -7.0, 0.45, 86.4, 86.4, 2018-01-14 06:00:00, -6.96
None, -6.7, 0.224, 86.3, 86.3, 2018-01-14 07:00:00, -6.7
None, -5.7, 2.197, 87.2, 87.2, 2018-01-14 08:00:00, -5.708
None, -5.4, 5.108, 84.2, 84.2, 2018-01-14 09:00:00, -5.447
None, -6.1, 5.229, 82.6, 82.6, 2018-01-14 10:00:00, -6.1
None, -6.4, 4.31, 80.5, 80.5, 2018-01-14 11:00:00, -6.411
None, -6.2, 3.362, 80.7, 80.7, 2018-01-14 12:00:00, -6.193
None, -5.8, 3.481, 81.6, 81.6, 2018-01-14 13:00:00, -5.779
None, -5.7, 4.597, 82.3, 82.3, 2018-01-14 14:00:00, -5.695
None, -6.1, 4.898, 83.4, 83.4, 2018-01-14 15:00:00, -6.144
None, -6.4, 4.56, 83.0, 83.0, 2018-01-14 16:00:00, -6.387
None, -6.4, 4.103, 83.1, 83.1, 2018-01-14 17:00:00, -6.389
None, -6.5, 3.496, 84.3, 84.3, 2018-01-14 18:00:00, -6.464
None, -6.4, 3.577, 86.1, 86.1, 2018-01-14 19:00:00, -6.415
None, -6.3, 3.115, 88.0, 88.0, 2018-01-14 20:00:00, -6.349
None, -6.4, 3.123, 86.2, 86.2, 2018-01-14 21:00:00, -6.425
None, -6.5, 3.089, 85.7, 85.7, 2018-01-14 22:00:00, -6.501
None, -6.6, 2.877, 87.3, 87.3, 2018-01-14 23:00:00, -6.588
None, -6.7, 2.897, 89.6, 89.6, 2018-01-15 00:00:00, -6.736
