station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, time
None, -0.8, None, 97.1, 2018-01-06 07:00:00
None, -0.8, None, 95.5, 2018-01-06 08:00:00
None, -1.1, None, 94.5, 2018-01-06 09:00:00
None, -1.1, None, 93.9, 2018-01-06 10:00:00
None, 0.9, None, 81.7, 2018-01-06 11:00:00
None, 0.5, None, 82.5, 2018-01-06 12:00:00
None, 1.2, None, 78.2, 2018-01-06 13:00:00
None, 0.6, None, 80.3, 2018-01-06 14:00:00
None, 0.6, None, 81.0, 2018-01-06 15:00:00
None, -0.1, None, 85.0, 2018-01-06 16:00:00
None, -0.8, None, 88.1, 2018-01-06 17:00:00
None, -1.4, None, 91.8, 2018-01-06 18:00:00
None, -1.8, None, 93.9, 2018-01-06 19:00:00
None, -2.0, None, 94.4, 2018-01-06 20:00:00
None, -2.3, None, 94.7, 2018-01-06 21:00:00
None, -2.5, None, 95.4, 2018-01-06 22:00:00
None, -2.9, None, 96.7, 2018-01-06 23:00:00
None, -3.2, None, 96.8, 2018-01-07 00:00:00
None, -3.8, None, 97.0, 2018-01-07 01:00:00
None, -4.5, None, 97.5, 2018-01-07 02:00:00
None, -4.7, None, 97.0, 2018-01-07 03:00:00
None, -5.2, None, 96.2, 2018-01-07 04:00:00
None, -5.5, None, 95.8, 2018-01-07 05:00:00
None, -5.8, None, 95.4, 2018-01-07 06:00:00
None, -6.2, None, 95.7, 2018-01-07 07:00:00
None, -6.4, None, 94.6, 2018-01-07 08:00:00
None, -5.8, None, 94.8, 2018-01-07 09:00:00
None, -5.1, None, 94.7, 2018-01-07 10:00:00
None, -2.9, None, 93.9, 2018-01-07 11:00:00
None, -0.3, None, 90.0, 2018-01-07 12:00:00
None, 0.4, None, 90.1, 2018-01-07 13:00:00
None, 1.2, None, 83.7, 2018-01-07 14:00:00
None, 1.4, None, 82.3, 2018-01-07 15:00:00
None, 1.5, None, 81.8, 2018-01-07 16:00:00
None, 1.6, None, 80.1, 2018-01-07 17:00:00
None, 1.8, None, 78.1, 2018-01-07 18:00:00
None, 2.0, None, 76.6, 2018-01-07 19:00:00
None, 2.1, None, 75.7, 2018-01-07 20:00:00
None, 2.1, None, 75.0, 2018-01-07 21:00:00
None, 2.5, None, 73.4, 2018-01-07 22:00:00
None, 2.3, None, 74.3, 2018-01-07 23:00:00
None, 2.3, None, 74.4, 2018-01-08 00:00:00
None, 2.2, None, 75.8, 2018-01-08 01:00:00
None, 2.2, None, 76.6, 2018-01-08 02:00:00
None, 2.0, None, 79.8, 2018-01-08 03:00:00
None, 1.5, None, 84.2, 2018-01-08 04:00:00
None, 1.6, None, 83.4, 2018-01-08 05:00:00
None, 1.7, None, 83.5, 2018-01-08 06:00:00
None, 1.9, None, 81.5, 2018-01-08 07:00:00
None, 1.9, None, 80.5, 2018-01-08 08:00:00
None, 1.8, None, 80.8, 2018-01-08 09:00:00
None, 2.1, None, 79.4, 2018-01-08 10:00:00
None, 2.5, None, 76.9, 2018-01-08 11:00:00
None, 2.7, None, 75.2, 2018-01-08 12:00:00
None, 3.0, None, 73.1, 2018-01-08 13:00:00
None, 2.9, None, 73.7, 2018-01-08 14:00:00
None, 2.8, None, 74.6, 2018-01-08 15:00:00
None, 2.8, None, 74.2, 2018-01-08 16:00:00
None, 2.6, None, 75.7, 2018-01-08 17:00:00
None, 2.3, None, 79.4, 2018-01-08 18:00:00
None, 1.9, None, 84.2, 2018-01-08 19:00:00
None, 1.8, None, 85.2, 2018-01-08 20:00:00
None, 1.6, None, 87.6, 2018-01-08 21:00:00
None, 1.5, None, 88.7, 2018-01-08 22:00:00
None, 1.4, None, 89.3, 2018-01-08 23:00:00
None, 1.2, None, 91.3, 2018-01-09 00:00:00
None, 1.3, None, 90.5, 2018-01-09 01:00:00
None, 1.5, None, 88.6, 2018-01-09 02:00:00
None, 1.6, None, 86.6, 2018-01-09 03:00:00
None, 1.5, None, 87.8, 2018-01-09 04:00:00
None, 1.4, None, 89.4, 2018-01-09 05:00:00
None, 1.4, None, 89.0, 2018-01-09 06:00:00
None, 1.4, None, 89.1, 2018-01-09 07:00:00
None, 1.3, None, 90.9, 2018-01-09 08:00:00
None, 1.0, None, 92.6, 2018-01-09 09:00:00
None, 0.7, None, 95.1, 2018-01-09 10:00:00
None, -1.5, None, 93.1, 2018-01-09 11:00:00
None, -3.1, None, 88.4, 2018-01-09 12:00:00
None, -4.0, None, 83.8, 2018-01-09 13:00:00
None, -4.6, None, 80.6, 2018-01-09 14:00:00
None, -5.5, None, 81.0, 2018-01-09 15:00:00
None, -6.1, None, 75.9, 2018-01-09 16:00:00
None, -6.9, None, 75.0, 2018-01-09 17:00:00
None, -7.8, None, 73.2, 2018-01-09 18:00:00
None, -8.5, None, 71.3, 2018-01-09 19:00:00
None, -9.2, None, 70.6, 2018-01-09 20:00:00
None, -9.7, None, 69.7, 2018-01-09 21:00:00
None, -10.1, None, 68.6, 2018-01-09 22:00:00
None, -10.7, None, 67.4, 2018-01-09 23:00:00
None, -11.2, None, 65.9, 2018-01-10 00:00:00
None, -11.6, None, 64.5, 2018-01-10 01:00:00
None, -12.0, None, 63.5, 2018-01-10 02:00:00
None, -12.2, None, 62.0, 2018-01-10 03:00:00
None, -12.7, None, 62.1, 2018-01-10 04:00:00
None, -13.0, None, 62.3, 2018-01-10 05:00:00
None, -13.4, None, 62.6, 2018-01-10 06:00:00
None, -13.9, None, 64.1, 2018-01-10 07:00:00
None, -14.4, None, 66.3, 2018-01-10 08:00:00
None, -14.7, None, 69.0, 2018-01-10 09:00:00
None, -14.8, None, 73.8, 2018-01-10 10:00:00
None, -14.8, None, 76.3, 2018-01-10 11:00:00
None, -14.4, None, 72.9, 2018-01-10 12:00:00
None, -14.4, None, 69.6, 2018-01-10 13:00:00
None, -14.4, None, 65.3, 2018-01-10 14:00:00
None, -14.8, None, 69.5, 2018-01-10 15:00:00
None, -15.4, None, 72.9, 2018-01-10 16:00:00
None, -16.0, None, 74.7, 2018-01-10 17:00:00
None, -16.3, None, 73.2, 2018-01-10 18:00:00
None, -16.7, None, 73.2, 2018-01-10 19:00:00
None, -17.0, None, 74.7, 2018-01-10 20:00:00
None, -17.4, None, 75.6, 2018-01-10 21:00:00
None, -18.2, None, 78.5, 2018-01-10 22:00:00
None, -18.9, None, 81.3, 2018-01-10 23:00:00
None, -18.7, None, 82.4, 2018-01-11 00:00:00
None, -18.2, None, 79.7, 2018-01-11 01:00:00
None, -18.0, None, 79.5, 2018-01-11 02:00:00
None, -18.0, None, 78.7, 2018-01-11 03:00:00
None, -18.4, None, 78.9, 2018-01-11 04:00:00
None, -18.5, None, 78.6, 2018-01-11 05:00:00
None, -18.9, None, 79.9, 2018-01-11 06:00:00
None, -19.6, None, 83.1, 2018-01-11 07:00:00
None, -21.0, None, 84.1, 2018-01-11 08:00:00
None, -21.8, None, 82.2, 2018-01-11 09:00:00
None, -19.0, None, 71.9, 2018-01-11 10:00:00
None, -18.0, None, 71.2, 2018-01-11 11:00:00
None, -15.9, None, 63.4, 2018-01-11 12:00:00
None, -14.6, None, 57.8, 2018-01-11 13:00:00
None, -13.8, None, 57.3, 2018-01-11 14:00:00
None, -13.2, None, 57.6, 2018-01-11 15:00:00
None, -14.3, None, 64.8, 2018-01-11 16:00:00
None, -16.5, None, 73.0, 2018-01-11 17:00:00
None, -18.7, None, 81.1, 2018-01-11 18:00:00
None, -20.6, None, 83.7, 2018-01-11 19:00:00
None, -22.0, None, 83.8, 2018-01-11 20:00:00
None, -22.7, None, 82.6, 2018-01-11 21:00:00
None, -23.5, None, 81.3, 2018-01-11 22:00:00
None, -24.2, None, 80.9, 2018-01-11 23:00:00
None, -24.0, None, 80.7, 2018-01-12 00:00:00
None, -23.2, None, 80.9, 2018-01-12 01:00:00
None, -22.6, None, 81.2, 2018-01-12 02:00:00
None, -22.8, None, 81.1, 2018-01-12 03:00:00
None, -23.5, None, 80.6, 2018-01-12 04:00:00
None, -24.0, None, 80.2, 2018-01-12 05:00:00
None, -24.3, None, 80.0, 2018-01-12 06:00:00
None, -24.4, None, 79.9, 2018-01-12 07:00:00
None, -24.2, None, 80.3, 2018-01-12 08:00:00
None, -22.6, None, 81.7, 2018-01-12 09:00:00
None, -20.4, None, 82.0, 2018-01-12 10:00:00
None, -17.3, None, 83.7, 2018-01-12 11:00:00
None, -14.5, None, 83.9, 2018-01-12 12:00:00
None, -12.5, None, 80.1, 2018-01-12 13:00:00
None, -10.6, None, 76.4, 2018-01-12 14:00:00
None, -9.9, None, 75.7, 2018-01-12 15:00:00
None, -9.9, None, 77.0, 2018-01-12 16:00:00
None, -11.2, None, 77.1, 2018-01-12 17:00:00
None, -12.0, None, 81.1, 2018-01-12 18:00:00
None, -12.1, None, 81.9, 2018-01-12 19:00:00
None, -11.9, None, 82.0, 2018-01-12 20:00:00
None, -12.3, None, 83.1, 2018-01-12 21:00:00
None, -12.2, None, 84.0, 2018-01-12 22:00:00
None, -11.9, None, 84.1, 2018-01-12 23:00:00
None, -11.2, None, 86.0, 2018-01-13 00:00:00
None, -10.9, None, 87.7, 2018-01-13 01:00:00
None, -10.3, None, 88.8, 2018-01-13 02:00:00
None, -9.9, None, 89.9, 2018-01-13 03:00:00
None, -10.1, None, 90.5, 2018-01-13 04:00:00
None, -10.2, None, 90.8, 2018-01-13 05:00:00
None, -9.9, None, 90.8, 2018-01-13 06:00:00
None, -9.4, None, 90.5, 2018-01-13 07:00:00
None, -8.2, None, 90.1, 2018-01-13 08:00:00
None, -6.0, None, 85.8, 2018-01-13 09:00:00
None, -4.8, None, 81.4, 2018-01-13 10:00:00
None, -4.2, None, 79.6, 2018-01-13 11:00:00
None, -3.6, None, 78.5, 2018-01-13 12:00:00
None, -2.5, None, 76.1, 2018-01-13 13:00:00
None, -1.8, None, 74.4, 2018-01-13 14:00:00
None, -1.5, None, 75.1, 2018-01-13 15:00:00
None, -2.0, None, 78.0, 2018-01-13 16:00:00
None, -2.4, None, 80.5, 2018-01-13 17:00:00
None, -2.5, None, 81.9, 2018-01-13 18:00:00
None, -2.4, None, 82.2, 2018-01-13 19:00:00
None, -2.3, None, 82.7, 2018-01-13 20:00:00
None, -2.0, None, 82.4, 2018-01-13 21:00:00
None, -1.7, None, 81.7, 2018-01-13 22:00:00
None, -1.7, None, 81.8, 2018-01-13 23:00:00
None, -1.6, None, 81.7, 2018-01-14 00:00:00
None, -1.6, None, 80.9, 2018-01-14 01:00:00
None, -1.6, None, 81.4, 2018-01-14 02:00:00
None, -1.9, None, 82.8, 2018-01-14 03:00:00
None, -2.0, None, 83.2, 2018-01-14 04:00:00
None, -2.1, None, 84.0, 2018-01-14 05:00:00
None, -2.6, None, 85.3, 2018-01-14 06:00:00
None, -3.1, None, 86.9, 2018-01-14 07:00:00
None, -3.9, None, 88.6, 2018-01-14 08:00:00
None, -3.1, None, 86.1, 2018-01-14 09:00:00
None, -2.4, None, 82.1, 2018-01-14 10:00:00
None, -1.7, None, 79.0, 2018-01-14 11:00:00
None, -0.6, None, 75.6, 2018-01-14 12:00:00
None, 0.3, None, 72.4, 2018-01-14 13:00:00
None, 0.7, None, 71.5, 2018-01-14 14:00:00
None, 0.8, None, 72.1, 2018-01-14 15:00:00
None, 0.0, None, 76.5, 2018-01-14 16:00:00
None, -0.6, None, 80.0, 2018-01-14 17:00:00
None, -0.9, None, 82.0, 2018-01-14 18:00:00
None, -1.2, None, 83.3, 2018-01-14 19:00:00
None, -1.5, None, 84.0, 2018-01-14 20:00:00
None, -1.5, None, 84.2, 2018-01-14 21:00:00
None, -1.7, None, 85.5, 2018-01-14 22:00:00
None, -1.5, None, 85.3, 2018-01-14 23:00:00
None, -1.5, None, 85.5, 2018-01-15 00:00:00
None, -1.2, None, 84.8, 2018-01-15 01:00:00
None, -1.1, None, 84.4, 2018-01-15 02:00:00
None, -1.1, None, 84.4, 2018-01-15 03:00:00
None, -1.3, None, 84.6, 2018-01-15 04:00:00
None, -2.1, None, 85.9, 2018-01-15 05:00:00
None, -1.5, None, 85.1, 2018-01-15 06:00:00
None, -1.3, None, 83.9, 2018-01-15 07:00:00
None, -1.0, None, 82.0, 2018-01-15 08:00:00
None, -0.7, None, 80.5, 2018-01-15 09:00:00
None, 0.0, None, 77.0, 2018-01-15 10:00:00
None, 0.9, None, 73.7, 2018-01-15 11:00:00
None, 1.3, None, 72.5, 2018-01-15 12:00:00
None, 1.6, None, 71.2, 2018-01-15 13:00:00
None, 2.0, None, 69.9, 2018-01-15 14:00:00
None, 1.8, None, 70.8, 2018-01-15 15:00:00
None, 1.2, None, 73.6, 2018-01-15 16:00:00
None, 0.6, None, 76.6, 2018-01-15 17:00:00
None, 0.5, None, 76.8, 2018-01-15 18:00:00
None, 0.3, None, 77.7, 2018-01-15 19:00:00
None, 0.4, None, 76.8, 2018-01-15 20:00:00
None, 0.2, None, 78.0, 2018-01-15 21:00:00
None, 0.5, None, 76.6, 2018-01-15 22:00:00
None, 0.5, None, 76.2, 2018-01-15 23:00:00
None, 0.2, None, 77.4, 2018-01-16 00:00:00
None, 0.2, None, 77.2, 2018-01-16 01:00:00
None, 0.2, None, 77.3, 2018-01-16 02:00:00
None, -0.3, None, 79.0, 2018-01-16 03:00:00
None, -0.4, None, 79.4, 2018-01-16 04:00:00
None, -0.4, None, 78.9, 2018-01-16 05:00:00
None, -0.1, None, 77.3, 2018-01-16 06:00:00
None, -0.1, None, 76.7, 2018-01-16 07:00:00
None, -0.1, None, 76.4, 2018-01-16 08:00:00
None, 0.0, None, 75.7, 2018-01-16 09:00:00
None, 0.1, None, 74.8, 2018-01-16 10:00:00
None, 0.1, None, 74.2, 2018-01-16 11:00:00
None, 0.3, None, 73.6, 2018-01-16 12:00:00
None, 0.4, None, 72.9, 2018-01-16 13:00:00
None, 0.5, None, 72.5, 2018-01-16 14:00:00
None, 0.5, None, 73.6, 2018-01-16 15:00:00
None, 0.5, None, 75.3, 2018-01-16 16:00:00
None, 0.4, None, 79.5, 2018-01-16 17:00:00
None, 0.2, None, 81.6, 2018-01-16 18:00:00
None, 0.3, None, 79.5, 2018-01-16 19:00:00
None, 0.4, None, 78.4, 2018-01-16 20:00:00
None, 0.5, None, 78.7, 2018-01-16 21:00:00
None, 0.4, None, 80.6, 2018-01-16 22:00:00
None, 0.7, None, 79.4, 2018-01-16 23:00:00
None, 0.4, None, 78.7, 2018-01-17 00:00:00
None, 0.3, None, 77.7, 2018-01-17 01:00:00
None, 0.1, None, 79.0, 2018-01-17 02:00:00
None, 0.4, None, 77.7, 2018-01-17 03:00:00
None, 0.3, None, 77.8, 2018-01-17 04:00:00
None, 0.6, None, 76.0, 2018-01-17 05:00:00
None, 0.8, None, 74.7, 2018-01-17 06:00:00
None, 0.9, None, 73.2, 2018-01-17 07:00:00
None, 0.7, None, 74.0, 2018-01-17 08:00:00
None, 0.5, None, 74.8, 2018-01-17 09:00:00
None, 0.8, None, 76.3, 2018-01-17 10:00:00
None, 1.1, None, 75.5, 2018-01-17 11:00:00
None, 0.5, None, 84.2, 2018-01-17 12:00:00
None, 0.3, None, 87.7, 2018-01-17 13:00:00
None, 0.2, None, 90.4, 2018-01-17 14:00:00
None, 0.6, None, 85.3, 2018-01-17 15:00:00
None, 0.9, None, 82.0, 2018-01-17 16:00:00
None, 1.4, None, 76.5, 2018-01-17 17:00:00
None, 1.6, None, 75.1, 2018-01-17 18:00:00
None, 1.3, None, 80.2, 2018-01-17 19:00:00
None, 1.5, None, 79.3, 2018-01-17 20:00:00
None, 1.0, None, 87.7, 2018-01-17 21:00:00
None, 1.3, None, 86.0, 2018-01-17 22:00:00
None, 1.4, None, 83.8, 2018-01-17 23:00:00
None, 1.8, None, 82.3, 2018-01-18 00:00:00
None, 1.7, None, 83.9, 2018-01-18 01:00:00
None, 1.4, None, 90.1, 2018-01-18 02:00:00
None, 1.4, None, 92.2, 2018-01-18 03:00:00
None, 1.8, None, 90.0, 2018-01-18 04:00:00
None, 1.9, None, 90.9, 2018-01-18 05:00:00
None, 1.8, None, 92.5, 2018-01-18 06:00:00
None, 2.0, None, 91.0, 2018-01-18 07:00:00
None, 2.1, None, 89.1, 2018-01-18 08:00:00
None, 2.3, None, 86.3, 2018-01-18 09:00:00
None, 2.7, None, 82.4, 2018-01-18 10:00:00
None, 4.6, None, 70.2, 2018-01-18 11:00:00
None, 4.7, None, 69.9, 2018-01-18 12:00:00
None, 4.2, None, 70.1, 2018-01-18 13:00:00
None, 4.2, None, 69.4, 2018-01-18 14:00:00
None, 4.2, None, 68.0, 2018-01-18 15:00:00
None, 3.4, None, 71.7, 2018-01-18 16:00:00
None, 2.7, None, 74.9, 2018-01-18 17:00:00
None, 2.5, None, 75.1, 2018-01-18 18:00:00
None, 2.8, None, 72.5, 2018-01-18 19:00:00
None, 2.4, None, 74.9, 2018-01-18 20:00:00
None, 2.4, None, 73.1, 2018-01-18 21:00:00
None, 2.3, None, 72.4, 2018-01-18 22:00:00
None, 2.2, None, 71.2, 2018-01-18 23:00:00
None, 2.0, None, 71.9, 2018-01-19 00:00:00
None, 1.7, None, 77.4, 2018-01-19 01:00:00
None, 1.4, None, 81.1, 2018-01-19 02:00:00
None, 1.2, None, 81.7, 2018-01-19 03:00:00
None, 0.7, None, 84.3, 2018-01-19 04:00:00
None, 0.8, None, 84.0, 2018-01-19 05:00:00
None, 0.5, None, 85.0, 2018-01-19 06:00:00
None, 0.4, None, 85.9, 2018-01-19 07:00:00
None, 0.3, None, 85.2, 2018-01-19 08:00:00
None, 0.1, None, 84.1, 2018-01-19 09:00:00
None, 0.9, None, 80.0, 2018-01-19 10:00:00
None, 2.2, None, 73.2, 2018-01-19 11:00:00
None, 3.0, None, 66.8, 2018-01-19 12:00:00
None, 3.6, None, 61.0, 2018-01-19 13:00:00
None, 3.8, None, 58.0, 2018-01-19 14:00:00
None, 3.6, None, 59.9, 2018-01-19 15:00:00
None, 2.9, None, 63.2, 2018-01-19 16:00:00
None, 1.9, None, 69.1, 2018-01-19 17:00:00
None, 0.9, None, 74.7, 2018-01-19 18:00:00
None, 1.3, None, 74.5, 2018-01-19 19:00:00
None, 1.9, None, 70.3, 2018-01-19 20:00:00
None, 1.8, None, 69.6, 2018-01-19 21:00:00
None, 1.6, None, 70.2, 2018-01-19 22:00:00
None, 1.4, None, 71.7, 2018-01-19 23:00:00
None, 1.2, None, 73.4, 2018-01-20 00:00:00
None, 1.1, None, 75.6, 2018-01-20 01:00:00
None, 0.4, None, 85.5, 2018-01-20 02:00:00
None, 0.4, None, 84.1, 2018-01-20 03:00:00
None, 0.7, None, 79.4, 2018-01-20 04:00:00
None, 1.0, None, 76.4, 2018-01-20 05:00:00
None, 1.1, None, 74.6, 2018-01-20 06:00:00
None, 1.0, None, 74.6, 2018-01-20 07:00:00
None, 1.3, None, 71.9, 2018-01-20 08:00:00
None, 1.4, None, 71.0, 2018-01-20 09:00:00
None, 1.6, None, 69.8, 2018-01-20 10:00:00
None, 2.0, None, 67.6, 2018-01-20 11:00:00
None, 2.3, None, 67.2, 2018-01-20 12:00:00
None, 2.7, None, 65.8, 2018-01-20 13:00:00
None, 2.8, None, 65.8, 2018-01-20 14:00:00
None, 3.1, None, 62.7, 2018-01-20 15:00:00
None, 2.8, None, 63.2, 2018-01-20 16:00:00
None, 2.5, None, 63.7, 2018-01-20 17:00:00
None, 2.0, None, 67.4, 2018-01-20 18:00:00
None, 1.9, None, 67.1, 2018-01-20 19:00:00
None, 1.8, None, 68.2, 2018-01-20 20:00:00
None, 1.8, None, 69.0, 2018-01-20 21:00:00
None, 1.5, None, 72.5, 2018-01-20 22:00:00
None, 1.5, None, 72.6, 2018-01-20 23:00:00
None, 1.4, None, 74.2, 2018-01-21 00:00:00
None, 1.5, None, 74.2, 2018-01-21 01:00:00
None, 1.6, None, 73.8, 2018-01-21 02:00:00
None, 1.6, None, 75.3, 2018-01-21 03:00:00
None, 1.4, None, 77.6, 2018-01-21 04:00:00
None, 1.4, None, 77.8, 2018-01-21 05:00:00
None, 1.5, None, 75.6, 2018-01-21 06:00:00
None, 1.8, None, 72.2, 2018-01-21 07:00:00
None, 1.8, None, 70.9, 2018-01-21 08:00:00
None, 1.9, None, 69.7, 2018-01-21 09:00:00
None, 2.0, None, 68.5, 2018-01-21 10:00:00
None, 1.8, None, 71.1, 2018-01-21 11:00:00
None, 1.8, None, 70.3, 2018-01-21 12:00:00
None, 1.7, None, 72.1, 2018-01-21 13:00:00
None, 1.6, None, 75.1, 2018-01-21 14:00:00
None, 1.3, None, 79.3, 2018-01-21 15:00:00
