station_observations
pcpn_amt_pst1hr, snw_dpth_wtr_equiv, SWE, ONE_DAY_SNOW, time, air_temp_1, MIN_TEMP, MAX_TEMP
608.0, None, None, None, 2015-09-17 20:00:00, 1.6, None, None
608.0, None, None, None, 2015-09-17 21:00:00, 2.0, None, None
608.0, None, None, None, 2015-09-17 22:00:00, 1.8, None, None
608.0, None, None, None, 2015-09-17 23:00:00, 1.5, None, None
609.0, None, None, None, 2015-09-18 00:00:00, 1.3, None, None
610.0, None, None, None, 2015-09-18 01:00:00, 0.3, None, None
610.0, None, None, None, 2015-09-18 02:00:00, 0.1, None, None
611.0, None, None, None, 2015-09-18 03:00:00, 0.1, None, None
611.0, None, None, None, 2015-09-18 04:00:00, 0.7, None, None
611.0, None, None, None, 2015-09-18 05:00:00, 0.6, None, None
611.0, None, None, None, 2015-09-18 06:00:00, 0.4, None, None
611.0, None, None, None, 2015-09-18 07:00:00, 0.3, None, None
611.0, None, None, None, 2015-09-18 08:00:00, 0.6, None, None
611.0, None, None, None, 2015-09-18 09:00:00, 1.1, None, None
611.0, None, None, None, 2015-09-18 10:00:00, 0.8, None, None
611.0, None, None, None, 2015-09-18 11:00:00, 0.8, None, None
611.0, None, None, None, 2015-09-18 12:00:00, 0.6, None, None
610.0, None, None, None, 2015-09-18 13:00:00, 0.7, None, None
612.0, None, None, None, 2015-09-18 14:00:00, 0.8, None, None
611.0, None, None, None, 2015-09-18 15:00:00, 1.1, None, None
611.0, None, None, None, 2015-09-18 16:00:00, 2.4, None, None
610.0, None, None, None, 2015-09-18 17:00:00, 2.6, None, None
610.0, None, None, None, 2015-09-18 18:00:00, 3.5, None, None
610.0, None, None, None, 2015-09-18 19:00:00, 2.9, None, None
610.0, None, None, None, 2015-09-18 20:00:00, 3.4, None, None
610.0, None, None, None, 2015-09-18 21:00:00, 3.8, None, None
610.0, None, None, None, 2015-09-18 22:00:00, 3.7, None, None
610.0, None, None, None, 2015-09-18 23:00:00, 3.6, None, None
611.0, None, None, None, 2015-09-19 00:00:00, 3.4, None, None
611.0, None, None, None, 2015-09-19 01:00:00, 2.9, None, None
611.0, None, None, None, 2015-09-19 02:00:00, 2.5, None, None
611.0, None, None, None, 2015-09-19 03:00:00, 2.1, None, None
611.0, None, None, None, 2015-09-19 04:00:00, 2.3, None, None
611.0, None, None, None, 2015-09-19 05:00:00, 2.6, None, None
612.0, None, None, None, 2015-09-19 06:00:00, 2.8, None, None
611.0, None, None, None, 2015-09-19 07:00:00, 2.7, None, None
611.0, None, None, None, 2015-09-19 08:00:00, 2.7, None, None
612.0, None, None, None, 2015-09-19 09:00:00, 2.8, None, None
612.0, None, None, None, 2015-09-19 10:00:00, 2.4, None, None
612.0, None, None, None, 2015-09-19 11:00:00, 2.6, None, None
612.0, None, None, None, 2015-09-19 12:00:00, 2.8, None, None
612.0, None, None, None, 2015-09-19 13:00:00, 2.8, None, None
612.0, None, None, None, 2015-09-19 14:00:00, 2.5, None, None
612.0, None, None, None, 2015-09-19 15:00:00, 2.6, None, None
611.0, None, None, None, 2015-09-19 16:00:00, 3.5, None, None
611.0, None, None, None, 2015-09-19 17:00:00, 3.3, None, None
611.0, None, None, None, 2015-09-19 18:00:00, 3.9, None, None
612.0, None, None, None, 2015-09-19 19:00:00, 4.2, None, None
613.0, None, None, None, 2015-09-19 20:00:00, 4.4, None, None
613.0, None, None, None, 2015-09-19 21:00:00, 4.0, None, None
613.0, None, None, None, 2015-09-19 22:00:00, 4.5, None, None
613.0, None, None, None, 2015-09-19 23:00:00, 4.6, None, None
614.0, None, None, None, 2015-09-20 00:00:00, 4.5, None, None
614.0, None, None, None, 2015-09-20 01:00:00, 5.1, None, None
614.0, None, None, None, 2015-09-20 02:00:00, 5.2, None, None
614.0, None, None, None, 2015-09-20 03:00:00, 5.4, None, None
614.0, None, None, None, 2015-09-20 04:00:00, 5.7, None, None
615.0, None, None, None, 2015-09-20 05:00:00, 4.8, None, None
617.0, None, None, None, 2015-09-20 06:00:00, 4.7, None, None
617.0, None, None, None, 2015-09-20 07:00:00, 3.9, None, None
617.0, None, None, None, 2015-09-20 08:00:00, 5.5, None, None
617.0, None, None, None, 2015-09-20 09:00:00, 4.9, None, None
618.0, None, None, None, 2015-09-20 10:00:00, 5.1, None, None
619.0, None, None, None, 2015-09-20 11:00:00, 5.2, None, None
620.0, None, None, None, 2015-09-20 12:00:00, 4.8, None, None
621.0, None, None, None, 2015-09-20 13:00:00, 4.6, None, None
624.0, None, None, None, 2015-09-20 14:00:00, 4.3, None, None
625.0, None, None, None, 2015-09-20 15:00:00, 4.4, None, None
628.0, None, None, None, 2015-09-20 16:00:00, 4.7, None, None
629.0, None, None, None, 2015-09-20 17:00:00, 4.6, None, None
632.0, None, None, None, 2015-09-20 18:00:00, 5.4, None, None
634.0, None, None, None, 2015-09-20 19:00:00, 5.4, None, None
639.0, None, None, None, 2015-09-20 20:00:00, 5.3, None, None
641.0, None, None, None, 2015-09-20 21:00:00, 5.4, None, None
644.0, None, None, None, 2015-09-20 22:00:00, 5.4, None, None
647.0, None, None, None, 2015-09-20 23:00:00, 5.5, None, None
653.0, None, None, None, 2015-09-21 00:00:00, 4.1, None, None
659.0, None, None, None, 2015-09-21 01:00:00, 4.6, None, None
667.0, None, None, None, 2015-09-21 02:00:00, 3.8, None, None
669.0, None, None, None, 2015-09-21 03:00:00, 2.0, None, None
671.0, None, None, None, 2015-09-21 04:00:00, 0.6, None, None
672.0, None, None, None, 2015-09-21 05:00:00, 0.7, None, None
672.0, None, None, None, 2015-09-21 06:00:00, 0.5, None, None
672.0, None, None, None, 2015-09-21 07:00:00, -0.2, None, None
672.0, None, None, None, 2015-09-21 08:00:00, -0.8, None, None
673.0, None, None, None, 2015-09-21 09:00:00, -1.2, None, None
673.0, None, None, None, 2015-09-21 10:00:00, -1.2, None, None
673.0, None, None, None, 2015-09-21 11:00:00, -2.0, None, None
673.0, None, None, None, 2015-09-21 12:00:00, -2.1, None, None
673.0, None, None, None, 2015-09-21 13:00:00, -2.5, None, None
673.0, None, None, None, 2015-09-21 14:00:00, -2.1, None, None
671.0, None, None, None, 2015-09-21 15:00:00, -0.8, None, None
669.0, None, None, None, 2015-09-21 16:00:00, -0.3, None, None
669.0, None, None, None, 2015-09-21 17:00:00, -0.1, None, None
670.0, None, None, None, 2015-09-21 18:00:00, 1.2, None, None
670.0, None, None, None, 2015-09-21 19:00:00, 1.2, None, None
669.0, None, None, None, 2015-09-21 20:00:00, 1.9, None, None
669.0, None, None, None, 2015-09-21 21:00:00, 1.8, None, None
668.0, None, None, None, 2015-09-21 22:00:00, 2.7, None, None
668.0, None, None, None, 2015-09-21 23:00:00, 3.5, None, None
669.0, None, None, None, 2015-09-22 00:00:00, 2.6, None, None
670.0, None, None, None, 2015-09-22 01:00:00, 0.8, None, None
672.0, None, None, None, 2015-09-22 02:00:00, -1.0, None, None
673.0, None, None, None, 2015-09-22 03:00:00, -1.1, None, None
673.0, None, None, None, 2015-09-22 04:00:00, -1.1, None, None
673.0, None, None, None, 2015-09-22 05:00:00, -1.4, None, None
673.0, None, None, None, 2015-09-22 06:00:00, -1.8, None, None
673.0, None, None, None, 2015-09-22 07:00:00, -1.3, None, None
673.0, None, None, None, 2015-09-22 08:00:00, -1.5, None, None
673.0, None, None, None, 2015-09-22 09:00:00, -1.4, None, None
673.0, None, None, None, 2015-09-22 10:00:00, -1.4, None, None
673.0, None, None, None, 2015-09-22 11:00:00, -1.3, None, None
673.0, None, None, None, 2015-09-22 12:00:00, -1.4, None, None
673.0, None, None, None, 2015-09-22 13:00:00, -1.4, None, None
673.0, None, None, None, 2015-09-22 14:00:00, -1.4, None, None
671.0, None, None, None, 2015-09-22 15:00:00, 2.3, None, None
667.0, None, None, None, 2015-09-22 16:00:00, 3.4, None, None
667.0, None, None, None, 2015-09-22 17:00:00, 4.2, None, None
668.0, None, None, None, 2015-09-22 18:00:00, 5.3, None, None
668.0, None, None, None, 2015-09-22 19:00:00, 5.3, None, None
668.0, None, None, None, 2015-09-22 20:00:00, 5.3, None, None
667.0, None, None, None, 2015-09-22 21:00:00, 5.9, None, None
668.0, None, None, None, 2015-09-22 22:00:00, 5.3, None, None
668.0, None, None, None, 2015-09-22 23:00:00, 5.8, None, None
669.0, None, None, None, 2015-09-23 00:00:00, 5.4, None, None
670.0, None, None, None, 2015-09-23 01:00:00, 4.1, None, None
671.0, None, None, None, 2015-09-23 02:00:00, 3.0, None, None
671.0, None, None, None, 2015-09-23 03:00:00, 3.4, None, None
672.0, None, None, None, 2015-09-23 04:00:00, 3.1, None, None
671.0, None, None, None, 2015-09-23 05:00:00, 3.5, None, None
671.0, None, None, None, 2015-09-23 06:00:00, 3.2, None, None
671.0, None, None, None, 2015-09-23 07:00:00, 3.1, None, None
671.0, None, None, None, 2015-09-23 08:00:00, 3.1, None, None
671.0, None, None, None, 2015-09-23 09:00:00, 3.2, None, None
672.0, None, None, None, 2015-09-23 10:00:00, 2.9, None, None
671.0, None, None, None, 2015-09-23 11:00:00, 3.1, None, None
671.0, None, None, None, 2015-09-23 12:00:00, 2.8, None, None
671.0, None, None, None, 2015-09-23 13:00:00, 3.0, None, None
671.0, None, None, None, 2015-09-23 14:00:00, 2.9, None, None
670.0, None, None, None, 2015-09-23 15:00:00, 6.0, None, None
667.0, None, None, None, 2015-09-23 16:00:00, 6.0, None, None
667.0, None, None, None, 2015-09-23 17:00:00, 7.2, None, None
668.0, None, None, None, 2015-09-23 18:00:00, 6.9, None, None
668.0, None, None, None, 2015-09-23 19:00:00, 7.2, None, None
667.0, None, None, None, 2015-09-23 20:00:00, 7.4, None, None
667.0, None, None, None, 2015-09-23 21:00:00, 8.8, None, None
667.0, None, None, None, 2015-09-23 22:00:00, 9.0, None, None
667.0, None, None, None, 2015-09-23 23:00:00, 7.4, None, None
669.0, None, None, None, 2015-09-24 00:00:00, 6.7, None, None
670.0, None, None, None, 2015-09-24 01:00:00, 6.1, None, None
671.0, None, None, None, 2015-09-24 02:00:00, 4.9, None, None
671.0, None, None, None, 2015-09-24 03:00:00, 4.1, None, None
671.0, None, None, None, 2015-09-24 04:00:00, 4.0, None, None
671.0, None, None, None, 2015-09-24 05:00:00, 4.2, None, None
671.0, None, None, None, 2015-09-24 06:00:00, 4.7, None, None
671.0, None, None, None, 2015-09-24 07:00:00, 4.4, None, None
671.0, None, None, None, 2015-09-24 08:00:00, 4.0, None, None
671.0, None, None, None, 2015-09-24 09:00:00, 3.8, None, None
671.0, None, None, None, 2015-09-24 10:00:00, 4.6, None, None
671.0, None, None, None, 2015-09-24 11:00:00, 4.4, None, None
671.0, None, None, None, 2015-09-24 12:00:00, 4.0, None, None
671.0, None, None, None, 2015-09-24 13:00:00, 3.2, None, None
671.0, None, None, None, 2015-09-24 14:00:00, 3.8, None, None
670.0, None, None, None, 2015-09-24 15:00:00, 5.8, None, None
668.0, None, None, None, 2015-09-24 16:00:00, 5.3, None, None
669.0, None, None, None, 2015-09-24 17:00:00, 6.5, None, None
668.0, None, None, None, 2015-09-24 18:00:00, 7.0, None, None
668.0, None, None, None, 2015-09-24 19:00:00, 6.8, None, None
668.0, None, None, None, 2015-09-24 20:00:00, 8.8, None, None
667.0, None, None, None, 2015-09-24 21:00:00, 7.6, None, None
668.0, None, None, None, 2015-09-24 22:00:00, 7.4, None, None
668.0, None, None, None, 2015-09-24 23:00:00, 7.8, None, None
669.0, None, None, None, 2015-09-25 00:00:00, 7.7, None, None
669.0, None, None, None, 2015-09-25 01:00:00, 7.7, None, None
669.0, None, None, None, 2015-09-25 02:00:00, 7.8, None, None
669.0, None, None, None, 2015-09-25 03:00:00, 8.5, None, None
669.0, None, None, None, 2015-09-25 04:00:00, 8.7, None, None
669.0, None, None, None, 2015-09-25 05:00:00, 8.7, None, None
669.0, None, None, None, 2015-09-25 06:00:00, 8.4, None, None
669.0, None, None, None, 2015-09-25 07:00:00, 8.2, None, None
669.0, None, None, None, 2015-09-25 08:00:00, 8.5, None, None
669.0, None, None, None, 2015-09-25 09:00:00, 8.9, None, None
669.0, None, None, None, 2015-09-25 10:00:00, 8.9, None, None
669.0, None, None, None, 2015-09-25 11:00:00, 7.2, None, None
670.0, None, None, None, 2015-09-25 12:00:00, 5.9, None, None
671.0, None, None, None, 2015-09-25 13:00:00, 5.4, None, None
671.0, None, None, None, 2015-09-25 14:00:00, 5.7, None, None
671.0, None, None, None, 2015-09-25 15:00:00, 5.1, None, None
674.0, None, None, None, 2015-09-25 16:00:00, 4.0, None, None
676.0, None, None, None, 2015-09-25 17:00:00, 3.8, None, None
678.0, None, None, None, 2015-09-25 18:00:00, 3.9, None, None
679.0, None, None, None, 2015-09-25 19:00:00, 4.2, None, None
680.0, None, None, None, 2015-09-25 20:00:00, 3.6, None, None
682.0, None, None, None, 2015-09-25 21:00:00, 3.7, None, None
682.0, None, None, None, 2015-09-25 22:00:00, 3.5, None, None
684.0, None, None, None, 2015-09-25 23:00:00, 3.5, None, None
686.0, None, None, None, 2015-09-26 00:00:00, 2.5, None, None
688.0, None, None, None, 2015-09-26 01:00:00, 1.8, None, None
689.0, None, None, None, 2015-09-26 02:00:00, 1.9, None, None
690.0, None, None, None, 2015-09-26 03:00:00, 1.6, None, None
691.0, None, None, None, 2015-09-26 04:00:00, 1.5, None, None
691.0, None, None, None, 2015-09-26 05:00:00, 1.5, None, None
692.0, None, None, None, 2015-09-26 06:00:00, 1.3, None, None
692.0, None, None, None, 2015-09-26 07:00:00, 0.5, None, None
693.0, None, None, None, 2015-09-26 08:00:00, 0.3, None, None
693.0, None, None, None, 2015-09-26 09:00:00, -0.2, None, None
694.0, None, None, None, 2015-09-26 10:00:00, 0.0, None, None
694.0, None, None, None, 2015-09-26 11:00:00, -0.1, None, None
694.0, None, None, None, 2015-09-26 12:00:00, -0.3, None, None
694.0, None, None, None, 2015-09-26 13:00:00, -0.6, None, None
694.0, None, None, None, 2015-09-26 14:00:00, -1.2, None, None
693.0, None, None, None, 2015-09-26 15:00:00, -0.4, None, None
690.0, None, None, None, 2015-09-26 16:00:00, 1.6, None, None
691.0, None, None, None, 2015-09-26 17:00:00, -0.1, None, None
693.0, None, None, None, 2015-09-26 18:00:00, 0.2, None, None
693.0, None, None, None, 2015-09-26 19:00:00, 0.7, None, None
692.0, None, None, None, 2015-09-26 20:00:00, -0.6, None, None
693.0, None, None, None, 2015-09-26 21:00:00, 0.7, None, None
693.0, None, None, None, 2015-09-26 22:00:00, -0.9, None, None
693.0, None, None, None, 2015-09-26 23:00:00, 0.2, None, None
694.0, None, None, None, 2015-09-27 00:00:00, -0.6, None, None
694.0, None, None, None, 2015-09-27 01:00:00, -1.0, None, None
695.0, None, None, None, 2015-09-27 02:00:00, -1.2, None, None
695.0, None, None, None, 2015-09-27 03:00:00, -1.6, None, None
695.0, None, None, None, 2015-09-27 04:00:00, -1.9, None, None
695.0, None, None, None, 2015-09-27 05:00:00, -1.8, None, None
695.0, None, None, None, 2015-09-27 06:00:00, -1.8, None, None
695.0, None, None, None, 2015-09-27 07:00:00, -1.9, None, None
695.0, None, None, None, 2015-09-27 08:00:00, -1.9, None, None
695.0, None, None, None, 2015-09-27 09:00:00, -1.5, None, None
695.0, None, None, None, 2015-09-27 10:00:00, -1.4, None, None
695.0, None, None, None, 2015-09-27 11:00:00, -1.4, None, None
695.0, None, None, None, 2015-09-27 12:00:00, -1.5, None, None
695.0, None, None, None, 2015-09-27 13:00:00, -1.5, None, None
695.0, None, None, None, 2015-09-27 14:00:00, -1.9, None, None
694.0, None, None, None, 2015-09-27 15:00:00, -0.7, None, None
693.0, None, None, None, 2015-09-27 16:00:00, -1.3, None, None
692.0, None, None, None, 2015-09-27 17:00:00, 0.5, None, None
693.0, None, None, None, 2015-09-27 18:00:00, -0.1, None, None
693.0, None, None, None, 2015-09-27 19:00:00, 0.9, None, None
693.0, None, None, None, 2015-09-27 20:00:00, -0.2, None, None
694.0, None, None, None, 2015-09-27 21:00:00, 0.2, None, None
694.0, None, None, None, 2015-09-27 22:00:00, 0.5, None, None
694.0, None, None, None, 2015-09-27 23:00:00, -0.1, None, None
694.0, None, None, None, 2015-09-28 00:00:00, 0.1, None, None
695.0, None, None, None, 2015-09-28 01:00:00, -0.4, None, None
695.0, None, None, None, 2015-09-28 02:00:00, -0.3, None, None
695.0, None, None, None, 2015-09-28 03:00:00, -0.9, None, None
695.0, None, None, None, 2015-09-28 04:00:00, -0.6, None, None
695.0, None, None, None, 2015-09-28 05:00:00, -0.9, None, None
695.0, None, None, None, 2015-09-28 06:00:00, -0.8, None, None
695.0, None, None, None, 2015-09-28 07:00:00, -0.2, None, None
695.0, None, None, None, 2015-09-28 08:00:00, -0.8, None, None
696.0, None, None, None, 2015-09-28 09:00:00, -1.5, None, None
696.0, None, None, None, 2015-09-28 10:00:00, -1.1, None, None
696.0, None, None, None, 2015-09-28 11:00:00, -2.1, None, None
696.0, None, None, None, 2015-09-28 12:00:00, -1.9, None, None
696.0, None, None, None, 2015-09-28 13:00:00, -1.7, None, None
696.0, None, None, None, 2015-09-28 14:00:00, -1.1, None, None
694.0, None, None, None, 2015-09-28 15:00:00, 2.1, None, None
691.0, None, None, None, 2015-09-28 16:00:00, 1.5, None, None
691.0, None, None, None, 2015-09-28 17:00:00, 2.3, None, None
692.0, None, None, None, 2015-09-28 18:00:00, 2.7, None, None
692.0, None, None, None, 2015-09-28 19:00:00, 4.2, None, None
691.0, None, None, None, 2015-09-28 20:00:00, 5.5, None, None
690.0, None, None, None, 2015-09-28 21:00:00, 5.6, None, None
690.0, None, None, None, 2015-09-28 22:00:00, 7.1, None, None
689.0, None, None, None, 2015-09-28 23:00:00, 7.2, None, None
690.0, None, None, None, 2015-09-29 00:00:00, 5.3, None, None
693.0, None, None, None, 2015-09-29 01:00:00, 3.1, None, None
694.0, None, None, None, 2015-09-29 02:00:00, 2.7, None, None
694.0, None, None, None, 2015-09-29 03:00:00, 2.5, None, None
694.0, None, None, None, 2015-09-29 04:00:00, 2.3, None, None
694.0, None, None, None, 2015-09-29 05:00:00, 2.0, None, None
694.0, None, None, None, 2015-09-29 06:00:00, 1.9, None, None
694.0, None, None, None, 2015-09-29 07:00:00, 1.8, None, None
694.0, None, None, None, 2015-09-29 08:00:00, 1.7, None, None
695.0, None, None, None, 2015-09-29 09:00:00, 1.4, None, None
694.0, None, None, None, 2015-09-29 10:00:00, 1.4, None, None
695.0, None, None, None, 2015-09-29 11:00:00, 1.4, None, None
695.0, None, None, None, 2015-09-29 12:00:00, 1.9, None, None
695.0, None, None, None, 2015-09-29 13:00:00, 1.1, None, None
695.0, None, None, None, 2015-09-29 14:00:00, 1.5, None, None
693.0, None, None, None, 2015-09-29 15:00:00, 5.5, None, None
690.0, None, None, None, 2015-09-29 16:00:00, 5.3, None, None
689.0, None, None, None, 2015-09-29 17:00:00, 6.5, None, None
690.0, None, None, None, 2015-09-29 18:00:00, 7.1, None, None
690.0, None, None, None, 2015-09-29 19:00:00, 6.7, None, None
691.0, None, None, None, 2015-09-29 20:00:00, 7.2, None, None
690.0, None, None, None, 2015-09-29 21:00:00, 8.6, None, None
690.0, None, None, None, 2015-09-29 22:00:00, 7.8, None, None
690.0, None, None, None, 2015-09-29 23:00:00, 8.6, None, None
691.0, None, None, None, 2015-09-30 00:00:00, 7.9, None, None
692.0, None, None, None, 2015-09-30 01:00:00, 6.9, None, None
692.0, None, None, None, 2015-09-30 02:00:00, 6.1, None, None
693.0, None, None, None, 2015-09-30 03:00:00, 5.6, None, None
693.0, None, None, None, 2015-09-30 04:00:00, 5.5, None, None
693.0, None, None, None, 2015-09-30 05:00:00, 5.2, None, None
693.0, None, None, None, 2015-09-30 06:00:00, 5.0, None, None
693.0, None, None, None, 2015-09-30 07:00:00, 5.0, None, None
693.0, None, None, None, 2015-09-30 08:00:00, 5.2, None, None
693.0, None, None, None, 2015-09-30 09:00:00, 5.2, None, None
693.0, None, None, None, 2015-09-30 10:00:00, 5.3, None, None
693.0, None, None, None, 2015-09-30 11:00:00, 5.0, None, None
693.0, None, None, None, 2015-09-30 12:00:00, 4.7, None, None
693.0, None, None, None, 2015-09-30 13:00:00, 5.0, None, None
693.0, None, None, None, 2015-09-30 14:00:00, 5.0, None, None
692.0, None, None, None, 2015-09-30 15:00:00, 8.2, None, None
688.0, None, None, None, 2015-09-30 16:00:00, 9.2, None, None
688.0, None, None, None, 2015-09-30 17:00:00, 9.2, None, None
689.0, None, None, None, 2015-09-30 18:00:00, 10.4, None, None
689.0, None, None, None, 2015-09-30 19:00:00, 10.6, None, None
689.0, None, None, None, 2015-09-30 20:00:00, 11.2, None, None
688.0, None, None, None, 2015-09-30 21:00:00, 11.2, None, None
688.0, None, None, None, 2015-09-30 22:00:00, 11.5, None, None
688.0, None, None, None, 2015-09-30 23:00:00, 10.8, None, None
689.0, None, None, None, 2015-10-01 00:00:00, 10.9, None, None
691.0, None, None, None, 2015-10-01 01:00:00, 9.0, None, None
692.0, None, None, None, 2015-10-01 02:00:00, 7.9, None, None
692.0, None, None, None, 2015-10-01 03:00:00, 8.5, None, None
692.0, None, None, None, 2015-10-01 04:00:00, 7.7, None, None
692.0, None, None, None, 2015-10-01 05:00:00, 8.0, None, None
692.0, None, None, None, 2015-10-01 06:00:00, 7.9, None, None
692.0, None, None, None, 2015-10-01 07:00:00, 7.5, None, None
692.0, None, None, None, 2015-10-01 08:00:00, 7.1, None, None
693.0, None, None, None, 2015-10-01 09:00:00, 7.1, None, None
693.0, None, None, None, 2015-10-01 10:00:00, 6.9, None, None
693.0, None, None, None, 2015-10-01 11:00:00, 6.7, None, None
693.0, None, None, None, 2015-10-01 12:00:00, 6.3, None, None
693.0, None, None, None, 2015-10-01 13:00:00, 6.1, None, None
693.0, None, None, None, 2015-10-01 14:00:00, 6.3, None, None
693.0, None, None, None, 2015-10-01 15:00:00, 8.8, None, None
690.0, None, None, None, 2015-10-01 16:00:00, 8.3, None, None
690.0, None, None, None, 2015-10-01 17:00:00, 10.0, None, None
689.0, None, None, None, 2015-10-01 18:00:00, 11.2, None, None
688.0, None, None, None, 2015-10-01 19:00:00, 11.8, None, None
688.0, None, None, None, 2015-10-01 20:00:00, 12.0, None, None
687.0, None, None, None, 2015-10-01 21:00:00, 12.0, None, None
688.0, None, None, None, 2015-10-01 22:00:00, 12.2, None, None
687.0, None, None, None, 2015-10-01 23:00:00, 12.2, None, None
688.0, None, None, None, 2015-10-02 00:00:00, 12.5, None, None
691.0, None, None, None, 2015-10-02 01:00:00, 9.0, None, None
692.0, None, None, None, 2015-10-02 02:00:00, 8.0, None, None
693.0, None, None, None, 2015-10-02 03:00:00, 8.6, None, None
693.0, None, None, None, 2015-10-02 04:00:00, 8.0, None, None
693.0, None, None, None, 2015-10-02 05:00:00, 7.9, None, None
692.0, None, None, None, 2015-10-02 06:00:00, 7.9, None, None
693.0, None, None, None, 2015-10-02 07:00:00, 6.0, None, None
693.0, None, None, None, 2015-10-02 08:00:00, 6.9, None, None
693.0, None, None, None, 2015-10-02 09:00:00, 6.4, None, None
693.0, None, None, None, 2015-10-02 10:00:00, 6.4, None, None
693.0, None, None, None, 2015-10-02 11:00:00, 6.1, None, None
693.0, None, None, None, 2015-10-02 12:00:00, 6.4, None, None
693.0, None, None, None, 2015-10-02 13:00:00, 5.6, None, None
693.0, None, None, None, 2015-10-02 14:00:00, 5.3, None, None
692.0, None, None, None, 2015-10-02 15:00:00, 9.3, None, None
691.0, None, None, None, 2015-10-02 16:00:00, 7.8, None, None
691.0, None, None, None, 2015-10-02 17:00:00, 8.4, None, None
690.0, None, None, None, 2015-10-02 18:00:00, 9.8, None, None
690.0, None, None, None, 2015-10-02 19:00:00, 8.4, None, None
690.0, None, None, None, 2015-10-02 20:00:00, 8.8, None, None
691.0, None, None, None, 2015-10-02 21:00:00, 6.0, None, None
692.0, None, None, None, 2015-10-02 22:00:00, 5.1, None, None
693.0, None, None, None, 2015-10-02 23:00:00, 4.2, None, None
695.0, None, None, None, 2015-10-03 00:00:00, 3.8, None, None
697.0, None, None, None, 2015-10-03 01:00:00, 2.9, None, None
698.0, None, None, None, 2015-10-03 02:00:00, 3.4, None, None
698.0, None, None, None, 2015-10-03 03:00:00, 3.1, None, None
698.0, None, None, None, 2015-10-03 04:00:00, 3.2, None, None
699.0, None, None, None, 2015-10-03 05:00:00, 2.6, None, None
701.0, None, None, None, 2015-10-03 06:00:00, 1.3, None, None
702.0, None, None, None, 2015-10-03 07:00:00, 0.5, None, None
702.0, None, None, None, 2015-10-03 08:00:00, 0.2, None, None
702.0, None, None, None, 2015-10-03 09:00:00, 0.3, None, None
702.0, None, None, None, 2015-10-03 10:00:00, -0.2, None, None
702.0, None, None, None, 2015-10-03 11:00:00, -0.3, None, None
702.0, None, None, None, 2015-10-03 12:00:00, -0.5, None, None
703.0, None, None, None, 2015-10-03 13:00:00, -1.4, None, None
703.0, None, None, None, 2015-10-03 14:00:00, -1.9, None, None
702.0, None, None, None, 2015-10-03 15:00:00, 0.8, None, None
698.0, None, None, None, 2015-10-03 16:00:00, 3.7, None, None
697.0, None, None, None, 2015-10-03 17:00:00, 3.3, None, None
699.0, None, None, None, 2015-10-03 18:00:00, 3.8, None, None
698.0, None, None, None, 2015-10-03 19:00:00, 4.5, None, None
698.0, None, None, None, 2015-10-03 20:00:00, 4.7, None, None
697.0, None, None, None, 2015-10-03 21:00:00, 5.6, None, None
698.0, None, None, None, 2015-10-03 22:00:00, 5.5, None, None
697.0, None, None, None, 2015-10-03 23:00:00, 5.1, None, None
699.0, None, None, None, 2015-10-04 00:00:00, 4.1, None, None
700.0, None, None, None, 2015-10-04 01:00:00, 4.0, None, None
701.0, None, None, None, 2015-10-04 02:00:00, 3.6, None, None
701.0, None, None, None, 2015-10-04 03:00:00, 3.5, None, None
701.0, None, None, None, 2015-10-04 04:00:00, 3.0, None, None
702.0, None, None, None, 2015-10-04 05:00:00, 2.2, None, None
702.0, None, None, None, 2015-10-04 06:00:00, 1.9, None, None
702.0, None, None, None, 2015-10-04 07:00:00, 1.2, None, None
702.0, None, None, None, 2015-10-04 08:00:00, 1.0, None, None
702.0, None, None, None, 2015-10-04 09:00:00, 0.7, None, None
702.0, None, None, None, 2015-10-04 10:00:00, 0.6, None, None
702.0, None, None, None, 2015-10-04 11:00:00, 1.1, None, None
702.0, None, None, None, 2015-10-04 12:00:00, 1.5, None, None
701.0, None, None, None, 2015-10-04 13:00:00, 1.0, None, None
701.0, None, None, None, 2015-10-04 14:00:00, 0.8, None, None
702.0, None, None, None, 2015-10-04 15:00:00, 1.2, None, None
700.0, None, None, None, 2015-10-04 16:00:00, 2.2, None, None
698.0, None, None, None, 2015-10-04 17:00:00, 3.9, None, None
699.0, None, None, None, 2015-10-04 18:00:00, 3.1, None, None
698.0, None, None, None, 2015-10-04 19:00:00, 4.3, None, None
698.0, None, None, None, 2015-10-04 20:00:00, 4.5, None, None
697.0, None, None, None, 2015-10-04 21:00:00, 5.7, None, None
697.0, None, None, None, 2015-10-04 22:00:00, 6.1, None, None
697.0, None, None, None, 2015-10-04 23:00:00, 5.9, None, None
698.0, None, None, None, 2015-10-05 00:00:00, 5.7, None, None
700.0, None, None, None, 2015-10-05 01:00:00, 4.1, None, None
701.0, None, None, None, 2015-10-05 02:00:00, 3.8, None, None
702.0, None, None, None, 2015-10-05 03:00:00, 3.2, None, None
702.0, None, None, None, 2015-10-05 04:00:00, 3.2, None, None
702.0, None, None, None, 2015-10-05 05:00:00, 2.9, None, None
702.0, None, None, None, 2015-10-05 06:00:00, 2.9, None, None
702.0, None, None, None, 2015-10-05 07:00:00, 2.3, None, None
702.0, None, None, None, 2015-10-05 08:00:00, 2.4, None, None
